"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.rr6o","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"11",1700756636277,"23/11/2023 16:23:56",1700756636277,0,"23/11/2023 16:23:56",152734,7,"questionnaire-uu2n",NA,33166814,9820513,NA,"rejected - time limit reached",NA,"655f7a7011ced56ce4d7f520","computer","Desktop or Laptop","Windows 10","Firefox 119.0","1920x1080","1920x955",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In",4,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",3823.84,9255.52,9261.54,3823.84,9255.52,9261.54,1,3823.84,5437.7,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"MDPRF93300"
"12",1700756636278,"23/11/2023 16:23:56",1700756636278,0,"23/11/2023 16:23:56",152734,7,"questionnaire-uu2n",NA,33166814,9820513,NA,"rejected - time limit reached",NA,"655f7a7011ced56ce4d7f520","computer","Desktop or Laptop","Windows 10","Firefox 119.0","1920x1080","1920x955",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In",4,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",5373.38,9255.52,9262.54,5373.38,9255.52,9262.54,1,5373.38,3889.16,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"MDPRF93300"
"13",1700756636279,"23/11/2023 16:23:56",1700756636279,0,"23/11/2023 16:23:56",152734,7,"questionnaire-uu2n",NA,33166814,9820513,NA,"rejected - time limit reached",NA,"655f7a7011ced56ce4d7f520","computer","Desktop or Laptop","Windows 10","Firefox 119.0","1920x1080","1920x955",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In",4,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",6023.18,9255.52,9262.54,6023.18,9255.52,9262.54,1,6023.18,3239.36,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"MDPRF93300"
"14",1700756636279,"23/11/2023 16:23:56",1700756636279,0,"23/11/2023 16:23:56",152734,7,"questionnaire-uu2n",NA,33166814,9820513,NA,"rejected - time limit reached",NA,"655f7a7011ced56ce4d7f520","computer","Desktop or Laptop","Windows 10","Firefox 119.0","1920x1080","1920x955",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In",4,"Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF93300"
"1",1700756784207,"23/11/2023 16:26:24",1700735184207,-6,"23/11/2023 04:26:24",152734,7,"questionnaire-uu2n",NA,33166960,9820562,NA,"rejected - time limit reached",NA,"655f7bc4df8a36494422cf56","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x713",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In",6,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF64809"
"2",1700756822966,"23/11/2023 16:27:02",1700735222966,-6,"23/11/2023 04:27:02",152734,7,"questionnaire-uu2n",NA,33166960,9820562,NA,"rejected - time limit reached",NA,"655f7bc4df8a36494422cf56","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x713",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In",6,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",38767.037,38750.371,38767.037,38767.037,38750.371,38767.037,1,38767.037,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"MDPRF64809"
"3",1700756822969,"23/11/2023 16:27:02",1700735222969,-6,"23/11/2023 04:27:02",152734,7,"questionnaire-uu2n",NA,33166960,9820562,NA,"rejected - time limit reached",NA,"655f7bc4df8a36494422cf56","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x713",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In",6,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",16533.596,38750.371,38767.037,16533.596,38750.371,38767.037,1,16533.596,22233.441,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"MDPRF64809"
"4",1700756822969,"23/11/2023 16:27:02",1700735222969,-6,"23/11/2023 04:27:02",152734,7,"questionnaire-uu2n",NA,33166960,9820562,NA,"rejected - time limit reached",NA,"655f7bc4df8a36494422cf56","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x713",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In",6,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",31667.321,38750.371,38767.037,31667.321,38750.371,38767.037,1,31667.321,7099.716,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"MDPRF64809"
"5",1700756822969,"23/11/2023 16:27:02",1700735222969,-6,"23/11/2023 04:27:02",152734,7,"questionnaire-uu2n",NA,33166960,9820562,NA,"rejected - time limit reached",NA,"655f7bc4df8a36494422cf56","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x713",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In",6,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",38050.399,38750.371,38767.037,38050.399,38750.371,38767.037,1,38050.399,716.637999999999,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"MDPRF64809"
"6",1700756857710,"23/11/2023 16:27:37",1700735257710,-6,"23/11/2023 04:27:37",152734,7,"questionnaire-uu2n",NA,33166960,9820562,NA,"rejected - time limit reached",NA,"655f7bc4df8a36494422cf56","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x713",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In",6,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",34767.029,34750.363,34767.029,34767.029,34750.363,34767.029,1,34767.029,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"MDPRF64809"
"7",1700756857714,"23/11/2023 16:27:37",1700735257714,-6,"23/11/2023 04:27:37",152734,7,"questionnaire-uu2n",NA,33166960,9820562,NA,"rejected - time limit reached",NA,"655f7bc4df8a36494422cf56","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x713",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In",6,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",14333.598,34750.363,34767.029,14333.598,34750.363,34767.029,1,14333.598,20433.431,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"MDPRF64809"
"8",1700756857714,"23/11/2023 16:27:37",1700735257714,-6,"23/11/2023 04:27:37",152734,7,"questionnaire-uu2n",NA,33166960,9820562,NA,"rejected - time limit reached",NA,"655f7bc4df8a36494422cf56","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x713",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In",6,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",23100.444,34750.363,34767.029,23100.444,34750.363,34767.029,1,23100.444,11666.585,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"MDPRF64809"
"9",1700756857715,"23/11/2023 16:27:37",1700735257715,-6,"23/11/2023 04:27:37",152734,7,"questionnaire-uu2n",NA,33166960,9820562,NA,"rejected - time limit reached",NA,"655f7bc4df8a36494422cf56","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x713",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In",6,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",29583.518,34750.363,34767.029,29583.518,34750.363,34767.029,1,29583.518,5183.511,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"MDPRF64809"
"10",1700756876502,"23/11/2023 16:27:56",1700735276502,-6,"23/11/2023 04:27:56",152734,7,"questionnaire-uu2n",NA,33166960,9820562,NA,"rejected - time limit reached",NA,"655f7bc4df8a36494422cf56","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x713",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In",6,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",18810.1119999046,18800.089,18810.1119999046,18810.1119999046,18800.089,18810.1119999046,1,18810.1119999046,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"MDPRF64809"
"11",1700756876506,"23/11/2023 16:27:56",1700735276506,-6,"23/11/2023 04:27:56",152734,7,"questionnaire-uu2n",NA,33166960,9820562,NA,"rejected - time limit reached",NA,"655f7bc4df8a36494422cf56","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x713",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In",6,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",6466.408,18800.089,18814.3119999523,6466.408,18800.089,18814.3119999523,1,6466.408,12347.9039999523,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"MDPRF64809"
"12",1700756876506,"23/11/2023 16:27:56",1700735276506,-6,"23/11/2023 04:27:56",152734,7,"questionnaire-uu2n",NA,33166960,9820562,NA,"rejected - time limit reached",NA,"655f7bc4df8a36494422cf56","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x713",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In",6,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",13349.971,18800.089,18814.8119999523,13349.971,18800.089,18814.8119999523,1,13349.971,5464.84099995231,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"MDPRF64809"
"13",1700756876506,"23/11/2023 16:27:56",1700735276506,-6,"23/11/2023 04:27:56",152734,7,"questionnaire-uu2n",NA,33166960,9820562,NA,"rejected - time limit reached",NA,"655f7bc4df8a36494422cf56","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x713",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In",6,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",17716.799,18800.089,18815.1119999046,17716.799,18800.089,18815.1119999046,1,17716.799,1098.31299990464,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"MDPRF64809"
"14",1700756876512,"23/11/2023 16:27:56",1700735276512,-6,"23/11/2023 04:27:56",152734,7,"questionnaire-uu2n",NA,33166960,9820562,NA,"rejected - time limit reached",NA,"655f7bc4df8a36494422cf56","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x713",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In",6,"Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF64809"
"1",1700757092474,"23/11/2023 16:31:32",1700757092474,0,"23/11/2023 16:31:32",152734,7,"questionnaire-uu2n",NA,33167134,9820664,NA,"rejected - time limit reached",NA,"655f7d4c53bc8bdaae61f03d","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1920x1080","1280x637",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",5,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF51524"
"2",1700757115456,"23/11/2023 16:31:55",1700757115456,0,"23/11/2023 16:31:55",152734,7,"questionnaire-uu2n",NA,33167134,9820664,NA,"rejected - time limit reached",NA,"655f7d4c53bc8bdaae61f03d","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1920x1080","1280x637",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",5,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",23013.101,22996.624,23013.101,23013.101,22996.624,23013.101,1,23013.101,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"MDPRF51524"
"3",1700757115460,"23/11/2023 16:31:55",1700757115460,0,"23/11/2023 16:31:55",152734,7,"questionnaire-uu2n",NA,33167134,9820664,NA,"rejected - time limit reached",NA,"655f7d4c53bc8bdaae61f03d","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1920x1080","1280x637",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",5,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",12189.374,22996.624,23013.276,12189.374,22996.624,23013.276,1,12189.374,10823.902,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"MDPRF51524"
"4",1700757115470,"23/11/2023 16:31:55",1700757115470,0,"23/11/2023 16:31:55",152734,7,"questionnaire-uu2n",NA,33167134,9820664,NA,"rejected - time limit reached",NA,"655f7d4c53bc8bdaae61f03d","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1920x1080","1280x637",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",5,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",17501.414,22996.624,23013.276,17501.414,22996.624,23013.276,1,17501.414,5511.862,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"MDPRF51524"
"5",1700757115471,"23/11/2023 16:31:55",1700757115471,0,"23/11/2023 16:31:55",152734,7,"questionnaire-uu2n",NA,33167134,9820664,NA,"rejected - time limit reached",NA,"655f7d4c53bc8bdaae61f03d","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1920x1080","1280x637",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",5,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",22280.577,22996.624,23013.276,22280.577,22996.624,23013.276,1,22280.577,732.699,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"MDPRF51524"
"6",1700757133587,"23/11/2023 16:32:13",1700757133587,0,"23/11/2023 16:32:13",152734,7,"questionnaire-uu2n",NA,33167134,9820664,NA,"rejected - time limit reached",NA,"655f7d4c53bc8bdaae61f03d","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1920x1080","1280x637",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",5,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",18147.977,18134.198,18147.977,18147.977,18134.198,18147.977,1,18147.977,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"MDPRF51524"
"7",1700757133592,"23/11/2023 16:32:13",1700757133592,0,"23/11/2023 16:32:13",152734,7,"questionnaire-uu2n",NA,33167134,9820664,NA,"rejected - time limit reached",NA,"655f7d4c53bc8bdaae61f03d","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1920x1080","1280x637",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",5,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",7060.518,18134.198,18150.85,7060.518,18134.198,18150.85,1,7060.518,11090.332,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"MDPRF51524"
"8",1700757133593,"23/11/2023 16:32:13",1700757133593,0,"23/11/2023 16:32:13",152734,7,"questionnaire-uu2n",NA,33167134,9820664,NA,"rejected - time limit reached",NA,"655f7d4c53bc8bdaae61f03d","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1920x1080","1280x637",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",5,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",10624.077,18134.198,18150.85,10624.077,18134.198,18150.85,1,10624.077,7526.773,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"MDPRF51524"
"9",1700757133595,"23/11/2023 16:32:13",1700757133595,0,"23/11/2023 16:32:13",152734,7,"questionnaire-uu2n",NA,33167134,9820664,NA,"rejected - time limit reached",NA,"655f7d4c53bc8bdaae61f03d","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1920x1080","1280x637",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",5,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",17068.46,18134.198,18150.85,17068.46,18134.198,18150.85,1,17068.46,1082.39,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"MDPRF51524"
"10",1700757150364,"23/11/2023 16:32:30",1700757150364,0,"23/11/2023 16:32:30",152734,7,"questionnaire-uu2n",NA,33167134,9820664,NA,"rejected - time limit reached",NA,"655f7d4c53bc8bdaae61f03d","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1920x1080","1280x637",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",5,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",16790.779,16785.382,16790.779,16790.779,16785.382,16790.779,1,16790.779,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"MDPRF51524"
"11",1700757150371,"23/11/2023 16:32:30",1700757150371,0,"23/11/2023 16:32:30",152734,7,"questionnaire-uu2n",NA,33167134,9820664,NA,"rejected - time limit reached",NA,"655f7d4c53bc8bdaae61f03d","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1920x1080","1280x637",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",5,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",7043.846,16785.382,16798.279,7043.846,16785.382,16798.279,1,7043.846,9754.43299999999,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"MDPRF51524"
"12",1700757150375,"23/11/2023 16:32:30",1700757150375,0,"23/11/2023 16:32:30",152734,7,"questionnaire-uu2n",NA,33167134,9820664,NA,"rejected - time limit reached",NA,"655f7d4c53bc8bdaae61f03d","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1920x1080","1280x637",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",5,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","7",10224.423,16785.382,16802.034,10224.423,16785.382,16802.034,1,10224.423,6577.611,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"MDPRF51524"
"13",1700757150377,"23/11/2023 16:32:30",1700757150377,0,"23/11/2023 16:32:30",152734,7,"questionnaire-uu2n",NA,33167134,9820664,NA,"rejected - time limit reached",NA,"655f7d4c53bc8bdaae61f03d","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1920x1080","1280x637",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",5,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",15353.283,16785.382,16802.034,15353.283,16785.382,16802.034,1,15353.283,1448.751,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"MDPRF51524"
"14",1700757150390,"23/11/2023 16:32:30",1700757150390,0,"23/11/2023 16:32:30",152734,7,"questionnaire-uu2n",NA,33167134,9820664,NA,"rejected - time limit reached",NA,"655f7d4c53bc8bdaae61f03d","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1920x1080","1280x637",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",5,"Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF51524"
"1",1700757095553,"23/11/2023 16:31:35",1700757095553,0,"23/11/2023 16:31:35",152734,7,"questionnaire-uu2n",NA,33167137,9820629,NA,"rejected - time limit reached",NA,"655f7d434e594145ce7d6d24","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1280x832","1280x715",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In",5,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF91873"
"2",1700757108959,"23/11/2023 16:31:48",1700757108959,0,"23/11/2023 16:31:48",152734,7,"questionnaire-uu2n",NA,33167137,9820629,NA,"rejected - time limit reached",NA,"655f7d434e594145ce7d6d24","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1280x832","1280x715",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In",5,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",13416.508,13399.842,13416.508,13416.508,13399.842,13416.508,1,13416.508,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"MDPRF91873"
"3",1700757108961,"23/11/2023 16:31:48",1700757108961,0,"23/11/2023 16:31:48",152734,7,"questionnaire-uu2n",NA,33167137,9820629,NA,"rejected - time limit reached",NA,"655f7d434e594145ce7d6d24","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1280x832","1280x715",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In",5,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","0",5183.504,13399.842,13416.508,5183.504,13399.842,13416.508,1,5183.504,8233.004,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"MDPRF91873"
"4",1700757108961,"23/11/2023 16:31:48",1700757108961,0,"23/11/2023 16:31:48",152734,7,"questionnaire-uu2n",NA,33167137,9820629,NA,"rejected - time limit reached",NA,"655f7d434e594145ce7d6d24","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1280x832","1280x715",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In",5,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",8300.046,13399.842,13416.508,8300.046,13399.842,13416.508,1,8300.046,5116.462,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"MDPRF91873"
"5",1700757108962,"23/11/2023 16:31:48",1700757108962,0,"23/11/2023 16:31:48",152734,7,"questionnaire-uu2n",NA,33167137,9820629,NA,"rejected - time limit reached",NA,"655f7d434e594145ce7d6d24","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1280x832","1280x715",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In",5,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",12299.886,13399.842,13416.508,12299.886,13399.842,13416.508,1,12299.886,1116.622,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"MDPRF91873"
"6",1700757119548,"23/11/2023 16:31:59",1700757119548,0,"23/11/2023 16:31:59",152734,7,"questionnaire-uu2n",NA,33167137,9820629,NA,"rejected - time limit reached",NA,"655f7d434e594145ce7d6d24","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1280x832","1280x715",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In",5,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",10617,10600.334,10617,10617,10600.334,10617,1,10617,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"MDPRF91873"
"7",1700757119550,"23/11/2023 16:31:59",1700757119550,0,"23/11/2023 16:31:59",152734,7,"questionnaire-uu2n",NA,33167137,9820629,NA,"rejected - time limit reached",NA,"655f7d434e594145ce7d6d24","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1280x832","1280x715",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In",5,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",1950.301,10600.334,10617,1950.301,10600.334,10617,1,1950.301,8666.699,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"MDPRF91873"
"8",1700757119551,"23/11/2023 16:31:59",1700757119551,0,"23/11/2023 16:31:59",152734,7,"questionnaire-uu2n",NA,33167137,9820629,NA,"rejected - time limit reached",NA,"655f7d434e594145ce7d6d24","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1280x832","1280x715",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In",5,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",4250.209,10600.334,10617,4250.209,10600.334,10617,1,4250.209,6366.791,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"MDPRF91873"
"9",1700757119551,"23/11/2023 16:31:59",1700757119551,0,"23/11/2023 16:31:59",152734,7,"questionnaire-uu2n",NA,33167137,9820629,NA,"rejected - time limit reached",NA,"655f7d434e594145ce7d6d24","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1280x832","1280x715",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In",5,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",8900.023,10600.334,10617,8900.023,10600.334,10617,1,8900.023,1716.977,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"MDPRF91873"
"10",1700757130764,"23/11/2023 16:32:10",1700757130764,0,"23/11/2023 16:32:10",152734,7,"questionnaire-uu2n",NA,33167137,9820629,NA,"rejected - time limit reached",NA,"655f7d434e594145ce7d6d24","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1280x832","1280x715",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In",5,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",11233.242,11216.576,11233.242,11233.242,11216.576,11233.242,1,11233.242,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"MDPRF91873"
