"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.rr6o","Spreadsheet","Spreadsheet.Name","Spreadsheet.Row","Trial.Number","Screen.Number","Screen.Name","Zone.Name","Zone.Type","Reaction.Time","Reaction.Onset","Response.Type","Response","Attempt","Correct","Incorrect","Dishonest","X.Coordinate","Y.Coordinate","Timed.Out","randomise_blocks","randomise_trials","display","animal","ANSWER","Random_ID"
"1",1700758727636,"23/11/2023 16:58:47",1700758725761,0,"23/11/2023 16:58:45",152734,7,"task-9qxs",NA,33168742,9820571,NA,"rejected - time limit reached",NA,"655f7bf4cf8aa35058101177","computer","Desktop or Laptop","Windows 10","Edge 112.0.1722.48","1536x864","1479x746",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKILHAGBFCED",NA,"In",6,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF34905"
"2",1700758751416,"23/11/2023 16:59:11",1700758749586,0,"23/11/2023 16:59:09",152734,7,"task-9qxs",NA,33168742,9820571,NA,"rejected - time limit reached",NA,"655f7bf4cf8aa35058101177","computer","Desktop or Laptop","Windows 10","Edge 112.0.1722.48","1536x864","1462x746",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKILHAGBFCED",NA,"In",6,"Spreadsheet1","Spreadsheet1",2,"",1,"Screen 1","Zone2","response_text_entry",23556.8999977112,NA,"Enter Key","duck",1,1,0,0,NA,NA,NA,NA,1,"task","i_duck.png","duck","MDPRF34905"
"3",1700758760057,"23/11/2023 16:59:20",1700758758248,0,"23/11/2023 16:59:18",152734,7,"task-9qxs",NA,33168742,9820571,NA,"rejected - time limit reached",NA,"655f7bf4cf8aa35058101177","computer","Desktop or Laptop","Windows 10","Edge 112.0.1722.48","1536x864","1462x746",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKILHAGBFCED",NA,"In",6,"Spreadsheet1","Spreadsheet1",6,"",1,"Screen 1","Zone2","response_text_entry",8642.29999923706,NA,"Enter Key","Elephant",1,1,0,0,NA,NA,NA,NA,1,"task","i_elephant.png","elephant","MDPRF34905"
"4",1700758760118,"23/11/2023 16:59:20",1700758758262,0,"23/11/2023 16:59:18",152734,7,"task-9qxs",NA,33168742,9820571,NA,"rejected - time limit reached",NA,"655f7bf4cf8aa35058101177","computer","Desktop or Laptop","Windows 10","Edge 112.0.1722.48","1536x864","1462x746",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKILHAGBFCED",NA,"In",6,"Spreadsheet1","",NA,"END TASK",NA,"","","",32502,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF34905"
"1",1700758829052,"23/11/2023 17:00:29",1700758829011,0,"23/11/2023 17:00:29",152734,7,"task-9qxs",NA,33168796,9820510,NA,"rejected - time limit reached",NA,"655f7a4f2a94cd085a122ad7","computer","Desktop or Laptop","Mac OS 10.15.7","Opera 102.0.0.0","1280x800","1226x685",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF16028"
"2",1700758858875,"23/11/2023 17:00:58",1700758858867,0,"23/11/2023 17:00:58",152734,7,"task-9qxs",NA,33168796,9820510,NA,"rejected - time limit reached",NA,"655f7a4f2a94cd085a122ad7","computer","Desktop or Laptop","Mac OS 10.15.7","Opera 102.0.0.0","1280x800","1226x685",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",29663.1999999881,NA,"Enter Key","snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF16028"
"3",1700758865143,"23/11/2023 17:01:05",1700758865116,0,"23/11/2023 17:01:05",152734,7,"task-9qxs",NA,33168796,9820510,NA,"rejected - time limit reached",NA,"655f7a4f2a94cd085a122ad7","computer","Desktop or Laptop","Mac OS 10.15.7","Opera 102.0.0.0","1280x800","1226x685",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1","Spreadsheet1",3,"",1,"Screen 1","Zone2","response_text_entry",6240.09999999404,NA,"Enter Key","cat",1,1,0,0,NA,NA,NA,NA,1,"task","i_cat.png","cat","MDPRF16028"
"4",1700758865218,"23/11/2023 17:01:05",1700758865119,0,"23/11/2023 17:01:05",152734,7,"task-9qxs",NA,33168796,9820510,NA,"rejected - time limit reached",NA,"655f7a4f2a94cd085a122ad7","computer","Desktop or Laptop","Mac OS 10.15.7","Opera 102.0.0.0","1280x800","1226x685",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1","",NA,"END TASK",NA,"","","",36108,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF16028"
"1",1700758961848,"23/11/2023 17:02:41",1700758961779,0,"23/11/2023 17:02:41",152734,7,"task-9qxs",NA,33168877,9820915,NA,"rejected - time limit reached",NA,"655f821c784084737cfa47f6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1920x1200","1821x983",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","CDBEAFLGKHJI",NA,"In",2,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF71871"
"2",1700758979647,"23/11/2023 17:02:59",1700758979618,0,"23/11/2023 17:02:59",152734,7,"task-9qxs",NA,33168877,9820915,NA,"rejected - time limit reached",NA,"655f821c784084737cfa47f6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1920x1200","1821x983",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","CDBEAFLGKHJI",NA,"In",2,"Spreadsheet1","Spreadsheet1",2,"",1,"Screen 1","Zone2","response_text_entry",17544.5,NA,"Enter Key","Duck",1,1,0,0,NA,NA,NA,NA,1,"task","i_duck.png","duck","MDPRF71871"
"3",1700758982719,"23/11/2023 17:03:02",1700758982695,0,"23/11/2023 17:03:02",152734,7,"task-9qxs",NA,33168877,9820915,NA,"rejected - time limit reached",NA,"655f821c784084737cfa47f6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1920x1200","1821x983",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","CDBEAFLGKHJI",NA,"In",2,"Spreadsheet1","Spreadsheet1",3,"",1,"Screen 1","Zone2","response_text_entry",3068.39999999851,NA,"Enter Key","Cat",1,1,0,0,NA,NA,NA,NA,1,"task","i_cat.png","cat","MDPRF71871"
"4",1700758982789,"23/11/2023 17:03:02",1700758982698,0,"23/11/2023 17:03:02",152734,7,"task-9qxs",NA,33168877,9820915,NA,"rejected - time limit reached",NA,"655f821c784084737cfa47f6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1920x1200","1821x983",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","CDBEAFLGKHJI",NA,"In",2,"Spreadsheet1","",NA,"END TASK",NA,"","","",20919,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF71871"
"1",1700759894689,"23/11/2023 17:18:14",1700759892709,0,"23/11/2023 17:18:12",152734,7,"task-9qxs",NA,33169408,9820756,NA,"rejected - time limit reached",NA,"655f7f89b910b6df06f3c02c","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1920x1080","1912x924",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","EFDGCHBIAJLK",NA,"In",4,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF30579"
"2",1700759900587,"23/11/2023 17:18:20",1700759898666,0,"23/11/2023 17:18:18",152734,7,"task-9qxs",NA,33169408,9820756,NA,"rejected - time limit reached",NA,"655f7f89b910b6df06f3c02c","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1920x1080","1912x924",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","EFDGCHBIAJLK",NA,"In",4,"Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",5810.69999999925,NA,"Enter Key","snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF30579"
"3",1700759902199,"23/11/2023 17:18:22",1700759900267,0,"23/11/2023 17:18:20",152734,7,"task-9qxs",NA,33169408,9820756,NA,"rejected - time limit reached",NA,"655f7f89b910b6df06f3c02c","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1920x1080","1912x924",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","EFDGCHBIAJLK",NA,"In",4,"Spreadsheet1","Spreadsheet1",3,"",1,"Screen 1","Zone2","response_text_entry",1598.80000000075,NA,"Enter Key","cat",1,1,0,0,NA,NA,NA,NA,1,"task","i_cat.png","cat","MDPRF30579"
"4",1700759902266,"23/11/2023 17:18:22",1700759900270,0,"23/11/2023 17:18:20",152734,7,"task-9qxs",NA,33169408,9820756,NA,"rejected - time limit reached",NA,"655f7f89b910b6df06f3c02c","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1920x1080","1912x924",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","EFDGCHBIAJLK",NA,"In",4,"Spreadsheet1","",NA,"END TASK",NA,"","","",7561,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF30579"
"1",1700759908802,"23/11/2023 17:18:28",1700759908711,0,"23/11/2023 17:18:28",152734,7,"task-9qxs",NA,33169416,9820987,NA,"rejected - time limit reached",NA,"655f83664c219c2e7e656e36","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x815",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHLIKJ",NA,"In",1,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF77780"
"2",1700759918995,"23/11/2023 17:18:38",1700759918922,0,"23/11/2023 17:18:38",152734,7,"task-9qxs",NA,33169416,9820987,NA,"rejected - time limit reached",NA,"655f83664c219c2e7e656e36","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x815",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHLIKJ",NA,"In",1,"Spreadsheet1","Spreadsheet1",3,"",1,"Screen 1","Zone2","response_text_entry",9925.19999998808,NA,"Enter Key","cat",1,1,0,0,NA,NA,NA,NA,1,"task","i_cat.png","cat","MDPRF77780"
"3",1700759921865,"23/11/2023 17:18:41",1700759921788,0,"23/11/2023 17:18:41",152734,7,"task-9qxs",NA,33169416,9820987,NA,"rejected - time limit reached",NA,"655f83664c219c2e7e656e36","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x815",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHLIKJ",NA,"In",1,"Spreadsheet1","Spreadsheet1",7,"",1,"Screen 1","Zone2","response_text_entry",2856.70000000298,NA,"Enter Key","sheep",1,1,0,0,NA,NA,NA,NA,1,"task","i_sheep.png","sheep","MDPRF77780"
"4",1700759921927,"23/11/2023 17:18:41",1700759921791,0,"23/11/2023 17:18:41",152734,7,"task-9qxs",NA,33169416,9820987,NA,"rejected - time limit reached",NA,"655f83664c219c2e7e656e36","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x815",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHLIKJ",NA,"In",1,"Spreadsheet1","",NA,"END TASK",NA,"","","",13080,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF77780"
"1",1700765002693,"23/11/2023 18:43:22",1700765004109,0,"23/11/2023 18:43:24",152734,7,"task-9qxs",NA,33171808,9821731,NA,"rejected - time limit reached",NA,"655f996826dab97e2e5df13e","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x739",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","FGEHDICJBKAL",NA,"In",5,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF60784"
"2",1700765011794,"23/11/2023 18:43:31",1700765013187,0,"23/11/2023 18:43:33",152734,7,"task-9qxs",NA,33171808,9821731,NA,"rejected - time limit reached",NA,"655f996826dab97e2e5df13e","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x739",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","FGEHDICJBKAL",NA,"In",5,"Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",8913.90000000596,NA,"Enter Key","snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF60784"
"3",1700765013803,"23/11/2023 18:43:33",1700765015249,0,"23/11/2023 18:43:35",152734,7,"task-9qxs",NA,33171808,9821731,NA,"rejected - time limit reached",NA,"655f996826dab97e2e5df13e","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x739",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","FGEHDICJBKAL",NA,"In",5,"Spreadsheet1","Spreadsheet1",2,"",1,"Screen 1","Zone2","response_text_entry",2055.59999999404,NA,"Enter Key","duck",1,1,0,0,NA,NA,NA,NA,1,"task","i_duck.png","duck","MDPRF60784"
"4",1700765013859,"23/11/2023 18:43:33",1700765015252,0,"23/11/2023 18:43:35",152734,7,"task-9qxs",NA,33171808,9821731,NA,"rejected - time limit reached",NA,"655f996826dab97e2e5df13e","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x739",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","FGEHDICJBKAL",NA,"In",5,"Spreadsheet1","",NA,"END TASK",NA,"","","",11143,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF60784"
"1",1700769128186,"23/11/2023 19:52:08",1700769127258,-5,"23/11/2023 14:52:07",152734,7,"task-9qxs",NA,33173782,9822108,NA,"rejected - time limit reached",NA,"655fa4a184706961654d5d6a","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1475x830","1341x612",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCLBA",NA,"In",3,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF81357"
"2",1700769143969,"23/11/2023 19:52:23",1700769143103,-5,"23/11/2023 14:52:23",152734,7,"task-9qxs",NA,33173782,9822108,NA,"rejected - time limit reached",NA,"655fa4a184706961654d5d6a","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1475x830","1341x612",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCLBA",NA,"In",3,"Spreadsheet1","Spreadsheet1",2,"",1,"Screen 1","Zone2","response_text_entry",15248.3999999762,NA,"Enter Key","duck",1,1,0,0,NA,NA,NA,NA,1,"task","i_duck.png","duck","MDPRF81357"
"3",1700769146761,"23/11/2023 19:52:26",1700769145877,-5,"23/11/2023 14:52:25",152734,7,"task-9qxs",NA,33173782,9822108,NA,"rejected - time limit reached",NA,"655fa4a184706961654d5d6a","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1475x830","1341x612",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCLBA",NA,"In",3,"Spreadsheet1","Spreadsheet1",7,"",1,"Screen 1","Zone2","response_text_entry",2764,NA,"Enter Key","sheep",1,1,0,0,NA,NA,NA,NA,1,"task","i_sheep.png","sheep","MDPRF81357"
"4",1700769146867,"23/11/2023 19:52:26",1700769145880,-5,"23/11/2023 14:52:25",152734,7,"task-9qxs",NA,33173782,9822108,NA,"rejected - time limit reached",NA,"655fa4a184706961654d5d6a","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1475x830","1341x612",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCLBA",NA,"In",3,"Spreadsheet1","",NA,"END TASK",NA,"","","",18622,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF81357"
