"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"13",1701951816267,"07/12/2023 12:23:36",1701951816267,0,"07/12/2023 12:23:36",152734,16,"questionnaire-uu2n",NA,33514747,9922687,NA,"complete",NA,"6571b6759ff002b50521cc3b","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1285x605","1280x605",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",12689,15470,15486,12689,15470,15486,1,12689,2797,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"MDPRF73934"
"14",1701951816270,"07/12/2023 12:23:36",1701951816270,0,"07/12/2023 12:23:36",152734,16,"questionnaire-uu2n",NA,33514747,9922687,NA,"complete",NA,"6571b6759ff002b50521cc3b","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1285x605","1280x605",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF73934"
"1",1701951781997,"07/12/2023 12:23:01",1701951781997,0,"07/12/2023 12:23:01",152734,16,"questionnaire-uu2n",NA,33514765,9922727,NA,"complete",NA,"6571b8c68b25e8ab178d995f","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x783",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJLK",NA,"In","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF44703"
"2",1701951807186,"07/12/2023 12:23:27",1701951807186,0,"07/12/2023 12:23:27",152734,16,"questionnaire-uu2n",NA,33514765,9922727,NA,"complete",NA,"6571b8c68b25e8ab178d995f","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x783",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJLK",NA,"In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",25216.3729996185,25199.767,25216.3729996185,25216.3729996185,25199.767,25216.3729996185,1,25216.3729996185,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"MDPRF44703"
"3",1701951807189,"07/12/2023 12:23:27",1701951807189,0,"07/12/2023 12:23:27",152734,16,"questionnaire-uu2n",NA,33514765,9922727,NA,"complete",NA,"6571b8c68b25e8ab178d995f","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x783",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJLK",NA,"In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",10576.301,25199.767,25216.422,10576.301,25199.767,25216.422,1,10576.301,14640.121,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"MDPRF44703"
"4",1701951807189,"07/12/2023 12:23:27",1701951807189,0,"07/12/2023 12:23:27",152734,16,"questionnaire-uu2n",NA,33514765,9922727,NA,"complete",NA,"6571b8c68b25e8ab178d995f","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x783",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJLK",NA,"In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",17754.606,25199.767,25216.422,17754.606,25199.767,25216.422,1,17754.606,7461.816,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"MDPRF44703"
"5",1701951807190,"07/12/2023 12:23:27",1701951807190,0,"07/12/2023 12:23:27",152734,16,"questionnaire-uu2n",NA,33514765,9922727,NA,"complete",NA,"6571b8c68b25e8ab178d995f","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x783",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJLK",NA,"In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","0",24400.327,25199.767,25216.422,24400.327,25199.767,25216.422,1,24400.327,816.095000000005,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"MDPRF44703"
"6",1701951823778,"07/12/2023 12:23:43",1701951823778,0,"07/12/2023 12:23:43",152734,16,"questionnaire-uu2n",NA,33514765,9922727,NA,"complete",NA,"6571b8c68b25e8ab178d995f","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x783",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJLK",NA,"In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",16605.788,16589.133,16605.788,16605.788,16589.133,16605.788,1,16605.788,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"MDPRF44703"
"7",1701951823784,"07/12/2023 12:23:43",1701951823784,0,"07/12/2023 12:23:43",152734,16,"questionnaire-uu2n",NA,33514765,9922727,NA,"complete",NA,"6571b8c68b25e8ab178d995f","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x783",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJLK",NA,"In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",5096.807,16589.133,16605.788,5096.807,16589.133,16605.788,1,5096.807,11508.981,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"MDPRF44703"
"8",1701951823785,"07/12/2023 12:23:43",1701951823785,0,"07/12/2023 12:23:43",152734,16,"questionnaire-uu2n",NA,33514765,9922727,NA,"complete",NA,"6571b8c68b25e8ab178d995f","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x783",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJLK",NA,"In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",10309.822,16589.133,16605.788,10309.822,16589.133,16605.788,1,10309.822,6295.96600000001,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"MDPRF44703"
"9",1701951823785,"07/12/2023 12:23:43",1701951823785,0,"07/12/2023 12:23:43",152734,16,"questionnaire-uu2n",NA,33514765,9922727,NA,"complete",NA,"6571b8c68b25e8ab178d995f","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x783",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJLK",NA,"In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",15756.383,16589.133,16605.788,15756.383,16589.133,16605.788,1,15756.383,849.405000000006,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"MDPRF44703"
"10",1701951840420,"07/12/2023 12:24:00",1701951840420,0,"07/12/2023 12:24:00",152734,16,"questionnaire-uu2n",NA,33514765,9922727,NA,"complete",NA,"6571b8c68b25e8ab178d995f","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x783",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJLK",NA,"In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",16663.6730003815,16655.752,16663.6730003815,16663.6730003815,16655.752,16663.6730003815,1,16663.6730003815,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"MDPRF44703"
"11",1701951840425,"07/12/2023 12:24:00",1701951840425,0,"07/12/2023 12:24:00",152734,16,"questionnaire-uu2n",NA,33514765,9922727,NA,"complete",NA,"6571b8c68b25e8ab178d995f","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x783",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJLK",NA,"In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",8694.286,16655.752,16669.3730011444,8694.286,16655.752,16669.3730011444,1,8694.286,7975.08700114441,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"MDPRF44703"
"12",1701951840427,"07/12/2023 12:24:00",1701951840427,0,"07/12/2023 12:24:00",152734,16,"questionnaire-uu2n",NA,33514765,9922727,NA,"complete",NA,"6571b8c68b25e8ab178d995f","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x783",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJLK",NA,"In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",12275.111,16655.752,16670.4729996185,12275.111,16655.752,16670.4729996185,1,12275.111,4395.36199961853,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"MDPRF44703"
"13",1701951840427,"07/12/2023 12:24:00",1701951840427,0,"07/12/2023 12:24:00",152734,16,"questionnaire-uu2n",NA,33514765,9922727,NA,"complete",NA,"6571b8c68b25e8ab178d995f","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x783",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJLK",NA,"In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",15939.211,16655.752,16671.4729996185,15939.211,16655.752,16671.4729996185,1,15939.211,732.261999618531,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"MDPRF44703"
"14",1701951840435,"07/12/2023 12:24:00",1701951840435,0,"07/12/2023 12:24:00",152734,16,"questionnaire-uu2n",NA,33514765,9922727,NA,"complete",NA,"6571b8c68b25e8ab178d995f","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x783",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJLK",NA,"In","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF44703"
"1",1701951836793,"07/12/2023 12:23:56",1701951836793,0,"07/12/2023 12:23:56",152734,16,"questionnaire-uu2n",NA,33514804,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","898x385",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF46587"
"2",1701951868755,"07/12/2023 12:24:28",1701951868755,0,"07/12/2023 12:24:28",152734,16,"questionnaire-uu2n",NA,33514804,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",31972.054000006,31957.256,31972.054000006,31972.054000006,31957.256,31972.054000006,1,31972.054000006,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"MDPRF46587"
"3",1701951868758,"07/12/2023 12:24:28",1701951868758,0,"07/12/2023 12:24:28",152734,16,"questionnaire-uu2n",NA,33514804,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",19577.523,31957.256,31974.004,19577.523,31957.256,31974.004,1,19577.523,12396.481,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"MDPRF46587"
"4",1701951868758,"07/12/2023 12:24:28",1701951868758,0,"07/12/2023 12:24:28",152734,16,"questionnaire-uu2n",NA,33514804,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",28574.832,31957.256,31974.004,28574.832,31957.256,31974.004,1,28574.832,3399.172,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"MDPRF46587"
"5",1701951868758,"07/12/2023 12:24:28",1701951868758,0,"07/12/2023 12:24:28",152734,16,"questionnaire-uu2n",NA,33514804,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",31207.38,31957.256,31974.004,31207.38,31957.256,31974.004,1,31207.38,766.624,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"MDPRF46587"
"6",1701951949519,"07/12/2023 12:25:49",1701951949519,0,"07/12/2023 12:25:49",152734,16,"questionnaire-uu2n",NA,33514804,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",80778.798000006,80776.219,80778.798000006,80778.798000006,80776.219,80778.798000006,1,80778.798000006,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"MDPRF46587"
"7",1701951949523,"07/12/2023 12:25:49",1701951949523,0,"07/12/2023 12:25:49",152734,16,"questionnaire-uu2n",NA,33514804,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",5564.904,80776.219,80782.997999994,5564.904,80776.219,80782.997999994,1,5564.904,75218.093999994,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"MDPRF46587"
"8",1701951949523,"07/12/2023 12:25:49",1701951949523,0,"07/12/2023 12:25:49",152734,16,"questionnaire-uu2n",NA,33514804,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","3",8264.279,80776.219,80783.398,8264.279,80776.219,80783.398,1,8264.279,72519.119,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"MDPRF46587"
"9",1701951949524,"07/12/2023 12:25:49",1701951949524,0,"07/12/2023 12:25:49",152734,16,"questionnaire-uu2n",NA,33514804,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","3",78360.187,80776.219,80783.997999994,78360.187,80776.219,80783.997999994,1,78360.187,2423.81099999404,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"MDPRF46587"
"10",1701951967135,"07/12/2023 12:26:07",1701951967135,0,"07/12/2023 12:26:07",152734,16,"questionnaire-uu2n",NA,33514804,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",17618.3790000179,17611.51,17618.3790000179,17618.3790000179,17611.51,17618.3790000179,1,17618.3790000179,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"MDPRF46587"
"11",1701951967139,"07/12/2023 12:26:07",1701951967139,0,"07/12/2023 12:26:07",152734,16,"questionnaire-uu2n",NA,33514804,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",7264.545,17611.51,17622.4790000119,7264.545,17611.51,17622.4790000119,1,7264.545,10357.9340000119,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"MDPRF46587"
"12",1701951967139,"07/12/2023 12:26:07",1701951967139,0,"07/12/2023 12:26:07",152734,16,"questionnaire-uu2n",NA,33514804,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",11379.972,17611.51,17623.079000006,11379.972,17611.51,17623.079000006,1,11379.972,6243.10700000596,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"MDPRF46587"
"13",1701951967140,"07/12/2023 12:26:07",1701951967140,0,"07/12/2023 12:26:07",152734,16,"questionnaire-uu2n",NA,33514804,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",13162.835,17611.51,17623.679,13162.835,17611.51,17623.679,1,13162.835,4460.844,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"MDPRF46587"
"14",1701951967144,"07/12/2023 12:26:07",1701951967144,0,"07/12/2023 12:26:07",152734,16,"questionnaire-uu2n",NA,33514804,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF46587"
"1",1701952017163,"07/12/2023 12:26:57",1701952017163,0,"07/12/2023 12:26:57",152734,16,"questionnaire-uu2n",NA,33514957,9922775,NA,"complete",NA,"6571b84619b0d83fd5d24760","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","2560x1440","2560x1313",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF65573"
"2",1701952042905,"07/12/2023 12:27:22",1701952042905,0,"07/12/2023 12:27:22",152734,16,"questionnaire-uu2n",NA,33514957,9922775,NA,"complete",NA,"6571b84619b0d83fd5d24760","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","2560x1440","2560x1313",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",25742.7999999046,25738.2,25742.7999999046,25742.7999999046,25738.2,25742.7999999046,1,25742.7999999046,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"MDPRF65573"
"3",1701952042906,"07/12/2023 12:27:22",1701952042906,0,"07/12/2023 12:27:22",152734,16,"questionnaire-uu2n",NA,33514957,9922775,NA,"complete",NA,"6571b84619b0d83fd5d24760","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","2560x1440","2560x1313",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",13623.6,25738.2,25744.2,13623.6,25738.2,25744.2,1,13623.6,12120.6,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"MDPRF65573"
"4",1701952042906,"07/12/2023 12:27:22",1701952042906,0,"07/12/2023 12:27:22",152734,16,"questionnaire-uu2n",NA,33514957,9922775,NA,"complete",NA,"6571b84619b0d83fd5d24760","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","2560x1440","2560x1313",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",17084.2,25738.2,25744.2,17084.2,25738.2,25744.2,1,17084.2,8660,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"MDPRF65573"
"5",1701952042907,"07/12/2023 12:27:22",1701952042907,0,"07/12/2023 12:27:22",152734,16,"questionnaire-uu2n",NA,33514957,9922775,NA,"complete",NA,"6571b84619b0d83fd5d24760","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","2560x1440","2560x1313",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",24926.2,25738.2,25744.2,24926.2,25738.2,25744.2,1,24926.2,818,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"MDPRF65573"
"6",1701952065770,"07/12/2023 12:27:45",1701952065770,0,"07/12/2023 12:27:45",152734,16,"questionnaire-uu2n",NA,33514957,9922775,NA,"complete",NA,"6571b84619b0d83fd5d24760","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","2560x1440","2560x1313",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",22870.4000000954,22865.7,22870.4000000954,22870.4000000954,22865.7,22870.4000000954,1,22870.4000000954,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"MDPRF65573"
"7",1701952065772,"07/12/2023 12:27:45",1701952065772,0,"07/12/2023 12:27:45",152734,16,"questionnaire-uu2n",NA,33514957,9922775,NA,"complete",NA,"6571b84619b0d83fd5d24760","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","2560x1440","2560x1313",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",8684.5,22865.7,22871.8,8684.5,22865.7,22871.8,1,8684.5,14187.3,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"MDPRF65573"
"8",1701952065772,"07/12/2023 12:27:45",1701952065772,0,"07/12/2023 12:27:45",152734,16,"questionnaire-uu2n",NA,33514957,9922775,NA,"complete",NA,"6571b84619b0d83fd5d24760","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","2560x1440","2560x1313",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",13211.6,22865.7,22871.8,13211.6,22865.7,22871.8,1,13211.6,9660.2,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"MDPRF65573"
"9",1701952065772,"07/12/2023 12:27:45",1701952065772,0,"07/12/2023 12:27:45",152734,16,"questionnaire-uu2n",NA,33514957,9922775,NA,"complete",NA,"6571b84619b0d83fd5d24760","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","2560x1440","2560x1313",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",22302.2,22865.7,22871.8,22302.2,22865.7,22871.8,1,22302.2,569.599999999999,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"MDPRF65573"
"10",1701952082083,"07/12/2023 12:28:02",1701952082083,0,"07/12/2023 12:28:02",152734,16,"questionnaire-uu2n",NA,33514957,9922775,NA,"complete",NA,"6571b84619b0d83fd5d24760","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","2560x1440","2560x1313",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",16317.8,16314.5,16317.8,16317.8,16314.5,16317.8,1,16317.8,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"MDPRF65573"
"11",1701952082085,"07/12/2023 12:28:02",1701952082085,0,"07/12/2023 12:28:02",152734,16,"questionnaire-uu2n",NA,33514957,9922775,NA,"complete",NA,"6571b84619b0d83fd5d24760","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","2560x1440","2560x1313",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",7969.4,16314.5,16319.5000000477,7969.4,16314.5,16319.5000000477,1,7969.4,8350.10000004769,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"MDPRF65573"
"12",1701952082085,"07/12/2023 12:28:02",1701952082085,0,"07/12/2023 12:28:02",152734,16,"questionnaire-uu2n",NA,33514957,9922775,NA,"complete",NA,"6571b84619b0d83fd5d24760","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","2560x1440","2560x1313",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",10811.7,16314.5,16319.8999999046,10811.7,16314.5,16319.8999999046,1,10811.7,5508.19999990463,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"MDPRF65573"
"13",1701952082085,"07/12/2023 12:28:02",1701952082085,0,"07/12/2023 12:28:02",152734,16,"questionnaire-uu2n",NA,33514957,9922775,NA,"complete",NA,"6571b84619b0d83fd5d24760","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","2560x1440","2560x1313",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",15799.3,16314.5,16320.2000000954,15799.3,16314.5,16320.2000000954,1,15799.3,520.900000095367,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"MDPRF65573"
