"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"14",1701952082089,"07/12/2023 12:28:02",1701952082089,0,"07/12/2023 12:28:02",152734,16,"questionnaire-uu2n",NA,33514957,9922775,NA,"complete",NA,"6571b84619b0d83fd5d24760","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","2560x1440","2560x1313",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF65573"
"1",1701952543466,"07/12/2023 12:35:43",1701952543466,0,"07/12/2023 12:35:43",152734,16,"questionnaire-uu2n",NA,33515291,9922813,NA,"complete",NA,"6571bae8b39543f9d04ef958","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1366x768","1366x644",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCLBA",NA,"In","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF72836"
"2",1701952617391,"07/12/2023 12:36:57",1701952617391,0,"07/12/2023 12:36:57",152734,16,"questionnaire-uu2n",NA,33515291,9922813,NA,"complete",NA,"6571bae8b39543f9d04ef958","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1366x768","1366x644",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCLBA",NA,"In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",73927.673,73911.023,73927.673,73927.673,73911.023,73927.673,1,73927.673,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"MDPRF72836"
"3",1701952617404,"07/12/2023 12:36:57",1701952617404,0,"07/12/2023 12:36:57",152734,16,"questionnaire-uu2n",NA,33515291,9922813,NA,"complete",NA,"6571bae8b39543f9d04ef958","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1366x768","1366x644",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCLBA",NA,"In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","8",44223.389,73911.023,73927.673,44223.389,73911.023,73927.673,1,44223.389,29704.284,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"MDPRF72836"
"4",1701952617406,"07/12/2023 12:36:57",1701952617406,0,"07/12/2023 12:36:57",152734,16,"questionnaire-uu2n",NA,33515291,9922813,NA,"complete",NA,"6571bae8b39543f9d04ef958","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1366x768","1366x644",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCLBA",NA,"In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",63854.124,73911.023,73927.673,63854.124,73911.023,73927.673,1,63854.124,10073.549,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"MDPRF72836"
"5",1701952617407,"07/12/2023 12:36:57",1701952617407,0,"07/12/2023 12:36:57",152734,16,"questionnaire-uu2n",NA,33515291,9922813,NA,"complete",NA,"6571bae8b39543f9d04ef958","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1366x768","1366x644",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCLBA",NA,"In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",70081.426,73911.023,73927.673,70081.426,73911.023,73927.673,1,70081.426,3846.24699999999,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"MDPRF72836"
"6",1701952645719,"07/12/2023 12:37:25",1701952645719,0,"07/12/2023 12:37:25",152734,16,"questionnaire-uu2n",NA,33515291,9922813,NA,"complete",NA,"6571bae8b39543f9d04ef958","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1366x768","1366x644",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCLBA",NA,"In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",28372.23,28355.58,28372.23,28372.23,28355.58,28372.23,1,28372.23,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"MDPRF72836"
"7",1701952645734,"07/12/2023 12:37:25",1701952645734,0,"07/12/2023 12:37:25",152734,16,"questionnaire-uu2n",NA,33515291,9922813,NA,"complete",NA,"6571bae8b39543f9d04ef958","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1366x768","1366x644",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCLBA",NA,"In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",8758.096,28355.58,28372.23,8758.096,28355.58,28372.23,1,8758.096,19614.134,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"MDPRF72836"
"8",1701952645736,"07/12/2023 12:37:25",1701952645736,0,"07/12/2023 12:37:25",152734,16,"questionnaire-uu2n",NA,33515291,9922813,NA,"complete",NA,"6571bae8b39543f9d04ef958","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1366x768","1366x644",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCLBA",NA,"In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",21179.281,28355.58,28372.23,21179.281,28355.58,28372.23,1,21179.281,7192.94900000001,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"MDPRF72836"
"9",1701952645738,"07/12/2023 12:37:25",1701952645738,0,"07/12/2023 12:37:25",152734,16,"questionnaire-uu2n",NA,33515291,9922813,NA,"complete",NA,"6571bae8b39543f9d04ef958","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1366x768","1366x644",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCLBA",NA,"In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",27439.82,28355.58,28372.23,27439.82,28355.58,28372.23,1,27439.82,932.410000000004,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"MDPRF72836"
"10",1701952683891,"07/12/2023 12:38:03",1701952683891,0,"07/12/2023 12:38:03",152734,16,"questionnaire-uu2n",NA,33515291,9922813,NA,"complete",NA,"6571bae8b39543f9d04ef958","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1366x768","1366x644",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCLBA",NA,"In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",38191.6640000001,38179.32,38191.6640000001,38191.6640000001,38179.32,38191.6640000001,1,38191.6640000001,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"MDPRF72836"
"11",1701952683909,"07/12/2023 12:38:03",1701952683909,0,"07/12/2023 12:38:03",152734,16,"questionnaire-uu2n",NA,33515291,9922813,NA,"complete",NA,"6571bae8b39543f9d04ef958","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1366x768","1366x644",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCLBA",NA,"In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",24093.092,38179.32,38195.97,24093.092,38179.32,38195.97,1,24093.092,14102.878,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"MDPRF72836"
"12",1701952683912,"07/12/2023 12:38:03",1701952683912,0,"07/12/2023 12:38:03",152734,16,"questionnaire-uu2n",NA,33515291,9922813,NA,"complete",NA,"6571bae8b39543f9d04ef958","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1366x768","1366x644",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCLBA",NA,"In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",31036.3,38179.32,38195.97,31036.3,38179.32,38195.97,1,31036.3,7159.66999999998,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"MDPRF72836"
"13",1701952683914,"07/12/2023 12:38:03",1701952683914,0,"07/12/2023 12:38:03",152734,16,"questionnaire-uu2n",NA,33515291,9922813,NA,"complete",NA,"6571bae8b39543f9d04ef958","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1366x768","1366x644",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCLBA",NA,"In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",36680.767,38179.32,38195.97,36680.767,38179.32,38195.97,1,36680.767,1515.20299999998,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"MDPRF72836"
"14",1701952683922,"07/12/2023 12:38:03",1701952683922,0,"07/12/2023 12:38:03",152734,16,"questionnaire-uu2n",NA,33515291,9922813,NA,"complete",NA,"6571bae8b39543f9d04ef958","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1366x768","1366x644",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCLBA",NA,"In","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF72836"
"1",1701953121494,"07/12/2023 12:45:21",1701953121494,0,"07/12/2023 12:45:21",152734,16,"questionnaire-uu2n",NA,33515784,9922862,NA,"complete",NA,"6571bc5b6be4a1b0f2c49204","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1366x768","1366x649",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF30660"
"2",1701953147445,"07/12/2023 12:45:47",1701953147445,0,"07/12/2023 12:45:47",152734,16,"questionnaire-uu2n",NA,33515784,9922862,NA,"complete",NA,"6571bc5b6be4a1b0f2c49204","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1366x768","1366x649",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",25970.881,25954.231,25970.881,25970.881,25954.231,25970.881,1,25970.881,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"MDPRF30660"
"3",1701953147457,"07/12/2023 12:45:47",1701953147457,0,"07/12/2023 12:45:47",152734,16,"questionnaire-uu2n",NA,33515784,9922862,NA,"complete",NA,"6571bc5b6be4a1b0f2c49204","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1366x768","1366x649",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",7196.541,25954.231,25970.881,7196.541,25954.231,25970.881,1,7196.541,18774.34,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"MDPRF30660"
"4",1701953147459,"07/12/2023 12:45:47",1701953147459,0,"07/12/2023 12:45:47",152734,16,"questionnaire-uu2n",NA,33515784,9922862,NA,"complete",NA,"6571bc5b6be4a1b0f2c49204","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1366x768","1366x649",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","3",21889.387,25954.231,25970.881,21889.387,25954.231,25970.881,1,21889.387,4081.494,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"MDPRF30660"
"5",1701953147462,"07/12/2023 12:45:47",1701953147462,0,"07/12/2023 12:45:47",152734,16,"questionnaire-uu2n",NA,33515784,9922862,NA,"complete",NA,"6571bc5b6be4a1b0f2c49204","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1366x768","1366x649",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",24788.146,25954.231,25970.881,24788.146,25954.231,25970.881,1,24788.146,1182.735,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"MDPRF30660"
"6",1701953163760,"07/12/2023 12:46:03",1701953163760,0,"07/12/2023 12:46:03",152734,16,"questionnaire-uu2n",NA,33515784,9922862,NA,"complete",NA,"6571bc5b6be4a1b0f2c49204","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1366x768","1366x649",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",16358.2170000015,16342.302,16358.2170000015,16358.2170000015,16342.302,16358.2170000015,1,16358.2170000015,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"MDPRF30660"
"7",1701953163774,"07/12/2023 12:46:03",1701953163774,0,"07/12/2023 12:46:03",152734,16,"questionnaire-uu2n",NA,33515784,9922862,NA,"complete",NA,"6571bc5b6be4a1b0f2c49204","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1366x768","1366x649",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","3",6613.383,16342.302,16358.952,6613.383,16342.302,16358.952,1,6613.383,9745.56899999999,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"MDPRF30660"
"8",1701953163777,"07/12/2023 12:46:03",1701953163777,0,"07/12/2023 12:46:03",152734,16,"questionnaire-uu2n",NA,33515784,9922862,NA,"complete",NA,"6571bc5b6be4a1b0f2c49204","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1366x768","1366x649",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",10361.764,16342.302,16358.952,10361.764,16342.302,16358.952,1,10361.764,5997.188,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"MDPRF30660"
"9",1701953163779,"07/12/2023 12:46:03",1701953163779,0,"07/12/2023 12:46:03",152734,16,"questionnaire-uu2n",NA,33515784,9922862,NA,"complete",NA,"6571bc5b6be4a1b0f2c49204","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1366x768","1366x649",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",14909.609,16342.302,16358.952,14909.609,16342.302,16358.952,1,14909.609,1449.34299999999,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"MDPRF30660"
"10",1701953176283,"07/12/2023 12:46:16",1701953176283,0,"07/12/2023 12:46:16",152734,16,"questionnaire-uu2n",NA,33515784,9922862,NA,"complete",NA,"6571bc5b6be4a1b0f2c49204","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1366x768","1366x649",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",12540.9150000015,12527.356,12540.9150000015,12540.9150000015,12527.356,12540.9150000015,1,12540.9150000015,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"MDPRF30660"
"11",1701953176298,"07/12/2023 12:46:16",1701953176298,0,"07/12/2023 12:46:16",152734,16,"questionnaire-uu2n",NA,33515784,9922862,NA,"complete",NA,"6571bc5b6be4a1b0f2c49204","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1366x768","1366x649",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",4864.22,12527.356,12544.006,4864.22,12527.356,12544.006,1,4864.22,7679.78599999999,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"MDPRF30660"
"12",1701953176300,"07/12/2023 12:46:16",1701953176300,0,"07/12/2023 12:46:16",152734,16,"questionnaire-uu2n",NA,33515784,9922862,NA,"complete",NA,"6571bc5b6be4a1b0f2c49204","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1366x768","1366x649",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","7",7779.18,12527.356,12544.006,7779.18,12527.356,12544.006,1,7779.18,4764.82599999999,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"MDPRF30660"
"13",1701953176301,"07/12/2023 12:46:16",1701953176301,0,"07/12/2023 12:46:16",152734,16,"questionnaire-uu2n",NA,33515784,9922862,NA,"complete",NA,"6571bc5b6be4a1b0f2c49204","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1366x768","1366x649",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","7",10477.722,12527.356,12544.006,10477.722,12527.356,12544.006,1,10477.722,2066.28399999999,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"MDPRF30660"
"14",1701953176314,"07/12/2023 12:46:16",1701953176314,0,"07/12/2023 12:46:16",152734,16,"questionnaire-uu2n",NA,33515784,9922862,NA,"complete",NA,"6571bc5b6be4a1b0f2c49204","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1366x768","1366x649",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF30660"
"1",1701953175090,"07/12/2023 12:46:15",1701953175090,0,"07/12/2023 12:46:15",152734,16,"questionnaire-uu2n",NA,33515829,9922888,NA,"live",NA,"6571bc9d1ea2dfd675c43a4d","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1536x864","1536x740",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF80741"
"2",1701953232545,"07/12/2023 12:47:12",1701953232545,0,"07/12/2023 12:47:12",152734,16,"questionnaire-uu2n",NA,33515829,9922888,NA,"live",NA,"6571bc9d1ea2dfd675c43a4d","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1536x864","1536x740",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",57469.9180000002,57454.476,57469.9180000002,57469.9180000002,57454.476,57469.9180000002,1,57469.9180000002,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"MDPRF80741"
"3",1701953232551,"07/12/2023 12:47:12",1701953232551,0,"07/12/2023 12:47:12",152734,16,"questionnaire-uu2n",NA,33515829,9922888,NA,"live",NA,"6571bc9d1ea2dfd675c43a4d","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1536x864","1536x740",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",44957.125,57454.476,57471.139,44957.125,57454.476,57471.139,1,44957.125,12514.014,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"MDPRF80741"
"4",1701953232552,"07/12/2023 12:47:12",1701953232552,0,"07/12/2023 12:47:12",152734,16,"questionnaire-uu2n",NA,33515829,9922888,NA,"live",NA,"6571bc9d1ea2dfd675c43a4d","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1536x864","1536x740",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",49139.571,57454.476,57471.139,49139.571,57454.476,57471.139,1,49139.571,8331.568,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"MDPRF80741"
"5",1701953232553,"07/12/2023 12:47:12",1701953232553,0,"07/12/2023 12:47:12",152734,16,"questionnaire-uu2n",NA,33515829,9922888,NA,"live",NA,"6571bc9d1ea2dfd675c43a4d","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1536x864","1536x740",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",53022.085,57454.476,57471.139,53022.085,57454.476,57471.139,1,53022.085,4449.054,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"MDPRF80741"
"6",1701953247689,"07/12/2023 12:47:27",1701953247689,0,"07/12/2023 12:47:27",152734,16,"questionnaire-uu2n",NA,33515829,9922888,NA,"live",NA,"6571bc9d1ea2dfd675c43a4d","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1536x864","1536x740",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",15160.242,15146.789,15160.242,15160.242,15146.789,15160.242,1,15160.242,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"MDPRF80741"
"7",1701953247694,"07/12/2023 12:47:27",1701953247694,0,"07/12/2023 12:47:27",152734,16,"questionnaire-uu2n",NA,33515829,9922888,NA,"live",NA,"6571bc9d1ea2dfd675c43a4d","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1536x864","1536x740",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",4732.332,15146.789,15163.452,4732.332,15146.789,15163.452,1,4732.332,10431.12,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"MDPRF80741"
"8",1701953247694,"07/12/2023 12:47:27",1701953247694,0,"07/12/2023 12:47:27",152734,16,"questionnaire-uu2n",NA,33515829,9922888,NA,"live",NA,"6571bc9d1ea2dfd675c43a4d","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1536x864","1536x740",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",9547.97,15146.789,15163.452,9547.97,15146.789,15163.452,1,9547.97,5615.482,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"MDPRF80741"
"9",1701953247695,"07/12/2023 12:47:27",1701953247695,0,"07/12/2023 12:47:27",152734,16,"questionnaire-uu2n",NA,33515829,9922888,NA,"live",NA,"6571bc9d1ea2dfd675c43a4d","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1536x864","1536x740",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",14180.319,15146.789,15163.452,14180.319,15146.789,15163.452,1,14180.319,983.133000000002,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"MDPRF80741"
"10",1701953260635,"07/12/2023 12:47:40",1701953260635,0,"07/12/2023 12:47:40",152734,16,"questionnaire-uu2n",NA,33515829,9922888,NA,"live",NA,"6571bc9d1ea2dfd675c43a4d","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1536x864","1536x740",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",12959.1530000002,12947.25,12959.1530000002,12959.1530000002,12947.25,12959.1530000002,1,12959.1530000002,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"MDPRF80741"
"11",1701953260638,"07/12/2023 12:47:40",1701953260638,0,"07/12/2023 12:47:40",152734,16,"questionnaire-uu2n",NA,33515829,9922888,NA,"live",NA,"6571bc9d1ea2dfd675c43a4d","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1536x864","1536x740",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",4649.01299999999,12947.25,12963.0530000001,4649.01299999999,12947.25,12963.0530000001,1,4649.01299999999,8314.0400000001,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"MDPRF80741"
"12",1701953260639,"07/12/2023 12:47:40",1701953260639,0,"07/12/2023 12:47:40",152734,16,"questionnaire-uu2n",NA,33515829,9922888,NA,"live",NA,"6571bc9d1ea2dfd675c43a4d","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1536x864","1536x740",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",6765.21699999999,12947.25,12963.6530000002,6765.21699999999,12947.25,12963.6530000002,1,6765.21699999999,6198.43600000019,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"MDPRF80741"
"13",1701953260643,"07/12/2023 12:47:40",1701953260643,0,"07/12/2023 12:47:40",152734,16,"questionnaire-uu2n",NA,33515829,9922888,NA,"live",NA,"6571bc9d1ea2dfd675c43a4d","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1536x864","1536x740",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",11764.161,12947.25,12963.913,11764.161,12947.25,12963.913,1,11764.161,1199.75200000001,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"MDPRF80741"
"14",1701953260649,"07/12/2023 12:47:40",1701953260649,0,"07/12/2023 12:47:40",152734,16,"questionnaire-uu2n",NA,33515829,9922888,NA,"live",NA,"6571bc9d1ea2dfd675c43a4d","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1536x864","1536x740",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF80741"
