"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..Emo","Spreadsheet..LHS_Lab","Spreadsheet..RHS_Lab","Spreadsheet..rand","Spreadsheet..Win","Spreadsheet..Win2","Spreadsheet..Win3","Spreadsheet..randF","Manipulation..Spreadsheet","Store..MoneyLow","Store..MoneyHigh","Store..MoneyReward","Store..Loss","Random_ID"
"1",1701951575561,"07/12/2023 12:19:35",1701951575561,0,"07/12/2023 12:19:35",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF71538"
"2",1701951837549,"07/12/2023 12:23:57",1701951837549,0,"07/12/2023 12:23:57",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",1,"Instructions","Screen 1","ddykq7",1,"continue","",261994.600000003,261990.2,261994.600000003,261994.600000003,261990.2,261994.600000003,1,261994.600000003,0,0,NA,"Click To Continue","Continue Button",2,"object-18","Instructions","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF71538"
"3",1701951838880,"07/12/2023 12:23:58",1701951838880,0,"07/12/2023 12:23:58",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",1,"Instructions","Screen 2","dcmmer",2,"continue","",1335.40000000299,1334.70000000001,1335.40000000299,1335.40000000299,1334.70000000001,1335.40000000299,1,1335.40000000299,0,0,NA,"Click To Continue","Continue Button",2,"object-55","Instructions","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF71538"
"4",1701951840004,"07/12/2023 12:24:00",1701951840004,0,"07/12/2023 12:24:00",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",1,"Instructions","Screen 3","ntxvt6",3,"continue","",1124.79999999702,1119.20000000001,1124.79999999702,1124.79999999702,1119.20000000001,1124.79999999702,1,1124.79999999702,0,0,NA,"Click To Continue","Continue Button",2,"object-59","Instructions","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF71538"
"5",1701951843299,"07/12/2023 12:24:03",1701951843299,0,"07/12/2023 12:24:03",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",1,"Rating","Screen 1","poh9ia",1,"continue","",3299.39999999403,3295.09999999998,3299.39999999403,3299.39999999403,3295.09999999998,3299.39999999403,1,3299.39999999403,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF71538"
"6",1701951843299,"07/12/2023 12:24:03",1701951843299,0,"07/12/2023 12:24:03",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",1,"Rating","Screen 1","poh9ia",1,"response","15",1334.79999999999,3295.09999999998,3300.00000000297,1334.79999999999,3295.09999999998,3300.00000000297,1,1334.79999999999,1965.20000000298,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF71538"
"7",1701951845672,"07/12/2023 12:24:05",1701951845672,0,"07/12/2023 12:24:05",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",2,"Rating","Screen 1","poh9ia",1,"continue","",2378.60000000597,2377.60000000003,2378.60000000597,2378.60000000597,2377.60000000003,2378.60000000597,1,2378.60000000597,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF71538"
"8",1701951845673,"07/12/2023 12:24:05",1701951845673,0,"07/12/2023 12:24:05",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",2,"Rating","Screen 1","poh9ia",1,"response","10",1738,2377.60000000003,2378.79999999405,1738,2377.60000000003,2378.79999999405,1,1738,640.799999994051,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF71538"
"9",1701951847858,"07/12/2023 12:24:07",1701951847858,0,"07/12/2023 12:24:07",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",3,"Rating","Screen 1","poh9ia",1,"continue","",2186.80000000296,2182.69999999995,2186.80000000296,2186.80000000296,2182.69999999995,2186.80000000296,1,2186.80000000296,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF71538"
"10",1701951847860,"07/12/2023 12:24:07",1701951847860,0,"07/12/2023 12:24:07",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",3,"Rating","Screen 1","poh9ia",1,"response","84",1682.19999999995,2182.69999999995,2188.19999999402,1682.19999999995,2182.69999999995,2188.19999999402,1,1682.19999999995,505.999999994063,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF71538"
"11",1701951852853,"07/12/2023 12:24:12",1701951852853,0,"07/12/2023 12:24:12",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",1,"FortuneH","Screen 1","aigyx5",1,"timedOut","",4998.600000003,4998.40000000002,4998.600000003,4998.600000003,4998.40000000002,4998.600000003,1,4998.600000003,0,0,NA,"Time Limit","screen",0,"screen","FortuneH","","","",NA,NA,3.03,NA,3,NA,NA,3.03,NA,NA,"MDPRF71538"
"12",1701951855111,"07/12/2023 12:24:15",1701951855111,0,"07/12/2023 12:24:15",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",4,"Rating","Screen 1","poh9ia",1,"continue","",2258.29999999702,2252.29999999999,2258.29999999702,2258.29999999702,2252.29999999999,2258.29999999702,1,2258.29999999702,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",2,NA,NA,NA,NA,NA,NA,3.03,NA,NA,"MDPRF71538"
"13",1701951855111,"07/12/2023 12:24:15",1701951855111,0,"07/12/2023 12:24:15",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",4,"Rating","Screen 1","poh9ia",1,"response","1",1522.40000000002,2252.29999999999,2258.5,1522.40000000002,2252.29999999999,2258.5,1,1522.40000000002,736.099999999977,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",2,NA,NA,NA,NA,NA,NA,3.03,NA,NA,"MDPRF71538"
"14",1701951857101,"07/12/2023 12:24:17",1701951857101,0,"07/12/2023 12:24:17",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",5,"Rating","Screen 1","poh9ia",1,"continue","",1996.20000000001,1995.10000000003,1996.20000000001,1996.20000000001,1995.10000000003,1996.20000000001,1,1996.20000000001,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",2,NA,NA,NA,NA,NA,NA,3.03,NA,NA,"MDPRF71538"
"15",1701951857101,"07/12/2023 12:24:17",1701951857101,0,"07/12/2023 12:24:17",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",5,"Rating","Screen 1","poh9ia",1,"response","99",1320.90000000002,1995.10000000003,1996.49999999703,1320.90000000002,1995.10000000003,1996.49999999703,1,1320.90000000002,675.599999997008,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",2,NA,NA,NA,NA,NA,NA,3.03,NA,NA,"MDPRF71538"
"16",1701951859388,"07/12/2023 12:24:19",1701951859388,0,"07/12/2023 12:24:19",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",6,"Rating","Screen 1","poh9ia",1,"continue","",2288.50000000594,2287.19999999995,2288.50000000594,2288.50000000594,2287.19999999995,2288.50000000594,1,2288.50000000594,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",2,NA,NA,NA,NA,NA,NA,3.03,NA,NA,"MDPRF71538"
"17",1701951859390,"07/12/2023 12:24:19",1701951859390,0,"07/12/2023 12:24:19",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",6,"Rating","Screen 1","poh9ia",1,"response","7",1647.69999999995,2287.19999999995,2290.00000000594,1647.69999999995,2287.19999999995,2290.00000000594,1,1647.69999999995,642.300000005984,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",2,NA,NA,NA,NA,NA,NA,3.03,NA,NA,"MDPRF71538"
"18",1701951890371,"07/12/2023 12:24:50",1701951890371,0,"07/12/2023 12:24:50",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",1,"RestH","Screen 1","wxp2y6",1,"continue","",30983.9,30983.9,30983.9,30983.9,30983.9,30983.9,1,30983.9,0,0,NA,"Fixation Timing","Fixation",1,"object-41","RestH","","","",NA,NA,NA,NA,NA,NA,NA,3.03,NA,NA,"MDPRF71538"
"19",1701951892695,"07/12/2023 12:24:52",1701951892695,0,"07/12/2023 12:24:52",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",7,"Rating","Screen 1","poh9ia",1,"continue","",2324.29999999702,2321.90000000002,2324.29999999702,2324.29999999702,2321.90000000002,2324.29999999702,1,2324.29999999702,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",3,NA,NA,NA,NA,NA,NA,3.03,NA,NA,"MDPRF71538"
"20",1701951892696,"07/12/2023 12:24:52",1701951892696,0,"07/12/2023 12:24:52",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",7,"Rating","Screen 1","poh9ia",1,"response","6",1668.40000000002,2321.90000000002,2324.5,1668.40000000002,2321.90000000002,2324.5,1,1668.40000000002,656.099999999977,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",3,NA,NA,NA,NA,NA,NA,3.03,NA,NA,"MDPRF71538"
"21",1701951894143,"07/12/2023 12:24:54",1701951894143,0,"07/12/2023 12:24:54",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",8,"Rating","Screen 1","poh9ia",1,"continue","",1450.00000000594,1446,1450.00000000594,1450.00000000594,1446,1450.00000000594,1,1450.00000000594,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",3,NA,NA,NA,NA,NA,NA,3.03,NA,NA,"MDPRF71538"
"22",1701951894143,"07/12/2023 12:24:54",1701951894143,0,"07/12/2023 12:24:54",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",8,"Rating","Screen 1","poh9ia",1,"response","90",931.5,1446,1450.19999999402,931.5,1446,1450.19999999402,1,931.5,518.699999994016,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",3,NA,NA,NA,NA,NA,NA,3.03,NA,NA,"MDPRF71538"
"23",1701951895856,"07/12/2023 12:24:55",1701951895856,0,"07/12/2023 12:24:55",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",9,"Rating","Screen 1","poh9ia",1,"continue","",1716.59999999998,1710.09999999998,1716.59999999998,1716.59999999998,1710.09999999998,1716.59999999998,1,1716.59999999998,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",3,NA,NA,NA,NA,NA,NA,3.03,NA,NA,"MDPRF71538"
"24",1701951895856,"07/12/2023 12:24:55",1701951895856,0,"07/12/2023 12:24:55",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",9,"Rating","Screen 1","poh9ia",1,"response","5",1084.39999999997,1710.09999999998,1716.899999997,1084.39999999997,1710.09999999998,1716.899999997,1,1084.39999999997,632.499999997031,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",3,NA,NA,NA,NA,NA,NA,3.03,NA,NA,"MDPRF71538"
"25",1701951926833,"07/12/2023 12:25:26",1701951926833,0,"07/12/2023 12:25:26",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",2,"RestH","Screen 1","wxp2y6",1,"continue","",30983.8,30983.8,30983.8,30983.8,30983.8,30983.8,1,30983.8,0,0,NA,"Fixation Timing","Fixation",1,"object-41","RestH","","","",NA,NA,NA,NA,NA,NA,NA,3.03,NA,NA,"MDPRF71538"
"26",1701951931936,"07/12/2023 12:25:31",1701951931936,0,"07/12/2023 12:25:31",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",10,"Rating","Screen 1","poh9ia",1,"continue","",5103.29999999405,5102.60000000003,5103.29999999405,5103.29999999405,5102.60000000003,5103.29999999405,1,5103.29999999405,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",4,NA,NA,NA,NA,NA,NA,3.03,NA,NA,"MDPRF71538"
"27",1701951931936,"07/12/2023 12:25:31",1701951931936,0,"07/12/2023 12:25:31",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",10,"Rating","Screen 1","poh9ia",1,"response","2",2565.29999999999,5102.60000000003,5103.60000000597,2565.29999999999,5102.60000000003,5103.60000000597,1,2565.29999999999,2538.30000000598,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",4,NA,NA,NA,NA,NA,NA,3.03,NA,NA,"MDPRF71538"
"28",1701951933790,"07/12/2023 12:25:33",1701951933790,0,"07/12/2023 12:25:33",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",11,"Rating","Screen 1","poh9ia",1,"continue","",1854.50000000594,1849.09999999998,1854.50000000594,1854.50000000594,1849.09999999998,1854.50000000594,1,1854.50000000594,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",4,NA,NA,NA,NA,NA,NA,3.03,NA,NA,"MDPRF71538"
"29",1701951933790,"07/12/2023 12:25:33",1701951933790,0,"07/12/2023 12:25:33",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",11,"Rating","Screen 1","poh9ia",1,"response","97",1063.69999999995,1849.09999999998,1854.69999999402,1063.69999999995,1849.09999999998,1854.69999999402,1,1063.69999999995,790.999999994063,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",4,NA,NA,NA,NA,NA,NA,3.03,NA,NA,"MDPRF71538"
"30",1701951935466,"07/12/2023 12:25:35",1701951935466,0,"07/12/2023 12:25:35",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",12,"Rating","Screen 1","poh9ia",1,"continue","",1681.09999999404,1675.5,1681.09999999404,1681.09999999404,1675.5,1681.09999999404,1,1681.09999999404,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",4,NA,NA,NA,NA,NA,NA,3.03,NA,NA,"MDPRF71538"
"31",1701951935466,"07/12/2023 12:25:35",1701951935466,0,"07/12/2023 12:25:35",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",12,"Rating","Screen 1","poh9ia",1,"response","50",945.599999999977,1675.5,1681.29999999702,945.599999999977,1675.5,1681.29999999702,1,945.599999999977,735.699999997043,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",4,NA,NA,NA,NA,NA,NA,3.03,NA,NA,"MDPRF71538"
"32",1701951966444,"07/12/2023 12:26:06",1701951966444,0,"07/12/2023 12:26:06",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",3,"RestH","Screen 1","wxp2y6",1,"continue","",30983.8,30983.8,30983.8,30983.8,30983.8,30983.8,1,30983.8,0,0,NA,"Fixation Timing","Fixation",1,"object-41","RestH","","","",NA,NA,NA,NA,NA,NA,NA,3.03,NA,NA,"MDPRF71538"
"33",1701951969168,"07/12/2023 12:26:09",1701951969168,0,"07/12/2023 12:26:09",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",13,"Rating","Screen 1","poh9ia",1,"continue","",2724.79999999405,2718.20000000001,2724.79999999405,2724.79999999405,2718.20000000001,2724.79999999405,1,2724.79999999405,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",5,NA,NA,NA,NA,NA,NA,3.03,NA,NA,"MDPRF71538"
"34",1701951969169,"07/12/2023 12:26:09",1701951969169,0,"07/12/2023 12:26:09",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",13,"Rating","Screen 1","poh9ia",1,"response","61",2106.5,2718.20000000001,2724.99999999703,2106.5,2718.20000000001,2724.99999999703,1,2106.5,618.499999997031,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",5,NA,NA,NA,NA,NA,NA,3.03,NA,NA,"MDPRF71538"
"35",1701951970985,"07/12/2023 12:26:10",1701951970985,0,"07/12/2023 12:26:10",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",14,"Rating","Screen 1","poh9ia",1,"continue","",1822.70000000298,1821.29999999999,1822.70000000298,1822.70000000298,1821.29999999999,1822.70000000298,1,1822.70000000298,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",5,NA,NA,NA,NA,NA,NA,3.03,NA,NA,"MDPRF71538"
"36",1701951970985,"07/12/2023 12:26:10",1701951970985,0,"07/12/2023 12:26:10",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",14,"Rating","Screen 1","poh9ia",1,"response","57",1230.40000000002,1821.29999999999,1822.90000000596,1230.40000000002,1821.29999999999,1822.90000000596,1,1230.40000000002,592.500000005937,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",5,NA,NA,NA,NA,NA,NA,3.03,NA,NA,"MDPRF71538"
"37",1701951974054,"07/12/2023 12:26:14",1701951974054,0,"07/12/2023 12:26:14",152734,16,"task-nxrg",NA,33514633,9922638,NA,"complete",NA,"6571b65c0e93731c3ef24841","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Rest + Money + Mood rating",34,"In","BCADLEKFJGIH",NA,"In","Spreadsheet6",15,"Rating","Screen 1","poh9ia",1,"continue","",3070.90000000299,3065.79999999999,3070.90000000299,3070.90000000299,3065.79999999999,3070.90000000299,1,3070.90000000299,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",5,NA,NA,NA,NA,NA,NA,3.03,NA,NA,"MDPRF71538"
