"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..Emo","Spreadsheet..LHS_Lab","Spreadsheet..RHS_Lab","Spreadsheet..rand","Spreadsheet..Win","Spreadsheet..Win2","Spreadsheet..Win3","Spreadsheet..randF","Manipulation..Spreadsheet","Store..MoneyLow","Store..MoneyHigh","Store..MoneyReward","Store..Loss","Random_ID"
"86",1701952912779,"07/12/2023 12:41:52",1701952912779,0,"07/12/2023 12:41:52",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",36,"Rating","Screen 1","poh9ia",1,"continue","",7376.842000006,7364.58900000004,7376.842000006,7376.842000006,7364.58900000004,7376.842000006,1,7376.842000006,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",12,NA,NA,NA,NA,NA,NA,3.02,NA,NA,"MDPRF46587"
"87",1701952912779,"07/12/2023 12:41:52",1701952912779,0,"07/12/2023 12:41:52",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",36,"Rating","Screen 1","poh9ia",1,"response","54",1433.07700000005,7364.58900000004,7377.14199998812,1433.07700000005,7364.58900000004,7377.14199998812,1,1433.07700000005,5944.06499998807,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",12,NA,NA,NA,NA,NA,NA,3.02,NA,NA,"MDPRF46587"
"88",1701952918285,"07/12/2023 12:41:58",1701952918285,0,"07/12/2023 12:41:58",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",1,"Pause","Screen 1","5zinfq",1,"continue","",5517.65299998212,5514.98699999996,5517.65299998212,5517.65299998212,5514.98699999996,5517.65299998212,1,5517.65299998212,0,0,NA,"Click To Continue","Next",2,"object-71","Pause","","","",NA,NA,NA,NA,NA,NA,NA,3.02,NA,NA,"MDPRF46587"
"89",1701952923283,"07/12/2023 12:42:03",1701952923283,0,"07/12/2023 12:42:03",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",1,"PreFortLossH","Screen 1","lhj2ol",1,"timedOut","",5001.46599999408,4998.33799999999,5001.46599999408,5001.46599999408,4998.33799999999,5001.46599999408,1,5001.46599999408,0,0,NA,"Time Limit","screen",0,"screen","PreFortLossH","","","",NA,NA,NA,NA,NA,NA,NA,3.02,NA,NA,"MDPRF46587"
"90",1701952928285,"07/12/2023 12:42:08",1701952928285,0,"07/12/2023 12:42:08",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",1,"FortuneL","Screen 1","94ikrr",1,"timedOut","",5000.12799999409,4998.87800000003,5000.12799999409,5000.12799999409,4998.87800000003,5000.12799999409,1,5000.12799999409,0,0,NA,"Time Limit","screen",0,"screen","FortuneL","","","",NA,0.06,NA,NA,1,NA,0.06,3.02,NA,NA,"MDPRF46587"
"91",1701952930380,"07/12/2023 12:42:10",1701952930380,0,"07/12/2023 12:42:10",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",37,"Rating","Screen 1","poh9ia",1,"continue","",2099.26000000001,2082.62300000002,2099.26000000001,2099.26000000001,2082.62300000002,2099.26000000001,1,2099.26000000001,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",13,NA,NA,NA,NA,NA,0.06,3.02,NA,NA,"MDPRF46587"
"92",1701952930381,"07/12/2023 12:42:10",1701952930381,0,"07/12/2023 12:42:10",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",37,"Rating","Screen 1","poh9ia",1,"response","27",1282.69299999997,2082.62300000002,2099.26000000001,1282.69299999997,2082.62300000002,2099.26000000001,1,1282.69299999997,816.567000000039,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",13,NA,NA,NA,NA,NA,0.06,3.02,NA,NA,"MDPRF46587"
"93",1701952932875,"07/12/2023 12:42:12",1701952932875,0,"07/12/2023 12:42:12",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",38,"Rating","Screen 1","poh9ia",1,"continue","",2513.72699998808,2499.50199999998,2513.72699998808,2513.72699998808,2499.50199999998,2513.72699998808,1,2513.72699998808,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",13,NA,NA,NA,NA,NA,0.06,3.02,NA,NA,"MDPRF46587"
"94",1701952932876,"07/12/2023 12:42:12",1701952932876,0,"07/12/2023 12:42:12",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",38,"Rating","Screen 1","poh9ia",1,"response","23",1899.41300000006,2499.50199999998,2514.22699998808,1899.41300000006,2499.50199999998,2514.22699998808,1,1899.41300000006,614.813999988022,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",13,NA,NA,NA,NA,NA,0.06,3.02,NA,NA,"MDPRF46587"
"95",1701952934828,"07/12/2023 12:42:14",1701952934828,0,"07/12/2023 12:42:14",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",39,"Rating","Screen 1","poh9ia",1,"continue","",1966.11499999999,1949.29200000002,1966.11499999999,1966.11499999999,1949.29200000002,1966.11499999999,1,1966.11499999999,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",13,NA,NA,NA,NA,NA,0.06,3.02,NA,NA,"MDPRF46587"
"96",1701952934828,"07/12/2023 12:42:14",1701952934828,0,"07/12/2023 12:42:14",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",39,"Rating","Screen 1","poh9ia",1,"response","32",1432.71900000004,1949.29200000002,1966.11499999999,1432.71900000004,1949.29200000002,1966.11499999999,1,1432.71900000004,533.39599999995,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",13,NA,NA,NA,NA,NA,0.06,3.02,NA,NA,"MDPRF46587"
"97",1701952965786,"07/12/2023 12:42:45",1701952965786,0,"07/12/2023 12:42:45",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",1,"RestL","Screen 1","sy8yuu",1,"continue","",30974.13,30974.13,30974.13,30974.13,30974.13,30974.13,1,30974.13,0,0,NA,"Fixation Timing","Fixation",1,"object-21","RestL","","","",NA,NA,NA,NA,NA,NA,0.06,3.02,NA,NA,"MDPRF46587"
"98",1701952969611,"07/12/2023 12:42:49",1701952969611,0,"07/12/2023 12:42:49",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",40,"Rating","Screen 1","poh9ia",1,"continue","",3826.00300000596,3815.40099999995,3826.00300000596,3826.00300000596,3815.40099999995,3826.00300000596,1,3826.00300000596,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",14,NA,NA,NA,NA,NA,0.06,3.02,NA,NA,"MDPRF46587"
"99",1701952969611,"07/12/2023 12:42:49",1701952969611,0,"07/12/2023 12:42:49",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",40,"Rating","Screen 1","poh9ia",1,"response","16",3132.30599999998,3815.40099999995,3826.20299999404,3132.30599999998,3815.40099999995,3826.20299999404,1,3132.30599999998,693.89699999406,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",14,NA,NA,NA,NA,NA,0.06,3.02,NA,NA,"MDPRF46587"
"100",1701952971524,"07/12/2023 12:42:51",1701952971524,0,"07/12/2023 12:42:51",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",41,"Rating","Screen 1","poh9ia",1,"continue","",1923.50199998217,1916.3380000001,1923.50199998217,1923.50199998217,1916.3380000001,1923.50199998217,1,1923.50199998217,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",14,NA,NA,NA,NA,NA,0.06,3.02,NA,NA,"MDPRF46587"
"101",1701952971525,"07/12/2023 12:42:51",1701952971525,0,"07/12/2023 12:42:51",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",41,"Rating","Screen 1","poh9ia",1,"response","52",1083.54800000007,1916.3380000001,1924.00199998217,1083.54800000007,1916.3380000001,1924.00199998217,1,1083.54800000007,840.453999982099,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",14,NA,NA,NA,NA,NA,0.06,3.02,NA,NA,"MDPRF46587"
"102",1701952973788,"07/12/2023 12:42:53",1701952973788,0,"07/12/2023 12:42:53",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",42,"Rating","Screen 1","poh9ia",1,"continue","",2270.66399998206,2266.25099999993,2270.66399998206,2270.66399998206,2266.25099999993,2270.66399998206,1,2270.66399998206,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",14,NA,NA,NA,NA,NA,0.06,3.02,NA,NA,"MDPRF46587"
"103",1701952973788,"07/12/2023 12:42:53",1701952973788,0,"07/12/2023 12:42:53",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",42,"Rating","Screen 1","poh9ia",1,"response","27",1732.95299999998,2266.25099999993,2271.06399998802,1732.95299999998,2266.25099999993,2271.06399998802,1,1732.95299999998,538.110999988043,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",14,NA,NA,NA,NA,NA,0.06,3.02,NA,NA,"MDPRF46587"
"104",1701953004758,"07/12/2023 12:43:24",1701953004758,0,"07/12/2023 12:43:24",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",2,"RestL","Screen 1","sy8yuu",1,"continue","",30973.868,30973.868,30973.868,30973.868,30973.868,30973.868,1,30973.868,0,0,NA,"Fixation Timing","Fixation",1,"object-21","RestL","","","",NA,NA,NA,NA,NA,NA,0.06,3.02,NA,NA,"MDPRF46587"
"105",1701953008709,"07/12/2023 12:43:28",1701953008709,0,"07/12/2023 12:43:28",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",43,"Rating","Screen 1","poh9ia",1,"continue","",3951.54499998211,3949.00699999998,3951.54499998211,3951.54499998211,3949.00699999998,3951.54499998211,1,3951.54499998211,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",15,NA,NA,NA,NA,NA,0.06,3.02,NA,NA,"MDPRF46587"
"106",1701953008709,"07/12/2023 12:43:28",1701953008709,0,"07/12/2023 12:43:28",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",43,"Rating","Screen 1","poh9ia",1,"response","22",2816.33999999997,3949.00699999998,3952.04499998211,2816.33999999997,3949.00699999998,3952.04499998211,1,2816.33999999997,1135.70499998215,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",15,NA,NA,NA,NA,NA,0.06,3.02,NA,NA,"MDPRF46587"
"107",1701953011740,"07/12/2023 12:43:31",1701953011740,0,"07/12/2023 12:43:31",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",44,"Rating","Screen 1","poh9ia",1,"continue","",3033.73800000001,3032.22499999998,3033.73800000001,3033.73800000001,3032.22499999998,3033.73800000001,1,3033.73800000001,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",15,NA,NA,NA,NA,NA,0.06,3.02,NA,NA,"MDPRF46587"
"108",1701953011741,"07/12/2023 12:43:31",1701953011741,0,"07/12/2023 12:43:31",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",44,"Rating","Screen 1","poh9ia",1,"response","21",2399.255,3032.22499999998,3034.33799999405,2399.255,3032.22499999998,3034.33799999405,1,2399.255,635.082999994047,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",15,NA,NA,NA,NA,NA,0.06,3.02,NA,NA,"MDPRF46587"
"109",1701953014211,"07/12/2023 12:43:34",1701953014211,0,"07/12/2023 12:43:34",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",45,"Rating","Screen 1","poh9ia",1,"continue","",2473.01300000004,2466.09500000009,2473.01300000004,2473.01300000004,2466.09500000009,2473.01300000004,1,2473.01300000004,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",15,NA,NA,NA,NA,NA,0.06,3.02,NA,NA,"MDPRF46587"
"110",1701953014212,"07/12/2023 12:43:34",1701953014212,0,"07/12/2023 12:43:34",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",45,"Rating","Screen 1","poh9ia",1,"response","44",1616.24700000009,2466.09500000009,2473.51300000004,1616.24700000009,2466.09500000009,2473.51300000004,1,1616.24700000009,857.265999999945,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",15,NA,NA,NA,NA,NA,0.06,3.02,NA,NA,"MDPRF46587"
"111",1701953045398,"07/12/2023 12:44:05",1701953045398,0,"07/12/2023 12:44:05",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",3,"RestL","Screen 1","sy8yuu",1,"continue","",31190.88,31190.88,31190.88,31190.88,31190.88,31190.88,1,31190.88,0,0,NA,"Fixation Timing","Fixation",1,"object-21","RestL","","","",NA,NA,NA,NA,NA,NA,0.06,3.02,NA,NA,"MDPRF46587"
"112",1701953047916,"07/12/2023 12:44:07",1701953047916,0,"07/12/2023 12:44:07",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",46,"Rating","Screen 1","poh9ia",1,"continue","",2520.33799998206,2516.01399999997,2520.33799998206,2520.33799998206,2516.01399999997,2520.33799998206,1,2520.33799998206,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",16,NA,NA,NA,NA,NA,0.06,3.02,NA,NA,"MDPRF46587"
"113",1701953047916,"07/12/2023 12:44:07",1701953047916,0,"07/12/2023 12:44:07",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",46,"Rating","Screen 1","poh9ia",1,"response","32",1799.34999999998,2516.01399999997,2520.73799998802,1799.34999999998,2516.01399999997,2520.73799998802,1,1799.34999999998,721.387999988045,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",16,NA,NA,NA,NA,NA,0.06,3.02,NA,NA,"MDPRF46587"
"114",1701953050836,"07/12/2023 12:44:10",1701953050836,0,"07/12/2023 12:44:10",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",47,"Rating","Screen 1","poh9ia",1,"continue","",2924.62399999402,2915.55099999998,2924.62399999402,2924.62399999402,2915.55099999998,2924.62399999402,1,2924.62399999402,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",16,NA,NA,NA,NA,NA,0.06,3.02,NA,NA,"MDPRF46587"
"115",1701953050836,"07/12/2023 12:44:10",1701953050836,0,"07/12/2023 12:44:10",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",47,"Rating","Screen 1","poh9ia",1,"response","19",2332.53599999996,2915.55099999998,2925.02399999998,2332.53599999996,2915.55099999998,2925.02399999998,1,2332.53599999996,592.488000000012,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",16,NA,NA,NA,NA,NA,0.06,3.02,NA,NA,"MDPRF46587"
"116",1701953052988,"07/12/2023 12:44:12",1701953052988,0,"07/12/2023 12:44:12",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",48,"Rating","Screen 1","poh9ia",1,"continue","",2161.37300000596,2149.45200000005,2161.37300000596,2161.37300000596,2149.45200000005,2161.37300000596,1,2161.37300000596,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",16,NA,NA,NA,NA,NA,0.06,3.02,NA,NA,"MDPRF46587"
"117",1701953052989,"07/12/2023 12:44:12",1701953052989,0,"07/12/2023 12:44:12",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",48,"Rating","Screen 1","poh9ia",1,"response","37",1616.19299999997,2149.45200000005,2161.87300000596,1616.19299999997,2149.45200000005,2161.87300000596,1,1616.19299999997,545.680000005988,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",16,NA,NA,NA,NA,NA,0.06,3.02,NA,NA,"MDPRF46587"
"118",1701953083952,"07/12/2023 12:44:43",1701953083952,0,"07/12/2023 12:44:43",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",4,"RestL","Screen 1","sy8yuu",1,"continue","",30974.4129999999,30974.4129999999,30974.4129999999,30974.4129999999,30974.4129999999,30974.4129999999,1,30974.4129999999,0,0,NA,"Fixation Timing","Fixation",1,"object-21","RestL","","","",NA,NA,NA,NA,NA,NA,0.06,3.02,NA,NA,"MDPRF46587"
"119",1701953086924,"07/12/2023 12:44:46",1701953086924,0,"07/12/2023 12:44:46",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",49,"Rating","Screen 1","poh9ia",1,"continue","",2973.30799998809,2965.66700000002,2973.30799998809,2973.30799998809,2965.66700000002,2973.30799998809,1,2973.30799998809,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",17,NA,NA,NA,NA,NA,0.06,3.02,NA,NA,"MDPRF46587"
"120",1701953086924,"07/12/2023 12:44:46",1701953086924,0,"07/12/2023 12:44:46",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",49,"Rating","Screen 1","poh9ia",1,"response","25",2265.68400000001,2965.66700000002,2973.80799998809,2265.68400000001,2965.66700000002,2973.80799998809,1,2265.68400000001,708.123999988078,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",17,NA,NA,NA,NA,NA,0.06,3.02,NA,NA,"MDPRF46587"
"121",1701953090341,"07/12/2023 12:44:50",1701953090341,0,"07/12/2023 12:44:50",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",50,"Rating","Screen 1","poh9ia",1,"continue","",3424.24099998211,3415.62100000004,3424.24099998211,3424.24099998211,3415.62100000004,3424.24099998211,1,3424.24099998211,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",17,NA,NA,NA,NA,NA,0.06,3.02,NA,NA,"MDPRF46587"
"122",1701953090341,"07/12/2023 12:44:50",1701953090341,0,"07/12/2023 12:44:50",152734,16,"task-nxrg",NA,33515007,9922635,NA,"complete",NA,"6571b64971deefe0f6a6b775","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1123x632","1123x481",NA,NA,0,"Rest + Money + Mood rating",34,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet6",50,"Rating","Screen 1","poh9ia",1,"response","47",1099.848,3415.62100000004,3424.44099999999,1099.848,3415.62100000004,3424.44099999999,1,1099.848,2324.59299999999,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",17,NA,NA,NA,NA,NA,0.06,3.02,NA,NA,"MDPRF46587"
