getAnswerDur,showChoiceDur,showResultDur,isiDur,itiDur,iriDur,rpeHighMax,rpeLowMax,pCongruent,maxIncongInARow,blockCond,participant,session,condition,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_10.keys,key_resp_10.rt,key_resp_8.keys,key_resp_8.rt,rating_all_t.response,rating_all_t.rt,rating_all_t.tStart,rndRatTrial.thisRepN,rndRatTrial.thisTrialN,rndRatTrial.thisN,rndRatTrial.thisIndex,rndRatTrial.ran,Emo,Labs,Labs2,key_resp_9.keys,key_resp_9.rt,rating_all.response,rating_all.rt,rating_all.tStart,rndRat1.thisRepN,rndRat1.thisTrialN,rndRat1.thisN,rndRat1.thisIndex,rndRat1.ran,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,rating_alt.response,rating_alt.rt,AltC.thisRepN,AltC.thisTrialN,AltC.thisN,AltC.thisIndex,AltC.ran,alt_choices,pic_choices,TopAlt_Choice,rndRat2.thisRepN,rndRat2.thisTrialN,rndRat2.thisN,rndRat2.thisIndex,rndRat2.ran,key_resp_5.keys,key_resp_5.rt,rndRat3.thisRepN,rndRat3.thisTrialN,rndRat3.thisN,rndRat3.thisIndex,rndRat3.ran,key_resp_6.keys,key_resp_6.rt,rating_alt_2.response,rating_alt_2.rt,AltC2.thisRepN,AltC2.thisTrialN,AltC2.thisN,AltC2.thisIndex,AltC2.ran,alt_choices2,pic_choices2,TopAlt_Choice2,rndRat4.thisRepN,rndRat4.thisTrialN,rndRat4.thisN,rndRat4.thisIndex,rndRat4.ran,key_resp_7.keys,key_resp_7.rt,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,instrLoop.ran,currSlide,currImage,currText,OC2Loop.thisRepN,OC2Loop.thisTrialN,OC2Loop.thisN,OC2Loop.thisIndex,OC2Loop.ran,targetHappiness,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,choiceKey.keys,rndRat5.thisRepN,rndRat5.thisTrialN,rndRat5.thisN,rndRat5.thisIndex,rndRat5.ran,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,trialLoop.ran,highAmount,choiceKey.rt,finalWinnings,cashBonus,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,logWinningsLoop.ran
3,4,1,1,2,30,5,0.03,0.7,3,Blocks_RestRandom.xlsx,63d3fc9de67e1179cdf0d080,B2612FD4-A7E3-473B-8474-670CEBCD8890,0,2023-08-15_18h49.49.701,Pilot_VExplicitOC_RG,2022.2.5,Win32,145.0116009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63d3fc9de67e1179cdf0d080,B2612FD4-A7E3-473B-8474-670CEBCD8890,0,2023-08-15_18h49.49.701,Pilot_VExplicitOC_RG,2022.2.5,Win32,145.0116009,space,4.2845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63d3fc9de67e1179cdf0d080,B2612FD4-A7E3-473B-8474-670CEBCD8890,0,2023-08-15_18h49.49.701,Pilot_VExplicitOC_RG,2022.2.5,Win32,145.0116009,,,space,2.1364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63d3fc9de67e1179cdf0d080,B2612FD4-A7E3-473B-8474-670CEBCD8890,0,2023-08-15_18h49.49.701,Pilot_VExplicitOC_RG,2022.2.5,Win32,145.0116009,,,,,space,1.2565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63d3fc9de67e1179cdf0d080,B2612FD4-A7E3-473B-8474-670CEBCD8890,0,2023-08-15_18h49.49.701,Pilot_VExplicitOC_RG,2022.2.5,Win32,145.0116009,,,,,,,-42.03703139,3.4962,2.001,0,0,0,1,1,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63d3fc9de67e1179cdf0d080,B2612FD4-A7E3-473B-8474-670CEBCD8890,0,2023-08-15_18h49.49.701,Pilot_VExplicitOC_RG,2022.2.5,Win32,145.0116009,,,,,,,-40.74074074,2.9301,2.0034,0,1,1,2,1,bored,"bored, not bored","more bored, less bored",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63d3fc9de67e1179cdf0d080,B2612FD4-A7E3-473B-8474-670CEBCD8890,0,2023-08-15_18h49.49.701,Pilot_VExplicitOC_RG,2022.2.5,Win32,145.0116009,,,,,,,-17.22221375,2.7896,2.0002,0,2,2,0,1,happy,"unhappy, happy","less happy, more happy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63d3fc9de67e1179cdf0d080,B2612FD4-A7E3-473B-8474-670CEBCD8890,0,2023-08-15_18h49.49.701,Pilot_VExplicitOC_RG,2022.2.5,Win32,145.0116009,,,,,,,,,,,,,,,,,,space,1.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63d3fc9de67e1179cdf0d080,B2612FD4-A7E3-473B-8474-670CEBCD8890,0,2023-08-15_18h49.49.701,Pilot_VExplicitOC_RG,2022.2.5,Win32,145.0116009,,,,,,,,,,,,,,,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",,,-33.88888041,2.9885,2.0014,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63d3fc9de67e1179cdf0d080,B2612FD4-A7E3-473B-8474-670CEBCD8890,0,2023-08-15_18h49.49.701,Pilot_VExplicitOC_RG,2022.2.5,Win32,145.0116009,,,,,,,,,,,,,,,happy,"unhappy, happy","less happy, more happy",,,-33.33333333,2.4855,2.0067,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63d3fc9de67e1179cdf0d080,B2612FD4-A7E3-473B-8474-670CEBCD8890,0,2023-08-15_18h49.49.701,Pilot_VExplicitOC_RG,2022.2.5,Win32,145.0116009,,,,,,,,,,,,,,,bored,"bored, not bored","more bored, less bored",,,-26.11110829,2.8977,2.0026,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63d3fc9de67e1179cdf0d080,B2612FD4-A7E3-473B-8474-670CEBCD8890,0,2023-08-15_18h49.49.701,Pilot_VExplicitOC_RG,2022.2.5,Win32,145.0116009,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,8.203,space,1.6519,-30.18517671,2.794,0,0,0,0,1,rest (looking at a fixed cross),001.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63d3fc9de67e1179cdf0d080,B2612FD4-A7E3-473B-8474-670CEBCD8890,0,2023-08-15_18h49.49.701,Pilot_VExplicitOC_RG,2022.2.5,Win32,145.0116009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.88889737,1.3062,0,1,1,1,1,stand up,002.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63d3fc9de67e1179cdf0d080,B2612FD4-A7E3-473B-8474-670CEBCD8890,0,2023-08-15_18h49.49.701,Pilot_VExplicitOC_RG,2022.2.5,Win32,145.0116009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.25925926,0.9108,0,2,2,2,1,stretch,003.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63d3fc9de67e1179cdf0d080,B2612FD4-A7E3-473B-8474-670CEBCD8890,0,2023-08-15_18h49.49.701,Pilot_VExplicitOC_RG,2022.2.5,Win32,145.0116009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30.55555556,1.215,0,3,3,3,1,make a drink,004.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
