getAnswerDur,showChoiceDur,showResultDur,isiDur,itiDur,iriDur,rpeHighMax,rpeLowMax,pCongruent,maxIncongInARow,blockCond,participant,session,condition,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_10.keys,key_resp_10.rt,key_resp_8.keys,key_resp_8.rt,rating_all_t.response,rating_all_t.rt,rating_all_t.tStart,rndRatTrial.thisRepN,rndRatTrial.thisTrialN,rndRatTrial.thisN,rndRatTrial.thisIndex,rndRatTrial.ran,Emo,Labs,Labs2,key_resp_9.keys,key_resp_9.rt,rating_all.response,rating_all.rt,rating_all.tStart,rndRat1.thisRepN,rndRat1.thisTrialN,rndRat1.thisN,rndRat1.thisIndex,rndRat1.ran,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,rating_alt.response,rating_alt.rt,AltC.thisRepN,AltC.thisTrialN,AltC.thisN,AltC.thisIndex,AltC.ran,alt_choices,pic_choices,TopAlt_Choice,rndRat2.thisRepN,rndRat2.thisTrialN,rndRat2.thisN,rndRat2.thisIndex,rndRat2.ran,key_resp_5.keys,key_resp_5.rt,rndRat3.thisRepN,rndRat3.thisTrialN,rndRat3.thisN,rndRat3.thisIndex,rndRat3.ran,key_resp_6.keys,key_resp_6.rt,rating_alt_2.response,rating_alt_2.rt,AltC2.thisRepN,AltC2.thisTrialN,AltC2.thisN,AltC2.thisIndex,AltC2.ran,alt_choices2,pic_choices2,TopAlt_Choice2,rndRat4.thisRepN,rndRat4.thisTrialN,rndRat4.thisN,rndRat4.thisIndex,rndRat4.ran,key_resp_7.keys,key_resp_7.rt,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,instrLoop.ran,currSlide,currImage,currText,OC2Loop.thisRepN,OC2Loop.thisTrialN,OC2Loop.thisN,OC2Loop.thisIndex,OC2Loop.ran,targetHappiness,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,choiceKey.keys,rndRat5.thisRepN,rndRat5.thisTrialN,rndRat5.thisN,rndRat5.thisIndex,rndRat5.ran,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,trialLoop.ran,highAmount,finalWinnings,cashBonus,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,logWinningsLoop.ran
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.9377,0,7,7,7,1,14,black.png,"You will again be asked to rate your mood *at that moment* once in a while. 
Use your mouse to move the slider dot to the position that represents how you are feeling.
Let's play!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",,,-29.44444444,4.8562,2.0035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random,FALSE,FALSE,TRUE,0.5,0,0,-2.845820261,-3.2,-6.045820261,-5.097213507,gamble,lose,-6.045820261,-6.045820261,,0,0,0,1,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,bored,"bored, not bored","more bored, less bored",,,-42.03703704,2.8304,2.0013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,happy,"unhappy, happy","less happy, more happy",,,-22.22222222,2.6456,2.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,28,1,-3.2,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random,FALSE,FALSE,TRUE,0.5,0,0,2.262858135,4.862858135,2.6,3.354286045,gamble,win,4.862858135,-1.182962126,,,,,,,0,1,1,14,1,2.6,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",,,-64.44444444,3.1332,2.0044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random,FALSE,FALSE,FALSE,0.5,0,0,-4.243646641,-3,-7.243646641,-5.829097761,gamble,lose,-7.243646641,-8.426608767,,0,0,0,1,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,happy,"unhappy, happy","less happy, more happy",,,-39.25925926,2.9253,2.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,bored,"bored, not bored","more bored, less bored",,,-53.14814815,5.5937,3.6124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,20,1,-3,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random,FALSE,FALSE,TRUE,0.5,0,0,1.166666393,4.966666393,3.8,4.188888798,gamble,win,4.966666393,-3.459942375,,,,,,,0,3,3,16,1,3.8,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",,,-81.48148148,4.8891,2.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random,FALSE,FALSE,TRUE,0.5,0,0,1.463581873,-0.836418127,-2.3,-1.812139376,gamble,win,-0.836418127,-4.296360501,,0,0,0,1,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,happy,"unhappy, happy","less happy, more happy",,,-82.59259259,3.2623,2.0016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,bored,"bored, not bored","more bored, less bored",,,-81.66666667,2.9167,2.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,-2.3,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random,FALSE,FALSE,FALSE,0.5,0,0,-2.698951148,-0.4,-3.098951148,-2.199300766,gamble,lose,-3.098951148,-7.39531165,,,,,,,0,5,5,31,1,-0.4,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random,FALSE,FALSE,TRUE,0.5,0,0,3.593460163,2.093460163,-1.5,-0.302179946,gamble,win,2.093460163,-5.301851487,,,,,,,0,6,6,11,1,-1.5,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,happy,"unhappy, happy","less happy, more happy",,,,,2.0035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random,FALSE,FALSE,FALSE,0.5,0,0,-4.5056491,0.9,-3.6056491,-2.103766067,gamble,lose,-3.6056491,-8.907500587,,0,0,0,0,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,bored,"bored, not bored","more bored, less bored",,,,,2.0019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",,,,,2.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,6,1,0.9,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random,FALSE,FALSE,FALSE,0.5,0,0,-0.826953413,-2.1,-2.926953413,-2.651302276,gamble,lose,-2.926953413,-11.834454,,,,,,,0,8,8,19,1,-2.1,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,happy,"unhappy, happy","less happy, more happy",,,63.14814815,6.259,2.0042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random,FALSE,FALSE,TRUE,0.5,0,0,-3.875534064,0.8,-3.075534064,-1.783689376,gamble,lose,-3.075534064,-14.90998806,,0,0,0,0,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",,,68.7037037,7.3493,2.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,bored,"bored, not bored","more bored, less bored",,,,,2.0016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,23,1,0.8,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random,FALSE,FALSE,FALSE,0.5,0,0,2.851198562,4.851198562,2,2.950399521,gamble,win,4.851198562,-10.0587895,,,,,,,0,10,10,22,1,2,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,bored,"bored, not bored","more bored, less bored",,,72.59259259,6.0739,2.0036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random,FALSE,FALSE,FALSE,0.5,0,0,2.387687572,1.887687572,-0.5,0.295895857,gamble,win,1.887687572,-8.17110193,,0,0,0,2,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,happy,"unhappy, happy","less happy, more happy",,,75,4.0731,2.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",,,,,2.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,8,1,-0.5,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random,FALSE,FALSE,FALSE,0.5,0,0,-2.58078592,3.2,0.61921408,1.479476053,gamble,lose,0.61921408,-7.55188785,,,,,,,0,12,12,18,1,3.2,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random,FALSE,FALSE,TRUE,0.5,0,0,-0.497766674,1.4,0.902233326,1.068155551,gamble,lose,0.902233326,-6.649654524,,,,,,,0,13,13,9,1,1.4,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,happy,"unhappy, happy","less happy, more happy",,,,,2.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random,FALSE,FALSE,TRUE,0.5,0,0,-4.267761517,-2.4,-6.667761517,-5.245174345,gamble,lose,-6.667761517,-13.31741604,,0,0,0,0,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,bored,"bored, not bored","more bored, less bored",,,,,2.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",,,64.07407407,4.101,2.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,10,1,-2.4,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random,FALSE,FALSE,FALSE,0.5,0,0,2.492187518,5.492187518,3,3.830729173,gamble,win,5.492187518,-7.825228523,,,,,,,0,15,15,12,1,3,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,bored,"bored, not bored","more bored, less bored",,,-64.07407407,3.2587,2.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random,FALSE,FALSE,TRUE,0.5,0,0,-1.656972723,-2,-3.656972723,-3.104648482,gamble,lose,-3.656972723,-11.48220125,,0,0,0,2,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,happy,"unhappy, happy","less happy, more happy",,,-69.62962963,2.9154,2.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",,,,,2.0029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,29,1,-2,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random,FALSE,FALSE,TRUE,0.5,0,0,3.789960306,6.589960306,2.8,4.063320102,gamble,win,6.589960306,-4.89224094,,,,,,,0,17,17,30,1,2.8,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random,FALSE,FALSE,TRUE,0.5,0,0,-0.756023619,1.2,0.443976381,0.695984254,gamble,lose,0.443976381,-4.44826456,,,,,,,0,18,18,27,1,1.2,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",,,73.14814815,5.2284,2.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random,FALSE,FALSE,TRUE,0.5,0,0,3.074751763,-0.725248237,-3.8,-2.775082746,gamble,win,-0.725248237,-5.173512797,,0,0,0,1,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,bored,"bored, not bored","more bored, less bored",,,,,2.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,,,,,,,,,,,,,
