getAnswerDur,showChoiceDur,showResultDur,isiDur,itiDur,iriDur,rpeHighMax,rpeLowMax,pCongruent,maxIncongInARow,blockCond,participant,session,condition,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_10.keys,key_resp_10.rt,key_resp_8.keys,key_resp_8.rt,rating_all_t.response,rating_all_t.rt,rating_all_t.tStart,rndRatTrial.thisRepN,rndRatTrial.thisTrialN,rndRatTrial.thisN,rndRatTrial.thisIndex,rndRatTrial.ran,Emo,Labs,Labs2,key_resp_9.keys,key_resp_9.rt,rating_all.response,rating_all.rt,rating_all.tStart,rndRat1.thisRepN,rndRat1.thisTrialN,rndRat1.thisN,rndRat1.thisIndex,rndRat1.ran,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,rating_alt.response,rating_alt.rt,AltC.thisRepN,AltC.thisTrialN,AltC.thisN,AltC.thisIndex,AltC.ran,alt_choices,pic_choices,TopAlt_Choice,rndRat2.thisRepN,rndRat2.thisTrialN,rndRat2.thisN,rndRat2.thisIndex,rndRat2.ran,key_resp_5.keys,key_resp_5.rt,rndRat3.thisRepN,rndRat3.thisTrialN,rndRat3.thisN,rndRat3.thisIndex,rndRat3.ran,key_resp_6.keys,key_resp_6.rt,rating_alt_2.response,rating_alt_2.rt,AltC2.thisRepN,AltC2.thisTrialN,AltC2.thisN,AltC2.thisIndex,AltC2.ran,alt_choices2,pic_choices2,TopAlt_Choice2,rndRat4.thisRepN,rndRat4.thisTrialN,rndRat4.thisN,rndRat4.thisIndex,rndRat4.ran,key_resp_7.keys,key_resp_7.rt,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,instrLoop.ran,currSlide,currImage,currText,OC2Loop.thisRepN,OC2Loop.thisTrialN,OC2Loop.thisN,OC2Loop.thisIndex,OC2Loop.ran,targetHappiness,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,choiceKey.keys,choiceKey.rt,rndRat5.thisRepN,rndRat5.thisTrialN,rndRat5.thisN,rndRat5.thisIndex,rndRat5.ran,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,trialLoop.ran,highAmount,finalWinnings,cashBonus,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,logWinningsLoop.ran
3,4,1,1,2,30,5,0.03,0.7,3,Blocks_RestRandom.xlsx,615e3dff4cd52a82df742634,D0608760-6378-47D3-855D-D67195CCCCEA,0,2023-08-24_12h23.46.276,Pilot_VExplicitOC_RG,2022.2.5,Win32,59.98440405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,615e3dff4cd52a82df742634,D0608760-6378-47D3-855D-D67195CCCCEA,0,2023-08-24_12h23.46.276,Pilot_VExplicitOC_RG,2022.2.5,Win32,59.98440405,space,12.0705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,615e3dff4cd52a82df742634,D0608760-6378-47D3-855D-D67195CCCCEA,0,2023-08-24_12h23.46.276,Pilot_VExplicitOC_RG,2022.2.5,Win32,59.98440405,,,space,10.9732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,615e3dff4cd52a82df742634,D0608760-6378-47D3-855D-D67195CCCCEA,0,2023-08-24_12h23.46.276,Pilot_VExplicitOC_RG,2022.2.5,Win32,59.98440405,,,,,space,6.0232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,615e3dff4cd52a82df742634,D0608760-6378-47D3-855D-D67195CCCCEA,0,2023-08-24_12h23.46.276,Pilot_VExplicitOC_RG,2022.2.5,Win32,59.98440405,,,,,,,75.37036472,3.9462,2.0108,0,0,0,0,1,happy,"unhappy, happy","less happy, more happy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,615e3dff4cd52a82df742634,D0608760-6378-47D3-855D-D67195CCCCEA,0,2023-08-24_12h23.46.276,Pilot_VExplicitOC_RG,2022.2.5,Win32,59.98440405,,,,,,,84.81482047,3.7482,2.0004,0,1,1,1,1,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,615e3dff4cd52a82df742634,D0608760-6378-47D3-855D-D67195CCCCEA,0,2023-08-24_12h23.46.276,Pilot_VExplicitOC_RG,2022.2.5,Win32,59.98440405,,,,,,,12.03703704,4.7881,2.0074,0,2,2,2,1,bored,"bored, not bored","more bored, less bored",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,615e3dff4cd52a82df742634,D0608760-6378-47D3-855D-D67195CCCCEA,0,2023-08-24_12h23.46.276,Pilot_VExplicitOC_RG,2022.2.5,Win32,59.98440405,,,,,,,,,,,,,,,,,,space,3.6666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,615e3dff4cd52a82df742634,D0608760-6378-47D3-855D-D67195CCCCEA,0,2023-08-24_12h23.46.276,Pilot_VExplicitOC_RG,2022.2.5,Win32,59.98440405,,,,,,,,,,,,,,,happy,"unhappy, happy","less happy, more happy",,,25,3.2942,2.0075,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,615e3dff4cd52a82df742634,D0608760-6378-47D3-855D-D67195CCCCEA,0,2023-08-24_12h23.46.276,Pilot_VExplicitOC_RG,2022.2.5,Win32,59.98440405,,,,,,,,,,,,,,,bored,"bored, not bored","more bored, less bored",,,-20.74073509,3.3877,2.0001,0,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,615e3dff4cd52a82df742634,D0608760-6378-47D3-855D-D67195CCCCEA,0,2023-08-24_12h23.46.276,Pilot_VExplicitOC_RG,2022.2.5,Win32,59.98440405,,,,,,,,,,,,,,,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",,,41.48148431,3.9373,2.0001,0,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,615e3dff4cd52a82df742634,D0608760-6378-47D3-855D-D67195CCCCEA,0,2023-08-24_12h23.46.276,Pilot_VExplicitOC_RG,2022.2.5,Win32,59.98440405,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,14.3981,space,4.9186,24.62963528,4.3488,0,0,0,0,1,rest (looking at a fixed cross),001.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,615e3dff4cd52a82df742634,D0608760-6378-47D3-855D-D67195CCCCEA,0,2023-08-24_12h23.46.276,Pilot_VExplicitOC_RG,2022.2.5,Win32,59.98440405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28.7037037,2.7984,0,1,1,1,1,stand up,002.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,615e3dff4cd52a82df742634,D0608760-6378-47D3-855D-D67195CCCCEA,0,2023-08-24_12h23.46.276,Pilot_VExplicitOC_RG,2022.2.5,Win32,59.98440405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.88888889,1.8388,0,2,2,2,1,stretch,003.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,615e3dff4cd52a82df742634,D0608760-6378-47D3-855D-D67195CCCCEA,0,2023-08-24_12h23.46.276,Pilot_VExplicitOC_RG,2022.2.5,Win32,59.98440405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.85185044,2.5456,0,3,3,3,1,make a drink,004.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,615e3dff4cd52a82df742634,D0608760-6378-47D3-855D-D67195CCCCEA,0,2023-08-24_12h23.46.276,Pilot_VExplicitOC_RG,2022.2.5,Win32,59.98440405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.85186881,2.1226,0,4,4,4,1,scroll social media,005.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,615e3dff4cd52a82df742634,D0608760-6378-47D3-855D-D67195CCCCEA,0,2023-08-24_12h23.46.276,Pilot_VExplicitOC_RG,2022.2.5,Win32,59.98440405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.85184903,1.6486,0,5,5,5,1,listen to music,006.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,615e3dff4cd52a82df742634,D0608760-6378-47D3-855D-D67195CCCCEA,0,2023-08-24_12h23.46.276,Pilot_VExplicitOC_RG,2022.2.5,Win32,59.98440405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.85185185,1.5595,0,6,6,6,1,daydream,007.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,615e3dff4cd52a82df742634,D0608760-6378-47D3-855D-D67195CCCCEA,0,2023-08-24_12h23.46.276,Pilot_VExplicitOC_RG,2022.2.5,Win32,59.98440405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.85185185,1.1928,0,7,7,7,1,watch a short animation,008.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,615e3dff4cd52a82df742634,D0608760-6378-47D3-855D-D67195CCCCEA,0,2023-08-24_12h23.46.276,Pilot_VExplicitOC_RG,2022.2.5,Win32,59.98440405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.85185185,0.9647,0,8,8,8,1,read a novel,009.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,615e3dff4cd52a82df742634,D0608760-6378-47D3-855D-D67195CCCCEA,0,2023-08-24_12h23.46.276,Pilot_VExplicitOC_RG,2022.2.5,Win32,59.98440405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.85185185,1.1905,0,9,9,9,1,read the news,010.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,615e3dff4cd52a82df742634,D0608760-6378-47D3-855D-D67195CCCCEA,0,2023-08-24_12h23.46.276,Pilot_VExplicitOC_RG,2022.2.5,Win32,59.98440405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.85185185,0.8896,0,10,10,10,1,gambling game,011.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
