"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.k5rb","randomiser.rz7w","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day.Quantised","Random_ID"
"1",1727796642491,"01/10/2024 15:30:42",1727800242491,1,"01/10/2024 17:30:42",187387,10,"questionnaire-qxhw",NA,40379679,11784102,NA,"complete",NA,"66fc13aaab9da3b917869a5b","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x812",NA,NA,0,"Attention Check 2",2,"In","CDBEAFKGJHI",NA,"In","MH_OCT","seq3","1-0","1","MDPRF52805"
"1",1727796698579,"01/10/2024 15:31:38",1727800298579,1,"01/10/2024 17:31:38",187387,10,"questionnaire-qxhw",NA,40379729,11784098,NA,"complete",NA,"66fc133637854a1a1141fc47","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1280x720","1280x585",NA,NA,0,"Attention Check 2",2,"In","BCADKEJFIGH",NA,"In","HM_OCT","seq2","1-0","1","MDPRF12149"
"1",1727796737199,"01/10/2024 15:32:17",1727800337199,1,"01/10/2024 17:32:17",187387,10,"questionnaire-qxhw",NA,40379751,11784125,NA,"complete",NA,"66fc137d8f43f378b78c4266","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 128.0.0.0","1280x720","1280x585",NA,NA,0,"Attention Check 2",2,"In","FGEHDICJBKA",NA,"In","MH_OCT","seq3","1-0","1","MDPRF22506"
"1",1727796845259,"01/10/2024 15:34:05",1727800445259,1,"01/10/2024 17:34:05",187387,10,"questionnaire-qxhw",NA,40379828,11784107,NA,"complete",NA,"66fc13bc0ba5d6f850803e1b","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x799",NA,NA,0,"Attention Check 2",2,"In","DECFBGAHKIJ",NA,"In","HM_OCT","seq1","1-0","1","MDPRF85491"
"1",1727796877732,"01/10/2024 15:34:37",1727800477732,1,"01/10/2024 17:34:37",187387,10,"questionnaire-qxhw",NA,40379851,11784130,NA,"complete",NA,"66fc1495b57242f3986b9937","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1739x979","1740x857",NA,NA,0,"Attention Check 2",2,"In","GHFIEJDKCAB",NA,"In","HM_OCT","seq5","1-0","1","MDPRF10707"
"1",1727796938548,"01/10/2024 15:35:38",1727800538548,1,"01/10/2024 17:35:38",187387,10,"questionnaire-qxhw",NA,40379885,11784136,NA,"complete",NA,"66fc1411657c9ac37b29c67b","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1280x800","1280x665",NA,NA,0,"Attention Check 2",2,"In","HIGJFKEADBC",NA,"In","MH_OCT","seq1","1-0","1","MDPRF97151"
"1",1727796932045,"01/10/2024 15:35:32",1727800532045,1,"01/10/2024 17:35:32",187387,10,"questionnaire-qxhw",NA,40379891,11784160,NA,"complete",NA,"66fc1569127d02b7de803e80","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1536x864","1536x695",NA,NA,0,"Attention Check 2",2,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq4","1-0","1","MDPRF56772"
"1",1727797202787,"01/10/2024 15:40:02",1727800802787,1,"01/10/2024 17:40:02",187387,10,"questionnaire-qxhw",NA,40380092,11784193,NA,"complete",NA,"66fc163b9fb094833dc22423","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1440x900","1440x812",NA,NA,0,"Attention Check 2",2,"In","EFDGCHBIAJK",NA,"In","HM_OCT","seq1","1-0","1","MDPRF40116"
"1",1727797210907,"01/10/2024 15:40:10",1727782810907,-4,"01/10/2024 07:40:10",187387,10,"questionnaire-qxhw",NA,40380094,11784140,NA,"complete",NA,"66fc14e0102241d80da23cd4","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1920x1080","1920x911",NA,NA,0,"Attention Check 2",2,"In","JKIAHBGCFDE",NA,"In","MH_OCT","seq4","1-0","1","MDPRF57043"
"1",1727797211193,"01/10/2024 15:40:11",1727800811193,1,"01/10/2024 17:40:11",187387,10,"questionnaire-qxhw",NA,40380100,11784168,NA,"complete",NA,"66fc157e08f9211478e4591e","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 128.0.0.0","1600x900","1601x766",NA,NA,0,"Attention Check 2",2,"In","DECFBGAHKIJ",NA,"In","HM_OCT","seq2","1-0","1","MDPRF99843"
"1",1727797286765,"01/10/2024 15:41:26",1727800886765,1,"01/10/2024 17:41:26",187387,10,"questionnaire-qxhw",NA,40380164,11784147,NA,"complete",NA,"66fc13588e054dc79adfe228","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1531x861","1124x612",NA,NA,0,"Attention Check 2",2,"In","IJHKGAFBECD",NA,"In","HM_OCT","seq3","1-0","1","MDPRF08332"
"1",1727797291854,"01/10/2024 15:41:31",1727800891854,1,"01/10/2024 17:41:31",187387,10,"questionnaire-qxhw",NA,40380168,11784155,NA,"complete",NA,"66fc153789f0571b5289e5e9","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1792x1120","1792x998",NA,NA,0,"Attention Check 2",2,"In","CDBEAFKGJHI",NA,"In","MH_OCT","seq2","1-0","1","MDPRF98699"
"1",1727797374978,"01/10/2024 15:42:54",1727800974978,1,"01/10/2024 17:42:54",187387,10,"questionnaire-qxhw",NA,40380255,11784206,NA,"complete",NA,"66fc164abe52cfeff935d004","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1504x1003","1504x868",NA,NA,0,"Attention Check 2",2,"In","HIGJFKEADBC",NA,"In","MH_OCT","seq5","1-0","1","MDPRF31901"
"1",1727797399601,"01/10/2024 15:43:19",1727800999601,1,"01/10/2024 17:43:19",187387,10,"questionnaire-qxhw",NA,40380283,11784212,NA,"complete",NA,"66fc16d65f10eb8b213c4767","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1728x1117","1728x882",NA,NA,0,"Attention Check 2",2,"In","KAJBICHDGEF",NA,"In","HM_OCT","seq3","1-0","1","MDPRF63588"
"1",1727797482581,"01/10/2024 15:44:42",1727801082581,1,"01/10/2024 17:44:42",187387,10,"questionnaire-qxhw",NA,40380337,11784204,NA,"complete",NA,"66fc1666ef19e13e0f829228","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1920x1080","1920x991",NA,NA,0,"Attention Check 2",2,"In","IJHKGAFBECD",NA,"In","HM_OCT","seq2","1-0","1","MDPRF76708"
"1",1727797538816,"01/10/2024 15:45:38",1727801138816,1,"01/10/2024 17:45:38",187387,10,"questionnaire-qxhw",NA,40380382,11784152,NA,"complete",NA,"66fc152df79ac406f0488d6b","computer","Desktop or Laptop","Windows 10","Chrome 128.0.0.0","1280x720","1280x585",NA,NA,0,"Attention Check 2",2,"In","ABKCJDIEHFG",NA,"In","MH_OCT","seq4","1-0","1","MDPRF82423"
"1",1727797570329,"01/10/2024 15:46:10",1727801170329,1,"01/10/2024 17:46:10",187387,10,"questionnaire-qxhw",NA,40380413,11784141,NA,"complete",NA,"66fc14e9a63cf9003205c487","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1440x900","1440x778",NA,NA,0,"Attention Check 2",2,"In","KAJBICHDGEF",NA,"In","HM_OCT","seq3","1-0","1","MDPRF71082"
"1",1727797577515,"01/10/2024 15:46:17",1727801177515,1,"01/10/2024 17:46:17",187387,10,"questionnaire-qxhw",NA,40380419,11784223,NA,"complete",NA,"66fc16a297e9d16b0585bf4b","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 128.0.0.0","1366x768","1366x633",NA,NA,0,"Attention Check 2",2,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq5","1-0","1","MDPRF59051"
"1",1727797591157,"01/10/2024 15:46:31",1727801191157,1,"01/10/2024 17:46:31",187387,10,"questionnaire-qxhw",NA,40380433,11784195,NA,"complete",NA,"66fc16425f593ebf3d6359b6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1680x1050","1660x1005",NA,NA,0,"Attention Check 2",2,"In","FGEHDICJBKA",NA,"In","HM_OCT","seq3","1-0","1","MDPRF98287"
"1",1727797648483,"01/10/2024 15:47:28",1727801248483,1,"01/10/2024 17:47:28",187387,10,"questionnaire-qxhw",NA,40380485,11784221,NA,"complete",NA,"66fc15c4f6d4acdc5fe80f6d","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1536x864","1536x695",NA,NA,0,"Attention Check 2",2,"In","ABKCJDIEHFG",NA,"In","MH_OCT","seq1","1-0","1","MDPRF75040"
"1",1727797720465,"01/10/2024 15:48:40",1727801320465,1,"01/10/2024 17:48:40",187387,10,"questionnaire-qxhw",NA,40380535,11784233,NA,"complete",NA,"66fc16628f43f378b78c4362","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1536x864","1536x695",NA,NA,0,"Attention Check 2",2,"In","CDBEAFKGJHI",NA,"In","HM_OCT","seq4","1-0","1","MDPRF26282"
"1",1727797740669,"01/10/2024 15:49:00",1727801340669,1,"01/10/2024 17:49:00",187387,10,"questionnaire-qxhw",NA,40380557,11784203,NA,"complete",NA,"66fc1662ead54fa37bbe787f","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x812",NA,NA,0,"Attention Check 2",2,"In","GHFIEJDKCAB",NA,"In","MH_OCT","seq5","1-0","1","MDPRF39858"
"1",1727797873062,"01/10/2024 15:51:13",1727801473062,1,"01/10/2024 17:51:13",187387,10,"questionnaire-qxhw",NA,40380678,11784209,NA,"complete",NA,"66fc156f0c15e273dcf0f18b","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x551",NA,NA,0,"Attention Check 2",2,"In","JKIAHBGCFDE",NA,"In","MH_OCT","seq1","1-0","1","MDPRF21747"
"1",1727797884616,"01/10/2024 15:51:24",1727801484616,1,"01/10/2024 17:51:24",187387,10,"questionnaire-qxhw",NA,40380701,11784250,NA,"complete",NA,"66fc1812126c21197675e017","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1920x1080","1920x953",NA,NA,0,"Attention Check 2",2,"In","EFDGCHBIAJK",NA,"In","HM_OCT","seq2","1-0","1","MDPRF75810"
"1",1727797959702,"01/10/2024 15:52:39",1727801559702,1,"01/10/2024 17:52:39",187387,10,"questionnaire-qxhw",NA,40380753,11784248,NA,"complete",NA,"66fc18104af948a563ac7716","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 128.0.0.0","1536x864","1536x730",NA,NA,0,"Attention Check 2",2,"In","FGEHDICJBKA",NA,"In","MH_OCT","seq1","1-0","1","MDPRF59462"
