"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.k5rb","randomiser.rz7w","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day.Quantised","Random_ID"
"1",1727694612884,"30/09/2024 11:10:12",1727698212884,1,"30/09/2024 13:10:12",187387,10,"questionnaire-qxhw",NA,40345650,11776160,NA,"complete",NA,"66fa84d61296466d48fd6112","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1920x1080","1920x957",NA,NA,0,"Attention Check 2",2,"In","BCADKEJFIGH",NA,"In","HM_OCT","seq3","1-0","1","MDPRF54499"
"1",1727694739185,"30/09/2024 11:12:19",1727698339185,1,"30/09/2024 13:12:19",187387,10,"questionnaire-qxhw",NA,40345685,11776168,NA,"complete",NA,"66fa851e2e8bc46115f57fdc","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 128.0.0.0","1706x959","1706x791",NA,NA,0,"Attention Check 2",2,"In","ABKCJDIEHFG",NA,"In","MH_OCT","seq2","1-0","1","MDPRF93290"
"1",1727695158088,"30/09/2024 11:19:18",1727698758088,1,"30/09/2024 13:19:18",187387,10,"questionnaire-qxhw",NA,40345792,11776171,NA,"complete",NA,"66fa850eb54aee7b6b260f66","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1280x720","1280x551",NA,NA,0,"Attention Check 2",2,"In","DECFBGAHKIJ",NA,"In","MH_OCT","seq1","1-0","1","MDPRF97544"
"1",1727695380819,"30/09/2024 11:23:00",1727698980819,1,"30/09/2024 13:23:00",187387,10,"questionnaire-qxhw",NA,40345869,11776167,NA,"complete",NA,"66fa84a3a793e074fd93de5d","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1680x1050","1680x962",NA,NA,0,"Attention Check 2",2,"In","EFDGCHBIAJK",NA,"In","HM_OCT","seq4","1-0","1","MDPRF98418"
"1",1727695519123,"30/09/2024 11:25:19",1727699119123,1,"30/09/2024 13:25:19",187387,10,"questionnaire-qxhw",NA,40345906,11776288,NA,"complete",NA,"66fa88191ca7e364a290870b","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1920x1080","1920x945",NA,NA,0,"Attention Check 2",2,"In","GHFIEJDKCAB",NA,"In","MH_OCT","seq5","1-0","1","MDPRF65725"
"1",1727696484401,"30/09/2024 11:41:24",1727700084401,1,"30/09/2024 13:41:24",187387,10,"questionnaire-qxhw",NA,40346147,11776295,NA,"complete",NA,"66fa86c40a72d5544488a29e","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1366x768","1242x583",NA,NA,0,"Attention Check 2",2,"In","HIGJFKEADBC",NA,"In","HM_OCT","seq3","1-0","1","MDPRF06113"
"1",1727696852276,"30/09/2024 11:47:32",1727682452276,-4,"30/09/2024 03:47:32",187387,10,"questionnaire-qxhw",NA,40346287,11776300,NA,"complete",NA,"66fa886cefd68e0fa5547dae","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1536x864","1536x730",NA,NA,0,"Attention Check 2",2,"In","IJHKGAFBECD",NA,"In","MH_OCT","seq5","1-0","1","MDPRF91204"
"1",1727702771599,"30/09/2024 13:26:11",1727706371599,1,"30/09/2024 15:26:11",187387,10,"questionnaire-qxhw",NA,40347706,11776807,NA,"complete",NA,"66faa460e3fd478ac533a753","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1440x900","1440x778",NA,NA,0,"Attention Check 2",2,"In","KAJBICHDGEF",NA,"In","MH_OCT","seq2","1-0","1","MDPRF34773"
"1",1727776279673,"01/10/2024 09:51:19",1727779879673,1,"01/10/2024 11:51:19",187387,10,"questionnaire-qxhw",NA,40368381,11781313,NA,"complete",NA,"66fbc418d94a5938dfa6cf8e","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","2560x1440","2560x1313",NA,NA,0,"Attention Check 2",2,"In","DECFBGAHKIJ",NA,"In","HM_OCT","seq4","1-0","1","MDPRF20632"
"1",1727776382014,"01/10/2024 09:53:02",1727779982014,1,"01/10/2024 11:53:02",187387,10,"questionnaire-qxhw",NA,40368502,11781292,NA,"complete",NA,"66fbc40e4d79b544383e1715","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1920x1080","1920x919",NA,NA,0,"Attention Check 2",2,"In","CDBEAFKGJHI",NA,"In","HM_OCT","seq2","1-0","1","MDPRF82071"
"1",1727776423459,"01/10/2024 09:53:43",1727780023459,1,"01/10/2024 11:53:43",187387,10,"questionnaire-qxhw",NA,40368542,11781285,NA,"complete",NA,"66fbc3d59c3d817f6a6b8e48","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1536x864","1536x695",NA,NA,0,"Attention Check 2",2,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq2","1-0","1","MDPRF68935"
"1",1727776459483,"01/10/2024 09:54:19",1727780059483,1,"01/10/2024 11:54:19",187387,10,"questionnaire-qxhw",NA,40368580,11781284,NA,"complete",NA,"66fbc3f43022804c38d5a59d","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x778",NA,NA,0,"Attention Check 2",2,"In","ABKCJDIEHFG",NA,"In","MH_OCT","seq1","1-0","1","MDPRF69504"
"1",1727776536243,"01/10/2024 09:55:36",1727780136243,1,"01/10/2024 11:55:36",187387,10,"questionnaire-qxhw",NA,40368641,11781331,NA,"complete",NA,"66fbc4e3323d0878876b8e7e","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1536x864","1536x695",NA,NA,0,"Attention Check 2",2,"In","EFDGCHBIAJK",NA,"In","HM_OCT","seq3","1-0","1","MDPRF53295"
"1",1727776737276,"01/10/2024 09:58:57",1727780337276,1,"01/10/2024 11:58:57",187387,10,"questionnaire-qxhw",NA,40368800,11781342,NA,"complete",NA,"66fbc58352a67082b2d5a616","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1536x864","1536x864",NA,NA,0,"Attention Check 2",2,"In","FGEHDICJBKA",NA,"In","HM_OCT","seq5","1-0","1","MDPRF16980"
"1",1727776944664,"01/10/2024 10:02:24",1727780544664,1,"01/10/2024 12:02:24",187387,10,"questionnaire-qxhw",NA,40368907,11781364,NA,"complete",NA,"66fbc610d97ec9396dca9ae7","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1470x956","1200x732",NA,NA,0,"Attention Check 2",2,"In","IJHKGAFBECD",NA,"In","HM_OCT","seq5","1-0","1","MDPRF65723"
"1",1727776948323,"01/10/2024 10:02:28",1727780548323,1,"01/10/2024 12:02:28",187387,10,"questionnaire-qxhw",NA,40368909,11781408,NA,"complete",NA,"66fbc6ecdc4444c5e5b76082","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1536x864","1536x742",NA,NA,0,"Attention Check 2",2,"In","CDBEAFKGJHI",NA,"In","MH_OCT","seq5","1-0","1","MDPRF45254"
"1",1727777041883,"01/10/2024 10:04:01",1727780641883,1,"01/10/2024 12:04:01",187387,10,"questionnaire-qxhw",NA,40368966,11781402,NA,"complete",NA,"66fbc3fd95f652baf0c00330","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1280x720","1280x585",NA,NA,0,"Attention Check 2",2,"In","ABKCJDIEHFG",NA,"In","MH_OCT","seq2","1-0","1","MDPRF84235"
"1",1727777062054,"01/10/2024 10:04:22",1727780662054,1,"01/10/2024 12:04:22",187387,10,"questionnaire-qxhw",NA,40368984,11781395,NA,"complete",NA,"66fbc60f6b27efb75f5be50c","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1920x1080","1920x919",NA,NA,0,"Attention Check 2",2,"In","KAJBICHDGEF",NA,"In","MH_OCT","seq4","1-0","1","MDPRF31511"
"1",1727777068906,"01/10/2024 10:04:28",1727780668906,1,"01/10/2024 12:04:28",187387,10,"questionnaire-qxhw",NA,40368989,11781392,NA,"complete",NA,"66fbc656fceef059380137a8","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1512x982","1512x773",NA,NA,0,"Attention Check 2",2,"In","JKIAHBGCFDE",NA,"In","HM_OCT","seq3","1-0","1","MDPRF51338"
"1",1727777209854,"01/10/2024 10:06:49",1727780809854,1,"01/10/2024 12:06:49",187387,10,"questionnaire-qxhw",NA,40369081,11781439,NA,"complete",NA,"66fbc78eebebaee0d0e67823","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 126.0.0.0","1366x768","1366x633",NA,NA,0,"Attention Check 2",2,"In","FGEHDICJBKA",NA,"In","HM_OCT","seq1","1-0","1","MDPRF93913"
"1",1727777285233,"01/10/2024 10:08:05",1727780885233,1,"01/10/2024 12:08:05",187387,10,"questionnaire-qxhw",NA,40369117,11781409,NA,"complete",NA,"66fbc6b231076f4efe4a6b71","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1280x720","1280x551",NA,NA,0,"Attention Check 2",2,"In","DECFBGAHKIJ",NA,"In","MH_OCT","seq1","1-0","1","MDPRF55920"
"1",1727777339992,"01/10/2024 10:08:59",1727780939992,1,"01/10/2024 12:08:59",187387,10,"questionnaire-qxhw",NA,40369164,11781433,NA,"complete",NA,"66fbc7565bc026507baccafd","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","2560x1440","2560x1313",NA,NA,0,"Attention Check 2",2,"In","EFDGCHBIAJK",NA,"In","MH_OCT","seq3","1-0","1","MDPRF93965"
"1",1727777376626,"01/10/2024 10:09:36",1727780976626,1,"01/10/2024 12:09:36",187387,10,"questionnaire-qxhw",NA,40369187,11781377,NA,"complete",NA,"66fbc61bf3a3661b5f5baf08","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1470x956","1470x798",NA,NA,0,"Attention Check 2",2,"In","HIGJFKEADBC",NA,"In","HM_OCT","seq2","1","2","MDPRF51886"
"1",1727777386877,"01/10/2024 10:09:46",1727780986877,1,"01/10/2024 12:09:46",187387,10,"questionnaire-qxhw",NA,40369190,11781449,NA,"complete",NA,"66fbc7f480616804a5d0d535","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1300x731","1300x580",NA,NA,0,"Attention Check 2",2,"In","HIGJFKEADBC",NA,"In","HM_OCT","seq5","1-0","1","MDPRF56140"
"1",1727777515838,"01/10/2024 10:11:55",1727781115838,1,"01/10/2024 12:11:55",187387,10,"questionnaire-qxhw",NA,40369325,11781403,NA,"complete",NA,"66fbc688a823e262d135a76c","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1280x720","1280x551",NA,NA,0,"Attention Check 2",2,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq4","1-0","1","MDPRF93384"
"1",1727777773441,"01/10/2024 10:16:13",1727781373441,1,"01/10/2024 12:16:13",187387,10,"questionnaire-qxhw",NA,40369540,11781453,NA,"complete",NA,"66fbc7ff987cf0579621871f","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1707x960","1707x791",NA,NA,0,"Attention Check 2",2,"In","IJHKGAFBECD",NA,"In","MH_OCT","seq4","1-0","1","MDPRF36144"
"1",1727777862470,"01/10/2024 10:17:42",1727781462470,1,"01/10/2024 12:17:42",187387,10,"questionnaire-qxhw",NA,40369601,11781437,NA,"complete",NA,"66fbc6f7a664767cba4cb737","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1728x1117","1728x958",NA,NA,0,"Attention Check 2",2,"In","GHFIEJDKCAB",NA,"In","MH_OCT","seq4","1-0","1","MDPRF43675"
"1",1727777869104,"01/10/2024 10:17:49",1727781469104,1,"01/10/2024 12:17:49",187387,10,"questionnaire-qxhw",NA,40369602,11781488,NA,"complete",NA,"66fbc9907c7da77e60185c0b","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1440x900","1440x812",NA,NA,0,"Attention Check 2",2,"In","ABKCJDIEHFG",NA,"In","HM_OCT","seq3","1-0","1","MDPRF11650"
"1",1727777891925,"01/10/2024 10:18:11",1727781491925,1,"01/10/2024 12:18:11",187387,10,"questionnaire-qxhw",NA,40369617,11781494,NA,"complete",NA,"66fbc9ea0c4936d912036f24","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x778",NA,NA,0,"Attention Check 2",2,"In","CDBEAFKGJHI",NA,"In","MH_OCT","seq3","1-0","1","MDPRF25901"
"1",1727777893977,"01/10/2024 10:18:13",1727781493977,1,"01/10/2024 12:18:13",187387,10,"questionnaire-qxhw",NA,40369618,11781533,NA,"complete",NA,"66fbc8aa248c042b63095a59","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x788",NA,NA,0,"Attention Check 2",2,"In","DECFBGAHKIJ",NA,"In","HM_OCT","seq5","1-0","1","MDPRF99900"
"1",1727778033728,"01/10/2024 10:20:33",1727781633728,1,"01/10/2024 12:20:33",187387,10,"questionnaire-qxhw",NA,40369675,11781484,NA,"complete",NA,"66fbc6d2904225e7f7046fe6","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1920x1080","1334x868",NA,NA,0,"Attention Check 2",2,"In","KAJBICHDGEF",NA,"In","HM_OCT","seq1","1-0","1","MDPRF74611"
"1",1727778281241,"01/10/2024 10:24:41",1727781881241,1,"01/10/2024 12:24:41",187387,10,"questionnaire-qxhw",NA,40369818,11781491,NA,"complete",NA,"66fbc9e19bba5b9cbed4d4bb","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","2048x1152","1259x1025",NA,NA,0,"Attention Check 2",2,"In","BCADKEJFIGH",NA,"In","HM_OCT","seq1","1-0","1","MDPRF93027"
"1",1727778728051,"01/10/2024 10:32:08",1727782328051,1,"01/10/2024 12:32:08",187387,10,"questionnaire-qxhw",NA,40370028,11781485,NA,"complete",NA,"66fbc7ac275a543b099dbb8e","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1536x864","1536x703",NA,NA,0,"Attention Check 2",2,"In","FGEHDICJBKA",NA,"In","HM_OCT","seq5","1-0","1","MDPRF82114"
"1",1727778947347,"01/10/2024 10:35:47",1727782547347,1,"01/10/2024 12:35:47",187387,10,"questionnaire-qxhw",NA,40370106,11781652,NA,"complete",NA,"66fbcabb8ba1d400e8c0e32f","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1920x1080","1920x911",NA,NA,0,"Attention Check 2",2,"In","IJHKGAFBECD",NA,"In","MH_OCT","seq4","1-0","1","MDPRF00542"
"1",1727779516589,"01/10/2024 10:45:16",1727783116589,1,"01/10/2024 12:45:16",187387,10,"questionnaire-qxhw",NA,40370469,11781648,NA,"complete",NA,"66fbcecb180340d24934e5ce","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1710x1107","1710x890",NA,NA,0,"Attention Check 2",2,"In","HIGJFKEADBC",NA,"In","HM_OCT","seq2","1-0","1","MDPRF49129"
"1",1727796268294,"01/10/2024 15:24:28",1727799868294,1,"01/10/2024 17:24:28",187387,10,"questionnaire-qxhw",NA,40379450,11784045,NA,"complete",NA,"66fc11feab8f800a81173b1e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1512x982","1339x747",NA,NA,0,"Attention Check 2",2,"In","JKIAHBGCFDE",NA,"In","HM_OCT","seq5","1-0","1","MDPRF62253"
"1",1727796484841,"01/10/2024 15:28:04",1727800084841,1,"01/10/2024 17:28:04",187387,10,"questionnaire-qxhw",NA,40379576,11784082,NA,"complete",NA,"66fc13100ba5d6f850803df9","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1920x1080","1920x919",NA,NA,0,"Attention Check 2",2,"In","KAJBICHDGEF",NA,"In","MH_OCT","seq4","1-0","1","MDPRF68541"
