"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.k5rb","randomiser.rz7w","Consent.Form.object.2.I.have.read.and.understood.the.information.sheet.and.hereby.give.my.consent.to.take.part.in.this.experiment.in.full.knowledge.that.data.is.being.recorded...I.Agree.","Consent.Form.object.2.I.have.read.the.information.above.and.understand.I.can.email.the.researchers.with.any.questions...I.Agree.","Consent.Form.object.2.I.consent.to.the.collection.of.the.following.types.of.research.data..Mental.health.questionnaires.and.performance.on.computerised.tasks...I.Agree.","Consent.Form.object.2.I.understand.that.no.identifiable.personal.information.will.be.collected.and.that.my.data.will.be.stored.securely...I.Agree.","Consent.Form.object.2.I.understand.that.participation.is.completely.voluntary.and.that.I.can.withdraw.at.any.point.without.giving.any.reason.and.without.any.penalty..simply.by.closing.my.browser...I.Agree.","Consent.Form.object.2.I.understand.that.confidentiality.will.be.strictly.adhered.to.and.it.will.not.be.possible.to.identify.me.in.any.publications.or.presentations..I.understand.that.such.confidentiality.is.limited.if.evidence.of.wrongdoing.or.potential.harm.is.uncovered..In.such.cases.the.researcher.may.be.obliged.to.contact.relevant.statutory.bodies.agencies...I.Agree.","Consent.Form.object.2.I.understand.the.benefits.of.participating.as.stated.in.the.Information.Sheet..including.the.receipt.of.financial.compensation.at.the.rate.of..9.per.hour...I.Agree.","Consent.Form.object.2.I.understand.that.only.fully.anonymised.research.data.from.the.study.will.be.presented..published.or.archived.in.an.open.access.repository..which.might.be.used.for.future.analysis.by.other.researchers.not.connected.with.UCL...I.Agree.","Consent.Form.object.2.I.hereby.confirm.that.I.am.aged.18.25..speak.fluent.English..and.have.a.good.internet.connection...I.Agree.","Consent.Form.object.2.I.consent.to.take.part.in.the.study...I.Agree.","Random_ID"
"1",1727775757174,"01/10/2024 09:42:37",1727779357174,1,"01/10/2024 11:42:37",187387,10,"questionnaire-1tsk",NA,40368085,11781284,NA,"complete",NA,"66fbc3f43022804c38d5a59d","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x778",NA,NA,0,"Consent",12,"In","ABKCJDIEHFG",NA,"In","MH_OCT","seq1","1","1","1","1","1","1","1","1","1","1","MDPRF69504"
"1",1727775769444,"01/10/2024 09:42:49",1727779369444,1,"01/10/2024 11:42:49",187387,10,"questionnaire-1tsk",NA,40368089,11781285,NA,"complete",NA,"66fbc3d59c3d817f6a6b8e48","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1536x864","1536x695",NA,NA,0,"Consent",12,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq2","1","1","1","1","1","1","1","1","1","1","MDPRF68935"
"1",1727775783967,"01/10/2024 09:43:03",1727779383967,1,"01/10/2024 11:43:03",187387,10,"questionnaire-1tsk",NA,40368101,11781292,NA,"complete",NA,"66fbc40e4d79b544383e1715","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1920x1080","1920x919",NA,NA,0,"Consent",12,"In","CDBEAFKGJHI",NA,"In","HM_OCT","seq2","1","1","1","1","1","1","1","1","1","1","MDPRF82071"
"1",1727775914668,"01/10/2024 09:45:14",1727779514668,1,"01/10/2024 11:45:14",187387,10,"questionnaire-1tsk",NA,40368168,11781313,NA,"complete",NA,"66fbc418d94a5938dfa6cf8e","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","2560x1440","2560x1313",NA,NA,0,"Consent",12,"In","DECFBGAHKIJ",NA,"In","HM_OCT","seq4","1","1","1","1","1","1","1","1","1","1","MDPRF20632"
"1",1727776034763,"01/10/2024 09:47:14",1727779634763,1,"01/10/2024 11:47:14",187387,10,"questionnaire-1tsk",NA,40368241,11781331,NA,"complete",NA,"66fbc4e3323d0878876b8e7e","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1536x864","1536x695",NA,NA,0,"Consent",12,"In","EFDGCHBIAJK",NA,"In","HM_OCT","seq3","1","1","1","1","1","1","1","1","1","1","MDPRF53295"
"1",1727776145296,"01/10/2024 09:49:05",1727779745296,1,"01/10/2024 11:49:05",187387,10,"questionnaire-1tsk",NA,40368295,11781342,NA,"complete",NA,"66fbc58352a67082b2d5a616","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1536x864","1536x742",NA,NA,0,"Consent",12,"In","FGEHDICJBKA",NA,"In","HM_OCT","seq5","1","1","1","1","1","1","1","1","1","1","MDPRF16980"
"1",1727776244099,"01/10/2024 09:50:44",1727779844099,1,"01/10/2024 11:50:44",187387,10,"questionnaire-1tsk",NA,40368353,11781354,NA,"complete",NA,"66fbc4a04ff324a5862fbda2","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x812",NA,NA,0,"Consent",12,"In","GHFIEJDKCAB",NA,"In","HM_OCT","seq1","1","1","1","1","1","1","1","1","1","1","MDPRF45341"
"1",1727776286075,"01/10/2024 09:51:26",1727779886075,1,"01/10/2024 11:51:26",187387,10,"questionnaire-1tsk",NA,40368388,11781364,NA,"complete",NA,"66fbc610d97ec9396dca9ae7","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1470x956","1200x732",NA,NA,0,"Consent",12,"In","IJHKGAFBECD",NA,"In","HM_OCT","seq5","1","1","1","1","1","1","1","1","1","1","MDPRF65723"
"1",1727776314918,"01/10/2024 09:51:54",1727779914918,1,"01/10/2024 11:51:54",187387,10,"questionnaire-1tsk",NA,40368423,11781377,NA,"complete",NA,"66fbc61bf3a3661b5f5baf08","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1470x956","1470x798",NA,NA,0,"Consent",12,"In","HIGJFKEADBC",NA,"In","HM_OCT","seq2","1","1","1","1","1","1","1","1","1","1","MDPRF51886"
"1",1727776356505,"01/10/2024 09:52:36",1727779956505,1,"01/10/2024 11:52:36",187387,10,"questionnaire-1tsk",NA,40368473,11781392,NA,"complete",NA,"66fbc656fceef059380137a8","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1512x982","1512x773",NA,NA,0,"Consent",12,"In","JKIAHBGCFDE",NA,"In","HM_OCT","seq3","1","1","1","1","1","1","1","1","1","1","MDPRF51338"
"1",1727776369815,"01/10/2024 09:52:49",1727779969815,1,"01/10/2024 11:52:49",187387,10,"questionnaire-1tsk",NA,40368487,11781395,NA,"complete",NA,"66fbc60f6b27efb75f5be50c","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1920x1080","1920x919",NA,NA,0,"Consent",12,"In","KAJBICHDGEF",NA,"In","MH_OCT","seq4","1","1","1","1","1","1","1","1","1","1","MDPRF31511"
"1",1727776431646,"01/10/2024 09:53:51",1727780031646,1,"01/10/2024 11:53:51",187387,10,"questionnaire-1tsk",NA,40368557,11781402,NA,"complete",NA,"66fbc3fd95f652baf0c00330","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1280x720","1280x533",NA,NA,0,"Consent",12,"In","ABKCJDIEHFG",NA,"In","MH_OCT","seq2","1","1","1","1","1","1","1","1","1","1","MDPRF84235"
"1",1727776440486,"01/10/2024 09:54:00",1727780040486,1,"01/10/2024 11:54:00",187387,10,"questionnaire-1tsk",NA,40368562,11781403,NA,"complete",NA,"66fbc688a823e262d135a76c","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1280x720","1280x551",NA,NA,0,"Consent",12,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq4","1","1","1","1","1","1","1","1","1","1","MDPRF93384"
"1",1727776512404,"01/10/2024 09:55:12",1727780112404,1,"01/10/2024 11:55:12",187387,10,"questionnaire-1tsk",NA,40368627,11781408,NA,"complete",NA,"66fbc6ecdc4444c5e5b76082","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1536x864","1536x742",NA,NA,0,"Consent",12,"In","CDBEAFKGJHI",NA,"In","MH_OCT","seq5","1","1","1","1","1","1","1","1","1","1","MDPRF45254"
"1",1727776526872,"01/10/2024 09:55:26",1727780126872,1,"01/10/2024 11:55:26",187387,10,"questionnaire-1tsk",NA,40368639,11781409,NA,"complete",NA,"66fbc6b231076f4efe4a6b71","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1280x720","1280x551",NA,NA,0,"Consent",12,"In","DECFBGAHKIJ",NA,"In","MH_OCT","seq1","1","1","1","1","1","1","1","1","1","1","MDPRF55920"
"1",1727776622222,"01/10/2024 09:57:02",1727780222222,1,"01/10/2024 11:57:02",187387,10,"questionnaire-1tsk",NA,40368717,11781433,NA,"complete",NA,"66fbc7565bc026507baccafd","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","2560x1440","2560x1313",NA,NA,0,"Consent",12,"In","EFDGCHBIAJK",NA,"In","MH_OCT","seq3","1","1","1","1","1","1","1","1","1","1","MDPRF93965"
"1",1727776669106,"01/10/2024 09:57:49",1727780269106,1,"01/10/2024 11:57:49",187387,10,"questionnaire-1tsk",NA,40368748,11781437,NA,"complete",NA,"66fbc6f7a664767cba4cb737","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1728x1117","1728x958",NA,NA,0,"Consent",12,"In","GHFIEJDKCAB",NA,"In","MH_OCT","seq4","1","1","1","1","1","1","1","1","1","1","MDPRF43675"
"1",1727776679000,"01/10/2024 09:57:59",1727780279000,1,"01/10/2024 11:57:59",187387,10,"questionnaire-1tsk",NA,40368756,11781439,NA,"complete",NA,"66fbc78eebebaee0d0e67823","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 126.0.0.0","1366x768","1366x633",NA,NA,0,"Consent",12,"In","FGEHDICJBKA",NA,"In","HM_OCT","seq1","1","1","1","1","1","1","1","1","1","1","MDPRF93913"
"1",1727776831309,"01/10/2024 10:00:31",1727780431309,1,"01/10/2024 12:00:31",187387,10,"questionnaire-1tsk",NA,40368839,11781449,NA,"complete",NA,"66fbc7f480616804a5d0d535","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1300x731","1300x580",NA,NA,0,"Consent",12,"In","HIGJFKEADBC",NA,"In","HM_OCT","seq5","1","1","1","1","1","1","1","1","1","1","MDPRF56140"
"1",1727776868674,"01/10/2024 10:01:08",1727780468674,1,"01/10/2024 12:01:08",187387,10,"questionnaire-1tsk",NA,40368864,11781453,NA,"complete",NA,"66fbc7ff987cf0579621871f","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1707x960","1707x791",NA,NA,0,"Consent",12,"In","IJHKGAFBECD",NA,"In","MH_OCT","seq4","1","1","1","1","1","1","1","1","1","1","MDPRF36144"
"1",1727777176236,"01/10/2024 10:06:16",1727780776236,1,"01/10/2024 12:06:16",187387,10,"questionnaire-1tsk",NA,40369060,11781484,NA,"complete",NA,"66fbc6d2904225e7f7046fe6","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1920x1080","1334x868",NA,NA,0,"Consent",12,"In","KAJBICHDGEF",NA,"In","HM_OCT","seq1","1","1","1","1","1","1","1","1","1","1","MDPRF74611"
"1",1727777198077,"01/10/2024 10:06:38",1727780798077,1,"01/10/2024 12:06:38",187387,10,"questionnaire-1tsk",NA,40369070,11781485,NA,"complete",NA,"66fbc7ac275a543b099dbb8e","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1536x864","1536x703",NA,NA,0,"Consent",12,"In","FGEHDICJBKA",NA,"In","HM_OCT","seq5","1","1","1","1","1","1","1","1","1","1","MDPRF82114"
"1",1727777223017,"01/10/2024 10:07:03",1727780823017,1,"01/10/2024 12:07:03",187387,10,"questionnaire-1tsk",NA,40369087,11781488,NA,"complete",NA,"66fbc9907c7da77e60185c0b","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1440x900","1440x812",NA,NA,0,"Consent",12,"In","ABKCJDIEHFG",NA,"In","HM_OCT","seq3","1","1","1","1","1","1","1","1","1","1","MDPRF11650"
"1",1727777278808,"01/10/2024 10:07:58",1727780878808,1,"01/10/2024 12:07:58",187387,10,"questionnaire-1tsk",NA,40369113,11781491,NA,"complete",NA,"66fbc9e19bba5b9cbed4d4bb","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","2048x1152","1259x1025",NA,NA,0,"Consent",12,"In","BCADKEJFIGH",NA,"In","HM_OCT","seq1","1","1","1","1","1","1","1","1","1","1","MDPRF93027"
"1",1727777301328,"01/10/2024 10:08:21",1727780901328,1,"01/10/2024 12:08:21",187387,10,"questionnaire-1tsk",NA,40369132,11781494,NA,"complete",NA,"66fbc9ea0c4936d912036f24","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x778",NA,NA,0,"Consent",12,"In","CDBEAFKGJHI",NA,"In","MH_OCT","seq3","1","1","1","1","1","1","1","1","1","1","MDPRF25901"
"1",1727777494050,"01/10/2024 10:11:34",1727781094050,1,"01/10/2024 12:11:34",187387,10,"questionnaire-1tsk",NA,40369296,11781533,NA,"complete",NA,"66fbc8aa248c042b63095a59","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x788",NA,NA,0,"Consent",12,"In","DECFBGAHKIJ",NA,"In","HM_OCT","seq5","1","1","1","1","1","1","1","1","1","1","MDPRF99900"
"1",1727777538289,"01/10/2024 10:12:18",1727781138289,1,"01/10/2024 12:12:18",187387,10,"questionnaire-1tsk",NA,40369345,11781541,NA,"complete",NA,"66fbcaf67c7da77e60185c62","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1536x864","1536x695",NA,NA,0,"Consent",12,"In","EFDGCHBIAJK",NA,"In","MH_OCT","seq2","1","1","1","1","1","1","1","1","1","1","MDPRF91520"
"1",1727778260109,"01/10/2024 10:24:20",1727781860109,1,"01/10/2024 12:24:20",187387,10,"questionnaire-1tsk",NA,40369807,11781614,NA,"complete",NA,"66fbcd9db3e34c35f2cbac1e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x680",NA,NA,0,"Consent",12,"In","GHFIEJDKCAB",NA,"In","MH_OCT","seq3","1","1","1","1","1","1","1","1","1","1","MDPRF03327"
"1",1727778517191,"01/10/2024 10:28:37",1727782117191,1,"01/10/2024 12:28:37",187387,10,"questionnaire-1tsk",NA,40369940,11781648,NA,"complete",NA,"66fbcecb180340d24934e5ce","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1710x1107","1710x890",NA,NA,0,"Consent",12,"In","HIGJFKEADBC",NA,"In","HM_OCT","seq2","1","1","1","1","1","1","1","1","1","1","MDPRF49129"
"1",1727778569626,"01/10/2024 10:29:29",1727782169626,1,"01/10/2024 12:29:29",187387,10,"questionnaire-1tsk",NA,40369960,11781652,NA,"complete",NA,"66fbcabb8ba1d400e8c0e32f","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1920x1080","1920x911",NA,NA,0,"Consent",12,"In","IJHKGAFBECD",NA,"In","MH_OCT","seq4","1","1","1","1","1","1","1","1","1","1","MDPRF00542"
"1",1727795721463,"01/10/2024 15:15:21",1727799321463,1,"01/10/2024 17:15:21",187387,10,"questionnaire-1tsk",NA,40379123,11784045,NA,"complete",NA,"66fc11feab8f800a81173b1e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1512x982","1339x747",NA,NA,0,"Consent",12,"In","JKIAHBGCFDE",NA,"In","HM_OCT","seq5","1","1","1","1","1","1","1","1","1","1","MDPRF62253"
"1",1727796006289,"01/10/2024 15:20:06",1727799606289,1,"01/10/2024 17:20:06",187387,10,"questionnaire-1tsk",NA,40379313,11784082,NA,"complete",NA,"66fc13100ba5d6f850803df9","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1920x1080","1920x919",NA,NA,0,"Consent",12,"In","KAJBICHDGEF",NA,"In","MH_OCT","seq4","1","1","1","1","1","1","1","1","1","1","MDPRF68541"
"1",1727796119026,"01/10/2024 15:21:59",1727799719026,1,"01/10/2024 17:21:59",187387,10,"questionnaire-1tsk",NA,40379369,11784098,NA,"complete",NA,"66fc133637854a1a1141fc47","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1280x720","1280x585",NA,NA,0,"Consent",12,"In","BCADKEJFIGH",NA,"In","HM_OCT","seq2","1","1","1","1","1","1","1","1","1","1","MDPRF12149"
"1",1727796165548,"01/10/2024 15:22:45",1727799765548,1,"01/10/2024 17:22:45",187387,10,"questionnaire-1tsk",NA,40379393,11784102,NA,"complete",NA,"66fc13aaab9da3b917869a5b","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x812",NA,NA,0,"Consent",12,"In","CDBEAFKGJHI",NA,"In","MH_OCT","seq3","1","1","1","1","1","1","1","1","1","1","MDPRF52805"
"1",1727796168760,"01/10/2024 15:22:48",1727799768760,1,"01/10/2024 17:22:48",187387,10,"questionnaire-1tsk",NA,40379395,11784104,NA,"complete",NA,"66fc13b0433712a2fd85b252","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x778",NA,NA,0,"Consent",12,"In","EFDGCHBIAJK",NA,"In","HM_OCT","seq5","1","1","1","1","1","1","1","1","1","1","MDPRF44343"
"1",1727796187817,"01/10/2024 15:23:07",1727799787817,1,"01/10/2024 17:23:07",187387,10,"questionnaire-1tsk",NA,40379406,11784107,NA,"complete",NA,"66fc13bc0ba5d6f850803e1b","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x799",NA,NA,0,"Consent",12,"In","DECFBGAHKIJ",NA,"In","HM_OCT","seq1","1","1","1","1","1","1","1","1","1","1","MDPRF85491"
"1",1727796327701,"01/10/2024 15:25:27",1727799927701,1,"01/10/2024 17:25:27",187387,10,"questionnaire-1tsk",NA,40379481,11784125,NA,"complete",NA,"66fc137d8f43f378b78c4266","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 128.0.0.0","1280x720","1280x585",NA,NA,0,"Consent",12,"In","FGEHDICJBKA",NA,"In","MH_OCT","seq3","1","1","1","1","1","1","1","1","1","1","MDPRF22506"
"1",1727796415256,"01/10/2024 15:26:55",1727800015256,1,"01/10/2024 17:26:55",187387,10,"questionnaire-1tsk",NA,40379516,11784130,NA,"complete",NA,"66fc1495b57242f3986b9937","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1739x979","1740x857",NA,NA,0,"Consent",12,"In","GHFIEJDKCAB",NA,"In","HM_OCT","seq5","1","1","1","1","1","1","1","1","1","1","MDPRF10707"
"1",1727796464678,"01/10/2024 15:27:44",1727800064678,1,"01/10/2024 17:27:44",187387,10,"questionnaire-1tsk",NA,40379547,11784136,NA,"complete",NA,"66fc1411657c9ac37b29c67b","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1280x800","1280x665",NA,NA,0,"Consent",12,"In","HIGJFKEADBC",NA,"In","MH_OCT","seq1","1","1","1","1","1","1","1","1","1","1","MDPRF97151"
"1",1727796467664,"01/10/2024 15:27:47",1727782067664,-4,"01/10/2024 07:27:47",187387,10,"questionnaire-1tsk",NA,40379559,11784140,NA,"complete",NA,"66fc14e0102241d80da23cd4","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1920x1080","1920x911",NA,NA,0,"Consent",12,"In","JKIAHBGCFDE",NA,"In","MH_OCT","seq4","1","1","1","1","1","1","1","1","1","1","MDPRF57043"
"1",1727796470901,"01/10/2024 15:27:50",1727800070901,1,"01/10/2024 17:27:50",187387,10,"questionnaire-1tsk",NA,40379566,11784141,NA,"complete",NA,"66fc14e9a63cf9003205c487","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1440x900","714x778",NA,NA,0,"Consent",12,"In","KAJBICHDGEF",NA,"In","HM_OCT","seq3","1","1","1","1","1","1","1","1","1","1","MDPRF71082"
"1",1727796511750,"01/10/2024 15:28:31",1727800111750,1,"01/10/2024 17:28:31",187387,10,"questionnaire-1tsk",NA,40379597,11784147,NA,"complete",NA,"66fc13588e054dc79adfe228","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1531x861","1124x612",NA,NA,0,"Consent",12,"In","IJHKGAFBECD",NA,"In","HM_OCT","seq3","1","1","1","1","1","1","1","1","1","1","MDPRF08332"
"1",1727796553927,"01/10/2024 15:29:13",1727800153927,1,"01/10/2024 17:29:13",187387,10,"questionnaire-1tsk",NA,40379621,11784152,NA,"complete",NA,"66fc152df79ac406f0488d6b","computer","Desktop or Laptop","Windows 10","Chrome 128.0.0.0","1280x720","1280x585",NA,NA,0,"Consent",12,"In","ABKCJDIEHFG",NA,"In","MH_OCT","seq4","1","1","1","1","1","1","1","1","1","1","MDPRF82423"
