"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.k5rb","randomiser.rz7w","Slider_LH.object.2.Value","Random_ID"
"1",1727798285612,"01/10/2024 15:58:05",1727783885612,-4,"01/10/2024 07:58:05",187387,10,"questionnaire-txxf",NA,40381002,11784342,NA,"complete",NA,"66fc1a71336d8316fc599116","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1280x720","1600x689",NA,NA,0,"Life Happiness",2,"In","HIGJFKEADBC",NA,"In","MH_OCT","seq3","59","MDPRF56747"
"1",1727798519432,"01/10/2024 16:01:59",1727784119432,-4,"01/10/2024 08:01:59",187387,10,"questionnaire-txxf",NA,40381155,11784380,NA,"complete",NA,"66fc1a5b126c21197675e108","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1536x864","1536x730",NA,NA,0,"Life Happiness",2,"In","KAJBICHDGEF",NA,"In","MH_OCT","seq4","100","MDPRF46146"
"1",1727799910030,"01/10/2024 16:25:10",1727803510030,1,"01/10/2024 18:25:10",187387,10,"questionnaire-txxf",NA,40382015,11784367,NA,"complete",NA,"66fc1b0bb0d4d378fa230834","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 128.0.0.0","1396x785","1397x650",NA,NA,0,"Life Happiness",2,"In","CDBEAFKGJHI",NA,"In","MH_OCT","seq1","-9","MDPRF55717"
"1",1727866501091,"02/10/2024 10:55:01",1727870101091,1,"02/10/2024 12:55:01",187387,10,"questionnaire-txxf",NA,40398577,11788413,NA,"complete",NA,"66fd246bcf64ae87b4a8d8aa","computer","Desktop or Laptop","Mac OS 10.12.6","Chrome 103.0.0.0","1280x800","1280x689",NA,NA,0,"Life Happiness",2,"In","IJHKGAFBECD",NA,"In","MH_OCT","seq4","12","MDPRF13332"
"1",1727867802130,"02/10/2024 11:16:42",1727871402130,1,"02/10/2024 13:16:42",187387,10,"questionnaire-txxf",NA,40399238,11788532,NA,"complete",NA,"66fd29f83b550decc393782c","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1928x967","1920x959",NA,NA,0,"Life Happiness",2,"In","BCADKEJFIGH",NA,"In","HM_OCT","seq1","22","MDPRF92668"
"1",1727868240083,"02/10/2024 11:24:00",1727871840083,1,"02/10/2024 13:24:00",187387,10,"questionnaire-txxf",NA,40399477,11788573,NA,"complete",NA,"66fd2ab8d13973cf72403b55","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1280x720","1280x585",NA,NA,0,"Life Happiness",2,"In","BCADKEJFIGH",NA,"In","HM_OCT","seq3","21","MDPRF46304"
"1",1727868242028,"02/10/2024 11:24:02",1727871842028,1,"02/10/2024 13:24:02",187387,10,"questionnaire-txxf",NA,40399478,11788583,NA,"complete",NA,"66fd2caf6fbd28d94826b18b","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1280x720","1280x585",NA,NA,0,"Life Happiness",2,"In","FGEHDICJBKA",NA,"In","MH_OCT","seq5","-12","MDPRF97669"
"1",1727868700732,"02/10/2024 11:31:40",1727872300732,1,"02/10/2024 13:31:40",187387,10,"questionnaire-txxf",NA,40399776,11788526,NA,"complete",NA,"66fd2778d0f487b90e84edd9","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1366x768","1366x641",NA,NA,0,"Life Happiness",2,"In","KAJBICHDGEF",NA,"In","HM_OCT","seq2","100","MDPRF41086"
"1",1727868784200,"02/10/2024 11:33:04",1727872384200,1,"02/10/2024 13:33:04",187387,10,"questionnaire-txxf",NA,40399845,11788653,NA,"complete",NA,"66fd2cc5dd180ed69dbb0528","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1536x864","1536x730",NA,NA,0,"Life Happiness",2,"In","DECFBGAHKIJ",NA,"In","MH_OCT","seq3","24","MDPRF16503"
"1",1727868988179,"02/10/2024 11:36:28",1727872588179,1,"02/10/2024 13:36:28",187387,10,"questionnaire-txxf",NA,40399991,11788648,NA,"complete",NA,"66fd2e6d202eeda6162b2576","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 127.0.0.0","1440x900","1440x686",NA,NA,0,"Life Happiness",2,"In","ABKCJDIEHFG",NA,"In","HM_OCT","seq2","-17","MDPRF02633"
