"","Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.vjic","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..Emo","Spreadsheet..LHS_Lab","Spreadsheet..RHS_Lab","Spreadsheet..rand","Spreadsheet..NoWin","Spreadsheet..Win","Spreadsheet..randF","Manipulation..Spreadsheet","Store..MoneyLow","Store..MoneyHigh","Store..MoneyReward","Store..Loss","Store..MoneyMed","Random_ID"
"1",1,1707930829373,"14/02/2024 17:13:49",1707930829373,0,"14/02/2024 17:13:49",163173,5,"task-wwtl",NA,35149720,10387373,NA,"complete",NA,"65ccf14d7ceb9cd7d4dfa1ae","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x714",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","EFDGCHBIAJLK",NA,"In",1,"SpreadsheetL_2B","SpreadsheetL_2B",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF79833"
"2",2,1707930839101,"14/02/2024 17:13:59",1707930839101,0,"14/02/2024 17:13:59",163173,5,"task-wwtl",NA,35149720,10387373,NA,"complete",NA,"65ccf14d7ceb9cd7d4dfa1ae","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x714",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","EFDGCHBIAJLK",NA,"In",1,"SpreadsheetL_2B","SpreadsheetL_2B",1,"Instructions","Screen 1","ddykq7",1,"continue","",9748.749,9732.085,9748.749,9748.749,9732.085,9748.749,1,9748.749,0,0,NA,"Click To Continue","Continue Button",2,"object-18","Instructions","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF79833"
"3",3,1707930843364,"14/02/2024 17:14:03",1707930843364,0,"14/02/2024 17:14:03",163173,5,"task-wwtl",NA,35149720,10387373,NA,"complete",NA,"65ccf14d7ceb9cd7d4dfa1ae","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x714",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","EFDGCHBIAJLK",NA,"In",1,"SpreadsheetL_2B","SpreadsheetL_2B",1,"Instructions","Screen 2","dcmmer",2,"continue","",4282.785,4266.121,4282.785,4282.785,4266.121,4282.785,1,4282.785,0,0,NA,"Click To Continue","Continue Button",2,"object-55","Instructions","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF79833"
"4",4,1707930845987,"14/02/2024 17:14:05",1707930845987,0,"14/02/2024 17:14:05",163173,5,"task-wwtl",NA,35149720,10387373,NA,"complete",NA,"65ccf14d7ceb9cd7d4dfa1ae","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x714",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","EFDGCHBIAJLK",NA,"In",1,"SpreadsheetL_2B","SpreadsheetL_2B",1,"Instructions","Screen 3","ntxvt6",3,"continue","",2644.87300000298,2632.985,2644.87300000298,2644.87300000298,2632.985,2644.87300000298,1,2644.87300000298,0,0,NA,"Click To Continue","Continue Button",2,"object-59","Instructions","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF79833"
"5",5,1707930850607,"14/02/2024 17:14:10",1707930850607,0,"14/02/2024 17:14:10",163173,5,"task-wwtl",NA,35149720,10387373,NA,"complete",NA,"65ccf14d7ceb9cd7d4dfa1ae","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x714",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","EFDGCHBIAJLK",NA,"In",1,"SpreadsheetL_2B","SpreadsheetL_2B",1,"Rating","Screen 1","poh9ia",1,"continue","",4627.28799999404,4616.081,4627.28799999404,4627.28799999404,4616.081,4627.28799999404,1,4627.28799999404,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF79833"
"6",6,1707930850609,"14/02/2024 17:14:10",1707930850609,0,"14/02/2024 17:14:10",163173,5,"task-wwtl",NA,35149720,10387373,NA,"complete",NA,"65ccf14d7ceb9cd7d4dfa1ae","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x714",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","EFDGCHBIAJLK",NA,"In",1,"SpreadsheetL_2B","SpreadsheetL_2B",1,"Rating","Screen 1","poh9ia",1,"response","98",2049.689,4616.081,4632.745,2049.689,4616.081,4632.745,1,2049.689,2583.056,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF79833"
"7",7,1707930854431,"14/02/2024 17:14:14",1707930854431,0,"14/02/2024 17:14:14",163173,5,"task-wwtl",NA,35149720,10387373,NA,"complete",NA,"65ccf14d7ceb9cd7d4dfa1ae","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x714",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","EFDGCHBIAJLK",NA,"In",1,"SpreadsheetL_2B","SpreadsheetL_2B",2,"Rating","Screen 1","poh9ia",1,"continue","",3839.107,3832.843,3839.107,3839.107,3832.843,3839.107,1,3839.107,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF79833"
"8",8,1707930854442,"14/02/2024 17:14:14",1707930854442,0,"14/02/2024 17:14:14",163173,5,"task-wwtl",NA,35149720,10387373,NA,"complete",NA,"65ccf14d7ceb9cd7d4dfa1ae","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x714",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","EFDGCHBIAJLK",NA,"In",1,"SpreadsheetL_2B","SpreadsheetL_2B",2,"Rating","Screen 1","poh9ia",1,"response","8",1916.403,3832.843,3849.20699999404,1916.403,3832.843,3849.20699999404,1,1916.403,1932.80399999404,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF79833"
"9",9,1707930860550,"14/02/2024 17:14:20",1707930860550,0,"14/02/2024 17:14:20",163173,5,"task-wwtl",NA,35149720,10387373,NA,"complete",NA,"65ccf14d7ceb9cd7d4dfa1ae","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x714",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","EFDGCHBIAJLK",NA,"In",1,"SpreadsheetL_2B","SpreadsheetL_2B",3,"Rating","Screen 1","poh9ia",1,"continue","",6125.264,6115.877,6125.264,6125.264,6115.877,6125.264,1,6125.264,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF79833"
"10",10,1707930860552,"14/02/2024 17:14:20",1707930860552,0,"14/02/2024 17:14:20",163173,5,"task-wwtl",NA,35149720,10387373,NA,"complete",NA,"65ccf14d7ceb9cd7d4dfa1ae","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x714",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","EFDGCHBIAJLK",NA,"In",1,"SpreadsheetL_2B","SpreadsheetL_2B",3,"Rating","Screen 1","poh9ia",1,"response","87",1933.057,6115.877,6127.46400000298,1933.057,6115.877,6127.46400000298,1,1933.057,4194.40700000298,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF79833"
"11",11,1707930865553,"14/02/2024 17:14:25",1707930865553,0,"14/02/2024 17:14:25",163173,5,"task-wwtl",NA,35149720,10387373,NA,"complete",NA,"65ccf14d7ceb9cd7d4dfa1ae","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x714",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","EFDGCHBIAJLK",NA,"In",1,"SpreadsheetL_2B","SpreadsheetL_2B",1,"FortuneL","Screen 1","94ikrr",1,"timedOut","",5003.48699999404,4999.227,5003.48699999404,5003.48699999404,4999.227,5003.48699999404,1,5003.48699999404,0,0,NA,"Time Limit","screen",0,"screen","FortuneL","","","",NA,0.04,NA,1,NA,0.04,NA,NA,NA,NA,"MDPRF79833"
"12",12,1707930870736,"14/02/2024 17:14:30",1707930870736,0,"14/02/2024 17:14:30",163173,5,"task-wwtl",NA,35149720,10387373,NA,"complete",NA,"65ccf14d7ceb9cd7d4dfa1ae","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x714",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","EFDGCHBIAJLK",NA,"In",1,"SpreadsheetL_2B","SpreadsheetL_2B",4,"Rating","Screen 1","poh9ia",1,"continue","",5196.55999999106,5182.8,5196.55999999106,5196.55999999106,5182.8,5196.55999999106,1,5196.55999999106,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",2,NA,NA,NA,NA,0.04,NA,NA,NA,NA,"MDPRF79833"
"13",13,1707930870740,"14/02/2024 17:14:30",1707930870740,0,"14/02/2024 17:14:30",163173,5,"task-wwtl",NA,35149720,10387373,NA,"complete",NA,"65ccf14d7ceb9cd7d4dfa1ae","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x714",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","EFDGCHBIAJLK",NA,"In",1,"SpreadsheetL_2B","SpreadsheetL_2B",4,"Rating","Screen 1","poh9ia",1,"response","8",3749.55,5182.8,5199.464,3749.55,5182.8,5199.464,1,3749.55,1449.914,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",2,NA,NA,NA,NA,0.04,NA,NA,NA,NA,"MDPRF79833"
"14",14,1707930873713,"14/02/2024 17:14:33",1707930873713,0,"14/02/2024 17:14:33",163173,5,"task-wwtl",NA,35149720,10387373,NA,"complete",NA,"65ccf14d7ceb9cd7d4dfa1ae","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x714",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","EFDGCHBIAJLK",NA,"In",1,"SpreadsheetL_2B","SpreadsheetL_2B",5,"Rating","Screen 1","poh9ia",1,"continue","",2989.95999999404,2982.96,2989.95999999404,2989.95999999404,2982.96,2989.95999999404,1,2989.95999999404,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",2,NA,NA,NA,NA,0.04,NA,NA,NA,NA,"MDPRF79833"
"15",15,1707930873715,"14/02/2024 17:14:33",1707930873715,0,"14/02/2024 17:14:33",163173,5,"task-wwtl",NA,35149720,10387373,NA,"complete",NA,"65ccf14d7ceb9cd7d4dfa1ae","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x714",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","EFDGCHBIAJLK",NA,"In",1,"SpreadsheetL_2B","SpreadsheetL_2B",5,"Rating","Screen 1","poh9ia",1,"response","88",1649.775,2982.96,2992.65999999702,1649.775,2982.96,2992.65999999702,1,1649.775,1342.88499999702,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",2,NA,NA,NA,NA,0.04,NA,NA,NA,NA,"MDPRF79833"
"16",16,1707930877549,"14/02/2024 17:14:37",1707930877549,0,"14/02/2024 17:14:37",163173,5,"task-wwtl",NA,35149720,10387373,NA,"complete",NA,"65ccf14d7ceb9cd7d4dfa1ae","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x714",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","EFDGCHBIAJLK",NA,"In",1,"SpreadsheetL_2B","SpreadsheetL_2B",6,"Rating","Screen 1","poh9ia",1,"continue","",3842.60000000298,3832.836,3842.60000000298,3842.60000000298,3832.836,3842.60000000298,1,3842.60000000298,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",2,NA,NA,NA,NA,0.04,NA,NA,NA,NA,"MDPRF79833"
"17",17,1707930877560,"14/02/2024 17:14:37",1707930877560,0,"14/02/2024 17:14:37",163173,5,"task-wwtl",NA,35149720,10387373,NA,"complete",NA,"65ccf14d7ceb9cd7d4dfa1ae","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x714",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","EFDGCHBIAJLK",NA,"In",1,"SpreadsheetL_2B","SpreadsheetL_2B",6,"Rating","Screen 1","poh9ia",1,"response","97",1866.398,3832.836,3849.50000000001,1866.398,3832.836,3849.50000000001,1,1866.398,1983.10200000001,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",2,NA,NA,NA,NA,0.04,NA,NA,NA,NA,"MDPRF79833"
"18",18,1707930908502,"14/02/2024 17:15:08",1707930908502,0,"14/02/2024 17:15:08",163173,5,"task-wwtl",NA,35149720,10387373,NA,"complete",NA,"65ccf14d7ceb9cd7d4dfa1ae","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x714",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","EFDGCHBIAJLK",NA,"In",1,"SpreadsheetL_2B","SpreadsheetL_2B",1,"RestL","Screen 1","sy8yuu",1,"continue","",30962.706,30962.706,30962.706,30962.706,30962.706,30962.706,1,30962.706,0,0,NA,"Fixation Timing","Fixation",1,"object-21","RestL","","","",NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,"MDPRF79833"
"19",19,1707930914441,"14/02/2024 17:15:14",1707930914441,0,"14/02/2024 17:15:14",163173,5,"task-wwtl",NA,35149720,10387373,NA,"complete",NA,"65ccf14d7ceb9cd7d4dfa1ae","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x714",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","EFDGCHBIAJLK",NA,"In",1,"SpreadsheetL_2B","SpreadsheetL_2B",7,"Rating","Screen 1","poh9ia",1,"continue","",5932.582,5915.91799999999,5932.582,5932.582,5915.91799999999,5932.582,1,5932.582,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",3,NA,NA,NA,NA,0.04,NA,NA,NA,NA,"MDPRF79833"
"20",20,1707930914442,"14/02/2024 17:15:14",1707930914442,0,"14/02/2024 17:15:14",163173,5,"task-wwtl",NA,35149720,10387373,NA,"complete",NA,"65ccf14d7ceb9cd7d4dfa1ae","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x714",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","EFDGCHBIAJLK",NA,"In",1,"SpreadsheetL_2B","SpreadsheetL_2B",7,"Rating","Screen 1","poh9ia",1,"response","99",4749.25799999999,5915.91799999999,5932.582,4749.25799999999,5915.91799999999,5932.582,1,4749.25799999999,1183.32400000001,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",3,NA,NA,NA,NA,0.04,NA,NA,NA,NA,"MDPRF79833"
"21",21,1707930918536,"14/02/2024 17:15:18",1707930918536,0,"14/02/2024 17:15:18",163173,5,"task-wwtl",NA,35149720,10387373,NA,"complete",NA,"65ccf14d7ceb9cd7d4dfa1ae","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x714",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","EFDGCHBIAJLK",NA,"In",1,"SpreadsheetL_2B","SpreadsheetL_2B",8,"Rating","Screen 1","poh9ia",1,"continue","",4116.12800000001,4099.46400000001,4116.12800000001,4116.12800000001,4099.46400000001,4116.12800000001,1,4116.12800000001,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",3,NA,NA,NA,NA,0.04,NA,NA,NA,NA,"MDPRF79833"
"22",22,1707930918544,"14/02/2024 17:15:18",1707930918544,0,"14/02/2024 17:15:18",163173,5,"task-wwtl",NA,35149720,10387373,NA,"complete",NA,"65ccf14d7ceb9cd7d4dfa1ae","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x714",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","EFDGCHBIAJLK",NA,"In",1,"SpreadsheetL_2B","SpreadsheetL_2B",8,"Rating","Screen 1","poh9ia",1,"response","9",1933.05100000001,4099.46400000001,4116.12800000001,1933.05100000001,4099.46400000001,4116.12800000001,1,1933.05100000001,2183.077,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",3,NA,NA,NA,NA,0.04,NA,NA,NA,NA,"MDPRF79833"
"23",23,1707930921652,"14/02/2024 17:15:21",1707930921652,0,"14/02/2024 17:15:21",163173,5,"task-wwtl",NA,35149720,10387373,NA,"complete",NA,"65ccf14d7ceb9cd7d4dfa1ae","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x714",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","EFDGCHBIAJLK",NA,"In",1,"SpreadsheetL_2B","SpreadsheetL_2B",9,"Rating","Screen 1","poh9ia",1,"continue","",3132.94199999998,3116.27799999999,3132.94199999998,3132.94199999998,3116.27799999999,3132.94199999998,1,3132.94199999998,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",3,NA,NA,NA,NA,0.04,NA,NA,NA,NA,"MDPRF79833"
"24",24,1707930921654,"14/02/2024 17:15:21",1707930921654,0,"14/02/2024 17:15:21",163173,5,"task-wwtl",NA,35149720,10387373,NA,"complete",NA,"65ccf14d7ceb9cd7d4dfa1ae","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x714",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","EFDGCHBIAJLK",NA,"In",1,"SpreadsheetL_2B","SpreadsheetL_2B",9,"Rating","Screen 1","poh9ia",1,"response","92",1616.454,3116.27799999999,3132.94199999998,1616.454,3116.27799999999,3132.94199999998,1,1616.454,1516.48799999998,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",3,NA,NA,NA,NA,0.04,NA,NA,NA,NA,"MDPRF79833"
"25",25,1707930952599,"14/02/2024 17:15:52",1707930952599,0,"14/02/2024 17:15:52",163173,5,"task-wwtl",NA,35149720,10387373,NA,"complete",NA,"65ccf14d7ceb9cd7d4dfa1ae","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x714",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","EFDGCHBIAJLK",NA,"In",1,"SpreadsheetL_2B","SpreadsheetL_2B",2,"RestL","Screen 1","sy8yuu",1,"continue","",30962.694,30962.694,30962.694,30962.694,30962.694,30962.694,1,30962.694,0,0,NA,"Fixation Timing","Fixation",1,"object-21","RestL","","","",NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,"MDPRF79833"
"26",26,1707930956540,"14/02/2024 17:15:56",1707930956540,0,"14/02/2024 17:15:56",163173,5,"task-wwtl",NA,35149720,10387373,NA,"complete",NA,"65ccf14d7ceb9cd7d4dfa1ae","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x714",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","EFDGCHBIAJLK",NA,"In",1,"SpreadsheetL_2B","SpreadsheetL_2B",10,"Rating","Screen 1","poh9ia",1,"continue","",3944.40399999106,3932.837,3944.40399999106,3944.40399999106,3932.837,3944.40399999106,1,3944.40399999106,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",4,NA,NA,NA,NA,0.04,NA,NA,NA,NA,"MDPRF79833"
"27",27,1707930956542,"14/02/2024 17:15:56",1707930956542,0,"14/02/2024 17:15:56",163173,5,"task-wwtl",NA,35149720,10387373,NA,"complete",NA,"65ccf14d7ceb9cd7d4dfa1ae","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x714",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","EFDGCHBIAJLK",NA,"In",1,"SpreadsheetL_2B","SpreadsheetL_2B",10,"Rating","Screen 1","poh9ia",1,"response","3",1983.06600000001,3932.837,3947.004,1983.06600000001,3932.837,3947.004,1,1983.06600000001,1963.93799999999,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",4,NA,NA,NA,NA,0.04,NA,NA,NA,NA,"MDPRF79833"
"28",28,1707930959320,"14/02/2024 17:15:59",1707930959320,0,"14/02/2024 17:15:59",163173,5,"task-wwtl",NA,35149720,10387373,NA,"complete",NA,"65ccf14d7ceb9cd7d4dfa1ae","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x714",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","EFDGCHBIAJLK",NA,"In",1,"SpreadsheetL_2B","SpreadsheetL_2B",11,"Rating","Screen 1","poh9ia",1,"continue","",2791.46699999702,2782.99,2791.46699999702,2791.46699999702,2782.99,2791.46699999702,1,2791.46699999702,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",4,NA,NA,NA,NA,0.04,NA,NA,NA,NA,"MDPRF79833"
"29",29,1707930959321,"14/02/2024 17:15:59",1707930959321,0,"14/02/2024 17:15:59",163173,5,"task-wwtl",NA,35149720,10387373,NA,"complete",NA,"65ccf14d7ceb9cd7d4dfa1ae","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x714",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","EFDGCHBIAJLK",NA,"In",1,"SpreadsheetL_2B","SpreadsheetL_2B",11,"Rating","Screen 1","poh9ia",1,"response","98",1599.76299999999,2782.99,2793.06699999106,1599.76299999999,2782.99,2793.06699999106,1,1599.76299999999,1193.30399999107,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",4,NA,NA,NA,NA,0.04,NA,NA,NA,NA,"MDPRF79833"
"30",30,1707930961972,"14/02/2024 17:16:01",1707930961972,0,"14/02/2024 17:16:01",163173,5,"task-wwtl",NA,35149720,10387373,NA,"complete",NA,"65ccf14d7ceb9cd7d4dfa1ae","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x714",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","EFDGCHBIAJLK",NA,"In",1,"SpreadsheetL_2B","SpreadsheetL_2B",12,"Rating","Screen 1","poh9ia",1,"continue","",1933.08900000001,1916.41899999999,1933.08900000001,1933.08900000001,1916.41899999999,1933.08900000001,1,1933.08900000001,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",4,NA,NA,NA,NA,0.04,NA,NA,NA,NA,"MDPRF79833"
"31",31,1707930961973,"14/02/2024 17:16:01",1707930961973,0,"14/02/2024 17:16:01",163173,5,"task-wwtl",NA,35149720,10387373,NA,"complete",NA,"65ccf14d7ceb9cd7d4dfa1ae","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x714",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","EFDGCHBIAJLK",NA,"In",1,"SpreadsheetL_2B","SpreadsheetL_2B",12,"Rating","Screen 1","poh9ia",1,"response","99",1533.09899999999,1916.41899999999,1933.08900000001,1533.09899999999,1916.41899999999,1933.08900000001,1,1533.09899999999,399.99000000002,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",4,NA,NA,NA,NA,0.04,NA,NA,NA,NA,"MDPRF79833"
"32",32,1707930991709,"14/02/2024 17:16:31",1707930991709,0,"14/02/2024 17:16:31",163173,5,"task-wwtl",NA,35149720,10387373,NA,"complete",NA,"65ccf14d7ceb9cd7d4dfa1ae","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x714",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","EFDGCHBIAJLK",NA,"In",1,"SpreadsheetL_2B","SpreadsheetL_2B",3,"RestL","Screen 1","sy8yuu",1,"continue","",30479.409,30479.409,30479.409,30479.409,30479.409,30479.409,1,30479.409,0,0,NA,"Fixation Timing","Fixation",1,"object-21","RestL","","","",NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,"MDPRF79833"
"33",33,1707930996396,"14/02/2024 17:16:36",1707930996396,0,"14/02/2024 17:16:36",163173,5,"task-wwtl",NA,35149720,10387373,NA,"complete",NA,"65ccf14d7ceb9cd7d4dfa1ae","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x714",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","EFDGCHBIAJLK",NA,"In",1,"SpreadsheetL_2B","SpreadsheetL_2B",13,"Rating","Screen 1","poh9ia",1,"continue","",4682.74399999998,4666.07999999999,4682.74399999998,4682.74399999998,4666.07999999999,4682.74399999998,1,4682.74399999998,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",5,NA,NA,NA,NA,0.04,NA,NA,NA,NA,"MDPRF79833"
"34",34,1707930996399,"14/02/2024 17:16:36",1707930996399,0,"14/02/2024 17:16:36",163173,5,"task-wwtl",NA,35149720,10387373,NA,"complete",NA,"65ccf14d7ceb9cd7d4dfa1ae","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x714",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","EFDGCHBIAJLK",NA,"In",1,"SpreadsheetL_2B","SpreadsheetL_2B",13,"Rating","Screen 1","poh9ia",1,"response","97",3482.79699999999,4666.07999999999,4682.74399999998,3482.79699999999,4666.07999999999,4682.74399999998,1,3482.79699999999,1199.94699999999,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",5,NA,NA,NA,NA,0.04,NA,NA,NA,NA,"MDPRF79833"
