"","Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.vjic","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..Emo","Spreadsheet..LHS_Lab","Spreadsheet..RHS_Lab","Spreadsheet..rand","Spreadsheet..NoWin","Spreadsheet..Win","Spreadsheet..randF","Manipulation..Spreadsheet","Store..MoneyLow","Store..MoneyHigh","Store..MoneyReward","Store..Loss","Store..MoneyMed","Random_ID"
"1",1,1707929986961,"14/02/2024 16:59:46",1707929986961,0,"14/02/2024 16:59:46",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF63569"
"2",2,1707929991679,"14/02/2024 16:59:51",1707929991679,0,"14/02/2024 16:59:51",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",1,"Instructions","Screen 1","ddykq7",1,"continue","",4732.10000000019,4728.2,4732.10000000019,4732.10000000019,4728.2,4732.10000000019,1,4732.10000000019,0,0,NA,"Click To Continue","Continue Button",2,"object-18","Instructions","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF63569"
"3",3,1707929994202,"14/02/2024 16:59:54",1707929994202,0,"14/02/2024 16:59:54",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",1,"Instructions","Screen 2","dcmmer",2,"continue","",2526.80000000009,2523.6,2526.80000000009,2526.80000000009,2523.6,2526.80000000009,1,2526.80000000009,0,0,NA,"Click To Continue","Continue Button",2,"object-55","Instructions","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF63569"
"4",4,1707929995625,"14/02/2024 16:59:55",1707929995625,0,"14/02/2024 16:59:55",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",1,"Instructions","Screen 3","ntxvt6",3,"continue","",1426.80000000019,1421.3,1426.80000000019,1426.80000000019,1421.3,1426.80000000019,1,1426.80000000019,0,0,NA,"Click To Continue","Continue Button",2,"object-59","Instructions","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF63569"
"5",5,1707929999237,"14/02/2024 16:59:59",1707929999237,0,"14/02/2024 16:59:59",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",1,"Rating","Screen 1","poh9ia",1,"continue","",3616.70000000014,3609,3616.70000000014,3616.70000000014,3609,3616.70000000014,1,3616.70000000014,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF63569"
"6",6,1707929999242,"14/02/2024 16:59:59",1707929999242,0,"14/02/2024 16:59:59",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",1,"Rating","Screen 1","poh9ia",1,"response","43",2506.7,3609,3621.90000000009,2506.7,3609,3621.90000000009,1,2506.7,1115.20000000009,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF63569"
"7",7,1707930003000,"14/02/2024 17:00:03",1707930003000,0,"14/02/2024 17:00:03",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",2,"Rating","Screen 1","poh9ia",1,"continue","",3770.8,3760.6,3770.8,3770.8,3760.6,3770.8,1,3770.8,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF63569"
"8",8,1707930003000,"14/02/2024 17:00:03",1707930003000,0,"14/02/2024 17:00:03",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",2,"Rating","Screen 1","poh9ia",1,"response","81",2557.4,3760.6,3771.20000000014,2557.4,3760.6,3771.20000000014,1,2557.4,1213.80000000014,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF63569"
"9",9,1707930006962,"14/02/2024 17:00:06",1707930006962,0,"14/02/2024 17:00:06",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",3,"Rating","Screen 1","poh9ia",1,"continue","",3972.90000000019,3960.6,3972.90000000019,3972.90000000019,3960.6,3972.90000000019,1,3972.90000000019,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF63569"
"10",10,1707930006963,"14/02/2024 17:00:06",1707930006963,0,"14/02/2024 17:00:06",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",3,"Rating","Screen 1","poh9ia",1,"response","0",2924.5,3960.6,3973.40000000019,2924.5,3960.6,3973.40000000019,1,2924.5,1048.90000000019,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF63569"
"11",11,1707930011949,"14/02/2024 17:00:11",1707930011949,0,"14/02/2024 17:00:11",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",1,"FortuneM","Screen 1","5xjwq6",1,"timedOut","",4997.50000000014,4996.8,4997.50000000014,4997.50000000014,4996.8,4997.50000000014,1,4997.50000000014,0,0,NA,"Time Limit","screen",0,"screen","FortuneM","","","",NA,0.2,NA,1,NA,NA,NA,NA,NA,0.2,"MDPRF63569"
"12",12,1707930017642,"14/02/2024 17:00:17",1707930017642,0,"14/02/2024 17:00:17",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",4,"Rating","Screen 1","poh9ia",1,"continue","",5694.3,5681.8,5694.3,5694.3,5681.8,5694.3,1,5694.3,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",2,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"MDPRF63569"
"13",13,1707930017642,"14/02/2024 17:00:17",1707930017642,0,"14/02/2024 17:00:17",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",4,"Rating","Screen 1","poh9ia",1,"response","26",4427.6,5681.8,5694.70000000014,4427.6,5681.8,5694.70000000014,1,4427.6,1267.10000000014,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",2,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"MDPRF63569"
"14",14,1707930023173,"14/02/2024 17:00:23",1707930023173,0,"14/02/2024 17:00:23",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",5,"Rating","Screen 1","poh9ia",1,"continue","",5543.60000000009,5531.4,5543.60000000009,5543.60000000009,5531.4,5543.60000000009,1,5543.60000000009,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",2,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"MDPRF63569"
"15",15,1707930023177,"14/02/2024 17:00:23",1707930023177,0,"14/02/2024 17:00:23",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",5,"Rating","Screen 1","poh9ia",1,"response","87",3242,5531.4,5547.10000000009,3242,5531.4,5547.10000000009,1,3242,2305.10000000009,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",2,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"MDPRF63569"
"16",16,1707930026008,"14/02/2024 17:00:26",1707930026008,0,"14/02/2024 17:00:26",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",6,"Rating","Screen 1","poh9ia",1,"continue","",2847.20000000009,2841,2847.20000000009,2847.20000000009,2841,2847.20000000009,1,2847.20000000009,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",2,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"MDPRF63569"
"17",17,1707930026008,"14/02/2024 17:00:26",1707930026008,0,"14/02/2024 17:00:26",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",6,"Rating","Screen 1","poh9ia",1,"response","99",1837.2,2841,2847.70000000009,1837.2,2841,2847.70000000009,1,1837.2,1010.50000000009,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",2,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"MDPRF63569"
"18",18,1707930056969,"14/02/2024 17:00:56",1707930056969,0,"14/02/2024 17:00:56",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",1,"RestM","Screen 1","seymb2",1,"continue","",30966,30966,30966,30966,30966,30966,1,30966,0,0,NA,"Fixation Timing","Fixation",1,"object-131","RestM","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"MDPRF63569"
"19",19,1707930060642,"14/02/2024 17:01:00",1707930060642,0,"14/02/2024 17:01:00",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",7,"Rating","Screen 1","poh9ia",1,"continue","",3672.90000000005,3659.8,3672.90000000005,3672.90000000005,3659.8,3672.90000000005,1,3672.90000000005,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",3,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"MDPRF63569"
"20",20,1707930060642,"14/02/2024 17:01:00",1707930060642,0,"14/02/2024 17:01:00",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",7,"Rating","Screen 1","poh9ia",1,"response","100",2556.90000000001,3659.8,3673.40000000005,2556.90000000001,3659.8,3673.40000000005,1,2556.90000000001,1116.50000000004,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",3,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"MDPRF63569"
"21",21,1707930065673,"14/02/2024 17:01:05",1707930065673,0,"14/02/2024 17:01:05",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",8,"Rating","Screen 1","poh9ia",1,"continue","",5044.20000000014,5029.2,5044.20000000014,5044.20000000014,5029.2,5044.20000000014,1,5044.20000000014,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",3,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"MDPRF63569"
"22",22,1707930065673,"14/02/2024 17:01:05",1707930065673,0,"14/02/2024 17:01:05",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",8,"Rating","Screen 1","poh9ia",1,"response","76",3926,5029.2,5044.70000000014,3926,5029.2,5044.70000000014,1,3926,1118.70000000014,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",3,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"MDPRF63569"
"23",23,1707930070332,"14/02/2024 17:01:10",1707930070332,0,"14/02/2024 17:01:10",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",9,"Rating","Screen 1","poh9ia",1,"continue","",4674.2000000001,4663.20000000001,4674.2000000001,4674.2000000001,4663.20000000001,4674.2000000001,1,4674.2000000001,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",3,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"MDPRF63569"
"24",24,1707930070337,"14/02/2024 17:01:10",1707930070337,0,"14/02/2024 17:01:10",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",9,"Rating","Screen 1","poh9ia",1,"response","46",3109.20000000001,4663.20000000001,4678.80000000019,3109.20000000001,4663.20000000001,4678.80000000019,1,3109.20000000001,1569.60000000018,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",3,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"MDPRF63569"
"25",25,1707930101289,"14/02/2024 17:01:41",1707930101289,0,"14/02/2024 17:01:41",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",2,"RestM","Screen 1","seymb2",1,"continue","",30966.2,30966.2,30966.2,30966.2,30966.2,30966.2,1,30966.2,0,0,NA,"Fixation Timing","Fixation",1,"object-131","RestM","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"MDPRF63569"
"26",26,1707930107458,"14/02/2024 17:01:47",1707930107458,0,"14/02/2024 17:01:47",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",10,"Rating","Screen 1","poh9ia",1,"continue","",6169.80000000009,6165.7,6169.80000000009,6169.80000000009,6165.7,6169.80000000009,1,6169.80000000009,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",4,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"MDPRF63569"
"27",27,1707930107459,"14/02/2024 17:01:47",1707930107459,0,"14/02/2024 17:01:47",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",10,"Rating","Screen 1","poh9ia",1,"response","88",4578.3,6165.7,6170.2,4578.3,6165.7,6170.2,1,4578.3,1591.89999999999,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",4,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"MDPRF63569"
"28",28,1707930112621,"14/02/2024 17:01:52",1707930112621,0,"14/02/2024 17:01:52",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",11,"Rating","Screen 1","poh9ia",1,"continue","",5166.20000000019,5163.60000000001,5166.20000000019,5166.20000000019,5163.60000000001,5166.20000000019,1,5166.20000000019,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",4,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"MDPRF63569"
"29",29,1707930112625,"14/02/2024 17:01:52",1707930112625,0,"14/02/2024 17:01:52",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",11,"Rating","Screen 1","poh9ia",1,"response","51",4111.8,5163.60000000001,5170.5,4111.8,5163.60000000001,5170.5,1,4111.8,1058.7,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",4,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"MDPRF63569"
"30",30,1707930116592,"14/02/2024 17:01:56",1707930116592,0,"14/02/2024 17:01:56",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",12,"Rating","Screen 1","poh9ia",1,"continue","",3973.50000000009,3961.59999999999,3973.50000000009,3973.50000000009,3961.59999999999,3973.50000000009,1,3973.50000000009,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",4,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"MDPRF63569"
"31",31,1707930116592,"14/02/2024 17:01:56",1707930116592,0,"14/02/2024 17:01:56",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",12,"Rating","Screen 1","poh9ia",1,"response","79",2874.29999999999,3961.59999999999,3974.00000000009,2874.29999999999,3961.59999999999,3974.00000000009,1,2874.29999999999,1099.7000000001,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",4,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"MDPRF63569"
"32",32,1707930147547,"14/02/2024 17:02:27",1707930147547,0,"14/02/2024 17:02:27",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",3,"RestM","Screen 1","seymb2",1,"continue","",30966,30966,30966,30966,30966,30966,1,30966,0,0,NA,"Fixation Timing","Fixation",1,"object-131","RestM","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"MDPRF63569"
"33",33,1707930151500,"14/02/2024 17:02:31",1707930151500,0,"14/02/2024 17:02:31",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",13,"Rating","Screen 1","poh9ia",1,"continue","",3953.40000000008,3943.89999999999,3953.40000000008,3953.40000000008,3943.89999999999,3953.40000000008,1,3953.40000000008,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",5,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"MDPRF63569"
"34",34,1707930151501,"14/02/2024 17:02:31",1707930151501,0,"14/02/2024 17:02:31",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",13,"Rating","Screen 1","poh9ia",1,"response","75",2924.5,3943.89999999999,3953.90000000008,2924.5,3943.89999999999,3953.90000000008,1,2924.5,1029.40000000008,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",5,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"MDPRF63569"
"35",35,1707930154255,"14/02/2024 17:02:34",1707930154255,0,"14/02/2024 17:02:34",163173,5,"task-e8t8",NA,35148592,10387256,NA,"complete",NA,"65ccef2df33e7edc2ba99fc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Rest + Money + Mood rating (2B)",11,"In","BCADLEKFJGIH",NA,"In",2,"SpreadsheetM_2B","SpreadsheetM_2B",14,"Rating","Screen 1","poh9ia",1,"continue","",2764.60000000018,2757.29999999999,2764.60000000018,2764.60000000018,2757.29999999999,2764.60000000018,1,2764.60000000018,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",5,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"MDPRF63569"
