"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","Multiple.Choice.object.2.Response","Multiple.Choice.object.2.Quantised","Random_ID"
"1",1694203445956,"08/09/2023 20:04:05",1694189045956,-4,"08/09/2023 12:04:05",142246,8,"questionnaire-tzdp",NA,31593395,9341442,NA,"rejected - time limit reached","","3HRMW88U1CPBML1Q72JCOWZTW06M07","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1364x768","1515x687",NA,NA,0,"Attention Check 1",2,"In","IJHKGAFBECD",NA,"1","2","SUPAMT63304"
"1",1694205841629,"08/09/2023 20:44:01",1694191441629,-4,"08/09/2023 12:44:01",142246,8,"questionnaire-tzdp",NA,31594747,9341630,NA,"complete","ymohyb","33F859I56CCQEU3PEL0OG8NG6JCBHJ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","JKIAHBGCFDE",NA,"1","2","SUPAMT44703"
"1",1694209506874,"08/09/2023 21:45:06",1694191506874,-5,"08/09/2023 11:45:06",142246,8,"questionnaire-tzdp",NA,31594764,9341616,NA,"complete","hwfxga","37KGEN7NJ9PKV52NG3QUK1UW8T9PPO","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"Attention Check 1",2,"In","KAJBICHDGEF",NA,"1","2","SUPAMT73934"
"1",1694220437313,"09/09/2023 00:47:17",1694206037313,-4,"08/09/2023 16:47:17",142246,8,"questionnaire-tzdp",NA,31594840,9341652,NA,"complete","yyqwjv","3VHHR074H9G5YEJPSP363YUR27OL70","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x907",NA,NA,0,"Attention Check 1",2,"In","ABKCJDIEHFG",NA,"1","2","SUPAMT85380"
"1",1694209517666,"08/09/2023 21:45:17",1694195117666,-4,"08/09/2023 13:45:17",142246,8,"questionnaire-tzdp",NA,31595922,9341822,NA,"complete","ipqgiu","3NXNZ5RS1GWAXCIG3S0GYP3W2DI790","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1266x725",NA,NA,0,"Attention Check 1",2,"In","CDBEAFKGJHI",NA,"1","2","SUPAMT18235"
"1",1694214511085,"08/09/2023 23:08:31",1694200111085,-4,"08/09/2023 15:08:31",142246,8,"questionnaire-tzdp",NA,31597266,9342091,NA,"complete","xvjawq","3W8CV64QJ8Y7Q1OSG1MSP2SQIJEH9K","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"Attention Check 1",2,"In","DECFBGAHKIJ",NA,"1","2","SUPAMT46587"
"1",1694233428966,"09/09/2023 04:23:48",1694219028966,-4,"08/09/2023 20:23:48",142246,8,"questionnaire-tzdp",NA,31599828,9342626,NA,"complete","chkxod","3KYQYYSHY16TL8NWWUMKV78HJORODA","computer","Desktop or Laptop","Windows 10","Chrome 112.0.0.0","1366x768","1366x657",NA,NA,0,"Attention Check 1",2,"In","EFDGCHBIAJK",NA,"1","2","SUPAMT03895"
"1",1694295084142,"09/09/2023 21:31:24",1694280684142,-4,"09/09/2023 13:31:24",142246,8,"questionnaire-tzdp",NA,31607758,9343959,NA,"complete","arvogf","352YTHGRO1C6TVIGZ6Q18UHAV7SH4B","computer","Desktop or Laptop","Windows 8.1","Firefox 115.0","1366x768","1366x643",NA,NA,0,"Attention Check 1",2,"In","FGEHDICJBKA",NA,"1","2","SUPAMT06944"
"1",1694442731249,"11/09/2023 14:32:11",1694428331249,-4,"11/09/2023 06:32:11",142246,8,"questionnaire-tzdp",NA,31623439,9347086,NA,"complete","duqcor","3KMS4QQVK8P7T1GDP8PHCQUTB87FKQ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"Attention Check 1",2,"In","GHFIEJDKCAB",NA,"1","2","SUPAMT88210"
"1",1694393779820,"11/09/2023 00:56:19",1694379379820,-4,"10/09/2023 16:56:19",142246,8,"questionnaire-tzdp",NA,31623474,9347084,NA,"complete","cssbnt","340UGXU9D40ASU7FJ1YN0Z6D3IGUVT","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1920x1080","1920x963",NA,NA,0,"Attention Check 1",2,"In","HIGJFKEADBC",NA,"1","2","SUPAMT41548"
"1",1694453705510,"11/09/2023 17:35:05",1694428505510,-7,"11/09/2023 03:35:05",142246,8,"questionnaire-tzdp",NA,31623497,9347097,NA,"complete","eizxcr","3IGI0VL64DJ27KE9LO0NRCKBZU2NO6","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x800","1280x683",NA,NA,0,"Attention Check 1",2,"In","IJHKGAFBECD",NA,"1","2","SUPAMT17567"
"1",1694449599774,"11/09/2023 16:26:39",1694431599774,-5,"11/09/2023 06:26:39",142246,8,"questionnaire-tzdp",NA,31625035,9347467,NA,"complete","ijeveg","3634BBTX0UTGN6QPP545ZAFGLUTIFB","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1536x715",NA,NA,0,"Attention Check 1",2,"In","JKIAHBGCFDE",NA,"1","2","SUPAMT09500"
"1",1694446380146,"11/09/2023 15:33:00",1694431980146,-4,"11/09/2023 07:33:00",142246,8,"questionnaire-tzdp",NA,31625641,9347580,NA,"complete","brmmps","3J88R45B2MXP4E4E2U0BEEGZ9NHXP8","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"Attention Check 1",2,"In","KAJBICHDGEF",NA,"1","2","SUPAMT69675"
"1",1694448844274,"11/09/2023 16:14:04",1694434444274,-4,"11/09/2023 08:14:04",142246,8,"questionnaire-tzdp",NA,31626393,9347812,NA,"complete","fwirwg","3YHH42UU5HERG3J57QIXOJK4WWNL0D","computer","Desktop or Laptop","Mac OS 10.14","Firefox 102.0","1440x900","1440x764",NA,NA,0,"Attention Check 1",2,"In","ABKCJDIEHFG",NA,"1","2","SUPAMT55556"
"1",1694486965935,"12/09/2023 02:49:25",1694461765935,-7,"11/09/2023 12:49:25",142246,8,"questionnaire-tzdp",NA,31627243,9348006,NA,"complete","snkrya","34Q075JO13CEQWF1EG0E44BQYQK10P","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","CDBEAFKGJHI",NA,"1","2","SUPAMT75094"
"1",1694450751907,"11/09/2023 16:45:51",1694436351907,-4,"11/09/2023 08:45:51",142246,8,"questionnaire-tzdp",NA,31627257,9348012,NA,"complete","jifdct","3WAKVUDHU2F8H46J13V7ULQAH0DU75","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1536x715",NA,NA,0,"Attention Check 1",2,"In","DECFBGAHKIJ",NA,"1","2","SUPAMT65671"
"1",1694451587330,"11/09/2023 16:59:47",1694437187330,-4,"11/09/2023 08:59:47",142246,8,"questionnaire-tzdp",NA,31627494,9348065,NA,"complete","swqeqv","3Q5C1WP23S0DL312BM6QLZ7HD8K51L","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1600x900","1600x783",NA,NA,0,"Attention Check 1",2,"In","EFDGCHBIAJK",NA,"1","2","SUPAMT38237"
"1",1694454446139,"11/09/2023 17:47:26",1694440046139,-4,"11/09/2023 09:47:26",142246,8,"questionnaire-tzdp",NA,31628653,9348307,NA,"complete","pmlnoq","3E337GFOLF7EF7XBX5NFM3B98ORNGV","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x603",NA,NA,0,"Attention Check 1",2,"In","GHFIEJDKCAB",NA,"1","2","SUPAMT85212"
"1",1694455372315,"11/09/2023 18:02:52",1694440972315,-4,"11/09/2023 10:02:52",142246,8,"questionnaire-tzdp",NA,31629253,9348433,NA,"complete","waemuo","3VZLGYJEYR9JII6KP3YD5CIDLCTXZG","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1360x768","1360x619",NA,NA,0,"Attention Check 1",2,"In","HIGJFKEADBC",NA,"1","2","SUPAMT98287"
"1",1694463636709,"11/09/2023 20:20:36",1694449236709,-4,"11/09/2023 12:20:36",142246,8,"questionnaire-tzdp",NA,31632425,9349147,NA,"complete","wxtcpy","3NGI5ARFTZ4HEDJLV1F4J5CY4AYP18","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x800","1280x651",NA,NA,0,"Attention Check 1",2,"In","IJHKGAFBECD",NA,"1","2","SUPAMT76571"
"1",1694464387483,"11/09/2023 20:33:07",1694449987483,-4,"11/09/2023 12:33:07",142246,8,"questionnaire-tzdp",NA,31632620,9349197,NA,"complete","smtfmz","3C5W7UE9CLPJJB71AE8JXAM4683XMR","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","KAJBICHDGEF",NA,"1","2","SUPAMT37698"
"1",1694464664913,"11/09/2023 20:37:44",1694450264913,-4,"11/09/2023 12:37:44",142246,8,"questionnaire-tzdp",NA,31632723,9349217,NA,"complete","wltptx","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","ABKCJDIEHFG",NA,"1","2","SUPAMT20625"
"1",1694464896335,"11/09/2023 20:41:36",1694450496335,-4,"11/09/2023 12:41:36",142246,8,"questionnaire-tzdp",NA,31632794,9349234,NA,"complete","wredeh","323Q6SJS8OFGRBF5JNMKZYE1KXWHFU","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x768",NA,NA,0,"Attention Check 1",2,"In","BCADKEJFIGH",NA,"1","2","SUPAMT68797"
"1",1694465565078,"11/09/2023 20:52:45",1694451165078,-4,"11/09/2023 12:52:45",142246,8,"questionnaire-tzdp",NA,31632970,9349283,NA,"complete","hbtrkk","31JLPPHS20TV3GLZ35G8IYM5UV1O3H","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","CDBEAFKGJHI",NA,"1","2","SUPAMT63995"
"1",1694466216278,"11/09/2023 21:03:36",1694451816278,-4,"11/09/2023 13:03:36",142246,8,"questionnaire-tzdp",NA,31633130,9349312,NA,"complete","tchkzm","3JNQLM5FTALYCDMJMDMB77DJR6L2LE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","DECFBGAHKIJ",NA,"1","2","SUPAMT08102"
"1",1694467230558,"11/09/2023 21:20:30",1694452830558,-4,"11/09/2023 13:20:30",142246,8,"questionnaire-tzdp",NA,31633396,9349391,NA,"complete","kiptvq","3Z9WI9EOZ5NR7X7JKYDHFB66TDYHKM","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","FGEHDICJBKA",NA,"1","2","SUPAMT75571"
"1",1694467930107,"11/09/2023 21:32:10",1694453530107,-4,"11/09/2023 13:32:10",142246,8,"questionnaire-tzdp",NA,31633531,9349417,NA,"complete","xogwzf","3BV8HQ2ZZ205YVEGCO9OO6EKFOV6A4","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x869",NA,NA,0,"Attention Check 1",2,"In","GHFIEJDKCAB",NA,"1","2","SUPAMT65760"
"1",1694468912308,"11/09/2023 21:48:32",1694454512308,-4,"11/09/2023 13:48:32",142246,8,"questionnaire-tzdp",NA,31633768,9349476,NA,"complete","pjahvp","32AT8R96GR8U02QBP6TIPCM64JRSU1","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","HIGJFKEADBC",NA,"1","2","SUPAMT98846"
"1",1694469385889,"11/09/2023 21:56:25",1694454985889,-4,"11/09/2023 13:56:25",142246,8,"questionnaire-tzdp",NA,31633888,9349512,NA,"complete","ynawuk","3VD82FOHKWNJGGHIWYR9B1QZY2CCON","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1364x768","1364x619",NA,NA,0,"Attention Check 1",2,"In","IJHKGAFBECD",NA,"1","2","SUPAMT97235"
"1",1694468983583,"11/09/2023 21:49:43",1694454583583,-4,"11/09/2023 13:49:43",142246,8,"questionnaire-tzdp",NA,31633962,9349526,NA,"complete","lkavxq","32AT8R96GR8U02QBP6TIPCM62RLSU9","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1364x768","1364x619",NA,NA,0,"Attention Check 1",2,"In","JKIAHBGCFDE",NA,"1","2","SUPAMT94910"
"1",1694469858565,"11/09/2023 22:04:18",1694455458565,-4,"11/09/2023 14:04:18",142246,8,"questionnaire-tzdp",NA,31634012,9349539,NA,"complete","mjpmmy","3MRNMEIQWB5LFNKZJ26S3Q4NQM9LDL","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"Attention Check 1",2,"In","KAJBICHDGEF",NA,"1","2","SUPAMT18230"
"1",1694491924013,"12/09/2023 04:12:04",1694477524013,-4,"11/09/2023 20:12:04",142246,8,"questionnaire-tzdp",NA,31634113,9349557,NA,"complete","jopwxr","31HQ4X3T3Y9RHC3HGS1HYPQNRQ0SL5","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","ABKCJDIEHFG",NA,"1","2","SUPAMT36846"
"1",1694470406094,"11/09/2023 22:13:26",1694456006094,-4,"11/09/2023 14:13:26",142246,8,"questionnaire-tzdp",NA,31634157,9349567,NA,"complete","bbhakg","33NF62TLXP1NY3298YG2ROML67IJKD","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1327x596",NA,NA,0,"Attention Check 1",2,"In","BCADKEJFIGH",NA,"1","2","SUPAMT56321"
"1",1694471100213,"11/09/2023 22:25:00",1694456700213,-4,"11/09/2023 14:25:00",142246,8,"questionnaire-tzdp",NA,31634354,9349598,NA,"complete","chslnx","37QW5D2ZRMLW25JYM3SDTK4H7OJS8X","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","CDBEAFKGJHI",NA,"1","2","SUPAMT46146"
"1",1694471416114,"11/09/2023 22:30:16",1694457016114,-4,"11/09/2023 14:30:16",142246,8,"questionnaire-tzdp",NA,31634415,9349610,NA,"complete","xljybu","3U5NZHP4LX1SIO4ZXQIPBSS5NN2HPL","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","DECFBGAHKIJ",NA,"1","2","SUPAMT36372"
"1",1694472438160,"11/09/2023 22:47:18",1694458038160,-4,"11/09/2023 14:47:18",142246,8,"questionnaire-tzdp",NA,31634605,9349656,NA,"complete","vvxsqh","3KIBXJ1WDBT1ZET6OB87ZK374E7OK5","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","EFDGCHBIAJK",NA,"1","2","SUPAMT42158"
"1",1695065893579,"18/09/2023 19:38:13",1695051493579,-4,"18/09/2023 11:38:13",142246,8,"questionnaire-tzdp",NA,31721851,9376581,NA,"complete","varmrk","33LK57MYLZ4BM1KLVTSQ641L5CNSZS","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1364x768","1364x619",NA,NA,0,"Attention Check 1",2,"In","GHFIEJDKCAB",NA,"1","2","SUPAMT10666"
"1",1695066034099,"18/09/2023 19:40:34",1695051634099,-4,"18/09/2023 11:40:34",142246,8,"questionnaire-tzdp",NA,31721895,9376607,NA,"complete","ioktzf","35K3O9HUAHC471O3TMEEEVHOSGLFER","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1920x1080","1920x963",NA,NA,0,"Attention Check 1",2,"In","HIGJFKEADBC",NA,"1","2","SUPAMT77780"
"1",1695087804100,"19/09/2023 01:43:24",1695073404100,-4,"18/09/2023 17:43:24",142246,8,"questionnaire-tzdp",NA,31721935,9376618,NA,"complete","yuctob","3KV0LJBBH8KZMFLP1F2R8S0G5S6RMF","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","JKIAHBGCFDE",NA,"1","2","SUPAMT46237"
"1",1695066172795,"18/09/2023 19:42:52",1695051772795,-4,"18/09/2023 11:42:52",142246,8,"questionnaire-tzdp",NA,31721937,9376622,NA,"complete","nnrtcs","3AMYWKA6YHLU0Z8HM7E6P1YP44EO6Y","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","IJHKGAFBECD",NA,"1","2","SUPAMT03607"
"1",1695066499412,"18/09/2023 19:48:19",1695052099412,-4,"18/09/2023 11:48:19",142246,8,"questionnaire-tzdp",NA,31722044,9376642,NA,"complete","mfpbkz","3PZDLQMM0ZK599SD90TC4ONWY04C2C","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","KAJBICHDGEF",NA,"1","2","SUPAMT20625"
"1",1695066992852,"18/09/2023 19:56:32",1695052592852,-4,"18/09/2023 11:56:32",142246,8,"questionnaire-tzdp",NA,31722421,9376719,NA,"complete","owjpvu","308Q0PEVBEC7MWZCMJ4DPET5IYII97","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","ABKCJDIEHFG",NA,"1","2","SUPAMT43420"
"1",1695072062806,"18/09/2023 21:21:02",1695054062806,-5,"18/09/2023 11:21:02",142246,8,"questionnaire-tzdp",NA,31722634,9376775,NA,"complete","wobdyu","3Y4W8Q93L5JOBSWTX68YQZ2PHJPVDQ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","2048x1152","2048x1003",NA,NA,0,"Attention Check 1",2,"In","BCADKEJFIGH",NA,"1","2","SUPAMT03550"
"1",1695068769615,"18/09/2023 20:26:09",1695054369615,-4,"18/09/2023 12:26:09",142246,8,"questionnaire-tzdp",NA,31722685,9376769,NA,"complete","cgxdjm","33FOTY3KESKYKOAHQWTYZ5DR7FFC1R","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","CDBEAFKGJHI",NA,"1","2","SUPAMT23519"
"1",1695090551881,"19/09/2023 02:29:11",1695076151881,-4,"18/09/2023 18:29:11",142246,8,"questionnaire-tzdp",NA,31722722,9376799,NA,"complete","uqmpvw","3CTOC39K3DPZ3OVPP4RTNJHZ0KFJ7Y","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1536x715",NA,NA,0,"Attention Check 1",2,"In","DECFBGAHKIJ",NA,"1","2","SUPAMT06162"
"1",1695097770409,"19/09/2023 04:29:30",1695076170409,-6,"18/09/2023 16:29:30",142246,8,"questionnaire-tzdp",NA,31722739,9376806,NA,"complete","qvzqaz","3PXX5PX6L3XB47VB8FQWZM0CS33ABH","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x651",NA,NA,0,"Attention Check 1",2,"In","EFDGCHBIAJK",NA,"1","2","SUPAMT57557"
"1",1695079893495,"18/09/2023 23:31:33",1695065493495,-4,"18/09/2023 15:31:33",142246,8,"questionnaire-tzdp",NA,31722861,9376834,NA,"complete","ieqsbq","30X31N5D69PALTCDJ1CRPBACXDZSAJ","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x715",NA,NA,0,"Attention Check 1",2,"In","FGEHDICJBKA",NA,"1","2","SUPAMT06248"
"1",1695091211883,"19/09/2023 02:40:11",1695076811883,-4,"18/09/2023 18:40:11",142246,8,"questionnaire-tzdp",NA,31722924,9376854,NA,"complete","fcocsc","3DHE4R9OC2AIQL8IBMPVUF8BWS3G2X","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","GHFIEJDKCAB",NA,"1","2","SUPAMT34408"
