"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day.Quantised","Random_ID"
"1",1694471869726,"11/09/2023 22:37:49",1694457469726,-4,"11/09/2023 14:37:49",142246,8,"questionnaire-qxhw",NA,31634516,9349610,NA,"complete","xljybu","3U5NZHP4LX1SIO4ZXQIPBSS5NN2HPL","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 2",2,"In","DECFBGAHKIJ",NA,"1-0","1","SUPAMT36372"
"1",1694473277202,"11/09/2023 23:01:17",1694458877202,-4,"11/09/2023 15:01:17",142246,8,"questionnaire-qxhw",NA,31634741,9349656,NA,"complete","vvxsqh","3KIBXJ1WDBT1ZET6OB87ZK374E7OK5","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 2",2,"In","EFDGCHBIAJK",NA,"1-0","1","SUPAMT42158"
"1",1694473442616,"11/09/2023 23:04:02",1694459042616,-4,"11/09/2023 15:04:02",142246,8,"questionnaire-qxhw",NA,31634761,9349567,NA,"complete","bbhakg","33NF62TLXP1NY3298YG2ROML67IJKD","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1327x596",NA,NA,0,"Attention Check 2",2,"In","BCADKEJFIGH",NA,"1-0","1","SUPAMT56321"
"1",1695066568609,"18/09/2023 19:49:28",1695052168609,-4,"18/09/2023 11:49:28",142246,8,"questionnaire-qxhw",NA,31722064,9376607,NA,"complete","ioktzf","35K3O9HUAHC471O3TMEEEVHOSGLFER","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1920x1080","1920x963",NA,NA,0,"Attention Check 2",2,"In","HIGJFKEADBC",NA,"1-0","1","SUPAMT77780"
"1",1695066820748,"18/09/2023 19:53:40",1695052420748,-4,"18/09/2023 11:53:40",142246,8,"questionnaire-qxhw",NA,31722160,9376581,NA,"complete","varmrk","33LK57MYLZ4BM1KLVTSQ641L5CNSZS","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1364x768","1364x619",NA,NA,0,"Attention Check 2",2,"In","GHFIEJDKCAB",NA,"1-0","1","SUPAMT10666"
"1",1695067044876,"18/09/2023 19:57:24",1695052644876,-4,"18/09/2023 11:57:24",142246,8,"questionnaire-qxhw",NA,31722247,9376642,NA,"complete","mfpbkz","3PZDLQMM0ZK599SD90TC4ONWY04C2C","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 2",2,"In","KAJBICHDGEF",NA,"1-0","1","SUPAMT20625"
"1",1695067065238,"18/09/2023 19:57:45",1695052665238,-4,"18/09/2023 11:57:45",142246,8,"questionnaire-qxhw",NA,31722251,9376622,NA,"complete","nnrtcs","3AMYWKA6YHLU0Z8HM7E6P1YP44EO6Y","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 2",2,"In","IJHKGAFBECD",NA,"1-0","1","SUPAMT03607"
"1",1695089000309,"19/09/2023 02:03:20",1695074600309,-4,"18/09/2023 18:03:20",142246,8,"questionnaire-qxhw",NA,31722339,9376618,NA,"complete","yuctob","3KV0LJBBH8KZMFLP1F2R8S0G5S6RMF","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 2",2,"In","JKIAHBGCFDE",NA,"1-0","1","SUPAMT46237"
"1",1695067558908,"18/09/2023 20:05:58",1695053158908,-4,"18/09/2023 12:05:58",142246,8,"questionnaire-qxhw",NA,31722582,9376719,NA,"complete","owjpvu","308Q0PEVBEC7MWZCMJ4DPET5IYII97","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 2",2,"In","ABKCJDIEHFG",NA,"1-0","1","SUPAMT43420"
"1",1695072497366,"18/09/2023 21:28:17",1695054497366,-5,"18/09/2023 11:28:17",142246,8,"questionnaire-qxhw",NA,31722713,9376775,NA,"complete","wobdyu","3Y4W8Q93L5JOBSWTX68YQZ2PHJPVDQ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","2048x1152","2048x1003",NA,NA,0,"Attention Check 2",2,"In","BCADKEJFIGH",NA,"1-0","1","SUPAMT03550"
"1",1695069861642,"18/09/2023 20:44:21",1695055461642,-4,"18/09/2023 12:44:21",142246,8,"questionnaire-qxhw",NA,31723023,9376769,NA,"complete","cgxdjm","33FOTY3KESKYKOAHQWTYZ5DR7FFC1R","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 2",2,"In","CDBEAFKGJHI",NA,"1-0","1","SUPAMT23519"
"1",1695098587058,"19/09/2023 04:43:07",1695076987058,-6,"18/09/2023 16:43:07",142246,8,"questionnaire-qxhw",NA,31722994,9376806,NA,"complete","qvzqaz","3PXX5PX6L3XB47VB8FQWZM0CS33ABH","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x651",NA,NA,0,"Attention Check 2",2,"In","EFDGCHBIAJK",NA,"1-0","1","SUPAMT57557"
