"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","Rating.Scale.object.6.Anxiety","Rating.Scale.object.6.Anxiety.Quantised","Rating.Scale.object.6.Avoidance","Rating.Scale.object.6.Avoidance.Quantised","Rating.Scale.object.8.Anxiety","Rating.Scale.object.8.Anxiety.Quantised","Rating.Scale.object.8.Avoidance","Rating.Scale.object.8.Avoidance.Quantised","Rating.Scale.object.9.Anxiety","Rating.Scale.object.9.Anxiety.Quantised","Rating.Scale.object.9.Avoidance","Rating.Scale.object.9.Avoidance.Quantised","Rating.Scale.object.11.Anxiety","Rating.Scale.object.11.Anxiety.Quantised","Rating.Scale.object.11.Avoidance","Rating.Scale.object.11.Avoidance.Quantised","Rating.Scale.object.12.Anxiety","Rating.Scale.object.12.Anxiety.Quantised","Rating.Scale.object.12.Avoidance","Rating.Scale.object.12.Avoidance.Quantised","Rating.Scale.object.13.Anxiety","Rating.Scale.object.13.Anxiety.Quantised","Rating.Scale.object.13.Avoidance","Rating.Scale.object.13.Avoidance.Quantised","Rating.Scale.object.14.Anxiety","Rating.Scale.object.14.Anxiety.Quantised","Rating.Scale.object.14.Avoidance","Rating.Scale.object.14.Avoidance.Quantised","Rating.Scale.object.15.Anxiety","Rating.Scale.object.15.Anxiety.Quantised","Rating.Scale.object.15.Avoidance","Rating.Scale.object.15.Avoidance.Quantised","Rating.Scale.object.16.Anxiety","Rating.Scale.object.16.Anxiety.Quantised","Rating.Scale.object.16.Avoidance","Rating.Scale.object.16.Avoidance.Quantised","Rating.Scale.object.17.Anxiety","Rating.Scale.object.17.Anxiety.Quantised","Rating.Scale.object.17.Avoidance","Rating.Scale.object.17.Avoidance.Quantised","Rating.Scale.object.18.Anxiety","Rating.Scale.object.18.Anxiety.Quantised","Rating.Scale.object.18.Avoidance","Rating.Scale.object.18.Avoidance.Quantised","Rating.Scale.object.19.Anxiety","Rating.Scale.object.19.Anxiety.Quantised","Rating.Scale.object.19.Avoidance","Rating.Scale.object.19.Avoidance.Quantised","Rating.Scale.object.20.Anxiety","Rating.Scale.object.20.Anxiety.Quantised","Rating.Scale.object.20.Avoidance","Rating.Scale.object.20.Avoidance.Quantised","Rating.Scale.object.21.Anxiety","Rating.Scale.object.21.Anxiety.Quantised","Rating.Scale.object.21.Avoidance","Rating.Scale.object.21.Avoidance.Quantised","Rating.Scale.object.22.Anxiety","Rating.Scale.object.22.Anxiety.Quantised","Rating.Scale.object.22.Avoidance","Rating.Scale.object.22.Avoidance.Quantised","Rating.Scale.object.23.Anxiety","Rating.Scale.object.23.Anxiety.Quantised","Rating.Scale.object.23.Avoidance","Rating.Scale.object.23.Avoidance.Quantised","Rating.Scale.object.24.Anxiety","Rating.Scale.object.24.Anxiety.Quantised","Rating.Scale.object.24.Avoidance","Rating.Scale.object.24.Avoidance.Quantised","Rating.Scale.object.25.Anxiety","Rating.Scale.object.25.Anxiety.Quantised","Rating.Scale.object.25.Avoidance","Rating.Scale.object.25.Avoidance.Quantised","Rating.Scale.object.26.Anxiety","Rating.Scale.object.26.Anxiety.Quantised","Rating.Scale.object.26.Avoidance","Rating.Scale.object.26.Avoidance.Quantised","Rating.Scale.object.27.Anxiety","Rating.Scale.object.27.Anxiety.Quantised","Rating.Scale.object.27.Avoidance","Rating.Scale.object.27.Avoidance.Quantised","Rating.Scale.object.28.Anxiety","Rating.Scale.object.28.Anxiety.Quantised","Rating.Scale.object.28.Avoidance","Rating.Scale.object.28.Avoidance.Quantised","Rating.Scale.object.29.Anxiety","Rating.Scale.object.29.Anxiety.Quantised","Rating.Scale.object.29.Avoidance","Rating.Scale.object.29.Avoidance.Quantised","Rating.Scale.object.30.Anxiety","Rating.Scale.object.30.Anxiety.Quantised","Rating.Scale.object.30.Avoidance","Rating.Scale.object.30.Avoidance.Quantised","Rating.Scale.object.31.Anxiety","Rating.Scale.object.31.Anxiety.Quantised","Rating.Scale.object.31.Avoidance","Rating.Scale.object.31.Avoidance.Quantised","Random_ID"
"1",1694163498507,"08/09/2023 08:58:18",1694149098507,-4,"08/09/2023 00:58:18",142246,8,"questionnaire-xzz2",NA,31578775,9339308,NA,"complete","yyjdxn","34BBWHLWHGAIYSCKFUE53Y1GER9WIZ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x571",NA,NA,0,"LSAS-SR",4,"In","BCADKEJFIGH",NA,"0","1","3","4","0","1","1","2","0","1","0","1","0","1","0","1","0","1","0","1","1","2","2","3","0","1","0","1","1","2","2","3","1","2","1","2","0","1","1","2","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","1","2","1","2","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","1","2","2","3","2","3","0","1","0","1","SUPAMT93300"
"1",1694194819380,"08/09/2023 17:40:19",1694180419380,-4,"08/09/2023 09:40:19",142246,8,"questionnaire-xzz2",NA,31590054,9340880,NA,"complete","oxnwwu","3OS4RQUCRFE60YCJJVCODNB3Q4CFB2","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1360x768","907x413",NA,NA,0,"LSAS-SR",4,"In","DECFBGAHKIJ",NA,"1","2","0","1","1","2","0","1","0","1","0","1","1","2","2","3","1","2","1","2","1","2","1","2","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","1","2","2","3","1","2","2","3","1","2","2","3","1","2","0","1","0","1","0","1","1","2","0","1","0","1","0","1","0","1","0","1","0","1","0","1","2","3","3","4","0","1","0","1","0","1","0","1","1","2","0","1","SUPAMT78887"
"1",1694195097769,"08/09/2023 17:44:57",1694180697769,-4,"08/09/2023 09:44:57",142246,8,"questionnaire-xzz2",NA,31590178,9340873,NA,"complete","bwsfxs","3907X2AHF64O3Y1HE5FIOOM3XJHP21","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1910x1055","1248x889",NA,NA,0,"LSAS-SR",4,"In","CDBEAFKGJHI",NA,"0","1","0","1","1","2","2","3","0","1","0","1","1","2","2","3","2","3","1","2","3","4","1","2","0","1","0","1","2","3","1","2","0","1","0","1","1","2","2","3","1","2","2","3","2","3","3","4","1","2","3","4","2","3","3","4","0","1","0","1","3","4","3","4","1","2","2","3","2","3","2","3","1","2","1","2","2","3","3","4","1","2","2","3","0","1","0","1","1","2","2","3","0","1","0","1","SUPAMT96542"
"1",1694195791916,"08/09/2023 17:56:31",1694181391916,-4,"08/09/2023 09:56:31",142246,8,"questionnaire-xzz2",NA,31590479,9340886,NA,"complete","vvfnsq","3PZDLQMM0ZK599SD90TC4ONWXHL2CG","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"LSAS-SR",4,"In","EFDGCHBIAJK",NA,"2","3","3","4","1","2","2","3","3","4","1","2","2","3","3","4","2","3","1","2","1","2","3","4","3","4","2","3","3","4","1","2","2","3","3","4","1","2","3","4","2","3","1","2","3","4","2","3","1","2","3","4","2","3","3","4","2","3","3","4","2","3","3","4","1","2","2","3","3","4","1","2","2","3","3","4","1","2","2","3","3","4","2","3","2","3","3","4","1","2","2","3","1","2","3","4","SUPAMT73359"
"1",1694196378812,"08/09/2023 18:06:18",1694181978812,-4,"08/09/2023 10:06:18",142246,8,"questionnaire-xzz2",NA,31590766,9340936,NA,"rejected - time limit reached","","3Z4AIRP3CCCMNMLCHSPLDIY18XXX18","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1364x768","1515x687",NA,NA,0,"LSAS-SR",4,"In","FGEHDICJBKA",NA,"1","2","2","3","1","2","3","4","2","3","1","2","2","3","1","2","1","2","2","3","1","2","1","2","2","3","1","2","2","3","3","4","1","2","2","3","2","3","1","2","2","3","1","2","1","2","2","3","3","4","1","2","1","2","2","3","0","1","1","2","1","2","2","3","2","3","1","2","1","2","2","3","1","2","2","3","1","2","2","3","1","2","3","4","1","2","2","3","2","3","1","2","1","2","1","2","SUPAMT06323"
"1",1694209771805,"08/09/2023 21:49:31",1694191771805,-5,"08/09/2023 11:49:31",142246,8,"questionnaire-xzz2",NA,31594871,9341616,NA,"complete","hwfxga","37KGEN7NJ9PKV52NG3QUK1UW8T9PPO","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"LSAS-SR",4,"In","KAJBICHDGEF",NA,"0","1","0","1","1","2","1","2","1","2","2","3","3","4","3","4","1","2","2","3","1","2","1","2","0","1","0","1","1","2","2","3","1","2","2","3","2","3","3","4","2","3","2","3","3","4","3","4","3","4","3","4","2","3","3","4","1","2","1","2","2","3","3","4","2","3","2","3","3","4","3","4","1","2","2","3","3","4","3","4","1","2","2","3","3","4","3","4","0","1","0","1","1","2","2","3","SUPAMT73934"
"1",1694206196134,"08/09/2023 20:49:56",1694191796134,-4,"08/09/2023 12:49:56",142246,8,"questionnaire-xzz2",NA,31594880,9341630,NA,"complete","ymohyb","33F859I56CCQEU3PEL0OG8NG6JCBHJ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"LSAS-SR",4,"In","JKIAHBGCFDE",NA,"1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","2","3","1","2","2","3","1","2","2","3","2","3","2","3","2","3","2","3","3","4","3","4","2","3","3","4","2","3","2","3","1","2","2","3","3","4","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","2","3","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","3","4","2","3","2","3","3","4","SUPAMT44703"
"1",1694206293822,"08/09/2023 20:51:33",1694191893822,-4,"08/09/2023 12:51:33",142246,8,"questionnaire-xzz2",NA,31594912,9341442,NA,"rejected - time limit reached","","3HRMW88U1CPBML1Q72JCOWZTW06M07","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1364x768","1515x687",NA,NA,0,"LSAS-SR",4,"In","IJHKGAFBECD",NA,"0","1","0","1","0","1","0","1","1","2","1","2","2","3","2","3","1","2","1","2","0","1","0","1","0","1","0","1","1","2","1","2","0","1","0","1","1","2","1","2","1","2","1","2","2","3","2","3","3","4","3","4","1","2","1","2","0","1","0","1","0","1","0","1","0","1","0","1","1","2","1","2","2","3","2","3","1","2","1","2","0","1","0","1","0","1","0","1","0","1","0","1","2","3","2","3","SUPAMT63304"
"1",1694221008020,"09/09/2023 00:56:48",1694206608020,-4,"08/09/2023 16:56:48",142246,8,"questionnaire-xzz2",NA,31595031,9341652,NA,"complete","yyqwjv","3VHHR074H9G5YEJPSP363YUR27OL70","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x907",NA,NA,0,"LSAS-SR",4,"In","ABKCJDIEHFG",NA,"1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","2","3","1","2","1","2","2","3","1","2","1","2","1","2","1","2","2","3","2","3","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","0","1","1","2","0","1","0","1","1","2","1","2","1","2","1","2","0","1","1","2","0","1","1","2","1","2","0","1","1","2","SUPAMT85380"
"1",1694209671620,"08/09/2023 21:47:51",1694195271620,-4,"08/09/2023 13:47:51",142246,8,"questionnaire-xzz2",NA,31595973,9341822,NA,"complete","ipqgiu","3NXNZ5RS1GWAXCIG3S0GYP3W2DI790","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1266x725",NA,NA,0,"LSAS-SR",4,"In","CDBEAFKGJHI",NA,"0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","1","2","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","1","2","0","1","1","2","0","1","1","2","0","1","0","1","0","1","0","1","0","1","1","2","0","1","1","2","0","1","1","2","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","SUPAMT18235"
"1",1694214523973,"08/09/2023 23:08:43",1694200123973,-4,"08/09/2023 15:08:43",142246,8,"questionnaire-xzz2",NA,31597271,9342091,NA,"complete","xvjawq","3W8CV64QJ8Y7Q1OSG1MSP2SQIJEH9K","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"LSAS-SR",4,"In","DECFBGAHKIJ",NA,"2","3","1","2","2","3","3","4","2","3","1","2","2","3","3","4","2","3","1","2","2","3","3","4","2","3","1","2","2","3","3","4","2","3","1","2","2","3","1","2","2","3","3","4","2","3","1","2","2","3","3","4","2","3","1","2","2","3","1","2","2","3","3","4","2","3","1","2","2","3","3","4","2","3","1","2","1","2","2","3","3","4","2","3","1","2","2","3","3","4","2","3","1","2","2","3","SUPAMT46587"
"1",1694233761780,"09/09/2023 04:29:21",1694219361780,-4,"08/09/2023 20:29:21",142246,8,"questionnaire-xzz2",NA,31599845,9342626,NA,"complete","chkxod","3KYQYYSHY16TL8NWWUMKV78HJORODA","computer","Desktop or Laptop","Windows 10","Chrome 112.0.0.0","1366x768","1366x657",NA,NA,0,"LSAS-SR",4,"In","EFDGCHBIAJK",NA,"0","1","0","1","0","1","0","1","0","1","0","1","1","2","1","2","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","1","2","1","2","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","1","2","1","2","0","1","0","1","0","1","1","2","SUPAMT03895"
"1",1694295390964,"09/09/2023 21:36:30",1694280990964,-4,"09/09/2023 13:36:30",142246,8,"questionnaire-xzz2",NA,31607833,9343959,NA,"complete","arvogf","352YTHGRO1C6TVIGZ6Q18UHAV7SH4B","computer","Desktop or Laptop","Windows 8.1","Firefox 115.0","1366x768","1366x643",NA,NA,0,"LSAS-SR",4,"In","FGEHDICJBKA",NA,"2","3","1","2","1","2","3","4","2","3","1","2","0","1","2","3","1","2","1","2","2","3","1","2","1","2","3","4","0","1","1","2","1","2","0","1","1","2","2","3","2","3","0","1","3","4","2","3","3","4","1","2","2","3","3","4","1","2","0","1","1","2","3","4","1","2","0","1","2","3","1","2","3","4","1","2","2","3","0","1","1","2","3","4","2","3","1","2","3","4","2","3","1","2","3","4","SUPAMT06944"
