"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"1",1694024289685,"06/09/2023 18:18:09",1694009889685,-4,"06/09/2023 10:18:09",142246,8,"questionnaire-uu2n",NA,31534019,9331540,NA,"complete","mdhysq","30LB5CDZNI9BLS09MR96WYV2B5IZ0X","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT52969"
"2",1694024346866,"06/09/2023 18:19:06",1694009946866,-4,"06/09/2023 10:19:06",142246,8,"questionnaire-uu2n",NA,31534019,9331540,NA,"complete","mdhysq","30LB5CDZNI9BLS09MR96WYV2B5IZ0X","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",57187.655,57184.017,57187.655,57187.655,57184.017,57187.655,1,57187.655,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT52969"
"3",1694024346869,"06/09/2023 18:19:06",1694009946869,-4,"06/09/2023 10:19:06",142246,8,"questionnaire-uu2n",NA,31534019,9331540,NA,"complete","mdhysq","30LB5CDZNI9BLS09MR96WYV2B5IZ0X","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",10444.515,57184.017,57196.155,10444.515,57184.017,57196.155,1,10444.515,46751.64,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT52969"
"4",1694024346869,"06/09/2023 18:19:06",1694009946869,-4,"06/09/2023 10:19:06",142246,8,"questionnaire-uu2n",NA,31534019,9331540,NA,"complete","mdhysq","30LB5CDZNI9BLS09MR96WYV2B5IZ0X","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",17616.57,57184.017,57196.5549999762,17616.57,57184.017,57196.5549999762,1,17616.57,39579.9849999762,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT52969"
"5",1694024346869,"06/09/2023 18:19:06",1694009946869,-4,"06/09/2023 10:19:06",142246,8,"questionnaire-uu2n",NA,31534019,9331540,NA,"complete","mdhysq","30LB5CDZNI9BLS09MR96WYV2B5IZ0X","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",27862.843,57184.017,57196.9549999523,27862.843,57184.017,57196.9549999523,1,27862.843,29334.1119999523,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT52969"
"6",1694024532901,"06/09/2023 18:22:12",1694010132901,-4,"06/09/2023 10:22:12",142246,8,"questionnaire-uu2n",NA,31534019,9331540,NA,"complete","mdhysq","30LB5CDZNI9BLS09MR96WYV2B5IZ0X","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",186044.238000024,186028.952,186044.238000024,186044.238000024,186028.952,186044.238000024,1,186044.238000024,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT52969"
"7",1694024532904,"06/09/2023 18:22:12",1694010132904,-4,"06/09/2023 10:22:12",142246,8,"questionnaire-uu2n",NA,31534019,9331540,NA,"complete","mdhysq","30LB5CDZNI9BLS09MR96WYV2B5IZ0X","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",8443.194,186028.952,186045.618,8443.194,186028.952,186045.618,1,8443.194,177602.424,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT52969"
"8",1694024532904,"06/09/2023 18:22:12",1694010132904,-4,"06/09/2023 10:22:12",142246,8,"questionnaire-uu2n",NA,31534019,9331540,NA,"complete","mdhysq","30LB5CDZNI9BLS09MR96WYV2B5IZ0X","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",178669.149,186028.952,186045.618,178669.149,186028.952,186045.618,1,178669.149,7376.46900000004,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT52969"
"9",1694024532905,"06/09/2023 18:22:12",1694010132905,-4,"06/09/2023 10:22:12",142246,8,"questionnaire-uu2n",NA,31534019,9331540,NA,"complete","mdhysq","30LB5CDZNI9BLS09MR96WYV2B5IZ0X","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",184633.486,186028.952,186045.618,184633.486,186028.952,186045.618,1,184633.486,1412.13200000004,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT52969"
"10",1694024582828,"06/09/2023 18:23:02",1694010182828,-4,"06/09/2023 10:23:02",142246,8,"questionnaire-uu2n",NA,31534019,9331540,NA,"complete","mdhysq","30LB5CDZNI9BLS09MR96WYV2B5IZ0X","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",49942.186,49925.791,49942.186,49942.186,49925.791,49942.186,1,49942.186,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT52969"
"11",1694024582830,"06/09/2023 18:23:02",1694010182830,-4,"06/09/2023 10:23:02",142246,8,"questionnaire-uu2n",NA,31534019,9331540,NA,"complete","mdhysq","30LB5CDZNI9BLS09MR96WYV2B5IZ0X","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",23979.968,49925.791,49942.4569999999,23979.968,49925.791,49942.4569999999,1,23979.968,25962.4889999999,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT52969"
"12",1694024582831,"06/09/2023 18:23:02",1694010182831,-4,"06/09/2023 10:23:02",142246,8,"questionnaire-uu2n",NA,31534019,9331540,NA,"complete","mdhysq","30LB5CDZNI9BLS09MR96WYV2B5IZ0X","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",38444.755,49925.791,49942.4569999999,38444.755,49925.791,49942.4569999999,1,38444.755,11497.7019999999,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT52969"
"13",1694024582831,"06/09/2023 18:23:02",1694010182831,-4,"06/09/2023 10:23:02",142246,8,"questionnaire-uu2n",NA,31534019,9331540,NA,"complete","mdhysq","30LB5CDZNI9BLS09MR96WYV2B5IZ0X","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",47908.06,49925.791,49942.4569999999,47908.06,49925.791,49942.4569999999,1,47908.06,2034.39699999994,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT52969"
"14",1694024582833,"06/09/2023 18:23:02",1694010182833,-4,"06/09/2023 10:23:02",142246,8,"questionnaire-uu2n",NA,31534019,9331540,NA,"complete","mdhysq","30LB5CDZNI9BLS09MR96WYV2B5IZ0X","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT52969"
"1",1694024364918,"06/09/2023 18:19:24",1694009964918,-4,"06/09/2023 10:19:24",142246,8,"questionnaire-uu2n",NA,31534049,9331580,NA,"complete","aszmrz","3DI28L7YXGDDHMUVMNZTPTDUSRPE1J","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT58485"
"2",1694024429711,"06/09/2023 18:20:29",1694010029711,-4,"06/09/2023 10:20:29",142246,8,"questionnaire-uu2n",NA,31534049,9331580,NA,"complete","aszmrz","3DI28L7YXGDDHMUVMNZTPTDUSRPE1J","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",64802.25,64781.25,64802.25,64802.25,64781.25,64802.25,1,64802.25,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT58485"
"3",1694024429714,"06/09/2023 18:20:29",1694010029714,-4,"06/09/2023 10:20:29",142246,8,"questionnaire-uu2n",NA,31534049,9331580,NA,"complete","aszmrz","3DI28L7YXGDDHMUVMNZTPTDUSRPE1J","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",42125,64781.25,64808.25,42125,64781.25,64808.25,1,42125,22683.25,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT58485"
"4",1694024429714,"06/09/2023 18:20:29",1694010029714,-4,"06/09/2023 10:20:29",142246,8,"questionnaire-uu2n",NA,31534049,9331580,NA,"complete","aszmrz","3DI28L7YXGDDHMUVMNZTPTDUSRPE1J","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",57031.25,64781.25,64808.25,57031.25,64781.25,64808.25,1,57031.25,7777,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT58485"
"5",1694024429714,"06/09/2023 18:20:29",1694010029714,-4,"06/09/2023 10:20:29",142246,8,"questionnaire-uu2n",NA,31534049,9331580,NA,"complete","aszmrz","3DI28L7YXGDDHMUVMNZTPTDUSRPE1J","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",63531.25,64781.25,64808.25,63531.25,64781.25,64808.25,1,63531.25,1277,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT58485"
"6",1694024450596,"06/09/2023 18:20:50",1694010050596,-4,"06/09/2023 10:20:50",142246,8,"questionnaire-uu2n",NA,31534049,9331580,NA,"complete","aszmrz","3DI28L7YXGDDHMUVMNZTPTDUSRPE1J","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",20909,20906.25,20909,20909,20906.25,20909,1,20909,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT58485"
"7",1694024450599,"06/09/2023 18:20:50",1694010050599,-4,"06/09/2023 10:20:50",142246,8,"questionnaire-uu2n",NA,31534049,9331580,NA,"complete","aszmrz","3DI28L7YXGDDHMUVMNZTPTDUSRPE1J","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",6531.25,20906.25,20912,6531.25,20906.25,20912,1,6531.25,14380.75,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT58485"
"8",1694024450600,"06/09/2023 18:20:50",1694010050600,-4,"06/09/2023 10:20:50",142246,8,"questionnaire-uu2n",NA,31534049,9331580,NA,"complete","aszmrz","3DI28L7YXGDDHMUVMNZTPTDUSRPE1J","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",11187.5,20906.25,20912,11187.5,20906.25,20912,1,11187.5,9724.5,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT58485"
"9",1694024450600,"06/09/2023 18:20:50",1694010050600,-4,"06/09/2023 10:20:50",142246,8,"questionnaire-uu2n",NA,31534049,9331580,NA,"complete","aszmrz","3DI28L7YXGDDHMUVMNZTPTDUSRPE1J","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","3",20343.75,20906.25,20913,20343.75,20906.25,20913,1,20343.75,569.25,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT58485"
"10",1694024477815,"06/09/2023 18:21:17",1694010077815,-4,"06/09/2023 10:21:17",142246,8,"questionnaire-uu2n",NA,31534049,9331580,NA,"complete","aszmrz","3DI28L7YXGDDHMUVMNZTPTDUSRPE1J","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",27221.75,27218.75,27221.75,27221.75,27218.75,27221.75,1,27221.75,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT58485"
"11",1694024477819,"06/09/2023 18:21:17",1694010077819,-4,"06/09/2023 10:21:17",142246,8,"questionnaire-uu2n",NA,31534049,9331580,NA,"complete","aszmrz","3DI28L7YXGDDHMUVMNZTPTDUSRPE1J","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",19875,27218.75,27225.75,19875,27218.75,27225.75,1,19875,7350.75,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT58485"
"12",1694024477820,"06/09/2023 18:21:17",1694010077820,-4,"06/09/2023 10:21:17",142246,8,"questionnaire-uu2n",NA,31534049,9331580,NA,"complete","aszmrz","3DI28L7YXGDDHMUVMNZTPTDUSRPE1J","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",23750,27218.75,27226.75,23750,27218.75,27226.75,1,23750,3476.75,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT58485"
"13",1694024477820,"06/09/2023 18:21:17",1694010077820,-4,"06/09/2023 10:21:17",142246,8,"questionnaire-uu2n",NA,31534049,9331580,NA,"complete","aszmrz","3DI28L7YXGDDHMUVMNZTPTDUSRPE1J","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","7",26531.25,27218.75,27226.75,26531.25,27218.75,27226.75,1,26531.25,695.5,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT58485"
"14",1694024477825,"06/09/2023 18:21:17",1694010077825,-4,"06/09/2023 10:21:17",142246,8,"questionnaire-uu2n",NA,31534049,9331580,NA,"complete","aszmrz","3DI28L7YXGDDHMUVMNZTPTDUSRPE1J","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT58485"
"1",1694045916196,"07/09/2023 00:18:36",1694031516196,-4,"06/09/2023 16:18:36",142246,8,"questionnaire-uu2n",NA,31533989,9331600,NA,"complete","zxbeud","3L0KT67Y8KFBHBAGZ7Q7SXSJZIJSY1","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT04349"
"2",1694045927196,"07/09/2023 00:18:47",1694031527196,-4,"06/09/2023 16:18:47",142246,8,"questionnaire-uu2n",NA,31533989,9331600,NA,"complete","zxbeud","3L0KT67Y8KFBHBAGZ7Q7SXSJZIJSY1","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",11006.2680000119,10986.666,11006.2680000119,11006.2680000119,10986.666,11006.2680000119,1,11006.2680000119,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT04349"
"3",1694045927199,"07/09/2023 00:18:47",1694031527199,-4,"06/09/2023 16:18:47",142246,8,"questionnaire-uu2n",NA,31533989,9331600,NA,"complete","zxbeud","3L0KT67Y8KFBHBAGZ7Q7SXSJZIJSY1","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",5098.078,10986.666,11013.6680000179,5098.078,10986.666,11013.6680000179,1,5098.078,5915.59000001788,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT04349"
"4",1694045927199,"07/09/2023 00:18:47",1694031527199,-4,"06/09/2023 16:18:47",142246,8,"questionnaire-uu2n",NA,31533989,9331600,NA,"complete","zxbeud","3L0KT67Y8KFBHBAGZ7Q7SXSJZIJSY1","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",6705.303,10986.666,11014.067999994,6705.303,10986.666,11014.067999994,1,6705.303,4308.76499999404,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT04349"
"5",1694045927199,"07/09/2023 00:18:47",1694031527199,-4,"06/09/2023 16:18:47",142246,8,"questionnaire-uu2n",NA,31533989,9331600,NA,"complete","zxbeud","3L0KT67Y8KFBHBAGZ7Q7SXSJZIJSY1","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",7548.103,10986.666,11014.368000006,7548.103,10986.666,11014.368000006,1,7548.103,3466.26500000596,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT04349"
"6",1694045931982,"07/09/2023 00:18:51",1694031531982,-4,"06/09/2023 16:18:51",142246,8,"questionnaire-uu2n",NA,31533989,9331600,NA,"complete","zxbeud","3L0KT67Y8KFBHBAGZ7Q7SXSJZIJSY1","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",4810.10200001192,4806.785,4810.10200001192,4810.10200001192,4806.785,4810.10200001192,1,4810.10200001192,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT04349"
"7",1694045931983,"07/09/2023 00:18:51",1694031531983,-4,"06/09/2023 16:18:51",142246,8,"questionnaire-uu2n",NA,31533989,9331600,NA,"complete","zxbeud","3L0KT67Y8KFBHBAGZ7Q7SXSJZIJSY1","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",2176.035,4806.785,4811.302,2176.035,4806.785,4811.302,1,2176.035,2635.267,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT04349"
"8",1694045931984,"07/09/2023 00:18:51",1694031531984,-4,"06/09/2023 16:18:51",142246,8,"questionnaire-uu2n",NA,31533989,9331600,NA,"complete","zxbeud","3L0KT67Y8KFBHBAGZ7Q7SXSJZIJSY1","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",2950.776,4806.785,4812.20200000596,2950.776,4806.785,4812.20200000596,1,2950.776,1861.42600000596,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT04349"
"9",1694045931985,"07/09/2023 00:18:51",1694031531985,-4,"06/09/2023 16:18:51",142246,8,"questionnaire-uu2n",NA,31533989,9331600,NA,"complete","zxbeud","3L0KT67Y8KFBHBAGZ7Q7SXSJZIJSY1","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",3752.735,4806.785,4813.00200001788,3752.735,4806.785,4813.00200001788,1,3752.735,1060.26700001788,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT04349"
"10",1694045936371,"07/09/2023 00:18:56",1694031536371,-4,"06/09/2023 16:18:56",142246,8,"questionnaire-uu2n",NA,31533989,9331600,NA,"complete","zxbeud","3L0KT67Y8KFBHBAGZ7Q7SXSJZIJSY1","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",4392.517,4369.031,4392.517,4392.517,4369.031,4392.517,1,4392.517,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT04349"
"11",1694045936372,"07/09/2023 00:18:56",1694031536372,-4,"06/09/2023 16:18:56",142246,8,"questionnaire-uu2n",NA,31533989,9331600,NA,"complete","zxbeud","3L0KT67Y8KFBHBAGZ7Q7SXSJZIJSY1","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",1612.394,4369.031,4393.31700001192,1612.394,4369.031,4393.31700001192,1,1612.394,2780.92300001192,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT04349"
"12",1694045936372,"07/09/2023 00:18:56",1694031536372,-4,"06/09/2023 16:18:56",142246,8,"questionnaire-uu2n",NA,31533989,9331600,NA,"complete","zxbeud","3L0KT67Y8KFBHBAGZ7Q7SXSJZIJSY1","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",2292.216,4369.031,4393.91700000596,2292.216,4369.031,4393.91700000596,1,2292.216,2101.70100000596,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT04349"
"13",1694045936373,"07/09/2023 00:18:56",1694031536373,-4,"06/09/2023 16:18:56",142246,8,"questionnaire-uu2n",NA,31533989,9331600,NA,"complete","zxbeud","3L0KT67Y8KFBHBAGZ7Q7SXSJZIJSY1","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",3125.425,4369.031,4394.517,3125.425,4369.031,4394.517,1,3125.425,1269.092,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT04349"
"14",1694045936375,"07/09/2023 00:18:56",1694031536375,-4,"06/09/2023 16:18:56",142246,8,"questionnaire-uu2n",NA,31533989,9331600,NA,"complete","zxbeud","3L0KT67Y8KFBHBAGZ7Q7SXSJZIJSY1","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT04349"
