"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","Multiple.Choice.Grid.object.2.Easily.annoyed.by.others","Multiple.Choice.Grid.object.2.Easily.annoyed.by.others.Quantised","Multiple.Choice.Grid.object.2.Often.lose.temper","Multiple.Choice.Grid.object.2.Often.lose.temper.Quantised","Multiple.Choice.Grid.object.2.Stay.angry.for.a.long.time","Multiple.Choice.Grid.object.2.Stay.angry.for.a.long.time.Quantised","Multiple.Choice.Grid.object.2.Angry.most.of.the.time","Multiple.Choice.Grid.object.2.Angry.most.of.the.time.Quantised","Multiple.Choice.Grid.object.2.Get.angry.frequently","Multiple.Choice.Grid.object.2.Get.angry.frequently.Quantised","Multiple.Choice.Grid.object.2.Lose.temper.easily","Multiple.Choice.Grid.object.2.Lose.temper.easily.Quantised","Multiple.Choice.Grid.object.2.Overall..irritability.causes.me.problems","Multiple.Choice.Grid.object.2.Overall..irritability.causes.me.problems.Quantised","Random_ID"
"1",1695400276328,"22/09/2023 16:31:16",1695385876328,-4,"22/09/2023 08:31:16",142246,8,"questionnaire-79c5",NA,31796712,9404676,NA,"complete","kcdsln","3VZLGYJEYR9JII6KP3YD5CIDLCKXZ7","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x598",NA,NA,0,"ARI",2,"In","IJHKGAFBECD",NA,"Somewhat true","2","Certainly true","3","Not true","1","Somewhat true","2","Somewhat true","2","Certainly true","3","Somewhat true","2","SUPAMT82878"
"1",1695400406151,"22/09/2023 16:33:26",1695386006151,-4,"22/09/2023 08:33:26",142246,8,"questionnaire-79c5",NA,31796741,9404727,NA,"complete","zaoezl","33LKR6A5KKJF65CSCIOOOFDVV1F1TZ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","KAJBICHDGEF",NA,"Somewhat true","2","Not true","1","Somewhat true","2","Somewhat true","2","Certainly true","3","Somewhat true","2","Not true","1","SUPAMT85554"
"1",1695400347061,"22/09/2023 16:32:27",1695385947061,-4,"22/09/2023 08:32:27",142246,8,"questionnaire-79c5",NA,31796805,9404327,NA,"complete","yacnae","351SEKWQS6G5L52KJE7733JCQQLMD8","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","BCADKEJFIGH",NA,"Somewhat true","2","Not true","1","Somewhat true","2","Certainly true","3","Somewhat true","2","Not true","1","Not true","1","SUPAMT25764"
"1",1695400636020,"22/09/2023 16:37:16",1695386236020,-4,"22/09/2023 08:37:16",142246,8,"questionnaire-79c5",NA,31796817,9404612,NA,"complete","hctqol","3WMOAN2SRHWXX4N6M0M1M4EJVN4VNL","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","ABKCJDIEHFG",NA,"Somewhat true","2","Certainly true","3","Certainly true","3","Somewhat true","2","Somewhat true","2","Certainly true","3","Somewhat true","2","SUPAMT62253"
"1",1695401447995,"22/09/2023 16:50:47",1695387047995,-4,"22/09/2023 08:50:47",142246,8,"questionnaire-79c5",NA,31797093,9404750,NA,"complete","zjybmi","3TESA3PJ3798PZ8XW76AMT66Z4JMMW","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","BCADKEJFIGH",NA,"Somewhat true","2","Somewhat true","2","Somewhat true","2","Certainly true","3","Not true","1","Somewhat true","2","Certainly true","3","SUPAMT91381"
"1",1695401513328,"22/09/2023 16:51:53",1695387113328,-4,"22/09/2023 08:51:53",142246,8,"questionnaire-79c5",NA,31797115,9404767,NA,"complete","nucanb","3TE3O8573679FBHWRXJ7TJMIZM1R2Y","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","CDBEAFKGJHI",NA,"Somewhat true","2","Not true","1","Somewhat true","2","Certainly true","3","Certainly true","3","Somewhat true","2","Somewhat true","2","SUPAMT80126"
"1",1695401515763,"22/09/2023 16:51:55",1695387115763,-4,"22/09/2023 08:51:55",142246,8,"questionnaire-79c5",NA,31797116,9404778,NA,"complete","hptzpj","34HJIJKLPBVBBWD04V75NV8J466V4N","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","DECFBGAHKIJ",NA,"Somewhat true","2","Not true","1","Somewhat true","2","Not true","1","Somewhat true","2","Not true","1","Somewhat true","2","SUPAMT09275"
"1",1695401995606,"22/09/2023 16:59:55",1695387595606,-4,"22/09/2023 08:59:55",142246,8,"questionnaire-79c5",NA,31797256,9404842,NA,"complete","trxyfg","3TPWUS5F8F0RLPQKNKIJSV3L3SRWCD","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","GHFIEJDKCAB",NA,"Somewhat true","2","Certainly true","3","Somewhat true","2","Certainly true","3","Somewhat true","2","Somewhat true","2","Certainly true","3","SUPAMT93631"
"1",1695402174240,"22/09/2023 17:02:54",1695387774240,-4,"22/09/2023 09:02:54",142246,8,"questionnaire-79c5",NA,31797303,9404590,NA,"complete","hzapwi","3CN4LGXD53NSFQ8596UPUUCDMNBY42","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1364x768","1364x651",NA,NA,0,"ARI",2,"In","FGEHDICJBKA",NA,"Somewhat true","2","Not true","1","Somewhat true","2","Somewhat true","2","Somewhat true","2","Not true","1","Not true","1","SUPAMT67727"
"1",1695402361225,"22/09/2023 17:06:01",1695387961225,-4,"22/09/2023 09:06:01",142246,8,"questionnaire-79c5",NA,31797373,9404712,NA,"complete","gybsfz","3SKRO2GZ77QG3MM5I9AWNOQZCOT1KY","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x651",NA,NA,0,"ARI",2,"In","EFDGCHBIAJK",NA,"Somewhat true","2","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","Somewhat true","2","SUPAMT83502"
"1",1695402630546,"22/09/2023 17:10:30",1695388230546,-4,"22/09/2023 09:10:30",142246,8,"questionnaire-79c5",NA,31797443,9404830,NA,"complete","jnuwvp","3PB5A5BD015PCM5OHY6QQ6PJ8TC7GY","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","FGEHDICJBKA",NA,"Somewhat true","2","Somewhat true","2","Certainly true","3","Somewhat true","2","Certainly true","3","Certainly true","3","Not true","1","SUPAMT40213"
"1",1695402814012,"22/09/2023 17:13:34",1695388414012,-4,"22/09/2023 09:13:34",142246,8,"questionnaire-79c5",NA,31797510,9404910,NA,"complete","lgvjad","3FPRZHYEP46QT0UW4H2MDQGDQ6L3VL","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","HIGJFKEADBC",NA,"Somewhat true","2","Certainly true","3","Certainly true","3","Somewhat true","2","Certainly true","3","Somewhat true","2","Somewhat true","2","SUPAMT70931"
"1",1695402766221,"22/09/2023 17:12:46",1695388366221,-4,"22/09/2023 09:12:46",142246,8,"questionnaire-79c5",NA,31797589,9404977,NA,"complete","tswwua","37C0GNLMHL23W2HSWY0QE7MQ0QC6DO","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","JKIAHBGCFDE",NA,"Somewhat true","2","Not true","1","Somewhat true","2","Certainly true","3","Not true","1","Somewhat true","2","Somewhat true","2","SUPAMT06732"
"1",1695403694096,"22/09/2023 17:28:14",1695389294096,-4,"22/09/2023 09:28:14",142246,8,"questionnaire-79c5",NA,31797794,9404922,NA,"complete","bidinb","31EUONYN212FFPNINFME1TEOLXAVO1","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1280x800","1280x651",NA,NA,0,"ARI",2,"In","IJHKGAFBECD",NA,"Certainly true","3","Somewhat true","2","Certainly true","3","Somewhat true","2","Certainly true","3","Somewhat true","2","Certainly true","3","SUPAMT00235"
"1",1695425409743,"22/09/2023 23:30:09",1695411009743,-4,"22/09/2023 15:30:09",142246,8,"questionnaire-79c5",NA,31797820,9404538,NA,"complete","khavxn","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1364x768","1364x619",NA,NA,0,"ARI",2,"In","ABKCJDIEHFG",NA,"Somewhat true","2","Not true","1","Somewhat true","2","Somewhat true","2","Somewhat true","2","Somewhat true","2","Not true","1","SUPAMT93631"
"1",1695403949639,"22/09/2023 17:32:29",1695389549639,-4,"22/09/2023 09:32:29",142246,8,"questionnaire-79c5",NA,31797886,9405048,NA,"complete","qnnmgi","3TVSS0C0E7Z876SV96D9H53PRETWTY","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x651",NA,NA,0,"ARI",2,"In","DECFBGAHKIJ",NA,"Certainly true","3","Somewhat true","2","Somewhat true","2","Certainly true","3","Somewhat true","2","Certainly true","3","Somewhat true","2","SUPAMT07686"
"1",1695425675883,"22/09/2023 23:34:35",1695411275883,-4,"22/09/2023 15:34:35",142246,8,"questionnaire-79c5",NA,31797932,9404571,NA,"rejected - time limit reached","","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1364x768","1364x619",NA,NA,0,"ARI",2,"In","BCADKEJFIGH",NA,"Somewhat true","2","Not true","1","Somewhat true","2","Somewhat true","2","Somewhat true","2","Somewhat true","2","Not true","1","SUPAMT00235"
"1",1695404229077,"22/09/2023 17:37:09",1695389829077,-4,"22/09/2023 09:37:09",142246,8,"questionnaire-79c5",NA,31798035,9404732,NA,"rejected - time limit reached","","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1364x768","1364x619",NA,NA,0,"ARI",2,"In","CDBEAFKGJHI",NA,"Somewhat true","2","Not true","1","Somewhat true","2","Somewhat true","2","Somewhat true","2","Somewhat true","2","Not true","1","SUPAMT06732"
"1",1695404458623,"22/09/2023 17:40:58",1695390058623,-4,"22/09/2023 09:40:58",142246,8,"questionnaire-79c5",NA,31798122,9404744,NA,"complete","kpdlnx","3ZR9AIQJUH8VIVCK1YJG22ITAAX408","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x651",NA,NA,0,"ARI",2,"In","GHFIEJDKCAB",NA,"Certainly true","3","Somewhat true","2","Certainly true","3","Not true","1","Certainly true","3","Somewhat true","2","Certainly true","3","SUPAMT29912"
"1",1695404474642,"22/09/2023 17:41:14",1695390074642,-4,"22/09/2023 09:41:14",142246,8,"questionnaire-79c5",NA,31798128,9405098,NA,"complete","wfyrfl","3B837J3LDUV2KAYULCYDK1ZMXG0RS1","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x651",NA,NA,0,"ARI",2,"In","IJHKGAFBECD",NA,"Somewhat true","2","Not true","1","Somewhat true","2","Certainly true","3","Somewhat true","2","Certainly true","3","Somewhat true","2","SUPAMT19818"
"1",1695404524941,"22/09/2023 17:42:04",1695390124941,-4,"22/09/2023 09:42:04",142246,8,"questionnaire-79c5",NA,31798148,9405105,NA,"complete","sqojza","39GHHAVOMLQ2K1D6N6TMK7XP9JE4JQ","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"ARI",2,"In","JKIAHBGCFDE",NA,"Somewhat true","2","Somewhat true","2","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","SUPAMT57106"
"1",1695405048162,"22/09/2023 17:50:48",1695390648162,-4,"22/09/2023 09:50:48",142246,8,"questionnaire-79c5",NA,31798345,9405092,NA,"complete","nlupwx","308Q0PEVBEC7MWZCMJ4DPET5IW2I9N","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"ARI",2,"In","HIGJFKEADBC",NA,"Somewhat true","2","Somewhat true","2","Not true","1","Not true","1","Somewhat true","2","Somewhat true","2","Somewhat true","2","SUPAMT32911"
"1",1695426716582,"22/09/2023 23:51:56",1695412316582,-4,"22/09/2023 15:51:56",142246,8,"questionnaire-79c5",NA,31798364,9405054,NA,"complete","octrgp","3VELCLL3GQI5N0URHYJZ7BYU4SM1F6","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","EFDGCHBIAJK",NA,"Somewhat true","2","Not true","1","Somewhat true","2","Certainly true","3","Somewhat true","2","Somewhat true","2","Not true","1","SUPAMT18856"
"1",1695409361289,"22/09/2023 19:02:41",1695391361289,-5,"22/09/2023 09:02:41",142246,8,"questionnaire-79c5",NA,31798673,9405056,NA,"complete","vbudgi","3YJ6NA41JHFO9UZPLQLAN58K0F9PJ1","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","FGEHDICJBKA",NA,"Somewhat true","2","Not true","1","Somewhat true","2","Not true","1","Somewhat true","2","Not true","1","Not true","1","SUPAMT05565"
"1",1695421463475,"22/09/2023 22:24:23",1695407063475,-4,"22/09/2023 14:24:23",142246,8,"questionnaire-79c5",NA,31799531,9405373,NA,"complete","gfuxqv","3KV0LJBBH8KZMFLP1F2R8S0G5R4RMB","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1680x1050","1680x901",NA,NA,0,"ARI",2,"In","KAJBICHDGEF",NA,"Somewhat true","2","Somewhat true","2","Not true","1","Certainly true","3","Somewhat true","2","Certainly true","3","Somewhat true","2","SUPAMT87343"
"1",1695428670144,"23/09/2023 00:24:30",1695414270144,-4,"22/09/2023 16:24:30",142246,8,"questionnaire-79c5",NA,31799584,9405370,NA,"complete","ktjurh","3NKQQ8O3944OYD7TSGYTUD063C3DU6","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1364x768","1364x619",NA,NA,0,"ARI",2,"In","ABKCJDIEHFG",NA,"Somewhat true","2","Not true","1","Somewhat true","2","Somewhat true","2","Somewhat true","2","Somewhat true","2","Not true","1","SUPAMT57988"
"1",1695408110594,"22/09/2023 18:41:50",1695393710594,-4,"22/09/2023 10:41:50",142246,8,"questionnaire-79c5",NA,31799910,9405430,NA,"complete","fwxnzj","33LK57MYLZ4BM1KLVTSQ641L6Y8ZST","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","BCADKEJFIGH",NA,"Somewhat true","2","Certainly true","3","Somewhat true","2","Somewhat true","2","Not true","1","Somewhat true","2","Somewhat true","2","SUPAMT36650"
"1",1695409958733,"22/09/2023 19:12:38",1695395558733,-4,"22/09/2023 11:12:38",142246,8,"questionnaire-79c5",NA,31801129,9405624,NA,"complete","niedbe","3ZPBJO59KV0JTR19SHRUBYBG95QHD0","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","EFDGCHBIAJK",NA,"Somewhat true","2","Certainly true","3","Somewhat true","2","Somewhat true","2","Certainly true","3","Certainly true","3","Somewhat true","2","SUPAMT63407"
"1",1695410320131,"22/09/2023 19:18:40",1695395920131,-4,"22/09/2023 11:18:40",142246,8,"questionnaire-79c5",NA,31801168,9405561,NA,"complete","kphdnf","3NS0A6KXCA78WWBU0TY9HQIIINKZGF","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"ARI",2,"In","DECFBGAHKIJ",NA,"Somewhat true","2","Somewhat true","2","Not true","1","Not true","1","Not true","1","Somewhat true","2","Somewhat true","2","SUPAMT87722"
"1",1695410925538,"22/09/2023 19:28:45",1695396525538,-4,"22/09/2023 11:28:45",142246,8,"questionnaire-79c5",NA,31801644,9405767,NA,"complete","uzdhmk","3DBQWDE4YCXGZA8RG94OI6KKIZD5NZ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x651",NA,NA,0,"ARI",2,"In","GHFIEJDKCAB",NA,"Somewhat true","2","Not true","1","Not true","1","Not true","1","Somewhat true","2","Somewhat true","2","Somewhat true","2","SUPAMT61489"
"1",1695411723708,"22/09/2023 19:42:03",1695397323708,-4,"22/09/2023 11:42:03",142246,8,"questionnaire-79c5",NA,31801795,9405708,NA,"complete","xinuil","3TVSS0C0E7Z876SV96D9H53PRFTTWX","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x562",NA,NA,0,"ARI",2,"In","FGEHDICJBKA",NA,"Somewhat true","2","Certainly true","3","Certainly true","3","Somewhat true","2","Somewhat true","2","Certainly true","3","Somewhat true","2","SUPAMT16834"
"1",1695411796099,"22/09/2023 19:43:16",1695397396099,-4,"22/09/2023 11:43:16",142246,8,"questionnaire-79c5",NA,31801834,9405819,NA,"complete","zbllhb","3X1FV8S5J3QRNC6KZW96WK5MUB5GVL","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","HIGJFKEADBC",NA,"Somewhat true","2","Certainly true","3","Somewhat true","2","Certainly true","3","Somewhat true","2","Certainly true","3","Somewhat true","2","SUPAMT73880"
"1",1695413494496,"22/09/2023 20:11:34",1695399094496,-4,"22/09/2023 12:11:34",142246,8,"questionnaire-79c5",NA,31802253,9405903,NA,"complete","aaikqk","388U7OUMFD02J1EICAFTAVT32PQ0RY","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"ARI",2,"In","JKIAHBGCFDE",NA,"Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","SUPAMT95208"
"1",1695414301296,"22/09/2023 20:25:01",1695399901296,-4,"22/09/2023 12:25:01",142246,8,"questionnaire-79c5",NA,31802418,9405945,NA,"complete","lhpjpk","3HPZF4IVNSSVAULK2L07DSO1E1ZCY2","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"ARI",2,"In","KAJBICHDGEF",NA,"Somewhat true","2","Somewhat true","2","Not true","1","Not true","1","Not true","1","Somewhat true","2","Somewhat true","2","SUPAMT79308"
"1",1695417947646,"22/09/2023 21:25:47",1695399947646,-5,"22/09/2023 11:25:47",142246,8,"questionnaire-79c5",NA,31802432,9405946,NA,"complete","uipsnm","337RC3OW0B1794KLAN6M9CAUQTDLVK","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1255x708",NA,NA,0,"ARI",2,"In","ABKCJDIEHFG",NA,"Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","SUPAMT50322"
"1",1695415870528,"22/09/2023 20:51:10",1695401470528,-4,"22/09/2023 12:51:10",142246,8,"questionnaire-79c5",NA,31802776,9406007,NA,"complete","sqszbv","3JW0YLFXRZF0ZNWP4BIK4PAOV9GWWV","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"ARI",2,"In","CDBEAFKGJHI",NA,"Somewhat true","2","Not true","1","Somewhat true","2","Certainly true","3","Somewhat true","2","Not true","1","Somewhat true","2","SUPAMT17949"
"1",1695415911154,"22/09/2023 20:51:51",1695401511154,-4,"22/09/2023 12:51:51",142246,8,"questionnaire-79c5",NA,31802797,9406002,NA,"complete","pwwafd","3HPZF4IVNSSVAULK2L07DSO1E1YCY1","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"ARI",2,"In","BCADKEJFIGH",NA,"Somewhat true","2","Somewhat true","2","Certainly true","3","Somewhat true","2","Somewhat true","2","Certainly true","3","Certainly true","3","SUPAMT96230"
"1",1695418416000,"22/09/2023 21:33:36",1695404016000,-4,"22/09/2023 13:33:36",142246,8,"questionnaire-79c5",NA,31803306,9406053,NA,"complete","chbpeb","3SITXWYCN18N0K34JPIAJUBAUAJXBO","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","DECFBGAHKIJ",NA,"Somewhat true","2","Not true","1","Somewhat true","2","Not true","1","Not true","1","Not true","1","Somewhat true","2","SUPAMT11139"
"1",1695426412269,"22/09/2023 23:46:52",1695412012269,-4,"22/09/2023 15:46:52",142246,8,"questionnaire-79c5",NA,31804813,9406575,NA,"complete","ykirci","3TAYZSBPLR7LGQH96MJCJTRELQI2SZ","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 116.0.0.0","1920x1080","1362x1185",NA,NA,0,"ARI",2,"In","EFDGCHBIAJK",NA,"Somewhat true","2","Somewhat true","2","Somewhat true","2","Not true","1","Somewhat true","2","Somewhat true","2","Somewhat true","2","SUPAMT45247"
"1",1695429060529,"23/09/2023 00:31:00",1695414660529,-4,"22/09/2023 16:31:00",142246,8,"questionnaire-79c5",NA,31805163,9406724,NA,"complete","nkbllc","38F71OA9GZV2JPGGAK2XR3MX25JMF5","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"ARI",2,"In","GHFIEJDKCAB",NA,"Somewhat true","2","Somewhat true","2","Not true","1","Not true","1","Somewhat true","2","Somewhat true","2","Somewhat true","2","SUPAMT67003"
"1",1695451624928,"23/09/2023 06:47:04",1695437224928,-4,"22/09/2023 22:47:04",142246,8,"questionnaire-79c5",NA,31807257,9407367,NA,"complete","ugnafu","3JAOYWH7VO39CX7I7M1QHULXZ3UL98","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1280x800","766x633",NA,NA,0,"ARI",2,"In","IJHKGAFBECD",NA,"Not true","1","Not true","1","Somewhat true","2","Somewhat true","2","Not true","1","Somewhat true","2","Not true","1","SUPAMT23161"
"1",1695463253361,"23/09/2023 10:00:53",1695448853361,-4,"23/09/2023 02:00:53",142246,8,"questionnaire-79c5",NA,31807600,9407525,NA,"complete","ovaetw","3QIYRE09Y9GHBS78FM2CFG736N01ND","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"ARI",2,"In","JKIAHBGCFDE",NA,"Somewhat true","2","Somewhat true","2","Somewhat true","2","Somewhat true","2","Somewhat true","2","Somewhat true","2","Somewhat true","2","SUPAMT94497"
"1",1695479175846,"23/09/2023 14:26:15",1695464775846,-4,"23/09/2023 06:26:15",142246,8,"questionnaire-79c5",NA,31808637,9407693,NA,"complete","srcagv","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1364x768","1364x619",NA,NA,0,"ARI",2,"In","KAJBICHDGEF",NA,"Somewhat true","2","Not true","1","Somewhat true","2","Somewhat true","2","Somewhat true","2","Somewhat true","2","Not true","1","SUPAMT28201"
"1",1695481580015,"23/09/2023 15:06:20",1695467180015,-4,"23/09/2023 07:06:20",142246,8,"questionnaire-79c5",NA,31809439,9407715,NA,"complete","idcilz","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1364x768","1240x563",NA,NA,0,"ARI",2,"In","ABKCJDIEHFG",NA,"Somewhat true","2","Not true","1","Somewhat true","2","Somewhat true","2","Somewhat true","2","Somewhat true","2","Not true","1","SUPAMT99317"
"1",1695501956240,"23/09/2023 20:45:56",1695476756240,-7,"23/09/2023 06:45:56",142246,8,"questionnaire-79c5",NA,31811664,9408436,NA,"complete","sfrsmh","3LEP4MGT3MZ92EYNSPHYPN8IEWPBDQ","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1920x1080","1920x963",NA,NA,0,"ARI",2,"In","BCADKEJFIGH",NA,"Certainly true","3","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","Somewhat true","2","SUPAMT30203"
"1",1695617196877,"25/09/2023 04:46:36",1695591996877,-7,"24/09/2023 14:46:36",142246,8,"questionnaire-79c5",NA,31828973,9411612,NA,"complete","spnlfn","3Z3ZLGNNSOTYOSYFII8C73H59PI3QP","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1608x805","1600x799",NA,NA,0,"ARI",2,"In","CDBEAFKGJHI",NA,"Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","SUPAMT25745"
"1",1695615345939,"25/09/2023 04:15:45",1695600945939,-4,"24/09/2023 20:15:45",142246,8,"questionnaire-79c5",NA,31829602,9411786,NA,"complete","boxlxb","","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 117.0.0.0","1680x1050","1030x815",NA,NA,0,"ARI",2,"In","DECFBGAHKIJ",NA,"Somewhat true","2","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","SUPAMT84283"
"1",1695632882880,"25/09/2023 09:08:02",1695618482880,-4,"25/09/2023 01:08:02",142246,8,"questionnaire-79c5",NA,31830671,9412099,NA,"complete","gbcgww","386CSBG1O5LXLBLX1K6AE6TPJIU6QC","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1536x864","1536x747",NA,NA,0,"ARI",2,"In","EFDGCHBIAJK",NA,"Somewhat true","2","Not true","1","Not true","1","Not true","1","Somewhat true","2","Not true","1","Somewhat true","2","SUPAMT78305"
"1",1695650706034,"25/09/2023 14:05:06",1695636306034,-4,"25/09/2023 06:05:06",142246,8,"questionnaire-79c5",NA,31834171,9412972,NA,"complete","njcnhh","3EJPLAJKESF6Z3MOOGPN5Z5TOL9Z6T","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","GHFIEJDKCAB",NA,"Certainly true","3","Somewhat true","2","Not true","1","Somewhat true","2","Certainly true","3","Somewhat true","2","Certainly true","3","SUPAMT33877"
"1",1695651174393,"25/09/2023 14:12:54",1695636774393,-4,"25/09/2023 06:12:54",142246,8,"questionnaire-79c5",NA,31834867,9412864,NA,"complete","lpeumq","3HVVDCPGTKRCWBNVO7VX22O52ZGYTC","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","FGEHDICJBKA",NA,"Not true","1","Not true","1","Somewhat true","2","Somewhat true","2","Not true","1","Somewhat true","2","Not true","1","SUPAMT43999"
"1",1695655114092,"25/09/2023 15:18:34",1695640714092,-4,"25/09/2023 07:18:34",142246,8,"questionnaire-79c5",NA,31840399,9414469,NA,"complete","qnystc","3U0SRXB7CJ454X6PDGHRL7PGAVLRNA","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","HIGJFKEADBC",NA,"Somewhat true","2","Somewhat true","2","Somewhat true","2","Somewhat true","2","Somewhat true","2","Somewhat true","2","Somewhat true","2","SUPAMT62274"
"1",1695655441362,"25/09/2023 15:24:01",1695641041362,-4,"25/09/2023 07:24:01",142246,8,"questionnaire-79c5",NA,31840711,9414472,NA,"complete","ucxynv","3N2BF7Y2VWTMXL7M5AQXUOYAIWDHM3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","IJHKGAFBECD",NA,"Somewhat true","2","Somewhat true","2","Somewhat true","2","Somewhat true","2","Somewhat true","2","Somewhat true","2","Somewhat true","2","SUPAMT26790"
