participant,session,date,expName,psychopyVersion,OS,frameRate,rating_all.response,rating_all.rt,rating_all.tStart,rndRat1.thisRepN,rndRat1.thisTrialN,rndRat1.thisN,rndRat1.thisIndex,rndRat1.ran,Emo,Labs,Labs2,rating_alt.response,rating_alt.rt,AltC.thisRepN,AltC.thisTrialN,AltC.thisN,AltC.thisIndex,AltC.ran,alt_choices,pic_choices,TopAlt_Choice,rndRat2.thisRepN,rndRat2.thisTrialN,rndRat2.thisN,rndRat2.thisIndex,rndRat2.ran,rndRat3.thisRepN,rndRat3.thisTrialN,rndRat3.thisN,rndRat3.thisIndex,rndRat3.ran,trials_FC_H.thisRepN,trials_FC_H.thisTrialN,trials_FC_H.thisN,trials_FC_H.thisIndex,trials_FC_H.ran
MDPRF26423,FFDD0C78-8965-4565-BA7B-B994927C1BC5,2023-10-30_18h17.12.817,VExplicitOC_RO,2022.2.5,Win32,119.9904008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF26423,FFDD0C78-8965-4565-BA7B-B994927C1BC5,2023-10-30_18h17.12.817,VExplicitOC_RO,2022.2.5,Win32,119.9904008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF26423,FFDD0C78-8965-4565-BA7B-B994927C1BC5,2023-10-30_18h17.12.817,VExplicitOC_RO,2022.2.5,Win32,119.9904008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF26423,FFDD0C78-8965-4565-BA7B-B994927C1BC5,2023-10-30_18h17.12.817,VExplicitOC_RO,2022.2.5,Win32,119.9904008,-13.88888889,5.7093,2.003,0,0,0,0,1,happy,"unhappy, happy","less happy, more happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF26423,FFDD0C78-8965-4565-BA7B-B994927C1BC5,2023-10-30_18h17.12.817,VExplicitOC_RO,2022.2.5,Win32,119.9904008,NA,NA,2.008,0,1,1,1,1,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF26423,FFDD0C78-8965-4565-BA7B-B994927C1BC5,2023-10-30_18h17.12.817,VExplicitOC_RO,2022.2.5,Win32,119.9904008,-48.51851852,4.0316,2.008,0,2,2,2,1,bored,"bored, not bored","more bored, less bored",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF26423,FFDD0C78-8965-4565-BA7B-B994927C1BC5,2023-10-30_18h17.12.817,VExplicitOC_RO,2022.2.5,Win32,119.9904008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF26423,FFDD0C78-8965-4565-BA7B-B994927C1BC5,2023-10-30_18h17.12.817,VExplicitOC_RO,2022.2.5,Win32,119.9904008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF26423,FFDD0C78-8965-4565-BA7B-B994927C1BC5,2023-10-30_18h17.12.817,VExplicitOC_RO,2022.2.5,Win32,119.9904008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF26423,FFDD0C78-8965-4565-BA7B-B994927C1BC5,2023-10-30_18h17.12.817,VExplicitOC_RO,2022.2.5,Win32,119.9904008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF26423,FFDD0C78-8965-4565-BA7B-B994927C1BC5,2023-10-30_18h17.12.817,VExplicitOC_RO,2022.2.5,Win32,119.9904008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31.29628499,9.2475,0,0,0,0,1,rest (looking at a fixed cross),001.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF26423,FFDD0C78-8965-4565-BA7B-B994927C1BC5,2023-10-30_18h17.12.817,VExplicitOC_RO,2022.2.5,Win32,119.9904008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.37037037,3.6614,0,1,1,1,1,stand up,002.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF26423,FFDD0C78-8965-4565-BA7B-B994927C1BC5,2023-10-30_18h17.12.817,VExplicitOC_RO,2022.2.5,Win32,119.9904008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.7962963,4.812,0,2,2,2,1,stretch,003.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF26423,FFDD0C78-8965-4565-BA7B-B994927C1BC5,2023-10-30_18h17.12.817,VExplicitOC_RO,2022.2.5,Win32,119.9904008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.53703704,5.5354,0,3,3,3,1,make a drink,004.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF26423,FFDD0C78-8965-4565-BA7B-B994927C1BC5,2023-10-30_18h17.12.817,VExplicitOC_RO,2022.2.5,Win32,119.9904008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-100,3.7268,0,4,4,4,1,scroll social media,005.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF26423,FFDD0C78-8965-4565-BA7B-B994927C1BC5,2023-10-30_18h17.12.817,VExplicitOC_RO,2022.2.5,Win32,119.9904008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.42592593,3.3735,0,5,5,5,1,listen to music,006.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF26423,FFDD0C78-8965-4565-BA7B-B994927C1BC5,2023-10-30_18h17.12.817,VExplicitOC_RO,2022.2.5,Win32,119.9904008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.42592593,5.1741,0,6,6,6,1,daydream,007.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF26423,FFDD0C78-8965-4565-BA7B-B994927C1BC5,2023-10-30_18h17.12.817,VExplicitOC_RO,2022.2.5,Win32,119.9904008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-47.59259259,3.3562,0,7,7,7,1,watch a short animation,008.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF26423,FFDD0C78-8965-4565-BA7B-B994927C1BC5,2023-10-30_18h17.12.817,VExplicitOC_RO,2022.2.5,Win32,119.9904008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.87037037,2.0365,0,8,8,8,1,read a novel,009.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF26423,FFDD0C78-8965-4565-BA7B-B994927C1BC5,2023-10-30_18h17.12.817,VExplicitOC_RO,2022.2.5,Win32,119.9904008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-100,2.3561,0,9,9,9,1,read the news,010.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF26423,FFDD0C78-8965-4565-BA7B-B994927C1BC5,2023-10-30_18h17.12.817,VExplicitOC_RO,2022.2.5,Win32,119.9904008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF26423,FFDD0C78-8965-4565-BA7B-B994927C1BC5,2023-10-30_18h17.12.817,VExplicitOC_RO,2022.2.5,Win32,119.9904008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,read a novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF26423,FFDD0C78-8965-4565-BA7B-B994927C1BC5,2023-10-30_18h17.12.817,VExplicitOC_RO,2022.2.5,Win32,119.9904008,-29.81481481,5.0531,2.007,NA,NA,NA,NA,NA,bored,"bored, not bored","more bored, less bored",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF26423,FFDD0C78-8965-4565-BA7B-B994927C1BC5,2023-10-30_18h17.12.817,VExplicitOC_RO,2022.2.5,Win32,119.9904008,NA,NA,2.0079,NA,NA,NA,NA,NA,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF26423,FFDD0C78-8965-4565-BA7B-B994927C1BC5,2023-10-30_18h17.12.817,VExplicitOC_RO,2022.2.5,Win32,119.9904008,-11.94444444,4.5061,2.008,NA,NA,NA,NA,NA,happy,"unhappy, happy","less happy, more happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
