participant,session,date,expName,psychopyVersion,OS,frameRate,rating_all.response,rating_all.rt,rating_all.tStart,rndRat1.thisRepN,rndRat1.thisTrialN,rndRat1.thisN,rndRat1.thisIndex,rndRat1.ran,Emo,Labs,Labs2,rating_alt.response,rating_alt.rt,AltC.thisRepN,AltC.thisTrialN,AltC.thisN,AltC.thisIndex,AltC.ran,alt_choices,pic_choices,TopAlt_Choice,rndRat2.thisRepN,rndRat2.thisTrialN,rndRat2.thisN,rndRat2.thisIndex,rndRat2.ran,rndRat3.thisRepN,rndRat3.thisTrialN,rndRat3.thisN,rndRat3.thisIndex,rndRat3.ran,trials_FC_H.thisRepN,trials_FC_H.thisTrialN,trials_FC_H.thisN,trials_FC_H.thisIndex,trials_FC_H.ran
MDPRF74748,C01281C3-7C9E-4DC7-800F-694BCE6F534F,2023-10-30_17h50.00.435,VExplicitOC_RO,2022.2.5,Win32,56.01927063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF74748,C01281C3-7C9E-4DC7-800F-694BCE6F534F,2023-10-30_17h50.00.435,VExplicitOC_RO,2022.2.5,Win32,56.01927063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF74748,C01281C3-7C9E-4DC7-800F-694BCE6F534F,2023-10-30_17h50.00.435,VExplicitOC_RO,2022.2.5,Win32,56.01927063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF74748,C01281C3-7C9E-4DC7-800F-694BCE6F534F,2023-10-30_17h50.00.435,VExplicitOC_RO,2022.2.5,Win32,56.01927063,14.84375,5.8688,2.0105,0,0,0,2,1,bored,"bored, not bored","more bored, less bored",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF74748,C01281C3-7C9E-4DC7-800F-694BCE6F534F,2023-10-30_17h50.00.435,VExplicitOC_RO,2022.2.5,Win32,56.01927063,90.625,4.9006,2.013900001,0,1,1,1,1,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF74748,C01281C3-7C9E-4DC7-800F-694BCE6F534F,2023-10-30_17h50.00.435,VExplicitOC_RO,2022.2.5,Win32,56.01927063,45.3125,4.278,2.014400001,0,2,2,0,1,happy,"unhappy, happy","less happy, more happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF74748,C01281C3-7C9E-4DC7-800F-694BCE6F534F,2023-10-30_17h50.00.435,VExplicitOC_RO,2022.2.5,Win32,56.01927063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF74748,C01281C3-7C9E-4DC7-800F-694BCE6F534F,2023-10-30_17h50.00.435,VExplicitOC_RO,2022.2.5,Win32,56.01927063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF74748,C01281C3-7C9E-4DC7-800F-694BCE6F534F,2023-10-30_17h50.00.435,VExplicitOC_RO,2022.2.5,Win32,56.01927063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF74748,C01281C3-7C9E-4DC7-800F-694BCE6F534F,2023-10-30_17h50.00.435,VExplicitOC_RO,2022.2.5,Win32,56.01927063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
