participant,session,date,expName,psychopyVersion,OS,frameRate,rating_all.response,rating_all.rt,rating_all.tStart,rndRat1.thisRepN,rndRat1.thisTrialN,rndRat1.thisN,rndRat1.thisIndex,rndRat1.ran,Emo,Labs,Labs2,rating_alt.response,rating_alt.rt,AltC.thisRepN,AltC.thisTrialN,AltC.thisN,AltC.thisIndex,AltC.ran,alt_choices,pic_choices,TopAlt_Choice,rndRat2.thisRepN,rndRat2.thisTrialN,rndRat2.thisN,rndRat2.thisIndex,rndRat2.ran,rndRat3.thisRepN,rndRat3.thisTrialN,rndRat3.thisN,rndRat3.thisIndex,rndRat3.ran,trials_FC_H.thisRepN,trials_FC_H.thisTrialN,trials_FC_H.thisN,trials_FC_H.thisIndex,trials_FC_H.ran
MDPRF13490,93D62C04-A5F8-4809-B3A2-E65070F664F4,2023-10-30_17h47.57.932,VExplicitOC_RO,2022.2.5,Win32,60.11421701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF13490,93D62C04-A5F8-4809-B3A2-E65070F664F4,2023-10-30_17h47.57.932,VExplicitOC_RO,2022.2.5,Win32,60.11421701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF13490,93D62C04-A5F8-4809-B3A2-E65070F664F4,2023-10-30_17h47.57.932,VExplicitOC_RO,2022.2.5,Win32,60.11421701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF13490,93D62C04-A5F8-4809-B3A2-E65070F664F4,2023-10-30_17h47.57.932,VExplicitOC_RO,2022.2.5,Win32,60.11421701,57.40740741,4.5335,2.0009,0,0,0,2,1,bored,"bored, not bored","more bored, less bored",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF13490,93D62C04-A5F8-4809-B3A2-E65070F664F4,2023-10-30_17h47.57.932,VExplicitOC_RO,2022.2.5,Win32,60.11421701,100,4.1799,2.0101,0,1,1,1,1,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF13490,93D62C04-A5F8-4809-B3A2-E65070F664F4,2023-10-30_17h47.57.932,VExplicitOC_RO,2022.2.5,Win32,60.11421701,-49.62962115,3.5137,2.0019,0,2,2,0,1,happy,"unhappy, happy","less happy, more happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF13490,93D62C04-A5F8-4809-B3A2-E65070F664F4,2023-10-30_17h47.57.932,VExplicitOC_RO,2022.2.5,Win32,60.11421701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF13490,93D62C04-A5F8-4809-B3A2-E65070F664F4,2023-10-30_17h47.57.932,VExplicitOC_RO,2022.2.5,Win32,60.11421701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF13490,93D62C04-A5F8-4809-B3A2-E65070F664F4,2023-10-30_17h47.57.932,VExplicitOC_RO,2022.2.5,Win32,60.11421701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF13490,93D62C04-A5F8-4809-B3A2-E65070F664F4,2023-10-30_17h47.57.932,VExplicitOC_RO,2022.2.5,Win32,60.11421701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF13490,93D62C04-A5F8-4809-B3A2-E65070F664F4,2023-10-30_17h47.57.932,VExplicitOC_RO,2022.2.5,Win32,60.11421701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-100,2.0125,0,0,0,0,1,rest (looking at a fixed cross),001.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
