participant,session,date,expName,psychopyVersion,OS,frameRate,rating_all.response,rating_all.rt,rating_all.tStart,rndRat1.thisRepN,rndRat1.thisTrialN,rndRat1.thisN,rndRat1.thisIndex,rndRat1.ran,Emo,Labs,Labs2,rating_alt.response,rating_alt.rt,AltC.thisRepN,AltC.thisTrialN,AltC.thisN,AltC.thisIndex,AltC.ran,alt_choices,pic_choices,TopAlt_Choice,rndRat2.thisRepN,rndRat2.thisTrialN,rndRat2.thisN,rndRat2.thisIndex,rndRat2.ran,rndRat3.thisRepN,rndRat3.thisTrialN,rndRat3.thisN,rndRat3.thisIndex,rndRat3.ran,trials_FC_H.thisRepN,trials_FC_H.thisTrialN,trials_FC_H.thisN,trials_FC_H.thisIndex,trials_FC_H.ran
MDPRF51230,1EC9CE9D-141A-46ED-90E2-A2698DB4657A,2023-10-30_17h31.51.018,VExplicitOC_RO,2022.2.5,Win32,59.98080614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF51230,1EC9CE9D-141A-46ED-90E2-A2698DB4657A,2023-10-30_17h31.51.018,VExplicitOC_RO,2022.2.5,Win32,59.98080614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF51230,1EC9CE9D-141A-46ED-90E2-A2698DB4657A,2023-10-30_17h31.51.018,VExplicitOC_RO,2022.2.5,Win32,59.98080614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF51230,1EC9CE9D-141A-46ED-90E2-A2698DB4657A,2023-10-30_17h31.51.018,VExplicitOC_RO,2022.2.5,Win32,59.98080614,-31.38888324,5.805,2.0123,0,0,0,2,1,bored,"bored, not bored","more bored, less bored",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF51230,1EC9CE9D-141A-46ED-90E2-A2698DB4657A,2023-10-30_17h31.51.018,VExplicitOC_RO,2022.2.5,Win32,59.98080614,-21.66666102,3.8363,2.0092,0,1,1,1,1,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF51230,1EC9CE9D-141A-46ED-90E2-A2698DB4657A,2023-10-30_17h31.51.018,VExplicitOC_RO,2022.2.5,Win32,59.98080614,-35.92592875,3.7102,2.0003,0,2,2,0,1,happy,"unhappy, happy","less happy, more happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF51230,1EC9CE9D-141A-46ED-90E2-A2698DB4657A,2023-10-30_17h31.51.018,VExplicitOC_RO,2022.2.5,Win32,59.98080614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF51230,1EC9CE9D-141A-46ED-90E2-A2698DB4657A,2023-10-30_17h31.51.018,VExplicitOC_RO,2022.2.5,Win32,59.98080614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF51230,1EC9CE9D-141A-46ED-90E2-A2698DB4657A,2023-10-30_17h31.51.018,VExplicitOC_RO,2022.2.5,Win32,59.98080614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF51230,1EC9CE9D-141A-46ED-90E2-A2698DB4657A,2023-10-30_17h31.51.018,VExplicitOC_RO,2022.2.5,Win32,59.98080614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
