participant,session,date,expName,psychopyVersion,OS,frameRate,rating_all.response,rating_all.rt,rating_all.tStart,rndRat1.thisRepN,rndRat1.thisTrialN,rndRat1.thisN,rndRat1.thisIndex,rndRat1.ran,Emo,Labs,Labs2,rating_alt.response,rating_alt.rt,AltC.thisRepN,AltC.thisTrialN,AltC.thisN,AltC.thisIndex,AltC.ran,alt_choices,pic_choices,TopAlt_Choice,rndRat2.thisRepN,rndRat2.thisTrialN,rndRat2.thisN,rndRat2.thisIndex,rndRat2.ran,rndRat3.thisRepN,rndRat3.thisTrialN,rndRat3.thisN,rndRat3.thisIndex,rndRat3.ran,trials_FC_H.thisRepN,trials_FC_H.thisTrialN,trials_FC_H.thisN,trials_FC_H.thisIndex,trials_FC_H.ran
MDPRF92039,603BBCC4-433D-4575-99C1-84AB42448D6C,2023-10-30_17h59.15.675,VExplicitOC_RO,2022.2.5,MacIntel,30.00120005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF92039,603BBCC4-433D-4575-99C1-84AB42448D6C,2023-10-30_17h59.15.675,VExplicitOC_RO,2022.2.5,MacIntel,30.00120005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF92039,603BBCC4-433D-4575-99C1-84AB42448D6C,2023-10-30_17h59.15.675,VExplicitOC_RO,2022.2.5,MacIntel,30.00120005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF92039,603BBCC4-433D-4575-99C1-84AB42448D6C,2023-10-30_17h59.15.675,VExplicitOC_RO,2022.2.5,MacIntel,30.00120005,-29.71625571,5.0839,2.0142,0,0,0,2,1,bored,"bored, not bored","more bored, less bored",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF92039,603BBCC4-433D-4575-99C1-84AB42448D6C,2023-10-30_17h59.15.675,VExplicitOC_RO,2022.2.5,MacIntel,30.00120005,87.90347976,3.8686,2.0024,0,1,1,1,1,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF92039,603BBCC4-433D-4575-99C1-84AB42448D6C,2023-10-30_17h59.15.675,VExplicitOC_RO,2022.2.5,MacIntel,30.00120005,-2.050524783,4.7565,2.0035,0,2,2,0,1,happy,"unhappy, happy","less happy, more happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF92039,603BBCC4-433D-4575-99C1-84AB42448D6C,2023-10-30_17h59.15.675,VExplicitOC_RO,2022.2.5,MacIntel,30.00120005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF92039,603BBCC4-433D-4575-99C1-84AB42448D6C,2023-10-30_17h59.15.675,VExplicitOC_RO,2022.2.5,MacIntel,30.00120005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF92039,603BBCC4-433D-4575-99C1-84AB42448D6C,2023-10-30_17h59.15.675,VExplicitOC_RO,2022.2.5,MacIntel,30.00120005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF92039,603BBCC4-433D-4575-99C1-84AB42448D6C,2023-10-30_17h59.15.675,VExplicitOC_RO,2022.2.5,MacIntel,30.00120005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF92039,603BBCC4-433D-4575-99C1-84AB42448D6C,2023-10-30_17h59.15.675,VExplicitOC_RO,2022.2.5,MacIntel,30.00120005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.71604034,7.2213,0,0,0,0,1,rest (looking at a fixed cross),001.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF92039,603BBCC4-433D-4575-99C1-84AB42448D6C,2023-10-30_17h59.15.675,VExplicitOC_RO,2022.2.5,MacIntel,30.00120005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.149235938,3.1357,0,1,1,1,1,stand up,002.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF92039,603BBCC4-433D-4575-99C1-84AB42448D6C,2023-10-30_17h59.15.675,VExplicitOC_RO,2022.2.5,MacIntel,30.00120005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97880615,2.4604,0,2,2,2,1,stretch,003.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF92039,603BBCC4-433D-4575-99C1-84AB42448D6C,2023-10-30_17h59.15.675,VExplicitOC_RO,2022.2.5,MacIntel,30.00120005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-57.49914564,2.2051,0,3,3,3,1,make a drink,004.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF92039,603BBCC4-433D-4575-99C1-84AB42448D6C,2023-10-30_17h59.15.675,VExplicitOC_RO,2022.2.5,MacIntel,30.00120005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.85198076,2.003,0,4,4,4,1,scroll social media,005.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF92039,603BBCC4-433D-4575-99C1-84AB42448D6C,2023-10-30_17h59.15.675,VExplicitOC_RO,2022.2.5,MacIntel,30.00120005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.47047135,1.9201,0,5,5,5,1,listen to music,006.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF92039,603BBCC4-433D-4575-99C1-84AB42448D6C,2023-10-30_17h59.15.675,VExplicitOC_RO,2022.2.5,MacIntel,30.00120005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.420845685,1.6233,0,6,6,6,1,daydream,007.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF92039,603BBCC4-433D-4575-99C1-84AB42448D6C,2023-10-30_17h59.15.675,VExplicitOC_RO,2022.2.5,MacIntel,30.00120005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.65010358,2.4851,0,7,7,7,1,watch a short animation,008.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF92039,603BBCC4-433D-4575-99C1-84AB42448D6C,2023-10-30_17h59.15.675,VExplicitOC_RO,2022.2.5,MacIntel,30.00120005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.168885258,2.7897,0,8,8,8,1,read a novel,009.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF92039,603BBCC4-433D-4575-99C1-84AB42448D6C,2023-10-30_17h59.15.675,VExplicitOC_RO,2022.2.5,MacIntel,30.00120005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-53.06405306,2.1901,0,9,9,9,1,read the news,010.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF92039,603BBCC4-433D-4575-99C1-84AB42448D6C,2023-10-30_17h59.15.675,VExplicitOC_RO,2022.2.5,MacIntel,30.00120005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
