"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.k5rb","randomiser.rz7w","Consent.Form.object.2.I.have.read.and.understood.the.information.sheet.and.hereby.give.my.consent.to.take.part.in.this.experiment.in.full.knowledge.that.data.is.being.recorded...I.Agree.","Consent.Form.object.2.I.have.read.the.information.above.and.understand.I.can.email.the.researchers.with.any.questions...I.Agree.","Consent.Form.object.2.I.consent.to.the.collection.of.the.following.types.of.research.data..Mental.health.questionnaires.and.performance.on.computerised.tasks...I.Agree.","Consent.Form.object.2.I.understand.that.no.identifiable.personal.information.will.be.collected.and.that.my.data.will.be.stored.securely...I.Agree.","Consent.Form.object.2.I.understand.that.participation.is.completely.voluntary.and.that.I.can.withdraw.at.any.point.without.giving.any.reason.and.without.any.penalty..simply.by.closing.my.browser...I.Agree.","Consent.Form.object.2.I.understand.that.confidentiality.will.be.strictly.adhered.to.and.it.will.not.be.possible.to.identify.me.in.any.publications.or.presentations..I.understand.that.such.confidentiality.is.limited.if.evidence.of.wrongdoing.or.potential.harm.is.uncovered..In.such.cases.the.researcher.may.be.obliged.to.contact.relevant.statutory.bodies.agencies...I.Agree.","Consent.Form.object.2.I.understand.the.benefits.of.participating.as.stated.in.the.Information.Sheet..including.the.receipt.of.financial.compensation.at.the.rate.of..9.per.hour...I.Agree.","Consent.Form.object.2.I.understand.that.only.fully.anonymised.research.data.from.the.study.will.be.presented..published.or.archived.in.an.open.access.repository..which.might.be.used.for.future.analysis.by.other.researchers.not.connected.with.UCL...I.Agree.","Consent.Form.object.2.I.hereby.confirm.that.I.am.aged.18.25..speak.fluent.English..and.have.a.good.internet.connection...I.Agree.","Consent.Form.object.2.I.consent.to.take.part.in.the.study...I.Agree.","Random_ID"
"1",1730561904914,"02/11/2024 15:38:24",1730561904914,0,"02/11/2024 15:38:24",193496,6,"questionnaire-1tsk",NA,41067398,11991416,NA,"complete",NA,"672646e39469c2ac9f07a872","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x720","1280x551",NA,NA,0,"Consent",12,"In","KAJBICHDGEF",NA,"In","HM_OCT","seq1","1","1","1","1","1","1","1","1","1","1","MDPRF21477"
"1",1730561975864,"02/11/2024 15:39:35",1730547575864,-4,"02/11/2024 07:39:35",193496,6,"questionnaire-1tsk",NA,41067444,11991420,NA,"complete",NA,"6726479639517e871f1d4a09","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x720","1280x559",NA,NA,0,"Consent",12,"In","CDBEAFKGJHI",NA,"In","MH_OCT","seq5","1","1","1","1","1","1","1","1","1","1","MDPRF69688"
"1",1730561975930,"02/11/2024 15:39:35",1730561975930,0,"02/11/2024 15:39:35",193496,6,"questionnaire-1tsk",NA,41067445,11991421,NA,"complete",NA,"67264799db452f47bc8b6cc4","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1920x1080","1920x957",NA,NA,0,"Consent",12,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq2","1","1","1","1","1","1","1","1","1","1","MDPRF19517"
"1",1730562203799,"02/11/2024 15:43:23",1730562203799,0,"02/11/2024 15:43:23",193496,6,"questionnaire-1tsk",NA,41067556,11991450,NA,"complete",NA,"672648886fde57098f01d217","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1427x689",NA,NA,0,"Consent",12,"In","DECFBGAHKIJ",NA,"In","MH_OCT","seq3","1","1","1","1","1","1","1","1","1","1","MDPRF80658"
"1",1730562329059,"02/11/2024 15:45:29",1730562329059,0,"02/11/2024 15:45:29",193496,6,"questionnaire-1tsk",NA,41067608,11991454,NA,"complete",NA,"672648dd6a4607ae807e006d","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x754",NA,NA,0,"Consent",12,"In","EFDGCHBIAJK",NA,"In","HM_OCT","seq5","1","1","1","1","1","1","1","1","1","1","MDPRF88012"
"1",1730562606562,"02/11/2024 15:50:06",1730562606562,0,"02/11/2024 15:50:06",193496,6,"questionnaire-1tsk",NA,41067690,11991463,NA,"complete",NA,"672647a9971138f2906746e7","computer","Desktop or Laptop","Linux x86_64","Chrome 130.0.0.0","915x412","980x344",NA,NA,0,"Consent",12,"In","FGEHDICJBKA",NA,"In","MH_OCT","seq5","1","1","1","1","1","1","1","1","1","1","MDPRF34485"
"1",1730562822679,"02/11/2024 15:53:42",1730562822679,0,"02/11/2024 15:53:42",193496,6,"questionnaire-1tsk",NA,41067749,11991473,NA,"complete",NA,"67264afd6ba5a1d68919e74c","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1056x669","1049x663",NA,NA,0,"Consent",12,"In","GHFIEJDKCAB",NA,"In","HM_OCT","seq2","1","1","1","1","1","1","1","1","1","1","MDPRF79962"
"1",1730563068928,"02/11/2024 15:57:48",1730563068928,0,"02/11/2024 15:57:48",193496,6,"questionnaire-1tsk",NA,41067828,11991485,NA,"complete",NA,"67264beb0a7e2ce25662ce99","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1470x956","1470x832",NA,NA,0,"Consent",12,"In","HIGJFKEADBC",NA,"In","HM_OCT","seq1","1","1","1","1","1","1","1","1","1","1","MDPRF03421"
"1",1730567948143,"02/11/2024 17:19:08",1730549948143,-5,"02/11/2024 07:19:08",193496,6,"questionnaire-1tsk",NA,41068718,11991719,NA,"complete",NA,"67265ea68d701c5455b711a2","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 126.0.0.0","1241x697","1241x698",NA,NA,0,"Consent",12,"In","IJHKGAFBECD",NA,"In","MH_OCT","seq2","1","1","1","1","1","1","1","1","1","1","MDPRF51200"
"1",1730569954060,"02/11/2024 17:52:34",1730555554060,-4,"02/11/2024 09:52:34",193496,6,"questionnaire-1tsk",NA,41068996,11991804,NA,"complete",NA,"6726652b576d16cf98cb1ffc","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x720","1280x585",NA,NA,0,"Consent",12,"In","JKIAHBGCFDE",NA,"In","HM_OCT","seq3","1","1","1","1","1","1","1","1","1","1","MDPRF01236"
"1",1730828725683,"05/11/2024 17:45:25",1730828725683,0,"05/11/2024 17:45:25",193496,6,"questionnaire-1tsk",NA,41125388,12010562,NA,"complete",NA,"672a59a5a0f78518a02162de","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1494x934","1494x799",NA,NA,0,"Consent",12,"In","KAJBICHDGEF",NA,"In","MH_OCT","seq3","1","1","1","1","1","1","1","1","1","1","MDPRF86181"
"1",1730828785152,"05/11/2024 17:46:25",1730828785152,0,"05/11/2024 17:46:25",193496,6,"questionnaire-1tsk",NA,41125419,12010569,NA,"complete",NA,"672a59de02f3eabf6d4868d7","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1536x864","1536x730",NA,NA,0,"Consent",12,"In","BCADKEJFIGH",NA,"In","HM_OCT","seq4","1","1","1","1","1","1","1","1","1","1","MDPRF21828"
"1",1730828826289,"05/11/2024 17:47:06",1730828826289,0,"05/11/2024 17:47:06",193496,6,"questionnaire-1tsk",NA,41125429,12010573,NA,"complete",NA,"672a59fd9570119e21bbbdc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x783",NA,NA,0,"Consent",12,"In","ABKCJDIEHFG",NA,"In","HM_OCT","seq1","1","1","1","1","1","1","1","1","1","1","MDPRF00818"
"1",1730828898203,"05/11/2024 17:48:18",1730807298203,-6,"05/11/2024 05:48:18",193496,6,"questionnaire-1tsk",NA,41125461,12010580,NA,"complete",NA,"672a59ebeb85126b49f22543","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x812",NA,NA,0,"Consent",12,"In","CDBEAFKGJHI",NA,"In","MH_OCT","seq2","1","1","1","1","1","1","1","1","1","1","MDPRF44058"
"1",1730829059471,"05/11/2024 17:50:59",1730829059471,0,"05/11/2024 17:50:59",193496,6,"questionnaire-1tsk",NA,41125513,12010588,NA,"complete",NA,"672a596987ecf858096a337a","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x656",NA,NA,0,"Consent",12,"In","DECFBGAHKIJ",NA,"In","MH_OCT","seq3","1","1","1","1","1","1","1","1","1","1","MDPRF14681"
"1",1730829142622,"05/11/2024 17:52:22",1730829142622,0,"05/11/2024 17:52:22",193496,6,"questionnaire-1tsk",NA,41125541,12010596,NA,"complete",NA,"672a5b278419b346433a431b","computer","Desktop or Laptop","Windows 10","Chrome 107.0.0.0","1280x720","1280x569",NA,NA,0,"Consent",12,"In","EFDGCHBIAJK",NA,"In","MH_OCT","seq4","1","1","1","1","1","1","1","1","1","1","MDPRF87860"
"1",1730829221268,"05/11/2024 17:53:41",1730829221268,0,"05/11/2024 17:53:41",193496,6,"questionnaire-1tsk",NA,41125589,12010607,NA,"complete",NA,"672a5b860f366d3caaeef485","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x720","1280x551",NA,NA,0,"Consent",12,"In","FGEHDICJBKA",NA,"In","HM_OCT","seq5","1","1","1","1","1","1","1","1","1","1","MDPRF28831"
"1",1730829292406,"05/11/2024 17:54:52",1730829292406,0,"05/11/2024 17:54:52",193496,6,"questionnaire-1tsk",NA,41125622,12010613,NA,"complete",NA,"672a5bc734480c73bfa77f65","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x800","1280x639",NA,NA,0,"Consent",12,"In","GHFIEJDKCAB",NA,"In","HM_OCT","seq5","1","1","1","1","1","1","1","1","1","1","MDPRF25745"
"1",1730829330137,"05/11/2024 17:55:30",1730800530137,-8,"05/11/2024 01:55:30",193496,6,"questionnaire-1tsk",NA,41125635,12010615,NA,"complete",NA,"672a5bec14b3001a05dd822f","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","2560x1440","2560x1261",NA,NA,0,"Consent",12,"In","HIGJFKEADBC",NA,"In","MH_OCT","seq1","1","1","1","1","1","1","1","1","1","1","MDPRF90136"
"1",1730829357083,"05/11/2024 17:55:57",1730829357083,0,"05/11/2024 17:55:57",193496,6,"questionnaire-1tsk",NA,41125653,12010618,NA,"complete",NA,"672a5bc1eea5b34b139694a7","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1920x1080","827x857",NA,NA,0,"Consent",12,"In","IJHKGAFBECD",NA,"In","HM_OCT","seq5","1","1","1","1","1","1","1","1","1","1","MDPRF48856"
"1",1730829392611,"05/11/2024 17:56:32",1730829392611,0,"05/11/2024 17:56:32",193496,6,"questionnaire-1tsk",NA,41125666,12010621,NA,"complete",NA,"672a5bed904239f40ee16868","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x746",NA,NA,0,"Consent",12,"In","JKIAHBGCFDE",NA,"In","MH_OCT","seq1","1","1","1","1","1","1","1","1","1","1","MDPRF09251"
"1",1730829451552,"05/11/2024 17:57:31",1730829451552,0,"05/11/2024 17:57:31",193496,6,"questionnaire-1tsk",NA,41125691,12010628,NA,"complete",NA,"672a5c546ed48451485a1809","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1920x1080","1920x911",NA,NA,0,"Consent",12,"In","KAJBICHDGEF",NA,"In","HM_OCT","seq3","1","1","1","1","1","1","1","1","1","1","MDPRF28707"
"1",1730829415882,"05/11/2024 17:56:55",1730829415882,0,"05/11/2024 17:56:55",193496,6,"questionnaire-1tsk",NA,41125753,12010638,NA,"complete",NA,"672a5cb6904239f40ee168b0","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1280x720","894x523",NA,NA,0,"Consent",12,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq2","1","1","1","1","1","1","1","1","1","1","MDPRF70813"
"1",1730829578160,"05/11/2024 17:59:38",1730829578160,0,"05/11/2024 17:59:38",193496,6,"questionnaire-1tsk",NA,41125785,12010642,NA,"complete",NA,"672a5cdbd80e0b44d3bded61","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1335x707",NA,NA,0,"Consent",12,"In","EFDGCHBIAJK",NA,"In","HM_OCT","seq2","1","1","1","1","1","1","1","1","1","1","MDPRF31306"
"1",1730829616614,"05/11/2024 18:00:16",1730829616614,0,"05/11/2024 18:00:16",193496,6,"questionnaire-1tsk",NA,41125811,12010648,NA,"complete",NA,"672a5cce0c8eb8219d081644","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1920x1080","1920x992",NA,NA,0,"Consent",12,"In","DECFBGAHKIJ",NA,"In","HM_OCT","seq4","1","1","1","1","1","1","1","1","1","1","MDPRF86350"
"1",1730829626891,"05/11/2024 18:00:26",1730829626891,0,"05/11/2024 18:00:26",193496,6,"questionnaire-1tsk",NA,41125815,12010649,NA,"complete",NA,"672a5d1ea1327e327452c4fa","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x720","1280x593",NA,NA,0,"Consent",12,"In","FGEHDICJBKA",NA,"In","HM_OCT","seq4","1","1","1","1","1","1","1","1","1","1","MDPRF93485"
"1",1730829741358,"05/11/2024 18:02:21",1730829741358,0,"05/11/2024 18:02:21",193496,6,"questionnaire-1tsk",NA,41125891,12010659,NA,"complete",NA,"672a5d9ba02b654f3c6a3003","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1920x1080","1920x867",NA,NA,0,"Consent",12,"In","GHFIEJDKCAB",NA,"In","HM_OCT","seq1","1","1","1","1","1","1","1","1","1","1","MDPRF86378"
"1",1730829785799,"05/11/2024 18:03:05",1730808185799,-6,"05/11/2024 06:03:05",193496,6,"questionnaire-1tsk",NA,41125916,12010661,NA,"complete",NA,"672a5d5e9593616b59d1885c","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 127.0.0.0","1440x900","1440x779",NA,NA,0,"Consent",12,"In","JKIAHBGCFDE",NA,"In","MH_OCT","seq5","1","1","1","1","1","1","1","1","1","1","MDPRF66344"
"1",1730829845436,"05/11/2024 18:04:05",1730829845436,0,"05/11/2024 18:04:05",193496,6,"questionnaire-1tsk",NA,41125952,12010671,NA,"complete",NA,"672a5de8af8b6ad2f23b454f","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1536x864","1536x695",NA,NA,0,"Consent",12,"In","HIGJFKEADBC",NA,"In","MH_OCT","seq5","1","1","1","1","1","1","1","1","1","1","MDPRF60832"
"1",1730830014036,"05/11/2024 18:06:54",1730801214036,-8,"05/11/2024 02:06:54",193496,6,"questionnaire-1tsk",NA,41126046,12010684,NA,"complete",NA,"672a5eb1877c9349450834fa","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1707x960","1707x791",NA,NA,0,"Consent",12,"In","IJHKGAFBECD",NA,"In","HM_OCT","seq2","1","1","1","1","1","1","1","1","1","1","MDPRF79935"
"1",1730830142664,"05/11/2024 18:09:02",1730801342664,-8,"05/11/2024 02:09:02",193496,6,"questionnaire-1tsk",NA,41126117,12010695,NA,"complete",NA,"672a5ed50061d1917248c4f3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1470x956","1304x757",NA,NA,0,"Consent",12,"In","KAJBICHDGEF",NA,"In","MH_OCT","seq4","1","1","1","1","1","1","1","1","1","1","MDPRF35697"
"1",1730830364789,"05/11/2024 18:12:44",1730830364789,0,"05/11/2024 18:12:44",193496,6,"questionnaire-1tsk",NA,41126224,12010713,NA,"complete",NA,"672a5fec7675888964486a6f","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1536x864","1536x695",NA,NA,0,"Consent",12,"In","ABKCJDIEHFG",NA,"In","MH_OCT","seq3","1","1","1","1","1","1","1","1","1","1","MDPRF37035"
"1",1730830579574,"05/11/2024 18:16:19",1730830579574,0,"05/11/2024 18:16:19",193496,6,"questionnaire-1tsk",NA,41126324,12010726,NA,"complete",NA,"672a5f11847c94b8a457ba63","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1536x864","1536x730",NA,NA,0,"Consent",12,"In","BCADKEJFIGH",NA,"In","HM_OCT","seq2","1","1","1","1","1","1","1","1","1","1","MDPRF68142"
"1",1730834741257,"05/11/2024 19:25:41",1730834741257,0,"05/11/2024 19:25:41",193496,6,"questionnaire-1tsk",NA,41127597,12011042,NA,"complete",NA,"672a70f14c95749aa5123f29","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1536x864","1536x703",NA,NA,0,"Consent",12,"In","CDBEAFKGJHI",NA,"In","HM_OCT","seq1","1","1","1","1","1","1","1","1","1","1","MDPRF88148"
"1",1730836878299,"05/11/2024 20:01:18",1730836878299,0,"05/11/2024 20:01:18",193496,6,"questionnaire-1tsk",NA,41128546,12011227,NA,"complete",NA,"672a7973edbacbe994e815f7","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1646x1029","1646x842",NA,NA,0,"Consent",12,"In","DECFBGAHKIJ",NA,"In","MH_OCT","seq3","1","1","1","1","1","1","1","1","1","1","MDPRF85297"
