"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.k5rb","randomiser.rz7w","Spreadsheet","Spreadsheet.Name","Spreadsheet.Row","Trial.Number","Screen.Number","Screen.Name","Zone.Name","Zone.Type","Reaction.Time","Reaction.Onset","Response.Type","Response","Attempt","Correct","Incorrect","Dishonest","X.Coordinate","Y.Coordinate","Timed.Out","randomise_blocks","randomise_trials","display","animal","ANSWER","Random_ID"
"1",1730561919496,"02/11/2024 15:38:39",1730561919671,0,"02/11/2024 15:38:39",193496,6,"task-9qxs",NA,41067411,11991382,NA,"complete",NA,"672645f5d38c511f3d1606af","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1536x864","1536x730",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","KAJBICHDGEF",NA,"In","MH_OCT","seq4","Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF87060"
"2",1730561925545,"02/11/2024 15:38:45",1730561925769,0,"02/11/2024 15:38:45",193496,6,"task-9qxs",NA,41067411,11991382,NA,"complete",NA,"672645f5d38c511f3d1606af","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1536x864","1519x730",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","KAJBICHDGEF",NA,"In","MH_OCT","seq4","Spreadsheet1","Spreadsheet1",3,"",1,"Screen 1","Zone2","response_text_entry",6022.5,NA,"Enter Key","Cat",1,1,0,0,NA,NA,NA,NA,1,"task","i_cat.png","cat","MDPRF87060"
"3",1730561926993,"02/11/2024 15:38:46",1730561927210,0,"02/11/2024 15:38:47",193496,6,"task-9qxs",NA,41067411,11991382,NA,"complete",NA,"672645f5d38c511f3d1606af","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1536x864","1519x730",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","KAJBICHDGEF",NA,"In","MH_OCT","seq4","Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",1435.29999999981,NA,"Enter Key","Snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF87060"
"4",1730561927042,"02/11/2024 15:38:47",1730561927212,0,"02/11/2024 15:38:47",193496,6,"task-9qxs",NA,41067411,11991382,NA,"complete",NA,"672645f5d38c511f3d1606af","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1536x864","1519x730",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","KAJBICHDGEF",NA,"In","MH_OCT","seq4","Spreadsheet1","",NA,"END TASK",NA,"","","",7541,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF87060"
"1",1730561927536,"02/11/2024 15:38:47",1730561927248,0,"02/11/2024 15:38:47",193496,6,"task-9qxs",NA,41067416,11991380,NA,"complete",NA,"6726455aca448180ad2e569e","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1536x864","1536x730",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKIAHBGCFDE",NA,"In","HM_OCT","seq4","Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF96217"
"2",1730561934177,"02/11/2024 15:38:54",1730561933865,0,"02/11/2024 15:38:53",193496,6,"task-9qxs",NA,41067416,11991380,NA,"complete",NA,"6726455aca448180ad2e569e","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1536x864","1519x730",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKIAHBGCFDE",NA,"In","HM_OCT","seq4","Spreadsheet1","Spreadsheet1",5,"",1,"Screen 1","Zone2","response_text_entry",6481.90000000596,NA,"Enter Key","Butterfly",1,1,0,0,NA,NA,NA,NA,1,"task","i_butterfly.png","butterfly","MDPRF96217"
"3",1730561939147,"02/11/2024 15:38:59",1730561938885,0,"02/11/2024 15:38:58",193496,6,"task-9qxs",NA,41067416,11991380,NA,"complete",NA,"6726455aca448180ad2e569e","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1536x864","1519x730",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKIAHBGCFDE",NA,"In","HM_OCT","seq4","Spreadsheet1","Spreadsheet1",3,"",1,"Screen 1","Zone2","response_text_entry",5009.40000000596,NA,"Enter Key","Cat",1,1,0,0,NA,NA,NA,NA,1,"task","i_cat.png","cat","MDPRF96217"
"4",1730561939196,"02/11/2024 15:38:59",1730561938888,0,"02/11/2024 15:38:58",193496,6,"task-9qxs",NA,41067416,11991380,NA,"complete",NA,"6726455aca448180ad2e569e","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1536x864","1519x730",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKIAHBGCFDE",NA,"In","HM_OCT","seq4","Spreadsheet1","",NA,"END TASK",NA,"","","",11640,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF96217"
"1",1730561995970,"02/11/2024 15:39:55",1730561995854,0,"02/11/2024 15:39:55",193496,6,"task-9qxs",NA,41067453,11991396,NA,"complete",NA,"67264572cc277b29ef6ae7fb","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x778",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","CDBEAFKGJHI",NA,"In","MH_OCT","seq2","Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF98014"
"2",1730562008969,"02/11/2024 15:40:08",1730562008745,0,"02/11/2024 15:40:08",193496,6,"task-9qxs",NA,41067453,11991396,NA,"complete",NA,"67264572cc277b29ef6ae7fb","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x778",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","CDBEAFKGJHI",NA,"In","MH_OCT","seq2","Spreadsheet1","Spreadsheet1",2,"",1,"Screen 1","Zone2","response_text_entry",12611.6000001431,NA,"Enter Key","duck",1,1,0,0,NA,NA,NA,NA,1,"task","i_duck.png","duck","MDPRF98014"
"3",1730562011095,"02/11/2024 15:40:11",1730562011020,0,"02/11/2024 15:40:11",193496,6,"task-9qxs",NA,41067453,11991396,NA,"complete",NA,"67264572cc277b29ef6ae7fb","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x778",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","CDBEAFKGJHI",NA,"In","MH_OCT","seq2","Spreadsheet1","Spreadsheet1",7,"",1,"Screen 1","Zone2","response_text_entry",2265.09999990463,NA,"Enter Key","sheep",1,1,0,0,NA,NA,NA,NA,1,"task","i_sheep.png","sheep","MDPRF98014"
"4",1730562011227,"02/11/2024 15:40:11",1730562011022,0,"02/11/2024 15:40:11",193496,6,"task-9qxs",NA,41067453,11991396,NA,"complete",NA,"67264572cc277b29ef6ae7fb","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x778",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","CDBEAFKGJHI",NA,"In","MH_OCT","seq2","Spreadsheet1","",NA,"END TASK",NA,"","","",15169,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF98014"
"1",1730562076460,"02/11/2024 15:41:16",1730562091114,0,"02/11/2024 15:41:31",193496,6,"task-9qxs",NA,41067495,11991394,NA,"complete",NA,"67264597aad7dc1cf38b6e46","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1366x768","1366x641",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","ABKCJDIEHFG",NA,"In","HM_OCT","seq5","Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF28820"
"2",1730562082803,"02/11/2024 15:41:22",1730562097505,0,"02/11/2024 15:41:37",193496,6,"task-9qxs",NA,41067495,11991394,NA,"complete",NA,"67264597aad7dc1cf38b6e46","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1366x768","1366x641",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","ABKCJDIEHFG",NA,"In","HM_OCT","seq5","Spreadsheet1","Spreadsheet1",7,"",1,"Screen 1","Zone2","response_text_entry",6134.90000009537,NA,"Enter Key","sheep",1,1,0,0,NA,NA,NA,NA,1,"task","i_sheep.png","sheep","MDPRF28820"
"3",1730562084809,"02/11/2024 15:41:24",1730562099491,0,"02/11/2024 15:41:39",193496,6,"task-9qxs",NA,41067495,11991394,NA,"complete",NA,"67264597aad7dc1cf38b6e46","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1366x768","1366x641",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","ABKCJDIEHFG",NA,"In","HM_OCT","seq5","Spreadsheet1","Spreadsheet1",3,"",1,"Screen 1","Zone2","response_text_entry",1970.20000004768,NA,"Enter Key","cat",1,1,0,0,NA,NA,NA,NA,1,"task","i_cat.png","cat","MDPRF28820"
"4",1730562084858,"02/11/2024 15:41:24",1730562099493,0,"02/11/2024 15:41:39",193496,6,"task-9qxs",NA,41067495,11991394,NA,"complete",NA,"67264597aad7dc1cf38b6e46","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1366x768","1366x641",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","ABKCJDIEHFG",NA,"In","HM_OCT","seq5","Spreadsheet1","",NA,"END TASK",NA,"","","",8379,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF28820"
"1",1730562105652,"02/11/2024 15:41:45",1730562105561,0,"02/11/2024 15:41:45",193496,6,"task-9qxs",NA,41067512,11991370,NA,"complete",NA,"6726455c6a4607ae807dffb6","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1536x864","1536x695",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","IJHKGAFBECD",NA,"In","MH_OCT","seq1","Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF18559"
"2",1730562111233,"02/11/2024 15:41:51",1730562111169,0,"02/11/2024 15:41:51",193496,6,"task-9qxs",NA,41067512,11991370,NA,"complete",NA,"6726455c6a4607ae807dffb6","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1536x864","1536x695",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","IJHKGAFBECD",NA,"In","MH_OCT","seq1","Spreadsheet1","Spreadsheet1",2,"",1,"Screen 1","Zone2","response_text_entry",5309.90000003576,NA,"Enter Key","duck",1,1,0,0,NA,NA,NA,NA,1,"task","i_duck.png","duck","MDPRF18559"
"3",1730562113479,"02/11/2024 15:41:53",1730562113422,0,"02/11/2024 15:41:53",193496,6,"task-9qxs",NA,41067512,11991370,NA,"complete",NA,"6726455c6a4607ae807dffb6","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1536x864","1536x695",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","IJHKGAFBECD",NA,"In","MH_OCT","seq1","Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",2236.80000001192,NA,"Enter Key","snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF18559"
"4",1730562113532,"02/11/2024 15:41:53",1730562113433,0,"02/11/2024 15:41:53",193496,6,"task-9qxs",NA,41067512,11991370,NA,"complete",NA,"6726455c6a4607ae807dffb6","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1536x864","1536x695",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","IJHKGAFBECD",NA,"In","MH_OCT","seq1","Spreadsheet1","",NA,"END TASK",NA,"","","",7872,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF18559"
"1",1730562121291,"02/11/2024 15:42:01",1730562121779,0,"02/11/2024 15:42:01",193496,6,"task-9qxs",NA,41067522,11991393,NA,"complete",NA,"6726466b7d0f597e3930f2dc","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1920x1080","1920x911",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq5","Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF32902"
"2",1730562126874,"02/11/2024 15:42:06",1730562127390,0,"02/11/2024 15:42:07",193496,6,"task-9qxs",NA,41067522,11991393,NA,"complete",NA,"6726466b7d0f597e3930f2dc","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1920x1080","1920x911",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq5","Spreadsheet1","Spreadsheet1",3,"",1,"Screen 1","Zone2","response_text_entry",5464.19999980927,NA,"Enter Key","cat",1,1,0,0,NA,NA,NA,NA,1,"task","i_cat.png","cat","MDPRF32902"
"3",1730562130336,"02/11/2024 15:42:10",1730562130861,0,"02/11/2024 15:42:10",193496,6,"task-9qxs",NA,41067522,11991393,NA,"complete",NA,"6726466b7d0f597e3930f2dc","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1920x1080","1920x911",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq5","Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",3468.40000009537,NA,"Enter Key","snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF32902"
"4",1730562130407,"02/11/2024 15:42:10",1730562130863,0,"02/11/2024 15:42:10",193496,6,"task-9qxs",NA,41067522,11991393,NA,"complete",NA,"6726466b7d0f597e3930f2dc","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1920x1080","1920x911",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq5","Spreadsheet1","",NA,"END TASK",NA,"","","",9084,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF32902"
"1",1730562219740,"02/11/2024 15:43:39",1730562219629,0,"02/11/2024 15:43:39",193496,6,"task-9qxs",NA,41067560,11991407,NA,"complete",NA,"672647209a551f131bf10235","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x778",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCAB",NA,"In","HM_OCT","seq5","Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF76101"
"2",1730562229784,"02/11/2024 15:43:49",1730562229698,0,"02/11/2024 15:43:49",193496,6,"task-9qxs",NA,41067560,11991407,NA,"complete",NA,"672647209a551f131bf10235","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x778",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCAB",NA,"In","HM_OCT","seq5","Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",9932.30000001192,NA,"Enter Key","snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF76101"
"3",1730562233095,"02/11/2024 15:43:53",1730562233019,0,"02/11/2024 15:43:53",193496,6,"task-9qxs",NA,41067560,11991407,NA,"complete",NA,"672647209a551f131bf10235","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x778",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCAB",NA,"In","HM_OCT","seq5","Spreadsheet1","Spreadsheet1",7,"",1,"Screen 1","Zone2","response_text_entry",3310.89999997616,NA,"Enter Key","sheep",1,1,0,0,NA,NA,NA,NA,1,"task","i_sheep.png","sheep","MDPRF76101"
"4",1730562233139,"02/11/2024 15:43:53",1730562233022,0,"02/11/2024 15:43:53",193496,6,"task-9qxs",NA,41067560,11991407,NA,"complete",NA,"672647209a551f131bf10235","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x778",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCAB",NA,"In","HM_OCT","seq5","Spreadsheet1","",NA,"END TASK",NA,"","","",13393,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF76101"
"1",1730562223716,"02/11/2024 15:43:43",1730562223618,0,"02/11/2024 15:43:43",193496,6,"task-9qxs",NA,41067561,11991403,NA,"complete",NA,"672645bd37488979ff02a1ec","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1680x1050","1440x694",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","EFDGCHBIAJK",NA,"In","MH_OCT","seq4","Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF03208"
"2",1730562234027,"02/11/2024 15:43:54",1730562233947,0,"02/11/2024 15:43:53",193496,6,"task-9qxs",NA,41067561,11991403,NA,"complete",NA,"672645bd37488979ff02a1ec","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1680x1050","1440x694",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","EFDGCHBIAJK",NA,"In","MH_OCT","seq4","Spreadsheet1","Spreadsheet1",2,"",1,"Screen 1","Zone2","response_text_entry",10172.4000000358,NA,"Enter Key","duck",1,1,0,0,NA,NA,NA,NA,1,"task","i_duck.png","duck","MDPRF03208"
"3",1730562237255,"02/11/2024 15:43:57",1730562237175,0,"02/11/2024 15:43:57",193496,6,"task-9qxs",NA,41067561,11991403,NA,"complete",NA,"672645bd37488979ff02a1ec","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1680x1050","1440x694",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","EFDGCHBIAJK",NA,"In","MH_OCT","seq4","Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",3218.69999998808,NA,"Enter Key","snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF03208"
"4",1730562237328,"02/11/2024 15:43:57",1730562237178,0,"02/11/2024 15:43:57",193496,6,"task-9qxs",NA,41067561,11991403,NA,"complete",NA,"672645bd37488979ff02a1ec","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1680x1050","1440x694",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","EFDGCHBIAJK",NA,"In","MH_OCT","seq4","Spreadsheet1","",NA,"END TASK",NA,"","","",13560,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF03208"
"1",1730562281941,"02/11/2024 15:44:41",1730562284294,0,"02/11/2024 15:44:44",193496,6,"task-9qxs",NA,41067593,11991361,NA,"complete",NA,"672644ff7055d94eec3b5beb","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1536x864","1536x730",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHKIJ",NA,"In","HM_OCT","seq1","Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF31333"
"2",1730562298666,"02/11/2024 15:44:58",1730562301041,0,"02/11/2024 15:45:01",193496,6,"task-9qxs",NA,41067593,11991361,NA,"complete",NA,"672644ff7055d94eec3b5beb","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1536x864","1519x730",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHKIJ",NA,"In","HM_OCT","seq1","Spreadsheet1","Spreadsheet1",3,"",1,"Screen 1","Zone2","response_text_entry",16525.2000000477,NA,"Enter Key","cat",1,1,0,0,NA,NA,NA,NA,1,"task","i_cat.png","cat","MDPRF31333"
"3",1730562304394,"02/11/2024 15:45:04",1730562306784,0,"02/11/2024 15:45:06",193496,6,"task-9qxs",NA,41067593,11991361,NA,"complete",NA,"672644ff7055d94eec3b5beb","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1536x864","1519x730",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHKIJ",NA,"In","HM_OCT","seq1","Spreadsheet1","Spreadsheet1",2,"",1,"Screen 1","Zone2","response_text_entry",5734.70000004768,NA,"Enter Key","duck",1,1,0,0,NA,NA,NA,NA,1,"task","i_duck.png","duck","MDPRF31333"
"4",1730562304478,"02/11/2024 15:45:04",1730562306792,0,"02/11/2024 15:45:06",193496,6,"task-9qxs",NA,41067593,11991361,NA,"complete",NA,"672644ff7055d94eec3b5beb","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1536x864","1519x730",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHKIJ",NA,"In","HM_OCT","seq1","Spreadsheet1","",NA,"END TASK",NA,"","","",22498,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF31333"
"1",1730562357910,"02/11/2024 15:45:57",1730562358961,0,"02/11/2024 15:45:58",193496,6,"task-9qxs",NA,41067618,11991421,NA,"complete",NA,"67264799db452f47bc8b6cc4","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1920x1080","1920x957",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq2","Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF19517"
"2",1730562366058,"02/11/2024 15:46:06",1730562367229,0,"02/11/2024 15:46:07",193496,6,"task-9qxs",NA,41067618,11991421,NA,"complete",NA,"67264799db452f47bc8b6cc4","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1920x1080","1920x957",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq2","Spreadsheet1","Spreadsheet1",6,"",1,"Screen 1","Zone2","response_text_entry",8107.29999995232,NA,"Enter Key","Elephant",1,1,0,0,NA,NA,NA,NA,1,"task","i_elephant.png","elephant","MDPRF19517"
"3",1730562369379,"02/11/2024 15:46:09",1730562370540,0,"02/11/2024 15:46:10",193496,6,"task-9qxs",NA,41067618,11991421,NA,"complete",NA,"67264799db452f47bc8b6cc4","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1920x1080","1920x957",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq2","Spreadsheet1","Spreadsheet1",5,"",1,"Screen 1","Zone2","response_text_entry",3305.5,NA,"Enter Key","Butterfly",1,1,0,0,NA,NA,NA,NA,1,"task","i_butterfly.png","butterfly","MDPRF19517"
"4",1730562369428,"02/11/2024 15:46:09",1730562370543,0,"02/11/2024 15:46:10",193496,6,"task-9qxs",NA,41067618,11991421,NA,"complete",NA,"67264799db452f47bc8b6cc4","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1920x1080","1920x957",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq2","Spreadsheet1","",NA,"END TASK",NA,"","","",11582,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF19517"
"1",1730562359920,"02/11/2024 15:45:59",1730562359597,0,"02/11/2024 15:45:59",193496,6,"task-9qxs",NA,41067619,11991402,NA,"complete",NA,"672645ff766a04946a4abc11","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1616x909","1616x741",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHKIJ",NA,"In","HM_OCT","seq4","Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF72685"
"2",1730562377713,"02/11/2024 15:46:17",1730562376610,0,"02/11/2024 15:46:16",193496,6,"task-9qxs",NA,41067619,11991402,NA,"complete",NA,"672645ff766a04946a4abc11","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1616x909","1616x741",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHKIJ",NA,"In","HM_OCT","seq4","Spreadsheet1","Spreadsheet1",5,"",1,"Screen 1","Zone2","response_text_entry",16761.1000000006,NA,"Enter Key","Butterfly",1,1,0,0,NA,NA,NA,NA,1,"task","i_butterfly.png","butterfly","MDPRF72685"
"3",1730562382051,"02/11/2024 15:46:22",1730562381776,0,"02/11/2024 15:46:21",193496,6,"task-9qxs",NA,41067619,11991402,NA,"complete",NA,"672645ff766a04946a4abc11","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1616x909","1616x741",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHKIJ",NA,"In","HM_OCT","seq4","Spreadsheet1","Spreadsheet1",7,"",1,"Screen 1","Zone2","response_text_entry",5147.90000000037,NA,"Enter Key","Sheep",1,1,0,0,NA,NA,NA,NA,1,"task","i_sheep.png","sheep","MDPRF72685"
"4",1730562382145,"02/11/2024 15:46:22",1730562381785,0,"02/11/2024 15:46:21",193496,6,"task-9qxs",NA,41067619,11991402,NA,"complete",NA,"672645ff766a04946a4abc11","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1616x909","1616x741",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHKIJ",NA,"In","HM_OCT","seq4","Spreadsheet1","",NA,"END TASK",NA,"","","",22188,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF72685"
"1",1730562488998,"02/11/2024 15:48:08",1730562487317,0,"02/11/2024 15:48:07",193496,6,"task-9qxs",NA,41067658,11991410,NA,"complete",NA,"672646a79b57ab5b3001d7a3","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1536x864","1536x695",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","IJHKGAFBECD",NA,"In","HM_OCT","seq3","Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF74630"
"2",1730562496939,"02/11/2024 15:48:16",1730562495285,0,"02/11/2024 15:48:15",193496,6,"task-9qxs",NA,41067658,11991410,NA,"complete",NA,"672646a79b57ab5b3001d7a3","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1536x864","1536x695",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","IJHKGAFBECD",NA,"In","HM_OCT","seq3","Spreadsheet1","Spreadsheet1",2,"",1,"Screen 1","Zone2","response_text_entry",7385,NA,"Enter Key","duck",1,1,0,0,NA,NA,NA,NA,1,"task","i_duck.png","duck","MDPRF74630"
