"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day.Quantised","Random_ID"
"1",1698688850870,"30/10/2023 18:00:50",1698688850870,0,"30/10/2023 18:00:50",149691,4,"questionnaire-qxhw",NA,32582969,9641892,NA,"complete",NA,"653febfa745826cc464839c2","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x955",NA,NA,0,"Attention Check 2",2,"In","GHFIEJDKCLBA",NA,"In","1-0","1","MDPRF28961"
"1",1698688851689,"30/10/2023 18:00:51",1698688851689,0,"30/10/2023 18:00:51",149691,4,"questionnaire-qxhw",NA,32582971,9641910,NA,"complete",NA,"653fecaa93deb82c30be83bd","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x747",NA,NA,0,"Attention Check 2",2,"In","CDBEAFLGKHJI",NA,"In","1-0","1","MDPRF76693"
"1",1698688890278,"30/10/2023 18:01:30",1698688890278,0,"30/10/2023 18:01:30",149691,4,"questionnaire-qxhw",NA,32582996,9641906,NA,"complete",NA,"653feca48a4d72eac87c244b","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 17.0","1440x900","1440x820",NA,NA,0,"Attention Check 2",2,"In","ABLCKDJEIFHG",NA,"In","1-0","1","MDPRF70104"
"1",1698688892113,"30/10/2023 18:01:32",1698688892113,0,"30/10/2023 18:01:32",149691,4,"questionnaire-qxhw",NA,32582997,9641912,NA,"complete",NA,"653fecb964c956622b29f104","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x758",NA,NA,0,"Attention Check 2",2,"In","BCADLEKFJGIH",NA,"In","1","2","MDPRF78856"
"1",1698688898942,"30/10/2023 18:01:38",1698670898942,-5,"30/10/2023 08:01:38",149691,4,"questionnaire-qxhw",NA,32583001,9641938,NA,"complete",NA,"653fed6c630a470a8b146b1d","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 117.0.0.0","1440x900","1440x783",NA,NA,0,"Attention Check 2",2,"In","KLJAIBHCGDFE",NA,"In","1-0","1","MDPRF39643"
"1",1698688932277,"30/10/2023 18:02:12",1698688932277,0,"30/10/2023 18:02:12",149691,4,"questionnaire-qxhw",NA,32583036,9641937,NA,"complete",NA,"653fed27cb74aaae70215b81","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.5","1440x900","1440x820",NA,NA,0,"Attention Check 2",2,"In","LAKBJCIDHEGF",NA,"In","1-0","1","MDPRF90628"
"1",1698688945115,"30/10/2023 18:02:25",1698688945115,0,"30/10/2023 18:02:25",149691,4,"questionnaire-qxhw",NA,32583051,9641924,NA,"complete",NA,"653feb63415749095a109635","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1366x768","1366x644",NA,NA,0,"Attention Check 2",2,"In","IJHKGLFAEBDC",NA,"In","1-0","1","MDPRF52969"
"1",1698688961311,"30/10/2023 18:02:41",1698688961311,0,"30/10/2023 18:02:41",149691,4,"questionnaire-qxhw",NA,32583070,9641922,NA,"complete",NA,"653fecbbf0578ac12b483ab5","computer","Desktop or Laptop","Windows 10","Edge 118.0.2088.46","1280x720","1106x576",NA,NA,0,"Attention Check 2",2,"In","GHFIEJDKCLBA",NA,"In","1-0","1","MDPRF46130"
"1",1698688972923,"30/10/2023 18:02:52",1698688972923,0,"30/10/2023 18:02:52",149691,4,"questionnaire-qxhw",NA,32583080,9641917,NA,"complete",NA,"653fecd502cf4f15b5b5886a","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1280x800","1280x715",NA,NA,0,"Attention Check 2",2,"In","FGEHDICJBKAL",NA,"In","1-0","1","MDPRF51583"
"1",1698689019861,"30/10/2023 18:03:39",1698689019861,0,"30/10/2023 18:03:39",149691,4,"questionnaire-qxhw",NA,32583118,9641930,NA,"complete",NA,"653fed1faa0b056bfb4cc915","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x969",NA,NA,0,"Attention Check 2",2,"In","HIGJFKELDACB",NA,"In","1-0","1","MDPRF47480"
"1",1698689049522,"30/10/2023 18:04:09",1698689049522,0,"30/10/2023 18:04:09",149691,4,"questionnaire-qxhw",NA,32583141,9641939,NA,"complete",NA,"653fed63670dd0e11a2b0957","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x695",NA,NA,0,"Attention Check 2",2,"In","JKILHAGBFCED",NA,"In","1-0","1","MDPRF50847"
"1",1698689092503,"30/10/2023 18:04:52",1698689092503,0,"30/10/2023 18:04:52",149691,4,"questionnaire-qxhw",NA,32583170,9641960,NA,"complete",NA,"653fec3683da2d9a8eb58877","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x931",NA,NA,0,"Attention Check 2",2,"In","FGEHDICJBKAL",NA,"In","1-0","1","MDPRF94204"
"1",1698689257686,"30/10/2023 18:07:37",1698689257686,0,"30/10/2023 18:07:37",149691,4,"questionnaire-qxhw",NA,32583259,9641946,NA,"complete",NA,"653fed9e1fa89d6f4fe65528","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"Attention Check 2",2,"In","CDBEAFLGKHJI",NA,"In","1-0","1","MDPRF05460"
"1",1698689262547,"30/10/2023 18:07:42",1698689262547,0,"30/10/2023 18:07:42",149691,4,"questionnaire-qxhw",NA,32583261,9641972,NA,"complete",NA,"653fee9ccc3eac5a09e394d7","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1280x720","1280x585",NA,NA,0,"Attention Check 2",2,"In","ABLCKDJEIFHG",NA,"In","1-0","1","MDPRF54694"
"1",1698689264783,"30/10/2023 18:07:44",1698689264783,0,"30/10/2023 18:07:44",149691,4,"questionnaire-qxhw",NA,32583263,9641967,NA,"complete",NA,"653fee3c03cf194f96892967","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x919",NA,NA,0,"Attention Check 2",2,"In","KLJAIBHCGDFE",NA,"In","1-0","1","MDPRF66324"
"1",1698689309922,"30/10/2023 18:08:29",1698689309922,0,"30/10/2023 18:08:29",149691,4,"questionnaire-qxhw",NA,32583293,9641970,NA,"complete",NA,"653fee8fda5aac3025e26738","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1470x956","1470x765",NA,NA,0,"Attention Check 2",2,"In","LAKBJCIDHEGF",NA,"In","1-0","1","MDPRF58754"
"1",1698689323497,"30/10/2023 18:08:43",1698692923497,1,"30/10/2023 20:08:43",149691,4,"questionnaire-qxhw",NA,32583296,9641961,NA,"complete",NA,"653fedcd3b0bacfba345183a","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1680x1050","1680x971",NA,NA,0,"Attention Check 2",2,"In","JKILHAGBFCED",NA,"In","1-0","1","MDPRF43003"
"1",1698689316933,"30/10/2023 18:08:36",1698689316933,0,"30/10/2023 18:08:36",149691,4,"questionnaire-qxhw",NA,32583298,9641983,NA,"complete",NA,"653feef7b530bc2e68110680","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1707x960","1707x843",NA,NA,0,"Attention Check 2",2,"In","DECFBGAHLIKJ",NA,"In","1-0","1","MDPRF23910"
"1",1698689339733,"30/10/2023 18:08:59",1698689339733,0,"30/10/2023 18:08:59",149691,4,"questionnaire-qxhw",NA,32583311,9641954,NA,"complete",NA,"653feddaf9385a120b146aef","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x715",NA,NA,0,"Attention Check 2",2,"In","GHFIEJDKCLBA",NA,"In","1-0","1","MDPRF30203"
"1",1698689391243,"30/10/2023 18:09:51",1698689391243,0,"30/10/2023 18:09:51",149691,4,"questionnaire-qxhw",NA,32583329,9641975,NA,"complete",NA,"653feec4d7a4703c2edc9620","computer","Desktop or Laptop","Windows 10","Firefox 119.0","1536x864","1536x739",NA,NA,0,"Attention Check 2",2,"In","BCADLEKFJGIH",NA,"In","1-0","1","MDPRF44779"
"1",1698689412351,"30/10/2023 18:10:12",1698689412351,0,"30/10/2023 18:10:12",149691,4,"questionnaire-qxhw",NA,32583344,9641900,NA,"complete",NA,"653fec3e717ef0afa24f8825","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","1920x1039",NA,NA,0,"Attention Check 2",2,"In","ABLCKDJEIFHG",NA,"In","1-0","1","MDPRF34462"
"1",1698689460122,"30/10/2023 18:11:00",1698689460122,0,"30/10/2023 18:11:00",149691,4,"questionnaire-qxhw",NA,32583367,9641944,NA,"complete",NA,"653fed9d381b448d996d48d8","computer","Desktop or Laptop","Windows 10","Edge 118.0.2088.76","1280x800","1272x644",NA,NA,0,"Attention Check 2",2,"In","BCADLEKFJGIH",NA,"In","1-0","1","MDPRF82251"
"1",1698689510310,"30/10/2023 18:11:50",1698689510310,0,"30/10/2023 18:11:50",149691,4,"questionnaire-qxhw",NA,32583387,9641964,NA,"complete",NA,"653feb8f456c4834cc92ab03","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1280x720","1280x603",NA,NA,0,"Attention Check 2",2,"In","IJHKGLFAEBDC",NA,"In","1-0","1","MDPRF03019"
"1",1698689511893,"30/10/2023 18:11:51",1698689511893,0,"30/10/2023 18:11:51",149691,4,"questionnaire-qxhw",NA,32583389,9641959,NA,"complete",NA,"653fedeaa8e3aaaec7a6d02b","computer","Desktop or Laptop","Windows 10","Firefox 118.0","1366x768","1364x683",NA,NA,0,"Attention Check 2",2,"In","HIGJFKELDACB",NA,"In","1-0","1","MDPRF98820"
"1",1698689739310,"30/10/2023 18:15:39",1698689739310,0,"30/10/2023 18:15:39",149691,4,"questionnaire-qxhw",NA,32583460,9641968,NA,"complete",NA,"653fee00f0959f8dd510952e","computer","Desktop or Laptop","Windows 10","Opera 102.0.0.0","1536x864","1495x723",NA,NA,0,"Attention Check 2",2,"In","CDBEAFLGKHJI",NA,"In","1-0","1","MDPRF74201"
"1",1698689803621,"30/10/2023 18:16:43",1698689803621,0,"30/10/2023 18:16:43",149691,4,"questionnaire-qxhw",NA,32583476,9641981,NA,"complete",NA,"653fee162f30f5dd8f7a60b5","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1280x720","1706x774",NA,NA,0,"Attention Check 2",2,"In","EFDGCHBIAJLK",NA,"In","1-0","1","MDPRF26423"
"1",1698690033599,"30/10/2023 18:20:33",1698690033599,0,"30/10/2023 18:20:33",149691,4,"questionnaire-qxhw",NA,32583555,9642013,NA,"complete",NA,"653feedfd7a4703c2edc9623","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x911",NA,NA,0,"Attention Check 2",2,"In","GHFIEJDKCLBA",NA,"In","1-0","1","MDPRF08817"
"1",1698690251465,"30/10/2023 18:24:11",1698690251465,0,"30/10/2023 18:24:11",149691,4,"questionnaire-qxhw",NA,32583622,9641998,NA,"complete",NA,"653fee8639218603fe59791c","computer","Desktop or Laptop","Windows 10","Firefox 119.0","1920x1080","1920x947",NA,NA,0,"Attention Check 2",2,"In","FGEHDICJBKAL",NA,"In","1-0","1","MDPRF70079"
"1",1698691095196,"30/10/2023 18:38:15",1698691095196,0,"30/10/2023 18:38:15",149691,4,"questionnaire-qxhw",NA,32583844,9642086,NA,"complete",NA,"653fed1c362bff2609ddf668","computer","Desktop or Laptop","Windows 7","Chrome 109.0.0.0","1366x768","1366x657",NA,NA,0,"Attention Check 2",2,"In","IJHKGLFAEBDC",NA,"In","1-0","1","MDPRF69651"
"1",1698691106259,"30/10/2023 18:38:26",1698691106259,0,"30/10/2023 18:38:26",149691,4,"questionnaire-qxhw",NA,32583847,9642091,NA,"complete",NA,"653ff4106e949b2df73ebb85","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x747",NA,NA,0,"Attention Check 2",2,"In","JKILHAGBFCED",NA,"In","1-0","1","MDPRF55264"
"1",1698692332283,"30/10/2023 18:58:52",1698677932283,-4,"30/10/2023 10:58:52",149691,4,"questionnaire-qxhw",NA,32584156,9641947,NA,"complete",NA,"653fedb79bb76432382b3ebc","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1504x1003","1504x846",NA,NA,0,"Attention Check 2",2,"In","DECFBGAHLIKJ",NA,"In","1-0","1","MDPRF89971"
"1",1698692493253,"30/10/2023 19:01:33",1698692493253,0,"30/10/2023 19:01:33",149691,4,"questionnaire-qxhw",NA,32584197,9642208,NA,"complete",NA,"653ffa1eec875e844aa6d2bd","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x747",NA,NA,0,"Attention Check 2",2,"In","LAKBJCIDHEGF",NA,"In","1-0","1","MDPRF54185"
"1",1698692618073,"30/10/2023 19:03:38",1698692618073,0,"30/10/2023 19:03:38",149691,4,"questionnaire-qxhw",NA,32584232,9642217,NA,"complete",NA,"653feb066df56a75520fc8fd","computer","Desktop or Laptop","Windows 10","Firefox 118.0","1536x864","1536x712",NA,NA,0,"Attention Check 2",2,"In","ABLCKDJEIFHG",NA,"In","1-0","1","MDPRF95143"
"1",1698693802014,"30/10/2023 19:23:22",1698693802014,0,"30/10/2023 19:23:22",149691,4,"questionnaire-qxhw",NA,32584539,9642303,NA,"complete",NA,"654000ccede5a8173dd7159f","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1707x837",NA,NA,0,"Attention Check 2",2,"In","BCADLEKFJGIH",NA,"In","1-0","1","MDPRF72499"
"1",1698694581525,"30/10/2023 19:36:21",1698694581525,0,"30/10/2023 19:36:21",149691,4,"questionnaire-qxhw",NA,32584807,9642370,NA,"complete",NA,"6540044864c956622b29f53c","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x963",NA,NA,0,"Attention Check 2",2,"In","CDBEAFLGKHJI",NA,"In","1","2","MDPRF83327"
"1",1698694782761,"30/10/2023 19:39:42",1698694782761,0,"30/10/2023 19:39:42",149691,4,"questionnaire-qxhw",NA,32584866,9642372,NA,"complete",NA,"65400449d74a926bfdee8463","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x783",NA,NA,0,"Attention Check 2",2,"In","DECFBGAHLIKJ",NA,"In","1-0","1","MDPRF52689"
"1",1698697159875,"30/10/2023 20:19:19",1698697159875,0,"30/10/2023 20:19:19",149691,4,"questionnaire-qxhw",NA,32585534,9642385,NA,"complete",NA,"6540044987c3229f20d29a0d","computer","Desktop or Laptop","Windows 10","Edge 118.0.2088.69","1536x864","1528x750",NA,NA,0,"Attention Check 2",2,"In","EFDGCHBIAJLK",NA,"In","1-0","1","MDPRF89542"
"1",1698699978776,"30/10/2023 21:06:18",1698699978776,0,"30/10/2023 21:06:18",149691,4,"questionnaire-qxhw",NA,32586137,9642724,NA,"complete",NA,"6540184087c3229f20d29da4","computer","Desktop or Laptop","Windows 10","Edge 118.0.2088.76","1280x720","1272x598",NA,NA,0,"Attention Check 2",2,"In","GHFIEJDKCLBA",NA,"In","1-0","1","MDPRF47329"
"1",1698700701917,"30/10/2023 21:18:21",1698686301917,-4,"30/10/2023 13:18:21",149691,4,"questionnaire-qxhw",NA,32586371,9642707,NA,"complete",NA,"654016eb32655cb0128efad8","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x1024","1536x855",NA,NA,0,"Attention Check 2",2,"In","FGEHDICJBKAL",NA,"In","1-0","1","MDPRF75604"
"1",1698849048431,"01/11/2023 14:30:48",1698849048431,0,"01/11/2023 14:30:48",149691,4,"questionnaire-qxhw",NA,32625788,9656258,NA,"complete",NA,"65425ebad57cd91519f2dac3","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x931",NA,NA,0,"Attention Check 2",2,"In","HIGJFKELDACB",NA,"In","1-0","1","MDPRF33999"
