"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","Multiple.Choice.object.2.Response","Multiple.Choice.object.2.Quantised","Random_ID"
"1",1698680213616,"30/10/2023 15:36:53",1698680213616,0,"30/10/2023 15:36:53",149691,4,"questionnaire-tzdp",NA,32578268,9641037,NA,"rejected - manual",NA,"653fcd5bced2790d4ad9aab2","computer","Desktop or Laptop","Windows 10","Edge 116.0.1938.62","1397x786","1389x634",NA,NA,0,"Attention Check 1",2,"In","ABLCKDJEIFHG",NA,"In","1","2","MDPRF45287"
"1",1698680375585,"30/10/2023 15:39:35",1698680375585,0,"30/10/2023 15:39:35",149691,4,"questionnaire-tzdp",NA,32578319,9641059,NA,"rejected - time limit reached",NA,"653fcdf11650a6b7d05ac7d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1023x689",NA,NA,0,"Attention Check 1",2,"In","CDBEAFLGKHJI",NA,"In","1","2","MDPRF10933"
"1",1698680372813,"30/10/2023 15:39:32",1698680372813,0,"30/10/2023 15:39:32",149691,4,"questionnaire-tzdp",NA,32578318,9641060,NA,"rejected - time limit reached",NA,"653fcd6668bdb96e5e71ff7e","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x955",NA,NA,0,"Attention Check 1",2,"In","BCADLEKFJGIH",NA,"In","1","2","MDPRF78887"
"1",1698680449529,"30/10/2023 15:40:49",1698680449529,0,"30/10/2023 15:40:49",149691,4,"questionnaire-tzdp",NA,32578346,9641074,NA,"rejected - time limit reached",NA,"653fce60cd09a4013ad16c4c","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1280x720","1280x571",NA,NA,0,"Attention Check 1",2,"In","DECFBGAHLIKJ",NA,"In","1","2","MDPRF03895"
"1",1698680580505,"30/10/2023 15:43:00",1698680580505,0,"30/10/2023 15:43:00",149691,4,"questionnaire-tzdp",NA,32578402,9641086,NA,"rejected - time limit reached",NA,"653fcec88c7b4c248d47a53c","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1366x768","1366x657",NA,NA,0,"Attention Check 1",2,"In","EFDGCHBIAJLK",NA,"In","1","2","MDPRF73370"
"1",1698680600734,"30/10/2023 15:43:20",1698680600734,0,"30/10/2023 15:43:20",149691,4,"questionnaire-tzdp",NA,32578418,9641065,NA,"complete",NA,"653fce302916cc1b2847a58a","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x955",NA,NA,0,"Attention Check 1",2,"In","FGEHDICJBKAL",NA,"In","1","2","MDPRF96180"
"1",1698680796257,"30/10/2023 15:46:36",1698680796257,0,"30/10/2023 15:46:36",149691,4,"questionnaire-tzdp",NA,32578483,9641110,NA,"rejected - time limit reached",NA,"653fcfb830b9503ea6848ed6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","1440x783",NA,NA,0,"Attention Check 1",2,"In","GHFIEJDKCLBA",NA,"In","1","2","MDPRF30844"
"1",1698680851806,"30/10/2023 15:47:31",1698680851806,0,"30/10/2023 15:47:31",149691,4,"questionnaire-tzdp",NA,32578503,9641117,NA,"rejected - time limit reached",NA,"653fcf2b7bd560dad25174f7","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x963",NA,NA,0,"Attention Check 1",2,"In","HIGJFKELDACB",NA,"In","1","2","MDPRF06491"
"1",1698680974391,"30/10/2023 15:49:34",1698680974391,0,"30/10/2023 15:49:34",149691,4,"questionnaire-tzdp",NA,32578571,9641138,NA,"rejected - time limit reached",NA,"653fd05aadcae8ca019955ca","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 17.0","1440x900","1263x710",NA,NA,0,"Attention Check 1",2,"In","IJHKGLFAEBDC",NA,"In","1","2","MDPRF31218"
"1",1698681089000,"30/10/2023 15:51:29",1698681089000,0,"30/10/2023 15:51:29",149691,4,"questionnaire-tzdp",NA,32578623,9641147,NA,"rejected - time limit reached",NA,"653fd086f182125c80892582","computer","Desktop or Laptop","Windows 10","Edge 117.0.2045.60","1366x768","1358x654",NA,NA,0,"Attention Check 1",2,"In","JKILHAGBFCED",NA,"In","1","2","MDPRF98849"
"1",1698681259359,"30/10/2023 15:54:19",1698681259359,0,"30/10/2023 15:54:19",149691,4,"questionnaire-tzdp",NA,32578707,9641169,NA,"rejected - time limit reached",NA,"653fd174549d4a415d2b04b4","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 17.0","1440x900","1440x820",NA,NA,0,"Attention Check 1",2,"In","LAKBJCIDHEGF",NA,"In","1","2","MDPRF29232"
"1",1698681321847,"30/10/2023 15:55:21",1698681321847,0,"30/10/2023 15:55:21",149691,4,"questionnaire-tzdp",NA,32578742,9641174,NA,"rejected - time limit reached",NA,"653fd1c4767713c52c8eeed6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","1440x815",NA,NA,0,"Attention Check 1",2,"In","ABLCKDJEIFHG",NA,"In","1","2","MDPRF22558"
"1",1698681391771,"30/10/2023 15:56:31",1698681391771,0,"30/10/2023 15:56:31",149691,4,"questionnaire-tzdp",NA,32578777,9641183,NA,"rejected - time limit reached",NA,"653fd2112f30f5dd8f7a5bb6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x815",NA,NA,0,"Attention Check 1",2,"In","BCADLEKFJGIH",NA,"In","1","2","MDPRF11599"
"1",1698681421305,"30/10/2023 15:57:01",1698681421305,0,"30/10/2023 15:57:01",149691,4,"questionnaire-tzdp",NA,32578794,9641185,NA,"rejected - time limit reached",NA,"653fd0c50e53526368b3a58c","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x960","2304x1250",NA,NA,0,"Attention Check 1",2,"In","CDBEAFLGKHJI",NA,"In","1","2","MDPRF88491"
"1",1698681422541,"30/10/2023 15:57:02",1698681422541,0,"30/10/2023 15:57:02",149691,4,"questionnaire-tzdp",NA,32578796,9641186,NA,"rejected - time limit reached",NA,"653fd219dbaab2548f7a4fa2","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1366x768","1707x773",NA,NA,0,"Attention Check 1",2,"In","DECFBGAHLIKJ",NA,"In","1","2","MDPRF61059"
"1",1698681618320,"30/10/2023 16:00:18",1698681618320,0,"30/10/2023 16:00:18",149691,4,"questionnaire-tzdp",NA,32578887,9641206,NA,"complete",NA,"653fd2876df56a75520fc51b","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","2195x1235","2195x1116",NA,NA,0,"Attention Check 1",2,"In","FGEHDICJBKAL",NA,"In","1","2","MDPRF70826"
"1",1698682766201,"30/10/2023 16:19:26",1698682766201,0,"30/10/2023 16:19:26",149691,4,"questionnaire-tzdp",NA,32579602,9641199,NA,"complete",NA,"653fd1d2a83d746655fb40b5","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x931",NA,NA,0,"Attention Check 1",2,"In","GHFIEJDKCLBA",NA,"In","1","2","MDPRF88382"
"1",1698681608418,"30/10/2023 16:00:08",1698681608418,0,"30/10/2023 16:00:08",149691,4,"questionnaire-tzdp",NA,32578882,9641208,NA,"complete",NA,"653fd2d0190919264d120b91","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 17.0","1512x982","1512x785",NA,NA,0,"Attention Check 1",2,"In","EFDGCHBIAJLK",NA,"In","1","2","MDPRF75168"
