"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"4",1698682573763,"30/10/2023 16:16:13",1698682573763,0,"30/10/2023 16:16:13",149691,4,"questionnaire-uu2n",NA,32579462,9641251,NA,"complete",NA,"653fd41ffb14fa1dfe793851","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x726",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",26541.025,57170.985,57178.009,26541.025,57170.985,57178.009,1,26541.025,30636.984,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"MDPRF77468"
"5",1698682573763,"30/10/2023 16:16:13",1698682573763,0,"30/10/2023 16:16:13",149691,4,"questionnaire-uu2n",NA,32579462,9641251,NA,"complete",NA,"653fd41ffb14fa1dfe793851","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x726",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",56561.124,57170.985,57178.009,56561.124,57170.985,57178.009,1,56561.124,616.884999999995,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"MDPRF77468"
"6",1698682611708,"30/10/2023 16:16:51",1698682611708,0,"30/10/2023 16:16:51",149691,4,"questionnaire-uu2n",NA,32579462,9641251,NA,"complete",NA,"653fd41ffb14fa1dfe793851","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x726",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",37955.515,37948.951,37955.515,37955.515,37948.951,37955.515,1,37955.515,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"MDPRF77468"
"7",1698682611710,"30/10/2023 16:16:51",1698682611710,0,"30/10/2023 16:16:51",149691,4,"questionnaire-uu2n",NA,32579462,9641251,NA,"complete",NA,"653fd41ffb14fa1dfe793851","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x726",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",8581.22900000001,37948.951,37956.042,8581.22900000001,37948.951,37956.042,1,8581.22900000001,29374.813,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"MDPRF77468"
"8",1698682611710,"30/10/2023 16:16:51",1698682611710,0,"30/10/2023 16:16:51",149691,4,"questionnaire-uu2n",NA,32579462,9641251,NA,"complete",NA,"653fd41ffb14fa1dfe793851","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x726",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",22928.195,37948.951,37956.042,22928.195,37948.951,37956.042,1,22928.195,15027.847,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"MDPRF77468"
"9",1698682611711,"30/10/2023 16:16:51",1698682611711,0,"30/10/2023 16:16:51",149691,4,"questionnaire-uu2n",NA,32579462,9641251,NA,"complete",NA,"653fd41ffb14fa1dfe793851","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x726",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",37041.129,37948.951,37956.042,37041.129,37948.951,37956.042,1,37041.129,914.913,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"MDPRF77468"
"10",1698682637882,"30/10/2023 16:17:17",1698682637882,0,"30/10/2023 16:17:17",149691,4,"questionnaire-uu2n",NA,32579462,9641251,NA,"complete",NA,"653fd41ffb14fa1dfe793851","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x726",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",26179.6640000015,26176.244,26179.6640000015,26179.6640000015,26176.244,26179.6640000015,1,26179.6640000015,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"MDPRF77468"
"11",1698682637884,"30/10/2023 16:17:17",1698682637884,0,"30/10/2023 16:17:17",149691,4,"questionnaire-uu2n",NA,32579462,9641251,NA,"complete",NA,"653fd41ffb14fa1dfe793851","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x726",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",9652.17999999999,26176.244,26181.6640000015,9652.17999999999,26176.244,26181.6640000015,1,9652.17999999999,16529.4840000015,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"MDPRF77468"
"12",1698682637884,"30/10/2023 16:17:17",1698682637884,0,"30/10/2023 16:17:17",149691,4,"questionnaire-uu2n",NA,32579462,9641251,NA,"complete",NA,"653fd41ffb14fa1dfe793851","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x726",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",16680.243,26176.244,26182.064,16680.243,26176.244,26182.064,1,16680.243,9501.821,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"MDPRF77468"
"13",1698682637885,"30/10/2023 16:17:17",1698682637885,0,"30/10/2023 16:17:17",149691,4,"questionnaire-uu2n",NA,32579462,9641251,NA,"complete",NA,"653fd41ffb14fa1dfe793851","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x726",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",25438.729,26176.244,26182.564,25438.729,26176.244,26182.564,1,25438.729,743.835000000006,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"MDPRF77468"
"14",1698682637887,"30/10/2023 16:17:17",1698682637887,0,"30/10/2023 16:17:17",149691,4,"questionnaire-uu2n",NA,32579462,9641251,NA,"complete",NA,"653fd41ffb14fa1dfe793851","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x726",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF77468"
"1",1698682540835,"30/10/2023 16:15:40",1698682540835,0,"30/10/2023 16:15:40",149691,4,"questionnaire-uu2n",NA,32579471,9641249,NA,"complete",NA,"653fd3d21f19228577243599","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF62148"
"2",1698682621982,"30/10/2023 16:17:01",1698682621982,0,"30/10/2023 16:17:01",149691,4,"questionnaire-uu2n",NA,32579471,9641249,NA,"complete",NA,"653fd3d21f19228577243599","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",81158.851,81142.013,81158.851,81158.851,81142.013,81158.851,1,81158.851,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"MDPRF62148"
"3",1698682621987,"30/10/2023 16:17:01",1698682621987,0,"30/10/2023 16:17:01",149691,4,"questionnaire-uu2n",NA,32579471,9641249,NA,"complete",NA,"653fd3d21f19228577243599","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",51561.48,81142.013,81158.851,51561.48,81142.013,81158.851,1,51561.48,29597.371,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"MDPRF62148"
"4",1698682621988,"30/10/2023 16:17:01",1698682621988,0,"30/10/2023 16:17:01",149691,4,"questionnaire-uu2n",NA,32579471,9641249,NA,"complete",NA,"653fd3d21f19228577243599","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",63610.547,81142.013,81158.851,63610.547,81142.013,81158.851,1,63610.547,17548.304,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"MDPRF62148"
"5",1698682621989,"30/10/2023 16:17:01",1698682621989,0,"30/10/2023 16:17:01",149691,4,"questionnaire-uu2n",NA,32579471,9641249,NA,"complete",NA,"653fd3d21f19228577243599","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",80391.97,81142.013,81158.851,80391.97,81142.013,81158.851,1,80391.97,766.881000000008,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"MDPRF62148"
"6",1698682642025,"30/10/2023 16:17:22",1698682642025,0,"30/10/2023 16:17:22",149691,4,"questionnaire-uu2n",NA,32579471,9641249,NA,"complete",NA,"653fd3d21f19228577243599","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",20079.1230000954,20064.515,20079.1230000954,20079.1230000954,20064.515,20079.1230000954,1,20079.1230000954,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"MDPRF62148"
"7",1698682642031,"30/10/2023 16:17:22",1698682642031,0,"30/10/2023 16:17:22",149691,4,"questionnaire-uu2n",NA,32579471,9641249,NA,"complete",NA,"653fd3d21f19228577243599","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",7182.467,20064.515,20081.189,7182.467,20064.515,20081.189,1,7182.467,12898.722,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"MDPRF62148"
"8",1698682642032,"30/10/2023 16:17:22",1698682642032,0,"30/10/2023 16:17:22",149691,4,"questionnaire-uu2n",NA,32579471,9641249,NA,"complete",NA,"653fd3d21f19228577243599","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",12165.309,20064.515,20081.189,12165.309,20064.515,20081.189,1,12165.309,7915.88,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"MDPRF62148"
"9",1698682642033,"30/10/2023 16:17:22",1698682642033,0,"30/10/2023 16:17:22",149691,4,"questionnaire-uu2n",NA,32579471,9641249,NA,"complete",NA,"653fd3d21f19228577243599","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",19281.239,20064.515,20081.189,19281.239,20064.515,20081.189,1,19281.239,799.949999999997,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"MDPRF62148"
"10",1698682666211,"30/10/2023 16:17:46",1698682666211,0,"30/10/2023 16:17:46",149691,4,"questionnaire-uu2n",NA,32579471,9641249,NA,"complete",NA,"653fd3d21f19228577243599","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",24200.3080003815,24197.558,24200.3080003815,24200.3080003815,24197.558,24200.3080003815,1,24200.3080003815,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"MDPRF62148"
"11",1698682666218,"30/10/2023 16:17:46",1698682666218,0,"30/10/2023 16:17:46",149691,4,"questionnaire-uu2n",NA,32579471,9641249,NA,"complete",NA,"653fd3d21f19228577243599","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",8432.747,24197.558,24207.208,8432.747,24197.558,24207.208,1,8432.747,15774.461,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"MDPRF62148"
"12",1698682666219,"30/10/2023 16:17:46",1698682666219,0,"30/10/2023 16:17:46",149691,4,"questionnaire-uu2n",NA,32579471,9641249,NA,"complete",NA,"653fd3d21f19228577243599","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",18698.067,24197.558,24208.5080001907,18698.067,24197.558,24208.5080001907,1,18698.067,5510.44100019074,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"MDPRF62148"
"13",1698682666220,"30/10/2023 16:17:46",1698682666220,0,"30/10/2023 16:17:46",149691,4,"questionnaire-uu2n",NA,32579471,9641249,NA,"complete",NA,"653fd3d21f19228577243599","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",23247.971,24197.558,24209.6080000954,23247.971,24197.558,24209.6080000954,1,23247.971,961.637000095361,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"MDPRF62148"
"14",1698682666234,"30/10/2023 16:17:46",1698682666234,0,"30/10/2023 16:17:46",149691,4,"questionnaire-uu2n",NA,32579471,9641249,NA,"complete",NA,"653fd3d21f19228577243599","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF62148"
"1",1698683453920,"30/10/2023 16:30:53",1698683453920,0,"30/10/2023 16:30:53",149691,4,"questionnaire-uu2n",NA,32579863,9641284,NA,"complete",NA,"653fd4d4a4db64c5f6cf5006","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x969",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF94387"
"2",1698683497014,"30/10/2023 16:31:37",1698683497014,0,"30/10/2023 16:31:37",149691,4,"questionnaire-uu2n",NA,32579863,9641284,NA,"complete",NA,"653fd4d4a4db64c5f6cf5006","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x969",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",43101.1029999523,43096.676,43101.1029999523,43101.1029999523,43096.676,43101.1029999523,1,43101.1029999523,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"MDPRF94387"
"3",1698683497016,"30/10/2023 16:31:37",1698683497016,0,"30/10/2023 16:31:37",149691,4,"questionnaire-uu2n",NA,32579863,9641284,NA,"complete",NA,"653fd4d4a4db64c5f6cf5006","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x969",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","8",25846.752,43096.676,43103.62,25846.752,43096.676,43103.62,1,25846.752,17256.868,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"MDPRF94387"
"4",1698683497016,"30/10/2023 16:31:37",1698683497016,0,"30/10/2023 16:31:37",149691,4,"questionnaire-uu2n",NA,32579863,9641284,NA,"complete",NA,"653fd4d4a4db64c5f6cf5006","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x969",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","3",34041.252,43096.676,43103.62,34041.252,43096.676,43103.62,1,34041.252,9062.368,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"MDPRF94387"
"5",1698683497016,"30/10/2023 16:31:37",1698683497016,0,"30/10/2023 16:31:37",149691,4,"questionnaire-uu2n",NA,32579863,9641284,NA,"complete",NA,"653fd4d4a4db64c5f6cf5006","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x969",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",42381.396,43096.676,43103.62,42381.396,43096.676,43103.62,1,42381.396,722.224000000002,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"MDPRF94387"
"6",1698683699229,"30/10/2023 16:34:59",1698683699229,0,"30/10/2023 16:34:59",149691,4,"questionnaire-uu2n",NA,32579863,9641284,NA,"complete",NA,"653fd4d4a4db64c5f6cf5006","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x969",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",202223.827000048,202219.467,202223.827000048,202223.827000048,202219.467,202223.827000048,1,202223.827000048,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"MDPRF94387"
"7",1698683699231,"30/10/2023 16:34:59",1698683699231,0,"30/10/2023 16:34:59",149691,4,"questionnaire-uu2n",NA,32579863,9641284,NA,"complete",NA,"653fd4d4a4db64c5f6cf5006","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x969",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",102845.781,202219.467,202225.727000024,102845.781,202219.467,202225.727000024,1,102845.781,99379.9460000238,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"MDPRF94387"
"8",1698683699232,"30/10/2023 16:34:59",1698683699232,0,"30/10/2023 16:34:59",149691,4,"questionnaire-uu2n",NA,32579863,9641284,NA,"complete",NA,"653fd4d4a4db64c5f6cf5006","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x969",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",182344.743,202219.467,202226.026999976,182344.743,202219.467,202226.026999976,1,182344.743,19881.2839999761,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"MDPRF94387"
"9",1698683699232,"30/10/2023 16:34:59",1698683699232,0,"30/10/2023 16:34:59",149691,4,"questionnaire-uu2n",NA,32579863,9641284,NA,"complete",NA,"653fd4d4a4db64c5f6cf5006","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x969",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",188955.756,202219.467,202226.327000048,188955.756,202219.467,202226.327000048,1,188955.756,13270.5710000477,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"MDPRF94387"
"10",1698683762174,"30/10/2023 16:36:02",1698683762174,0,"30/10/2023 16:36:02",149691,4,"questionnaire-uu2n",NA,32579863,9641284,NA,"complete",NA,"653fd4d4a4db64c5f6cf5006","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x969",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",62948.4599999523,62943.572,62948.4599999523,62948.4599999523,62943.572,62948.4599999523,1,62948.4599999523,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"MDPRF94387"
"11",1698683762176,"30/10/2023 16:36:02",1698683762176,0,"30/10/2023 16:36:02",149691,4,"questionnaire-uu2n",NA,32579863,9641284,NA,"complete",NA,"653fd4d4a4db64c5f6cf5006","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x969",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",47152.097,62943.572,62950.516,47152.097,62943.572,62950.516,1,47152.097,15798.4190000001,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"MDPRF94387"
"12",1698683762176,"30/10/2023 16:36:02",1698683762176,0,"30/10/2023 16:36:02",149691,4,"questionnaire-uu2n",NA,32579863,9641284,NA,"complete",NA,"653fd4d4a4db64c5f6cf5006","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x969",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",54888.158,62943.572,62950.516,54888.158,62943.572,62950.516,1,54888.158,8062.35800000001,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"MDPRF94387"
"13",1698683762177,"30/10/2023 16:36:02",1698683762177,0,"30/10/2023 16:36:02",149691,4,"questionnaire-uu2n",NA,32579863,9641284,NA,"complete",NA,"653fd4d4a4db64c5f6cf5006","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x969",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",61436.664,62943.572,62950.516,61436.664,62943.572,62950.516,1,61436.664,1513.85200000001,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"MDPRF94387"
"14",1698683762180,"30/10/2023 16:36:02",1698683762180,0,"30/10/2023 16:36:02",149691,4,"questionnaire-uu2n",NA,32579863,9641284,NA,"complete",NA,"653fd4d4a4db64c5f6cf5006","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x969",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF94387"
"1",1698685188497,"30/10/2023 16:59:48",1698685188497,0,"30/10/2023 16:59:48",149691,4,"questionnaire-uu2n",NA,32580307,9641276,NA,"complete",NA,"653fd4a62a8481e90cd910e2","computer","Desktop or Laptop","Windows 10","Edge 118.0.2088.69","1920x1080","1912x970",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF03456"
"2",1698685198188,"30/10/2023 16:59:58",1698685198188,0,"30/10/2023 16:59:58",149691,4,"questionnaire-uu2n",NA,32580307,9641276,NA,"complete",NA,"653fd4a62a8481e90cd910e2","computer","Desktop or Laptop","Windows 10","Edge 118.0.2088.69","1920x1080","1912x970",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",9701.83600002384,9696.544,9701.83600002384,9701.83600002384,9696.544,9701.83600002384,1,9701.83600002384,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"MDPRF03456"
"3",1698685198190,"30/10/2023 16:59:58",1698685198190,0,"30/10/2023 16:59:58",149691,4,"questionnaire-uu2n",NA,32580307,9641276,NA,"complete",NA,"653fd4a62a8481e90cd910e2","computer","Desktop or Laptop","Windows 10","Edge 118.0.2088.69","1920x1080","1912x970",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",5564.782,9696.544,9704.63600000596,5564.782,9696.544,9704.63600000596,1,5564.782,4139.85400000596,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"MDPRF03456"
