"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"1",1698680711783,"30/10/2023 15:45:11",1698680711783,0,"30/10/2023 15:45:11",149691,4,"questionnaire-uu2n",NA,32578458,9641037,NA,"rejected - manual",NA,"653fcd5bced2790d4ad9aab2","computer","Desktop or Laptop","Windows 10","Edge 116.0.1938.62","1397x786","1389x634",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF45287"
"2",1698680747658,"30/10/2023 15:45:47",1698680747658,0,"30/10/2023 15:45:47",149691,4,"questionnaire-uu2n",NA,32578458,9641037,NA,"rejected - manual",NA,"653fcd5bced2790d4ad9aab2","computer","Desktop or Laptop","Windows 10","Edge 116.0.1938.62","1397x786","1389x634",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",35921.157,35904.52,35921.157,35921.157,35904.52,35921.157,1,35921.157,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"MDPRF45287"
"3",1698680747665,"30/10/2023 15:45:47",1698680747665,0,"30/10/2023 15:45:47",149691,4,"questionnaire-uu2n",NA,32578458,9641037,NA,"rejected - manual",NA,"653fcd5bced2790d4ad9aab2","computer","Desktop or Laptop","Windows 10","Edge 116.0.1938.62","1397x786","1389x634",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",21492.752,35904.52,35921.157,21492.752,35904.52,35921.157,1,21492.752,14428.405,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"MDPRF45287"
"4",1698680747667,"30/10/2023 15:45:47",1698680747667,0,"30/10/2023 15:45:47",149691,4,"questionnaire-uu2n",NA,32578458,9641037,NA,"rejected - manual",NA,"653fcd5bced2790d4ad9aab2","computer","Desktop or Laptop","Windows 10","Edge 116.0.1938.62","1397x786","1389x634",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",30856.256,35904.52,35921.157,30856.256,35904.52,35921.157,1,30856.256,5064.901,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"MDPRF45287"
"5",1698680747668,"30/10/2023 15:45:47",1698680747668,0,"30/10/2023 15:45:47",149691,4,"questionnaire-uu2n",NA,32578458,9641037,NA,"rejected - manual",NA,"653fcd5bced2790d4ad9aab2","computer","Desktop or Laptop","Windows 10","Edge 116.0.1938.62","1397x786","1389x634",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","3",35288.056,35904.52,35921.157,35288.056,35904.52,35921.157,1,35288.056,633.101000000002,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"MDPRF45287"
"6",1698680769120,"30/10/2023 15:46:09",1698680769120,0,"30/10/2023 15:46:09",149691,4,"questionnaire-uu2n",NA,32578458,9641037,NA,"rejected - manual",NA,"653fcd5bced2790d4ad9aab2","computer","Desktop or Laptop","Windows 10","Edge 116.0.1938.62","1397x786","1389x634",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",21480.7899998093,21476.055,21480.7899998093,21480.7899998093,21476.055,21480.7899998093,1,21480.7899998093,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"MDPRF45287"
"7",1698680769133,"30/10/2023 15:46:09",1698680769133,0,"30/10/2023 15:46:09",149691,4,"questionnaire-uu2n",NA,32578458,9641037,NA,"rejected - manual",NA,"653fcd5bced2790d4ad9aab2","computer","Desktop or Laptop","Windows 10","Edge 116.0.1938.62","1397x786","1389x634",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",7814.017,21476.055,21492.68,7814.017,21476.055,21492.68,1,7814.017,13678.663,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"MDPRF45287"
"8",1698680769135,"30/10/2023 15:46:09",1698680769135,0,"30/10/2023 15:46:09",149691,4,"questionnaire-uu2n",NA,32578458,9641037,NA,"rejected - manual",NA,"653fcd5bced2790d4ad9aab2","computer","Desktop or Laptop","Windows 10","Edge 116.0.1938.62","1397x786","1389x634",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","3",10863.027,21476.055,21492.68,10863.027,21476.055,21492.68,1,10863.027,10629.653,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"MDPRF45287"
"9",1698680769137,"30/10/2023 15:46:09",1698680769137,0,"30/10/2023 15:46:09",149691,4,"questionnaire-uu2n",NA,32578458,9641037,NA,"rejected - manual",NA,"653fcd5bced2790d4ad9aab2","computer","Desktop or Laptop","Windows 10","Edge 116.0.1938.62","1397x786","1389x634",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",20043.252,21476.055,21492.68,20043.252,21476.055,21492.68,1,20043.252,1449.428,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"MDPRF45287"
"10",1698680779380,"30/10/2023 15:46:19",1698680779380,0,"30/10/2023 15:46:19",149691,4,"questionnaire-uu2n",NA,32578458,9641037,NA,"rejected - manual",NA,"653fcd5bced2790d4ad9aab2","computer","Desktop or Laptop","Windows 10","Edge 116.0.1938.62","1397x786","1389x634",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",10263.218,10246.579,10263.218,10263.218,10246.579,10263.218,1,10263.218,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"MDPRF45287"
"11",1698680779389,"30/10/2023 15:46:19",1698680779389,0,"30/10/2023 15:46:19",149691,4,"questionnaire-uu2n",NA,32578458,9641037,NA,"rejected - manual",NA,"653fcd5bced2790d4ad9aab2","computer","Desktop or Laptop","Windows 10","Edge 116.0.1938.62","1397x786","1389x634",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",4032.019,10246.579,10263.218,4032.019,10246.579,10263.218,1,4032.019,6231.19899999999,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"MDPRF45287"
"12",1698680779391,"30/10/2023 15:46:19",1698680779391,0,"30/10/2023 15:46:19",149691,4,"questionnaire-uu2n",NA,32578458,9641037,NA,"rejected - manual",NA,"653fcd5bced2790d4ad9aab2","computer","Desktop or Laptop","Windows 10","Edge 116.0.1938.62","1397x786","1389x634",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",6864.384,10246.579,10263.218,6864.384,10246.579,10263.218,1,6864.384,3398.83399999999,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"MDPRF45287"
"13",1698680779393,"30/10/2023 15:46:19",1698680779393,0,"30/10/2023 15:46:19",149691,4,"questionnaire-uu2n",NA,32578458,9641037,NA,"rejected - manual",NA,"653fcd5bced2790d4ad9aab2","computer","Desktop or Laptop","Windows 10","Edge 116.0.1938.62","1397x786","1389x634",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",8946.959,10246.579,10263.218,8946.959,10246.579,10263.218,1,8946.959,1316.25899999999,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"MDPRF45287"
"14",1698680779403,"30/10/2023 15:46:19",1698680779403,0,"30/10/2023 15:46:19",149691,4,"questionnaire-uu2n",NA,32578458,9641037,NA,"rejected - manual",NA,"653fcd5bced2790d4ad9aab2","computer","Desktop or Laptop","Windows 10","Edge 116.0.1938.62","1397x786","1389x634",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF45287"
"1",1698680893616,"30/10/2023 15:48:13",1698680893616,0,"30/10/2023 15:48:13",149691,4,"questionnaire-uu2n",NA,32578525,9641059,NA,"rejected - time limit reached",NA,"653fcdf11650a6b7d05ac7d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1023x689",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF10933"
"2",1698680918434,"30/10/2023 15:48:38",1698680918434,0,"30/10/2023 15:48:38",149691,4,"questionnaire-uu2n",NA,32578525,9641059,NA,"rejected - time limit reached",NA,"653fcdf11650a6b7d05ac7d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1023x689",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",24825.4620000007,24816.188,24825.4620000007,24825.4620000007,24816.188,24825.4620000007,1,24825.4620000007,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"MDPRF10933"
"3",1698680918436,"30/10/2023 15:48:38",1698680918436,0,"30/10/2023 15:48:38",149691,4,"questionnaire-uu2n",NA,32578525,9641059,NA,"rejected - time limit reached",NA,"653fcdf11650a6b7d05ac7d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1023x689",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",9725.918,24816.188,24832.899,9725.918,24816.188,24832.899,1,9725.918,15106.981,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"MDPRF10933"
"4",1698680918437,"30/10/2023 15:48:38",1698680918437,0,"30/10/2023 15:48:38",149691,4,"questionnaire-uu2n",NA,32578525,9641059,NA,"rejected - time limit reached",NA,"653fcdf11650a6b7d05ac7d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1023x689",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",18766.806,24816.188,24832.899,18766.806,24816.188,24832.899,1,18766.806,6066.093,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"MDPRF10933"
"5",1698680918437,"30/10/2023 15:48:38",1698680918437,0,"30/10/2023 15:48:38",149691,4,"questionnaire-uu2n",NA,32578525,9641059,NA,"rejected - time limit reached",NA,"653fcdf11650a6b7d05ac7d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1023x689",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","3",23562.863,24816.188,24832.899,23562.863,24816.188,24832.899,1,23562.863,1270.036,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"MDPRF10933"
"6",1698680967482,"30/10/2023 15:49:27",1698680967482,0,"30/10/2023 15:49:27",149691,4,"questionnaire-uu2n",NA,32578525,9641059,NA,"rejected - time limit reached",NA,"653fcdf11650a6b7d05ac7d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1023x689",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",49064.393,49047.682,49064.393,49064.393,49047.682,49064.393,1,49064.393,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"MDPRF10933"
"7",1698680967488,"30/10/2023 15:49:27",1698680967488,0,"30/10/2023 15:49:27",149691,4,"questionnaire-uu2n",NA,32578525,9641059,NA,"rejected - time limit reached",NA,"653fcdf11650a6b7d05ac7d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1023x689",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",7269.462,49047.682,49064.393,7269.462,49047.682,49064.393,1,7269.462,41794.931,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"MDPRF10933"
"8",1698680967489,"30/10/2023 15:49:27",1698680967489,0,"30/10/2023 15:49:27",149691,4,"questionnaire-uu2n",NA,32578525,9641059,NA,"rejected - time limit reached",NA,"653fcdf11650a6b7d05ac7d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1023x689",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",24782.951,49047.682,49064.393,24782.951,49047.682,49064.393,1,24782.951,24281.442,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"MDPRF10933"
"9",1698680967489,"30/10/2023 15:49:27",1698680967489,0,"30/10/2023 15:49:27",149691,4,"questionnaire-uu2n",NA,32578525,9641059,NA,"rejected - time limit reached",NA,"653fcdf11650a6b7d05ac7d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1023x689",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",47460.137,49047.682,49064.393,47460.137,49047.682,49064.393,1,47460.137,1604.25599999999,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"MDPRF10933"
"10",1698680987891,"30/10/2023 15:49:47",1698680987891,0,"30/10/2023 15:49:47",149691,4,"questionnaire-uu2n",NA,32578525,9641059,NA,"rejected - time limit reached",NA,"653fcdf11650a6b7d05ac7d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1023x689",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",20425.5920000007,20421.215,20425.5920000007,20425.5920000007,20421.215,20425.5920000007,1,20425.5920000007,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"MDPRF10933"
"11",1698680987896,"30/10/2023 15:49:47",1698680987896,0,"30/10/2023 15:49:47",149691,4,"questionnaire-uu2n",NA,32578525,9641059,NA,"rejected - time limit reached",NA,"653fcdf11650a6b7d05ac7d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1023x689",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",10177.185,20421.215,20430.792,10177.185,20421.215,20430.792,1,10177.185,10253.607,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"MDPRF10933"
"12",1698680987896,"30/10/2023 15:49:47",1698680987896,0,"30/10/2023 15:49:47",149691,4,"questionnaire-uu2n",NA,32578525,9641059,NA,"rejected - time limit reached",NA,"653fcdf11650a6b7d05ac7d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1023x689",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",12817.71,20421.215,20431.9919999993,12817.71,20421.215,20431.9919999993,1,12817.71,7614.28199999925,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"MDPRF10933"
"13",1698680987897,"30/10/2023 15:49:47",1698680987897,0,"30/10/2023 15:49:47",149691,4,"questionnaire-uu2n",NA,32578525,9641059,NA,"rejected - time limit reached",NA,"653fcdf11650a6b7d05ac7d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1023x689",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",19635.798,20421.215,20432.4919999993,19635.798,20421.215,20432.4919999993,1,19635.798,796.693999999261,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"MDPRF10933"
"14",1698680987899,"30/10/2023 15:49:47",1698680987899,0,"30/10/2023 15:49:47",149691,4,"questionnaire-uu2n",NA,32578525,9641059,NA,"rejected - time limit reached",NA,"653fcdf11650a6b7d05ac7d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1023x689",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF10933"
"1",1698680610862,"30/10/2023 15:43:30",1698680610862,0,"30/10/2023 15:43:30",149691,4,"questionnaire-uu2n",NA,32578421,9641065,NA,"complete",NA,"653fce302916cc1b2847a58a","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x955",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF96180"
"2",1698681182117,"30/10/2023 15:53:02",1698681182117,0,"30/10/2023 15:53:02",149691,4,"questionnaire-uu2n",NA,32578421,9641065,NA,"complete",NA,"653fce302916cc1b2847a58a","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x955",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",571259.095,571256.217,571259.095,571259.095,571256.217,571259.095,1,571259.095,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"MDPRF96180"
"3",1698681182119,"30/10/2023 15:53:02",1698681182119,0,"30/10/2023 15:53:02",149691,4,"questionnaire-uu2n",NA,32578421,9641065,NA,"complete",NA,"653fce302916cc1b2847a58a","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x955",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",557177.87,571256.217,571264.095,557177.87,571256.217,571264.095,1,557177.87,14086.225,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"MDPRF96180"
"4",1698681182119,"30/10/2023 15:53:02",1698681182119,0,"30/10/2023 15:53:02",149691,4,"questionnaire-uu2n",NA,32578421,9641065,NA,"complete",NA,"653fce302916cc1b2847a58a","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x955",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","8",561842.85,571256.217,571264.394999952,561842.85,571256.217,571264.394999952,1,561842.85,9421.54499995231,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"MDPRF96180"
"5",1698681182119,"30/10/2023 15:53:02",1698681182119,0,"30/10/2023 15:53:02",149691,4,"questionnaire-uu2n",NA,32578421,9641065,NA,"complete",NA,"653fce302916cc1b2847a58a","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x955",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",567007.932,571256.217,571264.695000143,567007.932,571256.217,571264.695000143,1,567007.932,4256.76300014299,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"MDPRF96180"
"6",1698681202176,"30/10/2023 15:53:22",1698681202176,0,"30/10/2023 15:53:22",149691,4,"questionnaire-uu2n",NA,32578421,9641065,NA,"complete",NA,"653fce302916cc1b2847a58a","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x955",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",20065.0780000477,20060.1240000001,20065.0780000477,20065.0780000477,20060.1240000001,20065.0780000477,1,20065.0780000477,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"MDPRF96180"
"7",1698681202178,"30/10/2023 15:53:22",1698681202178,0,"30/10/2023 15:53:22",149691,4,"questionnaire-uu2n",NA,32578421,9641065,NA,"complete",NA,"653fce302916cc1b2847a58a","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x955",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",6464.73200000008,20060.1240000001,20066.7780000954,6464.73200000008,20060.1240000001,20066.7780000954,1,6464.73200000008,13602.0460000953,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"MDPRF96180"
"8",1698681202178,"30/10/2023 15:53:22",1698681202178,0,"30/10/2023 15:53:22",149691,4,"questionnaire-uu2n",NA,32578421,9641065,NA,"complete",NA,"653fce302916cc1b2847a58a","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x955",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",10679.726,20060.1240000001,20067.0780000477,10679.726,20060.1240000001,20067.0780000477,1,10679.726,9387.35200004769,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"MDPRF96180"
"9",1698681202178,"30/10/2023 15:53:22",1698681202178,0,"30/10/2023 15:53:22",149691,4,"questionnaire-uu2n",NA,32578421,9641065,NA,"complete",NA,"653fce302916cc1b2847a58a","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x955",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",19060.3350000001,20060.1240000001,20067.2780000954,19060.3350000001,20060.1240000001,20067.2780000954,1,19060.3350000001,1006.94300009531,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"MDPRF96180"
"10",1698681218183,"30/10/2023 15:53:38",1698681218183,0,"30/10/2023 15:53:38",149691,4,"questionnaire-uu2n",NA,32578421,9641065,NA,"complete",NA,"653fce302916cc1b2847a58a","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x955",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",16011.5489999999,15994.6229999999,16011.5489999999,16011.5489999999,15994.6229999999,16011.5489999999,1,16011.5489999999,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"MDPRF96180"
"11",1698681218189,"30/10/2023 15:53:38",1698681218189,0,"30/10/2023 15:53:38",149691,4,"questionnaire-uu2n",NA,32578421,9641065,NA,"complete",NA,"653fce302916cc1b2847a58a","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x955",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",5597.90999999992,15994.6229999999,16011.5489999999,5597.90999999992,15994.6229999999,16011.5489999999,1,5597.90999999992,10413.639,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"MDPRF96180"
"12",1698681218190,"30/10/2023 15:53:38",1698681218190,0,"30/10/2023 15:53:38",149691,4,"questionnaire-uu2n",NA,32578421,9641065,NA,"complete",NA,"653fce302916cc1b2847a58a","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x955",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",8630.37,15994.6229999999,16011.5489999999,8630.37,15994.6229999999,16011.5489999999,1,8630.37,7381.17899999989,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"MDPRF96180"
"13",1698681218191,"30/10/2023 15:53:38",1698681218191,0,"30/10/2023 15:53:38",149691,4,"questionnaire-uu2n",NA,32578421,9641065,NA,"complete",NA,"653fce302916cc1b2847a58a","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x955",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",12462.179,15994.6229999999,16011.5489999999,12462.179,15994.6229999999,16011.5489999999,1,12462.179,3549.36999999988,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"MDPRF96180"
