"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","Spreadsheet","Spreadsheet.Name","Spreadsheet.Row","Trial.Number","Screen.Number","Screen.Name","Zone.Name","Zone.Type","Reaction.Time","Reaction.Onset","Response.Type","Response","Attempt","Correct","Incorrect","Dishonest","X.Coordinate","Y.Coordinate","Timed.Out","randomise_blocks","randomise_trials","display","animal","ANSWER","Random_ID"
"4",1698684294222,"30/10/2023 16:44:54",1698684293878,0,"30/10/2023 16:44:53",149691,4,"task-9qxs",NA,32580082,9641284,NA,"complete",NA,"653fd4d4a4db64c5f6cf5006","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x969",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHLIKJ",NA,"In","Spreadsheet1","",NA,"END TASK",NA,"","","",27759,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF94387"
"1",1698685461667,"30/10/2023 17:04:21",1698685461589,0,"30/10/2023 17:04:21",149691,4,"task-9qxs",NA,32580384,9641276,NA,"complete",NA,"653fd4a62a8481e90cd910e2","computer","Desktop or Laptop","Windows 10","Edge 118.0.2088.69","1920x1080","1912x970",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","HIGJFKELDACB",NA,"In","Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF03456"
"2",1698685466424,"30/10/2023 17:04:26",1698685466351,0,"30/10/2023 17:04:26",149691,4,"task-9qxs",NA,32580384,9641276,NA,"complete",NA,"653fd4a62a8481e90cd910e2","computer","Desktop or Laptop","Windows 10","Edge 118.0.2088.69","1920x1080","1912x970",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","HIGJFKELDACB",NA,"In","Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",4559.20000001788,NA,"Enter Key","snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF03456"
"3",1698685469566,"30/10/2023 17:04:29",1698685469525,0,"30/10/2023 17:04:29",149691,4,"task-9qxs",NA,32580384,9641276,NA,"complete",NA,"653fd4a62a8481e90cd910e2","computer","Desktop or Laptop","Windows 10","Edge 118.0.2088.69","1920x1080","1912x970",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","HIGJFKELDACB",NA,"In","Spreadsheet1","Spreadsheet1",5,"",1,"Screen 1","Zone2","response_text_entry",3151,NA,"Enter Key","butterfly",1,1,0,0,NA,NA,NA,NA,1,"task","i_butterfly.png","butterfly","MDPRF03456"
"4",1698685469632,"30/10/2023 17:04:29",1698685469528,0,"30/10/2023 17:04:29",149691,4,"task-9qxs",NA,32580384,9641276,NA,"complete",NA,"653fd4a62a8481e90cd910e2","computer","Desktop or Laptop","Windows 10","Edge 118.0.2088.69","1920x1080","1912x970",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","HIGJFKELDACB",NA,"In","Spreadsheet1","",NA,"END TASK",NA,"","","",7939,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF03456"
"1",1698686388145,"30/10/2023 17:19:48",1698686388088,0,"30/10/2023 17:19:48",149691,4,"task-9qxs",NA,32581157,9641659,NA,"complete",NA,"653fe1583fad42cfd2aa4aa6","computer","Desktop or Laptop","Linux x86_64","Chrome 117.0.0.0","1374x623","1366x622",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKILHAGBFCED",NA,"In","Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF28732"
"2",1698686399297,"30/10/2023 17:19:59",1698686399211,0,"30/10/2023 17:19:59",149691,4,"task-9qxs",NA,32581157,9641659,NA,"complete",NA,"653fe1583fad42cfd2aa4aa6","computer","Desktop or Laptop","Linux x86_64","Chrome 117.0.0.0","1374x623","1366x622",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKILHAGBFCED",NA,"In","Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",10482,NA,"Enter Key","snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF28732"
"3",1698686403648,"30/10/2023 17:20:03",1698686403628,0,"30/10/2023 17:20:03",149691,4,"task-9qxs",NA,32581157,9641659,NA,"complete",NA,"653fe1583fad42cfd2aa4aa6","computer","Desktop or Laptop","Linux x86_64","Chrome 117.0.0.0","1374x623","1366x622",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKILHAGBFCED",NA,"In","Spreadsheet1","Spreadsheet1",5,"",1,"Screen 1","Zone2","response_text_entry",4347,NA,"Enter Key","butterfly",1,1,0,0,NA,NA,NA,NA,1,"task","i_butterfly.png","butterfly","MDPRF28732"
"4",1698686403796,"30/10/2023 17:20:03",1698686403639,0,"30/10/2023 17:20:03",149691,4,"task-9qxs",NA,32581157,9641659,NA,"complete",NA,"653fe1583fad42cfd2aa4aa6","computer","Desktop or Laptop","Linux x86_64","Chrome 117.0.0.0","1374x623","1366x622",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKILHAGBFCED",NA,"In","Spreadsheet1","",NA,"END TASK",NA,"","","",15551,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF28732"
"1",1698686697768,"30/10/2023 17:24:57",1698686702763,0,"30/10/2023 17:25:02",149691,4,"task-9qxs",NA,32581331,9641609,NA,"complete",NA,"653fe1d8a998974e1e57cea8","computer","Desktop or Laptop","Windows 10","Edge 118.0.2088.76","1280x720","1272x564",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","IJHKGLFAEBDC",NA,"In","Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF22874"
"2",1698686716352,"30/10/2023 17:25:16",1698686721381,0,"30/10/2023 17:25:21",149691,4,"task-9qxs",NA,32581331,9641609,NA,"complete",NA,"653fe1d8a998974e1e57cea8","computer","Desktop or Laptop","Windows 10","Edge 118.0.2088.76","1280x720","1272x564",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","IJHKGLFAEBDC",NA,"In","Spreadsheet1","Spreadsheet1",7,"",1,"Screen 1","Zone2","response_text_entry",18411.8999999985,NA,"Enter Key","sheep",1,1,0,0,NA,NA,NA,NA,1,"task","i_sheep.png","sheep","MDPRF22874"
"3",1698686723756,"30/10/2023 17:25:23",1698686728788,0,"30/10/2023 17:25:28",149691,4,"task-9qxs",NA,32581331,9641609,NA,"complete",NA,"653fe1d8a998974e1e57cea8","computer","Desktop or Laptop","Windows 10","Edge 118.0.2088.76","1280x720","1272x564",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","IJHKGLFAEBDC",NA,"In","Spreadsheet1","Spreadsheet1",6,"",1,"Screen 1","Zone2","response_text_entry",7392.5,NA,"Enter Key","elephant",1,1,0,0,NA,NA,NA,NA,1,"task","i_elephant.png","elephant","MDPRF22874"
"4",1698686723832,"30/10/2023 17:25:23",1698686728793,0,"30/10/2023 17:25:28",149691,4,"task-9qxs",NA,32581331,9641609,NA,"complete",NA,"653fe1d8a998974e1e57cea8","computer","Desktop or Laptop","Windows 10","Edge 118.0.2088.76","1280x720","1272x564",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","IJHKGLFAEBDC",NA,"In","Spreadsheet1","",NA,"END TASK",NA,"","","",26030,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF22874"
"1",1698686706725,"30/10/2023 17:25:06",1698686706607,0,"30/10/2023 17:25:06",149691,4,"task-9qxs",NA,32581337,9641707,NA,"complete",NA,"653fe3e62a5f1b70bb8ea351","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","BCADLEKFJGIH",NA,"In","Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF07925"
"2",1698686715546,"30/10/2023 17:25:15",1698686715457,0,"30/10/2023 17:25:15",149691,4,"task-9qxs",NA,32581337,9641707,NA,"complete",NA,"653fe3e62a5f1b70bb8ea351","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","BCADLEKFJGIH",NA,"In","Spreadsheet1","Spreadsheet1",7,"",1,"Screen 1","Zone2","response_text_entry",8740.40000000596,NA,"Enter Key","sheep",1,1,0,0,NA,NA,NA,NA,1,"task","i_sheep.png","sheep","MDPRF07925"
"3",1698686721064,"30/10/2023 17:25:21",1698686721000,0,"30/10/2023 17:25:21",149691,4,"task-9qxs",NA,32581337,9641707,NA,"complete",NA,"653fe3e62a5f1b70bb8ea351","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","BCADLEKFJGIH",NA,"In","Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",5532,NA,"Enter Key","snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF07925"
"4",1698686721124,"30/10/2023 17:25:21",1698686721003,0,"30/10/2023 17:25:21",149691,4,"task-9qxs",NA,32581337,9641707,NA,"complete",NA,"653fe3e62a5f1b70bb8ea351","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","BCADLEKFJGIH",NA,"In","Spreadsheet1","",NA,"END TASK",NA,"","","",14397,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF07925"
"1",1698686834840,"30/10/2023 17:27:14",1698686834757,0,"30/10/2023 17:27:14",149691,4,"task-9qxs",NA,32581408,9641697,NA,"complete",NA,"653fe38ca06a26b0b39f4a80","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1280x720","1280x642",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF90933"
"2",1698686844874,"30/10/2023 17:27:24",1698686844851,0,"30/10/2023 17:27:24",149691,4,"task-9qxs",NA,32581408,9641697,NA,"complete",NA,"653fe38ca06a26b0b39f4a80","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1280x720","1280x642",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",9882.60000002384,NA,"Enter Key","snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF90933"
"3",1698686847381,"30/10/2023 17:27:27",1698686847355,0,"30/10/2023 17:27:27",149691,4,"task-9qxs",NA,32581408,9641697,NA,"complete",NA,"653fe38ca06a26b0b39f4a80","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1280x720","1280x642",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1","Spreadsheet1",7,"",1,"Screen 1","Zone2","response_text_entry",2482.39999997616,NA,"Enter Key","sheep",1,1,0,0,NA,NA,NA,NA,1,"task","i_sheep.png","sheep","MDPRF90933"
"4",1698686847456,"30/10/2023 17:27:27",1698686847362,0,"30/10/2023 17:27:27",149691,4,"task-9qxs",NA,32581408,9641697,NA,"complete",NA,"653fe38ca06a26b0b39f4a80","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1280x720","1280x642",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","ABLCKDJEIFHG",NA,"In","Spreadsheet1","",NA,"END TASK",NA,"","","",12605,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF90933"
"1",1698686982876,"30/10/2023 17:29:42",1698686983494,0,"30/10/2023 17:29:43",149691,4,"task-9qxs",NA,32581525,9641725,NA,"complete",NA,"653fe4dd0c58d450865e4bcc","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1280x720","1280x595",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","EFDGCHBIAJLK",NA,"In","Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF43578"
"2",1698686989031,"30/10/2023 17:29:49",1698686989636,0,"30/10/2023 17:29:49",149691,4,"task-9qxs",NA,32581525,9641725,NA,"complete",NA,"653fe4dd0c58d450865e4bcc","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1280x720","1280x595",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","EFDGCHBIAJLK",NA,"In","Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",5989.29999995232,NA,"Enter Key","Snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF43578"
"3",1698686991873,"30/10/2023 17:29:51",1698686992541,0,"30/10/2023 17:29:52",149691,4,"task-9qxs",NA,32581525,9641725,NA,"complete",NA,"653fe4dd0c58d450865e4bcc","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1280x720","1280x595",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","EFDGCHBIAJLK",NA,"In","Spreadsheet1","Spreadsheet1",2,"",1,"Screen 1","Zone2","response_text_entry",2894.59999990463,NA,"Enter Key","Duck",1,1,0,0,NA,NA,NA,NA,1,"task","i_duck.png","duck","MDPRF43578"
"4",1698686991929,"30/10/2023 17:29:51",1698686992545,0,"30/10/2023 17:29:52",149691,4,"task-9qxs",NA,32581525,9641725,NA,"complete",NA,"653fe4dd0c58d450865e4bcc","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1280x720","1280x595",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","EFDGCHBIAJLK",NA,"In","Spreadsheet1","",NA,"END TASK",NA,"","","",9051,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF43578"
"1",1698687003179,"30/10/2023 17:30:03",1698687004445,0,"30/10/2023 17:30:04",149691,4,"task-9qxs",NA,32581537,9641698,NA,"complete",NA,"653fe37a32655cb0128ef133","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x739",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","LAKBJCIDHEGF",NA,"In","Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF51230"
"2",1698687020736,"30/10/2023 17:30:20",1698687021980,0,"30/10/2023 17:30:21",149691,4,"task-9qxs",NA,32581537,9641698,NA,"complete",NA,"653fe37a32655cb0128ef133","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x739",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","LAKBJCIDHEGF",NA,"In","Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",16951,NA,"Enter Key","snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF51230"
"3",1698687025495,"30/10/2023 17:30:25",1698687026800,0,"30/10/2023 17:30:26",149691,4,"task-9qxs",NA,32581537,9641698,NA,"complete",NA,"653fe37a32655cb0128ef133","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x739",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","LAKBJCIDHEGF",NA,"In","Spreadsheet1","Spreadsheet1",6,"",1,"Screen 1","Zone2","response_text_entry",4797,NA,"Enter Key","elephant",1,1,0,0,NA,NA,NA,NA,1,"task","i_elephant.png","elephant","MDPRF51230"
"4",1698687025615,"30/10/2023 17:30:25",1698687026808,0,"30/10/2023 17:30:26",149691,4,"task-9qxs",NA,32581537,9641698,NA,"complete",NA,"653fe37a32655cb0128ef133","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x739",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","LAKBJCIDHEGF",NA,"In","Spreadsheet1","",NA,"END TASK",NA,"","","",22363,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF51230"
"1",1698687163568,"30/10/2023 17:32:43",1698687163397,0,"30/10/2023 17:32:43",149691,4,"task-9qxs",NA,32581651,9641709,NA,"complete",NA,"653fe3fe240a411cce64a9be","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","1440x815",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHLIKJ",NA,"In","Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF47325"
"2",1698687171175,"30/10/2023 17:32:51",1698687171013,0,"30/10/2023 17:32:51",149691,4,"task-9qxs",NA,32581651,9641709,NA,"complete",NA,"653fe3fe240a411cce64a9be","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","1440x815",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHLIKJ",NA,"In","Spreadsheet1","Spreadsheet1",6,"",1,"Screen 1","Zone2","response_text_entry",7314.5,NA,"Enter Key","elephant",1,1,0,0,NA,NA,NA,NA,1,"task","i_elephant.png","elephant","MDPRF47325"
"3",1698687173395,"30/10/2023 17:32:53",1698687173226,0,"30/10/2023 17:32:53",149691,4,"task-9qxs",NA,32581651,9641709,NA,"complete",NA,"653fe3fe240a411cce64a9be","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","1440x815",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHLIKJ",NA,"In","Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",2204.10000000149,NA,"Enter Key","snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF47325"
"4",1698687173476,"30/10/2023 17:32:53",1698687173230,0,"30/10/2023 17:32:53",149691,4,"task-9qxs",NA,32581651,9641709,NA,"complete",NA,"653fe3fe240a411cce64a9be","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","1440x815",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHLIKJ",NA,"In","Spreadsheet1","",NA,"END TASK",NA,"","","",9834,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF47325"
"1",1698687224950,"30/10/2023 17:33:44",1698687224196,0,"30/10/2023 17:33:44",149691,4,"task-9qxs",NA,32581694,9641763,NA,"complete",NA,"653fe624da5aac3025e265cc","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1241x698","1242x547",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","IJHKGLFAEBDC",NA,"In","Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF65956"
"2",1698687247047,"30/10/2023 17:34:07",1698687245981,0,"30/10/2023 17:34:05",149691,4,"task-9qxs",NA,32581694,9641763,NA,"complete",NA,"653fe624da5aac3025e265cc","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1241x698","1242x547",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","IJHKGLFAEBDC",NA,"In","Spreadsheet1","Spreadsheet1",5,"",1,"Screen 1","Zone2","response_text_entry",21164.8000000045,NA,"Enter Key","butterfly",1,1,0,0,NA,NA,NA,NA,1,"task","i_butterfly.png","butterfly","MDPRF65956"
"3",1698687250375,"30/10/2023 17:34:10",1698687249631,0,"30/10/2023 17:34:09",149691,4,"task-9qxs",NA,32581694,9641763,NA,"complete",NA,"653fe624da5aac3025e265cc","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1241x698","1242x547",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","IJHKGLFAEBDC",NA,"In","Spreadsheet1","Spreadsheet1",7,"",1,"Screen 1","Zone2","response_text_entry",3566.40000000596,NA,"Enter Key","sheep",1,1,0,0,NA,NA,NA,NA,1,"task","i_sheep.png","sheep","MDPRF65956"
"4",1698687250436,"30/10/2023 17:34:10",1698687249644,0,"30/10/2023 17:34:09",149691,4,"task-9qxs",NA,32581694,9641763,NA,"complete",NA,"653fe624da5aac3025e265cc","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1241x698","1242x547",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","IJHKGLFAEBDC",NA,"In","Spreadsheet1","",NA,"END TASK",NA,"","","",25448,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF65956"
"1",1698687236580,"30/10/2023 17:33:56",1698687236507,0,"30/10/2023 17:33:56",149691,4,"task-9qxs",NA,32581708,9641757,NA,"complete",NA,"653fe6064b818162708988a2","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1470x956","1470x750",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKILHAGBFCED",NA,"In","Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF85380"
"2",1698687247192,"30/10/2023 17:34:07",1698687247172,0,"30/10/2023 17:34:07",149691,4,"task-9qxs",NA,32581708,9641757,NA,"complete",NA,"653fe6064b818162708988a2","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1470x956","1470x750",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKILHAGBFCED",NA,"In","Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",10484.6999998093,NA,"Enter Key","snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF85380"
"3",1698687250483,"30/10/2023 17:34:10",1698687250448,0,"30/10/2023 17:34:10",149691,4,"task-9qxs",NA,32581708,9641757,NA,"complete",NA,"653fe6064b818162708988a2","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1470x956","1470x750",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKILHAGBFCED",NA,"In","Spreadsheet1","Spreadsheet1",5,"",1,"Screen 1","Zone2","response_text_entry",3266,NA,"Enter Key","butterfly",1,1,0,0,NA,NA,NA,NA,1,"task","i_butterfly.png","butterfly","MDPRF85380"
"4",1698687250540,"30/10/2023 17:34:10",1698687250450,0,"30/10/2023 17:34:10",149691,4,"task-9qxs",NA,32581708,9641757,NA,"complete",NA,"653fe6064b818162708988a2","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1470x956","1470x750",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKILHAGBFCED",NA,"In","Spreadsheet1","",NA,"END TASK",NA,"","","",13943,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF85380"
"1",1698687360787,"30/10/2023 17:36:00",1698687361849,0,"30/10/2023 17:36:01",149691,4,"task-9qxs",NA,32581791,9641759,NA,"complete",NA,"653fe613e34ea861b787f74c","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x945",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCLBA",NA,"In","Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF21647"
"2",1698687369462,"30/10/2023 17:36:09",1698687370551,0,"30/10/2023 17:36:10",149691,4,"task-9qxs",NA,32581791,9641759,NA,"complete",NA,"653fe613e34ea861b787f74c","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x945",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCLBA",NA,"In","Spreadsheet1","Spreadsheet1",2,"",1,"Screen 1","Zone2","response_text_entry",8501.09999999986,NA,"Enter Key","duck",1,1,0,0,NA,NA,NA,NA,1,"task","i_duck.png","duck","MDPRF21647"
"3",1698687371770,"30/10/2023 17:36:11",1698687372859,0,"30/10/2023 17:36:12",149691,4,"task-9qxs",NA,32581791,9641759,NA,"complete",NA,"653fe613e34ea861b787f74c","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x945",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCLBA",NA,"In","Spreadsheet1","Spreadsheet1",7,"",1,"Screen 1","Zone2","response_text_entry",2300.19999999995,NA,"Enter Key","sheep",1,1,0,0,NA,NA,NA,NA,1,"task","i_sheep.png","sheep","MDPRF21647"
"4",1698687371827,"30/10/2023 17:36:11",1698687372862,0,"30/10/2023 17:36:12",149691,4,"task-9qxs",NA,32581791,9641759,NA,"complete",NA,"653fe613e34ea861b787f74c","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x945",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCLBA",NA,"In","Spreadsheet1","",NA,"END TASK",NA,"","","",11013,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF21647"
"1",1698687435338,"30/10/2023 17:37:15",1698687435217,0,"30/10/2023 17:37:15",149691,4,"task-9qxs",NA,32581838,9641791,NA,"complete",NA,"653fe79bfd8ead5a02500bbf","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.6.1","1680x1050","1015x945",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHLIKJ",NA,"In","Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF67596"
"2",1698687440164,"30/10/2023 17:37:20",1698687440077,0,"30/10/2023 17:37:20",149691,4,"task-9qxs",NA,32581838,9641791,NA,"complete",NA,"653fe79bfd8ead5a02500bbf","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.6.1","1680x1050","1015x945",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHLIKJ",NA,"In","Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",4684,NA,"Enter Key","Snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF67596"
