"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.vjic","Multiple.Choice.object.2.Response","Multiple.Choice.object.2.Quantised","Random_ID"
"1",1707939076903,"14/02/2024 19:31:16",1707939076903,0,"14/02/2024 19:31:16",163173,5,"questionnaire-tzdp",NA,35156288,10388952,NA,"complete",NA,"65cd14d809dab9082ed13b86","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1368x673",NA,NA,0,"Attention Check 1",2,"In","BCADLEKFJGIH",NA,"In",2,"1","2","MDPRF32263"
"1",1707991389489,"15/02/2024 10:03:09",1707991389489,0,"15/02/2024 10:03:09",163173,5,"questionnaire-tzdp",NA,35167637,10392237,NA,"complete",NA,"65cde1391b226940b7953913","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x695",NA,NA,0,"Attention Check 1",2,"In","CDBEAFLGKHJI",NA,"In",3,"1","2","MDPRF79831"
"1",1707991511182,"15/02/2024 10:05:11",1707991511182,0,"15/02/2024 10:05:11",163173,5,"questionnaire-tzdp",NA,35167715,10392261,NA,"complete",NA,"65cde156c44009fa1760869d","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x672",NA,NA,0,"Attention Check 1",2,"In","DECFBGAHLIKJ",NA,"In",3,"1","2","MDPRF99282"
"1",1707991547344,"15/02/2024 10:05:47",1707991547344,0,"15/02/2024 10:05:47",163173,5,"questionnaire-tzdp",NA,35167747,10392268,NA,"complete",NA,"65cde1d8bb3de642ad44386a","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x703",NA,NA,0,"Attention Check 1",2,"In","EFDGCHBIAJLK",NA,"In",4,"1","2","MDPRF72552"
"1",1707991649507,"15/02/2024 10:07:29",1707991649507,0,"15/02/2024 10:07:29",163173,5,"questionnaire-tzdp",NA,35167811,10392283,NA,"complete",NA,"65cde243ec9cc1ea25fb3407","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x929",NA,NA,0,"Attention Check 1",2,"In","FGEHDICJBKAL",NA,"In",1,"1","2","MDPRF41593"
"1",1707991834149,"15/02/2024 10:10:34",1707991834149,0,"15/02/2024 10:10:34",163173,5,"questionnaire-tzdp",NA,35167918,10392311,NA,"complete",NA,"65cde2f496c07670987eaeee","computer","Desktop or Laptop","Mac OS 10.15","Firefox 122.0","1440x900","1426x720",NA,NA,0,"Attention Check 1",2,"In","GHFIEJDKCLBA",NA,"In",2,"1","2","MDPRF75167"
"1",1707992629676,"15/02/2024 10:23:49",1707992629676,0,"15/02/2024 10:23:49",163173,5,"questionnaire-tzdp",NA,35168379,10392426,NA,"complete",NA,"65cde5a5c7c4e2221f40f103","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.4","1440x900","1440x820",NA,NA,0,"Attention Check 1",2,"In","HIGJFKELDACB",NA,"In",4,"1","2","MDPRF05565"
"1",1707992669210,"15/02/2024 10:24:29",1707992669210,0,"15/02/2024 10:24:29",163173,5,"questionnaire-tzdp",NA,35168415,10392435,NA,"complete",NA,"65cde6393fb41154eae8b36a","computer","Desktop or Laptop","Windows 10","Firefox 122.0","1920x1080","1908x921",NA,NA,0,"Attention Check 1",2,"In","IJHKGLFAEBDC",NA,"In",1,"1","2","MDPRF22046"
"1",1707992731861,"15/02/2024 10:25:31",1707992731861,0,"15/02/2024 10:25:31",163173,5,"questionnaire-tzdp",NA,35168456,10392444,NA,"complete",NA,"65cde6614d80fc16af4c8b4a","computer","Desktop or Laptop","Windows 10","Edge 120.0.0.0","1536x960","1528x812",NA,NA,0,"Attention Check 1",2,"In","JKILHAGBFCED",NA,"In",1,"1","2","MDPRF02973"
"1",1707992826698,"15/02/2024 10:27:06",1707992826698,0,"15/02/2024 10:27:06",163173,5,"questionnaire-tzdp",NA,35168520,10392446,NA,"complete",NA,"65cde6767436a9aaea2a78ab","computer","Desktop or Laptop","Windows 10","Firefox 122.0","1920x1080","1920x919",NA,NA,0,"Attention Check 1",2,"In","KLJAIBHCGDFE",NA,"In",3,"1","2","MDPRF42986"
"1",1707992957936,"15/02/2024 10:29:17",1707992957936,0,"15/02/2024 10:29:17",163173,5,"questionnaire-tzdp",NA,35168613,10392489,NA,"complete",NA,"65cde752c4ada29166ff6a74","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x695",NA,NA,0,"Attention Check 1",2,"In","LAKBJCIDHEGF",NA,"In",2,"1","2","MDPRF73286"
"1",1707993017275,"15/02/2024 10:30:17",1707993017275,0,"15/02/2024 10:30:17",163173,5,"questionnaire-tzdp",NA,35168631,10392491,NA,"complete",NA,"65cde5eefc86493370b95670","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1512x982","1505x760",NA,NA,0,"Attention Check 1",2,"In","ABLCKDJEIFHG",NA,"In",4,"1","2","MDPRF08258"
"1",1707993237666,"15/02/2024 10:33:57",1707993237666,0,"15/02/2024 10:33:57",163173,5,"questionnaire-tzdp",NA,35168689,10392493,NA,"complete",NA,"65cde76d9cc5c7584633b321","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1242x583",NA,NA,0,"Attention Check 1",2,"In","BCADLEKFJGIH",NA,"In",2,"1","2","MDPRF93128"
"1",1707993055541,"15/02/2024 10:30:55",1707993055541,0,"15/02/2024 10:30:55",163173,5,"questionnaire-tzdp",NA,35168691,10392498,NA,"complete",NA,"65cde7985b1fd768213c8595","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x800","1280x631",NA,NA,0,"Attention Check 1",2,"In","CDBEAFLGKHJI",NA,"In",1,"1","2","MDPRF02681"
"1",1707993126352,"15/02/2024 10:32:06",1707993126352,0,"15/02/2024 10:32:06",163173,5,"questionnaire-tzdp",NA,35168747,10392516,NA,"complete",NA,"65cde7f8473756790c8c3d78","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x945",NA,NA,0,"Attention Check 1",2,"In","DECFBGAHLIKJ",NA,"In",3,"1","2","MDPRF51662"
"1",1707993168847,"15/02/2024 10:32:48",1707993168847,0,"15/02/2024 10:32:48",163173,5,"questionnaire-tzdp",NA,35168791,10392529,NA,"complete",NA,"65cde82cfdfa0c8346fad166","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x919",NA,NA,0,"Attention Check 1",2,"In","EFDGCHBIAJLK",NA,"In",4,"1","2","MDPRF26790"
"1",1707993275500,"15/02/2024 10:34:35",1707993275500,0,"15/02/2024 10:34:35",163173,5,"questionnaire-tzdp",NA,35168884,10392543,NA,"complete",NA,"65cde8742fa2e48a0280d323","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x559",NA,NA,0,"Attention Check 1",2,"In","FGEHDICJBKAL",NA,"In",3,"1","2","MDPRF73193"
"1",1707994124076,"15/02/2024 10:48:44",1707994124076,0,"15/02/2024 10:48:44",163173,5,"questionnaire-tzdp",NA,35169745,10392587,NA,"complete",NA,"65cde7dc29ab753728b8bae6","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x559",NA,NA,0,"Attention Check 1",2,"In","GHFIEJDKCLBA",NA,"In",4,"1","2","MDPRF95465"
"1",1707994197742,"15/02/2024 10:49:57",1707994197742,0,"15/02/2024 10:49:57",163173,5,"questionnaire-tzdp",NA,35169842,10392742,NA,"complete",NA,"65cdec25877c9e6251459e92","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x779",NA,NA,0,"Attention Check 1",2,"In","HIGJFKELDACB",NA,"In",2,"1","2","MDPRF04034"
"1",1707994729912,"15/02/2024 10:58:49",1707994729912,0,"15/02/2024 10:58:49",163173,5,"questionnaire-tzdp",NA,35170376,10392847,NA,"complete",NA,"65cdece3a14b6659bed16be0","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1536x864","1488x750",NA,NA,0,"Attention Check 1",2,"In","IJHKGLFAEBDC",NA,"In",1,"1","2","MDPRF56785"
"1",1708001679306,"15/02/2024 12:54:39",1707980079306,-6,"15/02/2024 00:54:39",163173,5,"questionnaire-tzdp",NA,35177926,10394116,NA,"complete",NA,"65ce075ffdfc4d52aa620d1f","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1460x658",NA,NA,0,"Attention Check 1",2,"In","JKILHAGBFCED",NA,"In",2,"1","2","MDPRF20625"
"1",1708075924941,"16/02/2024 09:32:04",1708075924941,0,"16/02/2024 09:32:04",163173,5,"questionnaire-tzdp",NA,35213769,10404012,NA,"complete",NA,"65cf2b6a031026918a66a2ba","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x919",NA,NA,0,"Attention Check 1",2,"In","KLJAIBHCGDFE",NA,"In",1,"1","2","MDPRF16300"
