"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.vjic","Multiple.Choice.Grid.object.3.I.had.no.motivation.to.get.started.on.things","Multiple.Choice.Grid.object.3.I.had.no.motivation.to.get.started.on.things..Quantised","Multiple.Choice.Grid.object.3.Nothing.made.me.feel.excited","Multiple.Choice.Grid.object.3.Nothing.made.me.feel.excited.Quantised","Multiple.Choice.Grid.object.3.I.should.have.been.enjoying.things..but.I.couldn.t","Multiple.Choice.Grid.object.3.I.should.have.been.enjoying.things..but.I.couldn.t.Quantised","Multiple.Choice.Grid.object.3.I.felt.detached.from.other.people","Multiple.Choice.Grid.object.3.I.felt.detached.from.other.people..Quantised","Multiple.Choice.Grid.object.3.I.did.not.look.forward.to.anything","Multiple.Choice.Grid.object.3.I.did.not.look.forward.to.anything..Quantised","Multiple.Choice.Grid.object.3.Nothing.felt.fun.or.enjoyable","Multiple.Choice.Grid.object.3.Nothing.felt.fun.or.enjoyable.Quantised","Multiple.Choice.Grid.object.3.I.couldn.t.see.myself.enjoying.things.in.the.future","Multiple.Choice.Grid.object.3.I.couldn.t.see.myself.enjoying.things.in.the.future.Quantised","Multiple.Choice.Grid.object.3.I.felt.enthusiastic","Multiple.Choice.Grid.object.3.I.felt.enthusiastic..Quantised","Multiple.Choice.Grid.object.3.I.did.not.want.to.do.anything","Multiple.Choice.Grid.object.3.I.did.not.want.to.do.anything..Quantised","Multiple.Choice.Grid.object.3.I.pretended.things.excited.me..but.actually.I.found.them.boring","Multiple.Choice.Grid.object.3.I.pretended.things.excited.me..but.actually.I.found.them.boring.Quantised","Multiple.Choice.Grid.object.3.I.felt.connected.to.the.world.around.me","Multiple.Choice.Grid.object.3.I.felt.connected.to.the.world.around.me.Quantised","Multiple.Choice.Grid.object.3.I.did.not.feel.any.emotion","Multiple.Choice.Grid.object.3.I.did.not.feel.any.emotion..Quantised","Multiple.Choice.Grid.object.3.Everything.felt.like.a.lot.of.effort.to.do","Multiple.Choice.Grid.object.3.Everything.felt.like.a.lot.of.effort.to.do.Quantised","Multiple.Choice.Grid.object.3.I.felt.like.my.life.had.meaning.and.purpose","Multiple.Choice.Grid.object.3.I.felt.like.my.life.had.meaning.and.purpose.Quantised","Score..ASA.Score","Random_ID"
"1",1707931793230,"14/02/2024 17:29:53",1707931793230,0,"14/02/2024 17:29:53",163173,5,"questionnaire-nsch",NA,35150950,10387698,NA,"complete",NA,"65ccf677d89ea75f23a6f20f","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x551",NA,NA,0,"ASA (Clone)",1,"In","EFDGCHBIAJLK",NA,"In",3,"Sometimes","2","Never","1","Never","1","Never","1","Never","1","Never","1","Never","1","Often","3","Sometimes","2","Never","1","Often","3","Never","1","Sometimes","2","Always","4","10","MDPRF62264"
"1",1707931811604,"14/02/2024 17:30:11",1707931811604,0,"14/02/2024 17:30:11",163173,5,"questionnaire-nsch",NA,35150965,10387699,NA,"complete",NA,"65ccf65e82d02149b515f608","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 17.0","1440x900","960x546",NA,NA,0,"ASA (Clone)",1,"In","FGEHDICJBKAL",NA,"In",2,"Sometimes","2","Often","3","Always","4","Always","4","Often","3","Often","3","Often","3","Never","1","Often","3","Always","4","Never","1","Sometimes","2","Sometimes","2","Sometimes","2","23","MDPRF54733"
"1",1707931964860,"14/02/2024 17:32:44",1707931964860,0,"14/02/2024 17:32:44",163173,5,"questionnaire-nsch",NA,35151170,10387681,NA,"complete",NA,"65ccf64655a9a46df1623885","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1185x728",NA,NA,0,"ASA (Clone)",1,"In","DECFBGAHLIKJ",NA,"In",1,"Sometimes","2","Sometimes","2","Often","3","Always","4","Sometimes","2","Sometimes","2","Sometimes","2","Never","1","Often","3","Often","3","Sometimes","2","Sometimes","2","Sometimes","2","Sometimes","2","18","MDPRF48256"
"1",1707932072544,"14/02/2024 17:34:32",1707932072544,0,"14/02/2024 17:34:32",163173,5,"questionnaire-nsch",NA,35151302,10387753,NA,"complete",NA,"65ccf76e377ad148b585a8c3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"ASA (Clone)",1,"In","CDBEAFLGKHJI",NA,"In",2,"Often","3","Sometimes","2","Sometimes","2","Never","1","Sometimes","2","Never","1","Never","1","Sometimes","2","Sometimes","2","Never","1","Sometimes","2","Never","1","Sometimes","2","Sometimes","2","10","MDPRF88210"
"1",1707932096301,"14/02/2024 17:34:56",1707914096301,-5,"14/02/2024 07:34:56",163173,5,"questionnaire-nsch",NA,35151334,10387701,NA,"complete",NA,"65ccf68189fa91e9c82510f1","computer","Desktop or Laptop","Windows 10","Firefox 122.0","1536x864","1536x739",NA,NA,0,"ASA (Clone)",1,"In","GHFIEJDKCLBA",NA,"In",2,"Sometimes","2","Sometimes","2","Sometimes","2","Sometimes","2","Never","1","Never","1","Never","1","Never","1","Often","3","Sometimes","2","Sometimes","2","Sometimes","2","Sometimes","2","Often","3","12","MDPRF94910"
"1",1707932106191,"14/02/2024 17:35:06",1707932106191,0,"14/02/2024 17:35:06",163173,5,"questionnaire-nsch",NA,35151353,10387755,NA,"complete",NA,"65ccf787f963d201475b6eff","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x703",NA,NA,0,"ASA (Clone)",1,"In","FGEHDICJBKAL",NA,"In",4,"Sometimes","2","Never","1","Sometimes","2","Sometimes","2","Never","1","Never","1","Never","1","Often","3","Sometimes","2","Never","1","Often","3","Never","1","Sometimes","2","Often","3","11","MDPRF06162"
"1",1707934014005,"14/02/2024 18:06:54",1707937614005,1,"14/02/2024 20:06:54",163173,5,"questionnaire-nsch",NA,35153267,10387747,NA,"complete",NA,"65ccf6917c8fa41cb1d4af26","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1920x1243","1920x1080",NA,NA,0,"ASA (Clone)",1,"In","GHFIEJDKCLBA",NA,"In",3,"Never","1","Never","1","Never","1","Never","1","Never","1","Never","1","Never","1","Often","3","Never","1","Never","1","Often","3","Never","1","Never","1","Never","1","4","MDPRF00664"
"1",1707931682447,"14/02/2024 17:28:02",1707931682447,0,"14/02/2024 17:28:02",163173,5,"questionnaire-nsch",NA,35150804,10387767,NA,"complete",NA,"65ccf7b1377ad148b585a8d2","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x595",NA,NA,0,"ASA (Clone)",1,"In","ABLCKDJEIFHG",NA,"In",3,"Often","3","Sometimes","2","Sometimes","2","Sometimes","2","Sometimes","2","Never","1","Never","1","Often","3","Often","3","Often","3","Sometimes","2","Often","3","Often","3","Sometimes","2","18","MDPRF42960"
"1",1707931878670,"14/02/2024 17:31:18",1707903078670,-8,"14/02/2024 01:31:18",163173,5,"questionnaire-nsch",NA,35151055,10387764,NA,"complete",NA,"65ccf797edaff64f4e89c51b","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1728x1117","1676x866",NA,NA,0,"ASA (Clone)",1,"In","BCADLEKFJGIH",NA,"In",4,"Never","1","Never","1","Sometimes","2","Never","1","Never","1","Never","1","Never","1","Often","3","Never","1","Never","1","Sometimes","2","Never","1","Sometimes","2","Never","1","5","MDPRF06732"
"1",1707931928588,"14/02/2024 17:32:08",1707931928588,0,"14/02/2024 17:32:08",163173,5,"questionnaire-nsch",NA,35151126,10387834,NA,"complete",NA,"65ccf8daaa631da9ca8f473b","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","2560x1440","2560x1243",NA,NA,0,"ASA (Clone)",1,"In","KLJAIBHCGDFE",NA,"In",1,"Sometimes","2","Sometimes","2","Sometimes","2","Sometimes","2","Often","3","Sometimes","2","Sometimes","2","Often","3","Sometimes","2","Sometimes","2","Sometimes","2","Often","3","Sometimes","2","Sometimes","2","17","MDPRF37738"
"1",1707931950699,"14/02/2024 17:32:30",1707967950699,10,"15/02/2024 13:32:30",163173,5,"questionnaire-nsch",NA,35151152,10387823,NA,"complete",NA,"65ccf8b365e6e71ce098f195","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x607",NA,NA,0,"ASA (Clone)",1,"In","JKILHAGBFCED",NA,"In",4,"Sometimes","2","Often","3","Sometimes","2","Often","3","Often","3","Sometimes","2","Always","4","Sometimes","2","Often","3","Never","1","Never","1","Never","1","Sometimes","2","Never","1","16","MDPRF98941"
"1",1707931958413,"14/02/2024 17:32:38",1707931958413,0,"14/02/2024 17:32:38",163173,5,"questionnaire-nsch",NA,35151164,10387841,NA,"complete",NA,"65ccf7aa016df0e332dff1bc","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x585",NA,NA,0,"ASA (Clone)",1,"In","LAKBJCIDHEGF",NA,"In",3,"Sometimes","2","Never","1","Often","3","Sometimes","2","Sometimes","2","Sometimes","2","Never","1","Often","3","Sometimes","2","Never","1","Sometimes","2","Never","1","Often","3","Sometimes","2","13","MDPRF63488"
"1",1707932090579,"14/02/2024 17:34:50",1707932090579,0,"14/02/2024 17:34:50",163173,5,"questionnaire-nsch",NA,35151325,10387861,NA,"complete",NA,"65ccf8af3164aba72df52bd1","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,0,"ASA (Clone)",1,"In","ABLCKDJEIFHG",NA,"In",2,"Never","1","Never","1","Sometimes","2","Never","1","Never","1","Never","1","Never","1","Often","3","Sometimes","2","Never","1","Often","3","Never","1","Never","1","Often","3","8","MDPRF77020"
"1",1707932176148,"14/02/2024 17:36:16",1707932176148,0,"14/02/2024 17:36:16",163173,5,"questionnaire-nsch",NA,35151441,10387778,NA,"complete",NA,"65ccf7dddd4d3731bca8b7ed","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x695",NA,NA,0,"ASA (Clone)",1,"In","EFDGCHBIAJLK",NA,"In",2,"Sometimes","2","Sometimes","2","Never","1","Sometimes","2","Sometimes","2","Sometimes","2","Sometimes","2","Sometimes","2","Often","3","Sometimes","2","Sometimes","2","Sometimes","2","Often","3","Sometimes","2","15","MDPRF27407"
"1",1707932273801,"14/02/2024 17:37:53",1707932273801,0,"14/02/2024 17:37:53",163173,5,"questionnaire-nsch",NA,35151581,10387766,NA,"complete",NA,"65ccf7798a8e9c826f9c5fec","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 14.0.3","1440x900","1440x812",NA,NA,0,"ASA (Clone)",1,"In","DECFBGAHLIKJ",NA,"In",4,"Often","3","Sometimes","2","Often","3","Often","3","Sometimes","2","Sometimes","2","Never","1","Sometimes","2","Sometimes","2","Sometimes","2","Never","1","Often","3","Often","3","Never","1","16","MDPRF59606"
"1",1707932320584,"14/02/2024 17:38:40",1707932320584,0,"14/02/2024 17:38:40",163173,5,"questionnaire-nsch",NA,35151642,10387797,NA,"complete",NA,"65ccf83047b5641587110d69","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x919",NA,NA,0,"ASA (Clone)",1,"In","HIGJFKELDACB",NA,"In",1,"Often","3","Often","3","Often","3","Sometimes","2","Sometimes","2","Often","3","Sometimes","2","Sometimes","2","Often","3","Sometimes","2","Sometimes","2","Often","3","Often","3","Never","1","20","MDPRF20908"
"1",1707932577443,"14/02/2024 17:42:57",1707932577443,0,"14/02/2024 17:42:57",163173,5,"questionnaire-nsch",NA,35151902,10387794,NA,"complete",NA,"65ccf8238ddcf415d9208f97","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x911",NA,NA,0,"ASA (Clone)",1,"In","GHFIEJDKCLBA",NA,"In",1,"Sometimes","2","Often","3","Sometimes","2","Often","3","Always","4","Often","3","Often","3","Never","1","Sometimes","2","Sometimes","2","Often","3","Never","1","Sometimes","2","Never","1","18","MDPRF42249"
"1",1707932833948,"14/02/2024 17:47:13",1707932833948,0,"14/02/2024 17:47:13",163173,5,"questionnaire-nsch",NA,35152138,10387940,NA,"complete",NA,"65ccfaa2e62215312acf19fe","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x695",NA,NA,0,"ASA (Clone)",1,"In","FGEHDICJBKAL",NA,"In",1,"Sometimes","2","Sometimes","2","Never","1","Sometimes","2","Sometimes","2","Sometimes","2","Sometimes","2","Often","3","Sometimes","2","Often","3","Sometimes","2","Often","3","Often","3","Sometimes","2","17","MDPRF32301"
"1",1707932878896,"14/02/2024 17:47:58",1707932878896,0,"14/02/2024 17:47:58",163173,5,"questionnaire-nsch",NA,35152180,10387909,NA,"complete",NA,"65ccf9d72dce2086b996c980","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x607",NA,NA,0,"ASA (Clone)",1,"In","DECFBGAHLIKJ",NA,"In",3,"Sometimes","2","Sometimes","2","Never","1","Never","1","Sometimes","2","Sometimes","2","Never","1","Never","1","Often","3","Never","1","Never","1","Sometimes","2","Never","1","Never","1","7","MDPRF02872"
"1",1707933182233,"14/02/2024 17:53:02",1707933182233,0,"14/02/2024 17:53:02",163173,5,"questionnaire-nsch",NA,35152428,10387877,NA,"complete",NA,"65ccf95806151f0d36e04283","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x681",NA,NA,0,"ASA (Clone)",1,"In","BCADLEKFJGIH",NA,"In",2,"Never","1","Never","1","Often","3","Often","3","Never","1","Sometimes","2","Often","3","Often","3","Often","3","Often","3","Often","3","Always","4","Often","3","Often","3","22","MDPRF88097"
"1",1707933321363,"14/02/2024 17:55:21",1707933321363,0,"14/02/2024 17:55:21",163173,5,"questionnaire-nsch",NA,35152560,10387879,NA,"complete",NA,"65ccf9a2b0efb42d06251545","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1366x768","1318x646",NA,NA,0,"ASA (Clone)",1,"In","CDBEAFLGKHJI",NA,"In",2,"Often","3","Sometimes","2","Often","3","Always","4","Often","3","Often","3","Sometimes","2","Sometimes","2","Often","3","Sometimes","2","Sometimes","2","Always","4","Often","3","Often","3","25","MDPRF72992"
"1",1707933397132,"14/02/2024 17:56:37",1707933397132,0,"14/02/2024 17:56:37",163173,5,"questionnaire-nsch",NA,35152643,10387907,NA,"complete",NA,"65ccf91d2db74dea4b209019","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x585",NA,NA,0,"ASA (Clone)",1,"In","EFDGCHBIAJLK",NA,"In",4,"Sometimes","2","Sometimes","2","Sometimes","2","Often","3","Sometimes","2","Sometimes","2","Never","1","Sometimes","2","Sometimes","2","Often","3","Sometimes","2","Often","3","Sometimes","2","Never","1","15","MDPRF82422"
"1",1707933631103,"14/02/2024 18:00:31",1707933631103,0,"14/02/2024 18:00:31",163173,5,"questionnaire-nsch",NA,35152875,10388064,NA,"complete",NA,"65ccf8fe9e917c11e93bf0d8","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1366x768","1358x654",NA,NA,0,"ASA (Clone)",1,"In","HIGJFKELDACB",NA,"In",4,"Always","4","Often","3","Often","3","Always","4","Always","4","Always","4","Always","4","Never","1","Always","4","Always","4","Never","1","Never","1","Always","4","Never","1","28","MDPRF69675"
"1",1707933887311,"14/02/2024 18:04:47",1707933887311,0,"14/02/2024 18:04:47",163173,5,"questionnaire-nsch",NA,35153176,10388170,NA,"complete",NA,"65ccff7276d1e7e176ecd8cb","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 95.0.4638.54","1440x900","1440x821",NA,NA,0,"ASA (Clone)",1,"In","IJHKGLFAEBDC",NA,"In",1,"Often","3","Often","3","Always","4","Always","4","Always","4","Always","4","Always","4","Never","1","Often","3","Sometimes","2","Never","1","Often","3","Always","4","Never","1","27","MDPRF50626"
"1",1707933929261,"14/02/2024 18:05:29",1707933929261,0,"14/02/2024 18:05:29",163173,5,"questionnaire-nsch",NA,35153208,10388203,NA,"complete",NA,"65ccff82f200e9541dc03e61","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1280x720","1280x617",NA,NA,0,"ASA (Clone)",1,"In","JKILHAGBFCED",NA,"In",2,"Often","3","Often","3","Always","4","Always","4","Often","3","Often","3","Sometimes","2","Never","1","Often","3","Never","1","Never","1","Sometimes","2","Sometimes","2","Never","1","19","MDPRF65249"
"1",1707935230629,"14/02/2024 18:27:10",1707913630629,-6,"14/02/2024 06:27:10",163173,5,"questionnaire-nsch",NA,35154150,10388441,NA,"complete",NA,"65cd0587377ad148b585ac2e","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x730",NA,NA,0,"ASA (Clone)",1,"In","KLJAIBHCGDFE",NA,"In",4,"Often","3","Often","3","Often","3","Often","3","Often","3","Often","3","Often","3","Never","1","Often","3","Sometimes","2","Sometimes","2","Sometimes","2","Often","3","Sometimes","2","22","MDPRF56429"
"1",1707937218228,"14/02/2024 19:00:18",1707937218228,0,"14/02/2024 19:00:18",163173,5,"questionnaire-nsch",NA,35155220,10388716,NA,"complete",NA,"65cd0d38500351e8c8f80863","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x632",NA,NA,0,"ASA (Clone)",1,"In","LAKBJCIDHEGF",NA,"In",1,"Sometimes","2","Often","3","Often","3","Often","3","Sometimes","2","Sometimes","2","Sometimes","2","Sometimes","2","Often","3","Often","3","Never","1","Never","1","Often","3","Sometimes","2","18","MDPRF66474"
"1",1707938368523,"14/02/2024 19:19:28",1707938368523,0,"14/02/2024 19:19:28",163173,5,"questionnaire-nsch",NA,35155868,10388818,NA,"complete",NA,"65cd107fe75dfbcced622892","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1536x864","1528x742",NA,NA,0,"ASA (Clone)",1,"In","ABLCKDJEIFHG",NA,"In",3,"Sometimes","2","Never","1","Sometimes","2","Sometimes","2","Never","1","Sometimes","2","Never","1","Often","3","Sometimes","2","Never","1","Sometimes","2","Never","1","Sometimes","2","Never","1","9","MDPRF26473"
"1",1707939640348,"14/02/2024 19:40:40",1707939640348,0,"14/02/2024 19:40:40",163173,5,"questionnaire-nsch",NA,35156520,10388952,NA,"complete",NA,"65cd14d809dab9082ed13b86","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","865x673",NA,NA,0,"ASA (Clone)",1,"In","BCADLEKFJGIH",NA,"In",2,"Sometimes","2","Never","1","Sometimes","2","Sometimes","2","Never","1","Never","1","Never","1","Sometimes","2","Sometimes","2","Sometimes","2","Sometimes","2","Never","1","Often","3","Often","3","11","MDPRF32263"
"1",1707991765202,"15/02/2024 10:09:25",1707991765202,0,"15/02/2024 10:09:25",163173,5,"questionnaire-nsch",NA,35167881,10392237,NA,"complete",NA,"65cde1391b226940b7953913","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x695",NA,NA,0,"ASA (Clone)",1,"In","CDBEAFLGKHJI",NA,"In",3,"Sometimes","2","Never","1","Never","1","Never","1","Never","1","Never","1","Never","1","Often","3","Sometimes","2","Never","1","Often","3","Never","1","Sometimes","2","Always","4","10","MDPRF79831"
"1",1707992047755,"15/02/2024 10:14:07",1707992047755,0,"15/02/2024 10:14:07",163173,5,"questionnaire-nsch",NA,35168080,10392283,NA,"complete",NA,"65cde243ec9cc1ea25fb3407","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x929",NA,NA,0,"ASA (Clone)",1,"In","FGEHDICJBKAL",NA,"In",1,"Never","1","Never","1","Never","1","Sometimes","2","Never","1","Never","1","Never","1","Often","3","Never","1","Never","1","Often","3","Never","1","Never","1","Often","3","7","MDPRF41593"
"1",1707992051149,"15/02/2024 10:14:11",1707992051149,0,"15/02/2024 10:14:11",163173,5,"questionnaire-nsch",NA,35168083,10392268,NA,"complete",NA,"65cde1d8bb3de642ad44386a","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x703",NA,NA,0,"ASA (Clone)",1,"In","EFDGCHBIAJLK",NA,"In",4,"Sometimes","2","Sometimes","2","Often","3","Sometimes","2","Never","1","Never","1","Sometimes","2","Sometimes","2","Often","3","Never","1","Sometimes","2","Often","3","Often","3","Never","1","14","MDPRF72552"
"1",1707992165854,"15/02/2024 10:16:05",1707992165854,0,"15/02/2024 10:16:05",163173,5,"questionnaire-nsch",NA,35168136,10392261,NA,"complete",NA,"65cde156c44009fa1760869d","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x672",NA,NA,0,"ASA (Clone)",1,"In","DECFBGAHLIKJ",NA,"In",3,"Sometimes","2","Sometimes","2","Often","3","Often","3","Sometimes","2","Sometimes","2","Sometimes","2","Sometimes","2","Never","1","Often","3","Never","1","Often","3","Often","3","Never","1","16","MDPRF99282"
"1",1707992536515,"15/02/2024 10:22:16",1707992536515,0,"15/02/2024 10:22:16",163173,5,"questionnaire-nsch",NA,35168340,10392311,NA,"complete",NA,"65cde2f496c07670987eaeee","computer","Desktop or Laptop","Mac OS 10.15","Firefox 122.0","1440x900","1426x720",NA,NA,0,"ASA (Clone)",1,"In","GHFIEJDKCLBA",NA,"In",2,"Sometimes","2","Often","3","Sometimes","2","Sometimes","2","Sometimes","2","Sometimes","2","Never","1","Sometimes","2","Often","3","Sometimes","2","Never","1","Never","1","Often","3","Sometimes","2","14","MDPRF75167"
"1",1707992846130,"15/02/2024 10:27:26",1707992846130,0,"15/02/2024 10:27:26",163173,5,"questionnaire-nsch",NA,35168535,10392446,NA,"complete",NA,"65cde6767436a9aaea2a78ab","computer","Desktop or Laptop","Windows 10","Firefox 122.0","1920x1080","1920x919",NA,NA,0,"ASA (Clone)",1,"In","KLJAIBHCGDFE",NA,"In",3,"Sometimes","2","Sometimes","2","Sometimes","2","Always","4","Sometimes","2","Sometimes","2","Never","1","Sometimes","2","Sometimes","2","Never","1","Never","1","Sometimes","2","Often","3","Sometimes","2","14","MDPRF42986"
"1",1707992863138,"15/02/2024 10:27:43",1707992863138,0,"15/02/2024 10:27:43",163173,5,"questionnaire-nsch",NA,35168544,10392444,NA,"complete",NA,"65cde6614d80fc16af4c8b4a","computer","Desktop or Laptop","Windows 10","Edge 120.0.0.0","1536x960","1528x812",NA,NA,0,"ASA (Clone)",1,"In","JKILHAGBFCED",NA,"In",1,"Sometimes","2","Never","1","Never","1","Never","1","Never","1","Never","1","Never","1","Often","3","Never","1","Never","1","Often","3","Never","1","Sometimes","2","Always","4","9","MDPRF02973"
"1",1707992934041,"15/02/2024 10:28:54",1707992934041,0,"15/02/2024 10:28:54",163173,5,"questionnaire-nsch",NA,35168601,10392435,NA,"complete",NA,"65cde6393fb41154eae8b36a","computer","Desktop or Laptop","Windows 10","Firefox 122.0","1920x1080","1908x921",NA,NA,0,"ASA (Clone)",1,"In","IJHKGLFAEBDC",NA,"In",1,"Often","3","Sometimes","2","Sometimes","2","Often","3","Sometimes","2","Sometimes","2","Often","3","Often","3","Sometimes","2","Often","3","Sometimes","2","Always","4","Often","3","Sometimes","2","22","MDPRF22046"
"1",1707992954053,"15/02/2024 10:29:14",1707992954053,0,"15/02/2024 10:29:14",163173,5,"questionnaire-nsch",NA,35168610,10392426,NA,"complete",NA,"65cde5a5c7c4e2221f40f103","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.4","1440x900","1440x820",NA,NA,0,"ASA (Clone)",1,"In","HIGJFKELDACB",NA,"In",4,"Always","4","Always","4","Always","4","Often","3","Often","3","Often","3","Always","4","Often","3","Often","3","Always","4","Sometimes","2","Often","3","Often","3","Sometimes","2","31","MDPRF05565"
"1",1707992965205,"15/02/2024 10:29:25",1707992965205,0,"15/02/2024 10:29:25",163173,5,"questionnaire-nsch",NA,35168617,10392489,NA,"complete",NA,"65cde752c4ada29166ff6a74","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x695",NA,NA,0,"ASA (Clone)",1,"In","LAKBJCIDHEGF",NA,"In",2,"Sometimes","2","Sometimes","2","Sometimes","2","Sometimes","2","Sometimes","2","Sometimes","2","Sometimes","2","Sometimes","2","Never","1","Sometimes","2","Never","1","Never","1","Never","1","Sometimes","2","10","MDPRF73286"
"1",1707993068129,"15/02/2024 10:31:08",1707993068129,0,"15/02/2024 10:31:08",163173,5,"questionnaire-nsch",NA,35168679,10392491,NA,"complete",NA,"65cde5eefc86493370b95670","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1512x982","1505x760",NA,NA,0,"ASA (Clone)",1,"In","ABLCKDJEIFHG",NA,"In",4,"Sometimes","2","Never","1","Sometimes","2","Sometimes","2","Never","1","Never","1","Sometimes","2","Often","3","Never","1","Sometimes","2","Often","3","Never","1","Sometimes","2","Sometimes","2","11","MDPRF08258"
"1",1707993655023,"15/02/2024 10:40:55",1707993655023,0,"15/02/2024 10:40:55",163173,5,"questionnaire-nsch",NA,35169031,10392493,NA,"complete",NA,"65cde76d9cc5c7584633b321","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1242x583",NA,NA,0,"ASA (Clone)",1,"In","BCADLEKFJGIH",NA,"In",2,"Sometimes","2","Never","1","Never","1","Never","1","Never","1","Never","1","Never","1","Often","3","Sometimes","2","Sometimes","2","Often","3","Never","1","Sometimes","2","Often","3","10","MDPRF93128"
"1",1707993684502,"15/02/2024 10:41:24",1707993684502,0,"15/02/2024 10:41:24",163173,5,"questionnaire-nsch",NA,35169252,10392498,NA,"complete",NA,"65cde7985b1fd768213c8595","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x800","1280x631",NA,NA,0,"ASA (Clone)",1,"In","CDBEAFLGKHJI",NA,"In",1,"Sometimes","2","Sometimes","2","Never","1","Sometimes","2","Sometimes","2","Sometimes","2","Never","1","Often","3","Sometimes","2","Sometimes","2","Often","3","Sometimes","2","Always","4","Often","3","17","MDPRF02681"
"1",1707993895324,"15/02/2024 10:44:55",1707993895324,0,"15/02/2024 10:44:55",163173,5,"questionnaire-nsch",NA,35169500,10392516,NA,"complete",NA,"65cde7f8473756790c8c3d78","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x945",NA,NA,0,"ASA (Clone)",1,"In","DECFBGAHLIKJ",NA,"In",3,"Often","3","Sometimes","2","Often","3","Often","3","Sometimes","2","Sometimes","2","Sometimes","2","Sometimes","2","Often","3","Sometimes","2","Sometimes","2","Often","3","Often","3","Sometimes","2","20","MDPRF51662"
"1",1707993903110,"15/02/2024 10:45:03",1707993903110,0,"15/02/2024 10:45:03",163173,5,"questionnaire-nsch",NA,35169508,10392529,NA,"complete",NA,"65cde82cfdfa0c8346fad166","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x919",NA,NA,0,"ASA (Clone)",1,"In","EFDGCHBIAJLK",NA,"In",4,"Often","3","Often","3","Always","4","Always","4","Always","4","Always","4","Always","4","Never","1","Always","4","Often","3","Never","1","Sometimes","2","Always","4","Never","1","28","MDPRF26790"
