"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.vjic","Slider_LH.object.2.Value","Random_ID"
"1",1707991809083,"15/02/2024 10:10:09",1707991809083,0,"15/02/2024 10:10:09",163173,5,"questionnaire-txxf",NA,35167899,10392268,NA,"complete",NA,"65cde1d8bb3de642ad44386a","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x703",NA,NA,0,"Life Happiness",2,"In","EFDGCHBIAJLK",NA,"In",4,"47","MDPRF72552"
"1",1707991808472,"15/02/2024 10:10:08",1707991808472,0,"15/02/2024 10:10:08",163173,5,"questionnaire-txxf",NA,35167901,10392237,NA,"complete",NA,"65cde1391b226940b7953913","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x695",NA,NA,0,"Life Happiness",2,"In","CDBEAFLGKHJI",NA,"In",3,"37","MDPRF79831"
"1",1707991842627,"15/02/2024 10:10:42",1707991842627,0,"15/02/2024 10:10:42",163173,5,"questionnaire-txxf",NA,35167926,10392311,NA,"complete",NA,"65cde2f496c07670987eaeee","computer","Desktop or Laptop","Mac OS 10.15","Firefox 122.0","1440x900","1426x720",NA,NA,0,"Life Happiness",2,"In","GHFIEJDKCLBA",NA,"In",2,"66","MDPRF75167"
"1",1707991966258,"15/02/2024 10:12:46",1707991966258,0,"15/02/2024 10:12:46",163173,5,"questionnaire-txxf",NA,35168016,10392261,NA,"complete",NA,"65cde156c44009fa1760869d","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x672",NA,NA,0,"Life Happiness",2,"In","DECFBGAHLIKJ",NA,"In",3,"50","MDPRF99282"
"1",1707992704414,"15/02/2024 10:25:04",1707992704414,0,"15/02/2024 10:25:04",163173,5,"questionnaire-txxf",NA,35168440,10392426,NA,"complete",NA,"65cde5a5c7c4e2221f40f103","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.4","1440x900","1440x820",NA,NA,0,"Life Happiness",2,"In","HIGJFKELDACB",NA,"In",4,"-59","MDPRF05565"
"1",1707992905187,"15/02/2024 10:28:25",1707992905187,0,"15/02/2024 10:28:25",163173,5,"questionnaire-txxf",NA,35168578,10392435,NA,"complete",NA,"65cde6393fb41154eae8b36a","computer","Desktop or Laptop","Windows 10","Firefox 122.0","1920x1080","1908x921",NA,NA,0,"Life Happiness",2,"In","IJHKGLFAEBDC",NA,"In",1,"-60","MDPRF22046"
"1",1707993022875,"15/02/2024 10:30:22",1707993022875,0,"15/02/2024 10:30:22",163173,5,"questionnaire-txxf",NA,35168661,10392444,NA,"complete",NA,"65cde6614d80fc16af4c8b4a","computer","Desktop or Laptop","Windows 10","Edge 120.0.0.0","1536x960","1528x812",NA,NA,0,"Life Happiness",2,"In","JKILHAGBFCED",NA,"In",1,"67","MDPRF02973"
"1",1707993121003,"15/02/2024 10:32:01",1707993121003,0,"15/02/2024 10:32:01",163173,5,"questionnaire-txxf",NA,35168743,10392446,NA,"complete",NA,"65cde6767436a9aaea2a78ab","computer","Desktop or Laptop","Windows 10","Firefox 122.0","1920x1080","1920x919",NA,NA,0,"Life Happiness",2,"In","KLJAIBHCGDFE",NA,"In",3,"-60","MDPRF42986"
"1",1707993395622,"15/02/2024 10:36:35",1707993395622,0,"15/02/2024 10:36:35",163173,5,"questionnaire-txxf",NA,35168943,10392491,NA,"complete",NA,"65cde5eefc86493370b95670","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1512x982","1505x760",NA,NA,0,"Life Happiness",2,"In","ABLCKDJEIFHG",NA,"In",4,"76","MDPRF08258"
"1",1707993407041,"15/02/2024 10:36:47",1707993407041,0,"15/02/2024 10:36:47",163173,5,"questionnaire-txxf",NA,35168980,10392543,NA,"complete",NA,"65cde8742fa2e48a0280d323","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x559",NA,NA,0,"Life Happiness",2,"In","FGEHDICJBKAL",NA,"In",3,"25","MDPRF73193"
"1",1707993408627,"15/02/2024 10:36:48",1707993408627,0,"15/02/2024 10:36:48",163173,5,"questionnaire-txxf",NA,35168984,10392489,NA,"complete",NA,"65cde752c4ada29166ff6a74","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x695",NA,NA,0,"Life Happiness",2,"In","LAKBJCIDHEGF",NA,"In",2,"-26","MDPRF73286"
"1",1707993528623,"15/02/2024 10:38:48",1707993528623,0,"15/02/2024 10:38:48",163173,5,"questionnaire-txxf",NA,35169074,10392529,NA,"complete",NA,"65cde82cfdfa0c8346fad166","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x919",NA,NA,0,"Life Happiness",2,"In","EFDGCHBIAJLK",NA,"In",4,"-39","MDPRF26790"
"1",1707993675085,"15/02/2024 10:41:15",1707993675085,0,"15/02/2024 10:41:15",163173,5,"questionnaire-txxf",NA,35169249,10392516,NA,"complete",NA,"65cde7f8473756790c8c3d78","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x945",NA,NA,0,"Life Happiness",2,"In","DECFBGAHLIKJ",NA,"In",3,"27","MDPRF51662"
"1",1707993743371,"15/02/2024 10:42:23",1707993743371,0,"15/02/2024 10:42:23",163173,5,"questionnaire-txxf",NA,35169325,10392498,NA,"complete",NA,"65cde7985b1fd768213c8595","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x800","1280x631",NA,NA,0,"Life Happiness",2,"In","CDBEAFLGKHJI",NA,"In",1,"33","MDPRF02681"
"1",1707993951299,"15/02/2024 10:45:51",1707993951299,0,"15/02/2024 10:45:51",163173,5,"questionnaire-txxf",NA,35169356,10392493,NA,"complete",NA,"65cde76d9cc5c7584633b321","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1242x583",NA,NA,0,"Life Happiness",2,"In","BCADLEKFJGIH",NA,"In",2,"57","MDPRF93128"
"1",1707994138023,"15/02/2024 10:48:58",1707994138023,0,"15/02/2024 10:48:58",163173,5,"questionnaire-txxf",NA,35169760,10392587,NA,"complete",NA,"65cde7dc29ab753728b8bae6","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x559",NA,NA,0,"Life Happiness",2,"In","GHFIEJDKCLBA",NA,"In",4,"-40","MDPRF95465"
"1",1707994298837,"15/02/2024 10:51:38",1707994298837,0,"15/02/2024 10:51:38",163173,5,"questionnaire-txxf",NA,35169962,10392742,NA,"complete",NA,"65cdec25877c9e6251459e92","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x779",NA,NA,0,"Life Happiness",2,"In","HIGJFKELDACB",NA,"In",2,"-6","MDPRF04034"
"1",1707995158676,"15/02/2024 11:05:58",1707995158676,0,"15/02/2024 11:05:58",163173,5,"questionnaire-txxf",NA,35170789,10392847,NA,"complete",NA,"65cdece3a14b6659bed16be0","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1536x864","1488x750",NA,NA,0,"Life Happiness",2,"In","IJHKGLFAEBDC",NA,"In",1,"32","MDPRF56785"
"1",1708002448814,"15/02/2024 13:07:28",1707980848814,-6,"15/02/2024 01:07:28",163173,5,"questionnaire-txxf",NA,35178625,10394116,NA,"complete",NA,"65ce075ffdfc4d52aa620d1f","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1460x658",NA,NA,0,"Life Happiness",2,"In","JKILHAGBFCED",NA,"In",2,"19","MDPRF20625"
"1",1708076280158,"16/02/2024 09:38:00",1708076280158,0,"16/02/2024 09:38:00",163173,5,"questionnaire-txxf",NA,35213936,10404012,NA,"complete",NA,"65cf2b6a031026918a66a2ba","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x919",NA,NA,0,"Life Happiness",2,"In","KLJAIBHCGDFE",NA,"In",1,"34","MDPRF16300"
