"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.vjic","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"14",1707931823587,"14/02/2024 17:30:23",1707931823587,0,"14/02/2024 17:30:23",163173,5,"questionnaire-uu2n",NA,35150815,10387778,NA,"complete",NA,"65ccf7dddd4d3731bca8b7ed","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJLK",NA,"In",2,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF27407"
"1",1707931819214,"14/02/2024 17:30:19",1707931819214,0,"14/02/2024 17:30:19",163173,5,"questionnaire-uu2n",NA,35150974,10387794,NA,"complete",NA,"65ccf8238ddcf415d9208f97","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x911",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCLBA",NA,"In",1,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF42249"
"2",1707931847928,"14/02/2024 17:30:47",1707931847928,0,"14/02/2024 17:30:47",163173,5,"questionnaire-uu2n",NA,35150974,10387794,NA,"complete",NA,"65ccf8238ddcf415d9208f97","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x911",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCLBA",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",28733.3999999993,28718.4,28733.3999999993,28733.3999999993,28718.4,28733.3999999993,1,28733.3999999993,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"MDPRF42249"
"3",1707931847929,"14/02/2024 17:30:47",1707931847929,0,"14/02/2024 17:30:47",163173,5,"questionnaire-uu2n",NA,35150974,10387794,NA,"complete",NA,"65ccf8238ddcf415d9208f97","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x911",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCLBA",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",8934.5,28718.4,28734.8,8934.5,28718.4,28734.8,1,8934.5,19800.3,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"MDPRF42249"
"4",1707931847930,"14/02/2024 17:30:47",1707931847930,0,"14/02/2024 17:30:47",163173,5,"questionnaire-uu2n",NA,35150974,10387794,NA,"complete",NA,"65ccf8238ddcf415d9208f97","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x911",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCLBA",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",21568.1,28718.4,28734.8,21568.1,28718.4,28734.8,1,21568.1,7166.7,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"MDPRF42249"
"5",1707931847930,"14/02/2024 17:30:47",1707931847930,0,"14/02/2024 17:30:47",163173,5,"questionnaire-uu2n",NA,35150974,10387794,NA,"complete",NA,"65ccf8238ddcf415d9208f97","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x911",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCLBA",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",26601.6,28718.4,28734.8,26601.6,28718.4,28734.8,1,26601.6,2133.2,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"MDPRF42249"
"6",1707931871942,"14/02/2024 17:31:11",1707931871942,0,"14/02/2024 17:31:11",163173,5,"questionnaire-uu2n",NA,35150974,10387794,NA,"complete",NA,"65ccf8238ddcf415d9208f97","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x911",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCLBA",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",24031.3999999996,24018.2,24031.3999999996,24031.3999999996,24018.2,24031.3999999996,1,24031.3999999996,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"MDPRF42249"
"7",1707931871946,"14/02/2024 17:31:11",1707931871946,0,"14/02/2024 17:31:11",163173,5,"questionnaire-uu2n",NA,35150974,10387794,NA,"complete",NA,"65ccf8238ddcf415d9208f97","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x911",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCLBA",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",7200.3,24018.2,24035.1,7200.3,24018.2,24035.1,1,7200.3,16834.8,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"MDPRF42249"
"8",1707931871946,"14/02/2024 17:31:11",1707931871946,0,"14/02/2024 17:31:11",163173,5,"questionnaire-uu2n",NA,35150974,10387794,NA,"complete",NA,"65ccf8238ddcf415d9208f97","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x911",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCLBA",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",11584.3,24018.2,24035.1,11584.3,24018.2,24035.1,1,11584.3,12450.8,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"MDPRF42249"
"9",1707931871947,"14/02/2024 17:31:11",1707931871947,0,"14/02/2024 17:31:11",163173,5,"questionnaire-uu2n",NA,35150974,10387794,NA,"complete",NA,"65ccf8238ddcf415d9208f97","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x911",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCLBA",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",21767.6,24018.2,24035.1,21767.6,24018.2,24035.1,1,21767.6,2267.5,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"MDPRF42249"
"10",1707931898832,"14/02/2024 17:31:38",1707931898832,0,"14/02/2024 17:31:38",163173,5,"questionnaire-uu2n",NA,35150974,10387794,NA,"complete",NA,"65ccf8238ddcf415d9208f97","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x911",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCLBA",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",26900.9,26884.5,26900.9,26900.9,26884.5,26900.9,1,26900.9,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"MDPRF42249"
"11",1707931898839,"14/02/2024 17:31:38",1707931898839,0,"14/02/2024 17:31:38",163173,5,"questionnaire-uu2n",NA,35150974,10387794,NA,"complete",NA,"65ccf8238ddcf415d9208f97","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x911",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCLBA",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",7249.9,26884.5,26900.9,7249.9,26884.5,26900.9,1,7249.9,19651,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"MDPRF42249"
"12",1707931898840,"14/02/2024 17:31:38",1707931898840,0,"14/02/2024 17:31:38",163173,5,"questionnaire-uu2n",NA,35150974,10387794,NA,"complete",NA,"65ccf8238ddcf415d9208f97","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x911",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCLBA",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",11416.7,26884.5,26900.9,11416.7,26884.5,26900.9,1,11416.7,15484.2,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"MDPRF42249"
"13",1707931898841,"14/02/2024 17:31:38",1707931898841,0,"14/02/2024 17:31:38",163173,5,"questionnaire-uu2n",NA,35150974,10387794,NA,"complete",NA,"65ccf8238ddcf415d9208f97","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x911",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCLBA",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",14767.5,26884.5,26900.9,14767.5,26884.5,26900.9,1,14767.5,12133.4,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"MDPRF42249"
"14",1707931898846,"14/02/2024 17:31:38",1707931898846,0,"14/02/2024 17:31:38",163173,5,"questionnaire-uu2n",NA,35150974,10387794,NA,"complete",NA,"65ccf8238ddcf415d9208f97","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x911",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCLBA",NA,"In",1,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF42249"
"1",1707931978100,"14/02/2024 17:32:58",1707931978100,0,"14/02/2024 17:32:58",163173,5,"questionnaire-uu2n",NA,35151189,10387797,NA,"complete",NA,"65ccf83047b5641587110d69","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x919",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In",1,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF20908"
"2",1707932012270,"14/02/2024 17:33:32",1707932012270,0,"14/02/2024 17:33:32",163173,5,"questionnaire-uu2n",NA,35151189,10387797,NA,"complete",NA,"65ccf83047b5641587110d69","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x919",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",34186.999999994,34171.8,34186.999999994,34186.999999994,34171.8,34186.999999994,1,34186.999999994,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"MDPRF20908"
"3",1707932012273,"14/02/2024 17:33:32",1707932012273,0,"14/02/2024 17:33:32",163173,5,"questionnaire-uu2n",NA,35151189,10387797,NA,"complete",NA,"65ccf83047b5641587110d69","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x919",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",19226.7,34171.8,34188.4,19226.7,34171.8,34188.4,1,19226.7,14961.7,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"MDPRF20908"
"4",1707932012273,"14/02/2024 17:33:32",1707932012273,0,"14/02/2024 17:33:32",163173,5,"questionnaire-uu2n",NA,35151189,10387797,NA,"complete",NA,"65ccf83047b5641587110d69","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x919",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",28873.5,34171.8,34188.4,28873.5,34171.8,34188.4,1,28873.5,5314.9,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"MDPRF20908"
"5",1707932012274,"14/02/2024 17:33:32",1707932012274,0,"14/02/2024 17:33:32",163173,5,"questionnaire-uu2n",NA,35151189,10387797,NA,"complete",NA,"65ccf83047b5641587110d69","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x919",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",32622.4,34171.8,34188.4,32622.4,34171.8,34188.4,1,32622.4,1566,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"MDPRF20908"
"6",1707932119132,"14/02/2024 17:35:19",1707932119132,0,"14/02/2024 17:35:19",163173,5,"questionnaire-uu2n",NA,35151189,10387797,NA,"complete",NA,"65ccf83047b5641587110d69","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x919",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",106877.6,106863.7,106877.6,106877.6,106863.7,106877.6,1,106877.6,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"MDPRF20908"
"7",1707932119134,"14/02/2024 17:35:19",1707932119134,0,"14/02/2024 17:35:19",163173,5,"questionnaire-uu2n",NA,35151189,10387797,NA,"complete",NA,"65ccf83047b5641587110d69","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x919",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",8647.1,106863.7,106880.1,8647.1,106863.7,106880.1,1,8647.1,98233,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"MDPRF20908"
"8",1707932119135,"14/02/2024 17:35:19",1707932119135,0,"14/02/2024 17:35:19",163173,5,"questionnaire-uu2n",NA,35151189,10387797,NA,"complete",NA,"65ccf83047b5641587110d69","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x919",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","3",93635,106863.7,106880.1,93635,106863.7,106880.1,1,93635,13245.1,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"MDPRF20908"
"9",1707932119135,"14/02/2024 17:35:19",1707932119135,0,"14/02/2024 17:35:19",163173,5,"questionnaire-uu2n",NA,35151189,10387797,NA,"complete",NA,"65ccf83047b5641587110d69","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x919",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",97167.2,106863.7,106880.1,97167.2,106863.7,106880.1,1,97167.2,9712.89999999999,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"MDPRF20908"
"10",1707932143455,"14/02/2024 17:35:43",1707932143455,0,"14/02/2024 17:35:43",163173,5,"questionnaire-uu2n",NA,35151189,10387797,NA,"complete",NA,"65ccf83047b5641587110d69","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x919",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",24336.9,24325.1,24336.9,24336.9,24325.1,24336.9,1,24336.9,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"MDPRF20908"
"11",1707932143458,"14/02/2024 17:35:43",1707932143458,0,"14/02/2024 17:35:43",163173,5,"questionnaire-uu2n",NA,35151189,10387797,NA,"complete",NA,"65ccf83047b5641587110d69","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x919",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",6614.5,24325.1,24339.7000000119,6614.5,24325.1,24339.7000000119,1,6614.5,17725.2000000119,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"MDPRF20908"
"12",1707932143459,"14/02/2024 17:35:43",1707932143459,0,"14/02/2024 17:35:43",163173,5,"questionnaire-uu2n",NA,35151189,10387797,NA,"complete",NA,"65ccf83047b5641587110d69","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x919",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",14861.7,24325.1,24340.300000006,14861.7,24325.1,24340.300000006,1,14861.7,9478.60000000597,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"MDPRF20908"
"13",1707932143459,"14/02/2024 17:35:43",1707932143459,0,"14/02/2024 17:35:43",163173,5,"questionnaire-uu2n",NA,35151189,10387797,NA,"complete",NA,"65ccf83047b5641587110d69","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x919",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",21026.5,24325.1,24340.9,21026.5,24325.1,24340.9,1,21026.5,3314.39999999999,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"MDPRF20908"
"14",1707932143465,"14/02/2024 17:35:43",1707932143465,0,"14/02/2024 17:35:43",163173,5,"questionnaire-uu2n",NA,35151189,10387797,NA,"complete",NA,"65ccf83047b5641587110d69","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x919",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In",1,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF20908"
"1",1707931985397,"14/02/2024 17:33:05",1707931985397,0,"14/02/2024 17:33:05",163173,5,"questionnaire-uu2n",NA,35151195,10387766,NA,"complete",NA,"65ccf7798a8e9c826f9c5fec","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 14.0.3","1440x900","1440x812",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",4,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF59606"
"2",1707932015496,"14/02/2024 17:33:35",1707932015496,0,"14/02/2024 17:33:35",163173,5,"questionnaire-uu2n",NA,35151195,10387766,NA,"complete",NA,"65ccf7798a8e9c826f9c5fec","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 14.0.3","1440x900","1440x812",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",4,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",31409,31401,31409,31409,31401,31409,1,31409,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"MDPRF59606"
"3",1707932015499,"14/02/2024 17:33:35",1707932015499,0,"14/02/2024 17:33:35",163173,5,"questionnaire-uu2n",NA,35151195,10387766,NA,"complete",NA,"65ccf7798a8e9c826f9c5fec","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 14.0.3","1440x900","1440x812",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",4,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","0",18299,31401,31418,18299,31401,31418,1,18299,13119,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"MDPRF59606"
"4",1707932015500,"14/02/2024 17:33:35",1707932015500,0,"14/02/2024 17:33:35",163173,5,"questionnaire-uu2n",NA,35151195,10387766,NA,"complete",NA,"65ccf7798a8e9c826f9c5fec","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 14.0.3","1440x900","1440x812",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",4,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","0",25067,31401,31418,25067,31401,31418,1,25067,6351,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"MDPRF59606"
"5",1707932015500,"14/02/2024 17:33:35",1707932015500,0,"14/02/2024 17:33:35",163173,5,"questionnaire-uu2n",NA,35151195,10387766,NA,"complete",NA,"65ccf7798a8e9c826f9c5fec","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 14.0.3","1440x900","1440x812",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",4,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","8",30184,31401,31418,30184,31401,31418,1,30184,1234,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"MDPRF59606"
"6",1707932042980,"14/02/2024 17:34:02",1707932042980,0,"14/02/2024 17:34:02",163173,5,"questionnaire-uu2n",NA,35151195,10387766,NA,"complete",NA,"65ccf7798a8e9c826f9c5fec","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 14.0.3","1440x900","1440x812",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",4,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",27498,27485,27498,27498,27485,27498,1,27498,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"MDPRF59606"
"7",1707932042986,"14/02/2024 17:34:02",1707932042986,0,"14/02/2024 17:34:02",163173,5,"questionnaire-uu2n",NA,35151195,10387766,NA,"complete",NA,"65ccf7798a8e9c826f9c5fec","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 14.0.3","1440x900","1440x812",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",4,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",5600,27485,27502,5600,27485,27502,1,5600,21902,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"MDPRF59606"
"8",1707932042987,"14/02/2024 17:34:02",1707932042987,0,"14/02/2024 17:34:02",163173,5,"questionnaire-uu2n",NA,35151195,10387766,NA,"complete",NA,"65ccf7798a8e9c826f9c5fec","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 14.0.3","1440x900","1440x812",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",4,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",15635,27485,27502,15635,27485,27502,1,15635,11867,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"MDPRF59606"
"9",1707932042988,"14/02/2024 17:34:02",1707932042988,0,"14/02/2024 17:34:02",163173,5,"questionnaire-uu2n",NA,35151195,10387766,NA,"complete",NA,"65ccf7798a8e9c826f9c5fec","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 14.0.3","1440x900","1440x812",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",4,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",26435,27485,27502,26435,27485,27502,1,26435,1067,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"MDPRF59606"
"10",1707932068414,"14/02/2024 17:34:28",1707932068414,0,"14/02/2024 17:34:28",163173,5,"questionnaire-uu2n",NA,35151195,10387766,NA,"complete",NA,"65ccf7798a8e9c826f9c5fec","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 14.0.3","1440x900","1440x812",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",4,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",25447,25435,25447,25447,25435,25447,1,25447,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"MDPRF59606"
"11",1707932068420,"14/02/2024 17:34:28",1707932068420,0,"14/02/2024 17:34:28",163173,5,"questionnaire-uu2n",NA,35151195,10387766,NA,"complete",NA,"65ccf7798a8e9c826f9c5fec","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 14.0.3","1440x900","1440x812",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",4,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",7250,25435,25451,7250,25435,25451,1,7250,18201,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"MDPRF59606"
"12",1707932068421,"14/02/2024 17:34:28",1707932068421,0,"14/02/2024 17:34:28",163173,5,"questionnaire-uu2n",NA,35151195,10387766,NA,"complete",NA,"65ccf7798a8e9c826f9c5fec","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 14.0.3","1440x900","1440x812",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",4,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","8",16518,25435,25451,16518,25435,25451,1,16518,8933,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"MDPRF59606"
"13",1707932068422,"14/02/2024 17:34:28",1707932068422,0,"14/02/2024 17:34:28",163173,5,"questionnaire-uu2n",NA,35151195,10387766,NA,"complete",NA,"65ccf7798a8e9c826f9c5fec","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 14.0.3","1440x900","1440x812",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",4,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",23318,25435,25451,23318,25435,25451,1,23318,2133,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"MDPRF59606"
"14",1707932068427,"14/02/2024 17:34:28",1707932068427,0,"14/02/2024 17:34:28",163173,5,"questionnaire-uu2n",NA,35151195,10387766,NA,"complete",NA,"65ccf7798a8e9c826f9c5fec","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 14.0.3","1440x900","1440x812",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",4,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF59606"
