"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.vjic","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"8",1707930566498,"14/02/2024 17:09:26",1707930566498,0,"14/02/2024 17:09:26",163173,5,"questionnaire-uu2n",NA,35149229,10387342,NA,"complete",NA,"65ccf0d7a3af9ad5691c1ee2","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",2,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",13467.3,31734.8,31751.5,13467.3,31734.8,31751.5,1,13467.3,18284.2,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"MDPRF12765"
"9",1707930566499,"14/02/2024 17:09:26",1707930566499,0,"14/02/2024 17:09:26",163173,5,"questionnaire-uu2n",NA,35149229,10387342,NA,"complete",NA,"65ccf0d7a3af9ad5691c1ee2","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",2,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",24834.5,31734.8,31751.5,24834.5,31734.8,31751.5,1,24834.5,6917.00000000001,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"MDPRF12765"
"10",1707930582978,"14/02/2024 17:09:42",1707930582978,0,"14/02/2024 17:09:42",163173,5,"questionnaire-uu2n",NA,35149229,10387342,NA,"complete",NA,"65ccf0d7a3af9ad5691c1ee2","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",2,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",16498.6999999998,16483.3,16498.6999999998,16498.6999999998,16483.3,16498.6999999998,1,16498.6999999998,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"MDPRF12765"
"11",1707930582981,"14/02/2024 17:09:42",1707930582981,0,"14/02/2024 17:09:42",163173,5,"questionnaire-uu2n",NA,35149229,10387342,NA,"complete",NA,"65ccf0d7a3af9ad5691c1ee2","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",2,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",5416.10000000001,16483.3,16499.3,5416.10000000001,16483.3,16499.3,1,5416.10000000001,11083.2,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"MDPRF12765"
"12",1707930582981,"14/02/2024 17:09:42",1707930582981,0,"14/02/2024 17:09:42",163173,5,"questionnaire-uu2n",NA,35149229,10387342,NA,"complete",NA,"65ccf0d7a3af9ad5691c1ee2","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",2,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",9517,16483.3,16499.3,9517,16483.3,16499.3,1,9517,6982.29999999999,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"MDPRF12765"
"13",1707930582982,"14/02/2024 17:09:42",1707930582982,0,"14/02/2024 17:09:42",163173,5,"questionnaire-uu2n",NA,35149229,10387342,NA,"complete",NA,"65ccf0d7a3af9ad5691c1ee2","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",2,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",15467.3,16483.3,16499.3,15467.3,16483.3,16499.3,1,15467.3,1032,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"MDPRF12765"
"14",1707930582988,"14/02/2024 17:09:42",1707930582988,0,"14/02/2024 17:09:42",163173,5,"questionnaire-uu2n",NA,35149229,10387342,NA,"complete",NA,"65ccf0d7a3af9ad5691c1ee2","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",2,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF12765"
"1",1707930639133,"14/02/2024 17:10:39",1707930639133,0,"14/02/2024 17:10:39",163173,5,"questionnaire-uu2n",NA,35149460,10387466,NA,"complete",NA,"65ccf2f9b0efb42d0625139b","computer","Desktop or Laptop","Windows 10","Opera 106.0.0.0","1920x1080","1879x970",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In",3,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF09500"
"2",1707930682871,"14/02/2024 17:11:22",1707930682871,0,"14/02/2024 17:11:22",163173,5,"questionnaire-uu2n",NA,35149460,10387466,NA,"complete",NA,"65ccf2f9b0efb42d0625139b","computer","Desktop or Laptop","Windows 10","Opera 106.0.0.0","1920x1080","1879x970",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",43740,43733,43740,43740,43733,43740,1,43740,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"MDPRF09500"
"3",1707930682872,"14/02/2024 17:11:22",1707930682872,0,"14/02/2024 17:11:22",163173,5,"questionnaire-uu2n",NA,35149460,10387466,NA,"complete",NA,"65ccf2f9b0efb42d0625139b","computer","Desktop or Laptop","Windows 10","Opera 106.0.0.0","1920x1080","1879x970",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","8",20963.4,43733,43740,20963.4,43733,43740,1,20963.4,22776.6,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"MDPRF09500"
"4",1707930682872,"14/02/2024 17:11:22",1707930682872,0,"14/02/2024 17:11:22",163173,5,"questionnaire-uu2n",NA,35149460,10387466,NA,"complete",NA,"65ccf2f9b0efb42d0625139b","computer","Desktop or Laptop","Windows 10","Opera 106.0.0.0","1920x1080","1879x970",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","0",31341,43733,43740,31341,43733,43740,1,31341,12399,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"MDPRF09500"
"5",1707930682873,"14/02/2024 17:11:22",1707930682873,0,"14/02/2024 17:11:22",163173,5,"questionnaire-uu2n",NA,35149460,10387466,NA,"complete",NA,"65ccf2f9b0efb42d0625139b","computer","Desktop or Laptop","Windows 10","Opera 106.0.0.0","1920x1080","1879x970",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","8",38516.3,43733,43740,38516.3,43733,43740,1,38516.3,5223.7,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"MDPRF09500"
"6",1707930709426,"14/02/2024 17:11:49",1707930709426,0,"14/02/2024 17:11:49",163173,5,"questionnaire-uu2n",NA,35149460,10387466,NA,"complete",NA,"65ccf2f9b0efb42d0625139b","computer","Desktop or Laptop","Windows 10","Opera 106.0.0.0","1920x1080","1879x970",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",26564.9999999881,26561.8,26564.9999999881,26564.9999999881,26561.8,26564.9999999881,1,26564.9999999881,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"MDPRF09500"
"7",1707930709427,"14/02/2024 17:11:49",1707930709427,0,"14/02/2024 17:11:49",163173,5,"questionnaire-uu2n",NA,35149460,10387466,NA,"complete",NA,"65ccf2f9b0efb42d0625139b","computer","Desktop or Laptop","Windows 10","Opera 106.0.0.0","1920x1080","1879x970",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",4688.60000000001,26561.8,26566.4000000238,4688.60000000001,26561.8,26566.4000000238,1,4688.60000000001,21877.8000000238,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"MDPRF09500"
"8",1707930709428,"14/02/2024 17:11:49",1707930709428,0,"14/02/2024 17:11:49",163173,5,"questionnaire-uu2n",NA,35149460,10387466,NA,"complete",NA,"65ccf2f9b0efb42d0625139b","computer","Desktop or Laptop","Windows 10","Opera 106.0.0.0","1920x1080","1879x970",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",13315.7,26561.8,26566.6999999762,13315.7,26561.8,26566.6999999762,1,13315.7,13250.9999999762,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"MDPRF09500"
"9",1707930709428,"14/02/2024 17:11:49",1707930709428,0,"14/02/2024 17:11:49",163173,5,"questionnaire-uu2n",NA,35149460,10387466,NA,"complete",NA,"65ccf2f9b0efb42d0625139b","computer","Desktop or Laptop","Windows 10","Opera 106.0.0.0","1920x1080","1879x970",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",25513,26561.8,26566.8,25513,26561.8,26566.8,1,25513,1053.8,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"MDPRF09500"
"10",1707930737784,"14/02/2024 17:12:17",1707930737784,0,"14/02/2024 17:12:17",163173,5,"questionnaire-uu2n",NA,35149460,10387466,NA,"complete",NA,"65ccf2f9b0efb42d0625139b","computer","Desktop or Laptop","Windows 10","Opera 106.0.0.0","1920x1080","1879x970",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",28360.5,28354.3,28360.5,28360.5,28354.3,28360.5,1,28360.5,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"MDPRF09500"
"11",1707930737785,"14/02/2024 17:12:17",1707930737785,0,"14/02/2024 17:12:17",163173,5,"questionnaire-uu2n",NA,35149460,10387466,NA,"complete",NA,"65ccf2f9b0efb42d0625139b","computer","Desktop or Laptop","Windows 10","Opera 106.0.0.0","1920x1080","1879x970",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",15774.7,28354.3,28361.4,15774.7,28354.3,28361.4,1,15774.7,12586.7,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"MDPRF09500"
"12",1707930737786,"14/02/2024 17:12:17",1707930737786,0,"14/02/2024 17:12:17",163173,5,"questionnaire-uu2n",NA,35149460,10387466,NA,"complete",NA,"65ccf2f9b0efb42d0625139b","computer","Desktop or Laptop","Windows 10","Opera 106.0.0.0","1920x1080","1879x970",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","8",23012.4,28354.3,28361.4,23012.4,28354.3,28361.4,1,23012.4,5349.00000000001,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"MDPRF09500"
"13",1707930737786,"14/02/2024 17:12:17",1707930737786,0,"14/02/2024 17:12:17",163173,5,"questionnaire-uu2n",NA,35149460,10387466,NA,"complete",NA,"65ccf2f9b0efb42d0625139b","computer","Desktop or Laptop","Windows 10","Opera 106.0.0.0","1920x1080","1879x970",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","8",27381.6,28354.3,28361.4,27381.6,28354.3,28361.4,1,27381.6,979.800000000003,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"MDPRF09500"
"14",1707930737789,"14/02/2024 17:12:17",1707930737789,0,"14/02/2024 17:12:17",163173,5,"questionnaire-uu2n",NA,35149460,10387466,NA,"complete",NA,"65ccf2f9b0efb42d0625139b","computer","Desktop or Laptop","Windows 10","Opera 106.0.0.0","1920x1080","1879x970",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"In",3,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF09500"
"1",1707930790127,"14/02/2024 17:13:10",1707930790127,0,"14/02/2024 17:13:10",163173,5,"questionnaire-uu2n",NA,35149668,10387477,NA,"complete",NA,"65ccf353b2a96acb3c9be840","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1280x720","1272x598",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In",3,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF36184"
"2",1707930840240,"14/02/2024 17:14:00",1707930840240,0,"14/02/2024 17:14:00",163173,5,"questionnaire-uu2n",NA,35149668,10387477,NA,"complete",NA,"65ccf353b2a96acb3c9be840","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1280x720","1272x598",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",50133.0400001431,50125.24,50133.0400001431,50133.0400001431,50125.24,50133.0400001431,1,50133.0400001431,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"MDPRF36184"
"3",1707930840244,"14/02/2024 17:14:00",1707930840244,0,"14/02/2024 17:14:00",163173,5,"questionnaire-uu2n",NA,35149668,10387477,NA,"complete",NA,"65ccf353b2a96acb3c9be840","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1280x720","1272x598",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",24246.74,50125.24,50138.1400000477,24246.74,50125.24,50138.1400000477,1,24246.74,25891.4000000477,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"MDPRF36184"
"4",1707930840245,"14/02/2024 17:14:00",1707930840245,0,"14/02/2024 17:14:00",163173,5,"questionnaire-uu2n",NA,35149668,10387477,NA,"complete",NA,"65ccf353b2a96acb3c9be840","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1280x720","1272x598",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",34071.74,50125.24,50138.94,34071.74,50125.24,50138.94,1,34071.74,16067.2,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"MDPRF36184"
"5",1707930840245,"14/02/2024 17:14:00",1707930840245,0,"14/02/2024 17:14:00",163173,5,"questionnaire-uu2n",NA,35149668,10387477,NA,"complete",NA,"65ccf353b2a96acb3c9be840","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1280x720","1272x598",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",49259.44,50125.24,50139.5400001431,49259.44,50125.24,50139.5400001431,1,49259.44,880.100000143051,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"MDPRF36184"
"6",1707930855924,"14/02/2024 17:14:15",1707930855924,0,"14/02/2024 17:14:15",163173,5,"questionnaire-uu2n",NA,35149668,10387477,NA,"complete",NA,"65ccf353b2a96acb3c9be840","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1280x720","1272x598",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",15692.800000143,15687.1,15692.800000143,15692.800000143,15687.1,15692.800000143,1,15692.800000143,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"MDPRF36184"
"7",1707930855927,"14/02/2024 17:14:15",1707930855927,0,"14/02/2024 17:14:15",163173,5,"questionnaire-uu2n",NA,35149668,10387477,NA,"complete",NA,"65ccf353b2a96acb3c9be840","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1280x720","1272x598",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",6261.7,15687.1,15696.300000143,6261.7,15687.1,15696.300000143,1,6261.7,9434.60000014305,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"MDPRF36184"
"8",1707930855928,"14/02/2024 17:14:15",1707930855928,0,"14/02/2024 17:14:15",163173,5,"questionnaire-uu2n",NA,35149668,10387477,NA,"complete",NA,"65ccf353b2a96acb3c9be840","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1280x720","1272x598",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",11657.3,15687.1,15697.2,11657.3,15687.1,15697.2,1,11657.3,4039.9,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"MDPRF36184"
"9",1707930855929,"14/02/2024 17:14:15",1707930855929,0,"14/02/2024 17:14:15",163173,5,"questionnaire-uu2n",NA,35149668,10387477,NA,"complete",NA,"65ccf353b2a96acb3c9be840","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1280x720","1272x598",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",14055,15687.1,15697.9999999523,14055,15687.1,15697.9999999523,1,14055,1642.99999995231,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"MDPRF36184"
"10",1707930866131,"14/02/2024 17:14:26",1707930866131,0,"14/02/2024 17:14:26",163173,5,"questionnaire-uu2n",NA,35149668,10387477,NA,"complete",NA,"65ccf353b2a96acb3c9be840","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1280x720","1272x598",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",10213.1,10208.5,10213.1,10213.1,10208.5,10213.1,1,10213.1,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"MDPRF36184"
"11",1707930866135,"14/02/2024 17:14:26",1707930866135,0,"14/02/2024 17:14:26",163173,5,"questionnaire-uu2n",NA,35149668,10387477,NA,"complete",NA,"65ccf353b2a96acb3c9be840","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1280x720","1272x598",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",1748.70000000001,10208.5,10216.8999999523,1748.70000000001,10208.5,10216.8999999523,1,1748.70000000001,8468.19999995231,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"MDPRF36184"
"12",1707930866136,"14/02/2024 17:14:26",1707930866136,0,"14/02/2024 17:14:26",163173,5,"questionnaire-uu2n",NA,35149668,10387477,NA,"complete",NA,"65ccf353b2a96acb3c9be840","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1280x720","1272x598",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",3181,10208.5,10217.6,3181,10208.5,10217.6,1,3181,7036.60000000001,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"MDPRF36184"
"13",1707930866137,"14/02/2024 17:14:26",1707930866137,0,"14/02/2024 17:14:26",163173,5,"questionnaire-uu2n",NA,35149668,10387477,NA,"complete",NA,"65ccf353b2a96acb3c9be840","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1280x720","1272x598",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",4180,10208.5,10218.5000000954,4180,10208.5,10218.5000000954,1,4180,6038.50000009537,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"MDPRF36184"
"14",1707930866144,"14/02/2024 17:14:26",1707930866144,0,"14/02/2024 17:14:26",163173,5,"questionnaire-uu2n",NA,35149668,10387477,NA,"complete",NA,"65ccf353b2a96acb3c9be840","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1280x720","1272x598",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"In",3,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF36184"
"1",1707930835615,"14/02/2024 17:13:55",1707930835615,0,"14/02/2024 17:13:55",163173,5,"questionnaire-uu2n",NA,35149730,10387564,NA,"complete",NA,"65ccf48b8a8e9c826f9c5ecf","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x929",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",4,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF10666"
"2",1707930864964,"14/02/2024 17:14:24",1707930864964,0,"14/02/2024 17:14:24",163173,5,"questionnaire-uu2n",NA,35149730,10387564,NA,"complete",NA,"65ccf48b8a8e9c826f9c5ecf","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x929",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",4,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",30239.3999999762,30227.7,30239.3999999762,30239.3999999762,30227.7,30239.3999999762,1,30239.3999999762,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"MDPRF10666"
"3",1707930864966,"14/02/2024 17:14:24",1707930864966,0,"14/02/2024 17:14:24",163173,5,"questionnaire-uu2n",NA,35149730,10387564,NA,"complete",NA,"65ccf48b8a8e9c826f9c5ecf","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x929",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",4,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",13010.5,30227.7,30241.6000000238,13010.5,30227.7,30241.6000000238,1,13010.5,17231.1000000238,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"MDPRF10666"
"4",1707930864966,"14/02/2024 17:14:24",1707930864966,0,"14/02/2024 17:14:24",163173,5,"questionnaire-uu2n",NA,35149730,10387564,NA,"complete",NA,"65ccf48b8a8e9c826f9c5ecf","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x929",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",4,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",25894.2,30227.7,30242,25894.2,30227.7,30242,1,25894.2,4347.8,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"MDPRF10666"
"5",1707930864966,"14/02/2024 17:14:24",1707930864966,0,"14/02/2024 17:14:24",163173,5,"questionnaire-uu2n",NA,35149730,10387564,NA,"complete",NA,"65ccf48b8a8e9c826f9c5ecf","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x929",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",4,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",29527.7,30227.7,30242.2999999523,29527.7,30227.7,30242.2999999523,1,29527.7,714.599999952316,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"MDPRF10666"
"6",1707930891784,"14/02/2024 17:14:51",1707930891784,0,"14/02/2024 17:14:51",163173,5,"questionnaire-uu2n",NA,35149730,10387564,NA,"complete",NA,"65ccf48b8a8e9c826f9c5ecf","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x929",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",4,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",26831.9000000238,26817.5,26831.9000000238,26831.9000000238,26817.5,26831.9000000238,1,26831.9000000238,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"MDPRF10666"
"7",1707930891785,"14/02/2024 17:14:51",1707930891785,0,"14/02/2024 17:14:51",163173,5,"questionnaire-uu2n",NA,35149730,10387564,NA,"complete",NA,"65ccf48b8a8e9c826f9c5ecf","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x929",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",4,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",7150.2,26817.5,26833.5999999523,7150.2,26817.5,26833.5999999523,1,7150.2,19683.3999999523,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"MDPRF10666"
