"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.vjic","Spreadsheet","Spreadsheet.Name","Spreadsheet.Row","Trial.Number","Screen.Number","Screen.Name","Zone.Name","Zone.Type","Reaction.Time","Reaction.Onset","Response.Type","Response","Attempt","Correct","Incorrect","Dishonest","X.Coordinate","Y.Coordinate","Timed.Out","randomise_blocks","randomise_trials","display","animal","ANSWER","Random_ID"
"4",1707932250530,"14/02/2024 17:37:30",1707932251920,-5,"14/02/2024 12:37:31",163173,5,"task-9qxs",NA,35151523,10387701,NA,"complete",NA,"65ccf68189fa91e9c82510f1","computer","Desktop or Laptop","Windows 10","Firefox 122.0","1536x864","1536x739",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCLBA",NA,"In",2,"Spreadsheet1","",NA,"END TASK",NA,"","","",11569,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF94910"
"1",1707932247169,"14/02/2024 17:37:27",1707932247328,0,"14/02/2024 17:37:27",163173,5,"task-9qxs",NA,35151534,10387759,NA,"complete",NA,"65ccf78189fa91e9c8251131","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","LAKBJCIDHEGF",NA,"In",3,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF32156"
"2",1707932255127,"14/02/2024 17:37:35",1707932255346,0,"14/02/2024 17:37:35",163173,5,"task-9qxs",NA,35151534,10387759,NA,"complete",NA,"65ccf78189fa91e9c8251131","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1519x730",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","LAKBJCIDHEGF",NA,"In",3,"Spreadsheet1","Spreadsheet1",3,"",1,"Screen 1","Zone2","response_text_entry",7846.89999771118,NA,"Enter Key","cat",1,1,0,0,NA,NA,NA,NA,1,"task","i_cat.png","cat","MDPRF32156"
"3",1707932261684,"14/02/2024 17:37:41",1707932261912,0,"14/02/2024 17:37:41",163173,5,"task-9qxs",NA,35151534,10387759,NA,"complete",NA,"65ccf78189fa91e9c8251131","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1519x730",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","LAKBJCIDHEGF",NA,"In",3,"Spreadsheet1","Spreadsheet1",6,"",1,"Screen 1","Zone2","response_text_entry",6558.79999923706,NA,"Enter Key","elephant",1,1,0,0,NA,NA,NA,NA,1,"task","i_elephant.png","elephant","MDPRF32156"
"4",1707932261727,"14/02/2024 17:37:41",1707932261917,0,"14/02/2024 17:37:41",163173,5,"task-9qxs",NA,35151534,10387759,NA,"complete",NA,"65ccf78189fa91e9c8251131","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1519x730",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","LAKBJCIDHEGF",NA,"In",3,"Spreadsheet1","",NA,"END TASK",NA,"","","",14589,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF32156"
"1",1707932249123,"14/02/2024 17:37:29",1707932249053,0,"14/02/2024 17:37:29",163173,5,"task-9qxs",NA,35151539,10387834,NA,"complete",NA,"65ccf8daaa631da9ca8f473b","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","2560x1440","2560x1243",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","KLJAIBHCGDFE",NA,"In",1,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF37738"
"2",1707932258628,"14/02/2024 17:37:38",1707932258597,0,"14/02/2024 17:37:38",163173,5,"task-9qxs",NA,35151539,10387834,NA,"complete",NA,"65ccf8daaa631da9ca8f473b","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","2560x1440","2560x1243",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","KLJAIBHCGDFE",NA,"In",1,"Spreadsheet1","Spreadsheet1",3,"",1,"Screen 1","Zone2","response_text_entry",9467.79999999702,NA,"Enter Key","cat",1,1,0,0,NA,NA,NA,NA,1,"task","i_cat.png","cat","MDPRF37738"
"3",1707932261563,"14/02/2024 17:37:41",1707932261529,0,"14/02/2024 17:37:41",163173,5,"task-9qxs",NA,35151539,10387834,NA,"complete",NA,"65ccf8daaa631da9ca8f473b","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","2560x1440","2560x1243",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","KLJAIBHCGDFE",NA,"In",1,"Spreadsheet1","Spreadsheet1",6,"",1,"Screen 1","Zone2","response_text_entry",2923.79999999702,NA,"Enter Key","elephant",1,1,0,0,NA,NA,NA,NA,1,"task","i_elephant.png","elephant","MDPRF37738"
"4",1707932261604,"14/02/2024 17:37:41",1707932261532,0,"14/02/2024 17:37:41",163173,5,"task-9qxs",NA,35151539,10387834,NA,"complete",NA,"65ccf8daaa631da9ca8f473b","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","2560x1440","2560x1243",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","KLJAIBHCGDFE",NA,"In",1,"Spreadsheet1","",NA,"END TASK",NA,"","","",12479,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF37738"
"1",1707932276124,"14/02/2024 17:37:56",1707932276070,0,"14/02/2024 17:37:56",163173,5,"task-9qxs",NA,35151585,10387753,NA,"complete",NA,"65ccf76e377ad148b585a8c3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","CDBEAFLGKHJI",NA,"In",2,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF88210"
"2",1707932285073,"14/02/2024 17:38:05",1707932284948,0,"14/02/2024 17:38:04",163173,5,"task-9qxs",NA,35151585,10387753,NA,"complete",NA,"65ccf76e377ad148b585a8c3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","CDBEAFLGKHJI",NA,"In",2,"Spreadsheet1","Spreadsheet1",7,"",1,"Screen 1","Zone2","response_text_entry",8607.80000019073,NA,"Enter Key","sheep",1,1,0,0,NA,NA,NA,NA,1,"task","i_sheep.png","sheep","MDPRF88210"
"3",1707932288130,"14/02/2024 17:38:08",1707932288106,0,"14/02/2024 17:38:08",163173,5,"task-9qxs",NA,35151585,10387753,NA,"complete",NA,"65ccf76e377ad148b585a8c3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","CDBEAFLGKHJI",NA,"In",2,"Spreadsheet1","Spreadsheet1",6,"",1,"Screen 1","Zone2","response_text_entry",3148.4000005722,NA,"Enter Key","elephan",1,0,1,0,NA,NA,NA,NA,1,"task","i_elephant.png","elephant","MDPRF88210"
"4",1707932288251,"14/02/2024 17:38:08",1707932288109,0,"14/02/2024 17:38:08",163173,5,"task-9qxs",NA,35151585,10387753,NA,"complete",NA,"65ccf76e377ad148b585a8c3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","CDBEAFLGKHJI",NA,"In",2,"Spreadsheet1","",NA,"END TASK",NA,"","","",12039,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF88210"
"1",1707932280275,"14/02/2024 17:38:00",1707932279417,0,"14/02/2024 17:37:59",163173,5,"task-9qxs",NA,35151590,10387748,NA,"complete",NA,"65ccf73ff4a81c34530b9eac","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x633",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKILHAGBFCED",NA,"In",1,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF71024"
"2",1707932293106,"14/02/2024 17:38:13",1707932292202,0,"14/02/2024 17:38:12",163173,5,"task-9qxs",NA,35151590,10387748,NA,"complete",NA,"65ccf73ff4a81c34530b9eac","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x633",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKILHAGBFCED",NA,"In",1,"Spreadsheet1","Spreadsheet1",5,"",1,"Screen 1","Zone2","response_text_entry",12517.5,NA,"Enter Key","butterfly",1,1,0,0,NA,NA,NA,NA,1,"task","i_butterfly.png","butterfly","MDPRF71024"
"3",1707932298593,"14/02/2024 17:38:18",1707932297696,0,"14/02/2024 17:38:17",163173,5,"task-9qxs",NA,35151590,10387748,NA,"complete",NA,"65ccf73ff4a81c34530b9eac","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x633",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKILHAGBFCED",NA,"In",1,"Spreadsheet1","Spreadsheet1",6,"",1,"Screen 1","Zone2","response_text_entry",5474.09999990463,NA,"Enter Key","elephant",1,1,0,0,NA,NA,NA,NA,1,"task","i_elephant.png","elephant","MDPRF71024"
"4",1707932298673,"14/02/2024 17:38:18",1707932297713,0,"14/02/2024 17:38:17",163173,5,"task-9qxs",NA,35151590,10387748,NA,"complete",NA,"65ccf73ff4a81c34530b9eac","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x633",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKILHAGBFCED",NA,"In",1,"Spreadsheet1","",NA,"END TASK",NA,"","","",18296,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF71024"
"1",1707932419475,"14/02/2024 17:40:19",1707932419208,10,"15/02/2024 03:40:19",163173,5,"task-9qxs",NA,35151745,10387823,NA,"complete",NA,"65ccf8b365e6e71ce098f195","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x607",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKILHAGBFCED",NA,"In",4,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF98941"
"2",1707932432950,"14/02/2024 17:40:32",1707932432727,10,"15/02/2024 03:40:32",163173,5,"task-9qxs",NA,35151745,10387823,NA,"complete",NA,"65ccf8b365e6e71ce098f195","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x607",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKILHAGBFCED",NA,"In",4,"Spreadsheet1","Spreadsheet1",3,"",1,"Screen 1","Zone2","response_text_entry",13262.1999999881,NA,"Enter Key","cat",1,1,0,0,NA,NA,NA,NA,1,"task","i_cat.png","cat","MDPRF98941"
"3",1707932436299,"14/02/2024 17:40:36",1707932436081,10,"15/02/2024 03:40:36",163173,5,"task-9qxs",NA,35151745,10387823,NA,"complete",NA,"65ccf8b365e6e71ce098f195","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x607",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKILHAGBFCED",NA,"In",4,"Spreadsheet1","Spreadsheet1",6,"",1,"Screen 1","Zone2","response_text_entry",3332.19999998808,NA,"Enter Key","elephant",1,1,0,0,NA,NA,NA,NA,1,"task","i_elephant.png","elephant","MDPRF98941"
"4",1707932436361,"14/02/2024 17:40:36",1707932436091,10,"15/02/2024 03:40:36",163173,5,"task-9qxs",NA,35151745,10387823,NA,"complete",NA,"65ccf8b365e6e71ce098f195","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x607",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKILHAGBFCED",NA,"In",4,"Spreadsheet1","",NA,"END TASK",NA,"","","",16884,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF98941"
"1",1707932498475,"14/02/2024 17:41:38",1707932496888,0,"14/02/2024 17:41:36",163173,5,"task-9qxs",NA,35151822,10387767,NA,"complete",NA,"65ccf7b1377ad148b585a8d2","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x595",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","ABLCKDJEIFHG",NA,"In",3,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF42960"
"2",1707932504387,"14/02/2024 17:41:44",1707932502850,0,"14/02/2024 17:41:42",163173,5,"task-9qxs",NA,35151822,10387767,NA,"complete",NA,"65ccf7b1377ad148b585a8d2","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x595",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","ABLCKDJEIFHG",NA,"In",3,"Spreadsheet1","Spreadsheet1",2,"",1,"Screen 1","Zone2","response_text_entry",5655.60000002384,NA,"Enter Key","duck",1,1,0,0,NA,NA,NA,NA,1,"task","i_duck.png","duck","MDPRF42960"
"3",1707932506009,"14/02/2024 17:41:46",1707932504444,0,"14/02/2024 17:41:44",163173,5,"task-9qxs",NA,35151822,10387767,NA,"complete",NA,"65ccf7b1377ad148b585a8d2","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x595",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","ABLCKDJEIFHG",NA,"In",3,"Spreadsheet1","Spreadsheet1",3,"",1,"Screen 1","Zone2","response_text_entry",1571.5,NA,"Enter Key","cat",1,1,0,0,NA,NA,NA,NA,1,"task","i_cat.png","cat","MDPRF42960"
"4",1707932506081,"14/02/2024 17:41:46",1707932504448,0,"14/02/2024 17:41:44",163173,5,"task-9qxs",NA,35151822,10387767,NA,"complete",NA,"65ccf7b1377ad148b585a8d2","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x595",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","ABLCKDJEIFHG",NA,"In",3,"Spreadsheet1","",NA,"END TASK",NA,"","","",7560,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF42960"
"1",1707932564728,"14/02/2024 17:42:44",1707932563513,0,"14/02/2024 17:42:43",163173,5,"task-9qxs",NA,35151888,10387861,NA,"complete",NA,"65ccf8af3164aba72df52bd1","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","ABLCKDJEIFHG",NA,"In",2,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF77020"
"2",1707932571180,"14/02/2024 17:42:51",1707932569975,0,"14/02/2024 17:42:49",163173,5,"task-9qxs",NA,35151888,10387861,NA,"complete",NA,"65ccf8af3164aba72df52bd1","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","ABLCKDJEIFHG",NA,"In",2,"Spreadsheet1","Spreadsheet1",2,"",1,"Screen 1","Zone2","response_text_entry",6114.5,NA,"Enter Key","duck",1,1,0,0,NA,NA,NA,NA,1,"task","i_duck.png","duck","MDPRF77020"
"3",1707932572992,"14/02/2024 17:42:52",1707932571812,0,"14/02/2024 17:42:51",163173,5,"task-9qxs",NA,35151888,10387861,NA,"complete",NA,"65ccf8af3164aba72df52bd1","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","ABLCKDJEIFHG",NA,"In",2,"Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",1801.20000000112,NA,"Enter Key","snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF77020"
"4",1707932573103,"14/02/2024 17:42:53",1707932571817,0,"14/02/2024 17:42:51",163173,5,"task-9qxs",NA,35151888,10387861,NA,"complete",NA,"65ccf8af3164aba72df52bd1","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","ABLCKDJEIFHG",NA,"In",2,"Spreadsheet1","",NA,"END TASK",NA,"","","",8303,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF77020"
"1",1707932659605,"14/02/2024 17:44:19",1707932659467,0,"14/02/2024 17:44:19",163173,5,"task-9qxs",NA,35151985,10387766,NA,"complete",NA,"65ccf7798a8e9c826f9c5fec","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 14.0.3","1440x900","1440x812",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHLIKJ",NA,"In",4,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF59606"
"2",1707932674747,"14/02/2024 17:44:34",1707932674721,0,"14/02/2024 17:44:34",163173,5,"task-9qxs",NA,35151985,10387766,NA,"complete",NA,"65ccf7798a8e9c826f9c5fec","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 14.0.3","1440x900","1440x812",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHLIKJ",NA,"In",4,"Spreadsheet1","Spreadsheet1",7,"",1,"Screen 1","Zone2","response_text_entry",15048,NA,"Enter Key","sheep",1,1,0,0,NA,NA,NA,NA,1,"task","i_sheep.png","sheep","MDPRF59606"
"3",1707932678000,"14/02/2024 17:44:38",1707932677931,0,"14/02/2024 17:44:37",163173,5,"task-9qxs",NA,35151985,10387766,NA,"complete",NA,"65ccf7798a8e9c826f9c5fec","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 14.0.3","1440x900","1440x812",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHLIKJ",NA,"In",4,"Spreadsheet1","Spreadsheet1",3,"",1,"Screen 1","Zone2","response_text_entry",3196,NA,"Enter Key","cat",1,1,0,0,NA,NA,NA,NA,1,"task","i_cat.png","cat","MDPRF59606"
"4",1707932678051,"14/02/2024 17:44:38",1707932677940,0,"14/02/2024 17:44:37",163173,5,"task-9qxs",NA,35151985,10387766,NA,"complete",NA,"65ccf7798a8e9c826f9c5fec","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 14.0.3","1440x900","1440x812",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHLIKJ",NA,"In",4,"Spreadsheet1","",NA,"END TASK",NA,"","","",18473,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF59606"
"1",1707932667613,"14/02/2024 17:44:27",1707932667921,0,"14/02/2024 17:44:27",163173,5,"task-9qxs",NA,35151993,10387794,NA,"complete",NA,"65ccf8238ddcf415d9208f97","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x911",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCLBA",NA,"In",1,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF42249"
"2",1707932676328,"14/02/2024 17:44:36",1707932676672,0,"14/02/2024 17:44:36",163173,5,"task-9qxs",NA,35151993,10387794,NA,"complete",NA,"65ccf8238ddcf415d9208f97","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x911",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCLBA",NA,"In",1,"Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",8529.30000000075,NA,"Enter Key","snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF42249"
"3",1707932678881,"14/02/2024 17:44:38",1707932679229,0,"14/02/2024 17:44:39",163173,5,"task-9qxs",NA,35151993,10387794,NA,"complete",NA,"65ccf8238ddcf415d9208f97","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x911",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCLBA",NA,"In",1,"Spreadsheet1","Spreadsheet1",5,"",1,"Screen 1","Zone2","response_text_entry",2547.70000000112,NA,"Enter Key","butterfly",1,1,0,0,NA,NA,NA,NA,1,"task","i_butterfly.png","butterfly","MDPRF42249"
"4",1707932678947,"14/02/2024 17:44:38",1707932679232,0,"14/02/2024 17:44:39",163173,5,"task-9qxs",NA,35151993,10387794,NA,"complete",NA,"65ccf8238ddcf415d9208f97","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x911",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCLBA",NA,"In",1,"Spreadsheet1","",NA,"END TASK",NA,"","","",11311,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF42249"
"1",1707932838826,"14/02/2024 17:47:18",1707932836978,0,"14/02/2024 17:47:16",163173,5,"task-9qxs",NA,35152144,10387841,NA,"complete",NA,"65ccf7aa016df0e332dff1bc","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x585",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","LAKBJCIDHEGF",NA,"In",3,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF63488"
"2",1707932852667,"14/02/2024 17:47:32",1707932850833,0,"14/02/2024 17:47:30",163173,5,"task-9qxs",NA,35152144,10387841,NA,"complete",NA,"65ccf7aa016df0e332dff1bc","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x585",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","LAKBJCIDHEGF",NA,"In",3,"Spreadsheet1","Spreadsheet1",5,"",1,"Screen 1","Zone2","response_text_entry",13530.099999994,NA,"Enter Key","butterfly",1,1,0,0,NA,NA,NA,NA,1,"task","i_butterfly.png","butterfly","MDPRF63488"
"3",1707932855980,"14/02/2024 17:47:35",1707932854159,0,"14/02/2024 17:47:34",163173,5,"task-9qxs",NA,35152144,10387841,NA,"complete",NA,"65ccf7aa016df0e332dff1bc","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x585",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","LAKBJCIDHEGF",NA,"In",3,"Spreadsheet1","Spreadsheet1",3,"",1,"Screen 1","Zone2","response_text_entry",3312.70000001788,NA,"Enter Key","cat",1,1,0,0,NA,NA,NA,NA,1,"task","i_cat.png","cat","MDPRF63488"
"4",1707932856054,"14/02/2024 17:47:36",1707932854166,0,"14/02/2024 17:47:34",163173,5,"task-9qxs",NA,35152144,10387841,NA,"complete",NA,"65ccf7aa016df0e332dff1bc","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x585",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","LAKBJCIDHEGF",NA,"In",3,"Spreadsheet1","",NA,"END TASK",NA,"","","",17188,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF63488"
"1",1707932853172,"14/02/2024 17:47:33",1707932852499,0,"14/02/2024 17:47:32",163173,5,"task-9qxs",NA,35152160,10387940,NA,"complete",NA,"65ccfaa2e62215312acf19fe","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x695",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","FGEHDICJBKAL",NA,"In",1,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF32301"
"2",1707932858888,"14/02/2024 17:47:38",1707932858337,0,"14/02/2024 17:47:38",163173,5,"task-9qxs",NA,35152160,10387940,NA,"complete",NA,"65ccfaa2e62215312acf19fe","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x695",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","FGEHDICJBKAL",NA,"In",1,"Spreadsheet1","Spreadsheet1",7,"",1,"Screen 1","Zone2","response_text_entry",5670.79999995232,NA,"Enter Key","sheep",1,1,0,0,NA,NA,NA,NA,1,"task","i_sheep.png","sheep","MDPRF32301"
"3",1707932861514,"14/02/2024 17:47:41",1707932860991,0,"14/02/2024 17:47:40",163173,5,"task-9qxs",NA,35152160,10387940,NA,"complete",NA,"65ccfaa2e62215312acf19fe","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x695",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","FGEHDICJBKAL",NA,"In",1,"Spreadsheet1","Spreadsheet1",5,"",1,"Screen 1","Zone2","response_text_entry",2646.29999995232,NA,"Enter Key","butterfly",1,1,0,0,NA,NA,NA,NA,1,"task","i_butterfly.png","butterfly","MDPRF32301"
"4",1707932861560,"14/02/2024 17:47:41",1707932860993,0,"14/02/2024 17:47:40",163173,5,"task-9qxs",NA,35152160,10387940,NA,"complete",NA,"65ccfaa2e62215312acf19fe","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x695",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","FGEHDICJBKAL",NA,"In",1,"Spreadsheet1","",NA,"END TASK",NA,"","","",8494,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF32301"
"1",1707933024393,"14/02/2024 17:50:24",1707933022669,0,"14/02/2024 17:50:22",163173,5,"task-9qxs",NA,35152294,10387909,NA,"complete",NA,"65ccf9d72dce2086b996c980","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x607",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF02872"
"2",1707933031088,"14/02/2024 17:50:31",1707933029394,0,"14/02/2024 17:50:29",163173,5,"task-9qxs",NA,35152294,10387909,NA,"complete",NA,"65ccf9d72dce2086b996c980","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x607",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",6119.60000000149,NA,"Enter Key","snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF02872"
