"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.vjic","Spreadsheet","Spreadsheet.Name","Spreadsheet.Row","Trial.Number","Screen.Number","Screen.Name","Zone.Name","Zone.Type","Reaction.Time","Reaction.Onset","Response.Type","Response","Attempt","Correct","Incorrect","Dishonest","X.Coordinate","Y.Coordinate","Timed.Out","randomise_blocks","randomise_trials","display","animal","ANSWER","Random_ID"
"3",1707933033720,"14/02/2024 17:50:33",1707933032053,0,"14/02/2024 17:50:32",163173,5,"task-9qxs",NA,35152294,10387909,NA,"complete",NA,"65ccf9d72dce2086b996c980","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x607",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1","Spreadsheet1",2,"",1,"Screen 1","Zone2","response_text_entry",2617.39999999851,NA,"Enter Key","duck",1,1,0,0,NA,NA,NA,NA,1,"task","i_duck.png","duck","MDPRF02872"
"4",1707933033815,"14/02/2024 17:50:33",1707933032059,0,"14/02/2024 17:50:32",163173,5,"task-9qxs",NA,35152294,10387909,NA,"complete",NA,"65ccf9d72dce2086b996c980","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x607",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1","",NA,"END TASK",NA,"","","",9390,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF02872"
"1",1707933041483,"14/02/2024 17:50:41",1707933040196,0,"14/02/2024 17:50:40",163173,5,"task-9qxs",NA,35152322,10387797,NA,"complete",NA,"65ccf83047b5641587110d69","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x919",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","HIGJFKELDACB",NA,"In",1,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF20908"
"2",1707933050688,"14/02/2024 17:50:50",1707933049428,0,"14/02/2024 17:50:49",163173,5,"task-9qxs",NA,35152322,10387797,NA,"complete",NA,"65ccf83047b5641587110d69","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x919",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","HIGJFKELDACB",NA,"In",1,"Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",9030.90000000596,NA,"Enter Key","snake ",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF20908"
"3",1707933054235,"14/02/2024 17:50:54",1707933052989,0,"14/02/2024 17:50:52",163173,5,"task-9qxs",NA,35152322,10387797,NA,"complete",NA,"65ccf83047b5641587110d69","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x919",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","HIGJFKELDACB",NA,"In",1,"Spreadsheet1","Spreadsheet1",2,"",1,"Screen 1","Zone2","response_text_entry",3552.59999999404,NA,"Enter Key","duck",1,1,0,0,NA,NA,NA,NA,1,"task","i_duck.png","duck","MDPRF20908"
"4",1707933054285,"14/02/2024 17:50:54",1707933052993,0,"14/02/2024 17:50:52",163173,5,"task-9qxs",NA,35152322,10387797,NA,"complete",NA,"65ccf83047b5641587110d69","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x919",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","HIGJFKELDACB",NA,"In",1,"Spreadsheet1","",NA,"END TASK",NA,"","","",12797,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF20908"
"1",1707933491733,"14/02/2024 17:58:11",1707933491612,0,"14/02/2024 17:58:11",163173,5,"task-9qxs",NA,35152733,10387877,NA,"complete",NA,"65ccf95806151f0d36e04283","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x681",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF88097"
"2",1707933496974,"14/02/2024 17:58:16",1707933496767,0,"14/02/2024 17:58:16",163173,5,"task-9qxs",NA,35152733,10387877,NA,"complete",NA,"65ccf95806151f0d36e04283","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x681",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet1","Spreadsheet1",3,"",1,"Screen 1","Zone2","response_text_entry",4975.10000002384,NA,"Enter Key","cat",1,1,0,0,NA,NA,NA,NA,1,"task","i_cat.png","cat","MDPRF88097"
"3",1707933498876,"14/02/2024 17:58:18",1707933498783,0,"14/02/2024 17:58:18",163173,5,"task-9qxs",NA,35152733,10387877,NA,"complete",NA,"65ccf95806151f0d36e04283","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x681",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",2005.39999997616,NA,"Enter Key","snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF88097"
"4",1707933498925,"14/02/2024 17:58:18",1707933498786,0,"14/02/2024 17:58:18",163173,5,"task-9qxs",NA,35152733,10387877,NA,"complete",NA,"65ccf95806151f0d36e04283","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x681",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet1","",NA,"END TASK",NA,"","","",7174,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF88097"
"1",1707933510495,"14/02/2024 17:58:30",1707933508546,0,"14/02/2024 17:58:28",163173,5,"task-9qxs",NA,35152751,10387907,NA,"complete",NA,"65ccf91d2db74dea4b209019","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x585",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","EFDGCHBIAJLK",NA,"In",4,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF82422"
"2",1707933525120,"14/02/2024 17:58:45",1707933523119,0,"14/02/2024 17:58:43",163173,5,"task-9qxs",NA,35152751,10387907,NA,"complete",NA,"65ccf91d2db74dea4b209019","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x585",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","EFDGCHBIAJLK",NA,"In",4,"Spreadsheet1","Spreadsheet1",7,"",1,"Screen 1","Zone2","response_text_entry",13884.4000000954,NA,"Enter Key","sheep",1,1,0,0,NA,NA,NA,NA,1,"task","i_sheep.png","sheep","MDPRF82422"
"3",1707933528031,"14/02/2024 17:58:48",1707933526026,0,"14/02/2024 17:58:46",163173,5,"task-9qxs",NA,35152751,10387907,NA,"complete",NA,"65ccf91d2db74dea4b209019","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x585",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","EFDGCHBIAJLK",NA,"In",4,"Spreadsheet1","Spreadsheet1",2,"",1,"Screen 1","Zone2","response_text_entry",2892.79999995232,NA,"Enter Key","duck",1,1,0,0,NA,NA,NA,NA,1,"task","i_duck.png","duck","MDPRF82422"
"4",1707933528091,"14/02/2024 17:58:48",1707933526030,0,"14/02/2024 17:58:46",163173,5,"task-9qxs",NA,35152751,10387907,NA,"complete",NA,"65ccf91d2db74dea4b209019","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x585",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","EFDGCHBIAJLK",NA,"In",4,"Spreadsheet1","",NA,"END TASK",NA,"","","",17484,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF82422"
"1",1707934182195,"14/02/2024 18:09:42",1707934181691,1,"14/02/2024 19:09:41",163173,5,"task-9qxs",NA,35153415,10387747,NA,"complete",NA,"65ccf6917c8fa41cb1d4af26","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1920x1243","1920x1080",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCLBA",NA,"In",3,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF00664"
"2",1707934199773,"14/02/2024 18:09:59",1707934198202,1,"14/02/2024 19:09:58",163173,5,"task-9qxs",NA,35153415,10387747,NA,"complete",NA,"65ccf6917c8fa41cb1d4af26","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1920x1243","1920x1080",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCLBA",NA,"In",3,"Spreadsheet1","Spreadsheet1",2,"",1,"Screen 1","Zone2","response_text_entry",14948.8999999762,NA,"Enter Key","duck",1,1,0,0,NA,NA,NA,NA,1,"task","i_duck.png","duck","MDPRF00664"
"3",1707934201405,"14/02/2024 18:10:01",1707934200928,1,"14/02/2024 19:10:00",163173,5,"task-9qxs",NA,35153415,10387747,NA,"complete",NA,"65ccf6917c8fa41cb1d4af26","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1920x1243","1920x1080",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCLBA",NA,"In",3,"Spreadsheet1","Spreadsheet1",3,"",1,"Screen 1","Zone2","response_text_entry",2717.39999997616,NA,"Enter Key","cat",1,1,0,0,NA,NA,NA,NA,1,"task","i_cat.png","cat","MDPRF00664"
"4",1707934202040,"14/02/2024 18:10:02",1707934200931,1,"14/02/2024 19:10:00",163173,5,"task-9qxs",NA,35153415,10387747,NA,"complete",NA,"65ccf6917c8fa41cb1d4af26","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1920x1243","1920x1080",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCLBA",NA,"In",3,"Spreadsheet1","",NA,"END TASK",NA,"","","",19240,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF00664"
"1",1707934240048,"14/02/2024 18:10:40",1707934241901,0,"14/02/2024 18:10:41",163173,5,"task-9qxs",NA,35153476,10388064,NA,"complete",NA,"65ccf8fe9e917c11e93bf0d8","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1366x768","1358x654",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","HIGJFKELDACB",NA,"In",4,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF69675"
"2",1707934253142,"14/02/2024 18:10:53",1707934255065,0,"14/02/2024 18:10:55",163173,5,"task-9qxs",NA,35153476,10388064,NA,"complete",NA,"65ccf8fe9e917c11e93bf0d8","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1366x768","1358x654",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","HIGJFKELDACB",NA,"In",4,"Spreadsheet1","Spreadsheet1",2,"",1,"Screen 1","Zone2","response_text_entry",12544.6000000001,NA,"Enter Key","duck",1,1,0,0,NA,NA,NA,NA,1,"task","i_duck.png","duck","MDPRF69675"
"3",1707934259716,"14/02/2024 18:10:59",1707934261655,0,"14/02/2024 18:11:01",163173,5,"task-9qxs",NA,35153476,10388064,NA,"complete",NA,"65ccf8fe9e917c11e93bf0d8","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1366x768","1358x654",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","HIGJFKELDACB",NA,"In",4,"Spreadsheet1","Spreadsheet1",3,"",1,"Screen 1","Zone2","response_text_entry",6564.69999999972,NA,"Enter Key","cat",1,1,0,0,NA,NA,NA,NA,1,"task","i_cat.png","cat","MDPRF69675"
"4",1707934259822,"14/02/2024 18:10:59",1707934261664,0,"14/02/2024 18:11:01",163173,5,"task-9qxs",NA,35153476,10388064,NA,"complete",NA,"65ccf8fe9e917c11e93bf0d8","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1366x768","1358x654",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","HIGJFKELDACB",NA,"In",4,"Spreadsheet1","",NA,"END TASK",NA,"","","",19762,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF69675"
"1",1707934413214,"14/02/2024 18:13:33",1707934413127,0,"14/02/2024 18:13:33",163173,5,"task-9qxs",NA,35153617,10387879,NA,"complete",NA,"65ccf9a2b0efb42d06251545","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1366x768","1318x646",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","CDBEAFLGKHJI",NA,"In",2,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF72992"
"2",1707934417680,"14/02/2024 18:13:37",1707934417601,0,"14/02/2024 18:13:37",163173,5,"task-9qxs",NA,35153617,10387879,NA,"complete",NA,"65ccf9a2b0efb42d06251545","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1366x768","1318x646",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","CDBEAFLGKHJI",NA,"In",2,"Spreadsheet1","Spreadsheet1",7,"",1,"Screen 1","Zone2","response_text_entry",4083.30000007153,NA,"Enter Key","Sheep",1,1,0,0,NA,NA,NA,NA,1,"task","i_sheep.png","sheep","MDPRF72992"
"3",1707934419214,"14/02/2024 18:13:39",1707934419163,0,"14/02/2024 18:13:39",163173,5,"task-9qxs",NA,35153617,10387879,NA,"complete",NA,"65ccf9a2b0efb42d06251545","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1366x768","1318x646",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","CDBEAFLGKHJI",NA,"In",2,"Spreadsheet1","Spreadsheet1",2,"",1,"Screen 1","Zone2","response_text_entry",1522.89999997616,NA,"Enter Key","Duck",1,1,0,0,NA,NA,NA,NA,1,"task","i_duck.png","duck","MDPRF72992"
"4",1707934419292,"14/02/2024 18:13:39",1707934419168,0,"14/02/2024 18:13:39",163173,5,"task-9qxs",NA,35153617,10387879,NA,"complete",NA,"65ccf9a2b0efb42d06251545","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1366x768","1318x646",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","CDBEAFLGKHJI",NA,"In",2,"Spreadsheet1","",NA,"END TASK",NA,"","","",6041,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF72992"
"1",1707934476329,"14/02/2024 18:14:36",1707934474097,0,"14/02/2024 18:14:34",163173,5,"task-9qxs",NA,35153656,10388170,NA,"complete",NA,"65ccff7276d1e7e176ecd8cb","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 95.0.4638.54","1440x900","1440x821",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","IJHKGLFAEBDC",NA,"In",1,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF50626"
"2",1707934484338,"14/02/2024 18:14:44",1707934482141,0,"14/02/2024 18:14:42",163173,5,"task-9qxs",NA,35153656,10388170,NA,"complete",NA,"65ccff7276d1e7e176ecd8cb","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 95.0.4638.54","1440x900","1440x821",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","IJHKGLFAEBDC",NA,"In",1,"Spreadsheet1","Spreadsheet1",3,"",1,"Screen 1","Zone2","response_text_entry",7803.40000000596,NA,"Enter Key","cat",1,1,0,0,NA,NA,NA,NA,1,"task","i_cat.png","cat","MDPRF50626"
"3",1707934488990,"14/02/2024 18:14:48",1707934486800,0,"14/02/2024 18:14:46",163173,5,"task-9qxs",NA,35153656,10388170,NA,"complete",NA,"65ccff7276d1e7e176ecd8cb","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 95.0.4638.54","1440x900","1440x821",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","IJHKGLFAEBDC",NA,"In",1,"Spreadsheet1","Spreadsheet1",2,"",1,"Screen 1","Zone2","response_text_entry",4646,NA,"Enter Key","duck",1,1,0,0,NA,NA,NA,NA,1,"task","i_duck.png","duck","MDPRF50626"
"4",1707934489057,"14/02/2024 18:14:49",1707934486805,0,"14/02/2024 18:14:46",163173,5,"task-9qxs",NA,35153656,10388170,NA,"complete",NA,"65ccff7276d1e7e176ecd8cb","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 95.0.4638.54","1440x900","1440x821",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","IJHKGLFAEBDC",NA,"In",1,"Spreadsheet1","",NA,"END TASK",NA,"","","",12709,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF50626"
"1",1707934519969,"14/02/2024 18:15:19",1707934519567,0,"14/02/2024 18:15:19",163173,5,"task-9qxs",NA,35153704,10388203,NA,"complete",NA,"65ccff82f200e9541dc03e61","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1280x720","1280x617",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKILHAGBFCED",NA,"In",2,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF65249"
"2",1707934533467,"14/02/2024 18:15:33",1707934533026,0,"14/02/2024 18:15:33",163173,5,"task-9qxs",NA,35153704,10388203,NA,"complete",NA,"65ccff82f200e9541dc03e61","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1280x720","1280x617",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKILHAGBFCED",NA,"In",2,"Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",13213.6000000015,NA,"Enter Key","snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF65249"
"3",1707934545982,"14/02/2024 18:15:45",1707934545529,0,"14/02/2024 18:15:45",163173,5,"task-9qxs",NA,35153704,10388203,NA,"complete",NA,"65ccff82f200e9541dc03e61","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1280x720","1280x617",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKILHAGBFCED",NA,"In",2,"Spreadsheet1","Spreadsheet1",6,"",1,"Screen 1","Zone2","response_text_entry",12494.0999999978,NA,"Enter Key","elephant",1,1,0,0,NA,NA,NA,NA,1,"task","i_elephant.png","elephant","MDPRF65249"
"4",1707934546048,"14/02/2024 18:15:46",1707934545534,0,"14/02/2024 18:15:45",163173,5,"task-9qxs",NA,35153704,10388203,NA,"complete",NA,"65ccff82f200e9541dc03e61","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1280x720","1280x617",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKILHAGBFCED",NA,"In",2,"Spreadsheet1","",NA,"END TASK",NA,"","","",25967,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF65249"
"1",1707935809755,"14/02/2024 18:36:49",1707935809249,-6,"14/02/2024 12:36:49",163173,5,"task-9qxs",NA,35154493,10388441,NA,"complete",NA,"65cd0587377ad148b585ac2e","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x730",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","KLJAIBHCGDFE",NA,"In",4,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF56429"
"2",1707935817835,"14/02/2024 18:36:57",1707935817365,-6,"14/02/2024 12:36:57",163173,5,"task-9qxs",NA,35154493,10388441,NA,"complete",NA,"65cd0587377ad148b585ac2e","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1519x730",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","KLJAIBHCGDFE",NA,"In",4,"Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",7381.10000000149,NA,"Enter Key","snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF56429"
"3",1707935820730,"14/02/2024 18:37:00",1707935820260,-6,"14/02/2024 12:37:00",163173,5,"task-9qxs",NA,35154493,10388441,NA,"complete",NA,"65cd0587377ad148b585ac2e","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1519x730",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","KLJAIBHCGDFE",NA,"In",4,"Spreadsheet1","Spreadsheet1",5,"",1,"Screen 1","Zone2","response_text_entry",2889.70000000298,NA,"Enter Key","butterfly",1,1,0,0,NA,NA,NA,NA,1,"task","i_butterfly.png","butterfly","MDPRF56429"
"4",1707935820866,"14/02/2024 18:37:00",1707935820263,-6,"14/02/2024 12:37:00",163173,5,"task-9qxs",NA,35154493,10388441,NA,"complete",NA,"65cd0587377ad148b585ac2e","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1519x730",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","KLJAIBHCGDFE",NA,"In",4,"Spreadsheet1","",NA,"END TASK",NA,"","","",11014,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF56429"
"1",1707938034129,"14/02/2024 19:13:54",1707938051557,0,"14/02/2024 19:14:11",163173,5,"task-9qxs",NA,35155674,10388716,NA,"complete",NA,"65cd0d38500351e8c8f80863","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x632",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","LAKBJCIDHEGF",NA,"In",1,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF66474"
"2",1707938052447,"14/02/2024 19:14:12",1707938069912,0,"14/02/2024 19:14:29",163173,5,"task-9qxs",NA,35155674,10388716,NA,"complete",NA,"65cd0d38500351e8c8f80863","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x632",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","LAKBJCIDHEGF",NA,"In",1,"Spreadsheet1","Spreadsheet1",5,"",1,"Screen 1","Zone2","response_text_entry",18179.0999999046,NA,"Enter Key","Butterfly",1,1,0,0,NA,NA,NA,NA,1,"task","i_butterfly.png","butterfly","MDPRF66474"
"3",1707938057972,"14/02/2024 19:14:17",1707938075434,0,"14/02/2024 19:14:35",163173,5,"task-9qxs",NA,35155674,10388716,NA,"complete",NA,"65cd0d38500351e8c8f80863","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x632",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","LAKBJCIDHEGF",NA,"In",1,"Spreadsheet1","Spreadsheet1",7,"",1,"Screen 1","Zone2","response_text_entry",5511.39999997616,NA,"Enter Key","Sheep",1,1,0,0,NA,NA,NA,NA,1,"task","i_sheep.png","sheep","MDPRF66474"
"4",1707938058327,"14/02/2024 19:14:18",1707938075438,0,"14/02/2024 19:14:35",163173,5,"task-9qxs",NA,35155674,10388716,NA,"complete",NA,"65cd0d38500351e8c8f80863","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x632",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","LAKBJCIDHEGF",NA,"In",1,"Spreadsheet1","",NA,"END TASK",NA,"","","",23881,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF66474"
"1",1707939055198,"14/02/2024 19:30:55",1707939055401,0,"14/02/2024 19:30:55",163173,5,"task-9qxs",NA,35156270,10388818,NA,"complete",NA,"65cd107fe75dfbcced622892","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1536x864","1528x742",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","ABLCKDJEIFHG",NA,"In",3,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF26473"
"2",1707939073165,"14/02/2024 19:31:13",1707939073412,0,"14/02/2024 19:31:13",163173,5,"task-9qxs",NA,35156270,10388818,NA,"complete",NA,"65cd107fe75dfbcced622892","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1536x864","1528x742",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","ABLCKDJEIFHG",NA,"In",3,"Spreadsheet1","Spreadsheet1",2,"",1,"Screen 1","Zone2","response_text_entry",17799.2000000477,NA,"Enter Key","duck",1,1,0,0,NA,NA,NA,NA,1,"task","i_duck.png","duck","MDPRF26473"
"3",1707939077308,"14/02/2024 19:31:17",1707939077567,0,"14/02/2024 19:31:17",163173,5,"task-9qxs",NA,35156270,10388818,NA,"complete",NA,"65cd107fe75dfbcced622892","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1536x864","1528x742",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","ABLCKDJEIFHG",NA,"In",3,"Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",4148.39999985695,NA,"Enter Key","snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF26473"
"4",1707939077371,"14/02/2024 19:31:17",1707939077580,0,"14/02/2024 19:31:17",163173,5,"task-9qxs",NA,35156270,10388818,NA,"complete",NA,"65cd107fe75dfbcced622892","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1536x864","1528x742",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","ABLCKDJEIFHG",NA,"In",3,"Spreadsheet1","",NA,"END TASK",NA,"","","",22179,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF26473"
"1",1707940173073,"14/02/2024 19:49:33",1707940172990,0,"14/02/2024 19:49:32",163173,5,"task-9qxs",NA,35156764,10388952,NA,"complete",NA,"65cd14d809dab9082ed13b86","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","865x673",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF32263"
