"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.vjic","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day.Quantised","Random_ID"
"1",1707993293517,"15/02/2024 10:34:53",1707993293517,0,"15/02/2024 10:34:53",163173,5,"questionnaire-qxhw",NA,35168905,10392435,NA,"complete",NA,"65cde6393fb41154eae8b36a","computer","Desktop or Laptop","Windows 10","Firefox 122.0","1920x1080","1908x921",NA,NA,0,"Attention Check 2",2,"In","IJHKGLFAEBDC",NA,"In",1,"1-0","1","MDPRF22046"
"1",1707993378988,"15/02/2024 10:36:18",1707993378988,0,"15/02/2024 10:36:18",163173,5,"questionnaire-qxhw",NA,35168957,10392444,NA,"complete",NA,"65cde6614d80fc16af4c8b4a","computer","Desktop or Laptop","Windows 10","Edge 120.0.0.0","1536x960","1528x812",NA,NA,0,"Attention Check 2",2,"In","JKILHAGBFCED",NA,"In",1,"1-0","1","MDPRF02973"
"1",1707993414393,"15/02/2024 10:36:54",1707993414393,0,"15/02/2024 10:36:54",163173,5,"questionnaire-qxhw",NA,35168961,10392491,NA,"complete",NA,"65cde5eefc86493370b95670","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1512x982","1505x760",NA,NA,0,"Attention Check 2",2,"In","ABLCKDJEIFHG",NA,"In",4,"1-0","1","MDPRF08258"
"1",1707993508659,"15/02/2024 10:38:28",1707993508659,0,"15/02/2024 10:38:28",163173,5,"questionnaire-qxhw",NA,35169056,10392489,NA,"complete",NA,"65cde752c4ada29166ff6a74","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x695",NA,NA,0,"Attention Check 2",2,"In","LAKBJCIDHEGF",NA,"In",2,"1-0","1","MDPRF73286"
"1",1707994100496,"15/02/2024 10:48:20",1707994100496,0,"15/02/2024 10:48:20",163173,5,"questionnaire-qxhw",NA,35169516,10392493,NA,"complete",NA,"65cde76d9cc5c7584633b321","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1242x583",NA,NA,0,"Attention Check 2",2,"In","BCADLEKFJGIH",NA,"In",2,"1-0","1","MDPRF93128"
"1",1707994033944,"15/02/2024 10:47:13",1707994033944,0,"15/02/2024 10:47:13",163173,5,"questionnaire-qxhw",NA,35169644,10392498,NA,"complete",NA,"65cde7985b1fd768213c8595","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x800","1280x631",NA,NA,0,"Attention Check 2",2,"In","CDBEAFLGKHJI",NA,"In",1,"1-0","1","MDPRF02681"
"1",1707994155233,"15/02/2024 10:49:15",1707994155233,0,"15/02/2024 10:49:15",163173,5,"questionnaire-qxhw",NA,35169784,10392516,NA,"complete",NA,"65cde7f8473756790c8c3d78","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x945",NA,NA,0,"Attention Check 2",2,"In","DECFBGAHLIKJ",NA,"In",3,"1-0","1","MDPRF51662"
"1",1707994182764,"15/02/2024 10:49:42",1707994182764,0,"15/02/2024 10:49:42",163173,5,"questionnaire-qxhw",NA,35169821,10392529,NA,"complete",NA,"65cde82cfdfa0c8346fad166","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x919",NA,NA,0,"Attention Check 2",2,"In","EFDGCHBIAJLK",NA,"In",4,"1-0","1","MDPRF26790"
"1",1707994269881,"15/02/2024 10:51:09",1707994269881,0,"15/02/2024 10:51:09",163173,5,"questionnaire-qxhw",NA,35169918,10392543,NA,"complete",NA,"65cde8742fa2e48a0280d323","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x559",NA,NA,0,"Attention Check 2",2,"In","FGEHDICJBKAL",NA,"In",3,"1-0","1","MDPRF73193"
"1",1707994746257,"15/02/2024 10:59:06",1707994746257,0,"15/02/2024 10:59:06",163173,5,"questionnaire-qxhw",NA,35170392,10392742,NA,"complete",NA,"65cdec25877c9e6251459e92","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x779",NA,NA,0,"Attention Check 2",2,"In","HIGJFKELDACB",NA,"In",2,"1-0","1","MDPRF04034"
"1",1707995463217,"15/02/2024 11:11:03",1707995463217,0,"15/02/2024 11:11:03",163173,5,"questionnaire-qxhw",NA,35171075,10392587,NA,"complete",NA,"65cde7dc29ab753728b8bae6","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","2560x1118",NA,NA,0,"Attention Check 2",2,"In","GHFIEJDKCLBA",NA,"In",4,"0-2","3","MDPRF95465"
"1",1707995681700,"15/02/2024 11:14:41",1707995681700,0,"15/02/2024 11:14:41",163173,5,"questionnaire-qxhw",NA,35171241,10392847,NA,"complete",NA,"65cdece3a14b6659bed16be0","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1536x864","1488x750",NA,NA,0,"Attention Check 2",2,"In","IJHKGLFAEBDC",NA,"In",1,"1-0","1","MDPRF56785"
"1",1708003114421,"15/02/2024 13:18:34",1707981514421,-6,"15/02/2024 01:18:34",163173,5,"questionnaire-qxhw",NA,35179330,10394116,NA,"complete",NA,"65ce075ffdfc4d52aa620d1f","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1460x658",NA,NA,0,"Attention Check 2",2,"In","JKILHAGBFCED",NA,"In",2,"1-0","1","MDPRF20625"
"1",1708076545464,"16/02/2024 09:42:25",1708076545464,0,"16/02/2024 09:42:25",163173,5,"questionnaire-qxhw",NA,35214069,10404012,NA,"complete",NA,"65cf2b6a031026918a66a2ba","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x919",NA,NA,0,"Attention Check 2",2,"In","KLJAIBHCGDFE",NA,"In",1,"1-0","1","MDPRF16300"
