"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","randomiser.a4zk","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"13",1695736511885,"26/09/2023 13:55:11",1695722111885,-4,"26/09/2023 05:55:11",144339,3,"questionnaire-uu2n",NA,31872174,9423356,NA,"complete","ektyic","3NQL1CS15X7R93RKT2VC3KCQZQDYVL","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"HL","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",4177.285,5533.82999999999,5543.00000019073,4177.285,5533.82999999999,5543.00000019073,1,4177.285,1365.71500019074,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT73133"
"14",1695736511890,"26/09/2023 13:55:11",1695722111890,-4,"26/09/2023 05:55:11",144339,3,"questionnaire-uu2n",NA,31872174,9423356,NA,"complete","ektyic","3NQL1CS15X7R93RKT2VC3KCQZQDYVL","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"HL","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT73133"
"1",1695736944084,"26/09/2023 14:02:24",1695722544084,-4,"26/09/2023 06:02:24",144339,3,"questionnaire-uu2n",NA,31872323,9423398,NA,"complete","efepow","3S96KQ6I9S39Y0S4SB8JPHE4KHRTDS","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"HL","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT11912"
"2",1695736958039,"26/09/2023 14:02:38",1695722558039,-4,"26/09/2023 06:02:38",144339,3,"questionnaire-uu2n",NA,31872323,9423398,NA,"complete","efepow","3S96KQ6I9S39Y0S4SB8JPHE4KHRTDS","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"HL","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",13970.5680001907,13964.625,13970.5680001907,13970.5680001907,13964.625,13970.5680001907,1,13970.5680001907,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT11912"
"3",1695736959597,"26/09/2023 14:02:39",1695722559597,-4,"26/09/2023 06:02:39",144339,3,"questionnaire-uu2n",NA,31872323,9423398,NA,"complete","efepow","3S96KQ6I9S39Y0S4SB8JPHE4KHRTDS","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"HL","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",15529.768,15523.487,15529.768,15529.768,15523.487,15529.768,1,15529.768,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT11912"
"4",1695736959598,"26/09/2023 14:02:39",1695722559598,-4,"26/09/2023 06:02:39",144339,3,"questionnaire-uu2n",NA,31872323,9423398,NA,"complete","efepow","3S96KQ6I9S39Y0S4SB8JPHE4KHRTDS","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"HL","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",11928.925,15523.487,15530.6680005722,11928.925,15523.487,15530.6680005722,1,11928.925,3601.74300057221,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT11912"
"5",1695736959598,"26/09/2023 14:02:39",1695722559598,-4,"26/09/2023 06:02:39",144339,3,"questionnaire-uu2n",NA,31872323,9423398,NA,"complete","efepow","3S96KQ6I9S39Y0S4SB8JPHE4KHRTDS","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"HL","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",12391.429,15523.487,15531.0680001907,12391.429,15523.487,15531.0680001907,1,12391.429,3139.63900019073,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT11912"
"6",1695736959599,"26/09/2023 14:02:39",1695722559599,-4,"26/09/2023 06:02:39",144339,3,"questionnaire-uu2n",NA,31872323,9423398,NA,"complete","efepow","3S96KQ6I9S39Y0S4SB8JPHE4KHRTDS","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"HL","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",14818.293,15523.487,15531.6680005722,14818.293,15523.487,15531.6680005722,1,14818.293,713.375000572203,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT11912"
"7",1695736964294,"26/09/2023 14:02:44",1695722564294,-4,"26/09/2023 06:02:44",144339,3,"questionnaire-uu2n",NA,31872323,9423398,NA,"complete","efepow","3S96KQ6I9S39Y0S4SB8JPHE4KHRTDS","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"HL","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",4703.48100076294,4698.781,4703.48100076294,4703.48100076294,4698.781,4703.48100076294,1,4703.48100076294,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT11912"
"8",1695736964295,"26/09/2023 14:02:44",1695722564295,-4,"26/09/2023 06:02:44",144339,3,"questionnaire-uu2n",NA,31872323,9423398,NA,"complete","efepow","3S96KQ6I9S39Y0S4SB8JPHE4KHRTDS","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"HL","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",3101.628,4698.781,4704.08100019073,3101.628,4698.781,4704.08100019073,1,3101.628,1602.45300019073,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT11912"
"9",1695736964295,"26/09/2023 14:02:44",1695722564295,-4,"26/09/2023 06:02:44",144339,3,"questionnaire-uu2n",NA,31872323,9423398,NA,"complete","efepow","3S96KQ6I9S39Y0S4SB8JPHE4KHRTDS","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"HL","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",3611.792,4698.781,4704.58100019073,3611.792,4698.781,4704.58100019073,1,3611.792,1092.78900019074,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT11912"
"10",1695736964296,"26/09/2023 14:02:44",1695722564296,-4,"26/09/2023 06:02:44",144339,3,"questionnaire-uu2n",NA,31872323,9423398,NA,"complete","efepow","3S96KQ6I9S39Y0S4SB8JPHE4KHRTDS","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"HL","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",4174.293,4698.781,4705.281,4174.293,4698.781,4705.281,1,4174.293,530.988000000001,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT11912"
"11",1695736968164,"26/09/2023 14:02:48",1695722568164,-4,"26/09/2023 06:02:48",144339,3,"questionnaire-uu2n",NA,31872323,9423398,NA,"complete","efepow","3S96KQ6I9S39Y0S4SB8JPHE4KHRTDS","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"HL","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",3873.753,3857.087,3873.753,3873.753,3857.087,3873.753,1,3873.753,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT11912"
"12",1695736968168,"26/09/2023 14:02:48",1695722568168,-4,"26/09/2023 06:02:48",144339,3,"questionnaire-uu2n",NA,31872323,9423398,NA,"complete","efepow","3S96KQ6I9S39Y0S4SB8JPHE4KHRTDS","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"HL","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",2479.203,3857.087,3873.753,2479.203,3857.087,3873.753,1,2479.203,1394.55,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT11912"
"13",1695736968168,"26/09/2023 14:02:48",1695722568168,-4,"26/09/2023 06:02:48",144339,3,"questionnaire-uu2n",NA,31872323,9423398,NA,"complete","efepow","3S96KQ6I9S39Y0S4SB8JPHE4KHRTDS","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"HL","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",2953.693,3857.087,3873.753,2953.693,3857.087,3873.753,1,2953.693,920.060000000001,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT11912"
"14",1695736968169,"26/09/2023 14:02:48",1695722568169,-4,"26/09/2023 06:02:48",144339,3,"questionnaire-uu2n",NA,31872323,9423398,NA,"complete","efepow","3S96KQ6I9S39Y0S4SB8JPHE4KHRTDS","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"HL","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",3335.221,3857.087,3873.753,3335.221,3857.087,3873.753,1,3335.221,538.531999999999,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT11912"
"15",1695736968174,"26/09/2023 14:02:48",1695722568174,-4,"26/09/2023 06:02:48",144339,3,"questionnaire-uu2n",NA,31872323,9423398,NA,"complete","efepow","3S96KQ6I9S39Y0S4SB8JPHE4KHRTDS","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"HL","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT11912"
"1",1695748762911,"26/09/2023 17:19:22",1695723562911,-7,"26/09/2023 03:19:22",144339,3,"questionnaire-uu2n",NA,31872773,9423485,NA,"complete","mpskad","3LEIZ60CDPYTHMOMMNSZP9WVES69ZF","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1364x768","1364x651",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"LH","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT79593"
"2",1695748768570,"26/09/2023 17:19:28",1695723568570,-7,"26/09/2023 03:19:28",144339,3,"questionnaire-uu2n",NA,31872773,9423485,NA,"complete","mpskad","3LEIZ60CDPYTHMOMMNSZP9WVES69ZF","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1364x768","1364x651",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",5653.5,5625,5653.5,5653.5,5625,5653.5,1,5653.5,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT79593"
"3",1695748768570,"26/09/2023 17:19:28",1695723568570,-7,"26/09/2023 03:19:28",144339,3,"questionnaire-uu2n",NA,31872773,9423485,NA,"complete","mpskad","3LEIZ60CDPYTHMOMMNSZP9WVES69ZF","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1364x768","1364x651",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",1437.5,5625,5656.25,1437.5,5625,5656.25,1,1437.5,4218.75,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT79593"
"4",1695748768571,"26/09/2023 17:19:28",1695723568571,-7,"26/09/2023 03:19:28",144339,3,"questionnaire-uu2n",NA,31872773,9423485,NA,"complete","mpskad","3LEIZ60CDPYTHMOMMNSZP9WVES69ZF","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1364x768","1364x651",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",2218.75,5625,5656.25,2218.75,5625,5656.25,1,2218.75,3437.5,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT79593"
"5",1695748768571,"26/09/2023 17:19:28",1695723568571,-7,"26/09/2023 03:19:28",144339,3,"questionnaire-uu2n",NA,31872773,9423485,NA,"complete","mpskad","3LEIZ60CDPYTHMOMMNSZP9WVES69ZF","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1364x768","1364x651",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",2781.25,5625,5656.25,2781.25,5625,5656.25,1,2781.25,2875,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT79593"
"6",1695748772072,"26/09/2023 17:19:32",1695723572072,-7,"26/09/2023 03:19:32",144339,3,"questionnaire-uu2n",NA,31872773,9423485,NA,"complete","mpskad","3LEIZ60CDPYTHMOMMNSZP9WVES69ZF","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1364x768","1364x651",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",3548.5,3531.25,3548.5,3548.5,3531.25,3548.5,1,3548.5,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT79593"
"7",1695748772073,"26/09/2023 17:19:32",1695723572073,-7,"26/09/2023 03:19:32",144339,3,"questionnaire-uu2n",NA,31872773,9423485,NA,"complete","mpskad","3LEIZ60CDPYTHMOMMNSZP9WVES69ZF","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1364x768","1364x651",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",1656.25,3531.25,3549.5,1656.25,3531.25,3549.5,1,1656.25,1893.25,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT79593"
"8",1695748772073,"26/09/2023 17:19:32",1695723572073,-7,"26/09/2023 03:19:32",144339,3,"questionnaire-uu2n",NA,31872773,9423485,NA,"complete","mpskad","3LEIZ60CDPYTHMOMMNSZP9WVES69ZF","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1364x768","1364x651",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",2375,3531.25,3549.5,2375,3531.25,3549.5,1,2375,1174.5,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT79593"
"9",1695748772073,"26/09/2023 17:19:32",1695723572073,-7,"26/09/2023 03:19:32",144339,3,"questionnaire-uu2n",NA,31872773,9423485,NA,"complete","mpskad","3LEIZ60CDPYTHMOMMNSZP9WVES69ZF","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1364x768","1364x651",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",2781.25,3531.25,3549.5,2781.25,3531.25,3549.5,1,2781.25,768.25,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT79593"
"10",1695748776117,"26/09/2023 17:19:36",1695723576117,-7,"26/09/2023 03:19:36",144339,3,"questionnaire-uu2n",NA,31872773,9423485,NA,"complete","mpskad","3LEIZ60CDPYTHMOMMNSZP9WVES69ZF","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1364x768","1364x651",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",4058.25,4031.25,4058.25,4058.25,4031.25,4058.25,1,4058.25,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT79593"
"11",1695748776122,"26/09/2023 17:19:36",1695723576122,-7,"26/09/2023 03:19:36",144339,3,"questionnaire-uu2n",NA,31872773,9423485,NA,"complete","mpskad","3LEIZ60CDPYTHMOMMNSZP9WVES69ZF","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1364x768","1364x651",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",2625,4031.25,4062.5,2625,4031.25,4062.5,1,2625,1437.5,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT79593"
"12",1695748776122,"26/09/2023 17:19:36",1695723576122,-7,"26/09/2023 03:19:36",144339,3,"questionnaire-uu2n",NA,31872773,9423485,NA,"complete","mpskad","3LEIZ60CDPYTHMOMMNSZP9WVES69ZF","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1364x768","1364x651",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",3093.75,4031.25,4062.5,3093.75,4031.25,4062.5,1,3093.75,968.75,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT79593"
"13",1695748776122,"26/09/2023 17:19:36",1695723576122,-7,"26/09/2023 03:19:36",144339,3,"questionnaire-uu2n",NA,31872773,9423485,NA,"complete","mpskad","3LEIZ60CDPYTHMOMMNSZP9WVES69ZF","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1364x768","1364x651",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",3593.75,4031.25,4062.5,3593.75,4031.25,4062.5,1,3593.75,468.75,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT79593"
"14",1695748776126,"26/09/2023 17:19:36",1695723576126,-7,"26/09/2023 03:19:36",144339,3,"questionnaire-uu2n",NA,31872773,9423485,NA,"complete","mpskad","3LEIZ60CDPYTHMOMMNSZP9WVES69ZF","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1364x768","1364x651",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"LH","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT79593"
"1",1695759775781,"26/09/2023 20:22:55",1695745375781,-4,"26/09/2023 12:22:55",144339,3,"questionnaire-uu2n",NA,31872952,9423554,NA,"complete","wofrqc","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"LH","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT72194"
"2",1695759781417,"26/09/2023 20:23:01",1695745381417,-4,"26/09/2023 12:23:01",144339,3,"questionnaire-uu2n",NA,31872952,9423554,NA,"complete","wofrqc","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",5672.245,5642.987,5672.245,5672.245,5642.987,5672.245,1,5672.245,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,NA
"3",1695759781418,"26/09/2023 20:23:01",1695745381418,-4,"26/09/2023 12:23:01",144339,3,"questionnaire-uu2n",NA,31872952,9423554,NA,"complete","wofrqc","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",2007.002,5642.987,5674.236,2007.002,5642.987,5674.236,1,2007.002,3667.234,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,NA
"4",1695759781419,"26/09/2023 20:23:01",1695745381419,-4,"26/09/2023 12:23:01",144339,3,"questionnaire-uu2n",NA,31872952,9423554,NA,"complete","wofrqc","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",4181.534,5642.987,5674.236,4181.534,5642.987,5674.236,1,4181.534,1492.702,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,NA
"5",1695759781419,"26/09/2023 20:23:01",1695745381419,-4,"26/09/2023 12:23:01",144339,3,"questionnaire-uu2n",NA,31872952,9423554,NA,"complete","wofrqc","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",3031.445,5642.987,5674.236,3031.445,5642.987,5674.236,1,3031.445,2642.791,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,NA
"6",1695759785357,"26/09/2023 20:23:05",1695745385357,-4,"26/09/2023 12:23:05",144339,3,"questionnaire-uu2n",NA,31872952,9423554,NA,"complete","wofrqc","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",3971.05799995232,3958.792,3971.05799995232,3971.05799995232,3958.792,3971.05799995232,1,3971.05799995232,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,NA
"7",1695759785358,"26/09/2023 20:23:05",1695745385358,-4,"26/09/2023 12:23:05",144339,3,"questionnaire-uu2n",NA,31872952,9423554,NA,"complete","wofrqc","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",1817.776,3958.792,3972.258,1817.776,3958.792,3972.258,1,1817.776,2154.482,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,NA
"8",1695759785359,"26/09/2023 20:23:05",1695745385359,-4,"26/09/2023 12:23:05",144339,3,"questionnaire-uu2n",NA,31872952,9423554,NA,"complete","wofrqc","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",2559.072,3958.792,3973.05799995232,2559.072,3958.792,3973.05799995232,1,2559.072,1413.98599995232,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,NA
"9",1695759785360,"26/09/2023 20:23:05",1695745385360,-4,"26/09/2023 12:23:05",144339,3,"questionnaire-uu2n",NA,31872952,9423554,NA,"complete","wofrqc","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",3025.3,3958.792,3973.85799990463,3025.3,3958.792,3973.85799990463,1,3025.3,948.557999904633,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,NA
"10",1695759788910,"26/09/2023 20:23:08",1695745388910,-4,"26/09/2023 12:23:08",144339,3,"questionnaire-uu2n",NA,31872952,9423554,NA,"complete","wofrqc","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",3565.26599995232,3552.905,3565.26599995232,3565.26599995232,3552.905,3565.26599995232,1,3565.26599995232,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,NA
"11",1695759788919,"26/09/2023 20:23:08",1695745388919,-4,"26/09/2023 12:23:08",144339,3,"questionnaire-uu2n",NA,31872952,9423554,NA,"complete","wofrqc","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",1452.007,3552.905,3574.26599995232,1452.007,3552.905,3574.26599995232,1,1452.007,2122.25899995232,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,NA
"12",1695759788920,"26/09/2023 20:23:08",1695745388920,-4,"26/09/2023 12:23:08",144339,3,"questionnaire-uu2n",NA,31872952,9423554,NA,"complete","wofrqc","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",2068.983,3552.905,3574.966,2068.983,3552.905,3574.966,1,2068.983,1505.983,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,NA
