"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","randomiser.a4zk","Multiple.Choice.object.2.Response","Multiple.Choice.object.2.Quantised","Random_ID"
"1",1695738533782,"26/09/2023 14:28:53",1695724133782,-4,"26/09/2023 06:28:53",144339,3,"questionnaire-tzdp",NA,31873270,9423600,NA,"complete","ldjdhr","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"Attention Check 1",2,"In","IJHKGAFBECD",NA,"HL","1","2","SUPAMT21106"
"1",1695742188911,"26/09/2023 15:29:48",1695727788911,-4,"26/09/2023 07:29:48",144339,3,"questionnaire-tzdp",NA,31874415,9423917,NA,"complete","jvufrg","3QUO65DNQ0NF2AYIIPC957C579JUOV","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","JKIAHBGCFDE",NA,"LH","1","2","SUPAMT62780"
"1",1695746149154,"26/09/2023 16:35:49",1695728149154,-5,"26/09/2023 06:35:49",144339,3,"questionnaire-tzdp",NA,31874580,9423966,NA,"complete","lcxvvn","336YQZE831DAHSNR48PO5RVKDS5M5K","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1536x715",NA,NA,0,"Attention Check 1",2,"In","KAJBICHDGEF",NA,"HL","1","2","SUPAMT07312"
"1",1695742891087,"26/09/2023 15:41:31",1695728491087,-4,"26/09/2023 07:41:31",144339,3,"questionnaire-tzdp",NA,31874812,9424039,NA,"complete","hqggqg","34Q075JO13CEQWF1EG0E44BQY9Z106","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1350x582",NA,NA,0,"Attention Check 1",2,"In","ABKCJDIEHFG",NA,"HL","1","2","SUPAMT95465"
"1",1695743703611,"26/09/2023 15:55:03",1695729303611,-4,"26/09/2023 07:55:03",144339,3,"questionnaire-tzdp",NA,31875388,9424191,NA,"complete","zvdjcf","3ZPBJO59KV0JTR19SHRUBYBG9ONHDZ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1600x900","1600x751",NA,NA,0,"Attention Check 1",2,"In","BCADKEJFIGH",NA,"LH","1","2","SUPAMT97320"
"1",1695747132949,"26/09/2023 16:52:12",1695732732949,-4,"26/09/2023 08:52:12",144339,3,"questionnaire-tzdp",NA,31877407,9424816,NA,"complete","zubiog","3L2IS5HSFGHXKPY6HACWQIC0H02UN6","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1600x900","1600x751",NA,NA,0,"Attention Check 1",2,"In","CDBEAFKGJHI",NA,"LH","1","2","SUPAMT52256"
"1",1695747507604,"26/09/2023 16:58:27",1695733107604,-4,"26/09/2023 08:58:27",144339,3,"questionnaire-tzdp",NA,31877692,9424911,NA,"complete","tgryou","37UQDCYH63U8UJVJ6T5CQ7STVS87VZ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1600x900","1600x751",NA,NA,0,"Attention Check 1",2,"In","DECFBGAHKIJ",NA,"HL","1","2","SUPAMT14876"
"1",1695748290221,"26/09/2023 17:11:30",1695733890221,-4,"26/09/2023 09:11:30",144339,3,"questionnaire-tzdp",NA,31878191,9425062,NA,"complete","advdkj","3WQ3B2KGEEFFAJIBCWX3OL79PEY1BW","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","EFDGCHBIAJK",NA,"LH","1","2","SUPAMT37840"
"1",1695748409938,"26/09/2023 17:13:29",1695734009938,-4,"26/09/2023 09:13:29",144339,3,"questionnaire-tzdp",NA,31878271,9425080,NA,"complete","hoakte","3NAPMVF0Z2EZXSXHIJL1O2VIYUL72X","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"Attention Check 1",2,"In","FGEHDICJBKA",NA,"HL","1","2","SUPAMT80130"
"1",1695750075956,"26/09/2023 17:41:15",1695735675956,-4,"26/09/2023 09:41:15",144339,3,"questionnaire-tzdp",NA,31879054,9425325,NA,"complete","kjvwvf","3XM0HYN6NQYGYEDX7PAJQPVSVROEPK","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","GHFIEJDKCAB",NA,"HL","1","2","SUPAMT21877"
"1",1695752068123,"26/09/2023 18:14:28",1695737668123,-4,"26/09/2023 10:14:28",144339,3,"questionnaire-tzdp",NA,31879725,9425531,NA,"complete","jtiljg","39PAAFCODSZVSHSQJW8DV3KBKQYVT0","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1600x900","1600x751",NA,NA,0,"Attention Check 1",2,"In","HIGJFKEADBC",NA,"LH","1","2","SUPAMT61541"
"1",1695752220682,"26/09/2023 18:17:00",1695737820682,-4,"26/09/2023 10:17:00",144339,3,"questionnaire-tzdp",NA,31879784,9425567,NA,"complete","umvfhu","33C7UALJVRXW8LK49KDTXJH8H98811","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","IJHKGAFBECD",NA,"LH","1","2","SUPAMT77733"
"1",1695752608659,"26/09/2023 18:23:28",1695738208659,-4,"26/09/2023 10:23:28",144339,3,"questionnaire-tzdp",NA,31879967,9425561,NA,"complete","dxbrrk","3TEM0PF1QBW8IRVDU9K956CZN8X0DU","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"Attention Check 1",2,"In","JKIAHBGCFDE",NA,"HL","1","2","SUPAMT02660"
"1",1695754492734,"26/09/2023 18:54:52",1695740092734,-4,"26/09/2023 10:54:52",144339,3,"questionnaire-tzdp",NA,31881023,9426091,NA,"complete","swcbyt","3E337GFOLF7EF7XBX5NFM3B98T2NGG","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","KAJBICHDGEF",NA,"LH","1","2","SUPAMT25545"
"1",1695777048779,"27/09/2023 01:10:48",1695762648779,-4,"26/09/2023 17:10:48",144339,3,"questionnaire-tzdp",NA,31881362,9426275,NA,"complete","rkczlc","3PB5A5BD015PCM5OHY6QQ6PJ8F1G74","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","ABKCJDIEHFG",NA,"HL","1","2","SUPAMT36750"
"1",1695759360256,"26/09/2023 20:16:00",1695741360256,-5,"26/09/2023 10:16:00",144339,3,"questionnaire-tzdp",NA,31881640,9426363,NA,"complete","hrgyvn","3JAOYWH7VO39CX7I7M1QHULXZMCL9S","computer","Desktop or Laptop","Windows 10","Firefox 117.0","1536x864","1355x698",NA,NA,0,"Attention Check 1",2,"In","BCADKEJFIGH",NA,"LH","1","2","SUPAMT76205"
"1",1695757482816,"26/09/2023 19:44:42",1695743082816,-4,"26/09/2023 11:44:42",144339,3,"questionnaire-tzdp",NA,31883314,9426787,NA,"complete","jyidxd","3FDJT1UU7A7FR4NOJWC8QE3GOQVK54","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","CDBEAFKGJHI",NA,"HL","1","2","SUPAMT80780"
"1",1695758465341,"26/09/2023 20:01:05",1695744065341,-4,"26/09/2023 12:01:05",144339,3,"questionnaire-tzdp",NA,31883764,9427017,NA,"complete","yqrgbg","3AWETUDC98RMSNHPQHYC22VYXLCZID","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","DECFBGAHKIJ",NA,"HL","1","2","SUPAMT01522"
"1",1695760936413,"26/09/2023 20:42:16",1695746536413,-4,"26/09/2023 12:42:16",144339,3,"questionnaire-tzdp",NA,31884474,9427528,NA,"complete","muncwy","3NXNZ5RS1GWAXCIG3S0GYP3W42P79N","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1280x1024","1280x875",NA,NA,0,"Attention Check 1",2,"In","EFDGCHBIAJK",NA,"HL","1","2","SUPAMT57917"
"1",1695782592968,"27/09/2023 02:43:12",1695768192968,-4,"26/09/2023 18:43:12",144339,3,"questionnaire-tzdp",NA,31884477,9427531,NA,"complete","meizqp","3Z3ZLGNNSOTYOSYFII8C73H5901Q3H","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"Attention Check 1",2,"In","FGEHDICJBKA",NA,"LH","1","2","SUPAMT17673"
"1",1695782908628,"27/09/2023 02:48:28",1695768508628,-4,"26/09/2023 18:48:28",144339,3,"questionnaire-tzdp",NA,31884616,9427529,NA,"complete","jkszqr","38F71OA9GZV2JPGGAK2XR3MX2PHFM0","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","GHFIEJDKCAB",NA,"LH","1","2","SUPAMT04615"
"1",1695783178884,"27/09/2023 02:52:58",1695768778884,-4,"26/09/2023 18:52:58",144339,3,"questionnaire-tzdp",NA,31884752,9427638,NA,"complete","vieioq","3TXWC2NHN5PWGA28RVYRTGZSRGWS9P","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"Attention Check 1",2,"In","HIGJFKEADBC",NA,"LH","1","2","SUPAMT06775"
"1",1695783301150,"27/09/2023 02:55:01",1695768901150,-4,"26/09/2023 18:55:01",144339,3,"questionnaire-tzdp",NA,31884818,9427654,NA,"complete","vckiee","3NVC2EB65WY7XUP19SP6KPK789S3Y7","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"Attention Check 1",2,"In","IJHKGAFBECD",NA,"HL","1","2","SUPAMT81404"
"1",1695785651535,"27/09/2023 03:34:11",1695771251535,-4,"26/09/2023 19:34:11",144339,3,"questionnaire-tzdp",NA,31885526,9427823,NA,"complete","lxyocl","3R6BYFZZPDBDD1FKOR462K2V9TAFXT","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"Attention Check 1",2,"In","JKIAHBGCFDE",NA,"HL","1","2","SUPAMT72701"
"1",1695778626536,"27/09/2023 01:37:06",1695764226536,-4,"26/09/2023 17:37:06",144339,3,"questionnaire-tzdp",NA,31889312,9429722,NA,"complete","juwuye","3KRVW3HTZTKBNUL2G42WY25CRGFSM2","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","KAJBICHDGEF",NA,"LH","1","2","SUPAMT82113"
"1",1695797359390,"27/09/2023 06:49:19",1695782959390,-4,"26/09/2023 22:49:19",144339,3,"questionnaire-tzdp",NA,31891988,9430432,NA,"complete","tjahde","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1360x768","1360x619",NA,NA,0,"Attention Check 1",2,"In","ABKCJDIEHFG",NA,"HL","1","2","SUPAMT75168"
"1",1695798400171,"27/09/2023 07:06:40",1695784000171,-4,"26/09/2023 23:06:40",144339,3,"questionnaire-tzdp",NA,31892081,9430472,NA,"complete","kcbybd","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","BCADKEJFIGH",NA,"LH","1","2","SUPAMT07437"
"1",1695800818721,"27/09/2023 07:46:58",1695786418721,-4,"26/09/2023 23:46:58",144339,3,"questionnaire-tzdp",NA,31892422,9430626,NA,"complete","eaqxde","","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1360x768","1700x773",NA,NA,0,"Attention Check 1",2,"In","CDBEAFKGJHI",NA,"HL","1","2","SUPAMT73370"
"1",1695827235517,"27/09/2023 15:07:15",1695812835517,-4,"27/09/2023 07:07:15",144339,3,"questionnaire-tzdp",NA,31899186,9432626,NA,"complete","xoiadw","3OSWBBLG1KWGFH1OXL9GEKZAYKKXDZ","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","DECFBGAHKIJ",NA,"LH","1","2","SUPAMT16300"
"1",1695841795623,"27/09/2023 19:09:55",1695827395623,-4,"27/09/2023 11:09:55",144339,3,"questionnaire-tzdp",NA,31899239,9432639,NA,"complete","kkywyd","3BXQMRHWK5XR27D659XWD3N0DGVMUE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","EFDGCHBIAJK",NA,"LH","1","2","SUPAMT05723"
"1",1695827756708,"27/09/2023 15:15:56",1695813356708,-4,"27/09/2023 07:15:56",144339,3,"questionnaire-tzdp",NA,31899452,9432718,NA,"complete","gzpprf","3TDXMTX3CHTK4DXEOC115423TLUI6T","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","FGEHDICJBKA",NA,"HL","1","2","SUPAMT54273"
"1",1695827768762,"27/09/2023 15:16:08",1695813368762,-4,"27/09/2023 07:16:08",144339,3,"questionnaire-tzdp",NA,31899463,9432685,NA,"complete","yftxkc","3JPSL1DZ5YYD5GK8B5V5QH06B3EANR","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","GHFIEJDKCAB",NA,"LH","1","2","SUPAMT54803"
"1",1695827988098,"27/09/2023 15:19:48",1695813588098,-4,"27/09/2023 07:19:48",144339,3,"questionnaire-tzdp",NA,31899654,9432759,NA,"complete","fynptb","3MMN5BL1W5373D0NQP1VQUX003BM36","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x907",NA,NA,0,"Attention Check 1",2,"In","HIGJFKEADBC",NA,"HL","1","2","SUPAMT30004"
"1",1695828797318,"27/09/2023 15:33:17",1695814397318,-4,"27/09/2023 07:33:17",144339,3,"questionnaire-tzdp",NA,31900226,9432868,NA,"complete","rsapkw","3H0W84IWBQ11ARTCKHE8VKV7XF0REQ","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"Attention Check 1",2,"In","IJHKGAFBECD",NA,"LH","1","2","SUPAMT08836"
"1",1695852228211,"27/09/2023 22:03:48",1695837828211,-4,"27/09/2023 14:03:48",144339,3,"questionnaire-tzdp",NA,31901009,9433036,NA,"complete","zovvir","36WLNQG7859EUKCNOKSIV5Q3FTYEB1","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"Attention Check 1",2,"In","KAJBICHDGEF",NA,"HL","1","2","SUPAMT16874"
"1",1695831502775,"27/09/2023 16:18:22",1695817102775,-4,"27/09/2023 08:18:22",144339,3,"questionnaire-tzdp",NA,31901442,9433137,NA,"complete","ohuzza","34V1S5K3GY0RTC4BKIVOSB30AVG96A","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","ABKCJDIEHFG",NA,"LH","1","2","SUPAMT59092"
"1",1695831541264,"27/09/2023 16:19:01",1695817141264,-4,"27/09/2023 08:19:01",144339,3,"questionnaire-tzdp",NA,31901454,9433140,NA,"complete","dofxgn","3R3YRB5GRL2Q064H867R4CS0JZGAUS","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"Attention Check 1",2,"In","BCADKEJFIGH",NA,"HL","1","2","SUPAMT75167"
"1",1695831546776,"27/09/2023 16:19:06",1695817146776,-4,"27/09/2023 08:19:06",144339,3,"questionnaire-tzdp",NA,31901466,9433143,NA,"complete","kozjey","30IQTZXKAQ5MGX0UL9LLZDFR4VL0XJ","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","DECFBGAHKIJ",NA,"HL","1","2","SUPAMT01454"
"1",1695831544783,"27/09/2023 16:19:04",1695817144783,-4,"27/09/2023 08:19:04",144339,3,"questionnaire-tzdp",NA,31901464,9433144,NA,"complete","wlbrqv","3C6FJU71TWSRWO2KOCL77YA7MQIYUP","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1517x687",NA,NA,0,"Attention Check 1",2,"In","CDBEAFKGJHI",NA,"LH","1","2","SUPAMT43564"
"1",1695831845329,"27/09/2023 16:24:05",1695817445329,-4,"27/09/2023 08:24:05",144339,3,"questionnaire-tzdp",NA,31901615,9433183,NA,"complete","thlvwj","34PGFRQONUAET3WQXCZ5FZGGU2KWJS","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1280x800","1600x813",NA,NA,0,"Attention Check 1",2,"In","EFDGCHBIAJK",NA,"LH","1","2","SUPAMT00201"
"1",1695832109613,"27/09/2023 16:28:29",1695817709613,-4,"27/09/2023 08:28:29",144339,3,"questionnaire-tzdp",NA,31901740,9433215,NA,"complete","lwcomv","37KGEN7NJ9PKV52NG3QUK1UWA4OPPR","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"Attention Check 1",2,"In","FGEHDICJBKA",NA,"LH","1","2","SUPAMT17025"
"1",1695835373176,"27/09/2023 17:22:53",1695820973176,-4,"27/09/2023 09:22:53",144339,3,"questionnaire-tzdp",NA,31903645,9433724,NA,"complete","oecrax","3QAVNHZ3ES3NHGHNZSFQDPWH69ZLAN","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","HIGJFKEADBC",NA,"HL","1","2","SUPAMT32807"
"1",1695839665621,"27/09/2023 18:34:25",1695821665621,-5,"27/09/2023 08:34:25",144339,3,"questionnaire-tzdp",NA,31903663,9433728,NA,"complete","eqaxxc","3DI28L7YXGDDHMUVMNZTPTDUTHI1EG","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1707x960","1366x668",NA,NA,0,"Attention Check 1",2,"In","IJHKGAFBECD",NA,"LH","1","2","SUPAMT54694"
"1",1695859637624,"28/09/2023 00:07:17",1695845237624,-4,"27/09/2023 16:07:17",144339,3,"questionnaire-tzdp",NA,31904779,9434062,NA,"complete","vtrzju","3MTMREQS41H3SATM36MSM0DX4GBWAZ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","KAJBICHDGEF",NA,"LH","1","2","SUPAMT94580"
"1",1695839600987,"27/09/2023 18:33:20",1695825200987,-4,"27/09/2023 10:33:20",144339,3,"questionnaire-tzdp",NA,31905669,9434671,NA,"complete","bvclts","3DOCMVPBTTDKPZEXK90ACNK6ACUNN9","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","ABKCJDIEHFG",NA,"HL","1","2","SUPAMT31218"
"1",1695846042875,"27/09/2023 20:20:42",1695828042875,-5,"27/09/2023 10:20:42",144339,3,"questionnaire-tzdp",NA,31906666,9435418,NA,"complete","vcjznd","3STRJBFXO2QHC6YEKSU6TU9U5ZIKT9","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"Attention Check 1",2,"In","BCADKEJFIGH",NA,"LH","1","2","SUPAMT45961"
"1",1695843346591,"27/09/2023 19:35:46",1695828946591,-4,"27/09/2023 11:35:46",144339,3,"questionnaire-tzdp",NA,31907138,9435771,NA,"complete","pwfnga","3WI0P0II67RWILFCOM3OP2DMX5SDRG","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","CDBEAFKGJHI",NA,"HL","1","2","SUPAMT52689"
"1",1695867219928,"28/09/2023 02:13:39",1695852819928,-4,"27/09/2023 18:13:39",144339,3,"questionnaire-tzdp",NA,31909034,9436505,NA,"complete","xndpbc","32SVAV9L3L861CRYTMBQH3206OS3AD","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","DECFBGAHKIJ",NA,"LH","1","2","SUPAMT15429"
"1",1695846513090,"27/09/2023 20:28:33",1695832113090,-4,"27/09/2023 12:28:33",144339,3,"questionnaire-tzdp",NA,31909494,9436644,NA,"complete","afokxm","3I33IC7ZWL1HGUVFPMXLYTX80AV2A4","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","EFDGCHBIAJK",NA,"HL","1","2","SUPAMT89542"
"1",1695854007031,"27/09/2023 22:33:27",1695832407031,-6,"27/09/2023 10:33:27",144339,3,"questionnaire-tzdp",NA,31909592,9436671,NA,"complete","owokbe","338JKRMM2CYLVKYX870SLX3APTWAHD","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x747",NA,NA,0,"Attention Check 1",2,"In","FGEHDICJBKA",NA,"LH","1","2","SUPAMT87285"
"1",1695869403246,"28/09/2023 02:50:03",1695855003246,-4,"27/09/2023 18:50:03",144339,3,"questionnaire-tzdp",NA,31909837,9436753,NA,"complete","lkzkub","3ZWFC4W1U06TG5T8FSYED2G79IQRFN","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","GHFIEJDKCAB",NA,"HL","1","2","SUPAMT58298"
"1",1695848717081,"27/09/2023 21:05:17",1695834317081,-4,"27/09/2023 13:05:17",144339,3,"questionnaire-tzdp",NA,31910186,9436845,NA,"complete","sssjfx","34QN5IT0T5QW1WZMD19TJEYYDOF80Q","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1",2,"In","HIGJFKEADBC",NA,"HL","1","2","SUPAMT75604"
"1",1695855988750,"27/09/2023 23:06:28",1695834388750,-6,"27/09/2023 11:06:28",144339,3,"questionnaire-tzdp",NA,31910207,9436854,NA,"complete","dcsayw","3DIP6YHAPIRVSMEGL88843027P58ES","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1440x900","1440x783",NA,NA,0,"Attention Check 1",2,"In","IJHKGAFBECD",NA,"LH","1","2","SUPAMT58118"
