"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","randomiser.a4zk","Multiple.Choice.Grid.object.2.Easily.annoyed.by.others","Multiple.Choice.Grid.object.2.Easily.annoyed.by.others.Quantised","Multiple.Choice.Grid.object.2.Often.lose.temper","Multiple.Choice.Grid.object.2.Often.lose.temper.Quantised","Multiple.Choice.Grid.object.2.Stay.angry.for.a.long.time","Multiple.Choice.Grid.object.2.Stay.angry.for.a.long.time.Quantised","Multiple.Choice.Grid.object.2.Angry.most.of.the.time","Multiple.Choice.Grid.object.2.Angry.most.of.the.time.Quantised","Multiple.Choice.Grid.object.2.Get.angry.frequently","Multiple.Choice.Grid.object.2.Get.angry.frequently.Quantised","Multiple.Choice.Grid.object.2.Lose.temper.easily","Multiple.Choice.Grid.object.2.Lose.temper.easily.Quantised","Multiple.Choice.Grid.object.2.Overall..irritability.causes.me.problems","Multiple.Choice.Grid.object.2.Overall..irritability.causes.me.problems.Quantised","Random_ID"
"1",1695832110168,"27/09/2023 16:28:30",1695817710168,-4,"27/09/2023 08:28:30",144339,3,"questionnaire-79c5",NA,31901744,9433183,NA,"complete","thlvwj","34PGFRQONUAET3WQXCZ5FZGGU2KWJS","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1280x800","1600x813",NA,NA,0,"ARI",2,"In","EFDGCHBIAJK",NA,"LH","Certainly true","3","Somewhat true","2","Certainly true","3","Somewhat true","2","Certainly true","3","Certainly true","3","Somewhat true","2","SUPAMT00201"
"1",1695832747878,"27/09/2023 16:39:07",1695818347878,-4,"27/09/2023 08:39:07",144339,3,"questionnaire-79c5",NA,31902023,9433215,NA,"complete","lwcomv","37KGEN7NJ9PKV52NG3QUK1UWA4OPPR","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"ARI",2,"In","FGEHDICJBKA",NA,"LH","Somewhat true","2","Not true","1","Somewhat true","2","Somewhat true","2","Certainly true","3","Certainly true","3","Somewhat true","2","SUPAMT17025"
"1",1695835525874,"27/09/2023 17:25:25",1695821125874,-4,"27/09/2023 09:25:25",144339,3,"questionnaire-79c5",NA,31903705,9433724,NA,"complete","oecrax","3QAVNHZ3ES3NHGHNZSFQDPWH69ZLAN","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","HIGJFKEADBC",NA,"HL","Somewhat true","2","Not true","1","Somewhat true","2","Somewhat true","2","Not true","1","Not true","1","Somewhat true","2","SUPAMT32807"
"1",1695839799505,"27/09/2023 18:36:39",1695821799505,-5,"27/09/2023 08:36:39",144339,3,"questionnaire-79c5",NA,31903712,9433728,NA,"complete","eqaxxc","3DI28L7YXGDDHMUVMNZTPTDUTHI1EG","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1707x960","1366x668",NA,NA,0,"ARI",2,"In","IJHKGAFBECD",NA,"LH","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","SUPAMT54694"
"1",1695859655917,"28/09/2023 00:07:35",1695845255917,-4,"27/09/2023 16:07:35",144339,3,"questionnaire-79c5",NA,31904788,9434062,NA,"complete","vtrzju","3MTMREQS41H3SATM36MSM0DX4GBWAZ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","KAJBICHDGEF",NA,"LH","Somewhat true","2","Somewhat true","2","Not true","1","Somewhat true","2","Not true","1","Somewhat true","2","Somewhat true","2","SUPAMT94580"
"1",1695839789381,"27/09/2023 18:36:29",1695825389381,-4,"27/09/2023 10:36:29",144339,3,"questionnaire-79c5",NA,31905738,9434671,NA,"complete","bvclts","3DOCMVPBTTDKPZEXK90ACNK6ACUNN9","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","ABKCJDIEHFG",NA,"HL","Somewhat true","2","Certainly true","3","Certainly true","3","Somewhat true","2","Somewhat true","2","Certainly true","3","Somewhat true","2","SUPAMT31218"
"1",1695846193606,"27/09/2023 20:23:13",1695828193606,-5,"27/09/2023 10:23:13",144339,3,"questionnaire-79c5",NA,31906719,9435418,NA,"complete","vcjznd","3STRJBFXO2QHC6YEKSU6TU9U5ZIKT9","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"ARI",2,"In","BCADKEJFIGH",NA,"LH","Somewhat true","2","Somewhat true","2","Somewhat true","2","Somewhat true","2","Somewhat true","2","Somewhat true","2","Somewhat true","2","SUPAMT45961"
"1",1695843573508,"27/09/2023 19:39:33",1695829173508,-4,"27/09/2023 11:39:33",144339,3,"questionnaire-79c5",NA,31907332,9435771,NA,"complete","pwfnga","3WI0P0II67RWILFCOM3OP2DMX5SDRG","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","CDBEAFKGJHI",NA,"HL","Certainly true","3","Somewhat true","2","Not true","1","Not true","1","Not true","1","Somewhat true","2","Certainly true","3","SUPAMT52689"
"1",1695867830290,"28/09/2023 02:23:50",1695853430290,-4,"27/09/2023 18:23:50",144339,3,"questionnaire-79c5",NA,31909352,9436505,NA,"complete","xndpbc","32SVAV9L3L861CRYTMBQH3206OS3AD","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","DECFBGAHKIJ",NA,"LH","Somewhat true","2","Somewhat true","2","Certainly true","3","Somewhat true","2","Somewhat true","2","Certainly true","3","Somewhat true","2","SUPAMT15429"
"1",1695846824354,"27/09/2023 20:33:44",1695832424354,-4,"27/09/2023 12:33:44",144339,3,"questionnaire-79c5",NA,31909609,9436644,NA,"complete","afokxm","3I33IC7ZWL1HGUVFPMXLYTX80AV2A4","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","EFDGCHBIAJK",NA,"HL","Not true","1","Somewhat true","2","Certainly true","3","Somewhat true","2","Not true","1","Somewhat true","2","Certainly true","3","SUPAMT89542"
"1",1695855127049,"27/09/2023 22:52:07",1695833527049,-6,"27/09/2023 10:52:07",144339,3,"questionnaire-79c5",NA,31909891,9436671,NA,"complete","owokbe","338JKRMM2CYLVKYX870SLX3APTWAHD","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x747",NA,NA,0,"ARI",2,"In","FGEHDICJBKA",NA,"LH","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","SUPAMT87285"
"1",1695869679243,"28/09/2023 02:54:39",1695855279243,-4,"27/09/2023 18:54:39",144339,3,"questionnaire-79c5",NA,31909943,9436753,NA,"complete","lkzkub","3ZWFC4W1U06TG5T8FSYED2G79IQRFN","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","GHFIEJDKCAB",NA,"HL","Somewhat true","2","Not true","1","Not true","1","Somewhat true","2","Somewhat true","2","Not true","1","Somewhat true","2","SUPAMT58298"
"1",1695848893470,"27/09/2023 21:08:13",1695834493470,-4,"27/09/2023 13:08:13",144339,3,"questionnaire-79c5",NA,31910252,9436845,NA,"complete","sssjfx","34QN5IT0T5QW1WZMD19TJEYYDOF80Q","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","HIGJFKEADBC",NA,"HL","Not true","1","Somewhat true","2","Certainly true","3","Somewhat true","2","Not true","1","Somewhat true","2","Certainly true","3","SUPAMT75604"
"1",1695849072465,"27/09/2023 21:11:12",1695834672465,-4,"27/09/2023 13:11:12",144339,3,"questionnaire-79c5",NA,31910316,9436872,NA,"complete","asrbrp","3WMINLGALH2UECNHMFMRA66UC1DACQ","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","JKIAHBGCFDE",NA,"LH","Certainly true","3","Certainly true","3","Somewhat true","2","Somewhat true","2","Certainly true","3","Somewhat true","2","Certainly true","3","SUPAMT21062"
"1",1695852765508,"27/09/2023 22:12:45",1695834765508,-5,"27/09/2023 12:12:45",144339,3,"questionnaire-79c5",NA,31910339,9436886,NA,"complete","zdlgyl","3PWWM24LHYX3X620SOD722RDAM082B","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1280x720","1280x580",NA,NA,0,"ARI",2,"In","KAJBICHDGEF",NA,"LH","Somewhat true","2","Not true","1","Somewhat true","2","Not true","1","Somewhat true","2","Not true","1","Somewhat true","2","SUPAMT88382"
"1",1695849222805,"27/09/2023 21:13:42",1695834822805,-4,"27/09/2023 13:13:42",144339,3,"questionnaire-79c5",NA,31910366,9436888,NA,"complete","wpzitf","3WEV0KO0OSR8J0FP3B3TFCIIJ7WDSP","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1517x687",NA,NA,0,"ARI",2,"In","ABKCJDIEHFG",NA,"HL","Certainly true","3","Certainly true","3","Somewhat true","2","Certainly true","3","Certainly true","3","Somewhat true","2","Certainly true","3","SUPAMT59156"
"1",1695856590028,"27/09/2023 23:16:30",1695834990028,-6,"27/09/2023 11:16:30",144339,3,"questionnaire-79c5",NA,31910407,9436854,NA,"complete","dcsayw","3DIP6YHAPIRVSMEGL88843027P58ES","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1440x900","1440x783",NA,NA,0,"ARI",2,"In","IJHKGAFBECD",NA,"LH","Somewhat true","2","Certainly true","3","Somewhat true","2","Somewhat true","2","Somewhat true","2","Somewhat true","2","Certainly true","3","SUPAMT58118"
"1",1695851056279,"27/09/2023 21:44:16",1695836656279,-4,"27/09/2023 13:44:16",144339,3,"questionnaire-79c5",NA,31910929,9437004,NA,"complete","vnjqts","","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"ARI",2,"In","BCADKEJFIGH",NA,"HL","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","SUPAMT66564"
"1",1695854284602,"27/09/2023 22:38:04",1695839884602,-4,"27/09/2023 14:38:04",144339,3,"questionnaire-79c5",NA,31911738,9437209,NA,"complete","ywmwsc","3WQ3B2KGEEFFAJIBCWX3OL79QNEB15","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"ARI",2,"In","CDBEAFKGJHI",NA,"LH","Somewhat true","2","Not true","1","Somewhat true","2","Certainly true","3","Somewhat true","2","Not true","1","Somewhat true","2","SUPAMT92592"
"1",1695860593600,"28/09/2023 00:23:13",1695846193600,-4,"27/09/2023 16:23:13",144339,3,"questionnaire-79c5",NA,31913996,9437857,NA,"complete","ouovqv","33NF62TLXP1NY3298YG2ROML7Y4KJJ","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"ARI",2,"In","DECFBGAHKIJ",NA,"HL","Certainly true","3","Somewhat true","2","Certainly true","3","Somewhat true","2","Certainly true","3","Somewhat true","2","Certainly true","3","SUPAMT09191"
"1",1695903097053,"28/09/2023 12:11:37",1695888697053,-4,"28/09/2023 04:11:37",144339,3,"questionnaire-79c5",NA,31919221,9439339,NA,"complete","chzjbm","3C8HJ7UOPDT8O67GBWW4UV2FF4GMZL","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x800","1600x813",NA,NA,0,"ARI",2,"In","EFDGCHBIAJK",NA,"LH","Certainly true","3","Somewhat true","2","Somewhat true","2","Certainly true","3","Somewhat true","2","Somewhat true","2","Somewhat true","2","SUPAMT17915"
"1",1695915814245,"28/09/2023 15:43:34",1695901414245,-4,"28/09/2023 07:43:34",144339,3,"questionnaire-79c5",NA,31922856,9441136,NA,"complete","sntisv","3VP0C6EFSMV60WN59RZTXX9KA14M6H","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","FGEHDICJBKA",NA,"HL","Somewhat true","2","Certainly true","3","Certainly true","3","Not true","1","Somewhat true","2","Certainly true","3","Certainly true","3","SUPAMT68034"
"1",1695921349303,"28/09/2023 17:15:49",1695906949303,-4,"28/09/2023 09:15:49",144339,3,"questionnaire-79c5",NA,31924427,9441531,NA,"complete","yeomtm","3OLQQLKKNYOKC3AZCC5ZTT9GN5AEJ3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"ARI",2,"In","GHFIEJDKCAB",NA,"LH","Somewhat true","2","Certainly true","3","Somewhat true","2","Certainly true","3","Somewhat true","2","Certainly true","3","Somewhat true","2","SUPAMT72194"
