"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","randomiser.a4zk","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day.Quantised","Random_ID"
"1",1695859990922,"28/09/2023 00:13:10",1695845590922,-4,"27/09/2023 16:13:10",144339,3,"questionnaire-qxhw",NA,31904971,9434062,NA,"complete","vtrzju","3MTMREQS41H3SATM36MSM0DX4GBWAZ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 2",2,"In","KAJBICHDGEF",NA,"LH","1-0","1","SUPAMT94580"
"1",1695840244110,"27/09/2023 18:44:04",1695825844110,-4,"27/09/2023 10:44:04",144339,3,"questionnaire-qxhw",NA,31905959,9434671,NA,"complete","bvclts","3DOCMVPBTTDKPZEXK90ACNK6ACUNN9","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 2",2,"In","ABKCJDIEHFG",NA,"HL","1-0","1","SUPAMT31218"
"1",1695846328358,"27/09/2023 20:25:28",1695828328358,-5,"27/09/2023 10:25:28",144339,3,"questionnaire-qxhw",NA,31906777,9435418,NA,"complete","vcjznd","3STRJBFXO2QHC6YEKSU6TU9U5ZIKT9","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"Attention Check 2",2,"In","BCADKEJFIGH",NA,"LH","1-0","1","SUPAMT45961"
"1",1695843735565,"27/09/2023 19:42:15",1695829335565,-4,"27/09/2023 11:42:15",144339,3,"questionnaire-qxhw",NA,31907468,9435771,NA,"complete","pwfnga","3WI0P0II67RWILFCOM3OP2DMX5SDRG","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 2",2,"In","CDBEAFKGJHI",NA,"HL","1-0","1","SUPAMT52689"
"1",1695867931624,"28/09/2023 02:25:31",1695853531624,-4,"27/09/2023 18:25:31",144339,3,"questionnaire-qxhw",NA,31909397,9436505,NA,"complete","xndpbc","32SVAV9L3L861CRYTMBQH3206OS3AD","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 2",2,"In","DECFBGAHKIJ",NA,"LH","1-0","1","SUPAMT15429"
"1",1695846845540,"27/09/2023 20:34:05",1695832445540,-4,"27/09/2023 12:34:05",144339,3,"questionnaire-qxhw",NA,31909614,9436644,NA,"complete","afokxm","3I33IC7ZWL1HGUVFPMXLYTX80AV2A4","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 2",2,"In","EFDGCHBIAJK",NA,"HL","1-0","1","SUPAMT89542"
"1",1695855231850,"27/09/2023 22:53:51",1695833631850,-6,"27/09/2023 10:53:51",144339,3,"questionnaire-qxhw",NA,31909938,9436671,NA,"complete","owokbe","338JKRMM2CYLVKYX870SLX3APTWAHD","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x747",NA,NA,0,"Attention Check 2",2,"In","FGEHDICJBKA",NA,"LH","1-0","1","SUPAMT87285"
"1",1695869783954,"28/09/2023 02:56:23",1695855383954,-4,"27/09/2023 18:56:23",144339,3,"questionnaire-qxhw",NA,31909979,9436753,NA,"complete","lkzkub","3ZWFC4W1U06TG5T8FSYED2G79IQRFN","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 2",2,"In","GHFIEJDKCAB",NA,"HL","1-0","1","SUPAMT58298"
"1",1695849327304,"27/09/2023 21:15:27",1695834927304,-4,"27/09/2023 13:15:27",144339,3,"questionnaire-qxhw",NA,31910399,9436845,NA,"complete","sssjfx","34QN5IT0T5QW1WZMD19TJEYYDOF80Q","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 2",2,"In","HIGJFKEADBC",NA,"HL","1-0","1","SUPAMT75604"
"1",1695849631143,"27/09/2023 21:20:31",1695835231143,-4,"27/09/2023 13:20:31",144339,3,"questionnaire-qxhw",NA,31910482,9436872,NA,"complete","asrbrp","3WMINLGALH2UECNHMFMRA66UC1DACQ","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 2",2,"In","JKIAHBGCFDE",NA,"LH","1-0","1","SUPAMT21062"
"1",1695849720497,"27/09/2023 21:22:00",1695835320497,-4,"27/09/2023 13:22:00",144339,3,"questionnaire-qxhw",NA,31910513,9436888,NA,"complete","wpzitf","3WEV0KO0OSR8J0FP3B3TFCIIJ7WDSP","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1517x687",NA,NA,0,"Attention Check 2",2,"In","ABKCJDIEHFG",NA,"HL","1-0","1","SUPAMT59156"
"1",1695857038730,"27/09/2023 23:23:58",1695835438730,-6,"27/09/2023 11:23:58",144339,3,"questionnaire-qxhw",NA,31910546,9436854,NA,"complete","dcsayw","3DIP6YHAPIRVSMEGL88843027P58ES","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1440x900","1440x783",NA,NA,0,"Attention Check 2",2,"In","IJHKGAFBECD",NA,"LH","1-0","1","SUPAMT58118"
"1",1695851376187,"27/09/2023 21:49:36",1695836976187,-4,"27/09/2023 13:49:36",144339,3,"questionnaire-qxhw",NA,31911019,9437004,NA,"complete","vnjqts","","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"Attention Check 2",2,"In","BCADKEJFIGH",NA,"HL","1-0","1","SUPAMT59156"
"1",1695855486282,"27/09/2023 22:58:06",1695837486282,-5,"27/09/2023 12:58:06",144339,3,"questionnaire-qxhw",NA,31911149,9436886,NA,"complete","zdlgyl","3PWWM24LHYX3X620SOD722RDAM082B","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1280x720","1280x580",NA,NA,0,"Attention Check 2",2,"In","KAJBICHDGEF",NA,"LH","1-0","1","SUPAMT88382"
"1",1695854479460,"27/09/2023 22:41:19",1695840079460,-4,"27/09/2023 14:41:19",144339,3,"questionnaire-qxhw",NA,31911791,9437209,NA,"complete","ywmwsc","3WQ3B2KGEEFFAJIBCWX3OL79QNEB15","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"Attention Check 2",2,"In","CDBEAFKGJHI",NA,"LH","1","2","SUPAMT92592"
"1",1695860751611,"28/09/2023 00:25:51",1695846351611,-4,"27/09/2023 16:25:51",144339,3,"questionnaire-qxhw",NA,31914074,9437857,NA,"complete","ouovqv","33NF62TLXP1NY3298YG2ROML7Y4KJJ","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"Attention Check 2",2,"In","DECFBGAHKIJ",NA,"HL","1-0","1","SUPAMT09191"
"1",1695903127043,"28/09/2023 12:12:07",1695888727043,-4,"28/09/2023 04:12:07",144339,3,"questionnaire-qxhw",NA,31919229,9439339,NA,"complete","chzjbm","3C8HJ7UOPDT8O67GBWW4UV2FF4GMZL","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x800","1600x813",NA,NA,0,"Attention Check 2",2,"In","EFDGCHBIAJK",NA,"LH","0-2","3","SUPAMT17915"
"1",1695915837459,"28/09/2023 15:43:57",1695901437459,-4,"28/09/2023 07:43:57",144339,3,"questionnaire-qxhw",NA,31922859,9441136,NA,"complete","sntisv","3VP0C6EFSMV60WN59RZTXX9KA14M6H","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 2",2,"In","FGEHDICJBKA",NA,"HL","1-0","1","SUPAMT68034"
"1",1695921802567,"28/09/2023 17:23:22",1695907402567,-4,"28/09/2023 09:23:22",144339,3,"questionnaire-qxhw",NA,31924525,9441531,NA,"complete","yeomtm","3OLQQLKKNYOKC3AZCC5ZTT9GN5AEJ3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x603",NA,NA,0,"Attention Check 2",2,"In","GHFIEJDKCAB",NA,"LH","0-2","3","SUPAMT72194"
