"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","randomiser.a4zk","Slider_LH.object.2.Value","Random_ID"
"1",1695738749204,"26/09/2023 14:32:29",1695724349204,-4,"26/09/2023 06:32:29",144339,3,"questionnaire-txxf",NA,31873419,9423600,NA,"complete","ldjdhr","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"Life Happiness",2,"In","IJHKGAFBECD",NA,"HL","39","SUPAMT21106"
"1",1695742320246,"26/09/2023 15:32:00",1695727920246,-4,"26/09/2023 07:32:00",144339,3,"questionnaire-txxf",NA,31874478,9423917,NA,"complete","jvufrg","3QUO65DNQ0NF2AYIIPC957C579JUOV","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","JKIAHBGCFDE",NA,"LH","100","SUPAMT62780"
"1",1695746905747,"26/09/2023 16:48:25",1695728905747,-5,"26/09/2023 06:48:25",144339,3,"questionnaire-txxf",NA,31875138,9423966,NA,"complete","lcxvvn","336YQZE831DAHSNR48PO5RVKDS5M5K","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1536x715",NA,NA,0,"Life Happiness",2,"In","KAJBICHDGEF",NA,"HL","78","SUPAMT07312"
"1",1695743902822,"26/09/2023 15:58:22",1695729502822,-4,"26/09/2023 07:58:22",144339,3,"questionnaire-txxf",NA,31875478,9424039,NA,"complete","hqggqg","34Q075JO13CEQWF1EG0E44BQY9Z106","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1350x582",NA,NA,0,"Life Happiness",2,"In","ABKCJDIEHFG",NA,"HL","95","SUPAMT95465"
"1",1695744162612,"26/09/2023 16:02:42",1695729762612,-4,"26/09/2023 08:02:42",144339,3,"questionnaire-txxf",NA,31875581,9424191,NA,"complete","zvdjcf","3ZPBJO59KV0JTR19SHRUBYBG9ONHDZ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1600x900","1600x751",NA,NA,0,"Life Happiness",2,"In","BCADKEJFIGH",NA,"LH","44","SUPAMT97320"
"1",1695748016603,"26/09/2023 17:06:56",1695733616603,-4,"26/09/2023 09:06:56",144339,3,"questionnaire-txxf",NA,31878001,9424911,NA,"complete","tgryou","37UQDCYH63U8UJVJ6T5CQ7STVS87VZ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1600x900","1600x751",NA,NA,0,"Life Happiness",2,"In","DECFBGAHKIJ",NA,"HL","47","SUPAMT14876"
"1",1695748027471,"26/09/2023 17:07:07",1695733627471,-4,"26/09/2023 09:07:07",144339,3,"questionnaire-txxf",NA,31878007,9424816,NA,"complete","zubiog","3L2IS5HSFGHXKPY6HACWQIC0H02UN6","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1600x900","1600x751",NA,NA,0,"Life Happiness",2,"In","CDBEAFKGJHI",NA,"LH","65","SUPAMT52256"
"1",1695748567932,"26/09/2023 17:16:07",1695734167932,-4,"26/09/2023 09:16:07",144339,3,"questionnaire-txxf",NA,31878368,9425080,NA,"complete","hoakte","3NAPMVF0Z2EZXSXHIJL1O2VIYUL72X","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"Life Happiness",2,"In","FGEHDICJBKA",NA,"HL","75","SUPAMT80130"
"1",1695748724847,"26/09/2023 17:18:44",1695734324847,-4,"26/09/2023 09:18:44",144339,3,"questionnaire-txxf",NA,31878450,9425062,NA,"complete","advdkj","3WQ3B2KGEEFFAJIBCWX3OL79PEY1BW","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","EFDGCHBIAJK",NA,"LH","100","SUPAMT37840"
"1",1695750086029,"26/09/2023 17:41:26",1695735686029,-4,"26/09/2023 09:41:26",144339,3,"questionnaire-txxf",NA,31879060,9425325,NA,"complete","kjvwvf","3XM0HYN6NQYGYEDX7PAJQPVSVROEPK","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","GHFIEJDKCAB",NA,"HL","47","SUPAMT21877"
"1",1695752369268,"26/09/2023 18:19:29",1695737969268,-4,"26/09/2023 10:19:29",144339,3,"questionnaire-txxf",NA,31879848,9425531,NA,"complete","jtiljg","39PAAFCODSZVSHSQJW8DV3KBKQYVT0","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1600x900","1600x751",NA,NA,0,"Life Happiness",2,"In","HIGJFKEADBC",NA,"LH","71","SUPAMT61541"
"1",1695752387022,"26/09/2023 18:19:47",1695737987022,-4,"26/09/2023 10:19:47",144339,3,"questionnaire-txxf",NA,31879857,9425567,NA,"complete","umvfhu","33C7UALJVRXW8LK49KDTXJH8H98811","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","IJHKGAFBECD",NA,"LH","100","SUPAMT77733"
"1",1695753339685,"26/09/2023 18:35:39",1695738939685,-4,"26/09/2023 10:35:39",144339,3,"questionnaire-txxf",NA,31880387,9425561,NA,"complete","dxbrrk","3TEM0PF1QBW8IRVDU9K956CZN8X0DU","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"Life Happiness",2,"In","JKIAHBGCFDE",NA,"HL","83","SUPAMT02660"
"1",1695754970322,"26/09/2023 19:02:50",1695740570322,-4,"26/09/2023 11:02:50",144339,3,"questionnaire-txxf",NA,31881226,9426091,NA,"complete","swcbyt","3E337GFOLF7EF7XBX5NFM3B98T2NGG","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","KAJBICHDGEF",NA,"LH","58","SUPAMT25545"
"1",1695777402248,"27/09/2023 01:16:42",1695763002248,-4,"26/09/2023 17:16:42",144339,3,"questionnaire-txxf",NA,31881651,9426275,NA,"complete","rkczlc","3PB5A5BD015PCM5OHY6QQ6PJ8F1G74","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","ABKCJDIEHFG",NA,"HL","99","SUPAMT36750"
"1",1695759580102,"26/09/2023 20:19:40",1695741580102,-5,"26/09/2023 10:19:40",144339,3,"questionnaire-txxf",NA,31881853,9426363,NA,"complete","hrgyvn","3JAOYWH7VO39CX7I7M1QHULXZMCL9S","computer","Desktop or Laptop","Windows 10","Firefox 117.0","1536x864","1355x698",NA,NA,0,"Life Happiness",2,"In","BCADKEJFIGH",NA,"LH","100","SUPAMT76205"
"1",1695757805636,"26/09/2023 19:50:05",1695743405636,-4,"26/09/2023 11:50:05",144339,3,"questionnaire-txxf",NA,31883502,9426787,NA,"complete","jyidxd","3FDJT1UU7A7FR4NOJWC8QE3GOQVK54","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","CDBEAFKGJHI",NA,"HL","100","SUPAMT80780"
"1",1695758617822,"26/09/2023 20:03:37",1695744217822,-4,"26/09/2023 12:03:37",144339,3,"questionnaire-txxf",NA,31883809,9427017,NA,"complete","yqrgbg","3AWETUDC98RMSNHPQHYC22VYXLCZID","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","DECFBGAHKIJ",NA,"HL","43","SUPAMT01522"
"1",1695782621679,"27/09/2023 02:43:41",1695768221679,-4,"26/09/2023 18:43:41",144339,3,"questionnaire-txxf",NA,31884487,9427531,NA,"complete","meizqp","3Z3ZLGNNSOTYOSYFII8C73H5901Q3H","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"Life Happiness",2,"In","FGEHDICJBKA",NA,"LH","89","SUPAMT17673"
"1",1695761103313,"26/09/2023 20:45:03",1695746703313,-4,"26/09/2023 12:45:03",144339,3,"questionnaire-txxf",NA,31884537,9427528,NA,"complete","muncwy","3NXNZ5RS1GWAXCIG3S0GYP3W42P79N","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1280x1024","1280x875",NA,NA,0,"Life Happiness",2,"In","EFDGCHBIAJK",NA,"HL","80","SUPAMT57917"
"1",1695782916686,"27/09/2023 02:48:36",1695768516686,-4,"26/09/2023 18:48:36",144339,3,"questionnaire-txxf",NA,31884623,9427529,NA,"complete","jkszqr","38F71OA9GZV2JPGGAK2XR3MX2PHFM0","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","GHFIEJDKCAB",NA,"LH","53","SUPAMT04615"
"1",1695783254637,"27/09/2023 02:54:14",1695768854637,-4,"26/09/2023 18:54:14",144339,3,"questionnaire-txxf",NA,31884787,9427638,NA,"complete","vieioq","3TXWC2NHN5PWGA28RVYRTGZSRGWS9P","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"Life Happiness",2,"In","HIGJFKEADBC",NA,"LH","54","SUPAMT06775"
"1",1695783653119,"27/09/2023 03:00:53",1695769253119,-4,"26/09/2023 19:00:53",144339,3,"questionnaire-txxf",NA,31884942,9427654,NA,"complete","vckiee","3NVC2EB65WY7XUP19SP6KPK789S3Y7","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"Life Happiness",2,"In","IJHKGAFBECD",NA,"HL","93","SUPAMT81404"
"1",1695785872808,"27/09/2023 03:37:52",1695771472808,-4,"26/09/2023 19:37:52",144339,3,"questionnaire-txxf",NA,31885605,9427823,NA,"complete","lxyocl","3R6BYFZZPDBDD1FKOR462K2V9TAFXT","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"Life Happiness",2,"In","JKIAHBGCFDE",NA,"HL","80","SUPAMT72701"
"1",1695779028267,"27/09/2023 01:43:48",1695764628267,-4,"26/09/2023 17:43:48",144339,3,"questionnaire-txxf",NA,31889429,9429722,NA,"complete","juwuye","3KRVW3HTZTKBNUL2G42WY25CRGFSM2","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","KAJBICHDGEF",NA,"LH","68","SUPAMT82113"
"1",1695798147216,"27/09/2023 07:02:27",1695783747216,-4,"26/09/2023 23:02:27",144339,3,"questionnaire-txxf",NA,31892045,9430432,NA,"complete","tjahde","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1360x768","1360x619",NA,NA,0,"Life Happiness",2,"In","ABKCJDIEHFG",NA,"HL","89","SUPAMT75168"
"1",1695798627005,"27/09/2023 07:10:27",1695784227005,-4,"26/09/2023 23:10:27",144339,3,"questionnaire-txxf",NA,31892136,9430472,NA,"complete","kcbybd","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","BCADKEJFIGH",NA,"LH","44","SUPAMT07437"
"1",1695801969570,"27/09/2023 08:06:09",1695787569570,-4,"27/09/2023 00:06:09",144339,3,"questionnaire-txxf",NA,31892507,9430626,NA,"complete","eaqxde","","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1360x768","1700x773",NA,NA,0,"Life Happiness",2,"In","CDBEAFKGJHI",NA,"HL","71","SUPAMT73370"
"1",1695842156921,"27/09/2023 19:15:56",1695827756921,-4,"27/09/2023 11:15:56",144339,3,"questionnaire-txxf",NA,31899449,9432639,NA,"complete","kkywyd","3BXQMRHWK5XR27D659XWD3N0DGVMUE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","EFDGCHBIAJK",NA,"LH","85","SUPAMT05723"
"1",1695827785985,"27/09/2023 15:16:25",1695813385985,-4,"27/09/2023 07:16:25",144339,3,"questionnaire-txxf",NA,31899473,9432626,NA,"complete","xoiadw","3OSWBBLG1KWGFH1OXL9GEKZAYKKXDZ","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","DECFBGAHKIJ",NA,"LH","94","SUPAMT16300"
"1",1695827861783,"27/09/2023 15:17:41",1695813461783,-4,"27/09/2023 07:17:41",144339,3,"questionnaire-txxf",NA,31899530,9432685,NA,"complete","yftxkc","3JPSL1DZ5YYD5GK8B5V5QH06B3EANR","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","GHFIEJDKCAB",NA,"LH","46","SUPAMT54803"
"1",1695828081307,"27/09/2023 15:21:21",1695813681307,-4,"27/09/2023 07:21:21",144339,3,"questionnaire-txxf",NA,31899797,9432759,NA,"complete","fynptb","3MMN5BL1W5373D0NQP1VQUX003BM36","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x907",NA,NA,0,"Life Happiness",2,"In","HIGJFKEADBC",NA,"HL","52","SUPAMT30004"
"1",1695829421837,"27/09/2023 15:43:41",1695815021837,-4,"27/09/2023 07:43:41",144339,3,"questionnaire-txxf",NA,31900569,9432868,NA,"complete","rsapkw","3H0W84IWBQ11ARTCKHE8VKV7XF0REQ","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"Life Happiness",2,"In","IJHKGAFBECD",NA,"LH","71","SUPAMT08836"
"1",1695830728946,"27/09/2023 16:05:28",1695816328946,-4,"27/09/2023 08:05:28",144339,3,"questionnaire-txxf",NA,31901096,9432718,NA,"complete","gzpprf","3TDXMTX3CHTK4DXEOC115423TLUI6T","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","FGEHDICJBKA",NA,"HL","38","SUPAMT54273"
"1",1695852485957,"27/09/2023 22:08:05",1695838085957,-4,"27/09/2023 14:08:05",144339,3,"questionnaire-txxf",NA,31901163,9433036,NA,"complete","zovvir","36WLNQG7859EUKCNOKSIV5Q3FTYEB1","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"Life Happiness",2,"In","KAJBICHDGEF",NA,"HL","81","SUPAMT16874"
"1",1695831793092,"27/09/2023 16:23:13",1695817393092,-4,"27/09/2023 08:23:13",144339,3,"questionnaire-txxf",NA,31901585,9433140,NA,"complete","dofxgn","3R3YRB5GRL2Q064H867R4CS0JZGAUS","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"Life Happiness",2,"In","BCADKEJFIGH",NA,"HL","49","SUPAMT75167"
"1",1695834593715,"27/09/2023 17:09:53",1695820193715,-4,"27/09/2023 09:09:53",144339,3,"questionnaire-txxf",NA,31902975,9433137,NA,"complete","ohuzza","34V1S5K3GY0RTC4BKIVOSB30AVG96A","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","ABKCJDIEHFG",NA,"LH","51","SUPAMT59092"
"1",1695831895418,"27/09/2023 16:24:55",1695817495418,-4,"27/09/2023 08:24:55",144339,3,"questionnaire-txxf",NA,31901644,9433143,NA,"complete","kozjey","30IQTZXKAQ5MGX0UL9LLZDFR4VL0XJ","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","DECFBGAHKIJ",NA,"HL","64","SUPAMT01454"
"1",1695831952022,"27/09/2023 16:25:52",1695817552022,-4,"27/09/2023 08:25:52",144339,3,"questionnaire-txxf",NA,31901675,9433183,NA,"complete","thlvwj","34PGFRQONUAET3WQXCZ5FZGGU2KWJS","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1280x800","1600x813",NA,NA,0,"Life Happiness",2,"In","EFDGCHBIAJK",NA,"LH","63","SUPAMT00201"
"1",1695832032112,"27/09/2023 16:27:12",1695817632112,-4,"27/09/2023 08:27:12",144339,3,"questionnaire-txxf",NA,31901711,9433144,NA,"complete","wlbrqv","3C6FJU71TWSRWO2KOCL77YA7MQIYUP","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1517x687",NA,NA,0,"Life Happiness",2,"In","CDBEAFKGJHI",NA,"LH","61","SUPAMT43564"
"1",1695832142876,"27/09/2023 16:29:02",1695817742876,-4,"27/09/2023 08:29:02",144339,3,"questionnaire-txxf",NA,31901750,9433215,NA,"complete","lwcomv","37KGEN7NJ9PKV52NG3QUK1UWA4OPPR","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"Life Happiness",2,"In","FGEHDICJBKA",NA,"LH","68","SUPAMT17025"
"1",1695835459192,"27/09/2023 17:24:19",1695821059192,-4,"27/09/2023 09:24:19",144339,3,"questionnaire-txxf",NA,31903678,9433724,NA,"complete","oecrax","3QAVNHZ3ES3NHGHNZSFQDPWH69ZLAN","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","HIGJFKEADBC",NA,"HL","100","SUPAMT32807"
"1",1695839826408,"27/09/2023 18:37:06",1695821826408,-5,"27/09/2023 08:37:06",144339,3,"questionnaire-txxf",NA,31903731,9433728,NA,"complete","eqaxxc","3DI28L7YXGDDHMUVMNZTPTDUTHI1EG","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1707x960","1366x668",NA,NA,0,"Life Happiness",2,"In","IJHKGAFBECD",NA,"LH","81","SUPAMT54694"
"1",1695859923521,"28/09/2023 00:12:03",1695845523521,-4,"27/09/2023 16:12:03",144339,3,"questionnaire-txxf",NA,31904936,9434062,NA,"complete","vtrzju","3MTMREQS41H3SATM36MSM0DX4GBWAZ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","KAJBICHDGEF",NA,"LH","100","SUPAMT94580"
"1",1695840233216,"27/09/2023 18:43:53",1695825833216,-4,"27/09/2023 10:43:53",144339,3,"questionnaire-txxf",NA,31905955,9434671,NA,"complete","bvclts","3DOCMVPBTTDKPZEXK90ACNK6ACUNN9","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","ABKCJDIEHFG",NA,"HL","78","SUPAMT31218"
"1",1695846272147,"27/09/2023 20:24:32",1695828272147,-5,"27/09/2023 10:24:32",144339,3,"questionnaire-txxf",NA,31906760,9435418,NA,"complete","vcjznd","3STRJBFXO2QHC6YEKSU6TU9U5ZIKT9","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"Life Happiness",2,"In","BCADKEJFIGH",NA,"LH","60","SUPAMT45961"
"1",1695843588839,"27/09/2023 19:39:48",1695829188839,-4,"27/09/2023 11:39:48",144339,3,"questionnaire-txxf",NA,31907349,9435771,NA,"complete","pwfnga","3WI0P0II67RWILFCOM3OP2DMX5SDRG","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","CDBEAFKGJHI",NA,"HL","34","SUPAMT52689"
"1",1695867505607,"28/09/2023 02:18:25",1695853105607,-4,"27/09/2023 18:18:25",144339,3,"questionnaire-txxf",NA,31909193,9436505,NA,"complete","xndpbc","32SVAV9L3L861CRYTMBQH3206OS3AD","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","DECFBGAHKIJ",NA,"LH","67","SUPAMT15429"
"1",1695846645639,"27/09/2023 20:30:45",1695832245639,-4,"27/09/2023 12:30:45",144339,3,"questionnaire-txxf",NA,31909542,9436644,NA,"complete","afokxm","3I33IC7ZWL1HGUVFPMXLYTX80AV2A4","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","EFDGCHBIAJK",NA,"HL","100","SUPAMT89542"
"1",1695854444859,"27/09/2023 22:40:44",1695832844859,-6,"27/09/2023 10:40:44",144339,3,"questionnaire-txxf",NA,31909727,9436671,NA,"complete","owokbe","338JKRMM2CYLVKYX870SLX3APTWAHD","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x747",NA,NA,0,"Life Happiness",2,"In","FGEHDICJBKA",NA,"LH","96","SUPAMT87285"
"1",1695869415477,"28/09/2023 02:50:15",1695855015477,-4,"27/09/2023 18:50:15",144339,3,"questionnaire-txxf",NA,31909842,9436753,NA,"complete","lkzkub","3ZWFC4W1U06TG5T8FSYED2G79IQRFN","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","GHFIEJDKCAB",NA,"HL","100","SUPAMT58298"
"1",1695848823497,"27/09/2023 21:07:03",1695834423497,-4,"27/09/2023 13:07:03",144339,3,"questionnaire-txxf",NA,31910225,9436845,NA,"complete","sssjfx","34QN5IT0T5QW1WZMD19TJEYYDOF80Q","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","HIGJFKEADBC",NA,"HL","100","SUPAMT75604"
"1",1695849374773,"27/09/2023 21:16:14",1695834974773,-4,"27/09/2023 13:16:14",144339,3,"questionnaire-txxf",NA,31910406,9436872,NA,"complete","asrbrp","3WMINLGALH2UECNHMFMRA66UC1DACQ","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","JKIAHBGCFDE",NA,"LH","62","SUPAMT21062"
"1",1695856619340,"27/09/2023 23:16:59",1695835019340,-6,"27/09/2023 11:16:59",144339,3,"questionnaire-txxf",NA,31910415,9436854,NA,"complete","dcsayw","3DIP6YHAPIRVSMEGL88843027P58ES","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1440x900","1440x783",NA,NA,0,"Life Happiness",2,"In","IJHKGAFBECD",NA,"LH","-36","SUPAMT58118"
"1",1695849712634,"27/09/2023 21:21:52",1695835312634,-4,"27/09/2023 13:21:52",144339,3,"questionnaire-txxf",NA,31910511,9436888,NA,"complete","wpzitf","3WEV0KO0OSR8J0FP3B3TFCIIJ7WDSP","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1517x687",NA,NA,0,"Life Happiness",2,"In","ABKCJDIEHFG",NA,"HL","60","SUPAMT59156"
