"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","Spreadsheet","Spreadsheet.Name","Spreadsheet.Row","Trial.Number","Screen.Number","Screen.Name","Zone.Name","Zone.Type","Reaction.Time","Reaction.Onset","Response.Type","Response","Attempt","Correct","Incorrect","Dishonest","X.Coordinate","Y.Coordinate","Timed.Out","randomise_blocks","randomise_trials","display","animal","ANSWER","Random_ID"
"3",1718881054870,"20/06/2024 10:57:34",1718881057689,1,"20/06/2024 11:57:37",178265,9,"task-9qxs",NA,38390494,11284290,NA,"complete",NA,"66740843fa0af119bfab98e8","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x695",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHKIJ",NA,"In","Spreadsheet1","Spreadsheet1",2,"",1,"Screen 1","Zone2","response_text_entry",4536,NA,"Enter Key","duck",1,1,0,0,NA,NA,NA,NA,1,"task","i_duck.png","duck","MDPRF52921"
"4",1718881054948,"20/06/2024 10:57:34",1718881057693,1,"20/06/2024 11:57:37",178265,9,"task-9qxs",NA,38390494,11284290,NA,"complete",NA,"66740843fa0af119bfab98e8","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x695",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHKIJ",NA,"In","Spreadsheet1","",NA,"END TASK",NA,"","","",18280,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF52921"
"1",1718881118733,"20/06/2024 10:58:38",1718881118687,1,"20/06/2024 11:58:38",178265,9,"task-9qxs",NA,38390531,11284302,NA,"complete",NA,"6674085a4457cfdf7f5126e0","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x730",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","EFDGCHBIAJK",NA,"In","Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF66122"
"2",1718881127469,"20/06/2024 10:58:47",1718881127370,1,"20/06/2024 11:58:47",178265,9,"task-9qxs",NA,38390531,11284302,NA,"complete",NA,"6674085a4457cfdf7f5126e0","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1519x730",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","EFDGCHBIAJK",NA,"In","Spreadsheet1","Spreadsheet1",2,"",1,"Screen 1","Zone2","response_text_entry",8494.59999996424,NA,"Enter Key","duck",1,1,0,0,NA,NA,NA,NA,1,"task","i_duck.png","duck","MDPRF66122"
"3",1718881130097,"20/06/2024 10:58:50",1718881130083,1,"20/06/2024 11:58:50",178265,9,"task-9qxs",NA,38390531,11284302,NA,"complete",NA,"6674085a4457cfdf7f5126e0","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1519x730",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","EFDGCHBIAJK",NA,"In","Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",2705.30000001192,NA,"Enter Key","snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF66122"
"4",1718881130182,"20/06/2024 10:58:50",1718881130089,1,"20/06/2024 11:58:50",178265,9,"task-9qxs",NA,38390531,11284302,NA,"complete",NA,"6674085a4457cfdf7f5126e0","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1519x730",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","EFDGCHBIAJK",NA,"In","Spreadsheet1","",NA,"END TASK",NA,"","","",11402,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF66122"
"1",1718881600138,"20/06/2024 11:06:40",1718881599140,1,"20/06/2024 12:06:39",178265,9,"task-9qxs",NA,38390860,11284371,NA,"complete",NA,"66740b4b1029fffa6dbb6cc1","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x929",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","FGEHDICJBKA",NA,"In","Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF18638"
"2",1718881606282,"20/06/2024 11:06:46",1718881605338,1,"20/06/2024 12:06:45",178265,9,"task-9qxs",NA,38390860,11284371,NA,"complete",NA,"66740b4b1029fffa6dbb6cc1","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x929",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","FGEHDICJBKA",NA,"In","Spreadsheet1","Spreadsheet1",6,"",1,"Screen 1","Zone2","response_text_entry",6010.5,NA,"Enter Key","elephant",1,1,0,0,NA,NA,NA,NA,1,"task","i_elephant.png","elephant","MDPRF18638"
"3",1718881608070,"20/06/2024 11:06:48",1718881607116,1,"20/06/2024 12:06:47",178265,9,"task-9qxs",NA,38390860,11284371,NA,"complete",NA,"66740b4b1029fffa6dbb6cc1","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x929",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","FGEHDICJBKA",NA,"In","Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",1770.39999999851,NA,"Enter Key","snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF18638"
"4",1718881608125,"20/06/2024 11:06:48",1718881607119,1,"20/06/2024 12:06:47",178265,9,"task-9qxs",NA,38390860,11284371,NA,"complete",NA,"66740b4b1029fffa6dbb6cc1","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x929",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","FGEHDICJBKA",NA,"In","Spreadsheet1","",NA,"END TASK",NA,"","","",7979,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF18638"
"1",1718881737096,"20/06/2024 11:08:57",1718881736981,1,"20/06/2024 12:08:56",178265,9,"task-9qxs",NA,38390941,11284406,NA,"complete",NA,"66740c76cf9d41001af51769","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x673",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCAB",NA,"In","Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF61449"
"2",1718881745738,"20/06/2024 11:09:05",1718881745660,1,"20/06/2024 12:09:05",178265,9,"task-9qxs",NA,38390941,11284406,NA,"complete",NA,"66740c76cf9d41001af51769","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x673",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCAB",NA,"In","Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",8520,NA,"Enter Key","snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF61449"
"3",1718881749390,"20/06/2024 11:09:09",1718881749170,1,"20/06/2024 12:09:09",178265,9,"task-9qxs",NA,38390941,11284406,NA,"complete",NA,"66740c76cf9d41001af51769","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x673",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCAB",NA,"In","Spreadsheet1","Spreadsheet1",5,"",1,"Screen 1","Zone2","response_text_entry",3501.5,NA,"Enter Key","butterfly",1,1,0,0,NA,NA,NA,NA,1,"task","i_butterfly.png","butterfly","MDPRF61449"
"4",1718881749433,"20/06/2024 11:09:09",1718881749175,1,"20/06/2024 12:09:09",178265,9,"task-9qxs",NA,38390941,11284406,NA,"complete",NA,"66740c76cf9d41001af51769","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x673",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCAB",NA,"In","Spreadsheet1","",NA,"END TASK",NA,"","","",12194,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF61449"
"1",1718882037081,"20/06/2024 11:13:57",1718882036983,1,"20/06/2024 12:13:56",178265,9,"task-9qxs",NA,38391185,11284422,NA,"complete",NA,"66740caa47003a88c1be0808","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x706",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","HIGJFKEADBC",NA,"In","Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF91602"
"2",1718882045682,"20/06/2024 11:14:05",1718882045643,1,"20/06/2024 12:14:05",178265,9,"task-9qxs",NA,38391185,11284422,NA,"complete",NA,"66740caa47003a88c1be0808","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x706",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","HIGJFKEADBC",NA,"In","Spreadsheet1","Spreadsheet1",6,"",1,"Screen 1","Zone2","response_text_entry",8496.29999999702,NA,"Enter Key","elephant",1,1,0,0,NA,NA,NA,NA,1,"task","i_elephant.png","elephant","MDPRF91602"
"3",1718882048873,"20/06/2024 11:14:08",1718882048818,1,"20/06/2024 12:14:08",178265,9,"task-9qxs",NA,38391185,11284422,NA,"complete",NA,"66740caa47003a88c1be0808","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x706",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","HIGJFKEADBC",NA,"In","Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",3164.79999999702,NA,"Enter Key","snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF91602"
"4",1718882048942,"20/06/2024 11:14:08",1718882048821,1,"20/06/2024 12:14:08",178265,9,"task-9qxs",NA,38391185,11284422,NA,"complete",NA,"66740caa47003a88c1be0808","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x706",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","HIGJFKEADBC",NA,"In","Spreadsheet1","",NA,"END TASK",NA,"","","",11839,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF91602"
"1",1718882074251,"20/06/2024 11:14:34",1718882074128,1,"20/06/2024 12:14:34",178265,9,"task-9qxs",NA,38391209,11284440,NA,"complete",NA,"66740d52fbe1c267a3ea8785","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x730",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","IJHKGAFBECD",NA,"In","Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF79155"
"2",1718882080786,"20/06/2024 11:14:40",1718882080656,1,"20/06/2024 12:14:40",178265,9,"task-9qxs",NA,38391209,11284440,NA,"complete",NA,"66740d52fbe1c267a3ea8785","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1519x730",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","IJHKGAFBECD",NA,"In","Spreadsheet1","Spreadsheet1",7,"",1,"Screen 1","Zone2","response_text_entry",6307,NA,"Enter Key","sheep",1,1,0,0,NA,NA,NA,NA,1,"task","i_sheep.png","sheep","MDPRF79155"
"3",1718882083688,"20/06/2024 11:14:43",1718882083585,1,"20/06/2024 12:14:43",178265,9,"task-9qxs",NA,38391209,11284440,NA,"complete",NA,"66740d52fbe1c267a3ea8785","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1519x730",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","IJHKGAFBECD",NA,"In","Spreadsheet1","Spreadsheet1",5,"",1,"Screen 1","Zone2","response_text_entry",2921.69999998808,NA,"Enter Key","butterfly",1,1,0,0,NA,NA,NA,NA,1,"task","i_butterfly.png","butterfly","MDPRF79155"
"4",1718882083749,"20/06/2024 11:14:43",1718882083589,1,"20/06/2024 12:14:43",178265,9,"task-9qxs",NA,38391209,11284440,NA,"complete",NA,"66740d52fbe1c267a3ea8785","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1519x730",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","IJHKGAFBECD",NA,"In","Spreadsheet1","",NA,"END TASK",NA,"","","",9461,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF79155"
"1",1718882513887,"20/06/2024 11:21:53",1718882513310,1,"20/06/2024 12:21:53",178265,9,"task-9qxs",NA,38391420,11284495,NA,"complete",NA,"66740e8762222f11ad5f451b","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1064x996",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKIAHBGCFDE",NA,"In","Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF01588"
"2",1718882543215,"20/06/2024 11:22:23",1718882542685,1,"20/06/2024 12:22:22",178265,9,"task-9qxs",NA,38391420,11284495,NA,"complete",NA,"66740e8762222f11ad5f451b","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1064x996",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKIAHBGCFDE",NA,"In","Spreadsheet1","Spreadsheet1",7,"",1,"Screen 1","Zone2","response_text_entry",28881.1000000001,NA,"Enter Key","sheep",1,1,0,0,NA,NA,NA,NA,1,"task","i_sheep.png","sheep","MDPRF01588"
"3",1718882546721,"20/06/2024 11:22:26",1718882546196,1,"20/06/2024 12:22:26",178265,9,"task-9qxs",NA,38391420,11284495,NA,"complete",NA,"66740e8762222f11ad5f451b","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1064x996",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKIAHBGCFDE",NA,"In","Spreadsheet1","Spreadsheet1",5,"",1,"Screen 1","Zone2","response_text_entry",3504.59999999986,NA,"Enter Key","butterfly",1,1,0,0,NA,NA,NA,NA,1,"task","i_butterfly.png","butterfly","MDPRF01588"
"4",1718882546783,"20/06/2024 11:22:26",1718882546198,1,"20/06/2024 12:22:26",178265,9,"task-9qxs",NA,38391420,11284495,NA,"complete",NA,"66740e8762222f11ad5f451b","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1064x996",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKIAHBGCFDE",NA,"In","Spreadsheet1","",NA,"END TASK",NA,"","","",32888,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF01588"
"1",1718882695373,"20/06/2024 11:24:55",1718882695312,1,"20/06/2024 12:24:55",178265,9,"task-9qxs",NA,38391498,11284528,NA,"complete",NA,"6674101512be347a05a0a8ea","computer","Desktop or Laptop","Mac OS 10.14.6","Chrome 94.0.4606.81","1440x900","1440x821",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","BCADKEJFIGH",NA,"In","Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF81666"
"2",1718882702042,"20/06/2024 11:25:02",1718882701981,1,"20/06/2024 12:25:01",178265,9,"task-9qxs",NA,38391498,11284528,NA,"complete",NA,"6674101512be347a05a0a8ea","computer","Desktop or Laptop","Mac OS 10.14.6","Chrome 94.0.4606.81","1440x900","1440x821",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","BCADKEJFIGH",NA,"In","Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",6484.69999999925,NA,"Enter Key","snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF81666"
"3",1718882704824,"20/06/2024 11:25:04",1718882704751,1,"20/06/2024 12:25:04",178265,9,"task-9qxs",NA,38391498,11284528,NA,"complete",NA,"6674101512be347a05a0a8ea","computer","Desktop or Laptop","Mac OS 10.14.6","Chrome 94.0.4606.81","1440x900","1440x821",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","BCADKEJFIGH",NA,"In","Spreadsheet1","Spreadsheet1",5,"",1,"Screen 1","Zone2","response_text_entry",2756.5,NA,"Enter Key","butterfly",1,1,0,0,NA,NA,NA,NA,1,"task","i_butterfly.png","butterfly","MDPRF81666"
"4",1718882704922,"20/06/2024 11:25:04",1718882704757,1,"20/06/2024 12:25:04",178265,9,"task-9qxs",NA,38391498,11284528,NA,"complete",NA,"6674101512be347a05a0a8ea","computer","Desktop or Laptop","Mac OS 10.14.6","Chrome 94.0.4606.81","1440x900","1440x821",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","BCADKEJFIGH",NA,"In","Spreadsheet1","",NA,"END TASK",NA,"","","",9446,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF81666"
"1",1718882790286,"20/06/2024 11:26:30",1718882791012,1,"20/06/2024 12:26:31",178265,9,"task-9qxs",NA,38391550,11284508,NA,"complete",NA,"66740f7c97f7a5dddadd9db6","computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x738",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","KAJBICHDGEF",NA,"In","Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF20104"
"2",1718882799394,"20/06/2024 11:26:39",1718882800148,1,"20/06/2024 12:26:40",178265,9,"task-9qxs",NA,38391550,11284508,NA,"complete",NA,"66740f7c97f7a5dddadd9db6","computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1519x738",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","KAJBICHDGEF",NA,"In","Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",8899.70000004768,NA,"Enter Key","snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF20104"
"3",1718882801491,"20/06/2024 11:26:41",1718882802267,1,"20/06/2024 12:26:42",178265,9,"task-9qxs",NA,38391550,11284508,NA,"complete",NA,"66740f7c97f7a5dddadd9db6","computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1519x738",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","KAJBICHDGEF",NA,"In","Spreadsheet1","Spreadsheet1",3,"",1,"Screen 1","Zone2","response_text_entry",2110.40000009537,NA,"Enter Key","cat",1,1,0,0,NA,NA,NA,NA,1,"task","i_cat.png","cat","MDPRF20104"
"4",1718882801543,"20/06/2024 11:26:41",1718882802271,1,"20/06/2024 12:26:42",178265,9,"task-9qxs",NA,38391550,11284508,NA,"complete",NA,"66740f7c97f7a5dddadd9db6","computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1519x738",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","KAJBICHDGEF",NA,"In","Spreadsheet1","",NA,"END TASK",NA,"","","",11259,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF20104"
"1",1718882835715,"20/06/2024 11:27:15",1718882838447,1,"20/06/2024 12:27:18",178265,9,"task-9qxs",NA,38391582,11284524,NA,"complete",NA,"66740fe0152457ddfb138422","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x776",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","CDBEAFKGJHI",NA,"In","Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF83190"
"2",1718882842503,"20/06/2024 11:27:22",1718882845283,1,"20/06/2024 12:27:25",178265,9,"task-9qxs",NA,38391582,11284524,NA,"complete",NA,"66740fe0152457ddfb138422","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x776",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","CDBEAFKGJHI",NA,"In","Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",6580.80000001192,NA,"Enter Key","snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF83190"
