"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"9",1695420810809,"22/09/2023 22:13:30",1695406410809,-4,"22/09/2023 14:13:30",142342,3,"questionnaire-uu2n",NA,31803795,9406137,NA,"complete","wezxrn","3HUTX6F6V0M6IYPGZ523ZOHDO042OP","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",20404.319,26042.363,26051.9020001907,20404.319,26042.363,26051.9020001907,1,20404.319,5647.58300019074,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT41927"
"10",1695420823508,"22/09/2023 22:13:43",1695406423508,-4,"22/09/2023 14:13:43",142342,3,"questionnaire-uu2n",NA,31803795,9406137,NA,"complete","wezxrn","3HUTX6F6V0M6IYPGZ523ZOHDO042OP","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",12708.5390001907,12696.482,12708.5390001907,12708.5390001907,12696.482,12708.5390001907,1,12708.5390001907,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT41927"
"11",1695420823511,"22/09/2023 22:13:43",1695406423511,-4,"22/09/2023 14:13:43",142342,3,"questionnaire-uu2n",NA,31803795,9406137,NA,"complete","wezxrn","3HUTX6F6V0M6IYPGZ523ZOHDO042OP","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",2104.435,12696.482,12711.239,2104.435,12696.482,12711.239,1,2104.435,10606.804,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT41927"
"12",1695420823511,"22/09/2023 22:13:43",1695406423511,-4,"22/09/2023 14:13:43",142342,3,"questionnaire-uu2n",NA,31803795,9406137,NA,"complete","wezxrn","3HUTX6F6V0M6IYPGZ523ZOHDO042OP","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",4564.081,12696.482,12711.8389999046,4564.081,12696.482,12711.8389999046,1,4564.081,8147.75799990464,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT41927"
"13",1695420823511,"22/09/2023 22:13:43",1695406423511,-4,"22/09/2023 14:13:43",142342,3,"questionnaire-uu2n",NA,31803795,9406137,NA,"complete","wezxrn","3HUTX6F6V0M6IYPGZ523ZOHDO042OP","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","7",6727.183,12696.482,12712.239,6727.183,12696.482,12712.239,1,6727.183,5985.056,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT41927"
"14",1695420823517,"22/09/2023 22:13:43",1695406423517,-4,"22/09/2023 14:13:43",142342,3,"questionnaire-uu2n",NA,31803795,9406137,NA,"complete","wezxrn","3HUTX6F6V0M6IYPGZ523ZOHDO042OP","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT41927"
"1",1695422789164,"22/09/2023 22:46:29",1695408389164,-4,"22/09/2023 14:46:29",142342,3,"questionnaire-uu2n",NA,31804173,9406387,NA,"complete","bnwbrr","3EA3QWIZ4OUQ6B8QKP9UGEUHC5TTIQ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT41436"
"2",1695422810800,"22/09/2023 22:46:50",1695408410800,-4,"22/09/2023 14:46:50",142342,3,"questionnaire-uu2n",NA,31804173,9406387,NA,"complete","bnwbrr","3EA3QWIZ4OUQ6B8QKP9UGEUHC5TTIQ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",21665.8,21649.134,21665.8,21665.8,21649.134,21665.8,1,21665.8,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT41436"
"3",1695422810804,"22/09/2023 22:46:50",1695408410804,-4,"22/09/2023 14:46:50",142342,3,"questionnaire-uu2n",NA,31804173,9406387,NA,"complete","bnwbrr","3EA3QWIZ4OUQ6B8QKP9UGEUHC5TTIQ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",17332.64,21649.134,21665.8,17332.64,21649.134,21665.8,1,17332.64,4333.16,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT41436"
"4",1695422810804,"22/09/2023 22:46:50",1695408410804,-4,"22/09/2023 14:46:50",142342,3,"questionnaire-uu2n",NA,31804173,9406387,NA,"complete","bnwbrr","3EA3QWIZ4OUQ6B8QKP9UGEUHC5TTIQ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","3",18982.574,21649.134,21665.8,18982.574,21649.134,21665.8,1,18982.574,2683.226,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT41436"
"5",1695422810805,"22/09/2023 22:46:50",1695408410805,-4,"22/09/2023 14:46:50",142342,3,"questionnaire-uu2n",NA,31804173,9406387,NA,"complete","bnwbrr","3EA3QWIZ4OUQ6B8QKP9UGEUHC5TTIQ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",20182.526,21649.134,21665.8,20182.526,21649.134,21665.8,1,20182.526,1483.274,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT41436"
"6",1695422818514,"22/09/2023 22:46:58",1695408418514,-4,"22/09/2023 14:46:58",142342,3,"questionnaire-uu2n",NA,31804173,9406387,NA,"complete","bnwbrr","3EA3QWIZ4OUQ6B8QKP9UGEUHC5TTIQ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",7733.024,7716.358,7733.024,7733.024,7716.358,7733.024,1,7733.024,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT41436"
"7",1695422818515,"22/09/2023 22:46:58",1695408418515,-4,"22/09/2023 14:46:58",142342,3,"questionnaire-uu2n",NA,31804173,9406387,NA,"complete","bnwbrr","3EA3QWIZ4OUQ6B8QKP9UGEUHC5TTIQ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",1849.926,7716.358,7733.024,1849.926,7716.358,7733.024,1,1849.926,5883.098,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT41436"
"8",1695422818515,"22/09/2023 22:46:58",1695408418515,-4,"22/09/2023 14:46:58",142342,3,"questionnaire-uu2n",NA,31804173,9406387,NA,"complete","bnwbrr","3EA3QWIZ4OUQ6B8QKP9UGEUHC5TTIQ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","3",4199.832,7716.358,7733.024,4199.832,7716.358,7733.024,1,4199.832,3533.192,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT41436"
"9",1695422818516,"22/09/2023 22:46:58",1695408418516,-4,"22/09/2023 14:46:58",142342,3,"questionnaire-uu2n",NA,31804173,9406387,NA,"complete","bnwbrr","3EA3QWIZ4OUQ6B8QKP9UGEUHC5TTIQ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",5633.108,7716.358,7733.024,5633.108,7716.358,7733.024,1,5633.108,2099.916,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT41436"
"10",1695422831667,"22/09/2023 22:47:11",1695408431667,-4,"22/09/2023 14:47:11",142342,3,"questionnaire-uu2n",NA,31804173,9406387,NA,"complete","bnwbrr","3EA3QWIZ4OUQ6B8QKP9UGEUHC5TTIQ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",13172.396,13166.14,13172.396,13172.396,13166.14,13172.396,1,13172.396,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT41436"
"11",1695422831673,"22/09/2023 22:47:11",1695408431673,-4,"22/09/2023 14:47:11",142342,3,"questionnaire-uu2n",NA,31804173,9406387,NA,"complete","bnwbrr","3EA3QWIZ4OUQ6B8QKP9UGEUHC5TTIQ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",3149.874,13166.14,13177.396,3149.874,13166.14,13177.396,1,3149.874,10027.522,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT41436"
"12",1695422831674,"22/09/2023 22:47:11",1695408431674,-4,"22/09/2023 14:47:11",142342,3,"questionnaire-uu2n",NA,31804173,9406387,NA,"complete","bnwbrr","3EA3QWIZ4OUQ6B8QKP9UGEUHC5TTIQ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","7",6566.404,13166.14,13179.396,6566.404,13166.14,13179.396,1,6566.404,6612.992,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT41436"
"13",1695422831675,"22/09/2023 22:47:11",1695408431675,-4,"22/09/2023 14:47:11",142342,3,"questionnaire-uu2n",NA,31804173,9406387,NA,"complete","bnwbrr","3EA3QWIZ4OUQ6B8QKP9UGEUHC5TTIQ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",9199.632,13166.14,13180.396,9199.632,13166.14,13180.396,1,9199.632,3980.764,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT41436"
"14",1695422831677,"22/09/2023 22:47:11",1695408431677,-4,"22/09/2023 14:47:11",142342,3,"questionnaire-uu2n",NA,31804173,9406387,NA,"complete","bnwbrr","3EA3QWIZ4OUQ6B8QKP9UGEUHC5TTIQ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT41436"
"1",1695448847804,"23/09/2023 06:00:47",1695434447804,-4,"22/09/2023 22:00:47",142342,3,"questionnaire-uu2n",NA,31804920,9406565,NA,"complete","tyduiy","3G5F9DBFOVW5N81VJ2ROHKHN9D2VHN","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT98911"
"2",1695448875565,"23/09/2023 06:01:15",1695434475565,-4,"22/09/2023 22:01:15",142342,3,"questionnaire-uu2n",NA,31804920,9406565,NA,"complete","tyduiy","3G5F9DBFOVW5N81VJ2ROHKHN9D2VHN","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",27777.3400000477,27774.327,27777.3400000477,27777.3400000477,27774.327,27777.3400000477,1,27777.3400000477,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT98911"
"3",1695448875567,"23/09/2023 06:01:15",1695434475567,-4,"22/09/2023 22:01:15",142342,3,"questionnaire-uu2n",NA,31804920,9406565,NA,"complete","tyduiy","3G5F9DBFOVW5N81VJ2ROHKHN9D2VHN","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",7250.76,27774.327,27779.8400000477,7250.76,27774.327,27779.8400000477,1,7250.76,20529.0800000477,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT98911"
"4",1695448875568,"23/09/2023 06:01:15",1695434475568,-4,"22/09/2023 22:01:15",142342,3,"questionnaire-uu2n",NA,31804920,9406565,NA,"complete","tyduiy","3G5F9DBFOVW5N81VJ2ROHKHN9D2VHN","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",14755.71,27774.327,27780.2399999046,14755.71,27774.327,27780.2399999046,1,14755.71,13024.5299999046,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT98911"
"5",1695448875568,"23/09/2023 06:01:15",1695434475568,-4,"22/09/2023 22:01:15",142342,3,"questionnaire-uu2n",NA,31804920,9406565,NA,"complete","tyduiy","3G5F9DBFOVW5N81VJ2ROHKHN9D2VHN","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",21128.849,27774.327,27780.4399999523,21128.849,27774.327,27780.4399999523,1,21128.849,6651.59099995232,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT98911"
"6",1695449064943,"23/09/2023 06:04:24",1695434664943,-4,"22/09/2023 22:04:24",142342,3,"questionnaire-uu2n",NA,31804920,9406565,NA,"complete","tyduiy","3G5F9DBFOVW5N81VJ2ROHKHN9D2VHN","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",189380.813,189351.18,189380.813,189380.813,189351.18,189380.813,1,189380.813,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT98911"
"7",1695449064946,"23/09/2023 06:04:24",1695434664946,-4,"22/09/2023 22:04:24",142342,3,"questionnaire-uu2n",NA,31804920,9406565,NA,"complete","tyduiy","3G5F9DBFOVW5N81VJ2ROHKHN9D2VHN","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",4775.87,189351.18,189382.429,4775.87,189351.18,189382.429,1,4775.87,184606.559,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT98911"
"8",1695449064946,"23/09/2023 06:04:24",1695434664946,-4,"22/09/2023 22:04:24",142342,3,"questionnaire-uu2n",NA,31804920,9406565,NA,"complete","tyduiy","3G5F9DBFOVW5N81VJ2ROHKHN9D2VHN","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",7477.893,189351.18,189382.429,7477.893,189351.18,189382.429,1,7477.893,181904.536,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT98911"
"9",1695449064946,"23/09/2023 06:04:24",1695434664946,-4,"22/09/2023 22:04:24",142342,3,"questionnaire-uu2n",NA,31804920,9406565,NA,"complete","tyduiy","3G5F9DBFOVW5N81VJ2ROHKHN9D2VHN","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",70880.369,189351.18,189382.429,70880.369,189351.18,189382.429,1,70880.369,118502.06,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT98911"
"10",1695449072846,"23/09/2023 06:04:32",1695434672846,-4,"22/09/2023 22:04:32",142342,3,"questionnaire-uu2n",NA,31804920,9406565,NA,"complete","tyduiy","3G5F9DBFOVW5N81VJ2ROHKHN9D2VHN","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",7933.43299995232,7903.383,7933.43299995232,7933.43299995232,7903.383,7933.43299995232,1,7933.43299995232,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT98911"
"11",1695449072847,"23/09/2023 06:04:32",1695434672847,-4,"22/09/2023 22:04:32",142342,3,"questionnaire-uu2n",NA,31804920,9406565,NA,"complete","tyduiy","3G5F9DBFOVW5N81VJ2ROHKHN9D2VHN","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",3329.973,7903.383,7934.33300004769,3329.973,7903.383,7934.33300004769,1,3329.973,4604.36000004769,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT98911"
"12",1695449072848,"23/09/2023 06:04:32",1695434672848,-4,"22/09/2023 22:04:32",142342,3,"questionnaire-uu2n",NA,31804920,9406565,NA,"complete","tyduiy","3G5F9DBFOVW5N81VJ2ROHKHN9D2VHN","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",5039.47099999999,7903.383,7934.63200000001,5039.47099999999,7903.383,7934.63200000001,1,5039.47099999999,2895.16100000002,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT98911"
"13",1695449072848,"23/09/2023 06:04:32",1695434672848,-4,"22/09/2023 22:04:32",142342,3,"questionnaire-uu2n",NA,31804920,9406565,NA,"complete","tyduiy","3G5F9DBFOVW5N81VJ2ROHKHN9D2VHN","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","7",7383.92600000001,7903.383,7934.63200000001,7383.92600000001,7903.383,7934.63200000001,1,7383.92600000001,550.706000000006,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT98911"
"14",1695449072851,"23/09/2023 06:04:32",1695434672851,-4,"22/09/2023 22:04:32",142342,3,"questionnaire-uu2n",NA,31804920,9406565,NA,"complete","tyduiy","3G5F9DBFOVW5N81VJ2ROHKHN9D2VHN","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT98911"
"1",1695455358499,"23/09/2023 07:49:18",1695440958499,-4,"22/09/2023 23:49:18",142342,3,"questionnaire-uu2n",NA,31805822,9406858,NA,"complete","uuylqg","3NVC2EB65WY7XUP19SP6KPK78PYY34","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT40441"
"2",1695455370131,"23/09/2023 07:49:30",1695440970131,-4,"22/09/2023 23:49:30",142342,3,"questionnaire-uu2n",NA,31805822,9406858,NA,"complete","uuylqg","3NVC2EB65WY7XUP19SP6KPK78PYY34","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",11652.162,11641.857,11652.162,11652.162,11641.857,11652.162,1,11652.162,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT40441"
"3",1695455370133,"23/09/2023 07:49:30",1695440970133,-4,"22/09/2023 23:49:30",142342,3,"questionnaire-uu2n",NA,31805822,9406858,NA,"complete","uuylqg","3NVC2EB65WY7XUP19SP6KPK78PYY34","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",3263.842,11641.857,11658.3620000477,3263.842,11641.857,11658.3620000477,1,3263.842,8394.52000004768,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT40441"
"4",1695455370133,"23/09/2023 07:49:30",1695440970133,-4,"22/09/2023 23:49:30",142342,3,"questionnaire-uu2n",NA,31805822,9406858,NA,"complete","uuylqg","3NVC2EB65WY7XUP19SP6KPK78PYY34","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","3",6209.912,11641.857,11658.7619999046,6209.912,11641.857,11658.7619999046,1,6209.912,5448.84999990463,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT40441"
"5",1695455370133,"23/09/2023 07:49:30",1695440970133,-4,"22/09/2023 23:49:30",142342,3,"questionnaire-uu2n",NA,31805822,9406858,NA,"complete","uuylqg","3NVC2EB65WY7XUP19SP6KPK78PYY34","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",8707.359,11641.857,11659.0620000954,8707.359,11641.857,11659.0620000954,1,8707.359,2951.70300009537,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT40441"
"6",1695455387991,"23/09/2023 07:49:47",1695440987991,-4,"22/09/2023 23:49:47",142342,3,"questionnaire-uu2n",NA,31805822,9406858,NA,"complete","uuylqg","3NVC2EB65WY7XUP19SP6KPK78PYY34","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",17875.4049999046,17850.109,17875.4049999046,17875.4049999046,17850.109,17875.4049999046,1,17875.4049999046,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT40441"
"7",1695455387994,"23/09/2023 07:49:47",1695440987994,-4,"22/09/2023 23:49:47",142342,3,"questionnaire-uu2n",NA,31805822,9406858,NA,"complete","uuylqg","3NVC2EB65WY7XUP19SP6KPK78PYY34","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",2884.624,17850.109,17878.1049999523,2884.624,17850.109,17878.1049999523,1,2884.624,14993.4809999523,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT40441"
