"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","Slider_LH.object.2.Value","Random_ID"
"1",1694203161501,"08/09/2023 19:59:21",1694188761501,-4,"08/09/2023 11:59:21",142342,3,"questionnaire-txxf",NA,31593210,9341382,NA,"complete","rlvoid","3B4YI393VFVELPY701YIAB4IHEXSSU","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1920x1080","1920x963",NA,NA,0,"Life Happiness",2,"In","BCADKEJFIGH",NA,"62","SUPAMT85972"
"1",1694207295967,"08/09/2023 21:08:15",1694189295967,-5,"08/09/2023 11:08:15",142342,3,"questionnaire-txxf",NA,31593708,9341405,NA,"complete","ojutlg","3DBQWDE4YCXGZA8RG94OI6KKGVHN5B","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","2048x1152","2048x1002",NA,NA,0,"Life Happiness",2,"In","CDBEAFKGJHI",NA,"36","SUPAMT29232"
"1",1694204034740,"08/09/2023 20:13:54",1694189634740,-4,"08/09/2023 12:13:54",142342,3,"questionnaire-txxf",NA,31593926,9341491,NA,"complete","fbadmi","3MD9PLUKKODE6OSGNXB47ARFHUPZNU","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1536x707",NA,NA,0,"Life Happiness",2,"In","DECFBGAHKIJ",NA,"34","SUPAMT55264"
"1",1694204749141,"08/09/2023 20:25:49",1694190349141,-4,"08/09/2023 12:25:49",142342,3,"questionnaire-txxf",NA,31594303,9341565,NA,"complete","rkeeiv","3WYGZ5XF32EGX6LZVSPGJPD82O1KSW","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","EFDGCHBIAJK",NA,"74","SUPAMT94886"
"1",1694222688549,"09/09/2023 01:24:48",1694208288549,-4,"08/09/2023 17:24:48",142342,3,"questionnaire-txxf",NA,31598835,9342396,NA,"complete","oglqly","3KGTPGBS63K1V39DVRECYU924J8U22","computer","Desktop or Laptop","Windows 10","Firefox 117.0","2176x1224","2176x1110",NA,NA,0,"Life Happiness",2,"In","FGEHDICJBKA",NA,"47","SUPAMT38854"
"1",1694263854409,"09/09/2023 12:50:54",1694249454409,-4,"09/09/2023 04:50:54",142342,3,"questionnaire-txxf",NA,31601283,9343005,NA,"complete","krvanj","3HL8HNGX4B0NC5XMLBYSMHGD25TF9E","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","1366x768","1366x657",NA,NA,0,"Life Happiness",2,"In","GHFIEJDKCAB",NA,"81","SUPAMT37681"
"1",1694378414609,"10/09/2023 20:40:14",1694364014609,-4,"10/09/2023 12:40:14",142342,3,"questionnaire-txxf",NA,31616903,9345571,NA,"complete","ggfqbm","3VFJCI1K45YZU5P3QC4WVNGJ95TGRT","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","HIGJFKEADBC",NA,"66","SUPAMT61059"
"1",1694442771530,"11/09/2023 14:32:51",1694428371530,-4,"11/09/2023 06:32:51",142342,3,"questionnaire-txxf",NA,31623551,9347090,NA,"complete","xtvgwq","3AMW0RGHOJ1KSKQA0OD2GCP179ZNP6","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"Life Happiness",2,"In","IJHKGAFBECD",NA,"46","SUPAMT69479"
"1",1694443285526,"11/09/2023 14:41:25",1694428885526,-4,"11/09/2023 06:41:25",142342,3,"questionnaire-txxf",NA,31623653,9347100,NA,"complete","furujy","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"Life Happiness",2,"In","JKIAHBGCFDE",NA,"60","SUPAMT72992"
"1",1694444500300,"11/09/2023 15:01:40",1694430100300,-4,"11/09/2023 07:01:40",142342,3,"questionnaire-txxf",NA,31624223,9347134,NA,"rejected - time limit reached","","31UV0MXWNWBOL9X0JTRWDYO3UA4I5Z","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1364x768","1515x687",NA,NA,0,"Life Happiness",2,"In","KAJBICHDGEF",NA,"83","SUPAMT35299"
"1",1694445225841,"11/09/2023 15:13:45",1694430825841,-4,"11/09/2023 07:13:45",142342,3,"questionnaire-txxf",NA,31624527,9347225,NA,"rejected - time limit reached","","38BQUHLA92ZWP2T99NLNEXVBU47MOK","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1364x768","1346x602",NA,NA,0,"Life Happiness",2,"In","BCADKEJFIGH",NA,"70","SUPAMT13138"
"1",1694448996620,"11/09/2023 16:16:36",1694430996620,-5,"11/09/2023 06:16:36",142342,3,"questionnaire-txxf",NA,31624632,9347160,NA,"complete","hdreiq","3ZPBJO59KV0JTR19SHRUBYBG95MDHS","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1600x900","1600x751",NA,NA,0,"Life Happiness",2,"In","ABKCJDIEHFG",NA,"52","SUPAMT02681"
"1",1694445713797,"11/09/2023 15:21:53",1694431313797,-4,"11/09/2023 07:21:53",142342,3,"questionnaire-txxf",NA,31624830,9347302,NA,"complete","lckmws","3A0EX8ZRNENC0PTEOL4C28IJWF2BYV","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1600x900","1600x751",NA,NA,0,"Life Happiness",2,"In","CDBEAFKGJHI",NA,"48","SUPAMT13097"
"1",1694446513847,"11/09/2023 15:35:13",1694432113847,-4,"11/09/2023 07:35:13",142342,3,"questionnaire-txxf",NA,31625623,9347546,NA,"complete","cktauf","340UGXU9D40ASU7FJ1YN0Z6D3ZNUVY","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"Life Happiness",2,"In","DECFBGAHKIJ",NA,"100","SUPAMT02924"
"1",1694446915198,"11/09/2023 15:41:55",1694432515198,-4,"11/09/2023 07:41:55",142342,3,"questionnaire-txxf",NA,31625813,9347600,NA,"complete","mjpddr","3QUO65DNQ0NF2AYIIPC957C57Q9UOJ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"Life Happiness",2,"In","EFDGCHBIAJK",NA,"68","SUPAMT59799"
"1",1694451569704,"11/09/2023 16:59:29",1694433569704,-5,"11/09/2023 06:59:29",142342,3,"questionnaire-txxf",NA,31626030,9347681,NA,"complete","nfrksp","3ATPCQ38JE97HFOMI74G7XYDC7EAYE","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1360x768","1360x651",NA,NA,0,"Life Happiness",2,"In","FGEHDICJBKA",NA,"62","SUPAMT72552"
"1",1694449178930,"11/09/2023 16:19:38",1694434778930,-4,"11/09/2023 08:19:38",142342,3,"questionnaire-txxf",NA,31626586,9347855,NA,"complete","gqpfeh","3CPLWGV3MUYZ0XA3JZH5UMPM4VM9NK","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"Life Happiness",2,"In","GHFIEJDKCAB",NA,"36","SUPAMT97544"
"1",1694450757168,"11/09/2023 16:45:57",1694436357168,-4,"11/09/2023 08:45:57",142342,3,"questionnaire-txxf",NA,31627175,9347969,NA,"complete","iydyll","3H8DHMCCWFAAVH2HY2UROQR81LVDKZ","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"Life Happiness",2,"In","IJHKGAFBECD",NA,"85","SUPAMT35426"
"1",1694458629793,"11/09/2023 18:57:09",1694437029793,-6,"11/09/2023 06:57:09",142342,3,"questionnaire-txxf",NA,31627429,9348010,NA,"complete","mtbyez","3YW4XOSQKWKU6IRHCNEYTBZXCP61US","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x651",NA,NA,0,"Life Happiness",2,"In","JKIAHBGCFDE",NA,"98","SUPAMT63935"
"1",1694452130012,"11/09/2023 17:08:50",1694437730012,-4,"11/09/2023 09:08:50",142342,3,"questionnaire-txxf",NA,31627755,9348091,NA,"complete","iosqgt","32XVDSJFP5WIIV44MPNQ7KS8T0QM2V","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","ABKCJDIEHFG",NA,"76","SUPAMT91520"
"1",1694454811358,"11/09/2023 17:53:31",1694440411358,-4,"11/09/2023 09:53:31",142342,3,"questionnaire-txxf",NA,31628832,9348312,NA,"complete","jqbjgv","","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","CDBEAFKGJHI",NA,"55","SUPAMT64111"
"1",1694455288854,"11/09/2023 18:01:28",1694440888854,-4,"11/09/2023 10:01:28",142342,3,"questionnaire-txxf",NA,31629222,9348283,NA,"complete","sfsbxy","31N2WW6R9XP1X38642XIV4DR2C63F6","computer","Desktop or Laptop","Windows 10","Firefox 117.0","1536x864","1536x731",NA,NA,0,"Life Happiness",2,"In","DECFBGAHKIJ",NA,"28","SUPAMT64111"
"1",1694460617023,"11/09/2023 19:30:17",1694446217023,-4,"11/09/2023 11:30:17",142342,3,"questionnaire-txxf",NA,31631766,9348868,NA,"complete","drnnnk","3LYA37P8IWMHGK4XK63LT038XFTBKT","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"Life Happiness",2,"In","EFDGCHBIAJK",NA,"76","SUPAMT59606"
"1",1694461046668,"11/09/2023 19:37:26",1694446646668,-4,"11/09/2023 11:37:26",142342,3,"questionnaire-txxf",NA,31631831,9349015,NA,"complete","ipxphk","3QHK8ZVMISHS0QMF56FM80GNLBCLBB","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1517x687",NA,NA,0,"Life Happiness",2,"In","FGEHDICJBKA",NA,"24","SUPAMT98578"
"1",1694483339670,"12/09/2023 01:48:59",1694468939670,-4,"11/09/2023 17:48:59",142342,3,"questionnaire-txxf",NA,31632006,9349060,NA,"complete","acwbwe","3L4PIM1GQZFZGWA3KIQ22NNNE3MYRG","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1024x768","1024x619",NA,NA,0,"Life Happiness",2,"In","GHFIEJDKCAB",NA,"59","SUPAMT53264"
"1",1694462846916,"11/09/2023 20:07:26",1694448446916,-4,"11/09/2023 12:07:26",142342,3,"questionnaire-txxf",NA,31632223,9349095,NA,"complete","obuidv","3KYQYYSHY16TL8NWWUMKV78HLQ9ODY","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","HIGJFKEADBC",NA,"100","SUPAMT40116"
"1",1694463733411,"11/09/2023 20:22:13",1694449333411,-4,"11/09/2023 12:22:13",142342,3,"questionnaire-txxf",NA,31632451,9349121,NA,"complete","ooxafi","3QJOXOW4XPQADBGKF9IR9L1XQ4HME0","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","IJHKGAFBECD",NA,"59","SUPAMT68498"
"1",1694485844528,"12/09/2023 02:30:44",1694471444528,-4,"11/09/2023 18:30:44",142342,3,"questionnaire-txxf",NA,31632578,9349130,NA,"complete","libawr","3NQL1CS15X7R93RKT2VC3KCQZ8XYV5","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"Life Happiness",2,"In","JKIAHBGCFDE",NA,"71","SUPAMT90577"
"1",1694464930759,"11/09/2023 20:42:10",1694450530759,-4,"11/09/2023 12:42:10",142342,3,"questionnaire-txxf",NA,31632804,9349155,NA,"complete","yifcyo","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1364x768","1364x619",NA,NA,0,"Life Happiness",2,"In","KAJBICHDGEF",NA,"62","SUPAMT70104"
"1",1694487374118,"12/09/2023 02:56:14",1694472974118,-4,"11/09/2023 18:56:14",142342,3,"questionnaire-txxf",NA,31633010,9349279,NA,"complete","xxaglc","3VHHR074H9G5YEJPSP363YUR4AD7LJ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x651",NA,NA,0,"Life Happiness",2,"In","CDBEAFKGJHI",NA,"100","SUPAMT69504"
"1",1694466091126,"11/09/2023 21:01:31",1694451691126,-4,"11/09/2023 13:01:31",142342,3,"questionnaire-txxf",NA,31633099,9349180,NA,"complete","rjdohd","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1364x768","1364x619",NA,NA,0,"Life Happiness",2,"In","DECFBGAHKIJ",NA,"84","SUPAMT77666"
"1",1694466101561,"11/09/2023 21:01:41",1694451701561,-4,"11/09/2023 13:01:41",142342,3,"questionnaire-txxf",NA,31633113,9349167,NA,"complete","metjpq","3M0NZ3JDP7XAGZMAJXFIDTRTSD9Z5Y","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"Life Happiness",2,"In","ABKCJDIEHFG",NA,"88","SUPAMT09587"
"1",1694466498138,"11/09/2023 21:08:18",1694452098138,-4,"11/09/2023 13:08:18",142342,3,"questionnaire-txxf",NA,31633198,9349209,NA,"complete","alidzh","3QL2OFSM9CH1YVH6VJRWWCQUAH6CNN","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"Life Happiness",2,"In","BCADKEJFIGH",NA,"98","SUPAMT31886"
"1",1694488474807,"12/09/2023 03:14:34",1694474074807,-4,"11/09/2023 19:14:34",142342,3,"questionnaire-txxf",NA,31633275,9349322,NA,"complete","mccbgw","3OCHAWUVGUJOTN7YP2V3IXU0H5XXKF","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","EFDGCHBIAJK",NA,"40","SUPAMT40907"
"1",1694467614005,"11/09/2023 21:26:54",1694453214005,-4,"11/09/2023 13:26:54",142342,3,"questionnaire-txxf",NA,31633468,9349396,NA,"complete","vtrxie","3WS1NTTKE4B5GB99LFFZT6FKXCHF04","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","FGEHDICJBKA",NA,"50","SUPAMT37895"
"1",1694468884099,"11/09/2023 21:48:04",1694454484099,-4,"11/09/2023 13:48:04",142342,3,"questionnaire-txxf",NA,31633743,9349473,NA,"complete","cewygc","3PXX5PX6L3XB47VB8FQWZM0CTOLBA7","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","GHFIEJDKCAB",NA,"100","SUPAMT98418"
"1",1695069657280,"18/09/2023 20:40:57",1695051657280,-5,"18/09/2023 10:40:57",142342,3,"questionnaire-txxf",NA,31721900,9376599,NA,"complete","mskdfg","3H7Z272LXD6U4KNPOBXN3KLC44IPL7","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1536x747",NA,NA,0,"Life Happiness",2,"In","HIGJFKEADBC",NA,"90","SUPAMT11088"
"1",1695066526360,"18/09/2023 19:48:46",1695052126360,-4,"18/09/2023 11:48:46",142342,3,"questionnaire-txxf",NA,31722051,9376603,NA,"complete","ajzzwm","3TUI152ZZHM2EPK0VEUTJA28A9PQ1C","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","BCADKEJFIGH",NA,"32","SUPAMT11650"
"1",1695066697104,"18/09/2023 19:51:37",1695052297104,-4,"18/09/2023 11:51:37",142342,3,"questionnaire-txxf",NA,31722117,9376594,NA,"complete","hphknm","3Y4W8Q93L5JOBSWTX68YQZ2PGY7VD1","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"Life Happiness",2,"In","IJHKGAFBECD",NA,"59","SUPAMT58158"
"1",1695066775429,"18/09/2023 19:52:55",1695052375429,-4,"18/09/2023 11:52:55",142342,3,"questionnaire-txxf",NA,31722149,9376661,NA,"complete","aowpig","336KAV9KYWRICCTI5SB11FFF1OKY24","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x651",NA,NA,0,"Life Happiness",2,"In","GHFIEJDKCAB",NA,"69","SUPAMT95242"
"1",1695066848284,"18/09/2023 19:54:08",1695052448284,-4,"18/09/2023 11:54:08",142342,3,"questionnaire-txxf",NA,31722183,9376653,NA,"complete","xxpdpg","3DY4FPOOA7NIC2FYF73IVOJTVZ0RV5","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","FGEHDICJBKA",NA,"68","SUPAMT53772"
"1",1695066868320,"18/09/2023 19:54:28",1695052468320,-4,"18/09/2023 11:54:28",142342,3,"questionnaire-txxf",NA,31722193,9376604,NA,"complete","davaox","3I2PTA7R3ZT4KQ6M3O0BOPY7K2AQKB","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","JKIAHBGCFDE",NA,"74","SUPAMT38095"
"1",1695088627485,"19/09/2023 01:57:07",1695074227485,-4,"18/09/2023 17:57:07",142342,3,"questionnaire-txxf",NA,31722233,9376625,NA,"complete","mysxmv","3QY7M81QHDLUE8177PR5OYHCEPY7KZ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","CDBEAFKGJHI",NA,"61","SUPAMT93290"
"1",1695067099534,"18/09/2023 19:58:19",1695052699534,-4,"18/09/2023 11:58:19",142342,3,"questionnaire-txxf",NA,31722261,9376596,NA,"complete","pqolde","39JEC753700E60QFXADN6TK7VYVVC1","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1364x768","1364x651",NA,NA,0,"Life Happiness",2,"In","HIGJFKEADBC",NA,"78","SUPAMT74611"
"1",1695067544452,"18/09/2023 20:05:44",1695053144452,-4,"18/09/2023 12:05:44",142342,3,"questionnaire-txxf",NA,31722394,9376689,NA,"complete","onpeat","3PQ8K71NH3J6LXQJ21Q04BG6ALCAAG","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","IJHKGAFBECD",NA,"52","SUPAMT32156"
"1",1695071186803,"18/09/2023 21:06:26",1695053186803,-5,"18/09/2023 11:06:26",142342,3,"questionnaire-txxf",NA,31722405,9376698,NA,"complete","ppvtpm","3U84XHCDIICSKGIA5SW881LFSHJZ4Y","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"Life Happiness",2,"In","JKIAHBGCFDE",NA,"91","SUPAMT28961"
"1",1695067867981,"18/09/2023 20:11:07",1695053467981,-4,"18/09/2023 12:11:07",142342,3,"questionnaire-txxf",NA,31722484,9376704,NA,"complete","yeypek","3FIJLY1B60384SDT20UP87GS78JFPF","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","KAJBICHDGEF",NA,"70","SUPAMT73359"
"1",1695067555861,"18/09/2023 20:05:55",1695053155861,-4,"18/09/2023 12:05:55",142342,3,"questionnaire-txxf",NA,31722580,9376721,NA,"complete","dtenyh","3B4YI393VFVELPY701YIAB4IJK8SSJ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","ABKCJDIEHFG",NA,"60","SUPAMT75922"
"1",1695089843609,"19/09/2023 02:17:23",1695075443609,-4,"18/09/2023 18:17:23",142342,3,"questionnaire-txxf",NA,31722585,9376686,NA,"complete","jhxukx","3W92K5RLW0GT7FH0I0QFSNEX3HA5V4","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","CDBEAFKGJHI",NA,"41","SUPAMT98352"
"1",1695069042786,"18/09/2023 20:30:42",1695054642786,-4,"18/09/2023 12:30:42",142342,3,"questionnaire-txxf",NA,31722753,9376725,NA,"complete","btclcz","3C8HJ7UOPDT8O67GBWW4UV2FE81ZMQ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","EFDGCHBIAJK",NA,"75","SUPAMT43489"
"1",1695070100327,"18/09/2023 20:48:20",1695055700327,-4,"18/09/2023 12:48:20",142342,3,"questionnaire-txxf",NA,31723086,9376609,NA,"complete","yeakrc","33CID5710ASNXVI2QD0GQHIBYNGL3A","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","KAJBICHDGEF",NA,"97","SUPAMT41746"
"1",1695068024133,"18/09/2023 20:13:44",1695053624133,-4,"18/09/2023 12:13:44",142342,3,"questionnaire-txxf",NA,31722598,9376734,NA,"complete","lqmkym","3R2UR8A0IGF7JESDNUNWPEB9176XOS","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","BCADKEJFIGH",NA,"67","SUPAMT28707"
"1",1695068871290,"18/09/2023 20:27:51",1695054471290,-4,"18/09/2023 12:27:51",142342,3,"questionnaire-txxf",NA,31722704,9376787,NA,"complete","ulizwd","3TY7ZAOG5LJGWX1NMQ6W9J7P7YLK0G","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"Life Happiness",2,"In","FGEHDICJBKA",NA,"32","SUPAMT73219"
"1",1695069185849,"18/09/2023 20:33:05",1695054785849,-4,"18/09/2023 12:33:05",142342,3,"questionnaire-txxf",NA,31722803,9376802,NA,"rejected - time limit reached","","3IGI0VL64DJ27KE9LO0NRCKBZ76ON1","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","GHFIEJDKCAB",NA,"66","SUPAMT87900"
"1",1695069608780,"18/09/2023 20:40:08",1695055208780,-4,"18/09/2023 12:40:08",142342,3,"questionnaire-txxf",NA,31722935,9376780,NA,"complete","yyuhem","3XXU1SWE8SUAKKS1AZT7F54T1ZY0AD","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"Life Happiness",2,"In","HIGJFKEADBC",NA,"36","SUPAMT71082"
