"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","Rating.Scale.object.6.Anxiety","Rating.Scale.object.6.Anxiety.Quantised","Rating.Scale.object.6.Avoidance","Rating.Scale.object.6.Avoidance.Quantised","Rating.Scale.object.8.Anxiety","Rating.Scale.object.8.Anxiety.Quantised","Rating.Scale.object.8.Avoidance","Rating.Scale.object.8.Avoidance.Quantised","Rating.Scale.object.9.Anxiety","Rating.Scale.object.9.Anxiety.Quantised","Rating.Scale.object.9.Avoidance","Rating.Scale.object.9.Avoidance.Quantised","Rating.Scale.object.11.Anxiety","Rating.Scale.object.11.Anxiety.Quantised","Rating.Scale.object.11.Avoidance","Rating.Scale.object.11.Avoidance.Quantised","Rating.Scale.object.12.Anxiety","Rating.Scale.object.12.Anxiety.Quantised","Rating.Scale.object.12.Avoidance","Rating.Scale.object.12.Avoidance.Quantised","Rating.Scale.object.13.Anxiety","Rating.Scale.object.13.Anxiety.Quantised","Rating.Scale.object.13.Avoidance","Rating.Scale.object.13.Avoidance.Quantised","Rating.Scale.object.14.Anxiety","Rating.Scale.object.14.Anxiety.Quantised","Rating.Scale.object.14.Avoidance","Rating.Scale.object.14.Avoidance.Quantised","Rating.Scale.object.15.Anxiety","Rating.Scale.object.15.Anxiety.Quantised","Rating.Scale.object.15.Avoidance","Rating.Scale.object.15.Avoidance.Quantised","Rating.Scale.object.16.Anxiety","Rating.Scale.object.16.Anxiety.Quantised","Rating.Scale.object.16.Avoidance","Rating.Scale.object.16.Avoidance.Quantised","Rating.Scale.object.17.Anxiety","Rating.Scale.object.17.Anxiety.Quantised","Rating.Scale.object.17.Avoidance","Rating.Scale.object.17.Avoidance.Quantised","Rating.Scale.object.18.Anxiety","Rating.Scale.object.18.Anxiety.Quantised","Rating.Scale.object.18.Avoidance","Rating.Scale.object.18.Avoidance.Quantised","Rating.Scale.object.19.Anxiety","Rating.Scale.object.19.Anxiety.Quantised","Rating.Scale.object.19.Avoidance","Rating.Scale.object.19.Avoidance.Quantised","Rating.Scale.object.20.Anxiety","Rating.Scale.object.20.Anxiety.Quantised","Rating.Scale.object.20.Avoidance","Rating.Scale.object.20.Avoidance.Quantised","Rating.Scale.object.21.Anxiety","Rating.Scale.object.21.Anxiety.Quantised","Rating.Scale.object.21.Avoidance","Rating.Scale.object.21.Avoidance.Quantised","Rating.Scale.object.22.Anxiety","Rating.Scale.object.22.Anxiety.Quantised","Rating.Scale.object.22.Avoidance","Rating.Scale.object.22.Avoidance.Quantised","Rating.Scale.object.23.Anxiety","Rating.Scale.object.23.Anxiety.Quantised","Rating.Scale.object.23.Avoidance","Rating.Scale.object.23.Avoidance.Quantised","Rating.Scale.object.24.Anxiety","Rating.Scale.object.24.Anxiety.Quantised","Rating.Scale.object.24.Avoidance","Rating.Scale.object.24.Avoidance.Quantised","Rating.Scale.object.25.Anxiety","Rating.Scale.object.25.Anxiety.Quantised","Rating.Scale.object.25.Avoidance","Rating.Scale.object.25.Avoidance.Quantised","Rating.Scale.object.26.Anxiety","Rating.Scale.object.26.Anxiety.Quantised","Rating.Scale.object.26.Avoidance","Rating.Scale.object.26.Avoidance.Quantised","Rating.Scale.object.27.Anxiety","Rating.Scale.object.27.Anxiety.Quantised","Rating.Scale.object.27.Avoidance","Rating.Scale.object.27.Avoidance.Quantised","Rating.Scale.object.28.Anxiety","Rating.Scale.object.28.Anxiety.Quantised","Rating.Scale.object.28.Avoidance","Rating.Scale.object.28.Avoidance.Quantised","Rating.Scale.object.29.Anxiety","Rating.Scale.object.29.Anxiety.Quantised","Rating.Scale.object.29.Avoidance","Rating.Scale.object.29.Avoidance.Quantised","Rating.Scale.object.30.Anxiety","Rating.Scale.object.30.Anxiety.Quantised","Rating.Scale.object.30.Avoidance","Rating.Scale.object.30.Avoidance.Quantised","Rating.Scale.object.31.Anxiety","Rating.Scale.object.31.Anxiety.Quantised","Rating.Scale.object.31.Avoidance","Rating.Scale.object.31.Avoidance.Quantised","Random_ID"
"1",1694448140126,"11/09/2023 16:02:20",1694430140126,-5,"11/09/2023 06:02:20",142342,3,"questionnaire-xzz2",NA,31624239,9347160,NA,"complete","hdreiq","3ZPBJO59KV0JTR19SHRUBYBG95MDHS","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1600x900","1600x751",NA,NA,0,"LSAS-SR",4,"In","ABKCJDIEHFG",NA,"2","3","1","2","2","3","1","2","3","4","2","3","3","4","3","4","1","2","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","1","2","2","3","2","3","1","2","2","3","2","3","1","2","2","3","1","2","2","3","1","2","2","3","3","4","2","3","2","3","1","2","3","4","2","3","1","2","2","3","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","SUPAMT02681"
"1",1694444607928,"11/09/2023 15:03:27",1694430207928,-4,"11/09/2023 07:03:27",142342,3,"questionnaire-xzz2",NA,31624268,9347225,NA,"rejected - time limit reached","","38BQUHLA92ZWP2T99NLNEXVBU47MOK","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1364x768","1346x602",NA,NA,0,"LSAS-SR",4,"In","BCADKEJFIGH",NA,"2","3","1","2","2","3","1","2","1","2","1","2","0","1","1","2","0","1","0","1","1","2","1","2","0","1","1","2","1","2","2","3","1","2","0","1","1","2","2","3","1","2","0","1","1","2","2","3","0","1","0","1","1","2","2","3","0","1","0","1","1","2","0","1","0","1","0","1","1","2","1","2","2","3","1","2","0","1","0","1","1","2","0","1","0","1","1","2","0","1","0","1","1","2","0","1","SUPAMT13138"
"1",1694445263018,"11/09/2023 15:14:23",1694430863018,-4,"11/09/2023 07:14:23",142342,3,"questionnaire-xzz2",NA,31624553,9347302,NA,"complete","lckmws","3A0EX8ZRNENC0PTEOL4C28IJWF2BYV","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1600x900","1600x751",NA,NA,0,"LSAS-SR",4,"In","CDBEAFKGJHI",NA,"2","3","3","4","2","3","1","2","2","3","1","2","2","3","1","2","2","3","0","1","1","2","2","3","1","2","0","1","1","2","0","1","1","2","0","1","1","2","0","1","0","1","1","2","0","1","1","2","1","2","0","1","1","2","0","1","2","3","1","2","0","1","1","2","0","1","1","2","0","1","0","1","1","2","0","1","1","2","1","2","0","1","1","2","0","1","1","2","2","3","1","2","0","1","0","1","SUPAMT13097"
"1",1694446272505,"11/09/2023 15:31:12",1694431872505,-4,"11/09/2023 07:31:12",142342,3,"questionnaire-xzz2",NA,31625411,9347546,NA,"complete","cktauf","340UGXU9D40ASU7FJ1YN0Z6D3ZNUVY","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"LSAS-SR",4,"In","DECFBGAHKIJ",NA,"1","2","1","2","2","3","1","2","0","1","1","2","0","1","1","2","0","1","1","2","0","1","1","2","0","1","1","2","0","1","1","2","0","1","1","2","0","1","1","2","1","2","1","2","0","1","1","2","1","2","0","1","1","2","0","1","1","2","0","1","1","2","1","2","0","1","1","2","0","1","1","2","0","1","1","2","0","1","1","2","0","1","1","2","0","1","1","2","0","1","0","1","1","2","1","2","SUPAMT02924"
"1",1694446868629,"11/09/2023 15:41:08",1694432468629,-4,"11/09/2023 07:41:08",142342,3,"questionnaire-xzz2",NA,31625801,9347600,NA,"complete","mjpddr","3QUO65DNQ0NF2AYIIPC957C57Q9UOJ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"LSAS-SR",4,"In","EFDGCHBIAJK",NA,"2","3","1","2","1","2","1","2","1","2","1","2","1","2","2","3","1","2","1","2","1","2","1","2","2","3","1","2","1","2","1","2","2","3","1","2","1","2","2","3","1","2","1","2","1","2","1","2","2","3","1","2","1","2","1","2","1","2","1","2","2","3","1","2","1","2","1","2","2","3","1","2","1","2","2","3","1","2","1","2","1","2","1","2","1","2","2","3","1","2","2","3","1","2","1","2","SUPAMT59799"
"1",1694451664644,"11/09/2023 17:01:04",1694433664644,-5,"11/09/2023 07:01:04",142342,3,"questionnaire-xzz2",NA,31626055,9347681,NA,"complete","nfrksp","3ATPCQ38JE97HFOMI74G7XYDC7EAYE","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1360x768","1360x651",NA,NA,0,"LSAS-SR",4,"In","FGEHDICJBKA",NA,"1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","SUPAMT72552"
"1",1694449845060,"11/09/2023 16:30:45",1694435445060,-4,"11/09/2023 08:30:45",142342,3,"questionnaire-xzz2",NA,31626882,9347855,NA,"complete","gqpfeh","3CPLWGV3MUYZ0XA3JZH5UMPM4VM9NK","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"LSAS-SR",4,"In","GHFIEJDKCAB",NA,"1","2","3","4","0","1","0","1","0","1","2","3","2","3","3","4","2","3","1","2","0","1","0","1","0","1","1","2","0","1","0","1","0","1","0","1","1","2","2","3","1","2","2","3","2","3","3","4","3","4","3","4","2","3","3","4","1","2","1","2","0","1","0","1","0","1","0","1","1","2","2","3","1","2","0","1","0","1","0","1","0","1","1","2","2","3","0","1","0","1","1","2","1","2","0","1","SUPAMT97544"
"1",1694450955390,"11/09/2023 16:49:15",1694436555390,-4,"11/09/2023 08:49:15",142342,3,"questionnaire-xzz2",NA,31627248,9347969,NA,"complete","iydyll","3H8DHMCCWFAAVH2HY2UROQR81LVDKZ","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"LSAS-SR",4,"In","IJHKGAFBECD",NA,"2","3","3","4","2","3","1","2","3","4","3","4","3","4","1","2","1","2","2","3","3","4","1","2","2","3","2","3","1","2","3","4","2","3","2","3","1","2","3","4","3","4","2","3","1","2","3","4","2","3","1","2","1","2","2","3","3","4","3","4","2","3","3","4","1","2","2","3","3","4","2","3","3","4","2","3","2","3","1","2","2","3","3","4","2","3","1","2","1","2","3","4","2","3","3","4","SUPAMT35426"
"1",1694458827493,"11/09/2023 19:00:27",1694437227493,-6,"11/09/2023 07:00:27",142342,3,"questionnaire-xzz2",NA,31627512,9348010,NA,"complete","mtbyez","3YW4XOSQKWKU6IRHCNEYTBZXCP61US","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x651",NA,NA,0,"LSAS-SR",4,"In","JKIAHBGCFDE",NA,"0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","SUPAMT63935"
"1",1694451916243,"11/09/2023 17:05:16",1694437516243,-4,"11/09/2023 09:05:16",142342,3,"questionnaire-xzz2",NA,31627688,9348091,NA,"complete","iosqgt","32XVDSJFP5WIIV44MPNQ7KS8T0QM2V","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"LSAS-SR",4,"In","ABKCJDIEHFG",NA,"1","2","0","1","2","3","1","2","1","2","2","3","0","1","0","1","0","1","0","1","1","2","2","3","2","3","1","2","0","1","0","1","0","1","0","1","2","3","1","2","0","1","0","1","1","2","0","1","0","1","0","1","0","1","1","2","2","3","1","2","1","2","2","3","0","1","1","2","0","1","1","2","0","1","0","1","0","1","2","3","1","2","1","2","2","3","1","2","0","1","0","1","1","2","0","1","SUPAMT91520"
"1",1694454561068,"11/09/2023 17:49:21",1694440161068,-4,"11/09/2023 09:49:21",142342,3,"questionnaire-xzz2",NA,31628690,9348312,NA,"complete","jqbjgv","","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,NA,0,"LSAS-SR",4,"In","CDBEAFKGJHI",NA,"2","3","2","3","3","4","2","3","1","2","2","3","2","3","2","3","3","4","2","3","2","3","2","3","2","3","3","4","2","3","2","3","1","2","1","2","2","3","2","3","2","3","2","3","2","3","2","3","3","4","3","4","2","3","2","3","2","3","2","3","2","3","2","3","1","2","1","2","2","3","2","3","2","3","1","2","2","3","3","4","2","3","1","2","2","3","3","4","2","3","1","2","2","3","2","3","SUPAMT64111"
"1",1694454562790,"11/09/2023 17:49:22",1694440162790,-4,"11/09/2023 09:49:22",142342,3,"questionnaire-xzz2",NA,31628691,9348283,NA,"complete","sfsbxy","31N2WW6R9XP1X38642XIV4DR2C63F6","computer","Desktop or Laptop","Windows 10","Firefox 117.0","1536x864","1536x731",NA,NA,0,"LSAS-SR",4,"In","DECFBGAHKIJ",NA,"1","2","2","3","2","3","2","3","0","1","0","1","0","1","0","1","2","3","1","2","3","4","3","4","2","3","2","3","2","3","3","4","1","2","0","1","3","4","3","4","3","4","3","4","2","3","3","4","0","1","0","1","2","3","1","2","3","4","3","4","3","4","3","4","1","2","0","1","2","3","1","2","2","3","2","3","3","4","2","3","3","4","3","4","0","1","0","1","3","4","3","4","0","1","0","1","SUPAMT64111"
"1",1694460298929,"11/09/2023 19:24:58",1694445898929,-4,"11/09/2023 11:24:58",142342,3,"questionnaire-xzz2",NA,31631668,9348868,NA,"complete","drnnnk","3LYA37P8IWMHGK4XK63LT038XFTBKT","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"LSAS-SR",4,"In","EFDGCHBIAJK",NA,"2","3","1","2","3","4","2","3","1","2","1","2","3","4","2","3","2","3","2","3","1","2","1","2","2","3","2","3","1","2","2","3","2","3","2","3","2","3","3","4","2","3","1","2","2","3","2","3","3","4","3","4","3","4","2","3","2","3","2","3","2","3","2","3","1","2","1","2","1","2","1","2","2","3","2","3","2","3","3","4","1","2","2","3","2","3","2","3","2","3","2","3","2","3","2","3","SUPAMT59606"
"1",1694461151537,"11/09/2023 19:39:11",1694446751537,-4,"11/09/2023 11:39:11",142342,3,"questionnaire-xzz2",NA,31631853,9349015,NA,"complete","ipxphk","3QHK8ZVMISHS0QMF56FM80GNLBCLBB","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1517x687",NA,NA,0,"LSAS-SR",4,"In","FGEHDICJBKA",NA,"2","3","2","3","2","3","1","2","2","3","2","3","1","2","1","2","1","2","1","2","2","3","1","2","2","3","2","3","1","2","2","3","2","3","1","2","2","3","1","2","2","3","1","2","1","2","2","3","1","2","2","3","1","2","1","2","2","3","2","3","1","2","2","3","2","3","2","3","2","3","2","3","1","2","1","2","1","2","2","3","1","2","1","2","1","2","2","3","1","2","2","3","1","2","1","2","SUPAMT98578"
"1",1694463145274,"11/09/2023 20:12:25",1694448745274,-4,"11/09/2023 12:12:25",142342,3,"questionnaire-xzz2",NA,31632294,9349095,NA,"complete","obuidv","3KYQYYSHY16TL8NWWUMKV78HLQ9ODY","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"LSAS-SR",4,"In","HIGJFKEADBC",NA,"2","3","1","2","0","1","1","2","2","3","1","2","0","1","1","2","0","1","1","2","0","1","1","2","2","3","1","2","1","2","1","2","1","2","1","2","1","2","1","2","2","3","1","2","1","2","2","3","1","2","1","2","1","2","2","3","1","2","1","2","1","2","2","3","1","2","2","3","1","2","1","2","2","3","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","SUPAMT40116"
"1",1694464328043,"11/09/2023 20:32:08",1694449928043,-4,"11/09/2023 12:32:08",142342,3,"questionnaire-xzz2",NA,31632605,9349121,NA,"complete","ooxafi","3QJOXOW4XPQADBGKF9IR9L1XQ4HME0","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"LSAS-SR",4,"In","IJHKGAFBECD",NA,"0","1","2","3","1","2","2","3","0","1","1","2","2","3","2","3","1","2","0","1","1","2","1","2","1","2","2","3","2","3","1","2","1","2","1","2","1","2","3","4","1","2","2","3","2","3","2","3","2","3","3","4","0","1","1","2","1","2","0","1","1","2","0","1","2","3","1","2","1","2","1","2","1","2","2","3","2","3","1","2","1","2","2","3","2","3","1","2","1","2","1","2","1","2","2","3","SUPAMT68498"
"1",1694486128102,"12/09/2023 02:35:28",1694471728102,-4,"11/09/2023 18:35:28",142342,3,"questionnaire-xzz2",NA,31632658,9349130,NA,"complete","libawr","3NQL1CS15X7R93RKT2VC3KCQZ8XYV5","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"LSAS-SR",4,"In","JKIAHBGCFDE",NA,"3","4","0","1","3","4","1","2","2","3","2","3","1","2","2","3","2","3","1","2","3","4","0","1","3","4","0","1","3","4","0","1","3","4","0","1","0","1","2","3","1","2","2","3","0","1","3","4","0","1","3","4","1","2","2","3","3","4","0","1","3","4","0","1","2","3","1","2","0","1","3","4","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","3","4","0","1","0","1","3","4","SUPAMT90577"
"1",1694464708004,"11/09/2023 20:38:28",1694450308004,-4,"11/09/2023 12:38:28",142342,3,"questionnaire-xzz2",NA,31632743,9349167,NA,"complete","metjpq","3M0NZ3JDP7XAGZMAJXFIDTRTSD9Z5Y","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"LSAS-SR",4,"In","ABKCJDIEHFG",NA,"2","3","3","4","2","3","2","3","1","2","2","3","2","3","1","2","3","4","3","4","2","3","1","2","2","3","2","3","1","2","3","4","2","3","2","3","1","2","3","4","2","3","3","4","2","3","1","2","1","2","3","4","2","3","2","3","3","4","3","4","2","3","2","3","3","4","1","2","2","3","1","2","1","2","2","3","2","3","3","4","1","2","2","3","1","2","2","3","3","4","2","3","2","3","2","3","SUPAMT09587"
"1",1694464837040,"11/09/2023 20:40:37",1694450437040,-4,"11/09/2023 12:40:37",142342,3,"questionnaire-xzz2",NA,31632771,9349155,NA,"complete","yifcyo","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1364x768","1364x619",NA,NA,0,"LSAS-SR",4,"In","KAJBICHDGEF",NA,"1","2","2","3","1","2","1","2","1","2","1","2","1","2","0","1","1","2","1","2","2","3","2","3","1","2","1","2","1","2","2","3","2","3","1","2","1","2","1","2","1","2","2","3","2","3","1","2","1","2","1","2","2","3","2","3","1","2","0","1","1","2","2","3","1","2","0","1","1","2","1","2","1","2","2","3","1","2","0","1","1","2","2","3","1","2","1","2","1","2","0","1","1","2","1","2","SUPAMT70104"
"1",1694487142932,"12/09/2023 02:52:22",1694472742932,-4,"11/09/2023 18:52:22",142342,3,"questionnaire-xzz2",NA,31632960,9349279,NA,"complete","xxaglc","3VHHR074H9G5YEJPSP363YUR4AD7LJ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x651",NA,NA,0,"LSAS-SR",4,"In","CDBEAFKGJHI",NA,"1","2","1","2","2","3","1","2","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","1","2","2","3","1","2","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","SUPAMT69504"
"1",1694465616224,"11/09/2023 20:53:36",1694451216224,-4,"11/09/2023 12:53:36",142342,3,"questionnaire-xzz2",NA,31632975,9349180,NA,"complete","rjdohd","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1364x768","1364x619",NA,NA,0,"LSAS-SR",4,"In","DECFBGAHKIJ",NA,"2","3","1","2","2","3","1","2","1","2","1","2","3","4","3","4","2","3","1","2","2","3","1","2","1","2","1","2","1","2","1","2","1","2","1","2","2","3","1","2","1","2","1","2","2","3","1","2","3","4","3","4","2","3","2","3","1","2","1","2","2","3","2","3","1","2","1","2","1","2","1","2","2","3","2","3","1","2","2","3","2","3","1","2","2","3","2","3","1","2","2","3","1","2","2","3","SUPAMT77666"
"1",1694487412289,"12/09/2023 02:56:52",1694473012289,-4,"11/09/2023 18:56:52",142342,3,"questionnaire-xzz2",NA,31633018,9349060,NA,"complete","acwbwe","3L4PIM1GQZFZGWA3KIQ22NNNE3MYRG","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1024x768","1024x619",NA,NA,0,"LSAS-SR",4,"In","GHFIEJDKCAB",NA,"2","3","1","2","1","2","0","1","1","2","1","2","0","1","1","2","1","2","1","2","1","2","0","1","1","2","2","3","1","2","0","1","1","2","2","3","1","2","0","1","1","2","0","1","1","2","0","1","1","2","2","3","1","2","0","1","2","3","1","2","1","2","0","1","1","2","2","3","2","3","0","1","1","2","0","1","1","2","0","1","0","1","1","2","1","2","0","1","0","1","1","2","1","2","0","1","SUPAMT53264"
"1",1694466047882,"11/09/2023 21:00:47",1694451647882,-4,"11/09/2023 13:00:47",142342,3,"questionnaire-xzz2",NA,31633093,9349209,NA,"complete","alidzh","3QL2OFSM9CH1YVH6VJRWWCQUAH6CNN","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"LSAS-SR",4,"In","BCADKEJFIGH",NA,"2","3","3","4","2","3","2","3","3","4","2","3","3","4","2","3","2","3","3","4","2","3","3","4","2","3","3","4","2","3","2","3","3","4","2","3","2","3","3","4","2","3","3","4","3","4","2","3","2","3","3","4","2","3","3","4","2","3","2","3","2","3","3","4","2","3","3","4","2","3","3","4","3","4","2","3","2","3","3","4","3","4","2","3","2","3","2","3","3","4","2","3","3","4","2","3","SUPAMT31886"
"1",1694488104511,"12/09/2023 03:08:24",1694473704511,-4,"11/09/2023 19:08:24",142342,3,"questionnaire-xzz2",NA,31633191,9349322,NA,"complete","mccbgw","3OCHAWUVGUJOTN7YP2V3IXU0H5XXKF","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"LSAS-SR",4,"In","EFDGCHBIAJK",NA,"0","1","1","2","0","1","2","3","0","1","2","3","1","2","2","3","1","2","2","3","0","1","2","3","1","2","2","3","1","2","0","1","1","2","1","2","1","2","2","3","1","2","2","3","1","2","1","2","2","3","2","3","1","2","3","4","1","2","0","1","1","2","2","3","2","3","1","2","1","2","0","1","1","2","2","3","2","3","1","2","1","2","2","3","2","3","2","3","0","1","1","2","1","2","1","2","SUPAMT40907"
"1",1694467888635,"11/09/2023 21:31:28",1694453488635,-4,"11/09/2023 13:31:28",142342,3,"questionnaire-xzz2",NA,31633504,9349396,NA,"complete","vtrxie","3WS1NTTKE4B5GB99LFFZT6FKXCHF04","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"LSAS-SR",4,"In","FGEHDICJBKA",NA,"2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","1","2","2","3","2","3","1","2","1","2","2","3","2","3","1","2","1","2","2","3","2","3","1","2","1","2","2","3","2","3","1","2","1","2","2","3","2","3","1","2","1","2","2","3","2","3","1","2","1","2","2","3","2","3","1","2","1","2","2","3","2","3","1","2","2","3","1","2","2","3","1","2","1","2","2","3","2","3","1","2","SUPAMT37895"
"1",1694469025100,"11/09/2023 21:50:25",1694454625100,-4,"11/09/2023 13:50:25",142342,3,"questionnaire-xzz2",NA,31633794,9349473,NA,"complete","cewygc","3PXX5PX6L3XB47VB8FQWZM0CTOLBA7","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"LSAS-SR",4,"In","GHFIEJDKCAB",NA,"1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","1","2","2","3","1","2","2","3","1","2","2","3","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","2","3","1","2","2","3","2","3","1","2","2","3","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","SUPAMT98418"
"1",1695069861214,"18/09/2023 20:44:21",1695051861214,-5,"18/09/2023 10:44:21",142342,3,"questionnaire-xzz2",NA,31721973,9376599,NA,"complete","mskdfg","3H7Z272LXD6U4KNPOBXN3KLC44IPL7","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1536x747",NA,NA,0,"LSAS-SR",4,"In","HIGJFKEADBC",NA,"2","3","1","2","0","1","0","1","0","1","0","1","0","1","0","1","1","2","0","1","2","3","2","3","1","2","0","1","0","1","0","1","0","1","0","1","2","3","1","2","1","2","0","1","1","2","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","1","2","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","1","2","0","1","0","1","0","1","0","1","SUPAMT11088"
"1",1695066333067,"18/09/2023 19:45:33",1695051933067,-4,"18/09/2023 11:45:33",142342,3,"questionnaire-xzz2",NA,31722000,9376603,NA,"complete","ajzzwm","3TUI152ZZHM2EPK0VEUTJA28A9PQ1C","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"LSAS-SR",4,"In","BCADKEJFIGH",NA,"2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","1","2","2","3","1","2","2","3","1","2","2","3","2","3","1","2","1","2","2","3","2","3","1","2","1","2","2","3","2","3","1","2","1","2","2","3","2","3","1","2","1","2","2","3","2","3","1","2","1","2","2","3","2","3","1","2","SUPAMT11650"
"1",1695088345493,"19/09/2023 01:52:25",1695073945493,-4,"18/09/2023 17:52:25",142342,3,"questionnaire-xzz2",NA,31722122,9376625,NA,"complete","mysxmv","3QY7M81QHDLUE8177PR5OYHCEPY7KZ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"LSAS-SR",4,"In","CDBEAFKGJHI",NA,"2","3","1","2","2","3","3","4","2","3","1","2","2","3","2","3","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","2","3","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","1","2","2","3","3","4","2","3","1","2","SUPAMT93290"
