"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","Manipulation..Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","order.ot79","branch.mcuq","Random_ID"
1,1692714630491,"22/08/2023 14:30",1692718230491,1,"22/08/2023 16:30",140895,11,"questionnaire-uu2n",NA,31285458,NA,"complete",NA,"64e4c41dd8b56f00e8cfdf89","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x603",NA,NA,0,"BIQ (Charlotte)",2,"In","Spreadsheet1",NA,NA,NA,NA,NA,NA,5,"BEGIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ABLCKDJEIFHG","","MDPRF82563"
1,1692716336121,"22/08/2023 14:58",1692719936121,1,"22/08/2023 16:58",140895,11,"questionnaire-uu2n",NA,31286173,NA,"complete",NA,"64e4c6f01c8e2c9970bb0330","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1470x956","1470x835",NA,NA,0,"BIQ (Charlotte)",2,"In","Spreadsheet1",NA,NA,NA,NA,NA,NA,5,"BEGIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCADLEKFJGIH","","MDPRF20210"
1,1692987405541,"25/08/2023 18:16",1692991005541,1,"25/08/2023 20:16",140895,11,"questionnaire-uu2n",NA,31366951,NA,"complete",NA,"64e8ec61acf8b08f47c7fbb3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1290x744",NA,NA,0,"BIQ (Charlotte)",2,"In","Spreadsheet1",NA,NA,NA,NA,NA,NA,5,"BEGIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLJAIBHCGDFE","","MDPRF37840"
1,1692986531827,"25/08/2023 18:02",1692990131827,1,"25/08/2023 20:02",140895,11,"questionnaire-uu2n",NA,31366809,NA,"complete",NA,"64e8eb81c2fba210496dbf8c","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1042x711",NA,NA,0,"BIQ (Charlotte)",2,"In","Spreadsheet1",NA,NA,NA,NA,NA,NA,5,"BEGIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IJHKGLFAEBDC","","MDPRF79160"
1,1692986646571,"25/08/2023 18:04",1692990246571,1,"25/08/2023 20:04",140895,11,"questionnaire-uu2n",NA,31366832,NA,"complete",NA,"64e8ebc4f9034e9f4f9b0ce8","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1536x707",NA,NA,0,"BIQ (Charlotte)",2,"In","Spreadsheet1",NA,NA,NA,NA,NA,NA,5,"BEGIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JKILHAGBFCED","","MDPRF57557"
1,1692983400171,"25/08/2023 17:10",1692987000171,1,"25/08/2023 19:10",140895,11,"questionnaire-uu2n",NA,31366222,NA,"complete",NA,"64e8df6c8e442984863e2879","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.203","1536x864","1536x746",NA,NA,0,"BIQ (Charlotte)",2,"In","Spreadsheet1",NA,NA,NA,NA,NA,NA,5,"BEGIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HIGJFKELDACB","","MDPRF13951"
1,1692869966308,"24/08/2023 09:39",1692873566308,1,"24/08/2023 11:39",140895,11,"questionnaire-uu2n",NA,31337520,NA,"complete",NA,"64e72388c50ea4214e1f967d","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1920x1080","1920x955",NA,NA,0,"BIQ (Charlotte)",2,"In","Spreadsheet1",NA,NA,NA,NA,NA,NA,5,"BEGIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CDBEAFLGKHJI","","MDPRF12856"
1,1692874530356,"24/08/2023 10:55",1692878130356,1,"24/08/2023 12:55",140895,11,"questionnaire-uu2n",NA,31338375,NA,"complete",NA,"64e7351dd3605325835b20e5","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1920x1080","1920x923",NA,NA,0,"BIQ (Charlotte)",2,"In","Spreadsheet1",NA,NA,NA,NA,NA,NA,5,"BEGIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DECFBGAHLIKJ","","MDPRF26467"
1,1692875726654,"24/08/2023 11:15",1692879326654,1,"24/08/2023 13:15",140895,11,"questionnaire-uu2n",NA,31338849,NA,"complete",NA,"64e73b372df0672f1f68065b","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1920x924",NA,NA,0,"BIQ (Charlotte)",2,"In","Spreadsheet1",NA,NA,NA,NA,NA,NA,5,"BEGIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EFDGCHBIAJLK","","MDPRF12547"
1,1692886521553,"24/08/2023 14:15",1692890121553,1,"24/08/2023 16:15",140895,11,"questionnaire-uu2n",NA,31344010,NA,"complete",NA,"64e765a0c5ab9947dc7e4b9a","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","2560x1440","2560x1323",NA,NA,0,"BIQ (Charlotte)",2,"In","Spreadsheet1",NA,NA,NA,NA,NA,NA,5,"BEGIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GHFIEJDKCLBA","","MDPRF33361"
1,1692891679016,"24/08/2023 15:41",1692895279016,1,"24/08/2023 17:41",140895,11,"questionnaire-uu2n",NA,31346132,NA,"complete",NA,"64e778d882cf7b155ffc55ff","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x815",NA,NA,0,"BIQ (Charlotte)",2,"In","Spreadsheet1",NA,NA,NA,NA,NA,NA,5,"BEGIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HIGJFKELDACB","","MDPRF71005"
1,1692998356181,"25/08/2023 21:19",1693001956181,1,"25/08/2023 23:19",140895,11,"questionnaire-uu2n",NA,31368728,NA,"complete",NA,"64e91923c219a222500badce","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.4","1680x1050","1680x970",NA,NA,0,"BIQ (Charlotte)",2,"In","Spreadsheet1",NA,NA,NA,NA,NA,NA,5,"BEGIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAKBJCIDHEGF","","MDPRF51078"
1,1693000411601,"25/08/2023 21:53",1693004011601,1,"25/08/2023 23:53",140895,11,"questionnaire-uu2n",NA,31369058,NA,"complete",NA,"64e9208a9d475fd37156b457","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1920x1080","958x913",NA,NA,0,"BIQ (Charlotte)",2,"In","Spreadsheet1",NA,NA,NA,NA,NA,NA,5,"BEGIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ABLCKDJEIFHG","","MDPRF98981"
1,1693303743289,"29/08/2023 10:09",1693307343289,1,"29/08/2023 12:09",140895,11,"questionnaire-uu2n",NA,31400668,NA,"complete",NA,"64edc271e88d62c5288c6a0c","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1920x1080","1417x938",NA,NA,0,"BIQ (Charlotte)",2,"In","Spreadsheet1",NA,NA,NA,NA,NA,NA,5,"BEGIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JKILHAGBFCED","","MDPRF06248"
1,1693311676036,"29/08/2023 12:21",1693315276036,1,"29/08/2023 14:21",140895,11,"questionnaire-uu2n",NA,31403526,NA,"complete",NA,"64ede02c7b1170d446b4f634","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"BIQ (Charlotte)",2,"In","Spreadsheet1",NA,NA,NA,NA,NA,NA,5,"BEGIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAKBJCIDHEGF","","MDPRF87563"
1,1693043499515,"26/08/2023 09:51",1693047099515,1,"26/08/2023 11:51",140895,11,"questionnaire-uu2n",NA,31373690,NA,"complete",NA,"64e9c9c819f6a810c4677508","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x739",NA,NA,0,"BIQ (Charlotte)",2,"In","Spreadsheet1",NA,NA,NA,NA,NA,NA,5,"BEGIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCADLEKFJGIH","","MDPRF61705"
1,1693047386760,"26/08/2023 10:56",1693050986760,1,"26/08/2023 12:56",140895,11,"questionnaire-uu2n",NA,31373994,NA,"complete",NA,"64e9d90f1c7d214f420d3859","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1920x1080","1920x1001",NA,NA,0,"BIQ (Charlotte)",2,"In","Spreadsheet1",NA,NA,NA,NA,NA,NA,5,"BEGIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CDBEAFLGKHJI","","MDPRF47953"
1,1693048331696,"26/08/2023 11:12",1693051931696,1,"26/08/2023 13:12",140895,11,"questionnaire-uu2n",NA,31374053,NA,"complete",NA,"64e9dcecb8096b93e7a4868a","computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1536x774",NA,NA,0,"BIQ (Charlotte)",2,"In","Spreadsheet1",NA,NA,NA,NA,NA,NA,5,"BEGIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DECFBGAHLIKJ","","MDPRF88145"
1,1693077799299,"26/08/2023 19:23",1693081399299,1,"26/08/2023 21:23",140895,11,"questionnaire-uu2n",NA,31378166,NA,"complete",NA,"64ea50d2839f1fb3977888e8","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1200x800","1200x670",NA,NA,0,"BIQ (Charlotte)",2,"In","Spreadsheet1",NA,NA,NA,NA,NA,NA,5,"BEGIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EFDGCHBIAJLK","","MDPRF80130"
1,1693084372249,"26/08/2023 21:12",1693087972249,1,"26/08/2023 23:12",140895,11,"questionnaire-uu2n",NA,31378800,NA,"complete",NA,"64ea6a0d9d6cddb270b45219","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x643",NA,NA,0,"BIQ (Charlotte)",2,"In","Spreadsheet1",NA,NA,NA,NA,NA,NA,5,"BEGIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FGEHDICJBKAL","","MDPRF97792"
1,1693174297533,"27/08/2023 22:11",1693177897533,1,"28/08/2023 00:11",140895,11,"questionnaire-uu2n",NA,31384032,NA,"complete",NA,"64ebc99402fa49fbdc859e88","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1920x1080","1920x955",NA,NA,0,"BIQ (Charlotte)",2,"In","Spreadsheet1",NA,NA,NA,NA,NA,NA,5,"BEGIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GHFIEJDKCLBA","","MDPRF09619"
1,1693244192297,"28/08/2023 17:36",1693247792297,1,"28/08/2023 19:36",140895,11,"questionnaire-uu2n",NA,31393004,NA,"complete",NA,"64ecd9e87f3df9a7d2046281","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"BIQ (Charlotte)",2,"In","Spreadsheet1",NA,NA,NA,NA,NA,NA,5,"BEGIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IJHKGLFAEBDC","","MDPRF96614"
