"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","Consent.Form.object.2.I.have.read.and.understood.the.information.sheet.and.hereby.give.my.consent.to.take.part.in.this.experiment.in.full.knowledge.that.data.is.being.recorded...I.Agree.","Consent.Form.object.2.I.have.read.the.information.above.and.understand.I.can.email.the.researchers.with.any.questions...I.Agree.","Consent.Form.object.2.I.consent.to.the.collection.of.the.following.types.of.research.data..Mental.health.questionnaires.and.performance.on.computerised.tasks...I.Agree.","Consent.Form.object.2.I.understand.that.no.identifiable.personal.information.will.be.collected.and.that.my.data.will.be.stored.securely.and.anonymously...I.Agree.","Consent.Form.object.2.I.understand.that.participation.is.completely.voluntary.and.that.I.can.withdraw.at.any.point.without.giving.any.reason.and.without.any.penalty..simply.by.closing.my.browser...I.Agree.","Consent.Form.object.2.I.understand.that.confidentiality.will.be.strictly.adhered.to.and.it.will.not.be.possible.to.identify.me.in.any.publications.or.presentations...I.Agree.","Consent.Form.object.2.I.understand.the.benefits.of.participating.as.stated.in.the.Information.Sheet..including.the.receipt.of.financial.compensation...I.Agree.","Consent.Form.object.2.I.understand.that.only.fully.anonymised.research.data.from.the.study.will.be.presented..published.or.archived.in.an.open.access.repository..which.might.be.used.for.future.analysis.by.other.researchers.not.connected.with.UCL...I.Agree.","Consent.Form.object.2.I.consent.to.take.part.in.the.study...I.Agree.","Score..Consent","branch.mcuq","Random_ID"
1,1692975471241,"25/08/2023 14:57",1692982671241,2,"25/08/2023 18:57",140895,11,"questionnaire-rew7",NA,31364472,NA,"complete",NA,"64e8c161eda1fc714616b040","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x651",NA,NA,0,"Consent Prolific Pilot",3,"In","BCADLEKFJGIH",1,1,1,1,1,1,1,1,1,18,"","MDPRF12592"
1,1692975573968,"25/08/2023 14:59",1692979173968,1,"25/08/2023 16:59",140895,11,"questionnaire-rew7",NA,31364491,NA,"complete",NA,"64e8c1c8e49d631ba7867880","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x782",NA,NA,0,"Consent Prolific Pilot",3,"In","CDBEAFLGKHJI",1,1,1,1,1,1,1,1,1,18,"","MDPRF17225"
1,1692975752416,"25/08/2023 15:02",1692979352416,1,"25/08/2023 17:02",140895,11,"questionnaire-rew7",NA,31364541,NA,"complete",NA,"64e8c2263246ecbfdac10c37","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","681x626",NA,NA,0,"Consent Prolific Pilot",3,"In","DECFBGAHLIKJ",1,1,1,1,1,1,1,1,1,18,"","MDPRF53463"
1,1692976528605,"25/08/2023 15:15",1692980128605,1,"25/08/2023 17:15",140895,11,"questionnaire-rew7",NA,31364771,NA,"complete",NA,"64e8c55351ef0a949e3a14ef","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1676x943","1676x787",NA,NA,0,"Consent Prolific Pilot",3,"In","FGEHDICJBKAL",1,1,1,1,1,1,1,1,1,18,"","MDPRF34408"
1,1692914899260,"24/08/2023 22:08",1692918499260,1,"25/08/2023 00:08",140895,11,"questionnaire-rew7",NA,31351511,NA,"complete",NA,"64e7d4c167044a4d485741b3","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,NA,0,"Consent Prolific Pilot",3,"In","IJHKGLFAEBDC",1,1,1,1,1,1,1,1,1,18,"","MDPRF78865"
1,1692961871792,"25/08/2023 11:11",1692965471792,1,"25/08/2023 13:11",140895,11,"questionnaire-rew7",NA,31359570,NA,"complete",NA,"64e88c467150c4cc0bb7785a","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1920x1080","1920x963",NA,NA,0,"Consent Prolific Pilot",3,"In","JKILHAGBFCED",1,1,1,1,1,1,1,1,1,18,"","MDPRF65333"
1,1692975107806,"25/08/2023 14:51",1692978707806,1,"25/08/2023 16:51",140895,11,"questionnaire-rew7",NA,31364411,NA,"complete",NA,"64e8bff75233a03e5a5be93f","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x696",NA,NA,0,"Consent Prolific Pilot",3,"In","LAKBJCIDHEGF",1,1,1,1,1,1,1,1,1,18,"","MDPRF62860"
1,1692975283686,"25/08/2023 14:54",1692978883686,1,"25/08/2023 16:54",140895,11,"questionnaire-rew7",NA,31364448,NA,"complete",NA,"64e8c073319f8a645bd79db7","computer","Desktop or Laptop","Windows 10","Edge 116.0.1938.54","1920x1080","1920x947",NA,NA,0,"Consent Prolific Pilot",3,"In","ABLCKDJEIFHG",1,1,1,1,1,1,1,1,1,18,"","MDPRF61122"
1,1692714035479,"22/08/2023 14:20",1692717635479,1,"22/08/2023 16:20",140895,11,"questionnaire-rew7",NA,31285179,NA,"complete",NA,"64e4c41dd8b56f00e8cfdf89","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x603",NA,NA,0,"Consent Prolific Pilot",3,"In","ABLCKDJEIFHG",1,1,1,1,1,1,1,1,1,18,"","MDPRF82563"
1,1692714751999,"22/08/2023 14:32",1692718351999,1,"22/08/2023 16:32",140895,11,"questionnaire-rew7",NA,31285506,NA,"complete",NA,"64e4c6f01c8e2c9970bb0330","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1470x956","1470x835",NA,NA,0,"Consent Prolific Pilot",3,"In","BCADLEKFJGIH",1,1,1,1,1,1,1,1,1,18,"","MDPRF20210"
1,1692986475070,"25/08/2023 18:01",1692990075070,1,"25/08/2023 20:01",140895,11,"questionnaire-rew7",NA,31366793,NA,"complete",NA,"64e8ec61acf8b08f47c7fbb3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1290x744",NA,NA,0,"Consent Prolific Pilot",3,"In","KLJAIBHCGDFE",1,1,1,1,1,1,1,1,1,18,"","MDPRF37840"
1,1692986258910,"25/08/2023 17:57",1692989858910,1,"25/08/2023 19:57",140895,11,"questionnaire-rew7",NA,31366748,NA,"complete",NA,"64e8eb81c2fba210496dbf8c","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1042x711",NA,NA,0,"Consent Prolific Pilot",3,"In","IJHKGLFAEBDC",1,1,1,1,1,1,1,1,1,18,"","MDPRF79160"
1,1692986321934,"25/08/2023 17:58",1692989921934,1,"25/08/2023 19:58",140895,11,"questionnaire-rew7",NA,31366764,NA,"complete",NA,"64e8ebc4f9034e9f4f9b0ce8","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1536x707",NA,NA,0,"Consent Prolific Pilot",3,"In","JKILHAGBFCED",1,1,1,1,1,1,1,1,1,18,"","MDPRF57557"
1,1692983173042,"25/08/2023 17:06",1692986773042,1,"25/08/2023 19:06",140895,11,"questionnaire-rew7",NA,31366193,NA,"complete",NA,"64e8df6c8e442984863e2879","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.203","1536x864","1536x746",NA,NA,0,"Consent Prolific Pilot",3,"In","HIGJFKELDACB",1,1,1,1,1,1,1,1,1,18,"","MDPRF13951"
1,1692869467978,"24/08/2023 09:31",1692873067978,1,"24/08/2023 11:31",140895,11,"questionnaire-rew7",NA,31337411,NA,"complete",NA,"64e72388c50ea4214e1f967d","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1920x1080","1920x955",NA,NA,0,"Consent Prolific Pilot",3,"In","CDBEAFLGKHJI",1,1,1,1,1,1,1,1,1,18,"","MDPRF12856"
1,1692874023448,"24/08/2023 10:47",1692877623448,1,"24/08/2023 12:47",140895,11,"questionnaire-rew7",NA,31338265,NA,"complete",NA,"64e7351dd3605325835b20e5","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1920x1080","1920x923",NA,NA,0,"Consent Prolific Pilot",3,"In","DECFBGAHLIKJ",1,1,1,1,1,1,1,1,1,18,"","MDPRF26467"
