"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.rr6o","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..Emo","Spreadsheet..LHS_Lab","Spreadsheet..RHS_Lab","Spreadsheet..rand","Spreadsheet..Win","Spreadsheet..Win2","Spreadsheet..Win3","Spreadsheet..randF","Manipulation..Spreadsheet","Store..MoneyLow","Store..MoneyHigh","Store..MoneyReward","Store..Loss","Random_ID"
"11",1701886253605,"06/12/2023 18:10:53",1701886253605,0,"06/12/2023 18:10:53",152734,15,"task-4bru",NA,33497083,9909253,NA,"complete",NA,"6570b6970a4f152cb5538b7c","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x923",NA,NA,0,"Rest + Money + Mood rating",33,"In","GHFIEJDKCLBA",NA,"In",3,"Spreadsheet3",1,"Fortunate","Screen 1","2b8v9q",1,"timedOut","",5009.61200004768,5000.294,5009.61200004768,5009.61200004768,5000.294,5009.61200004768,1,5009.61200004768,0,0,NA,"Time Limit","screen",0,"screen","Fortunate","","","",NA,NA,NA,0.25,1,NA,NA,NA,0.25,NA,"MDPRF69845"
"12",1701886256585,"06/12/2023 18:10:56",1701886256585,0,"06/12/2023 18:10:56",152734,15,"task-4bru",NA,33497083,9909253,NA,"complete",NA,"6570b6970a4f152cb5538b7c","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x923",NA,NA,0,"Rest + Money + Mood rating",33,"In","GHFIEJDKCLBA",NA,"In",3,"Spreadsheet3",4,"Rating","Screen 1","poh9ia",1,"continue","",2991.81800004768,2983.549,2991.81800004768,2991.81800004768,2983.549,2991.81800004768,1,2991.81800004768,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",2,NA,NA,NA,NA,NA,NA,NA,0.25,NA,"MDPRF69845"
"13",1701886256586,"06/12/2023 18:10:56",1701886256586,0,"06/12/2023 18:10:56",152734,15,"task-4bru",NA,33497083,9909253,NA,"complete",NA,"6570b6970a4f152cb5538b7c","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x923",NA,NA,0,"Rest + Money + Mood rating",33,"In","GHFIEJDKCLBA",NA,"In",3,"Spreadsheet3",4,"Rating","Screen 1","poh9ia",1,"response","81",2333.285,2983.549,2992.618,2333.285,2983.549,2992.618,1,2333.285,659.332999999999,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",2,NA,NA,NA,NA,NA,NA,NA,0.25,NA,"MDPRF69845"
"14",1701886258401,"06/12/2023 18:10:58",1701886258401,0,"06/12/2023 18:10:58",152734,15,"task-4bru",NA,33497083,9909253,NA,"complete",NA,"6570b6970a4f152cb5538b7c","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x923",NA,NA,0,"Rest + Money + Mood rating",33,"In","GHFIEJDKCLBA",NA,"In",3,"Spreadsheet3",5,"Rating","Screen 1","poh9ia",1,"continue","",1824.66900014305,1816.694,1824.66900014305,1824.66900014305,1816.694,1824.66900014305,1,1824.66900014305,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",2,NA,NA,NA,NA,NA,NA,NA,0.25,NA,"MDPRF69845"
"15",1701886258402,"06/12/2023 18:10:58",1701886258402,0,"06/12/2023 18:10:58",152734,15,"task-4bru",NA,33497083,9909253,NA,"complete",NA,"6570b6970a4f152cb5538b7c","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x923",NA,NA,0,"Rest + Money + Mood rating",33,"In","GHFIEJDKCLBA",NA,"In",3,"Spreadsheet3",5,"Rating","Screen 1","poh9ia",1,"response","6",1149.804,1816.694,1825.86899995232,1149.804,1816.694,1825.86899995232,1,1149.804,676.064999952316,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",2,NA,NA,NA,NA,NA,NA,NA,0.25,NA,"MDPRF69845"
"16",1701886261003,"06/12/2023 18:11:01",1701886261003,0,"06/12/2023 18:11:01",152734,15,"task-4bru",NA,33497083,9909253,NA,"complete",NA,"6570b6970a4f152cb5538b7c","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x923",NA,NA,0,"Rest + Money + Mood rating",33,"In","GHFIEJDKCLBA",NA,"In",3,"Spreadsheet3",6,"Rating","Screen 1","poh9ia",1,"continue","",2609.27500009537,2599.957,2609.27500009537,2609.27500009537,2599.957,2609.27500009537,1,2609.27500009537,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",2,NA,NA,NA,NA,NA,NA,NA,0.25,NA,"MDPRF69845"
"17",1701886261010,"06/12/2023 18:11:01",1701886261010,0,"06/12/2023 18:11:01",152734,15,"task-4bru",NA,33497083,9909253,NA,"complete",NA,"6570b6970a4f152cb5538b7c","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x923",NA,NA,0,"Rest + Money + Mood rating",33,"In","GHFIEJDKCLBA",NA,"In",3,"Spreadsheet3",6,"Rating","Screen 1","poh9ia",1,"response","31",1799.814,2599.957,2616.56800000001,1799.814,2599.957,2616.56800000001,1,1799.814,816.754000000008,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",2,NA,NA,NA,NA,NA,NA,NA,0.25,NA,"MDPRF69845"
"18",1701886291962,"06/12/2023 18:11:31",1701886291962,0,"06/12/2023 18:11:31",152734,15,"task-4bru",NA,33497083,9909253,NA,"complete",NA,"6570b6970a4f152cb5538b7c","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x923",NA,NA,0,"Rest + Money + Mood rating",33,"In","GHFIEJDKCLBA",NA,"In",3,"Spreadsheet3",1,"Rest","Screen 1","6pwktf",1,"continue","",30967.141,30967.141,30967.141,30967.141,30967.141,30967.141,1,30967.141,0,0,NA,"Fixation Timing","Fixation",1,"object-46","Rest","","","",NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,"MDPRF69845"
"19",1701886295793,"06/12/2023 18:11:35",1701886295793,0,"06/12/2023 18:11:35",152734,15,"task-4bru",NA,33497083,9909253,NA,"complete",NA,"6570b6970a4f152cb5538b7c","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x923",NA,NA,0,"Rest + Money + Mood rating",33,"In","GHFIEJDKCLBA",NA,"In",3,"Spreadsheet3",7,"Rating","Screen 1","poh9ia",1,"continue","",3832.47700004769,3816.731,3832.47700004769,3832.47700004769,3816.731,3832.47700004769,1,3832.47700004769,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",3,NA,NA,NA,NA,NA,NA,NA,0.25,NA,"MDPRF69845"
"20",1701886295794,"06/12/2023 18:11:35",1701886295794,0,"06/12/2023 18:11:35",152734,15,"task-4bru",NA,33497083,9909253,NA,"complete",NA,"6570b6970a4f152cb5538b7c","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x923",NA,NA,0,"Rest + Money + Mood rating",33,"In","GHFIEJDKCLBA",NA,"In",3,"Spreadsheet3",7,"Rating","Screen 1","poh9ia",1,"response","12",2966.46000000001,3816.731,3833.17700009537,2966.46000000001,3816.731,3833.17700009537,1,2966.46000000001,866.717000095363,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",3,NA,NA,NA,NA,NA,NA,NA,0.25,NA,"MDPRF69845"
"21",1701886298189,"06/12/2023 18:11:38",1701886298189,0,"06/12/2023 18:11:38",152734,15,"task-4bru",NA,33497083,9909253,NA,"complete",NA,"6570b6970a4f152cb5538b7c","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x923",NA,NA,0,"Rest + Money + Mood rating",33,"In","GHFIEJDKCLBA",NA,"In",3,"Spreadsheet3",8,"Rating","Screen 1","poh9ia",1,"continue","",2411.74600004769,2399.992,2411.74600004769,2411.74600004769,2399.992,2411.74600004769,1,2411.74600004769,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",3,NA,NA,NA,NA,NA,NA,NA,0.25,NA,"MDPRF69845"
"22",1701886298190,"06/12/2023 18:11:38",1701886298190,0,"06/12/2023 18:11:38",152734,15,"task-4bru",NA,33497083,9909253,NA,"complete",NA,"6570b6970a4f152cb5538b7c","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x923",NA,NA,0,"Rest + Money + Mood rating",33,"In","GHFIEJDKCLBA",NA,"In",3,"Spreadsheet3",8,"Rating","Screen 1","poh9ia",1,"response","56",1683.16500000001,2399.992,2412.44600009537,1683.16500000001,2399.992,2412.44600009537,1,1683.16500000001,729.281000095361,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",3,NA,NA,NA,NA,NA,NA,NA,0.25,NA,"MDPRF69845"
"23",1701886300337,"06/12/2023 18:11:40",1701886300337,0,"06/12/2023 18:11:40",152734,15,"task-4bru",NA,33497083,9909253,NA,"complete",NA,"6570b6970a4f152cb5538b7c","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x923",NA,NA,0,"Rest + Money + Mood rating",33,"In","GHFIEJDKCLBA",NA,"In",3,"Spreadsheet3",9,"Rating","Screen 1","poh9ia",1,"continue","",2159.75400004769,2150.193,2159.75400004769,2159.75400004769,2150.193,2159.75400004769,1,2159.75400004769,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",3,NA,NA,NA,NA,NA,NA,NA,0.25,NA,"MDPRF69845"
"24",1701886300338,"06/12/2023 18:11:40",1701886300338,0,"06/12/2023 18:11:40",152734,15,"task-4bru",NA,33497083,9909253,NA,"complete",NA,"6570b6970a4f152cb5538b7c","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x923",NA,NA,0,"Rest + Money + Mood rating",33,"In","GHFIEJDKCLBA",NA,"In",3,"Spreadsheet3",9,"Rating","Screen 1","poh9ia",1,"response","75",1599.883,2150.193,2160.65400014305,1599.883,2150.193,2160.65400014305,1,1599.883,560.771000143053,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",3,NA,NA,NA,NA,NA,NA,NA,0.25,NA,"MDPRF69845"
