"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.rr6o","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..Emo","Spreadsheet..LHS_Lab","Spreadsheet..RHS_Lab","Spreadsheet..rand","Spreadsheet..Win","Spreadsheet..Win2","Spreadsheet..Win3","Spreadsheet..randF","Manipulation..Spreadsheet","Store..MoneyLow","Store..MoneyHigh","Store..MoneyReward","Store..Loss","Random_ID"
"12",1701885495503,"06/12/2023 17:58:15",1701885495503,0,"06/12/2023 17:58:15",152734,15,"task-wo7e",NA,33496491,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"Rest + Money + Mood rating",33,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet5",4,"Rating","Screen 1","poh9ia",1,"continue","",2900.146,2883.48,2900.146,2900.146,2883.48,2900.146,1,2900.146,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",2,NA,NA,NA,NA,NA,0.07,NA,NA,NA,"MDPRF82002"
"13",1701885495504,"06/12/2023 17:58:15",1701885495504,0,"06/12/2023 17:58:15",152734,15,"task-wo7e",NA,33496491,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"Rest + Money + Mood rating",33,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet5",4,"Rating","Screen 1","poh9ia",1,"response","24",2166.58,2883.48,2900.146,2166.58,2883.48,2900.146,1,2166.58,733.565999999995,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",2,NA,NA,NA,NA,NA,0.07,NA,NA,NA,"MDPRF82002"
"14",1701885497488,"06/12/2023 17:58:17",1701885497488,0,"06/12/2023 17:58:17",152734,15,"task-wo7e",NA,33496491,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"Rest + Money + Mood rating",33,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet5",5,"Rating","Screen 1","poh9ia",1,"continue","",2003.60699999404,1999.92,2003.60699999404,2003.60699999404,1999.92,2003.60699999404,1,2003.60699999404,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",2,NA,NA,NA,NA,NA,0.07,NA,NA,NA,"MDPRF82002"
"15",1701885497489,"06/12/2023 17:58:17",1701885497489,0,"06/12/2023 17:58:17",152734,15,"task-wo7e",NA,33496491,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"Rest + Money + Mood rating",33,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet5",5,"Rating","Screen 1","poh9ia",1,"response","63",1349.946,1999.92,2004.40700000596,1349.946,1999.92,2004.40700000596,1,1349.946,654.461000005962,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",2,NA,NA,NA,NA,NA,0.07,NA,NA,NA,"MDPRF82002"
"16",1701885499516,"06/12/2023 17:58:19",1701885499516,0,"06/12/2023 17:58:19",152734,15,"task-wo7e",NA,33496491,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"Rest + Money + Mood rating",33,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet5",6,"Rating","Screen 1","poh9ia",1,"continue","",2032.087,2016.586,2032.087,2032.087,2016.586,2032.087,1,2032.087,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",2,NA,NA,NA,NA,NA,0.07,NA,NA,NA,"MDPRF82002"
"17",1701885499517,"06/12/2023 17:58:19",1701885499517,0,"06/12/2023 17:58:19",152734,15,"task-wo7e",NA,33496491,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"Rest + Money + Mood rating",33,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet5",6,"Rating","Screen 1","poh9ia",1,"response","36",1399.944,2016.586,2032.68699999404,1399.944,2016.586,2032.68699999404,1,1399.944,632.74299999404,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",2,NA,NA,NA,NA,NA,0.07,NA,NA,NA,"MDPRF82002"
"18",1701885530470,"06/12/2023 17:58:50",1701885530470,0,"06/12/2023 17:58:50",152734,15,"task-wo7e",NA,33496491,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"Rest + Money + Mood rating",33,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet5",1,"RestL","Screen 1","sy8yuu",1,"continue","",30966.216,30966.216,30966.216,30966.216,30966.216,30966.216,1,30966.216,0,0,NA,"Fixation Timing","Fixation",1,"object-21","RestL","","","",NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,"MDPRF82002"
"19",1701885533340,"06/12/2023 17:58:53",1701885533340,0,"06/12/2023 17:58:53",152734,15,"task-wo7e",NA,33496491,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"Rest + Money + Mood rating",33,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet5",7,"Rating","Screen 1","poh9ia",1,"continue","",2872.285,2866.552,2872.285,2872.285,2866.552,2872.285,1,2872.285,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",3,NA,NA,NA,NA,NA,0.07,NA,NA,NA,"MDPRF82002"
"20",1701885533341,"06/12/2023 17:58:53",1701885533341,0,"06/12/2023 17:58:53",152734,15,"task-wo7e",NA,33496491,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"Rest + Money + Mood rating",33,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet5",7,"Rating","Screen 1","poh9ia",1,"response","61",2116.582,2866.552,2872.68500000596,2116.582,2866.552,2872.68500000596,1,2116.582,756.103000005962,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",3,NA,NA,NA,NA,NA,0.07,NA,NA,NA,"MDPRF82002"
"21",1701885535396,"06/12/2023 17:58:55",1701885535396,0,"06/12/2023 17:58:55",152734,15,"task-wo7e",NA,33496491,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"Rest + Money + Mood rating",33,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet5",8,"Rating","Screen 1","poh9ia",1,"continue","",2061.83299999404,2050.18,2061.83299999404,2061.83299999404,2050.18,2061.83299999404,1,2061.83299999404,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",3,NA,NA,NA,NA,NA,0.07,NA,NA,NA,"MDPRF82002"
"22",1701885535397,"06/12/2023 17:58:55",1701885535397,0,"06/12/2023 17:58:55",152734,15,"task-wo7e",NA,33496491,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"Rest + Money + Mood rating",33,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet5",8,"Rating","Screen 1","poh9ia",1,"response","30",1349.946,2050.18,2062.03300001192,1349.946,2050.18,2062.03300001192,1,1349.946,712.087000011918,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",3,NA,NA,NA,NA,NA,0.07,NA,NA,NA,"MDPRF82002"
"23",1701885537765,"06/12/2023 17:58:57",1701885537765,0,"06/12/2023 17:58:57",152734,15,"task-wo7e",NA,33496491,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"Rest + Money + Mood rating",33,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet5",9,"Rating","Screen 1","poh9ia",1,"continue","",2379.85300001192,2366.572,2379.85300001192,2379.85300001192,2366.572,2379.85300001192,1,2379.85300001192,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",3,NA,NA,NA,NA,NA,0.07,NA,NA,NA,"MDPRF82002"
"24",1701885537766,"06/12/2023 17:58:57",1701885537766,0,"06/12/2023 17:58:57",152734,15,"task-wo7e",NA,33496491,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"Rest + Money + Mood rating",33,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet5",9,"Rating","Screen 1","poh9ia",1,"response","38",1649.93399999999,2366.572,2380.65299999404,1649.93399999999,2366.572,2380.65299999404,1,1649.93399999999,730.718999994046,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",3,NA,NA,NA,NA,NA,0.07,NA,NA,NA,"MDPRF82002"
"25",1701885568720,"06/12/2023 17:59:28",1701885568720,0,"06/12/2023 17:59:28",152734,15,"task-wo7e",NA,33496491,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"Rest + Money + Mood rating",33,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet5",2,"RestL","Screen 1","sy8yuu",1,"continue","",30966.216,30966.216,30966.216,30966.216,30966.216,30966.216,1,30966.216,0,0,NA,"Fixation Timing","Fixation",1,"object-21","RestL","","","",NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,"MDPRF82002"
"26",1701885571581,"06/12/2023 17:59:31",1701885571581,0,"06/12/2023 17:59:31",152734,15,"task-wo7e",NA,33496491,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"Rest + Money + Mood rating",33,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet5",10,"Rating","Screen 1","poh9ia",1,"continue","",2862.56500001192,2849.886,2862.56500001192,2862.56500001192,2849.886,2862.56500001192,1,2862.56500001192,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",4,NA,NA,NA,NA,NA,0.07,NA,NA,NA,"MDPRF82002"
"27",1701885571582,"06/12/2023 17:59:31",1701885571582,0,"06/12/2023 17:59:31",152734,15,"task-wo7e",NA,33496491,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"Rest + Money + Mood rating",33,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet5",10,"Rating","Screen 1","poh9ia",1,"response","58",1766.596,2849.886,2863.06500001192,1766.596,2849.886,2863.06500001192,1,1766.596,1096.46900001192,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",4,NA,NA,NA,NA,NA,0.07,NA,NA,NA,"MDPRF82002"
"28",1701885573552,"06/12/2023 17:59:33",1701885573552,0,"06/12/2023 17:59:33",152734,15,"task-wo7e",NA,33496491,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"Rest + Money + Mood rating",33,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet5",11,"Rating","Screen 1","poh9ia",1,"continue","",1983.254,1966.588,1983.254,1983.254,1966.588,1983.254,1,1983.254,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",4,NA,NA,NA,NA,NA,0.07,NA,NA,NA,"MDPRF82002"
"29",1701885573553,"06/12/2023 17:59:33",1701885573553,0,"06/12/2023 17:59:33",152734,15,"task-wo7e",NA,33496491,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"Rest + Money + Mood rating",33,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet5",11,"Rating","Screen 1","poh9ia",1,"response","33",866.631999999998,1966.588,1983.254,866.631999999998,1966.588,1983.254,1,866.631999999998,1116.622,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",4,NA,NA,NA,NA,NA,0.07,NA,NA,NA,"MDPRF82002"
"30",1701885575374,"06/12/2023 17:59:35",1701885575374,0,"06/12/2023 17:59:35",152734,15,"task-wo7e",NA,33496491,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"Rest + Money + Mood rating",33,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet5",12,"Rating","Screen 1","poh9ia",1,"continue","",1838.39099999404,1833.522,1838.39099999404,1838.39099999404,1833.522,1838.39099999404,1,1838.39099999404,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",4,NA,NA,NA,NA,NA,0.07,NA,NA,NA,"MDPRF82002"
"31",1701885575374,"06/12/2023 17:59:35",1701885575374,0,"06/12/2023 17:59:35",152734,15,"task-wo7e",NA,33496491,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"Rest + Money + Mood rating",33,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet5",12,"Rating","Screen 1","poh9ia",1,"response","78",1116.622,1833.522,1839.09100001192,1116.622,1833.522,1839.09100001192,1,1116.622,722.469000011915,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",4,NA,NA,NA,NA,NA,0.07,NA,NA,NA,"MDPRF82002"
"32",1701885606339,"06/12/2023 18:00:06",1701885606339,0,"06/12/2023 18:00:06",152734,15,"task-wo7e",NA,33496491,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"Rest + Money + Mood rating",33,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet5",3,"RestL","Screen 1","sy8yuu",1,"continue","",30966.216,30966.216,30966.216,30966.216,30966.216,30966.216,1,30966.216,0,0,NA,"Fixation Timing","Fixation",1,"object-21","RestL","","","",NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,"MDPRF82002"
"33",1701885608671,"06/12/2023 18:00:08",1701885608671,0,"06/12/2023 18:00:08",152734,15,"task-wo7e",NA,33496491,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"Rest + Money + Mood rating",33,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet5",13,"Rating","Screen 1","poh9ia",1,"continue","",2333.24000000002,2316.57400000002,2333.24000000002,2333.24000000002,2316.57400000002,2333.24000000002,1,2333.24000000002,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",5,NA,NA,NA,NA,NA,0.07,NA,NA,NA,"MDPRF82002"
"34",1701885608672,"06/12/2023 18:00:08",1701885608672,0,"06/12/2023 18:00:08",152734,15,"task-wo7e",NA,33496491,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"Rest + Money + Mood rating",33,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet5",13,"Rating","Screen 1","poh9ia",1,"response","25",1499.94,2316.57400000002,2333.24000000002,1499.94,2316.57400000002,2333.24000000002,1,1499.94,833.300000000017,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",5,NA,NA,NA,NA,NA,0.07,NA,NA,NA,"MDPRF82002"
"35",1701885610359,"06/12/2023 18:00:10",1701885610359,0,"06/12/2023 18:00:10",152734,15,"task-wo7e",NA,33496491,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"Rest + Money + Mood rating",33,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet5",14,"Rating","Screen 1","poh9ia",1,"continue","",1706.57899999403,1699.932,1706.57899999403,1706.57899999403,1699.932,1706.57899999403,1,1706.57899999403,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",5,NA,NA,NA,NA,NA,0.07,NA,NA,NA,"MDPRF82002"
"36",1701885610359,"06/12/2023 18:00:10",1701885610359,0,"06/12/2023 18:00:10",152734,15,"task-wo7e",NA,33496491,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"Rest + Money + Mood rating",33,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet5",14,"Rating","Screen 1","poh9ia",1,"response","51",1133.288,1699.932,1706.87900000595,1133.288,1699.932,1706.87900000595,1,1133.288,573.591000005952,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",5,NA,NA,NA,NA,NA,0.07,NA,NA,NA,"MDPRF82002"
