"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.rr6o","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..Emo","Spreadsheet..LHS_Lab","Spreadsheet..RHS_Lab","Spreadsheet..rand","Spreadsheet..Win","Spreadsheet..Win2","Spreadsheet..Win3","Spreadsheet..randF","Manipulation..Spreadsheet","Store..MoneyLow","Store..MoneyHigh","Store..MoneyReward","Store..Loss","Random_ID"
"1",1701885454459,"06/12/2023 17:57:34",1701885454459,0,"06/12/2023 17:57:34",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF73724"
"2",1701885461184,"06/12/2023 17:57:41",1701885461184,0,"06/12/2023 17:57:41",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",1,"Instructions","Screen 1","ddykq7",1,"continue","",7498,7488,7498,7498,7488,7498,1,7498,0,0,NA,"Click To Continue","Continue Button",2,"object-18","Instructions","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF73724"
"3",1701885464886,"06/12/2023 17:57:44",1701885464886,0,"06/12/2023 17:57:44",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",1,"Instructions","Screen 2","dcmmer",2,"continue","",3713,3700,3713,3713,3700,3713,1,3713,0,0,NA,"Click To Continue","Continue Button",2,"object-55","Instructions","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF73724"
"4",1701885467227,"06/12/2023 17:57:47",1701885467227,0,"06/12/2023 17:57:47",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",1,"Instructions","Screen 3","ntxvt6",3,"continue","",2349,2333,2349,2349,2333,2349,1,2349,0,0,NA,"Click To Continue","Continue Button",2,"object-59","Instructions","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF73724"
"5",1701885470767,"06/12/2023 17:57:50",1701885470767,0,"06/12/2023 17:57:50",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",1,"Rating","Screen 1","poh9ia",1,"continue","",3549,3533,3549,3549,3533,3549,1,3549,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF73724"
"6",1701885470767,"06/12/2023 17:57:50",1701885470767,0,"06/12/2023 17:57:50",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",1,"Rating","Screen 1","poh9ia",1,"response","62",1883,3533,3549,1883,3533,3549,1,1883,1666,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF73724"
"7",1701885473888,"06/12/2023 17:57:53",1701885473888,0,"06/12/2023 17:57:53",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",2,"Rating","Screen 1","poh9ia",1,"continue","",3150,3134,3150,3150,3134,3150,1,3150,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF73724"
"8",1701885473889,"06/12/2023 17:57:53",1701885473889,0,"06/12/2023 17:57:53",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",2,"Rating","Screen 1","poh9ia",1,"response","34",2084,3134,3151,2084,3134,3151,1,2084,1067,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF73724"
"9",1701885478643,"06/12/2023 17:57:58",1701885478643,0,"06/12/2023 17:57:58",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",3,"Rating","Screen 1","poh9ia",1,"continue","",4764,4749,4764,4764,4749,4764,1,4764,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF73724"
"10",1701885478646,"06/12/2023 17:57:58",1701885478646,0,"06/12/2023 17:57:58",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",3,"Rating","Screen 1","poh9ia",1,"response","65",3383,4749,4764,3383,4749,4764,1,3383,1381,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF73724"
"11",1701885483627,"06/12/2023 17:58:03",1701885483627,0,"06/12/2023 17:58:03",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",1,"Fortunate","Screen 1","2b8v9q",1,"timedOut","",5003,5002,5003,5003,5002,5003,1,5003,0,0,NA,"Time Limit","screen",0,"screen","Fortunate","","","",NA,NA,NA,0.15,1,NA,NA,NA,0.15,NA,"MDPRF73724"
"12",1701885488136,"06/12/2023 17:58:08",1701885488136,0,"06/12/2023 17:58:08",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",4,"Rating","Screen 1","poh9ia",1,"continue","",4513,4500,4513,4513,4500,4513,1,4513,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",2,NA,NA,NA,NA,NA,NA,NA,0.15,NA,"MDPRF73724"
"13",1701885488137,"06/12/2023 17:58:08",1701885488137,0,"06/12/2023 17:58:08",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",4,"Rating","Screen 1","poh9ia",1,"response","45",1966,4500,4514,1966,4500,4514,1,1966,2548,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",2,NA,NA,NA,NA,NA,NA,NA,0.15,NA,"MDPRF73724"
"14",1701885490445,"06/12/2023 17:58:10",1701885490445,0,"06/12/2023 17:58:10",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",5,"Rating","Screen 1","poh9ia",1,"continue","",2322,2315,2322,2322,2315,2322,1,2322,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",2,NA,NA,NA,NA,NA,NA,NA,0.15,NA,"MDPRF73724"
"15",1701885490448,"06/12/2023 17:58:10",1701885490448,0,"06/12/2023 17:58:10",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",5,"Rating","Screen 1","poh9ia",1,"response","62",1116,2315,2325,1116,2315,2325,1,1116,1209,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",2,NA,NA,NA,NA,NA,NA,NA,0.15,NA,"MDPRF73724"
"16",1701885493585,"06/12/2023 17:58:13",1701885493585,0,"06/12/2023 17:58:13",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",6,"Rating","Screen 1","poh9ia",1,"continue","",3147,3135,3147,3147,3135,3147,1,3147,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",2,NA,NA,NA,NA,NA,NA,NA,0.15,NA,"MDPRF73724"
"17",1701885493585,"06/12/2023 17:58:13",1701885493585,0,"06/12/2023 17:58:13",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",6,"Rating","Screen 1","poh9ia",1,"response","11",2168,3135,3147,2168,3135,3147,1,2168,979,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",2,NA,NA,NA,NA,NA,NA,NA,0.15,NA,"MDPRF73724"
"18",1701885539573,"06/12/2023 17:58:59",1701885539573,0,"06/12/2023 17:58:59",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF73724"
"19",1701885570575,"06/12/2023 17:59:30",1701885570575,0,"06/12/2023 17:59:30",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",1,"Rest","Screen 1","6pwktf",1,"continue","",31837,31837,31837,31837,31837,31837,1,31837,0,0,NA,"Fixation Timing","Fixation",1,"object-46","Rest","","","",NA,NA,NA,NA,NA,NA,NA,NA,0.15,NA,"MDPRF73724"
"20",1701885576093,"06/12/2023 17:59:36",1701885576093,0,"06/12/2023 17:59:36",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",7,"Rating","Screen 1","poh9ia",1,"continue","",5517,5500,5517,5517,5500,5517,1,5517,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",3,NA,NA,NA,NA,NA,NA,NA,0.15,NA,"MDPRF73724"
"21",1701885576094,"06/12/2023 17:59:36",1701885576094,0,"06/12/2023 17:59:36",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",7,"Rating","Screen 1","poh9ia",1,"response","64",2750,5500,5517,2750,5500,5517,1,2750,2767,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",3,NA,NA,NA,NA,NA,NA,NA,0.15,NA,"MDPRF73724"
"22",1701885580166,"06/12/2023 17:59:40",1701885580166,0,"06/12/2023 17:59:40",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",8,"Rating","Screen 1","poh9ia",1,"continue","",4092,4084,4092,4092,4084,4092,1,4092,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",3,NA,NA,NA,NA,NA,NA,NA,0.15,NA,"MDPRF73724"
"23",1701885580166,"06/12/2023 17:59:40",1701885580166,0,"06/12/2023 17:59:40",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",8,"Rating","Screen 1","poh9ia",1,"response","49",2600,4084,4093,2600,4084,4093,1,2600,1493,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",3,NA,NA,NA,NA,NA,NA,NA,0.15,NA,"MDPRF73724"
"24",1701885582281,"06/12/2023 17:59:42",1701885582281,0,"06/12/2023 17:59:42",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",9,"Rating","Screen 1","poh9ia",1,"continue","",2124,2116,2124,2124,2116,2124,1,2124,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",3,NA,NA,NA,NA,NA,NA,NA,0.15,NA,"MDPRF73724"
"25",1701885582283,"06/12/2023 17:59:42",1701885582283,0,"06/12/2023 17:59:42",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",9,"Rating","Screen 1","poh9ia",1,"response","61",1150,2116,2126.00000000001,1150,2116,2126.00000000001,1,1150,976.000000000007,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",3,NA,NA,NA,NA,NA,NA,NA,0.15,NA,"MDPRF73724"
"26",1701885613242,"06/12/2023 18:00:13",1701885613242,0,"06/12/2023 18:00:13",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",2,"Rest","Screen 1","6pwktf",1,"continue","",30968,30968,30968,30968,30968,30968,1,30968,0,0,NA,"Fixation Timing","Fixation",1,"object-46","Rest","","","",NA,NA,NA,NA,NA,NA,NA,NA,0.15,NA,"MDPRF73724"
"27",1701885616248,"06/12/2023 18:00:16",1701885616248,0,"06/12/2023 18:00:16",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",10,"Rating","Screen 1","poh9ia",1,"continue","",3008,3000,3008,3008,3000,3008,1,3008,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",4,NA,NA,NA,NA,NA,NA,NA,0.15,NA,"MDPRF73724"
"28",1701885616249,"06/12/2023 18:00:16",1701885616249,0,"06/12/2023 18:00:16",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",10,"Rating","Screen 1","poh9ia",1,"response","34",1750,3000,3008,1750,3000,3008,1,1750,1258,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",4,NA,NA,NA,NA,NA,NA,NA,0.15,NA,"MDPRF73724"
"29",1701885618203,"06/12/2023 18:00:18",1701885618203,0,"06/12/2023 18:00:18",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",11,"Rating","Screen 1","poh9ia",1,"continue","",1962,1949,1962,1962,1949,1962,1,1962,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",4,NA,NA,NA,NA,NA,NA,NA,0.15,NA,"MDPRF73724"
"30",1701885618203,"06/12/2023 18:00:18",1701885618203,0,"06/12/2023 18:00:18",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",11,"Rating","Screen 1","poh9ia",1,"response","59",934,1949,1963,934,1949,1963,1,934,1029,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",4,NA,NA,NA,NA,NA,NA,NA,0.15,NA,"MDPRF73724"
"31",1701885620828,"06/12/2023 18:00:20",1701885620828,0,"06/12/2023 18:00:20",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",12,"Rating","Screen 1","poh9ia",1,"continue","",2639,2634,2639,2639,2634,2639,1,2639,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",4,NA,NA,NA,NA,NA,NA,NA,0.15,NA,"MDPRF73724"
"32",1701885620829,"06/12/2023 18:00:20",1701885620829,0,"06/12/2023 18:00:20",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",12,"Rating","Screen 1","poh9ia",1,"response","48",1218,2634,2640.00000000001,1218,2634,2640.00000000001,1,1218,1422.00000000001,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",4,NA,NA,NA,NA,NA,NA,NA,0.15,NA,"MDPRF73724"
"33",1701885651793,"06/12/2023 18:00:51",1701885651793,0,"06/12/2023 18:00:51",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",3,"Rest","Screen 1","6pwktf",1,"continue","",30969,30969,30969,30969,30969,30969,1,30969,0,0,NA,"Fixation Timing","Fixation",1,"object-46","Rest","","","",NA,NA,NA,NA,NA,NA,NA,NA,0.15,NA,"MDPRF73724"
"34",1701885656537,"06/12/2023 18:00:56",1701885656537,0,"06/12/2023 18:00:56",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",13,"Rating","Screen 1","poh9ia",1,"continue","",4746,4733,4746,4746,4733,4746,1,4746,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",5,NA,NA,NA,NA,NA,NA,NA,0.15,NA,"MDPRF73724"
"35",1701885656538,"06/12/2023 18:00:56",1701885656538,0,"06/12/2023 18:00:56",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",13,"Rating","Screen 1","poh9ia",1,"response","59",3833,4733,4746,3833,4733,4746,1,3833,913,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",5,NA,NA,NA,NA,NA,NA,NA,0.15,NA,"MDPRF73724"
"36",1701885661872,"06/12/2023 18:01:01",1701885661872,0,"06/12/2023 18:01:01",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",14,"Rating","Screen 1","poh9ia",1,"continue","",5348,5333,5348,5348,5333,5348,1,5348,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",5,NA,NA,NA,NA,NA,NA,NA,0.15,NA,"MDPRF73724"
"37",1701885661874,"06/12/2023 18:01:01",1701885661874,0,"06/12/2023 18:01:01",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",14,"Rating","Screen 1","poh9ia",1,"response","58",2000,5333,5350,2000,5333,5350,1,2000,3350,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",5,NA,NA,NA,NA,NA,NA,NA,0.15,NA,"MDPRF73724"
"38",1701885663965,"06/12/2023 18:01:03",1701885663965,0,"06/12/2023 18:01:03",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",15,"Rating","Screen 1","poh9ia",1,"continue","",2107,2101,2107,2107,2101,2107,1,2107,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",5,NA,NA,NA,NA,NA,NA,NA,0.15,NA,"MDPRF73724"
"39",1701885663965,"06/12/2023 18:01:03",1701885663965,0,"06/12/2023 18:01:03",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",15,"Rating","Screen 1","poh9ia",1,"response","67",1050,2101,2108.00000000001,1050,2101,2108.00000000001,1,1050,1058.00000000001,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",5,NA,NA,NA,NA,NA,NA,NA,0.15,NA,"MDPRF73724"
"40",1701885694929,"06/12/2023 18:01:34",1701885694929,0,"06/12/2023 18:01:34",152734,15,"task-o66i",NA,33496480,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Rest + Money + Mood rating",33,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet4",4,"Rest","Screen 1","6pwktf",1,"continue","",30971,30971,30971,30971,30971,30971,1,30971,0,0,NA,"Fixation Timing","Fixation",1,"object-46","Rest","","","",NA,NA,NA,NA,NA,NA,NA,NA,0.15,NA,"MDPRF73724"
