"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.rr6o","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..Emo","Spreadsheet..LHS_Lab","Spreadsheet..RHS_Lab","Spreadsheet..rand","Spreadsheet..Win","Spreadsheet..Win2","Spreadsheet..Win3","Spreadsheet..randF","Manipulation..Spreadsheet","Store..MoneyLow","Store..MoneyHigh","Store..MoneyReward","Store..Loss","Random_ID"
"11",1701885462350,"06/12/2023 17:57:42",1701885462350,0,"06/12/2023 17:57:42",152734,15,"task-kzsr",NA,33496459,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","750x836",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet2",1,"FortuneH","Screen 1","aigyx5",1,"timedOut","",5001.90900009537,5000.667,5001.90900009537,5001.90900009537,5000.667,5001.90900009537,1,5001.90900009537,0,0,NA,"Time Limit","screen",0,"screen","FortuneH","","","",NA,NA,3.05,NA,1,NA,NA,3.05,NA,NA,"MDPRF55461"
"12",1701885465254,"06/12/2023 17:57:45",1701885465254,0,"06/12/2023 17:57:45",152734,15,"task-kzsr",NA,33496459,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","750x836",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet2",4,"Rating","Screen 1","poh9ia",1,"continue","",2907.64199995231,2899.937,2907.64199995231,2907.64199995231,2899.937,2907.64199995231,1,2907.64199995231,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",2,NA,NA,NA,NA,NA,NA,3.05,NA,NA,"MDPRF55461"
"13",1701885465258,"06/12/2023 17:57:45",1701885465258,0,"06/12/2023 17:57:45",152734,15,"task-kzsr",NA,33496459,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","750x836",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet2",4,"Rating","Screen 1","poh9ia",1,"response","9",2100.194,2899.937,2912.24200009536,2100.194,2899.937,2912.24200009536,1,2100.194,812.048000095368,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",2,NA,NA,NA,NA,NA,NA,3.05,NA,NA,"MDPRF55461"
"14",1701885467837,"06/12/2023 17:57:47",1701885467837,0,"06/12/2023 17:57:47",152734,15,"task-kzsr",NA,33496459,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","750x836",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet2",5,"Rating","Screen 1","poh9ia",1,"continue","",2590.905,2583.518,2590.905,2590.905,2583.518,2590.905,1,2590.905,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",2,NA,NA,NA,NA,NA,NA,3.05,NA,NA,"MDPRF55461"
"15",1701885467837,"06/12/2023 17:57:47",1701885467837,0,"06/12/2023 17:57:47",152734,15,"task-kzsr",NA,33496459,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","750x836",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet2",5,"Rating","Screen 1","poh9ia",1,"response","100",1066.957,2583.518,2591.50500014305,1066.957,2583.518,2591.50500014305,1,1066.957,1524.54800014305,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",2,NA,NA,NA,NA,NA,NA,3.05,NA,NA,"MDPRF55461"
"16",1701885469860,"06/12/2023 17:57:49",1701885469860,0,"06/12/2023 17:57:49",152734,15,"task-kzsr",NA,33496459,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","750x836",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet2",6,"Rating","Screen 1","poh9ia",1,"continue","",2030.28700009537,2016.796,2030.28700009537,2030.28700009537,2016.796,2030.28700009537,1,2030.28700009537,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",2,NA,NA,NA,NA,NA,NA,3.05,NA,NA,"MDPRF55461"
"17",1701885469860,"06/12/2023 17:57:49",1701885469860,0,"06/12/2023 17:57:49",152734,15,"task-kzsr",NA,33496459,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","750x836",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet2",6,"Rating","Screen 1","poh9ia",1,"response","21",1250.15,2016.796,2030.887,1250.15,2016.796,2030.887,1,1250.15,780.737000000001,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",2,NA,NA,NA,NA,NA,NA,3.05,NA,NA,"MDPRF55461"
"18",1701885502022,"06/12/2023 17:58:22",1701885502022,0,"06/12/2023 17:58:22",152734,15,"task-kzsr",NA,33496459,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","1504x846",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet2",1,"RestH","Screen 1","wxp2y6",1,"continue","",32169.052,32169.052,32169.052,32169.052,32169.052,32169.052,1,32169.052,0,0,NA,"Fixation Timing","Fixation",1,"object-41","RestH","","","",NA,NA,NA,NA,NA,NA,NA,3.05,NA,NA,"MDPRF55461"
"19",1701885506962,"06/12/2023 17:58:26",1701885506962,0,"06/12/2023 17:58:26",152734,15,"task-kzsr",NA,33496459,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","1504x846",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet2",7,"Rating","Screen 1","poh9ia",1,"continue","",4947.13900014306,4933.997,4947.13900014306,4947.13900014306,4933.997,4947.13900014306,1,4947.13900014306,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",3,NA,NA,NA,NA,NA,NA,3.05,NA,NA,"MDPRF55461"
"20",1701885506962,"06/12/2023 17:58:26",1701885506962,0,"06/12/2023 17:58:26",152734,15,"task-kzsr",NA,33496459,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","1504x846",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet2",7,"Rating","Screen 1","poh9ia",1,"response","90",4050.27100000001,4933.997,4947.93900009537,4050.27100000001,4933.997,4947.93900009537,1,4050.27100000001,897.668000095364,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",3,NA,NA,NA,NA,NA,NA,3.05,NA,NA,"MDPRF55461"
"21",1701885509855,"06/12/2023 17:58:29",1701885509855,0,"06/12/2023 17:58:29",152734,15,"task-kzsr",NA,33496459,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","1504x846",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet2",8,"Rating","Screen 1","poh9ia",1,"continue","",2906.24200004768,2899.939,2906.24200004768,2906.24200004768,2899.939,2906.24200004768,1,2906.24200004768,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",3,NA,NA,NA,NA,NA,NA,3.05,NA,NA,"MDPRF55461"
"22",1701885509855,"06/12/2023 17:58:29",1701885509855,0,"06/12/2023 17:58:29",152734,15,"task-kzsr",NA,33496459,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","1504x846",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet2",8,"Rating","Screen 1","poh9ia",1,"response","44",1916.505,2899.939,2906.84199995232,1916.505,2899.939,2906.84199995232,1,1916.505,990.336999952313,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",3,NA,NA,NA,NA,NA,NA,3.05,NA,NA,"MDPRF55461"
"23",1701885512305,"06/12/2023 17:58:32",1701885512305,0,"06/12/2023 17:58:32",152734,15,"task-kzsr",NA,33496459,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","1504x846",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet2",9,"Rating","Screen 1","poh9ia",1,"continue","",2456.70300014305,2450.382,2456.70300014305,2456.70300014305,2450.382,2456.70300014305,1,2456.70300014305,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",3,NA,NA,NA,NA,NA,NA,3.05,NA,NA,"MDPRF55461"
"24",1701885512309,"06/12/2023 17:58:32",1701885512309,0,"06/12/2023 17:58:32",152734,15,"task-kzsr",NA,33496459,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","1504x846",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet2",9,"Rating","Screen 1","poh9ia",1,"response","29",1400.36,2450.382,2460.80300004769,1400.36,2450.382,2460.80300004769,1,1400.36,1060.44300004769,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",3,NA,NA,NA,NA,NA,NA,3.05,NA,NA,"MDPRF55461"
"25",1701885546819,"06/12/2023 17:59:06",1701885546819,0,"06/12/2023 17:59:06",152734,15,"task-kzsr",NA,33496459,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","1504x846",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet2",2,"RestH","Screen 1","wxp2y6",1,"continue","",34519.692,34519.692,34519.692,34519.692,34519.692,34519.692,1,34519.692,0,0,NA,"Fixation Timing","Fixation",1,"object-41","RestH","","","",NA,NA,NA,NA,NA,NA,NA,3.05,NA,NA,"MDPRF55461"
"26",1701885552362,"06/12/2023 17:59:12",1701885552362,0,"06/12/2023 17:59:12",152734,15,"task-kzsr",NA,33496459,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","1504x846",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet2",10,"Rating","Screen 1","poh9ia",1,"continue","",5543.12900014305,5532.76700000001,5543.12900014305,5543.12900014305,5532.76700000001,5543.12900014305,1,5543.12900014305,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",4,NA,NA,NA,NA,NA,NA,3.05,NA,NA,"MDPRF55461"
"27",1701885552362,"06/12/2023 17:59:12",1701885552362,0,"06/12/2023 17:59:12",152734,15,"task-kzsr",NA,33496459,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","1504x846",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet2",10,"Rating","Screen 1","poh9ia",1,"response","0",3333.136,5532.76700000001,5543.72900004768,3333.136,5532.76700000001,5543.72900004768,1,3333.136,2210.59300004768,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",4,NA,NA,NA,NA,NA,NA,3.05,NA,NA,"MDPRF55461"
"28",1701885554310,"06/12/2023 17:59:14",1701885554310,0,"06/12/2023 17:59:14",152734,15,"task-kzsr",NA,33496459,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","1504x846",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet2",11,"Rating","Screen 1","poh9ia",1,"continue","",1958.86200014304,1950.288,1958.86200014304,1958.86200014304,1950.288,1958.86200014304,1,1958.86200014304,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",4,NA,NA,NA,NA,NA,NA,3.05,NA,NA,"MDPRF55461"
"29",1701885554311,"06/12/2023 17:59:14",1701885554311,0,"06/12/2023 17:59:14",152734,15,"task-kzsr",NA,33496459,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","1504x846",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet2",11,"Rating","Screen 1","poh9ia",1,"response","0",1033.47999999998,1950.288,1959.5619999523,1033.47999999998,1950.288,1959.5619999523,1,1033.47999999998,926.081999952323,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",4,NA,NA,NA,NA,NA,NA,3.05,NA,NA,"MDPRF55461"
"30",1701885559079,"06/12/2023 17:59:19",1701885559079,0,"06/12/2023 17:59:19",152734,15,"task-kzsr",NA,33496459,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","1504x846",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet2",12,"Rating","Screen 1","poh9ia",1,"continue","",4777.17400004767,4766.87999999998,4777.17400004767,4777.17400004767,4766.87999999998,4777.17400004767,1,4777.17400004767,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",4,NA,NA,NA,NA,NA,NA,3.05,NA,NA,"MDPRF55461"
"31",1701885559083,"06/12/2023 17:59:19",1701885559083,0,"06/12/2023 17:59:19",152734,15,"task-kzsr",NA,33496459,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","1504x846",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet2",12,"Rating","Screen 1","poh9ia",1,"response","99",1250.30299999999,4766.87999999998,4781.37400009535,1250.30299999999,4766.87999999998,4781.37400009535,1,1250.30299999999,3531.07100009537,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",4,NA,NA,NA,NA,NA,NA,3.05,NA,NA,"MDPRF55461"
"32",1701885603303,"06/12/2023 18:00:03",1701885603303,0,"06/12/2023 18:00:03",152734,15,"task-kzsr",NA,33496459,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","1504x846",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet2",3,"RestH","Screen 1","wxp2y6",1,"continue","",44219.706,44219.706,44219.706,44219.706,44219.706,44219.706,1,44219.706,0,0,NA,"Fixation Timing","Fixation",1,"object-41","RestH","","","",NA,NA,NA,NA,NA,NA,NA,3.05,NA,NA,"MDPRF55461"
"33",1701885606283,"06/12/2023 18:00:06",1701885606283,0,"06/12/2023 18:00:06",152734,15,"task-kzsr",NA,33496459,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","1504x846",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet2",13,"Rating","Screen 1","poh9ia",1,"continue","",2994.48800014306,2983.58900000001,2994.48800014306,2994.48800014306,2983.58900000001,2994.48800014306,1,2994.48800014306,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",5,NA,NA,NA,NA,NA,NA,3.05,NA,NA,"MDPRF55461"
"34",1701885606284,"06/12/2023 18:00:06",1701885606284,0,"06/12/2023 18:00:06",152734,15,"task-kzsr",NA,33496459,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","1504x846",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet2",13,"Rating","Screen 1","poh9ia",1,"response","91",2100.198,2983.58900000001,2994.78800009537,2100.198,2983.58900000001,2994.78800009537,1,2100.198,894.59000009537,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",5,NA,NA,NA,NA,NA,NA,3.05,NA,NA,"MDPRF55461"
"35",1701885608653,"06/12/2023 18:00:08",1701885608653,0,"06/12/2023 18:00:08",152734,15,"task-kzsr",NA,33496459,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","1504x846",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet2",14,"Rating","Screen 1","poh9ia",1,"continue","",2380.49900004768,2367.101,2380.49900004768,2380.49900004768,2367.101,2380.49900004768,1,2380.49900004768,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",5,NA,NA,NA,NA,NA,NA,3.05,NA,NA,"MDPRF55461"
"36",1701885608654,"06/12/2023 18:00:08",1701885608654,0,"06/12/2023 18:00:08",152734,15,"task-kzsr",NA,33496459,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","1504x846",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet2",14,"Rating","Screen 1","poh9ia",1,"response","0",1183.353,2367.101,2380.99900004768,1183.353,2367.101,2380.99900004768,1,1183.353,1197.64600004768,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",5,NA,NA,NA,NA,NA,NA,3.05,NA,NA,"MDPRF55461"
