"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.rr6o","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..Emo","Spreadsheet..LHS_Lab","Spreadsheet..RHS_Lab","Spreadsheet..rand","Spreadsheet..Win","Spreadsheet..Win2","Spreadsheet..Win3","Spreadsheet..randF","Manipulation..Spreadsheet","Store..MoneyLow","Store..MoneyHigh","Store..MoneyReward","Store..Loss","Random_ID"
"1",1701885467718,"06/12/2023 17:57:47",1701885467718,0,"06/12/2023 17:57:47",152734,15,"task-nxrg",NA,33496490,9909113,NA,"complete",NA,"6570b276b0270d43e0a78002","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x919",NA,NA,0,"Rest + Money + Mood rating",33,"In","CDBEAFLGKHJI",NA,"In",6,"Spreadsheet6",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF62430"
"2",1701885473053,"06/12/2023 17:57:53",1701885473053,0,"06/12/2023 17:57:53",152734,15,"task-nxrg",NA,33496490,9909113,NA,"complete",NA,"6570b276b0270d43e0a78002","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x919",NA,NA,0,"Rest + Money + Mood rating",33,"In","CDBEAFLGKHJI",NA,"In",6,"Spreadsheet6",1,"Instructions","Screen 1","ddykq7",1,"continue","",5343.139,5340.075,5343.139,5343.139,5340.075,5343.139,1,5343.139,0,0,NA,"Click To Continue","Continue Button",2,"object-18","Instructions","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF62430"
"3",1701885476470,"06/12/2023 17:57:56",1701885476470,0,"06/12/2023 17:57:56",152734,15,"task-nxrg",NA,33496490,9909113,NA,"complete",NA,"6570b276b0270d43e0a78002","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x919",NA,NA,0,"Rest + Money + Mood rating",33,"In","CDBEAFLGKHJI",NA,"In",6,"Spreadsheet6",1,"Instructions","Screen 2","dcmmer",2,"continue","",3420.46399997616,3416.516,3420.46399997616,3420.46399997616,3416.516,3420.46399997616,1,3420.46399997616,0,0,NA,"Click To Continue","Continue Button",2,"object-55","Instructions","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF62430"
"4",1701885478130,"06/12/2023 17:57:58",1701885478130,0,"06/12/2023 17:57:58",152734,15,"task-nxrg",NA,33496490,9909113,NA,"complete",NA,"6570b276b0270d43e0a78002","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x919",NA,NA,0,"Rest + Money + Mood rating",33,"In","CDBEAFLGKHJI",NA,"In",6,"Spreadsheet6",1,"Instructions","Screen 3","ntxvt6",3,"continue","",1663.84799995232,1659.777,1663.84799995232,1663.84799995232,1659.777,1663.84799995232,1,1663.84799995232,0,0,NA,"Click To Continue","Continue Button",2,"object-59","Instructions","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF62430"
"5",1701885482711,"06/12/2023 17:58:02",1701885482711,0,"06/12/2023 17:58:02",152734,15,"task-nxrg",NA,33496490,9909113,NA,"complete",NA,"6570b276b0270d43e0a78002","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x919",NA,NA,0,"Rest + Money + Mood rating",33,"In","CDBEAFLGKHJI",NA,"In",6,"Spreadsheet6",1,"Rating","Screen 1","poh9ia",1,"continue","",4584.97099992848,4583.314,4584.97099992848,4584.97099992848,4583.314,4584.97099992848,1,4584.97099992848,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF62430"
"6",1701885482711,"06/12/2023 17:58:02",1701885482711,0,"06/12/2023 17:58:02",152734,15,"task-nxrg",NA,33496490,9909113,NA,"complete",NA,"6570b276b0270d43e0a78002","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x919",NA,NA,0,"Rest + Money + Mood rating",33,"In","CDBEAFLGKHJI",NA,"In",6,"Spreadsheet6",1,"Rating","Screen 1","poh9ia",1,"response","73",2076.409,4583.314,4585.271,2076.409,4583.314,4585.271,1,2076.409,2508.862,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF62430"
"7",1701885484192,"06/12/2023 17:58:04",1701885484192,0,"06/12/2023 17:58:04",152734,15,"task-nxrg",NA,33496490,9909113,NA,"complete",NA,"6570b276b0270d43e0a78002","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x919",NA,NA,0,"Rest + Money + Mood rating",33,"In","CDBEAFLGKHJI",NA,"In",6,"Spreadsheet6",2,"Rating","Screen 1","poh9ia",1,"continue","",1482.65699992847,1479.103,1482.65699992847,1482.65699992847,1479.103,1482.65699992847,1,1482.65699992847,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF62430"
"8",1701885484192,"06/12/2023 17:58:04",1701885484192,0,"06/12/2023 17:58:04",152734,15,"task-nxrg",NA,33496490,9909113,NA,"complete",NA,"6570b276b0270d43e0a78002","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x919",NA,NA,0,"Rest + Money + Mood rating",33,"In","CDBEAFLGKHJI",NA,"In",6,"Spreadsheet6",2,"Rating","Screen 1","poh9ia",1,"response","72",1138.879,1479.103,1482.85699997616,1138.879,1479.103,1482.85699997616,1,1138.879,343.97799997616,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF62430"
"9",1701885484527,"06/12/2023 17:58:04",1701885484527,0,"06/12/2023 17:58:04",152734,15,"task-nxrg",NA,33496490,9909113,NA,"complete",NA,"6570b276b0270d43e0a78002","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x919",NA,NA,0,"Rest + Money + Mood rating",33,"In","CDBEAFLGKHJI",NA,"In",6,"Spreadsheet6",3,"Rating","Screen 1","poh9ia",1,"continue","",338.653999952316,333.381999999998,338.653999952316,338.653999952316,333.381999999998,338.653999952316,1,338.653999952316,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF62430"
"10",1701885488864,"06/12/2023 17:58:08",1701885488864,0,"06/12/2023 17:58:08",152734,15,"task-nxrg",NA,33496490,9909113,NA,"complete",NA,"6570b276b0270d43e0a78002","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x919",NA,NA,0,"Rest + Money + Mood rating",33,"In","CDBEAFLGKHJI",NA,"In",6,"Spreadsheet6",3,"Rating","Screen 1","poh9ia",1,"continue","",4675.55399992847,4673.549,4675.55399992847,4675.55399992847,4673.549,4675.55399992847,1,4675.55399992847,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDPRF62430"
