"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","randomiser.a4zk","branch.4fv7","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"1",1695933640136,"28/09/2023 20:40:40",1695919240136,-4,"28/09/2023 12:40:40",144339,5,"questionnaire-uu2n",NA,31929062,9442805,NA,"complete","nzogaj","3H8DHMCCWFAAVH2HY2UROQR82JDDKE","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","820x615","820x506",NA,NA,0,"BIQ (Charlotte)",2,"In","KLJAIBHCGDFE",NA,"LH","In","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT92039"
"2",1695933668232,"28/09/2023 20:41:08",1695919268232,-4,"28/09/2023 12:41:08",144339,5,"questionnaire-uu2n",NA,31929062,9442805,NA,"complete","nzogaj","3H8DHMCCWFAAVH2HY2UROQR82JDDKE","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","820x615","820x506",NA,NA,0,"BIQ (Charlotte)",2,"In","KLJAIBHCGDFE",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",28109.9969999046,28087.686,28109.9969999046,28109.9969999046,28087.686,28109.9969999046,1,28109.9969999046,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT92039"
"3",1695933668235,"28/09/2023 20:41:08",1695919268235,-4,"28/09/2023 12:41:08",144339,5,"questionnaire-uu2n",NA,31929062,9442805,NA,"complete","nzogaj","3H8DHMCCWFAAVH2HY2UROQR82JDDKE","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","820x615","820x506",NA,NA,0,"BIQ (Charlotte)",2,"In","KLJAIBHCGDFE",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",18973.146,28087.686,28118.683,18973.146,28087.686,28118.683,1,18973.146,9145.537,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT92039"
"4",1695933668235,"28/09/2023 20:41:08",1695919268235,-4,"28/09/2023 12:41:08",144339,5,"questionnaire-uu2n",NA,31929062,9442805,NA,"complete","nzogaj","3H8DHMCCWFAAVH2HY2UROQR82JDDKE","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","820x615","820x506",NA,NA,0,"BIQ (Charlotte)",2,"In","KLJAIBHCGDFE",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",24119.439,28087.686,28118.683,24119.439,28087.686,28118.683,1,24119.439,3999.244,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT92039"
"5",1695933668236,"28/09/2023 20:41:08",1695919268236,-4,"28/09/2023 12:41:08",144339,5,"questionnaire-uu2n",NA,31929062,9442805,NA,"complete","nzogaj","3H8DHMCCWFAAVH2HY2UROQR82JDDKE","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","820x615","820x506",NA,NA,0,"BIQ (Charlotte)",2,"In","KLJAIBHCGDFE",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",25204.478,28087.686,28118.683,25204.478,28087.686,28118.683,1,25204.478,2914.205,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT92039"
"6",1695933679446,"28/09/2023 20:41:19",1695919279446,-4,"28/09/2023 12:41:19",144339,5,"questionnaire-uu2n",NA,31929062,9442805,NA,"complete","nzogaj","3H8DHMCCWFAAVH2HY2UROQR82JDDKE","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","820x615","820x506",NA,NA,0,"BIQ (Charlotte)",2,"In","KLJAIBHCGDFE",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",11242.4109998093,11222.639,11242.4109998093,11242.4109998093,11222.639,11242.4109998093,1,11242.4109998093,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT92039"
"7",1695933679451,"28/09/2023 20:41:19",1695919279451,-4,"28/09/2023 12:41:19",144339,5,"questionnaire-uu2n",NA,31929062,9442805,NA,"complete","nzogaj","3H8DHMCCWFAAVH2HY2UROQR82JDDKE","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","820x615","820x506",NA,NA,0,"BIQ (Charlotte)",2,"In","KLJAIBHCGDFE",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",6572.334,11222.639,11246.9109998093,6572.334,11222.639,11246.9109998093,1,6572.334,4674.57699980927,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT92039"
"8",1695933679452,"28/09/2023 20:41:19",1695919279452,-4,"28/09/2023 12:41:19",144339,5,"questionnaire-uu2n",NA,31929062,9442805,NA,"complete","nzogaj","3H8DHMCCWFAAVH2HY2UROQR82JDDKE","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","820x615","820x506",NA,NA,0,"BIQ (Charlotte)",2,"In","KLJAIBHCGDFE",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",7750.316,11222.639,11247.9109998093,7750.316,11222.639,11247.9109998093,1,7750.316,3497.59499980926,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT92039"
"9",1695933679453,"28/09/2023 20:41:19",1695919279453,-4,"28/09/2023 12:41:19",144339,5,"questionnaire-uu2n",NA,31929062,9442805,NA,"complete","nzogaj","3H8DHMCCWFAAVH2HY2UROQR82JDDKE","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","820x615","820x506",NA,NA,0,"BIQ (Charlotte)",2,"In","KLJAIBHCGDFE",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","3",10199.578,11222.639,11248.9109998093,10199.578,11222.639,11248.9109998093,1,10199.578,1049.33299980927,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT92039"
"10",1695933692037,"28/09/2023 20:41:32",1695919292037,-4,"28/09/2023 12:41:32",144339,5,"questionnaire-uu2n",NA,31929062,9442805,NA,"complete","nzogaj","3H8DHMCCWFAAVH2HY2UROQR82JDDKE","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","820x615","820x506",NA,NA,0,"BIQ (Charlotte)",2,"In","KLJAIBHCGDFE",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",12611.2719998093,12586.646,12611.2719998093,12611.2719998093,12586.646,12611.2719998093,1,12611.2719998093,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT92039"
"11",1695933692040,"28/09/2023 20:41:32",1695919292040,-4,"28/09/2023 12:41:32",144339,5,"questionnaire-uu2n",NA,31929062,9442805,NA,"complete","nzogaj","3H8DHMCCWFAAVH2HY2UROQR82JDDKE","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","820x615","820x506",NA,NA,0,"BIQ (Charlotte)",2,"In","KLJAIBHCGDFE",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",4743.223,12586.646,12613.9719996185,4743.223,12586.646,12613.9719996185,1,4743.223,7870.74899961853,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT92039"
"12",1695933692041,"28/09/2023 20:41:32",1695919292041,-4,"28/09/2023 12:41:32",144339,5,"questionnaire-uu2n",NA,31929062,9442805,NA,"complete","nzogaj","3H8DHMCCWFAAVH2HY2UROQR82JDDKE","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","820x615","820x506",NA,NA,0,"BIQ (Charlotte)",2,"In","KLJAIBHCGDFE",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",7130.385,12586.646,12614.4719996185,7130.385,12586.646,12614.4719996185,1,7130.385,5484.08699961853,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT92039"
"13",1695933692041,"28/09/2023 20:41:32",1695919292041,-4,"28/09/2023 12:41:32",144339,5,"questionnaire-uu2n",NA,31929062,9442805,NA,"complete","nzogaj","3H8DHMCCWFAAVH2HY2UROQR82JDDKE","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","820x615","820x506",NA,NA,0,"BIQ (Charlotte)",2,"In","KLJAIBHCGDFE",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",9920.492,12586.646,12614.9719996185,9920.492,12586.646,12614.9719996185,1,9920.492,2694.47999961853,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT92039"
"14",1695933692046,"28/09/2023 20:41:32",1695919292046,-4,"28/09/2023 12:41:32",144339,5,"questionnaire-uu2n",NA,31929062,9442805,NA,"complete","nzogaj","3H8DHMCCWFAAVH2HY2UROQR82JDDKE","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","820x615","820x506",NA,NA,0,"BIQ (Charlotte)",2,"In","KLJAIBHCGDFE",NA,"LH","In","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT92039"
"1",1695943811327,"28/09/2023 23:30:11",1695918611327,-7,"28/09/2023 09:30:11",144339,5,"questionnaire-uu2n",NA,31928727,9442807,NA,"complete","itszap","3QEMNNSB23YM02VXF85IKLMMWZD7D2","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1920x1080","1920x941",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"LH","In","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT70702"
"2",1695943837969,"28/09/2023 23:30:37",1695918637969,-7,"28/09/2023 09:30:37",144339,5,"questionnaire-uu2n",NA,31928727,9442807,NA,"complete","itszap","3QEMNNSB23YM02VXF85IKLMMWZD7D2","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1920x1080","1920x941",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",26656.992,26650.929,26656.992,26656.992,26650.929,26656.992,1,26656.992,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT70702"
"3",1695943837971,"28/09/2023 23:30:37",1695918637971,-7,"28/09/2023 09:30:37",144339,5,"questionnaire-uu2n",NA,31928727,9442807,NA,"complete","itszap","3QEMNNSB23YM02VXF85IKLMMWZD7D2","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1920x1080","1920x941",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",13482.922,26650.929,26656.992,13482.922,26650.929,26656.992,1,13482.922,13174.07,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT70702"
"4",1695943837971,"28/09/2023 23:30:37",1695918637971,-7,"28/09/2023 09:30:37",144339,5,"questionnaire-uu2n",NA,31928727,9442807,NA,"complete","itszap","3QEMNNSB23YM02VXF85IKLMMWZD7D2","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1920x1080","1920x941",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",17134.33,26650.929,26656.992,17134.33,26650.929,26656.992,1,17134.33,9522.662,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT70702"
"5",1695943837971,"28/09/2023 23:30:37",1695918637971,-7,"28/09/2023 09:30:37",144339,5,"questionnaire-uu2n",NA,31928727,9442807,NA,"complete","itszap","3QEMNNSB23YM02VXF85IKLMMWZD7D2","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1920x1080","1920x941",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","3",21780.371,26650.929,26656.992,21780.371,26650.929,26656.992,1,21780.371,4876.621,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT70702"
"6",1695943862480,"28/09/2023 23:31:02",1695918662480,-7,"28/09/2023 09:31:02",144339,5,"questionnaire-uu2n",NA,31928727,9442807,NA,"complete","itszap","3QEMNNSB23YM02VXF85IKLMMWZD7D2","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1920x1080","1920x941",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",24518.3419999993,24516.46,24518.3419999993,24518.3419999993,24516.46,24518.3419999993,1,24518.3419999993,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT70702"
"7",1695943862482,"28/09/2023 23:31:02",1695918662482,-7,"28/09/2023 09:31:02",144339,5,"questionnaire-uu2n",NA,31928727,9442807,NA,"complete","itszap","3QEMNNSB23YM02VXF85IKLMMWZD7D2","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1920x1080","1920x941",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",7090.501,24516.46,24520.142,7090.501,24516.46,24520.142,1,7090.501,17429.641,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT70702"
"8",1695943862482,"28/09/2023 23:31:02",1695918662482,-7,"28/09/2023 09:31:02",144339,5,"questionnaire-uu2n",NA,31928727,9442807,NA,"complete","itszap","3QEMNNSB23YM02VXF85IKLMMWZD7D2","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1920x1080","1920x941",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",11475.744,24516.46,24520.5420000004,11475.744,24516.46,24520.5420000004,1,11475.744,13044.7980000004,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT70702"
"9",1695943862482,"28/09/2023 23:31:02",1695918662482,-7,"28/09/2023 09:31:02",144339,5,"questionnaire-uu2n",NA,31928727,9442807,NA,"complete","itszap","3QEMNNSB23YM02VXF85IKLMMWZD7D2","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1920x1080","1920x941",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",23928.046,24516.46,24520.8419999993,23928.046,24516.46,24520.8419999993,1,23928.046,592.795999999253,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT70702"
"10",1695943881157,"28/09/2023 23:31:21",1695918681157,-7,"28/09/2023 09:31:21",144339,5,"questionnaire-uu2n",NA,31928727,9442807,NA,"complete","itszap","3QEMNNSB23YM02VXF85IKLMMWZD7D2","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1920x1080","1920x941",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",18678.8819999993,18675.429,18678.8819999993,18678.8819999993,18675.429,18678.8819999993,1,18678.8819999993,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT70702"
"11",1695943881159,"28/09/2023 23:31:21",1695918681159,-7,"28/09/2023 09:31:21",144339,5,"questionnaire-uu2n",NA,31928727,9442807,NA,"complete","itszap","3QEMNNSB23YM02VXF85IKLMMWZD7D2","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1920x1080","1920x941",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",7278.443,18675.429,18680.9819999989,7278.443,18675.429,18680.9819999989,1,7278.443,11402.5389999989,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT70702"
"12",1695943881159,"28/09/2023 23:31:21",1695918681159,-7,"28/09/2023 09:31:21",144339,5,"questionnaire-uu2n",NA,31928727,9442807,NA,"complete","itszap","3QEMNNSB23YM02VXF85IKLMMWZD7D2","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1920x1080","1920x941",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",10905.545,18675.429,18681.3819999993,10905.545,18675.429,18681.3819999993,1,10905.545,7775.83699999926,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT70702"
"13",1695943881159,"28/09/2023 23:31:21",1695918681159,-7,"28/09/2023 09:31:21",144339,5,"questionnaire-uu2n",NA,31928727,9442807,NA,"complete","itszap","3QEMNNSB23YM02VXF85IKLMMWZD7D2","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1920x1080","1920x941",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",15521.426,18675.429,18681.549,15521.426,18675.429,18681.549,1,15521.426,3160.12300000001,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT70702"
"14",1695943881163,"28/09/2023 23:31:21",1695918681163,-7,"28/09/2023 09:31:21",144339,5,"questionnaire-uu2n",NA,31928727,9442807,NA,"complete","itszap","3QEMNNSB23YM02VXF85IKLMMWZD7D2","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1920x1080","1920x941",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"LH","In","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT70702"
"1",1695946883783,"29/09/2023 00:21:23",1695932483783,-4,"28/09/2023 16:21:23",144339,5,"questionnaire-uu2n",NA,31928521,9442809,NA,"complete","qsflpm","3I2PTA7R3ZT4KQ6M3O0BOPY7LY2KQQ","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"HL","In","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT59946"
"2",1695946927327,"29/09/2023 00:22:07",1695932527327,-4,"28/09/2023 16:22:07",144339,5,"questionnaire-uu2n",NA,31928521,9442809,NA,"complete","qsflpm","3I2PTA7R3ZT4KQ6M3O0BOPY7LY2KQQ","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",43558.89,43542.224,43558.89,43558.89,43542.224,43558.89,1,43558.89,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT59946"
"3",1695946927331,"29/09/2023 00:22:07",1695932527331,-4,"28/09/2023 16:22:07",144339,5,"questionnaire-uu2n",NA,31928521,9442809,NA,"complete","qsflpm","3I2PTA7R3ZT4KQ6M3O0BOPY7LY2KQQ","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",12380.196,43542.224,43558.89,12380.196,43542.224,43558.89,1,12380.196,31178.694,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT59946"
"4",1695946927332,"29/09/2023 00:22:07",1695932527332,-4,"28/09/2023 16:22:07",144339,5,"questionnaire-uu2n",NA,31928521,9442809,NA,"complete","qsflpm","3I2PTA7R3ZT4KQ6M3O0BOPY7LY2KQQ","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",32821.98,43542.224,43558.89,32821.98,43542.224,43558.89,1,32821.98,10736.91,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT59946"
"5",1695946927332,"29/09/2023 00:22:07",1695932527332,-4,"28/09/2023 16:22:07",144339,5,"questionnaire-uu2n",NA,31928521,9442809,NA,"complete","qsflpm","3I2PTA7R3ZT4KQ6M3O0BOPY7LY2KQQ","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",40717.584,43542.224,43558.89,40717.584,43542.224,43558.89,1,40717.584,2841.306,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT59946"
"6",1695946950769,"29/09/2023 00:22:30",1695932550769,-4,"28/09/2023 16:22:30",144339,5,"questionnaire-uu2n",NA,31928521,9442809,NA,"complete","qsflpm","3I2PTA7R3ZT4KQ6M3O0BOPY7LY2KQQ","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",23462.5580002861,23447.616,23462.5580002861,23462.5580002861,23447.616,23462.5580002861,1,23462.5580002861,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT59946"
"7",1695946950772,"29/09/2023 00:22:30",1695932550772,-4,"28/09/2023 16:22:30",144339,5,"questionnaire-uu2n",NA,31928521,9442809,NA,"complete","qsflpm","3I2PTA7R3ZT4KQ6M3O0BOPY7LY2KQQ","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",9926.75,23447.616,23464.282,9926.75,23447.616,23464.282,1,9926.75,13537.532,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT59946"
"8",1695946950772,"29/09/2023 00:22:30",1695932550772,-4,"28/09/2023 16:22:30",144339,5,"questionnaire-uu2n",NA,31928521,9442809,NA,"complete","qsflpm","3I2PTA7R3ZT4KQ6M3O0BOPY7LY2KQQ","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",15623.893,23447.616,23464.282,15623.893,23447.616,23464.282,1,15623.893,7840.389,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT59946"
"9",1695946950773,"29/09/2023 00:22:30",1695932550773,-4,"28/09/2023 16:22:30",144339,5,"questionnaire-uu2n",NA,31928521,9442809,NA,"complete","qsflpm","3I2PTA7R3ZT4KQ6M3O0BOPY7LY2KQQ","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",22513.07,23447.616,23464.282,22513.07,23447.616,23464.282,1,22513.07,951.212,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT59946"
"10",1695946959913,"29/09/2023 00:22:39",1695932559913,-4,"28/09/2023 16:22:39",144339,5,"questionnaire-uu2n",NA,31928521,9442809,NA,"complete","qsflpm","3I2PTA7R3ZT4KQ6M3O0BOPY7LY2KQQ","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",9159.242,9152.23299999999,9159.242,9159.242,9152.23299999999,9159.242,1,9159.242,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT59946"
"11",1695946959914,"29/09/2023 00:22:39",1695932559914,-4,"28/09/2023 16:22:39",144339,5,"questionnaire-uu2n",NA,31928521,9442809,NA,"complete","qsflpm","3I2PTA7R3ZT4KQ6M3O0BOPY7LY2KQQ","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","7",2661.818,9152.23299999999,9159.84200038147,2661.818,9152.23299999999,9159.84200038147,1,2661.818,6498.02400038147,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT59946"
"12",1695946959914,"29/09/2023 00:22:39",1695932559914,-4,"28/09/2023 16:22:39",144339,5,"questionnaire-uu2n",NA,31928521,9442809,NA,"complete","qsflpm","3I2PTA7R3ZT4KQ6M3O0BOPY7LY2KQQ","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","7",4943.128,9152.23299999999,9160.34200038147,4943.128,9152.23299999999,9160.34200038147,1,4943.128,4217.21400038147,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT59946"
"13",1695946959915,"29/09/2023 00:22:39",1695932559915,-4,"28/09/2023 16:22:39",144339,5,"questionnaire-uu2n",NA,31928521,9442809,NA,"complete","qsflpm","3I2PTA7R3ZT4KQ6M3O0BOPY7LY2KQQ","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","7",7753.272,9152.23299999999,9160.84200038147,7753.272,9152.23299999999,9160.84200038147,1,7753.272,1407.57000038147,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT59946"
