"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","randomiser.a4zk","branch.4fv7","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"4",1695985212272,"29/09/2023 11:00:12",1695960012272,-7,"28/09/2023 21:00:12",144339,5,"questionnaire-uu2n",NA,31935003,9444660,NA,"complete","kfevth","3GGAI1SQE1XVGDW6JICWJX1U6S4CMY","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1600x900","1600x757",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",38000,48968.75,48998,38000,48968.75,48998,1,38000,10998,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT85773"
"5",1695985212273,"29/09/2023 11:00:12",1695960012273,-7,"28/09/2023 21:00:12",144339,5,"questionnaire-uu2n",NA,31935003,9444660,NA,"complete","kfevth","3GGAI1SQE1XVGDW6JICWJX1U6S4CMY","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1600x900","1600x757",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",47968.75,48968.75,48998,47968.75,48968.75,48998,1,47968.75,1029.25,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT85773"
"6",1695985248741,"29/09/2023 11:00:48",1695960048741,-7,"28/09/2023 21:00:48",144339,5,"questionnaire-uu2n",NA,31935003,9444660,NA,"complete","kfevth","3GGAI1SQE1XVGDW6JICWJX1U6S4CMY","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1600x900","1600x757",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",36498.25,36468.75,36498.25,36498.25,36468.75,36498.25,1,36498.25,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT85773"
"7",1695985248746,"29/09/2023 11:00:48",1695960048746,-7,"28/09/2023 21:00:48",144339,5,"questionnaire-uu2n",NA,31935003,9444660,NA,"complete","kfevth","3GGAI1SQE1XVGDW6JICWJX1U6S4CMY","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1600x900","1600x757",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","3",8062.5,36468.75,36500,8062.5,36468.75,36500,1,8062.5,28437.5,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT85773"
"8",1695985248748,"29/09/2023 11:00:48",1695960048748,-7,"28/09/2023 21:00:48",144339,5,"questionnaire-uu2n",NA,31935003,9444660,NA,"complete","kfevth","3GGAI1SQE1XVGDW6JICWJX1U6S4CMY","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1600x900","1600x757",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",14656.25,36468.75,36500,14656.25,36468.75,36500,1,14656.25,21843.75,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT85773"
"9",1695985248748,"29/09/2023 11:00:48",1695960048748,-7,"28/09/2023 21:00:48",144339,5,"questionnaire-uu2n",NA,31935003,9444660,NA,"complete","kfevth","3GGAI1SQE1XVGDW6JICWJX1U6S4CMY","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1600x900","1600x757",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",24843.75,36468.75,36500,24843.75,36468.75,36500,1,24843.75,11656.25,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT85773"
"10",1695985280287,"29/09/2023 11:01:20",1695960080287,-7,"28/09/2023 21:01:20",144339,5,"questionnaire-uu2n",NA,31935003,9444660,NA,"complete","kfevth","3GGAI1SQE1XVGDW6JICWJX1U6S4CMY","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1600x900","1600x757",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",31575.5,31562.5,31575.5,31575.5,31562.5,31575.5,1,31575.5,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT85773"
"11",1695985280294,"29/09/2023 11:01:20",1695960080294,-7,"28/09/2023 21:01:20",144339,5,"questionnaire-uu2n",NA,31935003,9444660,NA,"complete","kfevth","3GGAI1SQE1XVGDW6JICWJX1U6S4CMY","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1600x900","1600x757",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",21687.5,31562.5,31581.5,21687.5,31562.5,31581.5,1,21687.5,9894,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT85773"
"12",1695985280295,"29/09/2023 11:01:20",1695960080295,-7,"28/09/2023 21:01:20",144339,5,"questionnaire-uu2n",NA,31935003,9444660,NA,"complete","kfevth","3GGAI1SQE1XVGDW6JICWJX1U6S4CMY","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1600x900","1600x757",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",27500,31562.5,31583.5,27500,31562.5,31583.5,1,27500,4083.5,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT85773"
"13",1695985280295,"29/09/2023 11:01:20",1695960080295,-7,"28/09/2023 21:01:20",144339,5,"questionnaire-uu2n",NA,31935003,9444660,NA,"complete","kfevth","3GGAI1SQE1XVGDW6JICWJX1U6S4CMY","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1600x900","1600x757",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",30093.75,31562.5,31583.5,30093.75,31562.5,31583.5,1,30093.75,1489.75,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT85773"
"14",1695985280302,"29/09/2023 11:01:20",1695960080302,-7,"28/09/2023 21:01:20",144339,5,"questionnaire-uu2n",NA,31935003,9444660,NA,"complete","kfevth","3GGAI1SQE1XVGDW6JICWJX1U6S4CMY","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1600x900","1600x757",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"LH","In","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT85773"
"1",1695977752934,"29/09/2023 08:55:52",1695963352934,-4,"29/09/2023 00:55:52",144339,5,"questionnaire-uu2n",NA,31935130,9444689,NA,"complete","obzkhc","3FTOP5WARLNLLDV5456K847CT9G0JT","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"HL","In","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT98014"
"2",1695977830057,"29/09/2023 08:57:10",1695963430057,-4,"29/09/2023 00:57:10",144339,5,"questionnaire-uu2n",NA,31935130,9444689,NA,"complete","obzkhc","3FTOP5WARLNLLDV5456K847CT9G0JT","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",77125,77093.75,77125,77125,77093.75,77125,1,77125,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT98014"
"3",1695977830060,"29/09/2023 08:57:10",1695963430060,-4,"29/09/2023 00:57:10",144339,5,"questionnaire-uu2n",NA,31935130,9444689,NA,"complete","obzkhc","3FTOP5WARLNLLDV5456K847CT9G0JT","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","3",25968.75,77093.75,77125,25968.75,77093.75,77125,1,25968.75,51156.25,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT98014"
"4",1695977830061,"29/09/2023 08:57:10",1695963430061,-4,"29/09/2023 00:57:10",144339,5,"questionnaire-uu2n",NA,31935130,9444689,NA,"complete","obzkhc","3FTOP5WARLNLLDV5456K847CT9G0JT","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",38843.75,77093.75,77125,38843.75,77093.75,77125,1,38843.75,38281.25,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT98014"
"5",1695977830061,"29/09/2023 08:57:10",1695963430061,-4,"29/09/2023 00:57:10",144339,5,"questionnaire-uu2n",NA,31935130,9444689,NA,"complete","obzkhc","3FTOP5WARLNLLDV5456K847CT9G0JT","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",60843.75,77093.75,77125,60843.75,77093.75,77125,1,60843.75,16281.25,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT98014"
"6",1695977888672,"29/09/2023 08:58:08",1695963488672,-4,"29/09/2023 00:58:08",144339,5,"questionnaire-uu2n",NA,31935130,9444689,NA,"complete","obzkhc","3FTOP5WARLNLLDV5456K847CT9G0JT","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",58656.25,58625,58656.25,58656.25,58625,58656.25,1,58656.25,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT98014"
"7",1695977888677,"29/09/2023 08:58:08",1695963488677,-4,"29/09/2023 00:58:08",144339,5,"questionnaire-uu2n",NA,31935130,9444689,NA,"complete","obzkhc","3FTOP5WARLNLLDV5456K847CT9G0JT","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",18750,58625,58656.25,18750,58625,58656.25,1,18750,39906.25,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT98014"
"8",1695977888678,"29/09/2023 08:58:08",1695963488678,-4,"29/09/2023 00:58:08",144339,5,"questionnaire-uu2n",NA,31935130,9444689,NA,"complete","obzkhc","3FTOP5WARLNLLDV5456K847CT9G0JT","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",23062.5,58625,58656.25,23062.5,58625,58656.25,1,23062.5,35593.75,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT98014"
"9",1695977888678,"29/09/2023 08:58:08",1695963488678,-4,"29/09/2023 00:58:08",144339,5,"questionnaire-uu2n",NA,31935130,9444689,NA,"complete","obzkhc","3FTOP5WARLNLLDV5456K847CT9G0JT","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",46687.5,58625,58656.25,46687.5,58625,58656.25,1,46687.5,11968.75,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT98014"
"10",1695977904295,"29/09/2023 08:58:24",1695963504295,-4,"29/09/2023 00:58:24",144339,5,"questionnaire-uu2n",NA,31935130,9444689,NA,"complete","obzkhc","3FTOP5WARLNLLDV5456K847CT9G0JT","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",15655.25,15625,15655.25,15655.25,15625,15655.25,1,15655.25,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT98014"
"11",1695977904298,"29/09/2023 08:58:24",1695963504298,-4,"29/09/2023 00:58:24",144339,5,"questionnaire-uu2n",NA,31935130,9444689,NA,"complete","obzkhc","3FTOP5WARLNLLDV5456K847CT9G0JT","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",5625,15625,15656.25,5625,15625,15656.25,1,5625,10031.25,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT98014"
"12",1695977904298,"29/09/2023 08:58:24",1695963504298,-4,"29/09/2023 00:58:24",144339,5,"questionnaire-uu2n",NA,31935130,9444689,NA,"complete","obzkhc","3FTOP5WARLNLLDV5456K847CT9G0JT","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",7750,15625,15656.25,7750,15625,15656.25,1,7750,7906.25,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT98014"
"13",1695977904298,"29/09/2023 08:58:24",1695963504298,-4,"29/09/2023 00:58:24",144339,5,"questionnaire-uu2n",NA,31935130,9444689,NA,"complete","obzkhc","3FTOP5WARLNLLDV5456K847CT9G0JT","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",14687.5,15625,15656.25,14687.5,15625,15656.25,1,14687.5,968.75,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT98014"
"14",1695977904303,"29/09/2023 08:58:24",1695963504303,-4,"29/09/2023 00:58:24",144339,5,"questionnaire-uu2n",NA,31935130,9444689,NA,"complete","obzkhc","3FTOP5WARLNLLDV5456K847CT9G0JT","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"HL","In","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT98014"
"1",1695981443280,"29/09/2023 09:57:23",1695967043280,-4,"29/09/2023 01:57:23",144339,5,"questionnaire-uu2n",NA,31935277,9444758,NA,"complete","zvxlrc","33JKGHPFYITE7HTX88LAZ8V65WNNMW","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x800","1280x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"LH","In","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT99469"
"2",1695981446869,"29/09/2023 09:57:26",1695967046869,-4,"29/09/2023 01:57:26",144339,5,"questionnaire-uu2n",NA,31935277,9444758,NA,"complete","zvxlrc","33JKGHPFYITE7HTX88LAZ8V65WNNMW","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x800","1280x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",3622.54099980927,3618.097,3622.54099980927,3622.54099980927,3618.097,3622.54099980927,1,3622.54099980927,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT99469"
"3",1695981446870,"29/09/2023 09:57:26",1695967046870,-4,"29/09/2023 01:57:26",144339,5,"questionnaire-uu2n",NA,31935277,9444758,NA,"complete","zvxlrc","33JKGHPFYITE7HTX88LAZ8V65WNNMW","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x800","1280x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",1871.076,3618.097,3624.64100019074,1871.076,3618.097,3624.64100019074,1,1871.076,1753.56500019074,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT99469"
"4",1695981446871,"29/09/2023 09:57:26",1695967046871,-4,"29/09/2023 01:57:26",144339,5,"questionnaire-uu2n",NA,31935277,9444758,NA,"complete","zvxlrc","33JKGHPFYITE7HTX88LAZ8V65WNNMW","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x800","1280x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",2461.768,3618.097,3625.44099990463,2461.768,3618.097,3625.44099990463,1,2461.768,1163.67299990463,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT99469"
"5",1695981446871,"29/09/2023 09:57:26",1695967046871,-4,"29/09/2023 01:57:26",144339,5,"questionnaire-uu2n",NA,31935277,9444758,NA,"complete","zvxlrc","33JKGHPFYITE7HTX88LAZ8V65WNNMW","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x800","1280x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",3062.38,3618.097,3626.04099980927,3062.38,3618.097,3626.04099980927,1,3062.38,563.660999809265,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT99469"
"6",1695981450619,"29/09/2023 09:57:30",1695967050619,-4,"29/09/2023 01:57:30",144339,5,"questionnaire-uu2n",NA,31935277,9444758,NA,"complete","zvxlrc","33JKGHPFYITE7HTX88LAZ8V65WNNMW","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x800","1280x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",3755.04400019074,3750.994,3755.04400019074,3755.04400019074,3750.994,3755.04400019074,1,3755.04400019074,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT99469"
"7",1695981450619,"29/09/2023 09:57:30",1695967050619,-4,"29/09/2023 01:57:30",144339,5,"questionnaire-uu2n",NA,31935277,9444758,NA,"complete","zvxlrc","33JKGHPFYITE7HTX88LAZ8V65WNNMW","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x800","1280x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",1757.303,3750.994,3756.04400019074,1757.303,3750.994,3756.04400019074,1,1757.303,1998.74100019074,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT99469"
"8",1695981450620,"29/09/2023 09:57:30",1695967050620,-4,"29/09/2023 01:57:30",144339,5,"questionnaire-uu2n",NA,31935277,9444758,NA,"complete","zvxlrc","33JKGHPFYITE7HTX88LAZ8V65WNNMW","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x800","1280x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",2393.979,3750.994,3756.64400009537,2393.979,3750.994,3756.64400009537,1,2393.979,1362.66500009537,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT99469"
"9",1695981450621,"29/09/2023 09:57:30",1695967050621,-4,"29/09/2023 01:57:30",144339,5,"questionnaire-uu2n",NA,31935277,9444758,NA,"complete","zvxlrc","33JKGHPFYITE7HTX88LAZ8V65WNNMW","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x800","1280x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",3063.994,3750.994,3757.34399990463,3063.994,3750.994,3757.34399990463,1,3063.994,693.349999904633,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT99469"
"10",1695981453426,"29/09/2023 09:57:33",1695967053426,-4,"29/09/2023 01:57:33",144339,5,"questionnaire-uu2n",NA,31935277,9444758,NA,"complete","zvxlrc","33JKGHPFYITE7HTX88LAZ8V65WNNMW","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x800","1280x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",2810.015,2793.349,2810.015,2810.015,2793.349,2810.015,1,2810.015,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT99469"
"11",1695981453433,"29/09/2023 09:57:33",1695967053433,-4,"29/09/2023 01:57:33",144339,5,"questionnaire-uu2n",NA,31935277,9444758,NA,"complete","zvxlrc","33JKGHPFYITE7HTX88LAZ8V65WNNMW","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x800","1280x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",1436.655,2793.349,2810.015,1436.655,2793.349,2810.015,1,1436.655,1373.36,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT99469"
"12",1695981453434,"29/09/2023 09:57:33",1695967053434,-4,"29/09/2023 01:57:33",144339,5,"questionnaire-uu2n",NA,31935277,9444758,NA,"complete","zvxlrc","33JKGHPFYITE7HTX88LAZ8V65WNNMW","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x800","1280x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",1851.651,2793.349,2810.015,1851.651,2793.349,2810.015,1,1851.651,958.364,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT99469"
"13",1695981453434,"29/09/2023 09:57:33",1695967053434,-4,"29/09/2023 01:57:33",144339,5,"questionnaire-uu2n",NA,31935277,9444758,NA,"complete","zvxlrc","33JKGHPFYITE7HTX88LAZ8V65WNNMW","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x800","1280x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",2237.991,2793.349,2810.015,2237.991,2793.349,2810.015,1,2237.991,572.023999999999,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT99469"
"14",1695981453437,"29/09/2023 09:57:33",1695967053437,-4,"29/09/2023 01:57:33",144339,5,"questionnaire-uu2n",NA,31935277,9444758,NA,"complete","zvxlrc","33JKGHPFYITE7HTX88LAZ8V65WNNMW","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x800","1280x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"LH","In","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT99469"
"1",1695991018216,"29/09/2023 12:36:58",1695976618216,-4,"29/09/2023 04:36:58",144339,5,"questionnaire-uu2n",NA,31936226,9445077,NA,"complete","dywfjb","3PPTZCWALWJZ9L583P3LB4MKPBEQZP","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","KLJAIBHCGDFE",NA,"HL","In","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT79316"
"2",1695991040615,"29/09/2023 12:37:20",1695976640615,-4,"29/09/2023 04:37:20",144339,5,"questionnaire-uu2n",NA,31936226,9445077,NA,"complete","dywfjb","3PPTZCWALWJZ9L583P3LB4MKPBEQZP","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","KLJAIBHCGDFE",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",26625.9000000954,26611.032,26625.9000000954,26625.9000000954,26611.032,26625.9000000954,1,26625.9000000954,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT79316"
"3",1695991040617,"29/09/2023 12:37:20",1695976640617,-4,"29/09/2023 04:37:20",144339,5,"questionnaire-uu2n",NA,31936226,9445077,NA,"complete","dywfjb","3PPTZCWALWJZ9L583P3LB4MKPBEQZP","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","KLJAIBHCGDFE",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",15602.831,26611.032,26627.698,15602.831,26611.032,26627.698,1,15602.831,11024.867,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT79316"
