"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.rr6o","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"1",1701885127511,"06/12/2023 17:52:07",1701885127511,0,"06/12/2023 17:52:07",152734,15,"questionnaire-uu2n",NA,33496223,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","750x836",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF55461"
"2",1701885151807,"06/12/2023 17:52:31",1701885151807,0,"06/12/2023 17:52:31",152734,15,"questionnaire-uu2n",NA,33496223,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","750x836",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",24310.5389998569,24301.681,24310.5389998569,24310.5389998569,24301.681,24310.5389998569,1,24310.5389998569,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"MDPRF55461"
"3",1701885151812,"06/12/2023 17:52:31",1701885151812,0,"06/12/2023 17:52:31",152734,15,"questionnaire-uu2n",NA,33496223,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","750x836",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",14917.674,24301.681,24318.414,14917.674,24301.681,24318.414,1,14917.674,9400.74,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"MDPRF55461"
"4",1701885151812,"06/12/2023 17:52:31",1701885151812,0,"06/12/2023 17:52:31",152734,15,"questionnaire-uu2n",NA,33496223,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","750x836",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",20834.746,24301.681,24318.414,20834.746,24301.681,24318.414,1,20834.746,3483.668,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"MDPRF55461"
"5",1701885151813,"06/12/2023 17:52:31",1701885151813,0,"06/12/2023 17:52:31",152734,15,"questionnaire-uu2n",NA,33496223,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","750x836",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",23684.85,24301.681,24318.414,23684.85,24301.681,24318.414,1,23684.85,633.564000000002,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"MDPRF55461"
"6",1701885166425,"06/12/2023 17:52:46",1701885166425,0,"06/12/2023 17:52:46",152734,15,"questionnaire-uu2n",NA,33496223,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","750x836",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",14634.1579998093,14617.733,14634.1579998093,14634.1579998093,14617.733,14634.1579998093,1,14634.1579998093,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"MDPRF55461"
"7",1701885166431,"06/12/2023 17:52:46",1701885166431,0,"06/12/2023 17:52:46",152734,15,"questionnaire-uu2n",NA,33496223,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","750x836",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",4167.164,14617.733,14634.442,4167.164,14617.733,14634.442,1,4167.164,10467.278,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"MDPRF55461"
"8",1701885166432,"06/12/2023 17:52:46",1701885166432,0,"06/12/2023 17:52:46",152734,15,"questionnaire-uu2n",NA,33496223,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","750x836",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",5850.368,14617.733,14634.442,5850.368,14617.733,14634.442,1,5850.368,8784.074,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"MDPRF55461"
"9",1701885166433,"06/12/2023 17:52:46",1701885166433,0,"06/12/2023 17:52:46",152734,15,"questionnaire-uu2n",NA,33496223,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","750x836",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",12584.156,14617.733,14634.442,12584.156,14617.733,14634.442,1,12584.156,2050.28600000001,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"MDPRF55461"
"10",1701885225283,"06/12/2023 17:53:45",1701885225283,0,"06/12/2023 17:53:45",152734,15,"questionnaire-uu2n",NA,33496223,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","750x836",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",58870.692,58854.018,58870.692,58870.692,58854.018,58870.692,1,58870.692,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"MDPRF55461"
"11",1701885225288,"06/12/2023 17:53:45",1701885225288,0,"06/12/2023 17:53:45",152734,15,"questionnaire-uu2n",NA,33496223,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","750x836",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",54203.717,58854.018,58870.692,54203.717,58854.018,58870.692,1,54203.717,4666.97500000001,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"MDPRF55461"
"12",1701885225288,"06/12/2023 17:53:45",1701885225288,0,"06/12/2023 17:53:45",152734,15,"questionnaire-uu2n",NA,33496223,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","750x836",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",55486.946,58854.018,58870.692,55486.946,58854.018,58870.692,1,55486.946,3383.746,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"MDPRF55461"
"13",1701885225289,"06/12/2023 17:53:45",1701885225289,0,"06/12/2023 17:53:45",152734,15,"questionnaire-uu2n",NA,33496223,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","750x836",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",57537.39,58854.018,58870.692,57537.39,58854.018,58870.692,1,57537.39,1333.30200000001,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"MDPRF55461"
"14",1701885225296,"06/12/2023 17:53:45",1701885225296,0,"06/12/2023 17:53:45",152734,15,"questionnaire-uu2n",NA,33496223,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","750x836",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In",2,"Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF55461"
"1",1701885213613,"06/12/2023 17:53:33",1701885213613,0,"06/12/2023 17:53:33",152734,15,"questionnaire-uu2n",NA,33496296,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF73724"
"2",1701885233286,"06/12/2023 17:53:53",1701885233286,0,"06/12/2023 17:53:53",152734,15,"questionnaire-uu2n",NA,33496296,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",20591,20577,20591,20591,20577,20591,1,20591,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"MDPRF73724"
"3",1701885233290,"06/12/2023 17:53:53",1701885233290,0,"06/12/2023 17:53:53",152734,15,"questionnaire-uu2n",NA,33496296,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",9976,20577,20594,9976,20577,20594,1,9976,10618,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"MDPRF73724"
"4",1701885233290,"06/12/2023 17:53:53",1701885233290,0,"06/12/2023 17:53:53",152734,15,"questionnaire-uu2n",NA,33496296,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",12793,20577,20594,12793,20577,20594,1,12793,7801,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"MDPRF73724"
"5",1701885233291,"06/12/2023 17:53:53",1701885233291,0,"06/12/2023 17:53:53",152734,15,"questionnaire-uu2n",NA,33496296,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","0",16243,20577,20594,16243,20577,20594,1,16243,4351,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"MDPRF73724"
"6",1701885288170,"06/12/2023 17:54:48",1701885288170,0,"06/12/2023 17:54:48",152734,15,"questionnaire-uu2n",NA,33496296,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",54900,54885,54900,54900,54885,54900,1,54900,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"MDPRF73724"
"7",1701885288173,"06/12/2023 17:54:48",1701885288173,0,"06/12/2023 17:54:48",152734,15,"questionnaire-uu2n",NA,33496296,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",4533,54885,54901,4533,54885,54901,1,4533,50368,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"MDPRF73724"
"8",1701885288173,"06/12/2023 17:54:48",1701885288173,0,"06/12/2023 17:54:48",152734,15,"questionnaire-uu2n",NA,33496296,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",23384,54885,54901,23384,54885,54901,1,23384,31517,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"MDPRF73724"
"9",1701885288173,"06/12/2023 17:54:48",1701885288173,0,"06/12/2023 17:54:48",152734,15,"questionnaire-uu2n",NA,33496296,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",47335,54885,54901,47335,54885,54901,1,47335,7566,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"MDPRF73724"
"10",1701885343657,"06/12/2023 17:55:43",1701885343657,0,"06/12/2023 17:55:43",152734,15,"questionnaire-uu2n",NA,33496296,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",55503,55486,55503,55503,55486,55503,1,55503,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"MDPRF73724"
"11",1701885343660,"06/12/2023 17:55:43",1701885343660,0,"06/12/2023 17:55:43",152734,15,"questionnaire-uu2n",NA,33496296,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","7",2234,55486,55503,2234,55486,55503,1,2234,53269,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"MDPRF73724"
"12",1701885343660,"06/12/2023 17:55:43",1701885343660,0,"06/12/2023 17:55:43",152734,15,"questionnaire-uu2n",NA,33496296,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",3000,55486,55503,3000,55486,55503,1,3000,52503,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"MDPRF73724"
"13",1701885343661,"06/12/2023 17:55:43",1701885343661,0,"06/12/2023 17:55:43",152734,15,"questionnaire-uu2n",NA,33496296,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","7",3750,55486,55503,3750,55486,55503,1,3750,51753,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"MDPRF73724"
"14",1701885343663,"06/12/2023 17:55:43",1701885343663,0,"06/12/2023 17:55:43",152734,15,"questionnaire-uu2n",NA,33496296,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"BIQ (Charlotte)",2,"In","ABLCKDJEIFHG",NA,"In",4,"Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF73724"
"1",1701885218757,"06/12/2023 17:53:38",1701885218757,0,"06/12/2023 17:53:38",152734,15,"questionnaire-uu2n",NA,33496300,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF82002"
"2",1701885239765,"06/12/2023 17:53:59",1701885239765,0,"06/12/2023 17:53:59",152734,15,"questionnaire-uu2n",NA,33496300,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",21012.2329999821,20999.685,21012.2329999821,21012.2329999821,20999.685,21012.2329999821,1,21012.2329999821,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"MDPRF82002"
"3",1701885239768,"06/12/2023 17:53:59",1701885239768,0,"06/12/2023 17:53:59",152734,15,"questionnaire-uu2n",NA,33496300,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",8899.907,20999.685,21016.351,8899.907,20999.685,21016.351,1,8899.907,12116.444,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"MDPRF82002"
"4",1701885239769,"06/12/2023 17:53:59",1701885239769,0,"06/12/2023 17:53:59",152734,15,"questionnaire-uu2n",NA,33496300,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","3",15666.565,20999.685,21016.351,15666.565,20999.685,21016.351,1,15666.565,5349.786,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"MDPRF82002"
"5",1701885239769,"06/12/2023 17:53:59",1701885239769,0,"06/12/2023 17:53:59",152734,15,"questionnaire-uu2n",NA,33496300,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",18883.103,20999.685,21016.351,18883.103,20999.685,21016.351,1,18883.103,2133.248,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"MDPRF82002"
"6",1701885252082,"06/12/2023 17:54:12",1701885252082,0,"06/12/2023 17:54:12",152734,15,"questionnaire-uu2n",NA,33496300,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",12333.102,12316.436,12333.102,12333.102,12316.436,12333.102,1,12333.102,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"MDPRF82002"
"7",1701885252086,"06/12/2023 17:54:12",1701885252086,0,"06/12/2023 17:54:12",152734,15,"questionnaire-uu2n",NA,33496300,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",4800.07,12316.436,12333.102,4800.07,12316.436,12333.102,1,4800.07,7533.03200000001,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"MDPRF82002"
"8",1701885252086,"06/12/2023 17:54:12",1701885252086,0,"06/12/2023 17:54:12",152734,15,"questionnaire-uu2n",NA,33496300,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",7616.624,12316.436,12333.102,7616.624,12316.436,12333.102,1,7616.624,4716.47800000001,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"MDPRF82002"
"9",1701885252087,"06/12/2023 17:54:12",1701885252087,0,"06/12/2023 17:54:12",152734,15,"questionnaire-uu2n",NA,33496300,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",11616.464,12316.436,12333.102,11616.464,12316.436,12333.102,1,11616.464,716.638000000006,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"MDPRF82002"
"10",1701885261852,"06/12/2023 17:54:21",1701885261852,0,"06/12/2023 17:54:21",152734,15,"questionnaire-uu2n",NA,33496300,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",9783.205,9766.539,9783.205,9783.205,9766.539,9783.205,1,9783.205,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"MDPRF82002"
"11",1701885261853,"06/12/2023 17:54:21",1701885261853,0,"06/12/2023 17:54:21",152734,15,"questionnaire-uu2n",NA,33496300,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",2950.145,9766.539,9783.205,2950.145,9766.539,9783.205,1,2950.145,6833.06,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"MDPRF82002"
"12",1701885261854,"06/12/2023 17:54:21",1701885261854,0,"06/12/2023 17:54:21",152734,15,"questionnaire-uu2n",NA,33496300,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",4200.095,9766.539,9783.205,4200.095,9766.539,9783.205,1,4200.095,5583.10999999999,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"MDPRF82002"
"13",1701885261854,"06/12/2023 17:54:21",1701885261854,0,"06/12/2023 17:54:21",152734,15,"questionnaire-uu2n",NA,33496300,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",8616.585,9766.539,9783.205,8616.585,9766.539,9783.205,1,8616.585,1166.62,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"MDPRF82002"
"14",1701885261859,"06/12/2023 17:54:21",1701885261859,0,"06/12/2023 17:54:21",152734,15,"questionnaire-uu2n",NA,33496300,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF82002"
"1",1701885246135,"06/12/2023 17:54:06",1701885246135,0,"06/12/2023 17:54:06",152734,15,"questionnaire-uu2n",NA,33496312,9909113,NA,"complete",NA,"6570b276b0270d43e0a78002","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x919",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In",6,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF62430"
"2",1701885260802,"06/12/2023 17:54:20",1701885260802,0,"06/12/2023 17:54:20",152734,15,"questionnaire-uu2n",NA,33496312,9909113,NA,"complete",NA,"6570b276b0270d43e0a78002","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x919",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In",6,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",14666.346,14659.402,14666.346,14666.346,14659.402,14666.346,1,14666.346,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"MDPRF62430"
