"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.rr6o","Spreadsheet","Spreadsheet.Name","Spreadsheet.Row","Trial.Number","Screen.Number","Screen.Name","Zone.Name","Zone.Type","Reaction.Time","Reaction.Onset","Response.Type","Response","Attempt","Correct","Incorrect","Dishonest","X.Coordinate","Y.Coordinate","Timed.Out","randomise_blocks","randomise_trials","display","animal","ANSWER","Random_ID"
"2",1701886766917,"06/12/2023 18:19:26",1701886766800,0,"06/12/2023 18:19:26",152734,15,"task-9qxs",NA,33497666,9909345,NA,"complete",NA,"6570b901f4750c58dffb72a5","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x911",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","EFDGCHBIAJLK",NA,"In",5,"Spreadsheet1","Spreadsheet1",7,"",1,"Screen 1","Zone2","response_text_entry",6546,NA,"Enter Key","sheep",1,1,0,0,NA,NA,NA,NA,1,"task","i_sheep.png","sheep","MDPRF42986"
"3",1701886770062,"06/12/2023 18:19:30",1701886769926,0,"06/12/2023 18:19:29",152734,15,"task-9qxs",NA,33497666,9909345,NA,"complete",NA,"6570b901f4750c58dffb72a5","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x911",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","EFDGCHBIAJLK",NA,"In",5,"Spreadsheet1","Spreadsheet1",6,"",1,"Screen 1","Zone2","response_text_entry",3120.5,NA,"Enter Key","elephant",1,1,0,0,NA,NA,NA,NA,1,"task","i_elephant.png","elephant","MDPRF42986"
"4",1701886770110,"06/12/2023 18:19:30",1701886769929,0,"06/12/2023 18:19:29",152734,15,"task-9qxs",NA,33497666,9909345,NA,"complete",NA,"6570b901f4750c58dffb72a5","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x911",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","EFDGCHBIAJLK",NA,"In",5,"Spreadsheet1","",NA,"END TASK",NA,"","","",10118,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF42986"
"1",1701887113239,"06/12/2023 18:25:13",1701887111318,0,"06/12/2023 18:25:11",152734,15,"task-9qxs",NA,33498023,9909372,NA,"complete",NA,"6570b8f71a9a7ef8f0eedc0f","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1280x720","1280x569",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","FGEHDICJBKAL",NA,"In",3,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF46330"
"2",1701887120036,"06/12/2023 18:25:20",1701887118156,0,"06/12/2023 18:25:18",152734,15,"task-9qxs",NA,33498023,9909372,NA,"complete",NA,"6570b8f71a9a7ef8f0eedc0f","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1280x720","1280x569",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","FGEHDICJBKAL",NA,"In",3,"Spreadsheet1","Spreadsheet1",3,"",1,"Screen 1","Zone2","response_text_entry",6624.30000001192,NA,"Enter Key","cat",1,1,0,0,NA,NA,NA,NA,1,"task","i_cat.png","cat","MDPRF46330"
"3",1701887123521,"06/12/2023 18:25:23",1701887121639,0,"06/12/2023 18:25:21",152734,15,"task-9qxs",NA,33498023,9909372,NA,"complete",NA,"6570b8f71a9a7ef8f0eedc0f","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1280x720","1280x569",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","FGEHDICJBKAL",NA,"In",3,"Spreadsheet1","Spreadsheet1",5,"",1,"Screen 1","Zone2","response_text_entry",3470.20000001788,NA,"Enter Key","butterfly",1,1,0,0,NA,NA,NA,NA,1,"task","i_butterfly.png","butterfly","MDPRF46330"
"4",1701887123608,"06/12/2023 18:25:23",1701887121648,0,"06/12/2023 18:25:21",152734,15,"task-9qxs",NA,33498023,9909372,NA,"complete",NA,"6570b8f71a9a7ef8f0eedc0f","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1280x720","1280x569",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","FGEHDICJBKAL",NA,"In",3,"Spreadsheet1","",NA,"END TASK",NA,"","","",10330,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF46330"
"1",1701887231342,"06/12/2023 18:27:11",1701887231194,0,"06/12/2023 18:27:11",152734,15,"task-9qxs",NA,33498136,9909433,NA,"complete",NA,"6570bae6591c60cd26d22231","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x668",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKILHAGBFCED",NA,"In",6,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF78837"
"2",1701887240876,"06/12/2023 18:27:20",1701887240719,0,"06/12/2023 18:27:20",152734,15,"task-9qxs",NA,33498136,9909433,NA,"complete",NA,"6570bae6591c60cd26d22231","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x668",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKILHAGBFCED",NA,"In",6,"Spreadsheet1","Spreadsheet1",7,"",1,"Screen 1","Zone2","response_text_entry",9158,NA,"Enter Key","sheep",1,1,0,0,NA,NA,NA,NA,1,"task","i_sheep.png","sheep","MDPRF78837"
"3",1701887244309,"06/12/2023 18:27:24",1701887244129,0,"06/12/2023 18:27:24",152734,15,"task-9qxs",NA,33498136,9909433,NA,"complete",NA,"6570bae6591c60cd26d22231","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x668",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKILHAGBFCED",NA,"In",6,"Spreadsheet1","Spreadsheet1",2,"",1,"Screen 1","Zone2","response_text_entry",3397.29999995232,NA,"Enter Key","duck",1,1,0,0,NA,NA,NA,NA,1,"task","i_duck.png","duck","MDPRF78837"
"4",1701887244471,"06/12/2023 18:27:24",1701887244133,0,"06/12/2023 18:27:24",152734,15,"task-9qxs",NA,33498136,9909433,NA,"complete",NA,"6570bae6591c60cd26d22231","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x668",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKILHAGBFCED",NA,"In",6,"Spreadsheet1","",NA,"END TASK",NA,"","","",12939,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF78837"
"1",1701887245444,"06/12/2023 18:27:25",1701887120385,0,"06/12/2023 18:25:20",152734,15,"task-9qxs",NA,33498144,9909391,NA,"complete",NA,"6570b93d9e438e9c5de027a1","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1280x571",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCLBA",NA,"In",2,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF42158"
"2",1701887251344,"06/12/2023 18:27:31",1701887126352,0,"06/12/2023 18:25:26",152734,15,"task-9qxs",NA,33498144,9909391,NA,"complete",NA,"6570b93d9e438e9c5de027a1","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1280x571",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCLBA",NA,"In",2,"Spreadsheet1","Spreadsheet1",6,"",1,"Screen 1","Zone2","response_text_entry",5628.29999995232,NA,"Enter Key","elephant",1,1,0,0,NA,NA,NA,NA,1,"task","i_elephant.png","elephant","MDPRF42158"
"3",1701887253182,"06/12/2023 18:27:33",1701887128192,0,"06/12/2023 18:25:28",152734,15,"task-9qxs",NA,33498144,9909391,NA,"complete",NA,"6570b93d9e438e9c5de027a1","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1280x571",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCLBA",NA,"In",2,"Spreadsheet1","Spreadsheet1",7,"",1,"Screen 1","Zone2","response_text_entry",1803.5,NA,"Enter Key","sheep",1,1,0,0,NA,NA,NA,NA,1,"task","i_sheep.png","sheep","MDPRF42158"
"4",1701887253258,"06/12/2023 18:27:33",1701887128205,0,"06/12/2023 18:25:28",152734,15,"task-9qxs",NA,33498144,9909391,NA,"complete",NA,"6570b93d9e438e9c5de027a1","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1280x571",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCLBA",NA,"In",2,"Spreadsheet1","",NA,"END TASK",NA,"","","",7820,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF42158"
"1",1701887262967,"06/12/2023 18:27:42",1701887262687,-8,"06/12/2023 10:27:42",152734,15,"task-9qxs",NA,33498162,9909290,NA,"complete",NA,"6570b78658d63e7508f01427","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.6.1","1440x900","1324x743",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","KLJAIBHCGDFE",NA,"In",4,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF63304"
"2",1701887314143,"06/12/2023 18:28:34",1701887313908,-8,"06/12/2023 10:28:33",152734,15,"task-9qxs",NA,33498162,9909290,NA,"complete",NA,"6570b78658d63e7508f01427","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.6.1","1440x900","1324x743",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","KLJAIBHCGDFE",NA,"In",4,"Spreadsheet1","Spreadsheet1",5,"",1,"Screen 1","Zone2","response_text_entry",50255,NA,"Enter Key","butterfly",1,1,0,0,NA,NA,NA,NA,1,"task","i_butterfly.png","butterfly","MDPRF63304"
"3",1701887316585,"06/12/2023 18:28:36",1701887316342,-8,"06/12/2023 10:28:36",152734,15,"task-9qxs",NA,33498162,9909290,NA,"complete",NA,"6570b78658d63e7508f01427","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.6.1","1440x900","1324x743",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","KLJAIBHCGDFE",NA,"In",4,"Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",2413,NA,"Enter Key","snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF63304"
"4",1701887316784,"06/12/2023 18:28:36",1701887316351,-8,"06/12/2023 10:28:36",152734,15,"task-9qxs",NA,33498162,9909290,NA,"complete",NA,"6570b78658d63e7508f01427","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.6.1","1440x900","1324x743",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","KLJAIBHCGDFE",NA,"In",4,"Spreadsheet1","",NA,"END TASK",NA,"","","",53664,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF63304"
"1",1701887361562,"06/12/2023 18:29:21",1701887362075,0,"06/12/2023 18:29:22",152734,15,"task-9qxs",NA,33498239,9909299,NA,"complete",NA,"6570b73236251057f2d1a6d7","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1280x720","1232x598",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKILHAGBFCED",NA,"In",3,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF73880"
"2",1701887368461,"06/12/2023 18:29:28",1701887368737,0,"06/12/2023 18:29:28",152734,15,"task-9qxs",NA,33498239,9909299,NA,"complete",NA,"6570b73236251057f2d1a6d7","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1280x720","1232x598",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKILHAGBFCED",NA,"In",3,"Spreadsheet1","Spreadsheet1",2,"",1,"Screen 1","Zone2","response_text_entry",6383.69999992847,NA,"Enter Key","duck",1,1,0,0,NA,NA,NA,NA,1,"task","i_duck.png","duck","MDPRF73880"
"3",1701887370948,"06/12/2023 18:29:30",1701887371504,0,"06/12/2023 18:29:31",152734,15,"task-9qxs",NA,33498239,9909299,NA,"complete",NA,"6570b73236251057f2d1a6d7","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1280x720","1232x598",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKILHAGBFCED",NA,"In",3,"Spreadsheet1","Spreadsheet1",5,"",1,"Screen 1","Zone2","response_text_entry",2727.10000002384,NA,"Enter Key","butterfly",1,1,0,0,NA,NA,NA,NA,1,"task","i_butterfly.png","butterfly","MDPRF73880"
"4",1701887371089,"06/12/2023 18:29:31",1701887371520,0,"06/12/2023 18:29:31",152734,15,"task-9qxs",NA,33498239,9909299,NA,"complete",NA,"6570b73236251057f2d1a6d7","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1280x720","1232x598",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","JKILHAGBFCED",NA,"In",3,"Spreadsheet1","",NA,"END TASK",NA,"","","",9444,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF73880"
"1",1701887379005,"06/12/2023 18:29:39",1701887380583,0,"06/12/2023 18:29:40",152734,15,"task-9qxs",NA,33498260,9909404,NA,"complete",NA,"6570ba4d8ecf605977c7a630","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1366x768","1366x611",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","HIGJFKELDACB",NA,"In",2,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF92026"
"2",1701887386158,"06/12/2023 18:29:46",1701887387765,0,"06/12/2023 18:29:47",152734,15,"task-9qxs",NA,33498260,9909404,NA,"complete",NA,"6570ba4d8ecf605977c7a630","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1366x768","1366x611",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","HIGJFKELDACB",NA,"In",2,"Spreadsheet1","Spreadsheet1",3,"",1,"Screen 1","Zone2","response_text_entry",6950.10000000149,NA,"Enter Key","cat",1,1,0,0,NA,NA,NA,NA,1,"task","i_cat.png","cat","MDPRF92026"
"3",1701887390194,"06/12/2023 18:29:50",1701887391793,0,"06/12/2023 18:29:51",152734,15,"task-9qxs",NA,33498260,9909404,NA,"complete",NA,"6570ba4d8ecf605977c7a630","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1366x768","1366x611",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","HIGJFKELDACB",NA,"In",2,"Spreadsheet1","Spreadsheet1",5,"",1,"Screen 1","Zone2","response_text_entry",4018.5,NA,"Enter Key","butterfly",1,1,0,0,NA,NA,NA,NA,1,"task","i_butterfly.png","butterfly","MDPRF92026"
"4",1701887390247,"06/12/2023 18:29:50",1701887391801,0,"06/12/2023 18:29:51",152734,15,"task-9qxs",NA,33498260,9909404,NA,"complete",NA,"6570ba4d8ecf605977c7a630","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1366x768","1366x611",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","HIGJFKELDACB",NA,"In",2,"Spreadsheet1","",NA,"END TASK",NA,"","","",11218,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF92026"
"1",1701887380661,"06/12/2023 18:29:40",1701887380398,0,"06/12/2023 18:29:40",152734,15,"task-9qxs",NA,33498263,9909408,NA,"complete",NA,"6570ba0f9df66f11ec0692f0","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x923",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","IJHKGLFAEBDC",NA,"In",5,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF36846"
"2",1701887398420,"06/12/2023 18:29:58",1701887398112,0,"06/12/2023 18:29:58",152734,15,"task-9qxs",NA,33498263,9909408,NA,"complete",NA,"6570ba0f9df66f11ec0692f0","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x923",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","IJHKGLFAEBDC",NA,"In",5,"Spreadsheet1","Spreadsheet1",3,"",1,"Screen 1","Zone2","response_text_entry",17439.1999999881,NA,"Enter Key","cat",1,1,0,0,NA,NA,NA,NA,1,"task","i_cat.png","cat","MDPRF36846"
"3",1701887405328,"06/12/2023 18:30:05",1701887404995,0,"06/12/2023 18:30:04",152734,15,"task-9qxs",NA,33498263,9909408,NA,"complete",NA,"6570ba0f9df66f11ec0692f0","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x923",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","IJHKGLFAEBDC",NA,"In",5,"Spreadsheet1","Spreadsheet1",2,"",1,"Screen 1","Zone2","response_text_entry",6875.5,NA,"Enter Key","duck",1,1,0,0,NA,NA,NA,NA,1,"task","i_duck.png","duck","MDPRF36846"
"4",1701887405382,"06/12/2023 18:30:05",1701887404999,0,"06/12/2023 18:30:04",152734,15,"task-9qxs",NA,33498263,9909408,NA,"complete",NA,"6570ba0f9df66f11ec0692f0","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x923",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","IJHKGLFAEBDC",NA,"In",5,"Spreadsheet1","",NA,"END TASK",NA,"","","",24601,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF36846"
"1",1701887526081,"06/12/2023 18:32:06",1701887527387,0,"06/12/2023 18:32:07",152734,15,"task-9qxs",NA,33498363,9909475,NA,"complete",NA,"6570bbf1226bc4134f504e20","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x911",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","EFDGCHBIAJLK",NA,"In",6,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF27407"
"2",1701887536514,"06/12/2023 18:32:16",1701887537864,0,"06/12/2023 18:32:17",152734,15,"task-9qxs",NA,33498363,9909475,NA,"complete",NA,"6570bbf1226bc4134f504e20","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x911",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","EFDGCHBIAJLK",NA,"In",6,"Spreadsheet1","Spreadsheet1",6,"",1,"Screen 1","Zone2","response_text_entry",10323.099999994,NA,"Enter Key","elephant",1,1,0,0,NA,NA,NA,NA,1,"task","i_elephant.png","elephant","MDPRF27407"
"3",1701887539736,"06/12/2023 18:32:19",1701887541097,0,"06/12/2023 18:32:21",152734,15,"task-9qxs",NA,33498363,9909475,NA,"complete",NA,"6570bbf1226bc4134f504e20","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x911",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","EFDGCHBIAJLK",NA,"In",6,"Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",3228.09999999404,NA,"Enter Key","snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF27407"
"4",1701887539803,"06/12/2023 18:32:19",1701887541099,0,"06/12/2023 18:32:21",152734,15,"task-9qxs",NA,33498363,9909475,NA,"complete",NA,"6570bbf1226bc4134f504e20","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x911",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","EFDGCHBIAJLK",NA,"In",6,"Spreadsheet1","",NA,"END TASK",NA,"","","",13712,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF27407"
"1",1701887681958,"06/12/2023 18:34:41",1701887681847,0,"06/12/2023 18:34:41",152734,15,"task-9qxs",NA,33498483,9909458,NA,"complete",NA,"6570bb6f0fb1e142334230ca","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1920x1080","1920x867",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHLIKJ",NA,"In",1,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF68797"
"2",1701887697681,"06/12/2023 18:34:57",1701887697631,0,"06/12/2023 18:34:57",152734,15,"task-9qxs",NA,33498483,9909458,NA,"complete",NA,"6570bb6f0fb1e142334230ca","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1920x1080","1920x867",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHLIKJ",NA,"In",1,"Spreadsheet1","Spreadsheet1",6,"",1,"Screen 1","Zone2","response_text_entry",15587.400000006,NA,"Enter Key","elephant",1,1,0,0,NA,NA,NA,NA,1,"task","i_elephant.png","elephant","MDPRF68797"
"3",1701887700388,"06/12/2023 18:35:00",1701887700321,0,"06/12/2023 18:35:00",152734,15,"task-9qxs",NA,33498483,9909458,NA,"complete",NA,"6570bb6f0fb1e142334230ca","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1920x1080","1920x867",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHLIKJ",NA,"In",1,"Spreadsheet1","Spreadsheet1",3,"",1,"Screen 1","Zone2","response_text_entry",2684.10000000149,NA,"Enter Key","cat",1,1,0,0,NA,NA,NA,NA,1,"task","i_cat.png","cat","MDPRF68797"
"4",1701887700467,"06/12/2023 18:35:00",1701887700324,0,"06/12/2023 18:35:00",152734,15,"task-9qxs",NA,33498483,9909458,NA,"complete",NA,"6570bb6f0fb1e142334230ca","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1920x1080","1920x867",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHLIKJ",NA,"In",1,"Spreadsheet1","",NA,"END TASK",NA,"","","",18477,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF68797"
"1",1701887691327,"06/12/2023 18:34:51",1701887691698,0,"06/12/2023 18:34:51",152734,15,"task-9qxs",NA,33498501,9909481,NA,"complete",NA,"6570bc2eab241c5bacd2653f","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1536x864","1528x750",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCLBA",NA,"In",4,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF01409"
"2",1701887703632,"06/12/2023 18:35:03",1701887704018,0,"06/12/2023 18:35:04",152734,15,"task-9qxs",NA,33498501,9909481,NA,"complete",NA,"6570bc2eab241c5bacd2653f","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1536x864","1528x750",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCLBA",NA,"In",4,"Spreadsheet1","Spreadsheet1",2,"",1,"Screen 1","Zone2","response_text_entry",11971.5,NA,"Enter Key","Duck",1,1,0,0,NA,NA,NA,NA,1,"task","i_duck.png","duck","MDPRF01409"
"3",1701887706167,"06/12/2023 18:35:06",1701887706529,0,"06/12/2023 18:35:06",152734,15,"task-9qxs",NA,33498501,9909481,NA,"complete",NA,"6570bc2eab241c5bacd2653f","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1536x864","1528x750",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCLBA",NA,"In",4,"Spreadsheet1","Spreadsheet1",3,"",1,"Screen 1","Zone2","response_text_entry",2502.09999990463,NA,"Enter Key","cat",1,1,0,0,NA,NA,NA,NA,1,"task","i_cat.png","cat","MDPRF01409"
"4",1701887706223,"06/12/2023 18:35:06",1701887706533,0,"06/12/2023 18:35:06",152734,15,"task-9qxs",NA,33498501,9909481,NA,"complete",NA,"6570bc2eab241c5bacd2653f","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1536x864","1528x750",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCLBA",NA,"In",4,"Spreadsheet1","",NA,"END TASK",NA,"","","",14834,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF01409"
"1",1701887729559,"06/12/2023 18:35:29",1701887728849,0,"06/12/2023 18:35:28",152734,15,"task-9qxs",NA,33498542,9909453,NA,"complete",NA,"6570ba6a57bfe1f9f1e9fbe6","computer","Desktop or Laptop","Windows 10","Firefox 120.0","1536x864","1536x739",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","CDBEAFLGKHJI",NA,"In",2,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF32577"
"2",1701887736872,"06/12/2023 18:35:36",1701887736187,0,"06/12/2023 18:35:36",152734,15,"task-9qxs",NA,33498542,9909453,NA,"complete",NA,"6570ba6a57bfe1f9f1e9fbe6","computer","Desktop or Laptop","Windows 10","Firefox 120.0","1536x864","1536x739",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","CDBEAFLGKHJI",NA,"In",2,"Spreadsheet1","Spreadsheet1",6,"",1,"Screen 1","Zone2","response_text_entry",7224,NA,"Enter Key","Elephant",1,1,0,0,NA,NA,NA,NA,1,"task","i_elephant.png","elephant","MDPRF32577"
"3",1701887740295,"06/12/2023 18:35:40",1701887739618,0,"06/12/2023 18:35:39",152734,15,"task-9qxs",NA,33498542,9909453,NA,"complete",NA,"6570ba6a57bfe1f9f1e9fbe6","computer","Desktop or Laptop","Windows 10","Firefox 120.0","1536x864","1536x739",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","CDBEAFLGKHJI",NA,"In",2,"Spreadsheet1","Spreadsheet1",5,"",1,"Screen 1","Zone2","response_text_entry",3422,NA,"Enter Key","Butterfly",1,1,0,0,NA,NA,NA,NA,1,"task","i_butterfly.png","butterfly","MDPRF32577"
"4",1701887740371,"06/12/2023 18:35:40",1701887739630,0,"06/12/2023 18:35:39",152734,15,"task-9qxs",NA,33498542,9909453,NA,"complete",NA,"6570ba6a57bfe1f9f1e9fbe6","computer","Desktop or Laptop","Windows 10","Firefox 120.0","1536x864","1536x739",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","CDBEAFLGKHJI",NA,"In",2,"Spreadsheet1","",NA,"END TASK",NA,"","","",10781,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF32577"
