"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.rr6o","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day.Quantised","Random_ID"
"1",1701886762774,"06/12/2023 18:19:22",1701886762774,0,"06/12/2023 18:19:22",152734,15,"questionnaire-qxhw",NA,33497667,9909228,NA,"complete",NA,"6570b5cb9df66f11ec0691fd","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1422x670",NA,NA,0,"Attention Check 2",2,"In","IJHKGLFAEBDC",NA,"In",4,"1-0","1","MDPRF89096"
"1",1701886771135,"06/12/2023 18:19:31",1701886771135,0,"06/12/2023 18:19:31",152734,15,"questionnaire-qxhw",NA,33497678,9909345,NA,"complete",NA,"6570b901f4750c58dffb72a5","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x911",NA,NA,0,"Attention Check 2",2,"In","EFDGCHBIAJLK",NA,"In",5,"1-0","1","MDPRF42986"
"1",1701887122855,"06/12/2023 18:25:22",1701887122855,0,"06/12/2023 18:25:22",152734,15,"questionnaire-qxhw",NA,33498027,9909372,NA,"complete",NA,"6570b8f71a9a7ef8f0eedc0f","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1280x720","1280x569",NA,NA,0,"Attention Check 2",2,"In","FGEHDICJBKAL",NA,"In",3,"1-0","1","MDPRF46330"
"1",1701887246502,"06/12/2023 18:27:26",1701887246502,0,"06/12/2023 18:27:26",152734,15,"questionnaire-qxhw",NA,33498145,9909433,NA,"complete",NA,"6570bae6591c60cd26d22231","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x668",NA,NA,0,"Attention Check 2",2,"In","JKILHAGBFCED",NA,"In",6,"1-0","1","MDPRF78837"
"1",1701887129666,"06/12/2023 18:25:29",1701887129666,0,"06/12/2023 18:25:29",152734,15,"questionnaire-qxhw",NA,33498158,9909391,NA,"complete",NA,"6570b93d9e438e9c5de027a1","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1280x571",NA,NA,0,"Attention Check 2",2,"In","GHFIEJDKCLBA",NA,"In",2,"1-0","1","MDPRF42158"
"1",1701887323992,"06/12/2023 18:28:43",1701858523992,-8,"06/12/2023 02:28:43",152734,15,"questionnaire-qxhw",NA,33498215,9909290,NA,"complete",NA,"6570b78658d63e7508f01427","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.6.1","1440x900","1324x743",NA,NA,0,"Attention Check 2",2,"In","KLJAIBHCGDFE",NA,"In",4,"1-0","1","MDPRF63304"
"1",1701887392901,"06/12/2023 18:29:52",1701887392901,0,"06/12/2023 18:29:52",152734,15,"questionnaire-qxhw",NA,33498272,9909404,NA,"complete",NA,"6570ba4d8ecf605977c7a630","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1366x768","1366x611",NA,NA,0,"Attention Check 2",2,"In","HIGJFKELDACB",NA,"In",2,"1-0","1","MDPRF92026"
"1",1701887406922,"06/12/2023 18:30:06",1701887406922,0,"06/12/2023 18:30:06",152734,15,"questionnaire-qxhw",NA,33498291,9909408,NA,"complete",NA,"6570ba0f9df66f11ec0692f0","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x923",NA,NA,0,"Attention Check 2",2,"In","IJHKGLFAEBDC",NA,"In",5,"1-0","1","MDPRF36846"
"1",1701887451155,"06/12/2023 18:30:51",1701887451155,0,"06/12/2023 18:30:51",152734,15,"questionnaire-qxhw",NA,33498312,9909299,NA,"complete",NA,"6570b73236251057f2d1a6d7","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1280x720","1232x598",NA,NA,0,"Attention Check 2",2,"In","JKILHAGBFCED",NA,"In",3,"1-0","1","MDPRF73880"
"1",1701887542246,"06/12/2023 18:32:22",1701887542246,0,"06/12/2023 18:32:22",152734,15,"questionnaire-qxhw",NA,33498372,9909475,NA,"complete",NA,"6570bbf1226bc4134f504e20","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x911",NA,NA,0,"Attention Check 2",2,"In","EFDGCHBIAJLK",NA,"In",6,"1-0","1","MDPRF27407"
"1",1701887701744,"06/12/2023 18:35:01",1701887701744,0,"06/12/2023 18:35:01",152734,15,"questionnaire-qxhw",NA,33498512,9909458,NA,"complete",NA,"6570bb6f0fb1e142334230ca","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1920x1080","1920x867",NA,NA,0,"Attention Check 2",2,"In","DECFBGAHLIKJ",NA,"In",1,"0","4","MDPRF68797"
"1",1701887707776,"06/12/2023 18:35:07",1701887707776,0,"06/12/2023 18:35:07",152734,15,"questionnaire-qxhw",NA,33498516,9909481,NA,"complete",NA,"6570bc2eab241c5bacd2653f","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1536x864","1528x750",NA,NA,0,"Attention Check 2",2,"In","GHFIEJDKCLBA",NA,"In",4,"1-0","1","MDPRF01409"
"1",1701887741106,"06/12/2023 18:35:41",1701887741106,0,"06/12/2023 18:35:41",152734,15,"questionnaire-qxhw",NA,33498553,9909453,NA,"complete",NA,"6570ba6a57bfe1f9f1e9fbe6","computer","Desktop or Laptop","Windows 10","Firefox 120.0","1536x864","1536x739",NA,NA,0,"Attention Check 2",2,"In","CDBEAFLGKHJI",NA,"In",2,"1-0","1","MDPRF32577"
"1",1701887774040,"06/12/2023 18:36:14",1701887774040,0,"06/12/2023 18:36:14",152734,15,"questionnaire-qxhw",NA,33498577,9909440,NA,"complete",NA,"6570bb1f92bfaac7fded5711","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1280x593",NA,NA,0,"Attention Check 2",2,"In","ABLCKDJEIFHG",NA,"In",6,"1-0","1","MDPRF35299"
"1",1701887867081,"06/12/2023 18:37:47",1701887867081,0,"06/12/2023 18:37:47",152734,15,"questionnaire-qxhw",NA,33498649,9909430,NA,"complete",NA,"6570ba1e41714cafb761f2eb","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x747",NA,NA,0,"Attention Check 2",2,"In","KLJAIBHCGDFE",NA,"In",5,"1-0","1","MDPRF17780"
"1",1701887874424,"06/12/2023 18:37:54",1701887874424,0,"06/12/2023 18:37:54",152734,15,"questionnaire-qxhw",NA,33498654,9909489,NA,"complete",NA,"6570bc1f92bfaac7fded576c","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Attention Check 2",2,"In","IJHKGLFAEBDC",NA,"In",3,"1-0","1","MDPRF64782"
"1",1701887877439,"06/12/2023 18:37:57",1701887877439,0,"06/12/2023 18:37:57",152734,15,"questionnaire-qxhw",NA,33498658,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x739",NA,NA,0,"Attention Check 2",2,"In","BCADLEKFJGIH",NA,"In",1,"1-0","1","MDPRF47987"
"1",1701887950785,"06/12/2023 18:39:10",1701887950785,0,"06/12/2023 18:39:10",152734,15,"questionnaire-qxhw",NA,33498721,9909515,NA,"complete",NA,"6570bd6d3636b9604cbead2a","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x1001",NA,NA,0,"Attention Check 2",2,"In","CDBEAFLGKHJI",NA,"In",1,"1-0","1","MDPRF67813"
"1",1701888045838,"06/12/2023 18:40:45",1701888045838,0,"06/12/2023 18:40:45",152734,15,"questionnaire-qxhw",NA,33498793,9909437,NA,"complete",NA,"6570bb0355549bf4232822fa","computer","Desktop or Laptop","Windows 10","Opera 104.0.0.0","2560x1440","2519x1368",NA,NA,0,"Attention Check 2",2,"In","LAKBJCIDHEGF",NA,"In",3,"1-0","1","MDPRF29165"
"1",1701888090547,"06/12/2023 18:41:30",1701888090547,0,"06/12/2023 18:41:30",152734,15,"questionnaire-qxhw",NA,33498819,9909452,NA,"complete",NA,"6570bb320ea19e92901e52bb","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1360x768","1360x689",NA,NA,0,"Attention Check 2",2,"In","BCADLEKFJGIH",NA,"In",2,"1-0","1","MDPRF14901"
"1",1701888130001,"06/12/2023 18:42:10",1701888130001,0,"06/12/2023 18:42:10",152734,15,"questionnaire-qxhw",NA,33498857,9909508,NA,"complete",NA,"6570bcc977cbe451a261f590","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","2560x1440","2560x1323",NA,NA,0,"Attention Check 2",2,"In","DECFBGAHLIKJ",NA,"In",6,"1-0","1","MDPRF16874"
"1",1701888130676,"06/12/2023 18:42:10",1701888130676,0,"06/12/2023 18:42:10",152734,15,"questionnaire-qxhw",NA,33498862,9909494,NA,"complete",NA,"6570bcac58d63e7508f01548","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","2560x1440","2560x1283",NA,NA,0,"Attention Check 2",2,"In","JKILHAGBFCED",NA,"In",4,"1-0","1","MDPRF40282"
"1",1701888305630,"06/12/2023 18:45:05",1701888305630,0,"06/12/2023 18:45:05",152734,15,"questionnaire-qxhw",NA,33498973,9909522,NA,"complete",NA,"6570bdd30ea19e92901e5369","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","2560x1440","1707x847",NA,NA,0,"Attention Check 2",2,"In","EFDGCHBIAJLK",NA,"In",4,"1-0","1","MDPRF49216"
"1",1701888331780,"06/12/2023 18:45:31",1701888331780,0,"06/12/2023 18:45:31",152734,15,"questionnaire-qxhw",NA,33498994,9909527,NA,"complete",NA,"6570be1766c1d1477516da4d","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1280x571",NA,NA,0,"Attention Check 2",2,"In","FGEHDICJBKAL",NA,"In",3,"1-0","1","MDPRF92404"
"1",1701888362128,"06/12/2023 18:46:02",1701888362128,0,"06/12/2023 18:46:02",152734,15,"questionnaire-qxhw",NA,33499015,9909502,NA,"complete",NA,"6570bc10d5ed48e7addc8e6e","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 17.1","1440x900","1440x820",NA,NA,0,"Attention Check 2",2,"In","KLJAIBHCGDFE",NA,"In",6,"1-0","1","MDPRF36280"
"1",1701888409220,"06/12/2023 18:46:49",1701888409220,0,"06/12/2023 18:46:49",152734,15,"questionnaire-qxhw",NA,33499055,9909536,NA,"complete",NA,"6570be4d8667cb1845d17d23","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x747",NA,NA,0,"Attention Check 2",2,"In","HIGJFKELDACB",NA,"In",1,"1-0","1","MDPRF05116"
"1",1701888443094,"06/12/2023 18:47:23",1701888443094,0,"06/12/2023 18:47:23",152734,15,"questionnaire-qxhw",NA,33499080,9909468,NA,"complete",NA,"6570bbb8d80af4432c4f0caa","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","2560x1440","2560x1323",NA,NA,0,"Attention Check 2",2,"In","FGEHDICJBKAL",NA,"In",5,"1-0","1","MDPRF93965"
"1",1701888454152,"06/12/2023 18:47:34",1701888454152,0,"06/12/2023 18:47:34",152734,15,"questionnaire-qxhw",NA,33499090,9909477,NA,"complete",NA,"6570baf036251057f2d1a774","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x1080",NA,NA,0,"Attention Check 2",2,"In","HIGJFKELDACB",NA,"In",2,"1-0","1","MDPRF82878"
"1",1701888540959,"06/12/2023 18:49:00",1701888540959,0,"06/12/2023 18:49:00",152734,15,"questionnaire-qxhw",NA,33499158,9909567,NA,"complete",NA,"6570bf7fe471f41d1eb43ddd","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x732",NA,NA,0,"Attention Check 2",2,"In","CDBEAFLGKHJI",NA,"In",4,"1-0","1","MDPRF20648"
"1",1701888557792,"06/12/2023 18:49:17",1701888557792,0,"06/12/2023 18:49:17",152734,15,"questionnaire-qxhw",NA,33499172,9909510,NA,"complete",NA,"6570bd3bad796dc0f70a4a6c","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x747",NA,NA,0,"Attention Check 2",2,"In","LAKBJCIDHEGF",NA,"In",3,"1-0","1","MDPRF04530"
"1",1701888621657,"06/12/2023 18:50:21",1701888621657,0,"06/12/2023 18:50:21",152734,15,"questionnaire-qxhw",NA,33499211,9909532,NA,"complete",NA,"6570bdef40bb67ff07c99101","computer","Desktop or Laptop","Windows 10","Firefox 120.0","1440x810","1440x716",NA,NA,0,"Attention Check 2",2,"In","GHFIEJDKCLBA",NA,"In",2,"1-0","1","MDPRF37474"
"1",1701888626969,"06/12/2023 18:50:26",1701888626969,0,"06/12/2023 18:50:26",152734,15,"questionnaire-qxhw",NA,33499213,9909553,NA,"complete",NA,"6570bf6858e72ff52272bc1d","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x813",NA,NA,0,"Attention Check 2",2,"In","KLJAIBHCGDFE",NA,"In",1,"1-0","1","MDPRF61489"
"1",1701888672162,"06/12/2023 18:51:12",1701888672162,0,"06/12/2023 18:51:12",152734,15,"questionnaire-qxhw",NA,33499243,9909549,NA,"complete",NA,"6570bf5741714cafb761f416","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x738",NA,NA,0,"Attention Check 2",2,"In","LAKBJCIDHEGF",NA,"In",6,"1-0","1","MDPRF23519"
"1",1701888757981,"06/12/2023 18:52:37",1701870757981,-5,"06/12/2023 08:52:37",152734,15,"questionnaire-qxhw",NA,33499287,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Attention Check 2",2,"In","IJHKGLFAEBDC",NA,"In",2,"1-0","1","MDPRF15273"
"1",1701888775951,"06/12/2023 18:52:55",1701888775951,0,"06/12/2023 18:52:55",152734,15,"questionnaire-qxhw",NA,33499302,9909517,NA,"complete",NA,"6570bd7ec4405ff50ae0289a","computer","Desktop or Laptop","Mac OS 10.15","Firefox 119.0","1470x956","1469x771",NA,NA,0,"Attention Check 2",2,"In","BCADLEKFJGIH",NA,"In",4,"1-0","1","MDPRF29480"
"1",1701888824103,"06/12/2023 18:53:44",1701888824103,0,"06/12/2023 18:53:44",152734,15,"questionnaire-qxhw",NA,33499320,9909570,NA,"complete",NA,"6570c01271deefe0f6a687bc","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1200x800","1152x686",NA,NA,0,"Attention Check 2",2,"In","DECFBGAHLIKJ",NA,"In",1,"1-0","1","MDPRF85972"
"1",1701888817474,"06/12/2023 18:53:37",1701888817474,0,"06/12/2023 18:53:37",152734,15,"questionnaire-qxhw",NA,33499322,9909577,NA,"complete",NA,"6570c09357bfe1f9f1e9fd4e","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1366x768","1366x644",NA,NA,0,"Attention Check 2",2,"In","FGEHDICJBKAL",NA,"In",3,"1-0","1","MDPRF85773"
"1",1701888820818,"06/12/2023 18:53:40",1701888820818,0,"06/12/2023 18:53:40",152734,15,"questionnaire-qxhw",NA,33499323,9909576,NA,"complete",NA,"6570c0c0d9aa5c91a1e3459e","computer","Desktop or Laptop","Windows 10","Firefox 120.0","1920x1080","1920x927",NA,NA,0,"Attention Check 2",2,"In","GHFIEJDKCLBA",NA,"In",5,"1-0","1","MDPRF13079"
"1",1701888852662,"06/12/2023 18:54:12",1701888852662,0,"06/12/2023 18:54:12",152734,15,"questionnaire-qxhw",NA,33499338,9909584,NA,"complete",NA,"6570c0f071deefe0f6a687dc","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1536x864","1488x742",NA,NA,0,"Attention Check 2",2,"In","HIGJFKELDACB",NA,"In",6,"1-0","1","MDPRF53694"
"1",1701888947471,"06/12/2023 18:55:47",1701888947471,0,"06/12/2023 18:55:47",152734,15,"questionnaire-qxhw",NA,33499388,9909586,NA,"complete",NA,"6570c10670ac3070e7c69267","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1366x768","1366x644",NA,NA,0,"Attention Check 2",2,"In","IJHKGLFAEBDC",NA,"In",4,"1-0","1","MDPRF55701"
"1",1701889003599,"06/12/2023 18:56:43",1701889003599,0,"06/12/2023 18:56:43",152734,15,"questionnaire-qxhw",NA,33499411,9909596,NA,"complete",NA,"6570c111b0270d43e0a78340","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x707",NA,NA,0,"Attention Check 2",2,"In","JKILHAGBFCED",NA,"In",1,"1-0","1","MDPRF58446"
"1",1701889171288,"06/12/2023 18:59:31",1701889171288,0,"06/12/2023 18:59:31",152734,15,"questionnaire-qxhw",NA,33499481,9909554,NA,"complete",NA,"6570bf7a8ecf605977c7a74f","computer","Desktop or Laptop","Windows 10","AVG Secure Browser 117.0.0.0","1536x864","1536x707",NA,NA,0,"Attention Check 2",2,"In","ABLCKDJEIFHG",NA,"In",5,"1-0","1","MDPRF41237"
"1",1701889642887,"06/12/2023 19:07:22",1701889642887,0,"06/12/2023 19:07:22",152734,15,"questionnaire-qxhw",NA,33499659,9909597,NA,"complete",NA,"6570c104592a29d0854f0c44","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1280x595",NA,NA,0,"Attention Check 2",2,"In","KLJAIBHCGDFE",NA,"In",2,"1-0","1","MDPRF94886"
"1",1701891157251,"06/12/2023 19:32:37",1701891157251,0,"06/12/2023 19:32:37",152734,15,"questionnaire-qxhw",NA,33500253,9909546,NA,"complete",NA,"6570beb0566050dd4d661371","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1280x563",NA,NA,0,"Attention Check 2",2,"In","JKILHAGBFCED",NA,"In",3,"1-0","1","MDPRF80468"
"1",1701894372112,"06/12/2023 20:26:12",1701894372112,0,"06/12/2023 20:26:12",152734,15,"questionnaire-qxhw",NA,33501199,9909979,NA,"complete",NA,"6570ce23d793b1f01aa21481","computer","Desktop or Laptop","Windows 10","Opera 104.0.0.0","1366x768","1312x644",NA,NA,0,"Attention Check 2",2,"In","LAKBJCIDHEGF",NA,"In",6,"1-0","1","MDPRF73359"
"1",1701894430546,"06/12/2023 20:27:10",1701894430546,0,"06/12/2023 20:27:10",152734,15,"questionnaire-qxhw",NA,33501219,9909997,NA,"complete",NA,"6570c819c4f928c614ad00c2","computer","Desktop or Laptop","Windows 10","Firefox 120.0","1920x1080","1920x955",NA,NA,0,"Attention Check 2",2,"In","ABLCKDJEIFHG",NA,"In",2,"1-0","1","MDPRF03527"
"1",1701894480410,"06/12/2023 20:28:00",1701894480410,0,"06/12/2023 20:28:00",152734,15,"questionnaire-qxhw",NA,33501243,9910010,NA,"complete",NA,"6570d6676f8de97c56e8158c","computer","Desktop or Laptop","Windows 10","Firefox 120.0","2048x1152","2048x991",NA,NA,0,"Attention Check 2",2,"In","BCADLEKFJGIH",NA,"In",6,"1-0","1","MDPRF55443"
"1",1701896693986,"06/12/2023 21:04:53",1701896693986,0,"06/12/2023 21:04:53",152734,15,"questionnaire-qxhw",NA,33501917,9910053,NA,"complete",NA,"6570d749a705b7bf95dc9634","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x707",NA,NA,0,"Attention Check 2",2,"In","CDBEAFLGKHJI",NA,"In",4,"1-0","1","MDPRF16047"
"1",1701897530646,"06/12/2023 21:18:50",1701879530646,-5,"06/12/2023 11:18:50",152734,15,"questionnaire-qxhw",NA,33502213,9910251,NA,"complete",NA,"6570e0ef5a6d2b943074672f","computer","Desktop or Laptop","Windows 10","Firefox 120.0","2560x1440","1370x1305",NA,NA,0,"Attention Check 2",2,"In","DECFBGAHLIKJ",NA,"In",3,"1-0","1","MDPRF06323"
"1",1701945534095,"07/12/2023 10:38:54",1701945534095,0,"07/12/2023 10:38:54",152734,15,"questionnaire-qxhw",NA,33511211,9921896,NA,"complete",NA,"65719b5c9df66f11ec06be41","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1536x864","1488x716",NA,NA,0,"Attention Check 2",2,"In","EFDGCHBIAJLK",NA,"In",5,"1-0","1","MDPRF76846"
"1",1701950251289,"07/12/2023 11:57:31",1701950251289,0,"07/12/2023 11:57:31",152734,15,"questionnaire-qxhw",NA,33513918,9922378,NA,"complete",NA,"6571ad809397d9fa8d807aa2","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","2048x1152","2048x1003",NA,NA,0,"Attention Check 2",2,"In","FGEHDICJBKAL",NA,"In",1,"1-0","1","MDPRF38854"
