"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.rr6o","Multiple.Choice.Grid.object.3.I.had.no.motivation.to.get.started.on.things","Multiple.Choice.Grid.object.3.I.had.no.motivation.to.get.started.on.things..Quantised","Multiple.Choice.Grid.object.3.Nothing.made.me.feel.excited","Multiple.Choice.Grid.object.3.Nothing.made.me.feel.excited.Quantised","Multiple.Choice.Grid.object.3.I.should.have.been.enjoying.things..but.I.couldn.t","Multiple.Choice.Grid.object.3.I.should.have.been.enjoying.things..but.I.couldn.t.Quantised","Multiple.Choice.Grid.object.3.I.felt.detached.from.other.people","Multiple.Choice.Grid.object.3.I.felt.detached.from.other.people..Quantised","Multiple.Choice.Grid.object.3.I.did.not.look.forward.to.anything","Multiple.Choice.Grid.object.3.I.did.not.look.forward.to.anything..Quantised","Multiple.Choice.Grid.object.3.Nothing.felt.fun.or.enjoyable","Multiple.Choice.Grid.object.3.Nothing.felt.fun.or.enjoyable.Quantised","Multiple.Choice.Grid.object.3.I.couldn.t.see.myself.enjoying.things.in.the.future","Multiple.Choice.Grid.object.3.I.couldn.t.see.myself.enjoying.things.in.the.future.Quantised","Multiple.Choice.Grid.object.3.I.felt.enthusiastic","Multiple.Choice.Grid.object.3.I.felt.enthusiastic..Quantised","Multiple.Choice.Grid.object.3.I.did.not.want.to.do.anything","Multiple.Choice.Grid.object.3.I.did.not.want.to.do.anything..Quantised","Multiple.Choice.Grid.object.3.I.pretended.things.excited.me..but.actually.I.found.them.boring","Multiple.Choice.Grid.object.3.I.pretended.things.excited.me..but.actually.I.found.them.boring.Quantised","Multiple.Choice.Grid.object.3.I.felt.connected.to.the.world.around.me","Multiple.Choice.Grid.object.3.I.felt.connected.to.the.world.around.me.Quantised","Multiple.Choice.Grid.object.3.I.did.not.feel.any.emotion","Multiple.Choice.Grid.object.3.I.did.not.feel.any.emotion..Quantised","Multiple.Choice.Grid.object.3.Everything.felt.like.a.lot.of.effort.to.do","Multiple.Choice.Grid.object.3.Everything.felt.like.a.lot.of.effort.to.do.Quantised","Multiple.Choice.Grid.object.3.I.felt.like.my.life.had.meaning.and.purpose","Multiple.Choice.Grid.object.3.I.felt.like.my.life.had.meaning.and.purpose.Quantised","Random_ID"
"1",1701884143860,"06/12/2023 17:35:43",1701884143860,0,"06/12/2023 17:35:43",152734,15,"questionnaire-nsch",NA,33495359,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x735",NA,NA,0,"ASA (Clone)",1,"In","ABLCKDJEIFHG",NA,"In",4,"Sometimes","2","Often","3","Sometimes","2","Often","3","Sometimes","2","Sometimes","2","Never","1","Sometimes","2","Never","1","Never","1","Sometimes","2","Sometimes","2","Sometimes","2","Always","4","MDPRF73724"
"1",1701884966791,"06/12/2023 17:49:26",1701884966791,0,"06/12/2023 17:49:26",152734,15,"questionnaire-nsch",NA,33496113,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","750x836",NA,NA,0,"ASA (Clone)",1,"In","BCADLEKFJGIH",NA,"In",2,"Often","3","Sometimes","2","Sometimes","2","Often","3","Often","3","Often","3","Sometimes","2","Sometimes","2","Often","3","Often","3","Often","3","Sometimes","2","Sometimes","2","Often","3","MDPRF55461"
"1",1701885287059,"06/12/2023 17:54:47",1701885287059,0,"06/12/2023 17:54:47",152734,15,"questionnaire-nsch",NA,33496353,9909113,NA,"complete",NA,"6570b276b0270d43e0a78002","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x919",NA,NA,0,"ASA (Clone)",1,"In","CDBEAFLGKHJI",NA,"In",6,"Often","3","Often","3","Sometimes","2","Always","4","Always","4","Sometimes","2","Often","3","Sometimes","2","Often","3","Always","4","Never","1","Always","4","Always","4","Never","1","MDPRF62430"
"1",1701885351913,"06/12/2023 17:55:51",1701885351913,0,"06/12/2023 17:55:51",152734,15,"questionnaire-nsch",NA,33496405,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"ASA (Clone)",1,"In","DECFBGAHLIKJ",NA,"In",5,"Sometimes","2","Sometimes","2","Often","3","Sometimes","2","Often","3","Sometimes","2","Sometimes","2","Never","1","Never","1","Sometimes","2","Sometimes","2","Always","4","Sometimes","2","Often","3","MDPRF82002"
"1",1701886009299,"06/12/2023 18:06:49",1701886009299,0,"06/12/2023 18:06:49",152734,15,"questionnaire-nsch",NA,33496883,9909224,NA,"complete",NA,"6570b480798caed9bcc7dd50","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1707x821",NA,NA,0,"ASA (Clone)",1,"In","EFDGCHBIAJLK",NA,"In",1,"Often","3","Often","3","Sometimes","2","Often","3","Often","3","Often","3","Sometimes","2","Never","1","Always","4","Always","4","Never","1","Always","4","Always","4","Never","1","MDPRF02309"
"1",1701886036369,"06/12/2023 18:07:16",1701857236369,-8,"06/12/2023 02:07:16",152734,15,"questionnaire-nsch",NA,33496898,9909290,NA,"complete",NA,"6570b78658d63e7508f01427","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.6.1","1440x900","1324x743",NA,NA,0,"ASA (Clone)",1,"In","KLJAIBHCGDFE",NA,"In",4,"Never","1","Never","1","Never","1","Never","1","Never","1","Never","1","Never","1","Often","3","Never","1","Never","1","Never","1","Never","1","Never","1","Always","4","MDPRF63304"
"1",1701886118395,"06/12/2023 18:08:38",1701886118395,0,"06/12/2023 18:08:38",152734,15,"questionnaire-nsch",NA,33496958,9909299,NA,"complete",NA,"6570b73236251057f2d1a6d7","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1280x720","1232x598",NA,NA,0,"ASA (Clone)",1,"In","JKILHAGBFCED",NA,"In",3,"Sometimes","2","Never","1","Never","1","Sometimes","2","Never","1","Never","1","Never","1","Often","3","Sometimes","2","Sometimes","2","Sometimes","2","Never","1","Sometimes","2","Sometimes","2","MDPRF73880"
"1",1701886124375,"06/12/2023 18:08:44",1701886124375,0,"06/12/2023 18:08:44",152734,15,"questionnaire-nsch",NA,33496966,9909253,NA,"complete",NA,"6570b6970a4f152cb5538b7c","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x923",NA,NA,0,"ASA (Clone)",1,"In","GHFIEJDKCLBA",NA,"In",3,"Never","1","Never","1","Sometimes","2","Sometimes","2","Never","1","Never","1","Never","1","Sometimes","2","Sometimes","2","Sometimes","2","Always","4","Never","1","Sometimes","2","Always","4","MDPRF69845"
"1",1701886143256,"06/12/2023 18:09:03",1701886143256,0,"06/12/2023 18:09:03",152734,15,"questionnaire-nsch",NA,33496991,9909256,NA,"complete",NA,"6570b672a5ca4229dd5ea889","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1368x912","1368x755",NA,NA,0,"ASA (Clone)",1,"In","HIGJFKELDACB",NA,"In",5,"Often","3","Often","3","Often","3","Always","4","Sometimes","2","Sometimes","2","Often","3","Never","1","Often","3","Sometimes","2","Never","1","Often","3","Often","3","Sometimes","2","MDPRF86222"
"1",1701886355224,"06/12/2023 18:12:35",1701886355224,0,"06/12/2023 18:12:35",152734,15,"questionnaire-nsch",NA,33497204,9909228,NA,"complete",NA,"6570b5cb9df66f11ec0691fd","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1422x670",NA,NA,0,"ASA (Clone)",1,"In","IJHKGLFAEBDC",NA,"In",4,"Never","1","Never","1","Never","1","Never","1","Never","1","Never","1","Never","1","Often","3","Never","1","Never","1","Often","3","Never","1","Never","1","Often","3","MDPRF89096"
"1",1701886371285,"06/12/2023 18:12:51",1701886371285,0,"06/12/2023 18:12:51",152734,15,"questionnaire-nsch",NA,33497226,9909327,NA,"complete",NA,"6570b891def6aeab21672509","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1536x864","1536x756",NA,NA,0,"ASA (Clone)",1,"In","BCADLEKFJGIH",NA,"In",4,"Sometimes","2","Never","1","Never","1","Never","1","Never","1","Never","1","Never","1","Always","4","Sometimes","2","Never","1","Often","3","Never","1","Never","1","Never","1","MDPRF66053"
"1",1701886457230,"06/12/2023 18:14:17",1701886457230,0,"06/12/2023 18:14:17",152734,15,"questionnaire-nsch",NA,33497322,9909303,NA,"complete",NA,"6570b78f324aed2935065a2b","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1280x720","1280x601",NA,NA,0,"ASA (Clone)",1,"In","CDBEAFLGKHJI",NA,"In",6,"Sometimes","2","Never","1","Often","3","Sometimes","2","Never","1","Never","1","Sometimes","2","Sometimes","2","Sometimes","2","Never","1","Sometimes","2","Sometimes","2","Often","3","Sometimes","2","MDPRF45811"
"1",1701886589602,"06/12/2023 18:16:29",1701886589602,0,"06/12/2023 18:16:29",152734,15,"questionnaire-nsch",NA,33497477,9909247,NA,"complete",NA,"6570b6680ea19e92901e5180","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1198x723",NA,NA,0,"ASA (Clone)",1,"In","FGEHDICJBKAL",NA,"In",2,"Often","3","Sometimes","2","Sometimes","2","Sometimes","2","Sometimes","2","Sometimes","2","Never","1","Sometimes","2","Often","3","Never","1","Never","1","Sometimes","2","Often","3","Sometimes","2","MDPRF27041"
"1",1701886700216,"06/12/2023 18:18:20",1701886700216,0,"06/12/2023 18:18:20",152734,15,"questionnaire-nsch",NA,33497609,9909345,NA,"complete",NA,"6570b901f4750c58dffb72a5","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x911",NA,NA,0,"ASA (Clone)",1,"In","EFDGCHBIAJLK",NA,"In",5,"Sometimes","2","Sometimes","2","Sometimes","2","Always","4","Often","3","Often","3","Sometimes","2","Sometimes","2","Often","3","Always","4","Never","1","Sometimes","2","Sometimes","2","Sometimes","2","MDPRF42986"
"1",1701886800165,"06/12/2023 18:20:00",1701886800165,0,"06/12/2023 18:20:00",152734,15,"questionnaire-nsch",NA,33497707,9909437,NA,"complete",NA,"6570bb0355549bf4232822fa","computer","Desktop or Laptop","Windows 10","Opera 104.0.0.0","2560x1440","2519x1368",NA,NA,0,"ASA (Clone)",1,"In","LAKBJCIDHEGF",NA,"In",3,"Never","1","Never","1","Never","1","Never","1","Never","1","Never","1","Never","1","Often","3","Sometimes","2","Never","1","Sometimes","2","Never","1","Sometimes","2","Never","1","MDPRF29165"
"1",1701886802033,"06/12/2023 18:20:02",1701886802033,0,"06/12/2023 18:20:02",152734,15,"questionnaire-nsch",NA,33497709,9909430,NA,"complete",NA,"6570ba1e41714cafb761f2eb","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x747",NA,NA,0,"ASA (Clone)",1,"In","KLJAIBHCGDFE",NA,"In",5,"Often","3","Often","3","Sometimes","2","Always","4","Often","3","Sometimes","2","Often","3","Sometimes","2","Often","3","Sometimes","2","Never","1","Sometimes","2","Often","3","Never","1","MDPRF17780"
"1",1701886824564,"06/12/2023 18:20:24",1701886824564,0,"06/12/2023 18:20:24",152734,15,"questionnaire-nsch",NA,33497735,9909433,NA,"complete",NA,"6570bae6591c60cd26d22231","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x668",NA,NA,0,"ASA (Clone)",1,"In","JKILHAGBFCED",NA,"In",6,"Often","3","Sometimes","2","Often","3","Always","4","Sometimes","2","Sometimes","2","Sometimes","2","Often","3","Sometimes","2","Sometimes","2","Sometimes","2","Sometimes","2","Sometimes","2","Sometimes","2","MDPRF78837"
"1",1701886849638,"06/12/2023 18:20:49",1701886849638,0,"06/12/2023 18:20:49",152734,15,"questionnaire-nsch",NA,33497762,9909408,NA,"complete",NA,"6570ba0f9df66f11ec0692f0","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x923",NA,NA,0,"ASA (Clone)",1,"In","IJHKGLFAEBDC",NA,"In",5,"Always","4","Often","3","Always","4","Always","4","Often","3","Always","4","Always","4","Often","3","Often","3","Always","4","Sometimes","2","Often","3","Always","4","Sometimes","2","MDPRF36846"
"1",1701886890344,"06/12/2023 18:21:30",1701886890344,0,"06/12/2023 18:21:30",152734,15,"questionnaire-nsch",NA,33497808,9909440,NA,"complete",NA,"6570bb1f92bfaac7fded5711","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1280x593",NA,NA,0,"ASA (Clone)",1,"In","ABLCKDJEIFHG",NA,"In",6,"Often","3","Sometimes","2","Often","3","Always","4","Often","3","Often","3","Often","3","Sometimes","2","Always","4","Often","3","Sometimes","2","Often","3","Often","3","Sometimes","2","MDPRF35299"
"1",1701887019394,"06/12/2023 18:23:39",1701887019394,0,"06/12/2023 18:23:39",152734,15,"questionnaire-nsch",NA,33497949,9909404,NA,"complete",NA,"6570ba4d8ecf605977c7a630","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1366x768","1366x611",NA,NA,0,"ASA (Clone)",1,"In","HIGJFKELDACB",NA,"In",2,"Often","3","Sometimes","2","Often","3","Often","3","Never","1","Never","1","Never","1","Sometimes","2","Often","3","Sometimes","2","Sometimes","2","Often","3","Often","3","Often","3","MDPRF92026"
"1",1701887076273,"06/12/2023 18:24:36",1701887076273,0,"06/12/2023 18:24:36",152734,15,"questionnaire-nsch",NA,33497994,9909372,NA,"complete",NA,"6570b8f71a9a7ef8f0eedc0f","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1280x720","1280x569",NA,NA,0,"ASA (Clone)",1,"In","FGEHDICJBKAL",NA,"In",3,"Sometimes","2","Sometimes","2","Sometimes","2","Often","3","Often","3","Often","3","Always","4","Sometimes","2","Often","3","Sometimes","2","Never","1","Often","3","Often","3","Often","3","MDPRF46330"
"1",1701887024277,"06/12/2023 18:23:44",1701887024277,0,"06/12/2023 18:23:44",152734,15,"questionnaire-nsch",NA,33498046,9909391,NA,"complete",NA,"6570b93d9e438e9c5de027a1","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1280x571",NA,NA,0,"ASA (Clone)",1,"In","GHFIEJDKCLBA",NA,"In",2,"Sometimes","2","Sometimes","2","Sometimes","2","Often","3","Never","1","Never","1","Never","1","Often","3","Sometimes","2","Never","1","Sometimes","2","Never","1","Sometimes","2","Often","3","MDPRF42158"
"1",1701887311258,"06/12/2023 18:28:31",1701887311258,0,"06/12/2023 18:28:31",152734,15,"questionnaire-nsch",NA,33498206,9909489,NA,"complete",NA,"6570bc1f92bfaac7fded576c","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"ASA (Clone)",1,"In","IJHKGLFAEBDC",NA,"In",3,"Sometimes","2","Sometimes","2","Sometimes","2","Often","3","Sometimes","2","Sometimes","2","Sometimes","2","Sometimes","2","Often","3","Sometimes","2","Sometimes","2","Sometimes","2","Often","3","Sometimes","2","MDPRF64782"
"1",1701887319940,"06/12/2023 18:28:39",1701887319940,0,"06/12/2023 18:28:39",152734,15,"questionnaire-nsch",NA,33498214,9909502,NA,"complete",NA,"6570bc10d5ed48e7addc8e6e","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 17.1","1440x900","1440x820",NA,NA,0,"ASA (Clone)",1,"In","KLJAIBHCGDFE",NA,"In",6,"Often","3","Often","3","Sometimes","2","Sometimes","2","Sometimes","2","Sometimes","2","Sometimes","2","Sometimes","2","Often","3","Sometimes","2","Sometimes","2","Sometimes","2","Sometimes","2","Never","1","MDPRF36280"
"1",1701887343377,"06/12/2023 18:29:03",1701887343377,0,"06/12/2023 18:29:03",152734,15,"questionnaire-nsch",NA,33498230,9909510,NA,"complete",NA,"6570bd3bad796dc0f70a4a6c","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x747",NA,NA,0,"ASA (Clone)",1,"In","LAKBJCIDHEGF",NA,"In",3,"Sometimes","2","Sometimes","2","Sometimes","2","Sometimes","2","Never","1","Never","1","Never","1","Often","3","Often","3","Never","1","Often","3","Sometimes","2","Often","3","Sometimes","2","MDPRF04530"
"1",1701887373787,"06/12/2023 18:29:33",1701887373787,0,"06/12/2023 18:29:33",152734,15,"questionnaire-nsch",NA,33498256,9909494,NA,"complete",NA,"6570bcac58d63e7508f01548","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","2560x1440","2560x1283",NA,NA,0,"ASA (Clone)",1,"In","JKILHAGBFCED",NA,"In",4,"Sometimes","2","Sometimes","2","Sometimes","2","Sometimes","2","Often","3","Sometimes","2","Sometimes","2","Often","3","Often","3","Sometimes","2","Often","3","Sometimes","2","Sometimes","2","Sometimes","2","MDPRF40282"
"1",1701887381381,"06/12/2023 18:29:41",1701887381381,0,"06/12/2023 18:29:41",152734,15,"questionnaire-nsch",NA,33498261,9909452,NA,"complete",NA,"6570bb320ea19e92901e52bb","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1360x768","1360x689",NA,NA,0,"ASA (Clone)",1,"In","BCADLEKFJGIH",NA,"In",2,"Always","4","Often","3","Often","3","Always","4","Always","4","Often","3","Often","3","Never","1","Always","4","Often","3","Never","1","Often","3","Always","4","Never","1","MDPRF14901"
"1",1701887483728,"06/12/2023 18:31:23",1701887483728,0,"06/12/2023 18:31:23",152734,15,"questionnaire-nsch",NA,33498338,9909475,NA,"complete",NA,"6570bbf1226bc4134f504e20","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x911",NA,NA,0,"ASA (Clone)",1,"In","EFDGCHBIAJLK",NA,"In",6,"Often","3","Sometimes","2","Sometimes","2","Often","3","Often","3","Sometimes","2","Sometimes","2","Sometimes","2","Often","3","Often","3","Sometimes","2","Sometimes","2","Often","3","Sometimes","2","MDPRF27407"
"1",1701887501757,"06/12/2023 18:31:41",1701887501757,0,"06/12/2023 18:31:41",152734,15,"questionnaire-nsch",NA,33498351,9909453,NA,"complete",NA,"6570ba6a57bfe1f9f1e9fbe6","computer","Desktop or Laptop","Windows 10","Firefox 120.0","1536x864","1536x739",NA,NA,0,"ASA (Clone)",1,"In","CDBEAFLGKHJI",NA,"In",2,"Sometimes","2","Never","1","Never","1","Sometimes","2","Sometimes","2","Never","1","Never","1","Sometimes","2","Sometimes","2","Never","1","Sometimes","2","Never","1","Sometimes","2","Never","1","MDPRF32577"
"1",1701887524026,"06/12/2023 18:32:04",1701887524026,0,"06/12/2023 18:32:04",152734,15,"questionnaire-nsch",NA,33498360,9909458,NA,"complete",NA,"6570bb6f0fb1e142334230ca","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1920x1080","1920x867",NA,NA,0,"ASA (Clone)",1,"In","DECFBGAHLIKJ",NA,"In",1,"Often","3","Never","1","Never","1","Never","1","Never","1","Never","1","Never","1","Sometimes","2","Never","1","Never","1","Often","3","Never","1","Never","1","Often","3","MDPRF68797"
"1",1701887599489,"06/12/2023 18:33:19",1701887599489,0,"06/12/2023 18:33:19",152734,15,"questionnaire-nsch",NA,33498413,9909481,NA,"complete",NA,"6570bc2eab241c5bacd2653f","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1536x864","1528x750",NA,NA,0,"ASA (Clone)",1,"In","GHFIEJDKCLBA",NA,"In",4,"Never","1","Never","1","Never","1","Never","1","Never","1","Never","1","Never","1","Always","4","Never","1","Never","1","Often","3","Never","1","Sometimes","2","Never","1","MDPRF01409"
"1",1701887629134,"06/12/2023 18:33:49",1701887629134,0,"06/12/2023 18:33:49",152734,15,"questionnaire-nsch",NA,33498438,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x739",NA,NA,0,"ASA (Clone)",1,"In","BCADLEKFJGIH",NA,"In",1,"Sometimes","2","Sometimes","2","Often","3","Sometimes","2","Sometimes","2","Sometimes","2","Never","1","Often","3","Sometimes","2","Never","1","Often","3","Never","1","Sometimes","2","Often","3","MDPRF47987"
"1",1701887737332,"06/12/2023 18:35:37",1701887737332,0,"06/12/2023 18:35:37",152734,15,"questionnaire-nsch",NA,33498548,9909515,NA,"complete",NA,"6570bd6d3636b9604cbead2a","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x1001",NA,NA,0,"ASA (Clone)",1,"In","CDBEAFLGKHJI",NA,"In",1,"Always","4","Always","4","Always","4","Always","4","Always","4","Often","3","Always","4","Sometimes","2","Always","4","Often","3","Never","1","Sometimes","2","Always","4","Never","1","MDPRF67813"
"1",1701887795066,"06/12/2023 18:36:35",1701887795066,0,"06/12/2023 18:36:35",152734,15,"questionnaire-nsch",NA,33498600,9909477,NA,"complete",NA,"6570baf036251057f2d1a774","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x1080",NA,NA,0,"ASA (Clone)",1,"In","HIGJFKELDACB",NA,"In",2,"Sometimes","2","Never","1","Never","1","Often","3","Sometimes","2","Never","1","Never","1","Often","3","Sometimes","2","Never","1","Sometimes","2","Never","1","Never","1","Sometimes","2","MDPRF82878"
"1",1701887926506,"06/12/2023 18:38:46",1701887926506,0,"06/12/2023 18:38:46",152734,15,"questionnaire-nsch",NA,33498703,9909549,NA,"complete",NA,"6570bf5741714cafb761f416","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x738",NA,NA,0,"ASA (Clone)",1,"In","LAKBJCIDHEGF",NA,"In",6,"Sometimes","2","Often","3","Sometimes","2","Sometimes","2","Sometimes","2","Often","3","Never","1","Sometimes","2","Often","3","Sometimes","2","Sometimes","2","Often","3","Always","4","Often","3","MDPRF23519"
"1",1701887941103,"06/12/2023 18:39:01",1701887941103,0,"06/12/2023 18:39:01",152734,15,"questionnaire-nsch",NA,33498711,9909508,NA,"complete",NA,"6570bcc977cbe451a261f590","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","2560x1440","2560x1323",NA,NA,0,"ASA (Clone)",1,"In","DECFBGAHLIKJ",NA,"In",6,"Often","3","Often","3","Always","4","Always","4","Sometimes","2","Sometimes","2","Often","3","Never","1","Often","3","Often","3","Sometimes","2","Often","3","Always","4","Never","1","MDPRF16874"
