"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.rr6o","Slider_LH.object.2.Value","Random_ID"
"1",1701887063674,"06/12/2023 18:24:23",1701887063674,0,"06/12/2023 18:24:23",152734,15,"questionnaire-txxf",NA,33497981,9909481,NA,"complete",NA,"6570bc2eab241c5bacd2653f","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1536x864","1528x750",NA,NA,0,"Life Happiness",2,"In","GHFIEJDKCLBA",NA,"In",4,"100","MDPRF01409"
"1",1701887210392,"06/12/2023 18:26:50",1701887210392,0,"06/12/2023 18:26:50",152734,15,"questionnaire-txxf",NA,33498117,9909477,NA,"complete",NA,"6570baf036251057f2d1a774","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x1080",NA,NA,0,"Life Happiness",2,"In","HIGJFKELDACB",NA,"In",2,"-19","MDPRF82878"
"1",1701887225538,"06/12/2023 18:27:05",1701887225538,0,"06/12/2023 18:27:05",152734,15,"questionnaire-txxf",NA,33498125,9909475,NA,"complete",NA,"6570bbf1226bc4134f504e20","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x911",NA,NA,0,"Life Happiness",2,"In","EFDGCHBIAJLK",NA,"In",6,"-35","MDPRF27407"
"1",1701887299907,"06/12/2023 18:28:19",1701887299907,0,"06/12/2023 18:28:19",152734,15,"questionnaire-txxf",NA,33498198,9909489,NA,"complete",NA,"6570bc1f92bfaac7fded576c","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Life Happiness",2,"In","IJHKGLFAEBDC",NA,"In",3,"-27","MDPRF64782"
"1",1701887376418,"06/12/2023 18:29:36",1701887376418,0,"06/12/2023 18:29:36",152734,15,"questionnaire-txxf",NA,33498250,9909468,NA,"complete",NA,"6570bbb8d80af4432c4f0caa","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","2560x1440","2560x1323",NA,NA,0,"Life Happiness",2,"In","FGEHDICJBKAL",NA,"In",5,"-55","MDPRF93965"
"1",1701887389634,"06/12/2023 18:29:49",1701887389634,0,"06/12/2023 18:29:49",152734,15,"questionnaire-txxf",NA,33498268,9909458,NA,"complete",NA,"6570bb6f0fb1e142334230ca","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1920x1080","1920x867",NA,NA,0,"Life Happiness",2,"In","DECFBGAHLIKJ",NA,"In",1,"-38","MDPRF68797"
"1",1701887463685,"06/12/2023 18:31:03",1701887463685,0,"06/12/2023 18:31:03",152734,15,"questionnaire-txxf",NA,33498325,9909430,NA,"complete",NA,"6570ba1e41714cafb761f2eb","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x747",NA,NA,0,"Life Happiness",2,"In","KLJAIBHCGDFE",NA,"In",5,"-74","MDPRF17780"
"1",1701887569760,"06/12/2023 18:32:49",1701887569760,0,"06/12/2023 18:32:49",152734,15,"questionnaire-txxf",NA,33498391,9909453,NA,"complete",NA,"6570ba6a57bfe1f9f1e9fbe6","computer","Desktop or Laptop","Windows 10","Firefox 120.0","1536x864","1536x739",NA,NA,0,"Life Happiness",2,"In","CDBEAFLGKHJI",NA,"In",2,"31","MDPRF32577"
"1",1701887633903,"06/12/2023 18:33:53",1701887633903,0,"06/12/2023 18:33:53",152734,15,"questionnaire-txxf",NA,33498441,9909532,NA,"complete",NA,"6570bdef40bb67ff07c99101","computer","Desktop or Laptop","Windows 10","Firefox 120.0","1440x810","1440x716",NA,NA,0,"Life Happiness",2,"In","GHFIEJDKCLBA",NA,"In",2,"-57","MDPRF37474"
"1",1701887660561,"06/12/2023 18:34:20",1701887660561,0,"06/12/2023 18:34:20",152734,15,"questionnaire-txxf",NA,33498472,9909494,NA,"complete",NA,"6570bcac58d63e7508f01548","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","2560x1440","2560x1283",NA,NA,0,"Life Happiness",2,"In","JKILHAGBFCED",NA,"In",4,"40","MDPRF40282"
"1",1701887665114,"06/12/2023 18:34:25",1701887665114,0,"06/12/2023 18:34:25",152734,15,"questionnaire-txxf",NA,33498474,9909527,NA,"complete",NA,"6570be1766c1d1477516da4d","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1280x571",NA,NA,0,"Life Happiness",2,"In","FGEHDICJBKAL",NA,"In",3,"-41","MDPRF92404"
"1",1701887751678,"06/12/2023 18:35:51",1701887751678,0,"06/12/2023 18:35:51",152734,15,"questionnaire-txxf",NA,33498558,9909440,NA,"complete",NA,"6570bb1f92bfaac7fded5711","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1280x593",NA,NA,0,"Life Happiness",2,"In","ABLCKDJEIFHG",NA,"In",6,"33","MDPRF35299"
"1",1701887781725,"06/12/2023 18:36:21",1701887781725,0,"06/12/2023 18:36:21",152734,15,"questionnaire-txxf",NA,33498586,9909515,NA,"complete",NA,"6570bd6d3636b9604cbead2a","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x1001",NA,NA,0,"Life Happiness",2,"In","CDBEAFLGKHJI",NA,"In",1,"-61","MDPRF67813"
"1",1701887793584,"06/12/2023 18:36:33",1701887793584,0,"06/12/2023 18:36:33",152734,15,"questionnaire-txxf",NA,33498599,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x739",NA,NA,0,"Life Happiness",2,"In","BCADLEKFJGIH",NA,"In",1,"40","MDPRF47987"
"1",1701887815625,"06/12/2023 18:36:55",1701887815625,0,"06/12/2023 18:36:55",152734,15,"questionnaire-txxf",NA,33498616,9909508,NA,"complete",NA,"6570bcc977cbe451a261f590","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","2560x1440","2560x1323",NA,NA,0,"Life Happiness",2,"In","DECFBGAHLIKJ",NA,"In",6,"-59","MDPRF16874"
"1",1701887895220,"06/12/2023 18:38:15",1701887895220,0,"06/12/2023 18:38:15",152734,15,"questionnaire-txxf",NA,33498669,9909536,NA,"complete",NA,"6570be4d8667cb1845d17d23","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x747",NA,NA,0,"Life Happiness",2,"In","HIGJFKELDACB",NA,"In",1,"-84","MDPRF05116"
"1",1701887914335,"06/12/2023 18:38:34",1701887914335,0,"06/12/2023 18:38:34",152734,15,"questionnaire-txxf",NA,33498685,9909522,NA,"complete",NA,"6570bdd30ea19e92901e5369","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","2560x1440","2048x1017",NA,NA,0,"Life Happiness",2,"In","EFDGCHBIAJLK",NA,"In",4,"37","MDPRF49216"
"1",1701887919644,"06/12/2023 18:38:39",1701887919644,0,"06/12/2023 18:38:39",152734,15,"questionnaire-txxf",NA,33498694,9909452,NA,"complete",NA,"6570bb320ea19e92901e52bb","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1360x768","1360x689",NA,NA,0,"Life Happiness",2,"In","BCADLEKFJGIH",NA,"In",2,"-50","MDPRF14901"
"1",1701887937749,"06/12/2023 18:38:57",1701887937749,0,"06/12/2023 18:38:57",152734,15,"questionnaire-txxf",NA,33498710,9909437,NA,"complete",NA,"6570bb0355549bf4232822fa","computer","Desktop or Laptop","Windows 10","Opera 104.0.0.0","2560x1440","2519x1368",NA,NA,0,"Life Happiness",2,"In","LAKBJCIDHEGF",NA,"In",3,"37","MDPRF29165"
"1",1701887974632,"06/12/2023 18:39:34",1701887974632,0,"06/12/2023 18:39:34",152734,15,"questionnaire-txxf",NA,33498734,9909502,NA,"complete",NA,"6570bc10d5ed48e7addc8e6e","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 17.1","1440x900","1440x820",NA,NA,0,"Life Happiness",2,"In","KLJAIBHCGDFE",NA,"In",6,"-44","MDPRF36280"
"1",1701888007090,"06/12/2023 18:40:07",1701870007090,-5,"06/12/2023 08:40:07",152734,15,"questionnaire-txxf",NA,33498766,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Life Happiness",2,"In","IJHKGLFAEBDC",NA,"In",2,"19","MDPRF15273"
"1",1701888246436,"06/12/2023 18:44:06",1701888246436,0,"06/12/2023 18:44:06",152734,15,"questionnaire-txxf",NA,33498929,9909576,NA,"complete",NA,"6570c0c0d9aa5c91a1e3459e","computer","Desktop or Laptop","Windows 10","Firefox 120.0","1920x1080","1920x927",NA,NA,0,"Life Happiness",2,"In","GHFIEJDKCLBA",NA,"In",5,"-19","MDPRF13079"
"1",1701888306537,"06/12/2023 18:45:06",1701888306537,0,"06/12/2023 18:45:06",152734,15,"questionnaire-txxf",NA,33498975,9909577,NA,"complete",NA,"6570c09357bfe1f9f1e9fd4e","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1366x768","1366x644",NA,NA,0,"Life Happiness",2,"In","FGEHDICJBKAL",NA,"In",3,"53","MDPRF85773"
"1",1701888387381,"06/12/2023 18:46:27",1701888387381,0,"06/12/2023 18:46:27",152734,15,"questionnaire-txxf",NA,33499037,9909553,NA,"complete",NA,"6570bf6858e72ff52272bc1d","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x813",NA,NA,0,"Life Happiness",2,"In","KLJAIBHCGDFE",NA,"In",1,"-70","MDPRF61489"
"1",1701888408468,"06/12/2023 18:46:48",1701888408468,0,"06/12/2023 18:46:48",152734,15,"questionnaire-txxf",NA,33499057,9909584,NA,"complete",NA,"6570c0f071deefe0f6a687dc","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1536x864","1488x742",NA,NA,0,"Life Happiness",2,"In","HIGJFKELDACB",NA,"In",6,"-37","MDPRF53694"
"1",1701888422909,"06/12/2023 18:47:02",1701888422909,0,"06/12/2023 18:47:02",152734,15,"questionnaire-txxf",NA,33499067,9909510,NA,"complete",NA,"6570bd3bad796dc0f70a4a6c","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x747",NA,NA,0,"Life Happiness",2,"In","LAKBJCIDHEGF",NA,"In",3,"17","MDPRF04530"
"1",1701888445937,"06/12/2023 18:47:25",1701888445937,0,"06/12/2023 18:47:25",152734,15,"questionnaire-txxf",NA,33499082,9909567,NA,"complete",NA,"6570bf7fe471f41d1eb43ddd","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x732",NA,NA,0,"Life Happiness",2,"In","CDBEAFLGKHJI",NA,"In",4,"95","MDPRF20648"
"1",1701888479345,"06/12/2023 18:47:59",1701888479345,0,"06/12/2023 18:47:59",152734,15,"questionnaire-txxf",NA,33499111,9909586,NA,"complete",NA,"6570c10670ac3070e7c69267","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1366x768","1366x644",NA,NA,0,"Life Happiness",2,"In","IJHKGLFAEBDC",NA,"In",4,"74","MDPRF55701"
"1",1701888510404,"06/12/2023 18:48:30",1701888510404,0,"06/12/2023 18:48:30",152734,15,"questionnaire-txxf",NA,33499128,9909570,NA,"complete",NA,"6570c01271deefe0f6a687bc","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1200x800","1152x686",NA,NA,0,"Life Happiness",2,"In","DECFBGAHLIKJ",NA,"In",1,"34","MDPRF85972"
"1",1701888551090,"06/12/2023 18:49:11",1701888551090,0,"06/12/2023 18:49:11",152734,15,"questionnaire-txxf",NA,33499169,9909549,NA,"complete",NA,"6570bf5741714cafb761f416","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x738",NA,NA,0,"Life Happiness",2,"In","LAKBJCIDHEGF",NA,"In",6,"-70","MDPRF23519"
"1",1701888652655,"06/12/2023 18:50:52",1701888652655,0,"06/12/2023 18:50:52",152734,15,"questionnaire-txxf",NA,33499230,9909517,NA,"complete",NA,"6570bd7ec4405ff50ae0289a","computer","Desktop or Laptop","Mac OS 10.15","Firefox 119.0","1470x956","1469x771",NA,NA,0,"Life Happiness",2,"In","BCADLEKFJGIH",NA,"In",4,"73","MDPRF29480"
"1",1701888674568,"06/12/2023 18:51:14",1701888674568,0,"06/12/2023 18:51:14",152734,15,"questionnaire-txxf",NA,33499245,9909596,NA,"complete",NA,"6570c111b0270d43e0a78340","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x707",NA,NA,0,"Life Happiness",2,"In","JKILHAGBFCED",NA,"In",1,"-34","MDPRF58446"
"1",1701889141555,"06/12/2023 18:59:01",1701889141555,0,"06/12/2023 18:59:01",152734,15,"questionnaire-txxf",NA,33499463,9909554,NA,"complete",NA,"6570bf7a8ecf605977c7a74f","computer","Desktop or Laptop","Windows 10","AVG Secure Browser 117.0.0.0","1536x864","1536x707",NA,NA,0,"Life Happiness",2,"In","ABLCKDJEIFHG",NA,"In",5,"-30","MDPRF41237"
"1",1701889148276,"06/12/2023 18:59:08",1701889148276,0,"06/12/2023 18:59:08",152734,15,"questionnaire-txxf",NA,33499467,9909597,NA,"complete",NA,"6570c104592a29d0854f0c44","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1280x595",NA,NA,0,"Life Happiness",2,"In","KLJAIBHCGDFE",NA,"In",2,"63","MDPRF94886"
"1",1701890208955,"06/12/2023 19:16:48",1701890208955,0,"06/12/2023 19:16:48",152734,15,"questionnaire-txxf",NA,33499869,9909546,NA,"complete",NA,"6570beb0566050dd4d661371","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1280x563",NA,NA,0,"Life Happiness",2,"In","JKILHAGBFCED",NA,"In",3,"27","MDPRF80468"
"1",1701894241715,"06/12/2023 20:24:01",1701894241715,0,"06/12/2023 20:24:01",152734,15,"questionnaire-txxf",NA,33501147,9909979,NA,"complete",NA,"6570ce23d793b1f01aa21481","computer","Desktop or Laptop","Windows 10","Opera 104.0.0.0","1366x768","1312x644",NA,NA,0,"Life Happiness",2,"In","LAKBJCIDHEGF",NA,"In",6,"11","MDPRF73359"
"1",1701894373172,"06/12/2023 20:26:13",1701894373172,0,"06/12/2023 20:26:13",152734,15,"questionnaire-txxf",NA,33501198,9910010,NA,"complete",NA,"6570d6676f8de97c56e8158c","computer","Desktop or Laptop","Windows 10","Firefox 120.0","2048x1152","2048x991",NA,NA,0,"Life Happiness",2,"In","BCADLEKFJGIH",NA,"In",6,"24","MDPRF55443"
"1",1701894403466,"06/12/2023 20:26:43",1701894403466,0,"06/12/2023 20:26:43",152734,15,"questionnaire-txxf",NA,33501210,9909997,NA,"complete",NA,"6570c819c4f928c614ad00c2","computer","Desktop or Laptop","Windows 10","Firefox 120.0","1920x1080","1920x955",NA,NA,0,"Life Happiness",2,"In","ABLCKDJEIFHG",NA,"In",2,"-2","MDPRF03527"
"1",1701896080952,"06/12/2023 20:54:40",1701896080952,0,"06/12/2023 20:54:40",152734,15,"questionnaire-txxf",NA,33501702,9910053,NA,"complete",NA,"6570d749a705b7bf95dc9634","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x707",NA,NA,0,"Life Happiness",2,"In","CDBEAFLGKHJI",NA,"In",4,"70","MDPRF16047"
"1",1701897229863,"06/12/2023 21:13:49",1701879229863,-5,"06/12/2023 11:13:49",152734,15,"questionnaire-txxf",NA,33502103,9910251,NA,"complete",NA,"6570e0ef5a6d2b943074672f","computer","Desktop or Laptop","Windows 10","Firefox 120.0","2560x1440","1278x1305",NA,NA,0,"Life Happiness",2,"In","DECFBGAHLIKJ",NA,"In",3,"76","MDPRF06323"
"1",1701945208251,"07/12/2023 10:33:28",1701945208251,0,"07/12/2023 10:33:28",152734,15,"questionnaire-txxf",NA,33510997,9921896,NA,"complete",NA,"65719b5c9df66f11ec06be41","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1536x864","1488x716",NA,NA,0,"Life Happiness",2,"In","EFDGCHBIAJLK",NA,"In",5,"25","MDPRF76846"
"1",1701948983230,"07/12/2023 11:36:23",1701948983230,0,"07/12/2023 11:36:23",152734,15,"questionnaire-txxf",NA,33513198,9922378,NA,"complete",NA,"6571ad809397d9fa8d807aa2","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","2048x1152","2048x1003",NA,NA,0,"Life Happiness",2,"In","FGEHDICJBKAL",NA,"In",1,"24","MDPRF38854"
