"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.rr6o","Slider_LH.object.2.Value","Random_ID"
"1",1701885273903,"06/12/2023 17:54:33",1701885273903,0,"06/12/2023 17:54:33",152734,15,"questionnaire-txxf",NA,33496334,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,0,"Life Happiness",2,"In","DECFBGAHLIKJ",NA,"In",5,"-37","MDPRF82002"
"1",1701885279769,"06/12/2023 17:54:39",1701885279769,0,"06/12/2023 17:54:39",152734,15,"questionnaire-txxf",NA,33496342,9909115,NA,"complete",NA,"6570b28ad89c24d6e0e1b333","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1504x1003","750x836",NA,NA,0,"Life Happiness",2,"In","BCADLEKFJGIH",NA,"In",2,"14","MDPRF55461"
"1",1701885319932,"06/12/2023 17:55:19",1701885319932,0,"06/12/2023 17:55:19",152734,15,"questionnaire-txxf",NA,33496382,9909113,NA,"complete",NA,"6570b276b0270d43e0a78002","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x919",NA,NA,0,"Life Happiness",2,"In","CDBEAFLGKHJI",NA,"In",6,"-84","MDPRF62430"
"1",1701885418190,"06/12/2023 17:56:58",1701885418190,0,"06/12/2023 17:56:58",152734,15,"questionnaire-txxf",NA,33496455,9908979,NA,"complete",NA,"6570b052226bc4134f504bf1","computer","Desktop or Laptop","Mac OS 10.15.6","Safari 14.0.1","1440x900","1440x820",NA,NA,0,"Life Happiness",2,"In","ABLCKDJEIFHG",NA,"In",4,"37","MDPRF73724"
"1",1701885566416,"06/12/2023 17:59:26",1701885566416,0,"06/12/2023 17:59:26",152734,15,"questionnaire-txxf",NA,33496546,9909224,NA,"complete",NA,"6570b480798caed9bcc7dd50","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1707x821",NA,NA,0,"Life Happiness",2,"In","EFDGCHBIAJLK",NA,"In",1,"-62","MDPRF02309"
"1",1701885635246,"06/12/2023 18:00:35",1701885635246,0,"06/12/2023 18:00:35",152734,15,"questionnaire-txxf",NA,33496596,9909253,NA,"complete",NA,"6570b6970a4f152cb5538b7c","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x923",NA,NA,0,"Life Happiness",2,"In","GHFIEJDKCLBA",NA,"In",3,"61","MDPRF69845"
"1",1701885743694,"06/12/2023 18:02:23",1701885743694,0,"06/12/2023 18:02:23",152734,15,"questionnaire-txxf",NA,33496664,9909247,NA,"complete",NA,"6570b6680ea19e92901e5180","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1198x723",NA,NA,0,"Life Happiness",2,"In","FGEHDICJBKAL",NA,"In",2,"2","MDPRF27041"
"1",1701885776093,"06/12/2023 18:02:56",1701885776093,0,"06/12/2023 18:02:56",152734,15,"questionnaire-txxf",NA,33496686,9909256,NA,"complete",NA,"6570b672a5ca4229dd5ea889","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1368x912","1368x755",NA,NA,0,"Life Happiness",2,"In","HIGJFKELDACB",NA,"In",5,"-32","MDPRF86222"
"1",1701886336694,"06/12/2023 18:12:16",1701886336694,0,"06/12/2023 18:12:16",152734,15,"questionnaire-txxf",NA,33497188,9909228,NA,"complete",NA,"6570b5cb9df66f11ec0691fd","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1422x670",NA,NA,0,"Life Happiness",2,"In","IJHKGLFAEBDC",NA,"In",4,"65","MDPRF89096"
"1",1701886467956,"06/12/2023 18:14:27",1701886467956,0,"06/12/2023 18:14:27",152734,15,"questionnaire-txxf",NA,33497334,9909345,NA,"complete",NA,"6570b901f4750c58dffb72a5","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x911",NA,NA,0,"Life Happiness",2,"In","EFDGCHBIAJLK",NA,"In",5,"9","MDPRF42986"
"1",1701886500182,"06/12/2023 18:15:00",1701886500182,0,"06/12/2023 18:15:00",152734,15,"questionnaire-txxf",NA,33497370,9909303,NA,"complete",NA,"6570b78f324aed2935065a2b","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1280x720","1280x601",NA,NA,0,"Life Happiness",2,"In","CDBEAFLGKHJI",NA,"In",6,"24","MDPRF45811"
"1",1701886374760,"06/12/2023 18:12:54",1701886374760,0,"06/12/2023 18:12:54",152734,15,"questionnaire-txxf",NA,33497372,9909391,NA,"complete",NA,"6570b93d9e438e9c5de027a1","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1280x571",NA,NA,0,"Life Happiness",2,"In","GHFIEJDKCLBA",NA,"In",2,"56","MDPRF42158"
"1",1701886504288,"06/12/2023 18:15:04",1701886504288,0,"06/12/2023 18:15:04",152734,15,"questionnaire-txxf",NA,33497380,9909372,NA,"complete",NA,"6570b8f71a9a7ef8f0eedc0f","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1280x720","1280x569",NA,NA,0,"Life Happiness",2,"In","FGEHDICJBKAL",NA,"In",3,"-75","MDPRF46330"
"1",1701886578505,"06/12/2023 18:16:18",1701886578505,0,"06/12/2023 18:16:18",152734,15,"questionnaire-txxf",NA,33497457,9909327,NA,"complete",NA,"6570b891def6aeab21672509","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1536x864","1536x756",NA,NA,0,"Life Happiness",2,"In","BCADLEKFJGIH",NA,"In",4,"53","MDPRF66053"
"1",1701886811010,"06/12/2023 18:20:11",1701886811010,0,"06/12/2023 18:20:11",152734,15,"questionnaire-txxf",NA,33497713,9909404,NA,"complete",NA,"6570ba4d8ecf605977c7a630","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1366x768","1366x611",NA,NA,0,"Life Happiness",2,"In","HIGJFKELDACB",NA,"In",2,"-35","MDPRF92026"
"1",1701886845667,"06/12/2023 18:20:45",1701858045667,-8,"06/12/2023 02:20:45",152734,15,"questionnaire-txxf",NA,33497751,9909290,NA,"complete",NA,"6570b78658d63e7508f01427","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.6.1","1440x900","1324x743",NA,NA,0,"Life Happiness",2,"In","KLJAIBHCGDFE",NA,"In",4,"69","MDPRF63304"
"1",1701886841509,"06/12/2023 18:20:41",1701886841509,0,"06/12/2023 18:20:41",152734,15,"questionnaire-txxf",NA,33497755,9909408,NA,"complete",NA,"6570ba0f9df66f11ec0692f0","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x923",NA,NA,0,"Life Happiness",2,"In","IJHKGLFAEBDC",NA,"In",5,"-80","MDPRF36846"
"1",1701886981780,"06/12/2023 18:23:01",1701886981780,0,"06/12/2023 18:23:01",152734,15,"questionnaire-txxf",NA,33497901,9909433,NA,"complete",NA,"6570bae6591c60cd26d22231","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x668",NA,NA,0,"Life Happiness",2,"In","JKILHAGBFCED",NA,"In",6,"-50","MDPRF78837"
"1",1701887052231,"06/12/2023 18:24:12",1701887052231,0,"06/12/2023 18:24:12",152734,15,"questionnaire-txxf",NA,33497970,9909299,NA,"complete",NA,"6570b73236251057f2d1a6d7","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1280x720","1232x598",NA,NA,0,"Life Happiness",2,"In","JKILHAGBFCED",NA,"In",3,"28","MDPRF73880"
